name;automata-runtime;mata-runtime;mata-mataparsing;mata-compl;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-emptiness_check;awali-emptiness_check_result;mona-runtime;mona-mataparsing;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-complement;pyfado-emptiness;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-complement;pyautomata-lib-emptiness;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1749.0.mata;ERR;0.24; 0.17234; 0.0431723; 5.462e-06; false;0.62; 0.172809; 0.287573; 0.142187; 0.00297014; false;0.25; 0.172628; 0.0145784; 0.0332713; 0.0066746; false;TO; 0.172641;ERR;ERR;ERR;ERR;1.69; 0.1124; 0.5880; 0.0038; 0.0608;1.17; 0.1130; 0.1363; 0.0011; 0.0001;2.54; 0.539311494; 0.054514149; 0.001688743; false;1.97; 0.24541047; 0.069879499; 2.7636E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_175.0.mata;ERR;0.08; 0.0568726; 0.0166044; 3.454e-06; false;0.19; 0.0565591; 0.0864149; 0.0497356; 0.00256789; false;0.08; 0.0566369; 0.00422071; 0.00799716; 0.00284003; false;TO; 0.0566915;ERR;ERR;ERR;ERR;0.84; 0.0227; 0.0822; 0.0015; 0.0095;1.05; 0.0407; 0.0520; 0.0008; 0.0001;1.6; 0.235986632; 0.031257089; 0.00208911; false;1.17; 0.063833976; 0.033587378; 2.7845E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1752.0.mata;ERR;0.19; 0.131362; 0.0393412; 4.572e-06; false;0.45; 0.130925; 0.207539; 0.105399; 0.00299049; false;0.19; 0.130435; 0.0102162; 0.0298288; 0.00608604; false;TO; 0.130762;ERR;ERR;ERR;ERR;1.53; 0.0861; 0.4748; 0.0034; 0.0511;1.13; 0.0846; 0.1177; 0.0011; 0.0001;2.12; 0.388833103; 0.028481757; 0.001761672; false;1.57; 0.106593796; 0.062399446; 3.6895E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1755.0.mata;ERR;0.19; 0.130864; 0.0393397; 4.455e-06; false;0.46; 0.129712; 0.209576; 0.111098; 0.00332788; false;0.2; 0.140629; 0.010737; 0.0313642; 0.00631914; false;TO; 0.13736;ERR;ERR;ERR;ERR;1.58; 0.0877; 0.4785; 0.0034; 0.0509;1.11; 0.0866; 0.1119; 0.0006; 0.0000;2.16; 0.315973787; 0.034480274; 0.001838256; false;1.81; 0.167490074; 0.060743077; 2.7661E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1758.0.mata;ERR;0.19; 0.130765; 0.0391241; 5.063e-06; false;0.46; 0.13099; 0.208204; 0.105752; 0.00301749; false;0.19; 0.134016; 0.0106026; 0.0306305; 0.00622755; false;TO; 0.135733;ERR;ERR;ERR;ERR;1.38; 0.0875; 0.4775; 0.0034; 0.0510;1.14; 0.0876; 0.1211; 0.0011; 0.0001;2.52; 0.483068213; 0.03896007; 0.001620718; false;1.8; 0.117309446; 0.117949271; 3.9799E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1761.0.mata;ERR;0.17; 0.133243; 0.026468; 6.203e-06; false;0.47; 0.133652; 0.213261; 0.108006; 0.00310545; false;0.12; 0.082519; 0.00669091; 0.0187324; 0.00400517; false;TO; 0.0828156;ERR;ERR;ERR;ERR;1.56; 0.0858; 0.4744; 0.0035; 0.0519;1.13; 0.0854; 0.1172; 0.0011; 0.0001;2.07; 0.306633005; 0.029966944; 0.002181836; false;1.87; 0.179524749; 0.090589068; 3.0463E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1764.0.mata;ERR;0.19; 0.134151; 0.0401105; 5.349e-06; false;0.46; 0.133515; 0.21167; 0.107945; 0.00309291; false;0.2; 0.133432; 0.0106341; 0.0307339; 0.00629039; false;TO; 0.133931;ERR;ERR;ERR;ERR;1.55; 0.0850; 0.4741; 0.0034; 0.0508;1.15; 0.0861; 0.1173; 0.0011; 0.0001;2.36; 0.441687842; 0.026952362; 0.001624137; false;1.55; 0.101596658; 0.046622369; 3.1232E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1767.0.mata;ERR;0.19; 0.132744; 0.039331; 4.666e-06; false;0.28; 0.0796097; 0.133424; 0.0692641; 0.00200982; false;0.2; 0.131473; 0.0109217; 0.0300074; 0.00621857; false;TO; 0.0807203;ERR;ERR;ERR;ERR;1.53; 0.0843; 0.4763; 0.0034; 0.0511;1.15; 0.0875; 0.1211; 0.0011; 0.0001;2.17; 0.358523964; 0.031419605; 0.001653874; false;1.97; 0.189155021; 0.095177862; 2.7088E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1770.0.mata;ERR;0.19; 0.133555; 0.0387212; 4.252e-06; false;0.47; 0.145496; 0.206839; 0.106048; 0.00303223; false;0.2; 0.131466; 0.0103868; 0.0297938; 0.00610226; false;TO; 0.130383;ERR;ERR;ERR;ERR;1.02; 0.0474; 0.2503; 0.0017; 0.0262;0.8; 0.0487; 0.0590; 0.0006; 0.0000;2.11; 0.36930749; 0.034312829; 0.001723206; false;1.48; 0.105406489; 0.060659649; 3.4909E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1777.0.mata;ERR;0.26; 0.188623; 0.0487777; 6.059e-06; false;0.68; 0.188895; 0.321366; 0.15075; 0.00307215; false;0.28; 0.188727; 0.0159476; 0.0373651; 0.00753582; false;TO; 0.189182;ERR;ERR;ERR;ERR;1.91; 0.1267; 0.7356; 0.0043; 0.0783;1.18; 0.1240; 0.1538; 0.0011; 0.0001;2.39; 0.372249464; 0.036856469; 0.003801236; false;1.69; 0.155325816; 0.055166835; 2.6327E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1778.0.mata;ERR;0.24; 0.171213; 0.0428307; 4.381e-06; false;0.65; 0.171556; 0.301572; 0.150096; 0.00308567; false;0.26; 0.174699; 0.0150308; 0.0347535; 0.00702836; false;TO; 0.181733;ERR;ERR;ERR;ERR;1.71; 0.1140; 0.5974; 0.0040; 0.0625;1.18; 0.1124; 0.1365; 0.0011; 0.0001;2.33; 0.36283059; 0.043625535; 0.001914217; false;1.61; 0.134687636; 0.05958504; 3.4417E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1781.0.mata;ERR;0.26; 0.187912; 0.0484468; 5.44e-06; false;0.68; 0.188767; 0.32215; 0.150084; 0.0030304; false;0.28; 0.191404; 0.0161793; 0.0377293; 0.00751855; false;TO; 0.191221;ERR;ERR;ERR;ERR;1.87; 0.1238; 0.7255; 0.0043; 0.0777;1.21; 0.1237; 0.1544; 0.0011; 0.0001;2.5; 0.400401645; 0.064065578; 0.001919145; false;1.75; 0.159532905; 0.067824526; 3.0642E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1784.0.mata;ERR;0.19; 0.132496; 0.0394874; 7.303e-06; false;0.47; 0.132468; 0.214732; 0.112291; 0.00321902; false;0.2; 0.131862; 0.0101892; 0.0298007; 0.00613145; false;TO; 0.0811411;ERR;ERR;ERR;ERR;1.55; 0.0866; 0.4728; 0.0034; 0.0512;1.14; 0.0868; 0.1161; 0.0011; 0.0001;1.98; 0.294415971; 0.052086219; 0.001648677; false;1.52; 0.099302746; 0.050817048; 3.4515E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1785.0.mata;ERR;0.26; 0.193251; 0.0430317; 4.956e-06; false;0.7; 0.193531; 0.330595; 0.15354; 0.00311699; false;0.18; 0.11666; 0.0103317; 0.023445; 0.00495742; false;TO; 0.119591;ERR;ERR;ERR;ERR;1.87; 0.1280; 0.7328; 0.0043; 0.0784;1.22; 0.1254; 0.1592; 0.0011; 0.0001;2.57; 0.347074178; 0.057793643; 0.001955177; false;1.84; 0.123280952; 0.10425661; 3.6824E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1786.0.mata;ERR;0.27; 0.188947; 0.0488016; 4.266e-06; false;0.68; 0.189664; 0.321121; 0.151547; 0.00304363; false;0.27; 0.188039; 0.0159514; 0.0372132; 0.0075278; false;TO; 0.18847;ERR;ERR;ERR;ERR;1.32; 0.0682; 0.4017; 0.0022; 0.0419;0.85; 0.0699; 0.0821; 0.0006; 0.0000;2.62; 0.494244596; 0.035070708; 0.002170192; false;1.61; 0.181838662; 0.061184705; 3.8374E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1789.0.mata;ERR;0.27; 0.193331; 0.0502965; 5.394e-06; false;0.69; 0.192386; 0.327707; 0.152812; 0.00303097; false;0.28; 0.189063; 0.0159758; 0.0374485; 0.00756627; false;TO; 0.189401;ERR;ERR;ERR;ERR;1.88; 0.1223; 0.7270; 0.0043; 0.0776;1.21; 0.1233; 0.1560; 0.0011; 0.0001;2.23; 0.348978024; 0.023601629; 0.001350057; false;1.63; 0.13341863; 0.057215256; 2.6596E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_179.0.mata;ERR;0.08; 0.0592654; 0.0169175; 3.915e-06; false;0.21; 0.0589124; 0.0887127; 0.0513082; 0.0026154; false;0.09; 0.0583213; 0.00432446; 0.00828324; 0.00291285; false;TO; 0.0582511;ERR;ERR;ERR;ERR;0.78; 0.0243; 0.0675; 0.0008; 0.0051;0.75; 0.0239; 0.0264; 0.0004; 0.0000;1.53; 0.228336893; 0.029927856; 0.001833623; false;1.11; 0.059365707; 0.049992675; 2.6976E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1792.0.mata;ERR;0.26; 0.189407; 0.0488415; 4.752e-06; false;0.69; 0.188988; 0.326006; 0.155131; 0.00313309; false;0.28; 0.194233; 0.0163832; 0.0384082; 0.00777454; false;TO; 0.194734;ERR;ERR;ERR;ERR;1.89; 0.1253; 0.7465; 0.0044; 0.0798;1.24; 0.1266; 0.1597; 0.0011; 0.0001;2.36; 0.34276093; 0.059114421; 0.002177769; false;1.79; 0.132352711; 0.060281825; 2.7754E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1795.0.mata;ERR;0.16; 0.117492; 0.0319556; 5.162e-06; false;0.68; 0.189751; 0.322557; 0.150989; 0.00302094; false;0.17; 0.114031; 0.00997049; 0.0227071; 0.00471031; false;TO; 0.19099;ERR;ERR;ERR;ERR;1.2; 0.0679; 0.3971; 0.0023; 0.0415;0.84; 0.0698; 0.0808; 0.0006; 0.0000;2.72; 0.539868172; 0.043446858; 0.001998543; false;2.12; 0.320664742; 0.055299909; 3.2521E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1798.0.mata;ERR;0.16; 0.11482; 0.0326684; 3.937e-06; false;0.53; 0.116543; 0.249727; 0.153287; 0.00312918; false;0.28; 0.195761; 0.0163408; 0.0372843; 0.00745374; false;TO; 0.18837;ERR;ERR;ERR;ERR;1.21; 0.0689; 0.3871; 0.0022; 0.0403;0.83; 0.0693; 0.0790; 0.0006; 0.0000;2.29; 0.3355143; 0.042329606; 0.001433306; false;1.71; 0.135163482; 0.06780702; 2.7033E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1817.0.mata;ERR;0.27; 0.189637; 0.0491778; 4.969e-06; false;0.68; 0.187776; 0.321366; 0.151613; 0.00305668; false;0.28; 0.189303; 0.0160083; 0.0374676; 0.00752269; false;TO; 0.189294;ERR;ERR;ERR;ERR;1.88; 0.1242; 0.7341; 0.0043; 0.0778;1.2; 0.1250; 0.1543; 0.0011; 0.0001;2.6; 0.45453193; 0.042410653; 0.001968843; false;1.7; 0.184585327; 0.06035345; 2.5925E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1847.0.mata;ERR;0.18; 0.131392; 0.0390036; 4.352e-06; false;0.46; 0.132532; 0.207657; 0.105727; 0.00301837; false;0.2; 0.130687; 0.0104191; 0.0297851; 0.00604914; false;TO; 0.131433;ERR;ERR;ERR;ERR;1.01; 0.0473; 0.2501; 0.0017; 0.0263;0.82; 0.0481; 0.0622; 0.0006; 0.0000;2.23; 0.472527731; 0.031946986; 0.004132553; false;1.7; 0.095126635; 0.081582042; 2.9265E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_187.0.mata;ERR;0.07; 0.0522284; 0.0165177; 3.577e-06; false;0.19; 0.0516325; 0.084889; 0.0494577; 0.00264075; false;0.08; 0.0515015; 0.00418847; 0.00778078; 0.00274866; false;TO; 0.0521926;ERR;ERR;ERR;ERR;0.81; 0.0222; 0.0610; 0.0007; 0.0045;1.04; 0.0393; 0.0503; 0.0008; 0.0000;1.64; 0.20710401; 0.03159086; 0.001712124; false;1.2; 0.052203301; 0.03442096; 2.4589E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1874.0.mata;ERR;0.18; 0.129111; 0.0331571; 5.626e-06; false;0.46; 0.128305; 0.20531; 0.11504; 0.00371746; false;0.19; 0.129349; 0.0101283; 0.0258319; 0.00527017; false;TO; 0.130795;ERR;ERR;ERR;ERR;1.45; 0.0848; 0.3824; 0.0029; 0.0374;1.11; 0.0845; 0.1067; 0.0013; 0.0001;1.93; 0.282870899; 0.028754364; 0.00166992; false;1.71; 0.120787094; 0.086347762; 3.8107E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1875.0.mata;ERR;0.18; 0.129758; 0.0331584; 5.374e-06; false;0.46; 0.128477; 0.206499; 0.115888; 0.00368456; false;0.19; 0.128977; 0.0101542; 0.0258223; 0.00539177; false;TO; 0.129829;ERR;ERR;ERR;ERR;1.44; 0.0837; 0.3822; 0.0029; 0.0373;1.14; 0.0854; 0.1066; 0.0013; 0.0001;2.41; 0.423433662; 0.05628393; 0.001840665; false;1.77; 0.154480344; 0.083232597; 5.6417E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1877.0.mata;ERR;0.18; 0.129783; 0.0333116; 1.2642e-05; false;0.47; 0.131958; 0.208609; 0.115992; 0.00374584; false;0.19; 0.133236; 0.0104784; 0.026554; 0.00535276; false;TO; 0.13346;ERR;ERR;ERR;ERR;0.96; 0.0505; 0.2059; 0.0015; 0.0196;1.15; 0.0877; 0.1096; 0.0013; 0.0001;2.64; 0.487336267; 0.056280319; 0.001794182; false;1.61; 0.102779014; 0.063847921; 3.6417E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1878.0.mata;ERR;0.18; 0.136322; 0.0349372; 5.535e-06; false;0.48; 0.136134; 0.212305; 0.118576; 0.0037765; false;0.2; 0.133073; 0.0105229; 0.026344; 0.00538037; false;TO; 0.132578;ERR;ERR;ERR;ERR;1.44; 0.0841; 0.3888; 0.0030; 0.0383;1.14; 0.0867; 0.1088; 0.0013; 0.0001;2.11; 0.30903941; 0.033684575; 0.001668495; false;1.94; 0.194898004; 0.114674617; 3.1519E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1879.0.mata;ERR;0.18; 0.12995; 0.0333571; 4.439e-06; false;0.47; 0.133319; 0.209383; 0.117295; 0.00381144; false;0.19; 0.130059; 0.0112144; 0.0265542; 0.00540505; false;TO; 0.132571;ERR;ERR;ERR;ERR;1.45; 0.0853; 0.3826; 0.0029; 0.0374;1.1; 0.0841; 0.1062; 0.0013; 0.0001;2.05; 0.323403461; 0.057801994; 0.001810894; false;1.74; 0.13493639; 0.054941857; 2.9196E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1887.0.mata;ERR;0.18; 0.131069; 0.0332102; 5.54e-06; false;0.47; 0.131329; 0.207487; 0.116772; 0.0037549; false;0.19; 0.13081; 0.0103263; 0.025952; 0.00532392; false;TO; 0.130976;ERR;ERR;ERR;ERR;1.42; 0.0847; 0.3832; 0.0029; 0.0373;1.1; 0.0855; 0.1063; 0.0013; 0.0001;2.28; 0.375507562; 0.032673718; 0.0019651; false;1.78; 0.123490623; 0.100169117; 4.7955E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1897.0.mata;ERR;0.18; 0.130158; 0.0332603; 5.004e-06; false;0.46; 0.128628; 0.205911; 0.115168; 0.00365998; false;0.19; 0.129007; 0.0101644; 0.025855; 0.00527101; false;TO; 0.130847;ERR;ERR;ERR;ERR;1.47; 0.0862; 0.3937; 0.0030; 0.0384;1.13; 0.0839; 0.1066; 0.0013; 0.0001;2.12; 0.339099914; 0.036308191; 0.001902227; false;1.77; 0.099237388; 0.086169766; 2.8168E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_277.0.mata;ERR;0.13; 0.0909075; 0.0297968; 4.178e-06; false;0.33; 0.0925096; 0.15189; 0.0701102; 0.0022227; false;0.13; 0.0915253; 0.0074852; 0.0141642; 0.00480735; false;TO; 0.091119;ERR;ERR;ERR;ERR;1.31; 0.0637; 0.2848; 0.0026; 0.0286;1.09; 0.0629; 0.0862; 0.0007; 0.0000;1.83; 0.271659948; 0.039001372; 0.001967377; false;1.26; 0.073251979; 0.052500689; 2.9292E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_357.0.mata;ERR;0.09; 0.0616037; 0.0207442; 3.764e-06; false;0.22; 0.0613912; 0.0957301; 0.0576158; 0.00295896; false;0.09; 0.0606016; 0.00466126; 0.0100624; 0.00343737; false;TO; 0.0615481;ERR;ERR;ERR;ERR;0.99; 0.0242; 0.0823; 0.0009; 0.0071;0.73; 0.0244; 0.0318; 0.0005; 0.0000;1.48; 0.225312735; 0.035342575; 0.001778389; false;1.16; 0.100820703; 0.041174606; 2.365E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_378.0.mata;ERR;0.09; 0.0640743; 0.0221481; 3.909e-06; false;0.23; 0.0662808; 0.100076; 0.060195; 0.00318756; false;0.09; 0.0636671; 0.00491187; 0.0103917; 0.00360122; false;TO; 0.0641617;ERR;ERR;ERR;ERR;1.15; 0.0438; 0.1621; 0.0019; 0.0142;1.05; 0.0441; 0.0622; 0.0010; 0.0000;1.65; 0.220970797; 0.034740828; 0.001885195; false;1.25; 0.066159441; 0.034017952; 3.2496E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_379.0.mata;ERR;0.09; 0.0633407; 0.0209599; 3.779e-06; false;0.22; 0.061412; 0.0964183; 0.0575517; 0.0029729; false;0.09; 0.0613088; 0.00469049; 0.0101859; 0.00346796; false;TO; 0.0615856;ERR;ERR;ERR;ERR;1.17; 0.0423; 0.1644; 0.0018; 0.0141;1.03; 0.0421; 0.0619; 0.0010; 0.0000;1.73; 0.205835532; 0.050517835; 0.001882629; false;1.18; 0.068607494; 0.03559966; 2.4026E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_447.0.mata;ERR;0.04; 0.0345289; 0.00721501; 3.798e-06; false;0.15; 0.0346484; 0.0514215; 0.0620039; 0.00163092; false;0.05; 0.0331907; 0.00257501; 0.00554244; 0.0020879; false;TO; 0.0331013;ERR;ERR;ERR;ERR;1.03; 0.0262; 0.0784; 0.0010; 0.0064;0.99; 0.0271; 0.0303; 0.0003; 0.0000;1.38; 0.159176548; 0.043135129; 0.001597937; false;1.16; 0.043280709; 0.029925813; 2.8537E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_470.0.mata;ERR;0.12; 0.0878008; 0.0248763; 3.552e-06; false;0.42; 0.0872967; 0.145043; 0.180634; 0.00464957; false;0.13; 0.0873183; 0.00703067; 0.0118208; 0.00404232; false;TO; 0.0884197;ERR;ERR;ERR;ERR;1.22; 0.0573; 0.2160; 0.0021; 0.0190;1.06; 0.0569; 0.0720; 0.0007; 0.0000;1.95; 0.311833642; 0.029758559; 0.001848949; false;1.35; 0.073867849; 0.030841871; 2.656E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_473.0.mata;ERR;0.12; 0.0835905; 0.0237441; 3.952e-06; false;0.4; 0.0835464; 0.137859; 0.172055; 0.00445233; false;0.12; 0.0831253; 0.00670759; 0.0113599; 0.00387036; false;TO; 0.0837109;ERR;ERR;ERR;ERR;1.23; 0.0580; 0.2171; 0.0021; 0.0190;1.06; 0.0571; 0.0734; 0.0007; 0.0000;2.1; 0.370255842; 0.026489707; 0.00201157; false;1.32; 0.067436998; 0.035435653; 2.8344E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_497.0.mata;ERR;0.11; 0.0801446; 0.0237898; 4.03e-06; false;0.29; 0.0794458; 0.131428; 0.0663889; 0.00274076; false;0.11; 0.0799618; 0.00644457; 0.0114263; 0.0038961; false;TO; 0.0803724;ERR;ERR;ERR;ERR;1.23; 0.0561; 0.2061; 0.0021; 0.0183;1.04; 0.0549; 0.0717; 0.0008; 0.0000;1.74; 0.221689831; 0.052107761; 0.002029955; false;1.68; 0.143445067; 0.063121036; 3.4897E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_507.0.mata;ERR;0.17; 0.127972; 0.0300684; 4.973e-06; false;0.42; 0.123465; 0.19639; 0.0897579; 0.00281961; false;0.18; 0.124076; 0.00973612; 0.0225848; 0.0047786; false;TO; 0.124319;ERR;ERR;ERR;ERR;1.33; 0.0782; 0.2929; 0.0026; 0.0269;1.1; 0.0792; 0.0917; 0.0008; 0.0001;1.87; 0.254292341; 0.047839686; 0.001664693; false;1.74; 0.169056978; 0.064308062; 2.8922E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_527.0.mata;ERR;0.04; 0.0297757; 0.0123038; 3.626e-06; false;0.11; 0.029647; 0.0444828; 0.0333514; 0.00265847; false;0.04; 0.0297053; 0.00215995; 0.00603259; 0.00223164; false;TO; 0.0297024;ERR;ERR;ERR;ERR;1.03; 0.0246; 0.0781; 0.0011; 0.0051;1.01; 0.0236; 0.0368; 0.0011; 0.0000;1.39; 0.189723253; 0.036969646; 0.001669267; false;1.07; 0.038904424; 0.042873388; 2.4418E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_537.0.mata;ERR;0.06; 0.0374246; 0.0152705; 3.3e-06; false;0.14; 0.037118; 0.05857; 0.0385722; 0.00267399; false;0.06; 0.0371009; 0.0028349; 0.00729138; 0.00263589; false;TO; 0.0370691;ERR;ERR;ERR;ERR;1.09; 0.0296; 0.1029; 0.0013; 0.0076;1.04; 0.0293; 0.0450; 0.0010; 0.0000;1.55; 0.196791888; 0.037026897; 0.001640716; false;1.14; 0.045623941; 0.033889295; 2.3735E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_573.0.mata;ERR;0.05; 0.0332379; 0.0141565; 3.309e-06; false;0.14; 0.0329927; 0.0509891; 0.053426; 0.0040508; false;0.05; 0.0331991; 0.00240645; 0.0068725; 0.0024809; false;TO; 0.0327693;ERR;ERR;ERR;ERR;1.06; 0.0263; 0.0936; 0.0013; 0.0067;1.01; 0.0269; 0.0417; 0.0009; 0.0000;1.48; 0.170868427; 0.038292216; 0.00173442; false;1.08; 0.040099902; 0.029014199; 2.323E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_574.0.mata;ERR;0.06; 0.0419118; 0.0179411; 3.4e-06; false;0.17; 0.042017; 0.0683404; 0.0598669; 0.00404855; false;0.07; 0.0420875; 0.00329075; 0.00864559; 0.00305244; false;TO; 0.0426262;ERR;ERR;ERR;ERR;1.15; 0.0324; 0.1355; 0.0016; 0.0108;1.02; 0.0317; 0.0528; 0.0010; 0.0000;1.65; 0.258003663; 0.029883935; 0.001896365; false;1.2; 0.055270623; 0.034841581; 3.0082E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_575.0.mata;ERR;0.06; 0.0384575; 0.015734; 3.309e-06; false;0.14; 0.0381218; 0.0601558; 0.0398024; 0.00274115; false;0.06; 0.038066; 0.00288607; 0.007562; 0.0026912; false;TO; 0.0382401;ERR;ERR;ERR;ERR;1.09; 0.0305; 0.1054; 0.0014; 0.0076;1.03; 0.0287; 0.0455; 0.0010; 0.0000;1.51; 0.184517926; 0.028237995; 0.001696269; false;1.14; 0.047491852; 0.036760958; 2.583E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_627.0.mata;ERR;0.09; 0.0607071; 0.019172; 3.689e-06; false;0.21; 0.0606928; 0.0931932; 0.0550453; 0.00290814; false;0.09; 0.0598068; 0.0045926; 0.00926475; 0.00319705; false;TO; 0.0598192;ERR;ERR;ERR;ERR;1.19; 0.0425; 0.1472; 0.0017; 0.0118;1.06; 0.0413; 0.0574; 0.0009; 0.0000;1.69; 0.224549925; 0.026353029; 0.001676321; false;1.26; 0.081243179; 0.046034458; 2.6036E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_637.0.mata;ERR;0.12; 0.0886232; 0.0252349; 3.99e-06; false;0.32; 0.0879434; 0.146283; 0.0760911; 0.00290196; false;0.13; 0.0874449; 0.00714676; 0.0119967; 0.00404287; false;TO; 0.0895693;ERR;ERR;ERR;ERR;1.26; 0.0611; 0.2319; 0.0023; 0.0207;1.12; 0.0623; 0.0789; 0.0009; 0.0000;1.78; 0.248303978; 0.040113185; 0.001738358; false;1.51; 0.070727381; 0.077444909; 2.9093E-5; false
