name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-inclusion_check;awali-inclusion_check_result;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-inclusion;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-inclusion;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-inclusion;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;0.39; 0.294157; 0.0907393;0.00043533399999999995; 1.8656e-05; true;0.34; 0.191053; 0.0598409;0.058214218;0.01892528; 0.0128654; true;0.4; 0.294276; 0.0913616;0.004835638;0.001630206; 0.00354809; true;TO; 0.294044; 0.0921879;1.09; 0.1162; 0.0000; 0.0003; 0.0000;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;0.371434655;MISSING;MISSING;MISSING;1.12;0.05217672899999999;0.003506522; 0.002907222; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;0.17; NOT EMPTY;0.73; 0.547071; 0.171441;6.7310000000000004e-06; 1.8656e-05; true;1.02; 0.660096; 0.172511;0.19668355999999998;0.011585523; 0.0445058; true;0.83; 0.581449; 0.171283;0.010364026;0.000798565; 0.0441776; true;TO; 0.718806; 0.173723;0.99; 0.1330; 0.0000; 0.0000; 0.0000;18.26; 0.1337; 1.1727; 16.8296; 0.0282;1.78; 0.2488; 0.4723; 0.0002; 0.0000;3.47;0.654587998;0.09607544500000001; 0.057919531; true;2.12;0.106844989;0.002758741; 0.079004502; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;0.23; NOT EMPTY;0.33; 0.516024; 0.0824377;0.001274301; 2.7711e-05; true;0.45; 0.308594; 0.0771093;0.07239278;0.03747856; 0.0094817; true;0.26; 0.213885; 0.0517187;0.002288624;0.001828811; 0.0031619; true;TO; 0.251037; 0.0766093;1.2; 0.1022; 0.0000; 0.0009; 0.0004;2.28; 0.1020; 0.2801; 0.7757; 0.0008;1.34; 0.1017; 0.1148; 0.0029; 0.0010;2.69;0.457741709;0.107579103; 0.022093577; true;1.37;0.116246769;0.00705392; 0.025656273; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;0.51; 0.405333; 0.14172;0.000628987; 2.2852e-05; true;0.63; 0.444604; 0.110591;0.10689164;0.015525022999999999; 0.00879017; true;0.53; 0.40061; 0.112596;0.005628721999999999;0.0021272070000000003; 0.00481917; true;TO; 0.400531; 0.111943;1.18; 0.1668; 0.0000; 0.0008; 0.0003;2.67; 0.1941; 0.4720; 1.1231; 0.0017;1.45; 0.2816; 0.1549; 0.0028; 0.0012;2.62;0.38636874600000004;0.198690746; 0.07413166; true;1.3;0.07714118;0.0034596130000000003; 0.007118286; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;ERR;ERR;ERR;ERR;ERR;0.23; NOT EMPTY;0.53; 0.529379; 0.0939874;8.1792e-05; 1.614e-05; true;0.74; 0.428005; 0.146471;0.28663983800000004;0.003500749; 0.00476174; true;0.43; 0.284084; 0.206934;0.022703025;0.0011009820000000001; 0.0037327; true;TO; 0.581147; 0.143358;1.21; 0.1751; 0.0000; 0.0003; 0.0002;7.55; 0.1020; 1.4338; 5.5914; 0.0016;1.52; 0.1814; 0.2872; 0.0008; 0.0003;3.2;0.5438965079999999;0.134125979; 0.039398871; true;1.52;0.11198322900000002;0.009555978; 0.016186986; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;ERR;ERR;ERR;ERR;ERR;0.15; NOT EMPTY;0.42; 0.323436; 0.0926958;6.155e-06; 1.9665e-05; true;1.9; 0.320167; 0.0925305;0.08443544;0.8041784000000001; 0.571329; true;0.43; 0.322576; 0.0926309;0.00440021;0.0006628039999999999; 0.00333427; true;TO; 0.321756; 0.092697;1.08; 0.1218; 0.0000; 0.0000; 0.0000;3.09; 0.1186; 0.4345; 1.6089; 0.0011;1.22; 0.1255; 0.1283; 0.0001; 0.0000;2.23;0.376341862;0.048157452; 0.02410705; true;1.18;0.063883512;0.013944908999999998; 0.002878921; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;0.23; NOT EMPTY;0.62; 0.463125; 0.13431;0.008206253; 9.8746e-05; true;13.56; 0.45756; 0.132545;0.13334802;7.294804; 5.23927; true;0.62; 0.45136; 0.130697;0.007076706;0.013734611; 0.00510555; true;TO; 0.45577; 0.132364;1.13; 0.1709; 0.0000; 0.0017; 0.0002;4.44; 0.1721; 0.4619; 2.8630; 0.0015;1.35; 0.1829; 0.1518; 0.0044; 0.0000;3.08;0.559280716;0.140812782; 0.039089046; true;1.34;0.061614325;0.005560825; 0.007144392; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;1.96; 1.5889; 0.399672;6.764e-06; 1.7813e-05; true;1.74; 1.04155; 0.267975;0.32839444;0.000287675; 0.113484; true;2.59; 1.62316; 0.4084;0.020891706;0.000774785; 0.557708; true;TO; 1.58652; 0.403869;1.18; 0.4327; 0.0000; 0.0000; 0.0000;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;0.178538998;MISSING;MISSING;MISSING;3.45;0.177261466;0.002530011; 0.883786944; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;ERR;ERR;ERR;ERR;ERR;0.2; EMPTY;0.21; 0.164463; 0.0436915;0.001489752; 0.000288587; false;0.4; 0.166544; 0.0442387;0.03271528;0.08847079000000001; 0.0570971; false;0.22; 0.165876; 0.0436176;0.001857061;0.00353807; 0.00573922; false;TO; 0.16774; 0.0441024;1.28; 0.0704; 0.0000; 0.0007; 0.0002;1.35; 0.0684; 0.0228; 0.0361; 0.0006;1.23; 0.0673; 0.0229; 0.0023; 0.0011;1.46;0.17484291999999999;0.040998119; 0.011712904; true;1.11;0.034017968999999995;0.0023345799999999997; 0.004506155; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;0.31; 0.241744; 0.0698708;0.000627764; 2.3211e-05; true;0.41; 0.252743; 0.0729156;0.06619372;0.009940886999999999; 0.00902472; true;0.33; 0.248509; 0.0717086;0.003483198;0.0019122359999999999; 0.0470506; true;TO; 0.291818; 0.109226;1.23; 0.0943; 0.0000; 0.0009; 0.0002;1.11; 0.0557; 0.0207; 0.0343; 0.0007;1.13; 0.1025; 0.0368; 0.0036; 0.0008;1.54;0.221510603;0.048294727999999995; 0.01510428; true;1.2;0.046224217;0.002234474; 0.004429227; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;0.5; 0.475384; 0.0835412;0.000796649; 1.9394e-05; true;0.56; 0.406045; 0.0806133;0.07654131;0.02179724; 0.0246524; true;0.65; 0.508577; 0.122431;0.006565055;0.0035736660000000005; 0.00636307; true;TO; 0.355365; 0.157866;1.24; 0.1777; 0.0000; 0.0006; 0.0002;12.4; 0.1937; 0.4984; 10.7350; 0.0023;1.26; 0.1928; 0.0508; 0.0008; 0.0006;1.87;0.28302063;0.046036094; 0.020785191; true;1.25;0.070797126;0.0035076610000000005; 0.008940054; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.08; 0.0726174; 0.0154679; 0.0007; 0.0004;0.12; NOT EMPTY;0.24; 0.200538; 0.0455343;0.000182134; 2.2213e-05; true;0.39; 0.250544; 0.0689455;0.066476834;0.004879551; 0.00971728; true;0.23; 0.168023; 0.047243;0.003369272;0.0011755539999999999; 0.00548231; true;TO; 0.212236; 0.0470467;1.09; 0.0990; 0.0000; 0.0005; 0.0002;1.27; 0.0965; 0.0638; 0.1069; 0.0018;1.12; 0.0945; 0.0443; 0.0044; 0.0025;1.75;0.19430526399999998;0.066972135; 0.038655733; true;1.27;0.070930798;0.005485249; 0.022406778; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata;0.05; 0.04359; 0.0101601; 0.0003; 0.0003;0.19; NOT EMPTY;0.21; 0.173224; 0.0465975;0.000234623; 1.505e-05; true;0.46; 0.172919; 0.0464973;0.037833179999999994;0.12232475999999999; 0.0704805; true;0.22; 0.171007; 0.0454924;0.0019077569999999997;0.001082545; 0.00158038; true;TO; 0.16891; 0.0455649;1.03; 0.0642; 0.0000; 0.0004; 0.0001;1.15; 0.0630; 0.0279; 0.0982; 0.0002;1.05; 0.0652; 0.0271; 0.0035; 0.0026;1.63;0.163032193;0.086839286; 0.027520328; true;1.03;0.039021143999999994;0.005382823; 0.001318112; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.08; 0.0662551; 0.0132843; 0.0070; 0.0017;0.19; NOT EMPTY;0.31; 0.243649; 0.0630859;0.001392584; 0.00186101; true;0.6; 0.245114; 0.0635281;0.05184975;0.12949708; 0.0999226; true;0.33; 0.246721; 0.063722;0.002754818;0.0034033070000000004; 0.00813477; true;TO; 0.248415; 0.0640813;0.75; 0.0543; 0.0000; 0.0003; 0.0001;0.91; 0.0541; 0.0376; 0.0967; 0.0011;1.09; 0.0929; 0.0358; 0.0034; 0.0020;2.0;0.27834707399999997;0.120655255; 0.020550526; true;1.18;0.054972544000000005;0.006221604999999999; 0.007827018; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata;0.05; 0.03927; 0.00992261; 0.0005; 0.0003;0.18; NOT EMPTY;0.19; 0.151299; 0.0432299;0.000249345; 1.6628e-05; true;0.23; 0.152523; 0.0435641;0.03554699;0.00269537; 0.00313397; true;0.21; 0.154171; 0.0431112;0.001796513;0.001085163; 0.00209888; true;TO; 0.152905; 0.0435431;0.99; 0.0597; 0.0000; 0.0004; 0.0001;1.05; 0.0605; 0.0204; 0.0079; 0.0004;1.05; 0.0615; 0.0276; 0.0012; 0.0005;1.37;0.142252603;0.042254498; 0.018173905; true;1.0;0.038459704000000004;0.002183026; 0.00262785; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;ERR;ERR;ERR;ERR;ERR;0.24; NOT EMPTY;0.26; 0.210373; 0.0545792;0.0023667880000000003; 1.649e-05; true;1.51; 0.212298; 0.0548065;0.045510379999999996;0.63814707; 0.490076; true;0.28; 0.211627; 0.0542067;0.002371171;0.004581988; 0.00143807; true;TO; 0.212987; 0.0546334;1.05; 0.0809; 0.0000; 0.0004; 0.0001;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;0.104972395;MISSING;MISSING;MISSING;1.2;0.080452364;0.014023067; 9.35193E-4; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.05; 0.0454235; 0.0083786; 0.0005; 0.0002;0.14; NOT EMPTY;0.25; 0.177439; 0.0681656;0.000227216; 1.8632e-05; true;0.41; 0.270643; 0.0713752;0.059452587;0.0026462400000000002; 0.015232; true;0.34; 0.273662; 0.0659748;0.003036419;0.0011022830000000001; 0.00422763; true;TO; 0.26423; 0.0676189;1.11; 0.1048; 0.0000; 0.0005; 0.0001;1.23; 0.1067; 0.0357; 0.0075; 0.0013;1.22; 0.1067; 0.0322; 0.0010; 0.0005;1.61;0.199920803;0.035645362; 0.016641918; true;1.25;0.044248508000000006;0.002030747; 0.027098113; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;0.16; 0.133384; 0.033779;6.101e-06; 1.9525e-05; true;0.19; 0.136471; 0.0341556;0.019856349000000002;0.00011994499999999999; 0.00124073; true;0.17; 0.134894; 0.0339462;0.0010275710000000001;0.000723402; 0.00168888; true;TO; 0.135922; 0.0338818;1.18; 0.0538; 0.0000; 0.0000; 0.0000;1.17; 0.0532; 0.0105; 0.0016; 0.0002;1.16; 0.0509; 0.0140; 0.0001; 0.0000;1.47;0.161915691;0.089671318; 0.021386044; true;1.15;0.034038135;0.002276113; 0.001455845; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.38; NOT EMPTY;2.95; 2.19739; 0.894499;0.000103938; 1.9273e-05; true;14.89; 2.29446; 0.745353;0.81518993;6.33664655; 4.13307; true;2.59; 1.74474; 0.698717;0.054903966;0.001018614; 0.149145; true;TO; 2.26163; 0.743203;1.97; 0.8889; 0.0000; 0.0005; 0.0001;20.71; 0.8396; 19.1644; 0.0061; 0.0074;6.55; 0.8738; 4.8799; 0.0007; 0.0003;5.67;1.6861857690000002;0.216659568; 0.066058252; true;3.06;0.265846868;0.007123524000000001; 0.221035213; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;0.5; 0.38669; 0.115081;0.001051966; 0.000121923; true;0.69; 0.522198; 0.128737;0.13892165;0.012366174; 0.029661; true;0.55; 0.388348; 0.114537;0.006986338;0.00274175; 0.0294647; true;TO; 0.38977; 0.115765;1.16; 0.1563; 0.0000; 0.0008; 0.0001;1.96; 0.0920; 1.0269; 0.0302; 0.0357;1.34; 0.1576; 0.1504; 0.0025; 0.0004;2.41;0.455089727;0.059723116; 0.057287917; true;1.57;0.08106327099999999;0.007451276; 0.069726025; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.11; 0.175802; 0.0235669; 0.0011; 0.0002;0.2; NOT EMPTY;0.38; 0.32234; 0.0664696;7.949299999999999e-05; 1.3911e-05; true;0.6; 0.361016; 0.0997196;0.11418734;0.0010233730000000002; 0.0262059; true;0.5; 0.364339; 0.100253;0.005863292;0.0009581580000000001; 0.0257394; true;TO; 0.366862; 0.102084;1.14; 0.1440; 0.0000; 0.0003; 0.0001;2.02; 0.1423; 0.8222; 0.0065; 0.0339;1.28; 0.1465; 0.1319; 0.0012; 0.0002;2.15;0.32134804699999997;0.037281105999999994; 0.03237114; true;1.4;0.066292092;0.0022232149999999997; 0.067037545; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;0.15; NOT EMPTY;0.69; 0.496795; 0.174581;8.075e-06; 1.908e-05; true;0.72; 0.451324; 0.120462;0.13327044;0.005429379; 0.00640242; true;0.91; 0.693323; 0.184966;0.010524555000000001;0.0006838079999999999; 0.00517483; true;TO; 0.513302; 0.126354;1.23; 0.2504; 0.0000; 0.0000; 0.0000;2.84; 0.2465; 1.0567; 0.5962; 0.0015;1.54; 0.2712; 0.2008; 0.0001; 0.0001;2.48;0.40445087700000004;0.09978615800000001; 0.063752879; true;1.36;0.062252924;0.002616729; 0.043367722; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.18; 0.135691; 0.042513; 0.0011; 0.0002;0.24; NOT EMPTY;0.48; 0.418456; 0.104555;4.498e-06; 1.3919e-05; true;0.76; 0.501249; 0.117644;0.125394424;0.000300212; 0.0151545; true;0.61; 0.413964; 0.156832;0.009875865000000001;0.0006800189999999999; 0.00617212; true;TO; 0.363276; 0.105814;1.14; 0.1939; 0.0000; 0.0000; 0.0000;2.36; 0.1910; 1.1635; 0.0967; 0.0030;1.35; 0.1998; 0.2022; 0.0001; 0.0001;2.37;0.4503096359999999;0.061282152; 0.032017932; true;1.25;0.064854311;0.002141796; 0.011356079; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;0.47; 0.356212; 0.110959;0.00020062299999999998; 1.7787e-05; true;0.64; 0.358315; 0.112744;0.13564885399999999;0.002544193; 0.0358043; true;0.58; 0.362889; 0.111722;0.006774621000000001;0.001018017; 0.0986662; true;TO; 0.360846; 0.111122;0.9; 0.1530; 0.0000; 0.0005; 0.0002;1.74; 0.1500; 0.5747; 0.0163; 0.0130;1.42; 0.1464; 0.3209; 0.0014; 0.0008;2.35;0.465263021;0.033563276999999996; 0.058519659; true;1.66;0.048090104;0.002017169; 0.190661193; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;ERR;ERR;ERR;ERR;ERR;0.17; NOT EMPTY;0.14; 0.11473; 0.0317209;4.998e-06; 1.5382e-05; true;0.17; 0.115421; 0.0318627;0.021609579999999996;4.7375e-05; 0.00292748; true;0.15; 0.115835; 0.0316315;0.001145686;0.000633749; 0.00219873; true;TO; 0.114942; 0.0318392;1.01; 0.0481; 0.0000; 0.0000; 0.0000;1.02; 0.0479; 0.0157; 0.0022; 0.0005;1.02; 0.0479; 0.0184; 0.0001; 0.0000;1.28;0.141163976;0.043372296; 0.010438106; true;0.96;0.026131228;0.002001424; 0.003447515; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;ERR;ERR;ERR;ERR;ERR;0.19; NOT EMPTY;0.15; 0.112129; 0.0407329;6.048e-06; 1.7186e-05; true;0.23; 0.169848; 0.0433058;0.02634884;6.3706e-05; 0.00193191; true;0.21; 0.170564; 0.0398876;0.0008975330000000001;0.00046611199999999997; 0.00128976; true;TO; 0.176612; 0.0447374;0.76; 0.0398; 0.0000; 0.0001; 0.0000;0.78; 0.0385; 0.0123; 0.0104; 0.0002;0.76; 0.0385; 0.0109; 0.0000; 0.0000;1.21;0.168465406;0.054463224000000005; 0.010421367; true;0.81;0.029866754;0.0022113099999999998; 0.002200091; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;0.12; 0.0944192; 0.0270256;0.000469594; 1.7702e-05; true;0.13; 0.0951119; 0.027315;0.016375218;8.2068e-05; 0.00156303; true;0.13; 0.0944778; 0.026942;0.0008485109999999999;0.0014583859999999999; 0.00177985; true;TO; 0.0954068; 0.0273594;0.72; 0.0240; 0.0000; 0.0003; 0.0001;0.74; 0.0240; 0.0082; 0.0031; 0.0002;0.73; 0.0235; 0.0070; 0.0004; 0.0001;1.13;0.165997484;0.02631778; 0.004935506; true;1.01;0.035160463;0.0029313469999999995; 0.001722154; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;0.14; 0.110776; 0.0330932;4.919000000000001e-06; 1.4664e-05; true;0.17; 0.111525; 0.0333996;0.025399779999999997;4.8395e-05; 0.00243486; true;0.15; 0.110986; 0.0331501;0.001304214;0.0006170229999999999; 0.00194044; true;TO; 0.111644; 0.0332794;1.02; 0.0462; 0.0000; 0.0000; 0.0000;1.02; 0.0460; 0.0142; 0.0021; 0.0004;1.04; 0.0462; 0.0176; 0.0001; 0.0000;1.17;0.130195846;0.040598011999999996; 0.014749518; true;0.92;0.026006038999999998;0.0026000990000000002; 0.002187714; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;0.22; 0.160979; 0.05593;5.021e-06; 1.7381e-05; true;0.29; 0.161036; 0.0562673;0.0597992;8.807900000000001e-05; 0.00883573; true;0.24; 0.165256; 0.0565725;0.003236688;0.000655179; 0.0038601; true;TO; 0.1625; 0.0565216;0.72; 0.0398; 0.0000; 0.0000; 0.0000;0.85; 0.0692; 0.0409; 0.0033; 0.0014;1.05; 0.0683; 0.0389; 0.0001; 0.0000;1.47;0.20885858100000002;0.047277482; 0.015358668; true;0.96;0.031432364;0.002362154; 0.004116834; true
