name;automata-runtime;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08201.mata;ERR;0.08; 0.0845538; 0.0104667; 0.000413938; 0.000107349; false;0.09; 0.0786245; 0.0107117; 0.000479804; 0.0001054; false;0.21; 0.0782891; 0.0468809; 0.0408786; 0.0148193; 0.0161068; false;0.11; 0.0809304; 0.00336771; 0.0136977; 0.00588805; 0.00748422; false;1.25; 0.1115; 0.0000; 0.0151; 0.0010; 0.0000; False;1.15; 0.0616; 0.0311; 0.1671; 0.1737; 0.0244; False;1.02; 0.0636; 0.0226; 0.0316; 0.0455; 0.0001; False;3.06; 0.498207732; 0.075768294; 0.006935691; false;1.79; 0.139526; 0.025587794; 3.5486E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08207.mata;ERR;0.01; 0.01776; 0.000691591; 4.8776e-05; 7.0673e-05; false;0.03; 0.044469; 0.00129298; 0.00714196; 7.7321e-05; false;0.04; 0.0235531; 0.0135949; 0.00536611; 0.00138079; 0.00136207; false;0.03; 0.0285292; 0.00198791; 0.00452011; 0.00145471; 0.0014643; false;1.31; 0.0495; 0.0000; 0.0027; 0.0001; 0.0000; False;1.35; 0.0457; 0.0448; 0.0250; 0.0265; 0.0024; False;1.08; 0.0487; 0.0128; 0.0068; 0.0092; 0.0001; False;1.58; 0.195470793; 0.062390851; 0.002034697; false;1.35; 0.062113991; 0.009253033; 3.1163E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08227.mata;ERR;0.06; 0.0678803; 0.00587383; 0.000321219; 6.6198e-05; false;0.05; 0.0808013; 0.00601618; 0.000394799; 8.0245e-05; false;0.12; 0.0533389; 0.0274151; 0.0250166; 0.0120456; 0.00895092; false;0.06; 0.0657954; 0.00225873; 0.0091976; 0.00310095; 0.00269691; false;1.31; 0.0821; 0.0000; 0.0111; 0.0008; 0.0000; False;1.16; 0.0474; 0.0318; 0.0722; 0.0786; 0.0096; False;1.33; 0.0832; 0.0337; 0.0325; 0.0572; 0.0001; False;2.63; 0.3931775; 0.117069306; 0.002170908; false;1.56; 0.108646186; 0.024697402; 2.8231E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08252.mata;ERR;15.83; 16.4814; 0.278625; 0.000299798; 0.000196642; false;16.52; 17.2223; 0.333435; 0.000518646; 0.000295642; false;31.7; 12.6325; 17.5675; 2.14921; 0.0186757; 0.0163919; false;35.03; 12.9523; 19.7843; 3.32828; 0.00930016; 0.00805887; false;12.1; 13.3620; 0.0000; 0.3326; 0.0016; 0.0000; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;33.2; 17.5113; 4.4527; 14.1357; 14.1653; 0.0001; False;24.08; 17.119306549; 0.149286911; 0.002513212; false;18.49; 8.180582469; 1.353906515; 3.4519E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08289.mata;ERR;0.05; 0.0564329; 0.00297708; 0.000206602; 0.000145416; false;0.06; 0.0561505; 0.00298812; 0.000212137; 0.000144225; false;0.11; 0.0570331; 0.0295254; 0.0176867; 0.00776791; 0.00779183; false;0.08; 0.0569627; 0.00359146; 0.00875822; 0.00372248; 0.00354127; false;0.92; 0.0881; 0.0000; 0.0070; 0.0006; 0.0000; False;1.8; 0.1074; 0.4069; 0.2920; 0.3038; 0.0308; False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;3.39; 0.570637954; 0.189766459; 0.002166337; false;2.23; 0.222809415; 0.036112785; 2.8735E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08297.mata;ERR;0.01; 0.0257364; 0.00120195; 7.0285e-05; 4.348e-05; false;0.01; 0.0243582; 0.0012564; 7.3636e-05; 3.4155e-05; false;0.03; 0.0282813; 0.0291337; 0.00529678; 0.00182119; 0.00689016; false;0.02; 0.0165649; 0.00101512; 0.00415929; 0.00170725; 0.00120153; false;1.2; 0.0303; 0.0000; 0.0024; 0.0001; 0.0000; False;1.23; 0.0298; 0.0233; 0.0287; 0.0306; 0.0049; False;1.29; 0.0299; 0.0132; 0.0088; 0.0141; 0.0001; False;1.64; 0.351807259; 0.046401866; 0.002213908; false;1.13; 0.049526113; 0.011522202; 2.948E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08347.mata;ERR;0.13; 0.0604579; 0.087892; 0.00269649; 0.00026781; false;0.15; 0.0416853; 0.0928171; 0.00265152; 0.000235821; false;0.46; 0.0355213; 0.015669; 0.28069; 0.0704014; 0.0744078; false;0.33; 0.0407508; 0.00339772; 0.218054; 0.0373524; 0.0365031; false;1.26; 0.0637; 0.0000; 0.1006; 0.0026; 0.0000; False;7.0; 0.0616; 0.0374; 5.0766; 5.1288; 1.1274; False;1.42; 0.0363; 0.0162; 0.3055; 0.4216; 0.0001; False;3.95; 0.91259872; 0.232542387; 0.00212773; false;1.93; 0.071667131; 0.116865802; 4.4787E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08361.mata;ERR;0.01; 0.00409387; 0.0038201; 0.000609159; 7.2495e-05; false;0.01; 0.00411163; 0.00366845; 0.000433451; 3.1724e-05; false;0.05; 0.00415377; 0.00302129; 0.0251448; 0.0130246; 0.0116796; false;0.03; 0.00404427; 0.000466744; 0.0131969; 0.00653151; 0.00617608; false;1.15; 0.0147; 0.0000; 0.0039; 0.0005; 0.0000; False;1.37; 0.0151; 0.0150; 0.0488; 0.0590; 0.0075; False;1.14; 0.0139; 0.0077; 0.0089; 0.0326; 0.0001; False;1.66; 0.237638053; 0.141203682; 0.002064662; false;1.28; 0.047727562; 0.039851596; 3.061E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08416.mata;ERR;0.01; 0.0049175; 0.00399263; 0.000428614; 5.2683e-05; false;0.01; 0.0040907; 0.00370615; 0.000470819; 6.0886e-05; false;0.04; 0.00205038; 0.00159414; 0.0268559; 0.0114105; 0.00948283; false;0.03; 0.00380326; 0.000409844; 0.0116201; 0.00618624; 0.00563819; false;1.11; 0.0133; 0.0000; 0.0059; 0.0004; 0.0000; False;0.93; 0.0139; 0.0145; 0.0431; 0.0518; 0.0057; False;0.92; 0.0089; 0.0043; 0.0046; 0.0158; 0.0001; False;1.97; 0.303378649; 0.18704006; 0.001983315; false;1.18; 0.040938622; 0.038481391; 3.5497E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08518.mata;ERR;0.01; 0.00749917; 0.00339373; 9.3358e-05; 2.2501e-05; false;0.01; 0.0229572; 0.00196025; 0.000224603; 4.2644e-05; false;0.03; 0.0180077; 0.014602; 0.024006; 0.0044312; 0.00351073; false;0.01; 0.026936; 0.000986612; 0.00712028; 0.00156399; 0.00148652; false;1.17; 0.0250; 0.0000; 0.0035; 0.0002; 0.0000; False;1.24; 0.0233; 0.0286; 0.0502; 0.0531; 0.0073; False;1.19; 0.0234; 0.0103; 0.0133; 0.0217; 0.0001; False;1.68; 0.266056851; 0.083833541; 0.003861939; false;1.44; 0.048597334; 0.039797123; 4.6117E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08521.mata;ERR;0.01; 0.0132758; 0.00182114; 0.000250781; 3.2454e-05; false;0.03; 0.0246476; 0.00317284; 0.000414936; 4.2979e-05; false;0.1; 0.0249913; 0.0186471; 0.0281743; 0.0100438; 0.0105316; false;0.03; 0.0133348; 0.00133842; 0.00641048; 0.00354069; 0.00343081; false;1.17; 0.0518; 0.0000; 0.0082; 0.0012; 0.0000; False;1.36; 0.0262; 0.1557; 0.0774; 0.0819; 0.0106; False;1.32; 0.0368; 0.0392; 0.0162; 0.0358; 0.0001; False;2.52; 0.275914368; 0.12340816; 0.002618739; false;1.47; 0.065931133; 0.052731942; 3.8698E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08567.mata;ERR;0.03; 0.0310114; 0.00435013; 0.000801647; 4.6098e-05; false;0.03; 0.0367554; 0.00404007; 0.00055902; 5.2564e-05; false;0.1; 0.0249449; 0.0181652; 0.0272031; 0.0126738; 0.0130289; false;0.04; 0.0329508; 0.00269177; 0.00910948; 0.00346833; 0.00336999; false;1.26; 0.0511; 0.0000; 0.0108; 0.0016; 0.0000; False;1.71; 0.0496; 0.3070; 0.1821; 0.1989; 0.0284; False;1.32; 0.0452; 0.0376; 0.0291; 0.0539; 0.0001; False;2.13; 0.29096476; 0.099888569; 0.002587763; false;1.53; 0.079086298; 0.05253552; 4.6053E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08588.mata;ERR;0.31; 0.323987; 0.00379666; 0.000124192; 0.00013397; false;0.22; 0.234353; 0.00205689; 8.251e-05; 8.7447e-05; false;0.5; 0.28582; 0.188038; 0.0265278; 0.00590084; 0.00617454; false;0.25; 0.250741; 0.0246458; 0.0186938; 0.0025382; 0.00206533; false;1.5; 0.4289; 0.0000; 0.0076; 0.0006; 0.0000; False;3.85; 0.4121; 2.4230; 0.1760; 0.1777; 0.0067; False;1.37; 0.2508; 0.1439; 0.0685; 0.0783; 0.0001; False;3.58; 0.63376821; 0.058636652; 0.002213435; false;3.5; 0.488207499; 0.03683385; 3.2367E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08621.mata;ERR;0.0; 0.00139944; 0.000445319; 4.9657e-05; 5.7831e-05; false;0.0; 0.00138789; 0.000451745; 7.7784e-05; 3.9659e-05; false;0.0; 0.00133653; 0.000741545; 0.00360614; 0.00137477; 0.00117558; false;0.0; 0.00128218; 0.000113204; 0.00233339; 0.00120114; 0.000899933; false;1.14; 0.0109; 0.0000; 0.0021; 0.0002; 0.0000; False;1.2; 0.0107; 0.0035; 0.0100; 0.0126; 0.0013; False;1.22; 0.0105; 0.0030; 0.0027; 0.0093; 0.0001; False;1.27; 0.185840955; 0.100317349; 0.002293563; false;1.09; 0.055903317; 0.02962103; 4.4013E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08650.mata;ERR;0.0; 0.00101944; 0.00116536; 0.000103311; 3.0032e-05; false;0.0; 0.000559264; 0.000632476; 8.767e-05; 1.9168e-05; false;0.0; 0.000570135; 0.000389373; 0.00438143; 0.00175809; 0.00153056; false;0.01; 0.000594506; 6.363e-05; 0.00285183; 0.00165157; 0.00117656; false;1.21; 0.0093; 0.0000; 0.0035; 0.0005; 0.0000; False;1.09; 0.0056; 0.0008; 0.0013; 0.0029; 0.0007; False;1.16; 0.0083; 0.0020; 0.0024; 0.0109; 0.0001; False;1.41; 0.199976043; 0.062422295; 0.002514022; false;0.88; 0.019451437; 0.01030523; 1.9939E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08686.mata;ERR;0.01; 0.00767394; 0.00115231; 8.7388e-05; 4.0846e-05; false;0.01; 0.00781129; 0.00116043; 9.458e-05; 4.1894e-05; false;0.02; 0.00621073; 0.00338191; 0.00594053; 0.0023397; 0.0025501; false;0.02; 0.00773442; 0.000628488; 0.00422275; 0.00196788; 0.00146829; false;1.04; 0.0112; 0.0000; 0.0014; 0.0001; 0.0000; False;1.28; 0.0180; 0.0112; 0.0202; 0.0231; 0.0028; False;1.15; 0.0167; 0.0082; 0.0053; 0.0118; 0.0001; False;1.72; 0.289187861; 0.066660076; 0.002211294; false;1.23; 0.057478536; 0.014127159; 3.2913E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08692.mata;ERR;0.0; 0.00162391; 0.000840977; 8.6161e-05; 7.1802e-05; false;0.0; 0.00160435; 0.000819747; 9.6212e-05; 6.6709e-05; false;0.01; 0.00169281; 0.000976769; 0.00681844; 0.0028295; 0.00270144; false;0.01; 0.00166211; 0.000149987; 0.00383508; 0.00197385; 0.00158869; false;1.02; 0.0080; 0.0000; 0.0018; 0.0002; 0.0000; False;1.26; 0.0117; 0.0053; 0.0178; 0.0202; 0.0011; False;1.21; 0.0117; 0.0038; 0.0043; 0.0156; 0.0001; False;1.73; 0.245655609; 0.071515677; 0.002089961; false;0.97; 0.027511724; 0.038023262; 4.964E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08717.mata;ERR;0.01; 0.0125951; 0.00209829; 0.000116844; 3.029e-05; false;0.01; 0.012834; 0.00209748; 0.000128732; 3.153e-05; false;0.03; 0.0125787; 0.00650071; 0.00937904; 0.00348019; 0.00353914; false;0.02; 0.01236; 0.00100953; 0.00667172; 0.00247147; 0.00204327; false;1.19; 0.0255; 0.0000; 0.0039; 0.0003; 0.0000; False;1.26; 0.0257; 0.0278; 0.0547; 0.0578; 0.0072; False;0.99; 0.0147; 0.0057; 0.0074; 0.0123; 0.0001; False;1.91; 0.355831258; 0.052492165; 0.001899926; false;1.3; 0.047378076; 0.037237817; 3.4513E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08769.mata;ERR;0.06; 0.0454448; 0.0151119; 0.000544258; 5.7677e-05; false;0.06; 0.0756919; 0.0144174; 0.00112302; 0.000127382; false;0.21; 0.0523508; 0.0300372; 0.074524; 0.0297688; 0.0299522; false;0.12; 0.0562375; 0.00482415; 0.0351952; 0.0202947; 0.0255707; false;1.28; 0.1582; 0.0000; 0.0447; 0.0144; 0.0000; False;1.98; 0.0922; 0.0520; 0.7995; 0.8816; 0.0921; False;1.35; 0.0813; 0.0321; 0.0657; 0.1070; 0.0001; False;2.99; 0.496922972; 0.190320155; 0.002042518; false;1.87; 0.201768887; 0.129513139; 4.0268E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08817.mata;ERR;0.04; 0.0396456; 0.00897753; 0.000694765; 7.0088e-05; false;0.04; 0.0299452; 0.0080596; 0.000545994; 4.7247e-05; false;0.21; 0.0541463; 0.0276101; 0.0718227; 0.0378969; 0.0571623; false;0.12; 0.0518583; 0.00441444; 0.0365326; 0.0126847; 0.0121936; false;1.2; 0.0752; 0.0000; 0.0236; 0.0010; 0.0000; False;1.65; 0.0697; 0.0273; 0.4475; 0.4810; 0.0848; False;1.29; 0.0506; 0.0260; 0.0851; 0.1236; 0.0001; False;3.14; 0.501095848; 0.200151614; 0.002388908; false;2.22; 0.201485243; 0.132250167; 3.3802E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08868.mata;ERR;0.06; 0.0633541; 0.0170323; 0.00415502; 0.000425725; false;0.08; 0.0339189; 0.0183873; 0.00424094; 0.000573005; false;0.36; 0.0330694; 0.0361807; 0.129648; 0.0682789; 0.117291; false;0.16; 0.0346952; 0.00419426; 0.0871183; 0.0325118; 0.0309112; false;1.01; 0.0340; 0.0000; 0.0170; 0.0089; 0.0000; False;2.87; 0.0620; 0.7993; 0.9919; 1.0117; 0.0901; False;1.44; 0.0625; 0.0611; 0.0835; 0.1681; 0.0001; False;3.97; 0.692264854; 0.302934526; 0.001558866; false;2.06; 0.233759068; 0.313672378; 3.4913E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08891.mata;ERR;0.09; 0.144829; 0.0041696; 0.000136832; 7.911e-05; false;0.09; 0.0882728; 0.00436271; 0.000135032; 0.000105748; false;0.17; 0.135416; 0.0658707; 0.020974; 0.00512815; 0.00521378; false;0.1; 0.129315; 0.00759675; 0.0136188; 0.00380036; 0.0030638; false;1.27; 0.1333; 0.0000; 0.0089; 0.0005; 0.0000; False;1.46; 0.1227; 0.1273; 0.1194; 0.1235; 0.0086; False;1.07; 0.0718; 0.0279; 0.0166; 0.0233; 0.0001; False;2.9; 0.417249613; 0.070384458; 0.002524456; false;1.88; 0.188837267; 0.015363031; 3.2277E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08893.mata;ERR;0.0; 0.00740838; 0.00118089; 0.000104601; 6.3785e-05; false;0.0; 0.00139638; 0.00194529; 0.00013748; 6.5742e-05; false;0.01; 0.00144269; 0.00091557; 0.00796573; 0.00300666; 0.00307022; false;0.01; 0.00141515; 0.000137365; 0.0042787; 0.015352; 0.00171352; false;1.32; 0.0098; 0.0000; 0.0026; 0.0003; 0.0000; False;1.2; 0.0062; 0.0010; 0.0073; 0.0087; 0.0010; False;1.14; 0.0101; 0.0025; 0.0039; 0.0108; 0.0001; False;1.51; 0.237765971; 0.093595215; 0.002053046; false;1.09; 0.025505597; 0.024726806; 3.4027E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08923.mata;ERR;0.0; 0.00198927; 0.000561372; 5.3782e-05; 4.1171e-05; false;0.0; 0.00196954; 0.000599307; 4.5412e-05; 3.7924e-05; false;0.01; 0.0020956; 0.000984884; 0.00419368; 0.00147126; 0.00148644; false;0.0; 0.0016666; 0.000166755; 0.00220194; 0.00119059; 0.000840724; false;1.22; 0.0098; 0.0000; 0.0013; 0.0001; 0.0000; False;1.1; 0.0104; 0.0014; 0.0082; 0.0098; 0.0008; False;1.26; 0.0090; 0.0033; 0.0024; 0.0063; 0.0001; False;1.37; 0.195021389; 0.050055859; 0.002650952; false;1.04; 0.028514133; 0.01265055; 2.688E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08956.mata;ERR;0.05; 0.0476887; 0.00359903; 0.000178264; 0.000126934; false;0.05; 0.0478865; 0.003692; 0.000184221; 0.000127885; false;0.19; 0.0874635; 0.0516505; 0.0279483; 0.0110841; 0.0109223; false;0.1; 0.0850167; 0.00367411; 0.0119008; 0.00426437; 0.00428306; false;1.45; 0.1339; 0.0000; 0.0134; 0.0010; 0.0000; False;1.47; 0.0985; 0.1275; 0.2221; 0.2350; 0.0320; False;1.41; 0.1292; 0.0807; 0.0476; 0.0858; 0.0001; False;3.39; 0.59991156; 0.095007898; 0.00225254; false;1.86; 0.215963847; 0.017726178; 2.9704E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09008.mata;ERR;0.0; 0.00100664; 0.00278868; 0.000166493; 8.0395e-05; false;0.0; 0.00112975; 0.00316474; 0.000137252; 8.3627e-05; false;0.02; 0.00108041; 0.000740722; 0.0115449; 0.00431126; 0.00350934; false;0.01; 0.00102564; 0.000105995; 0.00774244; 0.00268333; 0.00220205; false;1.3; 0.0088; 0.0000; 0.0057; 0.0005; 0.0000; False;1.12; 0.0083; 0.0009; 0.0271; 0.0288; 0.0016; False;1.21; 0.0075; 0.0018; 0.0245; 0.0509; 0.0001; False;1.72; 0.196032798; 0.132945864; 0.002383477; false;1.11; 0.020753752; 0.035351177; 3.0458E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09052.mata;ERR;0.1; 0.0902452; 0.00755536; 0.000363061; 0.000243064; false;0.05; 0.047965; 0.00351819; 0.000168005; 0.000126212; false;0.1; 0.04986; 0.0255939; 0.0151212; 0.00676527; 0.00655777; false;0.13; 0.092312; 0.00759663; 0.0210704; 0.00625326; 0.00558902; false;1.26; 0.1333; 0.0000; 0.0115; 0.0007; 0.0000; False;1.76; 0.1406; 0.1614; 0.2640; 0.2772; 0.0309; False;1.33; 0.1397; 0.1096; 0.0447; 0.0696; 0.0001; False;3.05; 0.582334138; 0.143896649; 0.003391664; false;1.77; 0.15388848; 0.034512114; 2.1972E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09085.mata;ERR;0.0; 0.0023654; 0.000946508; 7.835e-05; 6.456e-05; false;0.0; 0.00240815; 0.000928496; 7.7456e-05; 6.2207e-05; false;0.01; 0.0023676; 0.00138312; 0.006036; 0.0022894; 0.00233246; false;0.01; 0.00230184; 0.000244344; 0.00360471; 0.00187036; 0.00147764; false;1.14; 0.0208; 0.0000; 0.0021; 0.0005; 0.0000; False;1.11; 0.0102; 0.0035; 0.0121; 0.0154; 0.0018; False;1.15; 0.0089; 0.0027; 0.0021; 0.0062; 0.0001; False;1.57; 0.272506668; 0.059257129; 0.002128423; false;1.15; 0.031438417; 0.017727323; 2.7224E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09099.mata;ERR;0.02; 0.026136; 0.00135386; 5.6759e-05; 7.7318e-05; false;0.02; 0.0270648; 0.00136269; 5.6775e-05; 7.8753e-05; false;0.05; 0.0271733; 0.013211; 0.00597861; 0.00160037; 0.00154003; false;0.04; 0.0291896; 0.00210926; 0.00456364; 0.00156138; 0.0010506; false;1.22; 0.0429; 0.0000; 0.0023; 0.0001; 0.0000; False;1.4; 0.0456; 0.0494; 0.0217; 0.0232; 0.0024; False;1.09; 0.0361; 0.0257; 0.0130; 0.0181; 0.0001; False;2.0; 0.336143349; 0.044909637; 0.002437717; false;1.35; 0.177448173; 0.008876304; 3.3225E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09109.mata;ERR;0.0; 0.00180517; 0.00113423; 0.000109169; 3.366e-05; false;0.0; 0.00184918; 0.00118205; 0.000102919; 3.3495e-05; false;0.01; 0.0018096; 0.00114706; 0.00686917; 0.00341964; 0.00355041; false;0.01; 0.00200455; 0.000189824; 0.00454695; 0.00225505; 0.00168399; false;1.23; 0.0110; 0.0000; 0.0029; 0.0004; 0.0000; False;1.24; 0.0117; 0.0036; 0.0158; 0.0187; 0.0024; False;1.13; 0.0131; 0.0120; 0.0034; 0.0187; 0.0001; False;1.34; 0.153503036; 0.075897418; 0.002466029; false;1.05; 0.027098161; 0.023431049; 2.8524E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09150.mata;ERR;0.0; 0.00087413; 0.00118577; 0.000120538; 3.1575e-05; false;0.0; 0.000847429; 0.00114236; 9.9785e-05; 2.9522e-05; false;0.01; 0.00088504; 0.000614185; 0.00762777; 0.0036154; 0.00324558; false;0.01; 0.000848152; 8.7999e-05; 0.00414142; 0.0020874; 0.00170257; false;1.09; 0.0055; 0.0000; 0.0016; 0.0003; 0.0000; False;1.11; 0.0075; 0.0010; 0.0088; 0.0120; 0.0011; False;1.3; 0.0078; 0.0018; 0.0022; 0.0099; 0.0001; False;1.42; 0.15893234; 0.076619438; 0.002296631; false;0.89; 0.048003598; 0.018727072; 2.9511E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09179.mata;ERR;0.03; 0.0242845; 0.00384021; 0.000497006; 5.959e-05; false;0.03; 0.0250611; 0.00420575; 0.000746023; 9.7402e-05; false;0.1; 0.0247887; 0.0180639; 0.0277193; 0.0112921; 0.0135323; false;0.06; 0.0254891; 0.0027318; 0.0131194; 0.00644206; 0.00645817; false;1.35; 0.0496; 0.0000; 0.0100; 0.0015; 0.0000; False;1.55; 0.0488; 0.2819; 0.1476; 0.1565; 0.0631; False;1.36; 0.0749; 0.0814; 0.0847; 0.1117; 0.0001; False;2.34; 0.277697217; 0.165104476; 0.00244953; false;1.55; 0.117222799; 0.080363994; 2.9212E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09190.mata;ERR;0.09; 0.0891547; 0.00742832; 0.000366662; 0.000233219; false;0.1; 0.0894986; 0.00748652; 0.000439516; 0.000268771; false;0.19; 0.0911103; 0.0437686; 0.0285194; 0.012027; 0.011872; false;0.11; 0.0818948; 0.0066847; 0.0184306; 0.00641021; 0.00594867; false;1.15; 0.0754; 0.0000; 0.0079; 0.0006; 0.0000; False;1.71; 0.1023; 0.1973; 0.2634; 0.2974; 0.0524; False;1.18; 0.0854; 0.0434; 0.0234; 0.0425; 0.0001; False;2.81; 0.512801492; 0.142626879; 0.002190993; false;2.15; 0.270182943; 0.030329265; 2.7865E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09195.mata;ERR;0.01; 0.0153428; 0.00125446; 7.9702e-05; 3.4245e-05; false;0.01; 0.0132712; 0.00121985; 7.4903e-05; 3.4324e-05; false;0.03; 0.0150686; 0.00754105; 0.00495859; 0.0019714; 0.00175183; false;0.02; 0.0150887; 0.00112633; 0.00424532; 0.00170163; 0.00123816; false;1.2; 0.0339; 0.0000; 0.0070; 0.0003; 0.0000; False;1.38; 0.0310; 0.0278; 0.0460; 0.0476; 0.0053; False;1.17; 0.0454; 0.0330; 0.0168; 0.0198; 0.0001; False;1.55; 0.23778087; 0.047244642; 0.002183301; false;1.34; 0.043288552; 0.024574979; 4.3691E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09233.mata;ERR;0.07; 0.0504212; 0.0158361; 0.00111969; 9.5337e-05; false;0.03; 0.028018; 0.00783518; 0.000638321; 6.4186e-05; false;0.11; 0.0276303; 0.0155944; 0.0422435; 0.0170053; 0.0158512; false;0.11; 0.0502025; 0.00431262; 0.0390478; 0.0140533; 0.0132338; false;1.15; 0.0782; 0.0000; 0.0221; 0.0011; 0.0000; False;2.05; 0.0814; 0.0419; 0.7272; 0.8032; 0.0986; False;1.34; 0.0782; 0.0319; 0.0790; 0.1275; 0.0001; False;3.22; 0.456671438; 0.262138806; 0.002516956; false;2.12; 0.209924624; 0.117267884; 4.5472E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09248.mata;ERR;0.22; 0.0282663; 0.193422; 0.00114066; 8.427e-05; false;0.23; 0.0284829; 0.197807; 0.000885718; 8.8465e-05; false;0.4; 0.0297784; 0.0151503; 0.305715; 0.0302025; 0.0313184; false;0.39; 0.0316154; 0.00211343; 0.357072; 0.0127625; 0.0130738; false;1.37; 0.0336; 0.0000; 0.2197; 0.0011; 0.0000; False;4.72; 0.0444; 0.0442; 3.8864; 3.8957; 0.2491; False;2.27; 0.0279; 0.0107; 1.0981; 1.1489; 0.0001; False;3.82; 1.264850272; 0.073310531; 0.001984815; false;2.34; 0.152545549; 0.485244789; 3.5561E-5; false
