name;automata-runtime;automata-construction;automata-trim;automata-uni;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-uni;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-union;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-uni;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;1.24;0.4206469;0.19498560000000004;0.42783200000000005; 0.0002053000; False; 0.6296063000; 1.1029346000;1.54; 1.10808; 0.356244;0.007829;0.081831; 0.001647; false; 1.62249;TO; 1.13513; 0.35208;55.721063;0.0062180000000000004;0.023949;MISSING;MISSING;MISSING;1.6; 1.1358; 0.38803;0.0077659999999999995;0.08125; 0.001546; false; 1.68435;6.57; 1.15313; 0.371051;0.11001999999999997;2.275451000000001;2.523768; 0.103794; false; 6.5941;2.91; 1.13698; 0.346607;0.016880999999999997;0.466509;0.939399; 0.038174; false; 3.00408;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.2; 1.6224; 0.0000; 0.5451; 0.0055; 0.0134; False; 0.5641; 2.1916;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.6915055689999998;MISSING;MISSING;MISSING;MISSING;MISSING;5.56;0.314634927; 0.839435406; 4.8581E-5; false; 0.860145692; 1.494308879
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;1.14;0.3314727999999999;0.1831948;0.4600217999999999; 0.0003066000; False; 0.6869795000; 1.0720856000;1.48; 1.19353; 0.280109;0.004429000000000001;0.04617500000000001; 0.001824; false; 1.57496;TO; 1.24796; 0.44473;52.001936;0.005944999999999999;0.020879;MISSING;MISSING;MISSING;1.68; 1.19865; 0.376547;0.009706;0.09839900000000001; 0.001786; false; 1.77076;6.78; 1.21976; 0.423511;0.11129100000000003;2.322038;2.529173; 0.115449; false; 6.78707;3.11; 1.19536; 0.358662;0.01762;0.50037;1.038415; 0.039669; false; 3.20997;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.2; 1.7504; 0.0000; 0.5386; 0.0054; 0.0138; False; 0.5579; 2.3134;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.5623037800000004;MISSING;MISSING;MISSING;MISSING;MISSING;5.91;0.35030925300000004; 0.67221849; 3.4233E-5; false; 0.690133457; 1.373089021
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;1.41;0.46960640000000015;0.2547237;0.5269169999999999; 0.0002146000; False; 0.7904664000; 1.3016475000;1.72; 1.22701; 0.427405;0.008870000000000005;0.09515399999999999; 0.001977; false; 1.83556;TO; 1.22158; 0.384343;51.686268999999996;0.005168999999999999;0.017756;MISSING;MISSING;MISSING;1.73; 1.21503; 0.40703;0.009805000000000001;0.12089499999999999; 0.002214; false; 1.83475;7.02; 1.23529; 0.401608;0.149782;2.428575;2.6404250000000005; 0.112605; false; 7.04391;3.54; 1.22398; 0.428104;0.017490999999999996;0.6013539999999998;1.2439789999999997; 0.052305; false; 3.63651;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.43; 1.7853; 0.0000; 0.5855; 0.0061; 0.0138; False; 0.6055; 2.3955;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.5855571680000005;MISSING;MISSING;MISSING;MISSING;MISSING;5.92;0.31469403600000007; 0.672756146; 5.3642E-5; false; 0.68016971; 1.469428466
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;1.37;0.4599039;0.17311849999999998;0.4792084999999999; 0.0001904000; False; 0.6593668000; 1.1616451000;1.79; 1.27279; 0.417372;0.009663;0.11430900000000001; 0.001865; false; 1.89947;TO; 1.25161; 0.383641;56.53719500000001;0.006439999999999999;0.021671000000000003;MISSING;MISSING;MISSING;1.52; 1.19126; 0.295017;0.004497000000000001;0.050399; 0.001406; false; 1.60127;7.78; 1.26799; 0.416512;0.120439;2.7619650000000004;3.047989; 0.105669; false; 7.79423;3.65; 1.29936; 0.447759;0.018197999999999995;0.6040359999999998;1.2568899999999998; 0.052533; false; 3.74645;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.59; 1.7942; 0.0000; 0.6703; 0.0071; 0.0156; False; 0.6931; 2.4940;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.4598821529999997;MISSING;MISSING;MISSING;MISSING;MISSING;6.29;0.324846658; 0.90515479; 5.1897E-5; false; 0.913005142; 1.696584057
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;1.47;0.4843238;0.22609420000000002;0.49491419999999997; 0.0002589000; False; 0.7281258000; 1.2575343000;1.84; 1.33039; 0.440551;0.009341999999999998;0.10722100000000001; 0.002151; false; 1.95009;TO; 1.30961; 0.487366;52.02457900000001;0.005905000000000001;0.023302000000000003;MISSING;MISSING;MISSING;1.86; 1.33979; 0.445352;0.010695;0.11957200000000001; 0.001981; false; 1.99219;7.89; 1.34257; 0.479719;0.12666;2.8179449999999995;2.9854390000000004; 0.119942; false; 7.92453;3.65; 1.3549; 0.416389;0.020485;0.59667;1.2543139999999997; 0.050173; false; 3.74439;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.63; 1.9546; 0.0000; 0.6606; 0.0071; 0.0161; False; 0.6839; 2.6469;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.4880740369999996;MISSING;MISSING;MISSING;MISSING;MISSING;6.25;0.3856416309999999; 0.843306609; 5.0254E-5; false; 0.849549838; 1.613400355
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;1.37;0.3693474999999999;0.2202936;0.6156090999999998; 0.0002076000; False; 0.8445590000; 1.2435381000;1.66; 1.32631; 0.303754;0.00495;0.062446999999999996; 0.001787; false; 1.75145;TO; 0.843866; 0.329487;52.850014;0.005406;0.020353999999999997;MISSING;MISSING;MISSING;1.94; 1.35294; 0.469564;0.009960000000000002;0.12271799999999998; 0.002428; false; 2.0438;8.49; 1.38454; 0.454045;0.134255;3.0366339999999994;3.3011410000000008; 0.1256; false; 8.50661;3.79; 1.38736; 0.450791;0.020496000000000004;0.626508;1.2940520000000002; 0.049069; false; 3.89746;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.21; 1.0492; 0.0000; 0.4465; 0.0040; 0.0116; False; 0.4622; 1.5154;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.6523480119999996;MISSING;MISSING;MISSING;MISSING;MISSING;5.82;0.384930401; 1.022948009; 4.8781E-5; false; 1.030624929; 1.793304227
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;1.61;0.5022486000000002;0.2651318;0.5785216000000001; 0.0002462000; False; 0.8522104000; 1.4020434000;2.06; 1.45829; 0.48443;0.010778;0.135194; 0.001954; false; 2.18179;TO; 1.4547; 0.485988;55.08273700000001;0.006360000000000001;0.019789;MISSING;MISSING;MISSING;2.04; 1.46764; 0.464674;0.009893000000000004;0.11915200000000001; 0.002224; false; 2.15083;7.03; 1.46445; 0.327153;0.07646700000000001;2.404314;2.601052; 0.126805; false; 7.0515;2.48; 1.08162; 0.272689;0.012192;0.346152;0.7810400000000001; 0.03181; false; 2.57444;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.7; 2.1135; 0.0000; 0.6517; 0.0038; 0.0109; False; 0.6665; 2.7840;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.6055057109999997;MISSING;MISSING;MISSING;MISSING;MISSING;6.61;0.42332113200000004; 0.91565717; 3.87E-5; false; 0.926416923; 1.754750904
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;1.7;0.5171529999999999;0.28976569999999996;0.5800898000000001; 0.0002211000; False; 0.8784031000; 1.4431234000;2.1; 1.48518; 0.51488;0.010825999999999999;0.138014; 0.002066; false; 2.22092;TO; 1.02378; 0.300397;54.13868200000001;0.005476999999999999;0.019756000000000003;MISSING;MISSING;MISSING;2.02; 1.44567; 0.501715;0.010137000000000002;0.11680499999999998; 0.002291; false; 2.14196;9.53; 1.52697; 0.536959;0.15140899999999996;3.458591000000001;3.6858880000000003; 0.138707; false; 9.55643;4.53; 1.53478; 0.531;0.023163999999999997;0.7701329999999998;1.6616339999999996; 0.061251; false; 4.63962;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.27; 1.8821; 0.0000; 0.3990; 0.0039; 0.0097; False; 0.4126; 2.2985;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.852236165;MISSING;MISSING;MISSING;MISSING;MISSING;5.83;0.3641704890000002; 0.927343543; 3.7188E-5; false; 0.932916554; 1.66128821
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;1.76;0.5525489000000001;0.285679;0.6848666999999999; 0.0002420000; False; 0.9794173000; 1.5911813000;2.13; 1.52261; 0.506488;0.010860000000000002;0.14364400000000002; 0.003126; false; 2.25589;TO; 1.45291; 0.506301;53.382372;0.006216;0.020389;MISSING;MISSING;MISSING;2.28; 1.57801; 0.559866;0.012211000000000003;0.16835900000000004; 0.002281; false; 2.39801;10.1; 1.4986; 0.550391;0.158658;3.6584130000000004;4.022803999999999; 0.153947; false; 10.1007;4.7; 1.53456; 0.52374;0.023594999999999998;0.8171539999999999;1.7859480000000003; 0.068508; false; 4.81263;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.87; 2.0930; 0.0000; 0.7235; 0.0070; 0.0182; False; 0.7488; 2.8476;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.7036002960000007;MISSING;MISSING;MISSING;MISSING;MISSING;6.86;0.36513923799999987; 1.097829144; 3.6858E-5; false; 1.10535835; 1.885270165
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.12;0.05548859999999999;0.0100947;0.007562999999999999; 0.0003010000; False; 0.0206796000; 0.1201897000;0.01; 0.011542; 0.007909;0.000103;0.000136; 2.9e-05; false; 0.021375;0.02; 0.011684; 0.008175;0.003966;0.000151;0.000107; 2.9e-05; false; 0.026123;0.01; 0.010205; 0.007944;9.6e-05;0.000118; 2.6e-05; false; 0.020151;0.01; 0.011204; 0.008;0.001306;0.001086;0.000902; 0.000262; false; 0.024541;0.02; 0.01076; 0.007506;0.000185;0.001398;0.0016640000000000001; 0.000439; false; 0.024412;0.55; 0.018935; 0.00925;0.029258; 0.000515; false; 0.081675;1.17; 0.0279; 0.0000; 0.0008; 0.0001; 0.0001; False; 0.0010; 0.0292;1.2; 0.0277; 0.0016; 0.0222; 0.0025; False; 0.0248; 0.0543;1.21; 0.0338; 0.0030; 0.0064; 0.0673; 0.0695; False; 0.0759; 0.1130;1.33;0.154597081; 0.052083875; 0.002287703; false; 0.060910992; 0.317201829;1.05;0.032776293; 0.004594505; 3.3023E-5; false; 0.011721867; 0.144858755
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;1.6;0.4294645999999999;0.31087870000000006;0.6906077999999998; 0.0002259000; False; 1.0096187000; 1.4814524000;1.62; 1.06695; 0.404194;0.010886000000000002;0.16102199999999997; 0.002594; false; 1.71472;TO; 1.27282; 0.496712;56.149797;0.005838999999999999;0.020964999999999998;MISSING;MISSING;MISSING;2.22; 1.50115; 0.555054;0.012333000000000002;0.18293500000000001; 0.002584; false; 2.34016;10.34; 1.56415; 0.530464;0.15478199999999998;3.7913620000000003;4.106656; 0.153557; false; 10.3607;3.31; 1.57064; 0.326187;0.012436000000000004;0.439411;1.010868; 0.035115; false; 3.42933;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.41; 1.2184; 0.0000; 0.4696; 0.0046; 0.0131; False; 0.4873; 1.7097;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;1.8984086949999996;MISSING;MISSING;MISSING;MISSING;MISSING;6.25;0.384356936; 1.099145206; 3.4577E-5; false; 1.118048375; 1.882684622
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.12;0.0560899;0.009097;0.0075546; 0.0001696000; False; 0.0191892000; 0.1154071000;0.02; 0.015269; 0.009051;0.00013299999999999998;0.000196; 3.4e-05; false; 0.026895;0.02; 0.015744; 0.008958;0.007364000000000001;0.000221;0.00016199999999999998; 4e-05; false; 0.0346;0.02; 0.016251; 0.009376;0.000141;0.000191; 3.7e-05; false; 0.0281;0.02; 0.01661; 0.009084;0.001727;0.0016580000000000002;0.0014709999999999999; 0.000389; false; 0.032817;0.02; 0.016468; 0.008965;0.00030500000000000004;0.001749;0.002537; 0.000592; false; 0.033396;0.6; 0.025735; 0.011339;0.083099; 0.001217; false; 0.154073;1.14; 0.0333; 0.0000; 0.0010; 0.0001; 0.0002; False; 0.0013; 0.0350;1.23; 0.0357; 0.0022; 0.0399; 0.0044; False; 0.0444; 0.0826;1.47; 0.0362; 0.0044; 0.0104; 0.2457; 0.2524; False; 0.2628; 0.3038;1.37;0.13846730499999998; 0.069729491; 0.002417917; false; 0.078115888; 0.322367455;1.02;0.027479649000000002; 0.004545099; 3.2537E-5; false; 0.010892656; 0.138641949
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.14;0.0634492;0.009433700000000005;0.008369000000000001; 0.0001707000; False; 0.0213641000; 0.1282366000;0.03; 0.027817; 0.010116;0.000178;0.000291; 5.2e-05; false; 0.040823;0.04; 0.020915; 0.01048;0.012895;0.000317;0.00022; 5.8e-05; false; 0.047296;0.03; 0.021286; 0.010062;0.00017899999999999996;0.000279; 4.8e-05; false; 0.034023;0.03; 0.021309; 0.009776;0.002247;0.002584;0.002282; 0.000515; false; 0.040717;0.03; 0.02156; 0.010043;0.000405;0.002375;0.0036470000000000005; 0.000781; false; 0.041765;0.71; 0.03257; 0.011133;0.20637099999999997; 0.003362; false; 0.298879;1.07; 0.0247; 0.0000; 0.0012; 0.0001; 0.0001; False; 0.0014; 0.0263;1.29; 0.0446; 0.0035; 0.0775; 0.0081; False; 0.0857; 0.1342;1.83; 0.0416; 0.0055; 0.0155; 0.8327; 0.8570; False; 0.8725; 0.9201;1.62;0.15338901800000002; 0.105908929; 0.002148964; false; 0.114058865; 0.378880512;1.11;0.037222663999999996; 0.006280456; 4.4725E-5; false; 0.013131152; 0.172677017
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.13;0.060321799999999995;0.012746499999999996;0.0091572; 0.0001836000; False; 0.0247131000; 0.1231971000;0.03; 0.027075; 0.01199;0.000254;0.000411; 6e-05; false; 0.042648;0.05; 0.026354; 0.011478;0.020718;0.000396;0.00030500000000000004; 6e-05; false; 0.062028;0.03; 0.025886; 0.010774;0.00023300000000000003;0.00039799999999999997; 6e-05; false; 0.039969;0.04; 0.027345; 0.011485;0.002986;0.0039310000000000005;0.003494; 0.000686; false; 0.052433;0.04; 0.027703; 0.011138;0.00051;0.003279;0.004886; 0.000961; false; 0.051801;1.27; 0.044376; 0.013939;0.6820649999999999; 0.011517; false; 0.830533;1.08; 0.0525; 0.0000; 0.0022; 0.0001; 0.0002; False; 0.0026; 0.0555;1.29; 0.0601; 0.0040; 0.1368; 0.0136; False; 0.1504; 0.2150;4.39; 0.0531; 0.0064; 0.0221; 3.4191; 3.4930; False; 3.5152; 3.5751;1.66;0.15896625499999997; 0.15823816; 0.002152008; false; 0.165887284; 0.43361199;1.07;0.035204736; 0.007531188; 4.433E-5; false; 0.014863264; 0.242294898
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;0.14;0.0660301;0.0109257;0.013665800000000002; 0.0002334000; False; 0.0276795000; 0.1365827000;0.06; 0.017018; 0.034438;0.002282;0.001784; 0.000546; false; 0.071878;0.43; 0.016694; 0.033724;0.377679;0.003028;0.0013830000000000001; 0.000516; false; 0.447734;0.06; 0.016345; 0.034247;0.002308;0.0016380000000000001; 0.000514; false; 0.070043;0.21; 0.016684; 0.033719;0.033312;0.053201;0.05641; 0.014481; false; 0.219864;0.11; 0.017595; 0.034391;0.005507999999999999;0.015999;0.026646000000000003; 0.00575; false; 0.117025;0.52; 0.016355; 0.032738;5.7e-05; 4e-06; true; 0.069791;1.15; 0.0782; 0.0000; 0.0207; 0.0010; 0.0003; False; 0.0221; 0.1016;5.62; 0.0766; 0.0722; 3.1638; 1.2791; False; 4.4430; 4.5943;7.12; 0.0767; 0.0601; 0.2598; 5.8981; 5.9011; False; 6.1609; 6.3004;6.45;2.219170374; 0.090822598; 0.002757056; false; 0.11306606; 2.57101058;2.11;0.258986536; 0.028779417; 4.1692E-5; false; 0.051203346; 0.637699493
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;0.15;0.06980739999999999;0.0125306;0.018560999999999998; 0.0002666000; False; 0.0346247000; 0.1661381000;0.08; 0.021012; 0.042837;0.003086;0.002469; 0.000644; false; 0.088951;0.72; 0.01827; 0.038554;0.6521239999999999;0.004099;0.0018369999999999999; 0.000467; false; 0.732208;0.08; 0.02062; 0.042612;0.0030410000000000003;0.0033569999999999997; 0.000621; false; 0.089641;0.35; 0.021945; 0.044063;0.048976;0.09254699999999999;0.111598; 0.026659; false; 0.354707;0.11; 0.019802; 0.040595;0.006676;0.012607;0.021025999999999996; 0.003819; false; 0.11965;0.55; 0.021022; 0.041096;6.6e-05; 5e-06; true; 0.089618;1.29; 0.0950; 0.0000; 0.0302; 0.0007; 0.0003; False; 0.0313; 0.1280;8.88; 0.0858; 0.0976; 5.9030; 2.0074; False; 7.9105; 8.0964;10.83; 0.0913; 0.0750; 0.3900; 9.3472; 9.3499; False; 9.7400; 9.9083;6.5;2.393434265; 0.071400835; 0.002499296; false; 0.080334453; 2.721578584;1.86;0.157228591; 0.020413442; 4.4824E-5; false; 0.027089691; 0.417246984
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;0.14;0.0619831;0.013732099999999999;0.014563099999999997; 0.0002041000; False; 0.0313868000; 0.1326086000;0.08; 0.022555; 0.046102;0.003494;0.00294; 0.000552; false; 0.096685;1.07; 0.022672; 0.046055;0.99628;0.004354;0.001776; 0.00065; false; 1.09291;0.08; 0.023479; 0.046604;0.003508;0.002982; 0.000598; false; 0.098714;0.39; 0.023616; 0.047987;0.051525;0.109569;0.124028; 0.024401; false; 0.398767;0.17; 0.023217; 0.045882;0.008672000000000001;0.026586000000000002;0.044902000000000004; 0.008297; false; 0.175545;0.52; 0.024009; 0.04854;7.500000000000001e-05; 5e-06; true; 0.107082;1.22; 0.0999; 0.0000; 0.0359; 0.0011; 0.0003; False; 0.0374; 0.1389;10.05; 0.1057; 0.1211; 6.5949; 2.4028; False; 8.9978; 9.2282;17.55; 0.1163; 0.0917; 0.4771; 16.5991; 16.6048; False; 17.0819; 17.2941;7.88;3.677613903; 0.098234519; 0.002198103; false; 0.106496169; 4.043446994;2.73;0.30200881999999996; 0.024785963; 4.8373E-5; false; 0.032512313; 0.688029891
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;0.15;0.06658099999999999;0.012219199999999998;0.0180096; 0.0002139000; False; 0.0335699000; 0.1419553000;0.1; 0.026172; 0.056941;0.00456;0.004215; 0.000758; false; 0.121612;2.04; 0.027214; 0.058153;1.93694;0.0059370000000000004;0.002785; 0.000723; false; 2.06068;0.1; 0.027109; 0.057369;0.004163;0.004272; 0.000832; false; 0.119712;0.38; 0.027851; 0.058042;0.051001000000000005;0.08485500000000001;0.12968200000000002; 0.019548; false; 0.38931;0.11; 0.013877; 0.029974;0.005084999999999999;0.018248999999999998;0.033385; 0.005468; false; 0.116391;0.55; 0.026721; 0.055531;7.400000000000002e-05; 4e-06; true; 0.119366;1.18; 0.1217; 0.0000; 0.0361; 0.0008; 0.0003; False; 0.0372; 0.1603;16.7; 0.1185; 0.1489; 10.7226; 5.2408; False; 15.9635; 16.2364;22.05; 0.0747; 0.0586; 0.6643; 20.9693; 20.9722; False; 21.6367; 21.7740;8.78;3.886690168; 0.098589362; 0.002259217; false; 0.107504955; 4.325601173;2.48;0.24794586600000001; 0.071547126; 0.001817616; false; 0.091837114; 0.744464492
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;0.16;0.07125189999999999;0.013328599999999998;0.0193467; 0.0002789000; False; 0.0361954000; 0.1514980000;0.12; 0.029351; 0.064287;0.005496000000000001;0.006616999999999999; 0.001298; false; 0.139372;2.72; 0.028376; 0.063914;2.619749;0.006503;0.003876; 0.000804; false; 2.75118;0.13; 0.031148; 0.067971;0.0051530000000000005;0.005738; 0.000945; false; 0.141812;0.66; 0.028859; 0.067531;0.075139;0.175061;0.27410799999999996; 0.033946; false; 0.675062;0.27; 0.031479; 0.070001;0.011982999999999999;0.048251;0.08541800000000001; 0.012631; false; 0.283334;0.62; 0.033139; 0.072663;8.100000000000003e-05; 5e-06; true; 0.15743;1.38; 0.1494; 0.0000; 0.0701; 0.0014; 0.0005; False; 0.0721; 0.2241;22.18; 0.1300; 0.1043; 16.6774; 4.6002; False; 21.2778; 21.5154;29.26; 0.0839; 0.0765; 1.0323; 27.4908; 27.5008; False; 28.5332; 28.7002;11.22;6.6610192439999985; 0.098306322; 0.002233637; false; 0.10610999; 7.117342309;2.66;0.328881469; 0.057102438; 3.4633E-5; false; 0.063783861; 0.730063712
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;0.16;0.07736620000000001;0.014645399999999998;0.0220525; 0.0002091000; False; 0.0399364000; 0.1583562000;0.15; 0.034098; 0.078822;0.006016;0.007276; 0.001235; false; 0.162811;5.18; 0.034726; 0.078644;5.057830000000001;0.008410999999999998;0.004953; 0.001068; false; 5.2203;0.15; 0.034737; 0.078771;0.006186;0.007095999999999999; 0.001236; false; 0.164374;0.83; 0.035528; 0.079147;0.089318;0.227294;0.34219399999999994; 0.037445; false; 0.835721;0.32; 0.036412; 0.079819;0.013877999999999998;0.060174;0.105659; 0.014271; false; 0.336576;0.58; 0.032905; 0.072777;8.800000000000002e-05; 5e-06; true; 0.1557;1.43; 0.1738; 0.0000; 0.0983; 0.0017; 0.0006; False; 0.1006; 0.2774;28.07; 0.1630; 0.1622; 20.9859; 6.2415; False; 27.2274; 27.5565;46.9; 0.0930; 0.0813; 1.1487; 45.4477; 45.4597; False; 46.6085; 46.7910;12.14;7.356321321999999; 0.110226282; 0.002114032; false; 0.127717801; 7.801999336;2.74;0.32626018600000006; 0.050007298; 3.3963E-5; false; 0.074053957; 0.862715046
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;0.17;0.08138930000000001;0.018216200000000002;0.023254; 0.0002096000; False; 0.0448913000; 0.1702104000;0.19; 0.041615; 0.098315;0.008010999999999999;0.01009; 0.001583; false; 0.205744;5.93; 0.041615; 0.095485;5.77172;0.008425;0.005071; 0.00096; false; 5.96219;0.17; 0.037139; 0.087274;0.0067680000000000014;0.009296; 0.001576; false; 0.182007;1.14; 0.040518; 0.094054;0.10555900000000001;0.361744;0.45812700000000006; 0.061349; false; 1.1498;0.37; 0.038883; 0.085698;0.015744;0.073539;0.13293; 0.016935; false; 0.392001;0.66; 0.0377; 0.087873;7.800000000000003e-05; 4e-06; true; 0.189796;1.44; 0.1901; 0.0000; 0.1132; 0.0019; 0.0007; False; 0.1158; 0.3091;36.82; 0.1939; 0.2841; 27.7302; 7.9742; False; 35.7045; 36.1894;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;14.36;8.421412403000001; 0.147687399; 0.001977; false; 0.156037422; 9.051960058;3.13;0.31004519300000005; 0.073009818; 3.8592E-5; false; 0.079993459; 0.961050184
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;0.17;0.08085599999999998;0.018975299999999997;0.0248438; 0.0001968000; False; 0.0472189000; 0.1779274000;0.2; 0.043668; 0.107595;0.008407;0.012516999999999999; 0.001691; false; 0.228573;11.07; 0.045158; 0.109104;10.896576;0.010661;0.0071340000000000015; 0.001186; false; 11.1251;0.21; 0.043955; 0.102399;0.008031999999999997;0.010382; 0.001465; false; 0.220835;1.26; 0.043; 0.101877;0.11954899999999997;0.375281;0.5028290000000001; 0.05866; false; 1.23734;0.46; 0.044502; 0.103536;0.01949;0.0902;0.16408099999999998; 0.017765; false; 0.477083;0.67; 0.045349; 0.108188;0.00011000000000000003; 5e-06; true; 0.247288;1.48; 0.2619; 0.0000; 0.1403; 0.0021; 0.0009; False; 0.1434; 0.4095;49.12; 0.2590; 0.3255; 34.8746; 13.2198; False; 48.0944; 48.6841;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;15.89;11.482797046000002; 0.124492148; 0.002188993; false; 0.13275661; 11.993560456;3.2;0.37130963300000003; 0.051958093; 2.3043E-5; false; 0.057726204; 0.897908096
