name;automata-runtime;automata-construction;automata-trim;automata-uni;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;0.16;0.08836379999999999;0.0094056; 0.0077767000; 0.0002885000; False; 0.0216206000; 0.1642350000;0.09; 0.079617; 0.023525; 0.000197; 0.000123; 4.4e-05; false; 0.106988;0.08; 0.064051; 0.021669; 0.006985; 0.000224; 8.9e-05; 3.8e-05; false; 0.096248;0.08; 0.080823; 0.023449; 0.000196; 0.000115; 4.5e-05; false; 0.107965;0.1; 0.07912; 0.022822;0.004340999999999999; 0.001146; 0.000908; 0.0011; false; 0.112229;0.09; 0.076013; 0.022713;0.000804; 0.00143; 0.001918; 0.001288; false; 0.108397;ERR;1.38; 0.1444; 0.0000; 0.0013; 0.0003; 0.0003; False; 0.0021; 0.1470;1.45; 0.1307; 0.0158; 0.0569; 0.0134; False; 0.0703; 0.2174;TO;TO;1.48;0.042976187; 0.003622974; 3.0887E-5; false; 0.011025921; 0.224016136
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;0.14;0.0725853;0.0062505; 0.0064013000; 0.0002273000; False; 0.0158190000; 0.1605616000;0.06; 0.056281; 0.016937; 0.000131; 9e-05; 3.8e-05; false; 0.075751;0.13; 0.093872; 0.030561; 0.015263; 0.000326; 0.000162; 5.2e-05; false; 0.144874;0.08; 0.069367; 0.016412; 0.000118; 9e-05; 3.7e-05; false; 0.088306;0.06; 0.055788; 0.015834;0.003055; 0.000714; 0.000671; 0.000771; false; 0.078671;0.13; 0.105446; 0.028585;0.001084; 0.005625; 0.005191; 0.001755; false; 0.152531;ERR;1.33; 0.0991; 0.0000; 0.0018; 0.0004; 0.0005; False; 0.0027; 0.1025;1.49; 0.1631; 0.0263; 0.1010; 0.0229; False; 0.1240; 0.3139;TO;TO;1.47;0.062299885; 0.004303223; 3.8216E-5; false; 0.012771873; 0.250172445
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.18;0.1092484;0.0106163; 0.0086981000; 0.0002897000; False; 0.0237183000; 0.1897619000;0.12; 0.116077; 0.022019; 0.000304; 0.000189; 7.2e-05; false; 0.14354;0.15; 0.128061; 0.020789; 0.014175; 0.000175; 8.4e-05; 4.1e-05; false; 0.166091;0.08; 0.069769; 0.020633; 0.000145; 0.000111; 5.1e-05; false; 0.093509;0.08; 0.0702; 0.020733;0.004141; 0.001168; 0.000964; 0.000926; false; 0.10058;0.09; 0.077703; 0.022617;0.0007520000000000001; 0.001121; 0.001703; 0.001242; false; 0.10881;ERR;1.53; 0.2120; 0.0000; 0.0035; 0.0012; 0.0016; False; 0.0064; 0.2202;1.64; 0.2912; 0.0410; 0.1297; 0.0302; False; 0.1599; 0.4928;TO;TO;1.42;0.101674084; 0.011958701; 3.043E-5; false; 0.023573552; 0.338042274
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;0.18;0.2020095;0.0104555; 0.0119130000; 0.0002729000; False; 0.0457693000; 0.4064711000;0.19; 0.292504; 0.057697; 0.000376; 0.000248; 8.7e-05; false; 0.35674;0.21; 0.246879; 0.060572; 0.03433; 0.000436; 0.000162; 6.8e-05; false; 0.349015;0.17; 0.234176; 0.04547; 0.00037; 0.000265; 9.8e-05; false; 0.287035;0.12; 0.182783; 0.035884;0.005822; 0.002051; 0.002287; 0.002114; false; 0.235247;0.12; 0.132842; 0.03601;0.0015639999999999999; 0.003184; 0.005679; 0.002794; false; 0.189389;ERR;1.56; 0.2664; 0.0000; 0.0036; 0.0010; 0.0010; False; 0.0058; 0.2729;1.62; 0.2074; 0.0286; 0.1149; 0.0257; False; 0.1407; 0.3771;TO;TO;1.49;0.069174458; 0.019062033; 6.1314E-5; false; 0.044676753; 0.274064814
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;0.13;0.077603;0.0636753; 0.0277862000; 0.0003995000; False; 0.0959443000; 0.2155917000;0.11; 0.098824; 0.029124; 0.000204; 0.000209; 6.7e-05; false; 0.132316;0.15; 0.09995; 0.029461; 0.029362; 0.000246; 0.000119; 6.4e-05; false; 0.162996;0.12; 0.103892; 0.029163; 0.000235; 0.000174; 6.9e-05; false; 0.13743;0.23; 0.184415; 0.046558;0.011088; 0.003084; 0.003088; 0.003201; false; 0.257039;0.22; 0.18232; 0.045705;0.002002; 0.002246; 0.003755; 0.00313; false; 0.245872;ERR;1.37; 0.1712; 0.0000; 0.0017; 0.0004; 0.0006; False; 0.0027; 0.1745;1.37; 0.2006; 0.0379; 0.1562; 0.0346; False; 0.1909; 0.4299;TO;TO;1.68;0.072073329; 0.006181011; 5.3006E-5; false; 0.023938202; 0.271684182
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;0.21;0.1987449;0.020571100000000002; 0.0054502000; 0.0003725000; False; 0.0292353000; 0.2862752000;0.24; 0.20671; 0.048115; 0.000494; 0.000358; 0.000112; false; 0.263037;0.31; 0.207499; 0.051696; 0.065571; 0.000628; 0.000292; 9.8e-05; false; 0.333068;0.23; 0.204546; 0.049406; 0.000475; 0.000373; 0.000125; false; 0.261957;0.27; 0.21159; 0.051273;0.013125000000000001; 0.003855; 0.00391; 0.004171; false; 0.293945;0.28; 0.216775; 0.060001;0.002634; 0.003371; 0.006354; 0.005586; false; 0.304758;ERR;1.64; 0.3214; 0.0000; 0.0025; 0.0009; 0.0011; False; 0.0045; 0.3271;2.15; 0.3259; 0.0958; 0.4194; 0.0868; False; 0.5062; 0.9287;TO;TO;1.84;0.08704084200000001; 0.005551158; 2.6581E-5; false; 0.013048851; 0.320084683
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;0.2;0.1594371;0.0111113; 0.0100760000; 0.0003402000; False; 0.0254453000; 0.2390168000;0.28; 0.236901; 0.06105; 0.000576; 0.000478; 0.000149; false; 0.308022;0.35; 0.245275; 0.05523; 0.080156; 0.000643; 0.000282; 0.000118; false; 0.390123;0.26; 0.231623; 0.055016; 0.000545; 0.000385; 0.000135; false; 0.295674;0.32; 0.238951; 0.057772;0.01715; 0.004283; 0.006272; 0.006987; false; 0.339814;0.32; 0.244509; 0.065771;0.0030759999999999997; 0.003445; 0.006457; 0.005482; false; 0.338999;ERR;1.73; 0.3063; 0.0000; 0.0045; 0.0017; 0.0020; False; 0.0083; 0.3166;2.29; 0.3278; 0.1070; 0.4310; 0.1083; False; 0.5395; 0.9754;TO;TO;1.88;0.13392626800000001; 0.005718282; 4.0765E-5; false; 0.01268492; 0.414572564
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;0.14;0.0643677;0.0098522; 0.0073873000; 0.0001723000; False; 0.0212887000; 0.1421429000;0.02; 0.025722; 0.010064; 7e-05; 4.3e-05; 1.7e-05; false; 0.037922;0.03; 0.025614; 0.010156; 0.001025; 8.7e-05; 3.6e-05; 1.6e-05; false; 0.039008;0.03; 0.024772; 0.009943; 6.9e-05; 5.3e-05; 1.6e-05; false; 0.036867;0.02; 0.025832; 0.010106;0.001679; 0.000381; 0.000329; 0.000313; false; 0.040695;0.03; 0.025618; 0.010105;0.000296; 0.001063; 0.001129; 0.000481; false; 0.041558;ERR;1.37; 0.0478; 0.0000; 0.0010; 0.0001; 0.0002; False; 0.0013; 0.0499;1.36; 0.0486; 0.0031; 0.0074; 0.0020; False; 0.0095; 0.0616;TO;TO;1.13;0.027289327999999998; 0.002216494; 2.968E-5; false; 0.009143777; 0.125482184
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;0.22;0.175543;0.010129599999999999; 0.0119954000; 0.0003417000; False; 0.0259385000; 0.2534215000;0.31; 0.259251; 0.063459; 0.000527; 0.000442; 0.000123; false; 0.332072;0.39; 0.251079; 0.059147; 0.106318; 0.000788; 0.000332; 0.000132; false; 0.426563;0.29; 0.257799; 0.061502; 0.000629; 0.00048; 0.000152; false; 0.330014;0.34; 0.263091; 0.062148;0.016829999999999998; 0.004409; 0.005486; 0.006442; false; 0.366044;0.33; 0.267999; 0.065475;0.0029649999999999998; 0.002961; 0.005754; 0.005777; false; 0.359958;ERR;1.44; 0.2268; 0.0000; 0.0024; 0.0009; 0.0009; False; 0.0043; 0.2319;1.53; 0.2182; 0.0838; 0.3233; 0.0731; False; 0.3964; 0.6990;TO;TO;1.88;0.139446998; 0.006505218; 2.7523E-5; false; 0.015010813; 0.369608844
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;0.27;0.1811325;0.012544999999999999; 0.0520197000; 0.0004804000; False; 0.0687315000; 0.3106457000;0.29; 0.225063; 0.079484; 0.000822; 0.000688; 0.000124; false; 0.318576;0.48; 0.295864; 0.072615; 0.131199; 0.000884; 0.000394; 0.000144; false; 0.513798;0.33; 0.283866; 0.07122; 0.000745; 0.000771; 9.2e-05; false; 0.368396;0.37; 0.290998; 0.069721;0.018605999999999998; 0.004527; 0.005618; 0.005758; false; 0.403665;0.26; 0.222997; 0.040395;0.0016380000000000001; 0.001941; 0.003517; 0.002869; false; 0.278791;ERR;1.79; 0.4640; 0.0000; 0.0037; 0.0018; 0.0019; False; 0.0074; 0.4752;2.41; 0.4914; 0.1967; 0.7282; 0.1630; False; 0.8913; 1.5807;TO;TO;2.17;0.131784556; 0.019562626; 4.6108E-5; false; 0.039645357; 0.44327029
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;0.25;0.18282199999999998;0.0115011; 0.0162510000; 0.0003543000; False; 0.0318862000; 0.2678855000;0.37; 0.308291; 0.084886; 0.000799; 0.000659; 0.000103; false; 0.407336;0.55; 0.319818; 0.082371; 0.179729; 0.000961; 0.000401; 0.000156; false; 0.595407;0.27; 0.249141; 0.053317; 0.000351; 0.000398; 6.6e-05; false; 0.3106;0.24; 0.174575; 0.052672;0.012319; 0.003535; 0.004631; 0.00486; false; 0.258998;0.22; 0.18086; 0.054401;0.0021279999999999997; 0.002232; 0.004508; 0.00341; false; 0.254668;ERR;1.89; 0.4874; 0.0000; 0.0042; 0.0018; 0.0019; False; 0.0081; 0.4970;2.29; 0.3199; 0.1083; 0.8421; 0.1978; False; 1.0400; 1.4698;TO;TO;1.97;0.091383236; 0.008741384; 5.3232E-5; false; 0.029395427; 0.292911568
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;0.28;0.19798290000000002;0.011318199999999999; 0.0108653000; 0.0003025000; False; 0.0259851000; 0.2810113000;0.4; 0.334639; 0.081868; 0.000787; 0.0007; 0.000111; false; 0.430332;0.57; 0.33741; 0.082719; 0.171586; 0.000499; 0.000297; 0.000108; false; 0.60469;0.4; 0.337317; 0.081882; 0.000836; 0.000869; 0.00016; false; 0.435236;0.43; 0.307113; 0.091919;0.024821; 0.00681; 0.010182; 0.010847; false; 0.462987;0.44; 0.349895; 0.086942;0.003778; 0.003656; 0.007934; 0.007142; false; 0.471246;ERR;1.76; 0.5444; 0.0000; 0.0037; 0.0019; 0.0018; False; 0.0075; 0.5562;2.91; 0.5434; 0.2261; 0.8896; 0.1463; False; 1.0360; 1.8064;TO;TO;1.96;0.136658879; 0.008118674; 4.6131E-5; false; 0.027147527; 0.363024489
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;0.29;0.2285334;0.0181017; 0.0121080000; 0.0003600000; False; 0.0344584000; 0.3211960000;0.44; 0.369344; 0.092646; 0.000873; 0.000776; 0.00014; false; 0.478542;0.67; 0.370222; 0.091716; 0.239533; 0.001077; 0.000638; 0.000157; false; 0.718017;0.42; 0.361925; 0.096731; 0.000401; 0.000403; 6.9e-05; false; 0.467966;0.49; 0.378459; 0.089783;0.024637; 0.006266; 0.008754; 0.009655; false; 0.529215;0.45; 0.371572; 0.086781;0.004092999999999999; 0.003832; 0.007469; 0.007; false; 0.493085;ERR;1.86; 0.6259; 0.0000; 0.0053; 0.0025; 0.0025; False; 0.0104; 0.6381;2.45; 0.3620; 0.1472; 0.7080; 0.1419; False; 0.8500; 1.3601;TO;TO;1.72;0.088408055; 0.010635841; 4.0612E-5; false; 0.019112215; 0.313659872
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;0.29;0.2372497;0.0128083; 0.0124681000; 0.0003439000; False; 0.0293557000; 0.3316857000;0.5; 0.403995; 0.110415; 0.001026; 0.001305; 0.000256; false; 0.53526;0.75; 0.404379; 0.09886; 0.267055; 0.001103; 0.000544; 0.000106; false; 0.787403;0.46; 0.390103; 0.094601; 0.001009; 0.000833; 0.000158; false; 0.502255;0.51; 0.378059; 0.094584;0.026765; 0.006929; 0.009377; 0.010154; false; 0.537817;0.47; 0.390863; 0.089292;0.0043479999999999994; 0.004053; 0.008231; 0.006866; false; 0.516441;ERR;1.9; 0.5409; 0.0000; 0.0044; 0.0022; 0.0025; False; 0.0092; 0.5538;3.02; 0.3197; 0.2453; 1.2644; 0.3151; False; 1.5796; 2.1459;TO;TO;2.41;0.19937502299999998; 0.046262234; 4.7598E-5; false; 0.054622387; 0.565829542
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;0.3;0.2319945;0.0183074; 0.0150720000; 0.0004281000; False; 0.0397440000; 0.3367346000;0.53; 0.44648; 0.111024; 0.001064; 0.001551; 0.000228; false; 0.583998;0.82; 0.43032; 0.101453; 0.320897; 0.001273; 0.001058; 0.000203; false; 0.875316;0.48; 0.412343; 0.102621; 0.000996; 0.001113; 0.000146; false; 0.533146;0.54; 0.418322; 0.100211;0.027426; 0.007355; 0.009508; 0.010141; false; 0.584936;0.55; 0.425278; 0.103802;0.005213; 0.005; 0.010918; 0.010646; false; 0.577584;ERR;1.6; 0.3938; 0.0000; 0.0047; 0.0025; 0.0031; False; 0.0103; 0.4074;2.59; 0.4327; 0.1951; 0.9570; 0.2302; False; 1.1872; 1.8161;TO;TO;2.13;0.20124271; 0.013320731; 3.9039E-5; false; 0.021189234; 0.535693514
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;0.33;0.2944607;0.0124762; 0.0125274000; 0.0003682000; False; 0.0296493000; 0.3837384000;0.53; 0.444655; 0.123625; 0.001154; 0.001118; 0.000185; false; 0.589479;0.86; 0.435833; 0.105586; 0.35272; 0.001251; 0.000651; 0.000137; false; 0.912535;0.51; 0.433665; 0.101641; 0.001059; 0.001019; 0.000153; false; 0.553831;0.6; 0.445894; 0.108532;0.031178; 0.007888; 0.011839; 0.012174; false; 0.630474;0.56; 0.449676; 0.108427;0.005159; 0.004498; 0.010308; 0.009854; false; 0.603064;ERR;1.99; 0.6689; 0.0000; 0.0069; 0.0031; 0.0034; False; 0.0135; 0.6847;3.28; 0.4096; 0.4036; 1.1107; 0.2456; False; 1.3564; 2.1709;TO;TO;2.19;0.099565865; 0.014386655; 6.1082E-5; false; 0.02373853; 0.331054636
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;0.33;0.2698644;0.0131707; 0.0128716000; 0.0003578000; False; 0.0301871000; 0.3857339000;0.55; 0.473435; 0.109817; 0.001159; 0.001119; 0.00019; false; 0.604196;0.98; 0.477646; 0.115776; 0.420171; 0.001341; 0.000812; 0.000165; false; 1.04332;0.55; 0.474599; 0.109126; 0.001126; 0.001178; 0.000201; false; 0.604755;0.64; 0.486335; 0.122406;0.033334; 0.008293; 0.012168; 0.013727; false; 0.690723;0.54; 0.472909; 0.081062;0.005077; 0.003036; 0.007574; 0.007196; false; 0.590583;ERR;1.48; 0.4913; 0.0000; 0.0038; 0.0022; 0.0022; False; 0.0083; 0.5019;2.84; 0.4500; 0.2518; 1.0406; 0.3052; False; 1.3459; 2.0490;TO;TO;2.58;0.12181726100000001; 0.013547265; 2.9789E-5; false; 0.021471304; 0.420494647
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;0.33;0.2569822;0.012621199999999999; 0.0127466000; 0.0003126000; False; 0.0292472000; 0.3414331000;0.56; 0.484306; 0.118014; 0.001209; 0.001149; 0.000365; false; 0.627925;1.04; 0.460445; 0.118341; 0.492327; 0.00149; 0.000792; 0.000157; false; 1.09245;0.58; 0.488877; 0.117236; 0.001289; 0.001094; 0.000173; false; 0.628632;0.68; 0.510646; 0.120758;0.036313; 0.011338; 0.017854; 0.018551; false; 0.730909;0.63; 0.510911; 0.125483;0.00557; 0.004804; 0.010929; 0.010935; false; 0.687154;ERR;1.98; 0.7337; 0.0000; 0.0064; 0.0039; 0.0036; False; 0.0140; 0.7499;4.87; 0.7034; 0.5232; 2.3643; 0.4166; False; 2.7810; 4.0096;TO;TO;2.49;0.141216374; 0.017620037; 5.2741E-5; false; 0.02755894; 0.353496861
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.15;0.0860995;0.0103344; 0.0073216000; 0.0001909000; False; 0.0224771000; 0.1640948000;0.05; 0.046409; 0.016063; 0.000129; 8.8e-05; 3.2e-05; false; 0.065398;0.07; 0.056005; 0.018816; 0.004147; 0.00016; 6.7e-05; 2.8e-05; false; 0.081945;0.06; 0.053006; 0.018235; 0.000148; 0.000137; 3.7e-05; false; 0.074857;0.06; 0.044668; 0.018866;0.003171; 0.000926; 0.000761; 0.000677; false; 0.071713;0.07; 0.054419; 0.018237;0.0005610000000000001; 0.001322; 0.00169; 0.000922; false; 0.080941;ERR;1.42; 0.0912; 0.0000; 0.0012; 0.0002; 0.0003; False; 0.0018; 0.0937;1.34; 0.0784; 0.0071; 0.0238; 0.0059; False; 0.0297; 0.1157;TO;TO;1.08;0.035856112; 0.003012949; 3.4008E-5; false; 0.010373773; 0.164658132
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;0.38;0.3364224;0.0126829; 0.0140583000; 0.0003304000; False; 0.0307618000; 0.4440243000;0.61; 0.513336; 0.125525; 0.00126; 0.001367; 0.000331; false; 0.662932;1.19; 0.521627; 0.131019; 0.5727; 0.001526; 0.000898; 0.000182; false; 1.25178;0.61; 0.522326; 0.124785; 0.001194; 0.001395; 0.000223; false; 0.670564;0.7; 0.529236; 0.123674;0.038611; 0.009565; 0.013599; 0.015272; false; 0.746016;0.66; 0.527733; 0.127591;0.006582; 0.006056; 0.014002; 0.014461; false; 0.717071;ERR;1.81; 0.6517; 0.0000; 0.0063; 0.0041; 0.0033; False; 0.0138; 0.6676;5.08; 0.7757; 0.6213; 2.1357; 0.5158; False; 2.6515; 4.0510;TO;TO;2.17;0.143539397; 0.021497016; 3.9467E-5; false; 0.033019274; 0.506714267
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.17;0.0911207;0.010020699999999999; 0.0081903000; 0.0002049000; False; 0.0224796000; 0.1718345000;0.1; 0.080382; 0.02516; 0.000208; 0.000118; 4.4e-05; false; 0.109768;0.05; 0.0447; 0.013825; 0.004173; 0.000121; 5.2e-05; 2.5e-05; false; 0.064826;0.05; 0.042313; 0.012842; 9.5e-05; 0.000113; 3e-05; false; 0.057289;0.09; 0.079269; 0.021939;0.004803; 0.001339; 0.000991; 0.00097; false; 0.112098;0.1; 0.07866; 0.02213;0.000866; 0.001452; 0.002048; 0.001515; false; 0.110688;ERR;1.39; 0.1557; 0.0000; 0.0016; 0.0005; 0.0005; False; 0.0027; 0.1674;1.37; 0.1114; 0.0136; 0.0503; 0.0115; False; 0.0618; 0.1873;TO;TO;1.44;0.073114749; 0.00783042; 2.1729E-5; false; 0.024247136; 0.263854996
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.11;0.06805;0.0069762; 0.0104175000; 0.0003583000; False; 0.0341310000; 0.1756911000;0.11; 0.104094; 0.027877; 0.000248; 0.000148; 6e-05; false; 0.136421;0.13; 0.104276; 0.027228; 0.01299; 0.000387; 0.000189; 4.5e-05; false; 0.149067;0.12; 0.104083; 0.030937; 0.000253; 0.000149; 6e-05; false; 0.139401;0.13; 0.106831; 0.029655;0.006318; 0.001606; 0.001416; 0.001391; false; 0.150676;0.13; 0.107851; 0.027841;0.001065; 0.001602; 0.002332; 0.0017; false; 0.146882;ERR;1.65; 0.1735; 0.0000; 0.0017; 0.0004; 0.0006; False; 0.0027; 0.1768;1.54; 0.1664; 0.0263; 0.1020; 0.0230; False; 0.1251; 0.3185;TO;TO;1.48;0.09845269100000001; 0.010320835; 4.8779E-5; false; 0.017286166; 0.291130401
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.16;0.1826875;0.0096383; 0.0084649000; 0.0002382000; False; 0.0223044000; 0.2596867000;0.14; 0.127565; 0.032193; 0.00031; 0.000213; 8.2e-05; false; 0.165002;0.16; 0.125978; 0.030932; 0.021657; 0.00038; 0.00015; 6e-05; false; 0.183471;0.14; 0.126844; 0.032747; 0.000293; 0.000208; 7e-05; false; 0.16462;0.15; 0.128553; 0.030733;0.007418; 0.001895; 0.001741; 0.001765; false; 0.175784;0.16; 0.131892; 0.036013;0.001374; 0.001977; 0.003152; 0.002206; false; 0.182419;ERR;1.37; 0.2120; 0.0000; 0.0015; 0.0005; 0.0005; False; 0.0026; 0.2153;1.62; 0.1989; 0.0393; 0.1667; 0.0461; False; 0.2129; 0.4516;TO;TO;1.16;0.05582429999999999; 0.005866204; 4.1456E-5; false; 0.012687665; 0.229067775
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.17;0.12310770000000001;0.0093919; 0.0104607000; 0.0002178000; False; 0.0321105000; 0.2572778000;0.17; 0.155199; 0.03922; 0.000355; 0.000278; 8.8e-05; false; 0.200649;0.2; 0.152824; 0.036998; 0.031996; 0.000417; 0.000173; 7.9e-05; false; 0.227924;0.18; 0.153089; 0.038141; 0.000349; 0.000249; 8.5e-05; false; 0.197179;0.21; 0.161094; 0.0449;0.010838; 0.003445; 0.00401; 0.002751; false; 0.232639;0.19; 0.158898; 0.037403;0.001609; 0.001998; 0.003119; 0.002647; false; 0.211079;ERR;1.6; 0.2804; 0.0000; 0.0061; 0.0007; 0.0008; False; 0.0078; 0.2893;1.91; 0.2489; 0.0556; 0.2810; 0.0721; False; 0.3532; 0.6585;TO;TO;1.26;0.094235449; 0.005143466; 3.6564E-5; false; 0.012632614; 0.275698241
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.2;0.1295849;0.0107303; 0.0092088000; 0.0002686000; False; 0.0244229000; 0.2103783000;0.23; 0.188299; 0.055854; 0.000417; 0.000669; 0.000157; false; 0.255554;0.24; 0.153648; 0.052171; 0.053686; 0.000495; 0.000268; 0.000111; false; 0.269521;0.21; 0.180625; 0.052687; 0.000435; 0.00046; 0.000102; false; 0.24121;0.22; 0.159052; 0.048442;0.010619; 0.003998; 0.005729; 0.006065; false; 0.240561;0.23; 0.18999; 0.046893;0.001974; 0.002365; 0.004065; 0.003134; false; 0.254966;ERR;1.62; 0.3066; 0.0000; 0.0024; 0.0010; 0.0010; False; 0.0045; 0.3123;1.32; 0.1594; 0.0385; 0.1529; 0.0345; False; 0.1875; 0.3860;TO;TO;1.44;0.08135126; 0.009313922; 2.609E-5; false; 0.016639325; 0.330129166
