name;automata-runtime;automata-construction;automata-trim;mata-runtime;mata-mataparsing;mata-mataminterm;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;mona-runtime;pymata-runtime;pyfado-runtime;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;TO;0.20970879999999997;0.0125016;ERR;ERR;ERR;TO; 0.440592; 0.103365; 0.351565;ERR;ERR;ERR;TO; 0.435944; 0.099033;0.016940999999999998;TO; 0.441404; 0.112278;0.002562;ERR;TO;TO;TO;TO;TO;0.111708574
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;TO;0.2460013;0.0113315;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.434652; 0.122141;TO; 0.415931; 0.119023;0.032471;TO; 0.462118; 0.117224;0.004882;ERR;TO;TO;TO;TO;TO;0.18963443600000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;TO;0.2664104;0.021014;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.558092; 0.159781;TO; 0.34141; 0.086633;0.021081000000000003;TO; 0.505855; 0.133432;0.005462;ERR;TO;TO;TO;TO;TO;0.11889323899999998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;TO;0.060109800000000005;0.0065566;ERR;ERR;ERR;TO; 0.049394; 0.015963; 0.004123;ERR;ERR;ERR;TO; 0.050254; 0.015049;0.0028380000000000002;TO; 0.049858; 0.015731;0.0005139999999999999;ERR;TO;TO;TO;TO;TO;0.032758354
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;TO;0.3376636;0.0134137;ERR;ERR;ERR;TO; 0.451886; 0.101492; 0.524378;TO; 0.542639; 0.134378;TO; 0.512866; 0.125999;0.034075999999999995;TO; 0.514089; 0.128705;0.005112;ERR;TO;TO;TO;TO;TO;0.241977453
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;TO;0.1162965;0.0110711;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.070975; 0.022177;TO; 0.078229; 0.023661;0.004386;TO; 0.079484; 0.024525;0.0008359999999999999;ERR;TO;TO;TO;TO;TO;0.062695764
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;TO;0.1080749;0.0098014;ERR;ERR;ERR;TO; 0.058239; 0.020394; 0.009465;ERR;ERR;ERR;TO; 0.103873; 0.030563;0.005962;TO; 0.104045; 0.029153;0.001011;ERR;TO;TO;TO;TO;TO;0.068819901
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;TO;0.1149351;0.010364499999999999;ERR;ERR;ERR;TO; 0.126572; 0.031454; 0.022439;ERR;ERR;ERR;TO; 0.109735; 0.033682;0.007668;TO; 0.126679; 0.034889;0.001268;ERR;TO;TO;TO;TO;TO;0.11398392900000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;TO;0.104702;0.0089712;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.153799; 0.045937;TO; 0.15495; 0.046219;0.010119;TO; 0.158378; 0.044966;0.001565;ERR;TO;TO;TO;TO;TO;0.052110976
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;TO;0.10412660000000001;0.0103928;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.178483; 0.051184;TO; 0.176687; 0.04685;0.010187000000000002;TO; 0.184932; 0.05144;0.0017209999999999999;ERR;TO;TO;TO;TO;TO;0.075125426
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;TO;0.1220348;0.0094129;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.204569; 0.055625;TO; 0.208868; 0.050107;0.011803999999999999;TO; 0.19896; 0.056991;0.001933;ERR;TO;TO;TO;TO;TO;0.069229659
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;TO;0.1514576;0.0102123;TO; 0.228502; 0.064762;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.187441; 0.058305;0.014979;TO; 0.232344; 0.059892;0.00226;ERR;TO;TO;TO;TO;TO;0.071943724
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;TO;0.0652833;0.0092827;TO; 0.027185; 0.012683;ERR;ERR;ERR;ERR;TO; 0.025557; 0.010415;TO; 0.023959; 0.010119;0.001302;TO; 0.024888; 0.009965;0.00027499999999999996;ERR;TO;TO;TO;TO;TO;0.050956607
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;TO;0.2271078;0.0087341;ERR;ERR;ERR;TO; 0.155049; 0.040011; 0.111788;TO; 0.254281; 0.070974;TO; 0.251518; 0.070773;0.016423;TO; 0.259334; 0.06741;0.002706;ERR;TO;TO;TO;TO;TO;0.096246858
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;TO;0.2562527;0.0318294;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.214336; 0.080645;TO; 0.297249; 0.083387;0.019665000000000002;TO; 0.278965; 0.076289;0.0031479999999999998;ERR;TO;TO;TO;TO;TO;0.080709666
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;TO;0.1883733;0.0110277;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.30799; 0.084367;TO; 0.250078; 0.067818;0.016416;TO; 0.178842; 0.05259;0.002143;ERR;TO;TO;TO;TO;TO;0.09232406200000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;TO;0.2346875;0.0114718;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.33488; 0.090084;TO; 0.324134; 0.08287;0.022744;TO; 0.328741; 0.083131;0.003347;ERR;TO;TO;TO;TO;TO;0.157154809
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;TO;0.22640649999999998;0.0115421;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.363422; 0.108248;TO; 0.340241; 0.094837;0.02277;TO; 0.206104; 0.061152;0.002072;ERR;TO;TO;TO;TO;TO;0.164945761
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;TO;0.2281689;0.0119979;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.382191; 0.10398;TO; 0.366409; 0.095746;0.02469;TO; 0.231996; 0.096454;0.0040160000000000005;ERR;TO;TO;TO;TO;TO;0.08465603099999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;TO;0.2356225;0.0113468;ERR;ERR;ERR;TO; 0.372941; 0.100376; 0.348028;ERR;ERR;ERR;TO; 0.376629; 0.104712;0.028657000000000002;TO; 0.411639; 0.118987;0.004484;ERR;TO;TO;TO;TO;TO;0.195023749
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;TO;0.19796760000000002;0.0100801;ERR;ERR;ERR;TO; 0.252125; 0.072963; 0.250858;ERR;ERR;ERR;TO; 0.435767; 0.106289;0.030602999999999998;TO; 0.4249; 0.131267;0.0043040000000000005;ERR;TO;TO;TO;TO;TO;0.169519491
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;TO;0.2566185;0.012269;TO; 0.391494; 0.121201;ERR;ERR;ERR;ERR;TO; 0.468374; 0.116394;TO; 0.358393; 0.104006;0.02666;TO; 0.318492; 0.076556;0.0027730000000000003;ERR;TO;TO;TO;TO;TO;0.184681548
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;TO;0.21759089999999998;0.0104282;TO; 0.521634; 0.132402;ERR;ERR;ERR;ERR;TO; 0.484486; 0.136075;TO; 0.324331; 0.116656;0.033061999999999994;TO; 0.499564; 0.127348;0.0054719999999999994;ERR;TO;TO;TO;TO;TO;0.19991166500000002
