name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-inclusion_check;automata-inclusion_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-inclusion_check;awali-inclusion_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-inclusion;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trimming;pyfado-inclusion;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-trimming;pyautomata-lib-inclusion;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.12; 0.0954452; 0.0236019; 0.0013; 0.0006;0.17;0.18676240000000002;0.0089487; 0.0000537000; 0.0304895000; True;0.09; 0.0836468; 0.022013;0.000422366;6.5252e-05; 8.84e-06; true;0.08; 0.0593995; 0.0193426;0.007669807000000001;0.000525011;0.000611026; 0.000518868; true;0.13; 0.101299; 0.0313456;0.002254162;0.0014557930000000001;0.001138129; 0.00236701; true;1.04; 0.1156; 0.0000; 0.0006; 0.0001; 0.0001; False;2.27; 0.1638; 0.8062; 0.0154; 0.0000; 0.0011; True;1.22; 0.0874; 0.0678; 0.0005; 0.0000; 0.0001; False;2.54;0.440283439;0.092706644; 0.032818782; true;1.37;0.13264192;0.002376244; 0.002278336; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.01; 0.397837; 0.0438932; 0.6482; 0.0434;0.38;0.19404549999999998;0.0620213; 0.0022155000; 0.0947403000; True;0.5; 0.441225; 0.088288;0.00980053;0.0028646030000000003; 0.00320439; true;5.24; 0.437502; 0.0844377;0.020002334;0.039898656;0.092791209; 4.869; true;0.75; 0.507343; 0.0840913;0.002703705;0.017497520000000003;0.02483685; 0.229422; true;1.69; 0.5792; 0.0000; 0.0010; 0.0001; 0.0001; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.134010987;MISSING;MISSING;MISSING;3.06;0.217802169;0.0036615320000000003; 0.464413998; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.14; 0.135555; 0.0239784; 0.0008; 0.0004;0.14;0.0650126;0.0092305; 0.0000524000; 0.0525849000; True;0.14; 0.121005; 0.0310764;0.000321885;5.5953000000000005e-05; 9.037e-06; true;0.15; 0.120535; 0.0354606;0.011088077;0.0007607380000000001;0.0012224929999999998; 0.00154826; true;0.14; 0.128407; 0.0380478;0.000914567;0.001092496;0.000675884; 0.00168413; true;1.49; 0.1576; 0.0000; 0.0007; 0.0001; 0.0001; False;1.58; 0.1034; 0.3734; 0.0054; 0.0000; 0.0007; True;1.49; 0.1537; 0.0958; 0.0017; 0.0000; 0.0009; False;2.73;0.38145530800000005;0.167429621; 0.061164409; true;1.53;0.143131643;0.012256844; 0.005107042; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.05; 0.0430125; 0.00894545; 0.0108; 0.0014;0.19;0.08270870000000001;0.035495000000000006; 0.0000916000; 0.0810250000; True;0.04; 0.0655494; 0.0292963;0.000306732;6.1767e-05; 7.138e-06; true;0.06; 0.0876573; 0.0157104;0.002343672;0.0007751819999999999;0.000706945; 0.000452037; true;0.06; 0.0831319; 0.014415;0.00035357700000000005;0.00107699;0.000883708; 0.00108425; true;1.27; 0.0773; 0.0000; 0.0005; 0.0001; 0.0001; False;1.46; 0.0858; 0.0140; 0.0071; 0.0000; 0.0004; True;1.02; 0.0709; 0.0139; 0.0009; 0.0000; 0.0002; False;1.74;0.388886731;0.107493867; 0.01008262; true;1.28;0.044493015;0.00430966; 0.002424239; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.06; 0.0454978; 0.0116684; 0.0019; 0.0007;0.21;0.08189089999999999;0.019514; 0.0002179000; 0.0656497000; True;0.05; 0.0450489; 0.0189992;0.000380436;0.00011590899999999999; 0.000203576; true;0.06; 0.0454855; 0.0179618;0.006306814000000001;0.000863508;0.001059651; 0.00440316; true;0.06; 0.0839473; 0.0199631;0.000911039;0.001413521;0.0038764019999999997; 0.00273578; true;1.35; 0.0783; 0.0000; 0.0006; 0.0001; 0.0002; True;1.06; 0.0476; 0.0161; 0.0168; 0.0000; 0.0006; True;1.41; 0.0799; 0.0318; 0.0006; 0.0000; 0.0003; True;1.8;0.221535486;0.037578267; 0.00988924; true;1.19;0.098163958;0.002327297; 0.010932068; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.71; 0.557707; 0.180949; 0.0013; 0.0002;0.26;0.1831096;0.010296699999999999; 0.0000526000; 0.0265903000; True;0.76; 0.613921; 0.19683;0.00010644400000000001;2.9958000000000004e-05; 8.076e-06; true;0.83; 0.446159; 0.202028;0.20235873;0.000537287;0.0005599529999999999; 0.0116363; true;0.75; 0.574046; 0.238647;0.021607618000000002;0.001039594;0.000775764; 0.0245043; true;1.93; 0.8677; 0.0000; 0.0005; 0.0000; 0.0001; False;22.39; 0.9028; 22.0577; 0.0595; 0.0000; 0.0528; True;7.01; 0.8900; 5.5341; 0.0007; 0.0000; 0.0001; False;5.84;1.684587429;0.174710088; 0.027975038; true;3.14;0.398912468;0.0041818540000000005; 0.177969971; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.07; 0.0606365; 0.0105527; 0.0016; 0.0008;0.12;0.0586492;0.008392799999999999; 0.0000689000; 0.0310594000; False;0.07; 0.0606452; 0.0156626;0.000251112;4.2794000000000004e-05; 2.9776e-05; false;0.1; 0.0616398; 0.0155303;0.00484657;0.000513197;0.000653697; 0.0184807; false;0.21; 0.118269; 0.0264969;0.001515427;0.001503599;0.001270625; 0.0752018; false;1.32; 0.1629; 0.0000; 0.0008; 0.0001; 0.0001; False;1.37; 0.0868; 0.2067; 0.0169; 0.0000; 0.0109; True;1.52; 0.1742; 0.2203; 0.0010; 0.0000; 0.0007; False;2.64;0.5133538710000001;0.057792791999999996; 0.120611385; true;1.78;0.067136397;0.0032708010000000003; 0.315166445; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.13; 0.0988576; 0.0342968; 0.0021; 0.0005;0.15;0.07064009999999998;0.009287; 0.0000540000; 0.0268951000; True;0.07; 0.0541926; 0.0241435;0.000208576;4.866999999999999e-05; 6.352e-06; true;0.11; 0.0607687; 0.0319809;0.017115229;0.000696587;0.000364032; 0.00853838; true;0.13; 0.0841373; 0.0256541;0.002623276;0.0014176120000000002;0.00105568; 0.024761; true;1.13; 0.1043; 0.0000; 0.0010; 0.0002; 0.0000; True;2.99; 0.1759; 1.6179; 0.2244; 0.0000; 0.0487; True;1.07; 0.0978; 0.1063; 0.0014; 0.0000; 0.0002; True;3.01;0.515615328;0.095063757; 0.039100142; true;1.61;0.08979178700000001;0.0022832090000000005; 0.066259276; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.0710394; 0.00503006; 0.0001; 0.0000;0.15;0.058717000000000005;0.0086336; 0.0000525000; 0.0347053000; True;0.04; 0.0410096; 0.012743;8.497e-06;8.259e-06; 8.178e-06; true;0.04; 0.0526786; 0.0116171;0.001521571;1.0770999999999999e-05;1.0352999999999999e-05; 0.000211156; true;0.05; 0.0352923; 0.0333954;0.000249276;0.0005689569999999999;0.00044817199999999994; 0.00129405; true;1.23; 0.0571; 0.0000; 0.0002; 0.0000; 0.0000; True;1.23; 0.0523; 0.0117; 0.0005; 0.0000; 0.0005; True;1.15; 0.0563; 0.0122; 0.0001; 0.0000; 0.0000; True;1.63;0.241727652;0.054101177; 0.009595202; true;1.08;0.03531703;0.002470509; 0.003059474; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.05; 0.0415728; 0.011214; 0.0004; 0.0000;0.2;0.08069359999999999;0.0157366; 0.0001006000; 0.0537034000; True;0.05; 0.0409637; 0.0176758;1.8494999999999998e-05;1.0937e-05; 7.96e-06; true;0.06; 0.0505695; 0.0208282;0.003861641;3.4179e-05;3.3613000000000005e-05; 0.00099555; true;0.06; 0.0469808; 0.0212544;0.000609153;0.00073114;0.000542535; 0.00267642; true;1.29; 0.0639; 0.0000; 0.0003; 0.0000; 0.0000; False;1.25; 0.0624; 0.0201; 0.0532; 0.0000; 0.0009; True;1.08; 0.0374; 0.0104; 0.0001; 0.0000; 0.0000; False;1.65;0.295720361;0.047013937; 0.00999551; true;1.11;0.045453132;0.002771231; 0.007616192; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.03; 0.0271909; 0.00902138; 0.0002; 0.0001;0.19;0.12147440000000001;0.0250715; 0.0000859000; 0.0713247000; True;0.04; 0.0709239; 0.0250917;0.004079294000000001;9.562000000000001e-06; 7.865e-06; true;0.04; 0.0597013; 0.0172113;0.009927601999999999;2.283e-05;1.3066e-05; 0.000107101; true;0.05; 0.0635917; 0.0317827;0.000533488;0.000606772;0.00047027099999999997; 0.000955534; true;1.3; 0.0551; 0.0000; 0.0002; 0.0000; 0.0000; True;1.3; 0.0557; 0.0295; 0.0905; 0.0000; 0.0002; True;0.94; 0.0337; 0.0124; 0.0001; 0.0000; 0.0000; True;1.68;0.18821280600000004;0.051477204; 0.014099072; true;1.3;0.04828087;0.0026530749999999995; 0.001223445; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.06; 0.0948124; 0.0266844; 0.0004; 0.0001;0.18;0.08199709999999999;0.0136784; 0.0000890000; 0.0740395000; True;0.06; 0.0890374; 0.0243611;2.5259e-05;1.0487999999999999e-05; 6.278e-06; true;0.06; 0.0511972; 0.0175806;0.012833496;5.6918e-05;3.5878e-05; 0.00153585; true;0.06; 0.0550565; 0.0216056;0.0008924689999999999;0.000699902;0.000522603; 0.00340595; true;1.28; 0.0809; 0.0000; 0.0003; 0.0000; 0.0000; True;1.26; 0.0771; 0.0477; 0.0892; 0.0000; 0.0014; True;0.96; 0.0477; 0.0225; 0.0002; 0.0000; 0.0001; True;2.07;0.40865770399999995;0.10169282; 0.018234408; true;1.21;0.054986774;0.002588041; 0.006463571; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.01; 0.00922559; 0.00330434; 0.0001; 0.0000;0.12;0.1477585;0.0091671; 0.0000568000; 0.0251230000; True;0.02; 0.0152776; 0.0119211;2.5004e-05;1.1547e-05; 8.051e-06; true;0.02; 0.0296513; 0.0113812;0.0023405210000000004;3.9477e-05;2.6170999999999997e-05; 6.6171e-05; true;0.03; 0.0319397; 0.0421747;0.00040873399999999995;0.000680229;0.000531314; 0.000765451; true;1.14; 0.0877; 0.0000; 0.0005; 0.0000; 0.0001; True;1.2; 0.0234; 0.0113; 0.0478; 0.0000; 0.0001; True;1.33; 0.0289; 0.0179; 0.0002; 0.0000; 0.0001; True;1.77;0.323284781;0.07598233; 0.038048588; true;1.18;0.032030499;0.002520667; 7.25508E-4; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.04; 0.0407498; 0.00913152; 0.0003; 0.0001;0.16;0.0635484;0.009789599999999999; 0.0000558000; 0.0462778000; True;0.04; 0.0400235; 0.0155716;2.3829000000000002e-05;9.502000000000002e-06; 6.944e-06; true;0.05; 0.0432556; 0.0215471;0.0037234;4.4049000000000005e-05;3.9705e-05; 0.000623934; true;0.06; 0.0512579; 0.0160152;0.000668638;0.000762411;0.000575181; 0.00177502; true;1.31; 0.0705; 0.0000; 0.0004; 0.0000; 0.0000; True;1.32; 0.0659; 0.0314; 0.0885; 0.0000; 0.0004; True;1.34; 0.1082; 0.0308; 0.0002; 0.0000; 0.0001; True;1.76;0.224827811;0.040590624; 0.011749979; true;1.1;0.037699247;0.0025197369999999998; 0.003283187; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.05; 0.0442888; 0.00874133; 0.0003; 0.0000;0.15;0.0699146;0.0145171; 0.0002141000; 0.0372616000; True;0.04; 0.0542708; 0.0160412;1.1558e-05;8.956e-06; 8.735e-06; true;0.05; 0.0450974; 0.0118135;0.001890936;1.2694e-05;9.092e-06; 0.000396606; true;0.06; 0.0447528; 0.0198256;0.00057125;0.00079195;0.00061045; 0.00166072; true;1.24; 0.0537; 0.0000; 0.0002; 0.0000; 0.0000; True;1.24; 0.0672; 0.0169; 0.0056; 0.0000; 0.0007; True;1.25; 0.0558; 0.0135; 0.0001; 0.0000; 0.0000; True;1.62;0.19476676699999998;0.032302003; 0.009731908; true;1.08;0.067780563;0.002416746; 0.002476457; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.05; 0.0463798; 0.00915226; 0.0002; 0.0000;0.19;0.0780794;0.0148608; 0.0000757000; 0.0506055000; True;0.05; 0.045664; 0.0170421;7.3319999999999994e-06;5.205e-06; 7.112e-06; true;0.05; 0.0451637; 0.015226;0.002224823;1.3217e-05;9.225e-06; 0.000226942; true;0.05; 0.0509731; 0.0166284;0.000361904;0.0006472870000000001;0.000479789; 0.00172031; true;1.26; 0.0695; 0.0000; 0.0001; 0.0001; 0.0000; True;1.27; 0.0695; 0.0163; 0.0660; 0.0000; 0.0005; True;1.11; 0.0623; 0.0145; 0.0002; 0.0000; 0.0001; True;1.57;0.20559028000000001;0.04089739; 0.012780151; true;1.27;0.047103173000000005;0.0030923; 0.002520208; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.07; 0.0709639; 0.0138067; 0.0006; 0.0001;0.15;0.0847277;0.008772; 0.0000527000; 0.0254627000; True;0.08; 0.0698445; 0.0271124;9.573000000000001e-06;6.3079999999999996e-06; 7.599e-06; true;0.08; 0.061816; 0.0250688;0.008518015;2.1149e-05;1.2699e-05; 0.00330569; true;0.06; 0.0427565; 0.0237798;0.0010771069999999999;0.000600922;0.00044901399999999997; 0.00381274; true;1.03; 0.0951; 0.0000; 0.0003; 0.0000; 0.0000; True;1.27; 0.0908; 0.0411; 0.0012; 0.0000; 0.0064; True;0.99; 0.0703; 0.0284; 0.0001; 0.0000; 0.0000; True;1.66;0.24616883;0.033139989; 0.011389912; true;1.27;0.08810659199999998;0.002229922; 0.008148174; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.05; 0.0475329; 0.0118109; 0.0001; 0.0004;0.18;0.1281177;0.0218137; 0.0000732000; 0.0810136000; True;0.05; 0.0772273; 0.016278;6.142000000000001e-06;6.184e-06; 8.403e-06; true;0.04; 0.0320556; 0.0429307;0.0027878259999999998;1.1293e-05;7.505e-06; 0.000247187; true;0.04; 0.028418; 0.01595;0.000513825;0.000818397;0.000582327; 0.00116906; true;1.27; 0.0607; 0.0000; 0.0002; 0.0000; 0.0000; True;1.4; 0.0670; 0.0188; 0.1111; 0.0000; 0.0002; True;1.3; 0.0691; 0.0217; 0.0002; 0.0000; 0.0000; True;1.37;0.187581739;0.07070872; 0.007359257; true;1.14;0.034655103;0.002498871; 0.001127227; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.07; 0.0703344; 0.0178043; 0.0005; 0.0000;0.17;0.09652340000000001;0.011312700000000002; 0.0000512000; 0.0416285000; True;0.08; 0.065904; 0.0266482;6.9010000000000005e-06;5.908e-06; 7.684e-06; true;0.08; 0.0637282; 0.0187314;0.0036369569999999997;9.274000000000001e-06;4.751e-06; 0.00110044; true;0.09; 0.0653417; 0.0236501;0.001106859;0.000633294;0.000448134; 0.00420103; true;0.96; 0.0710; 0.0000; 0.0001; 0.0000; 0.0000; True;1.34; 0.0727; 0.0464; 0.0906; 0.0000; 0.0017; True;1.27; 0.0786; 0.0389; 0.0002; 0.0000; 0.0000; True;1.77;0.21601920199999997;0.066864383; 0.010940737; true;1.23;0.063865878;0.0025401509999999996; 0.006320731; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.06; 0.0645695; 0.0116255; 0.0002; 0.0000;0.19;0.0841097;0.0137975; 0.0000879000; 0.0552215000; True;0.06; 0.0595962; 0.0227887;5.531e-06;3.461e-06; 6.163e-06; true;0.06; 0.0822015; 0.0319385;0.003676929;1.1565e-05;8.554e-06; 0.000657921; true;0.06; 0.0689614; 0.0137275;0.000306203;0.000453121;0.00027883099999999995; 0.00144822; true;1.23; 0.0797; 0.0000; 0.0001; 0.0000; 0.0000; True;1.18; 0.0796; 0.0223; 0.1557; 0.0000; 0.0005; True;1.27; 0.0700; 0.0245; 0.0001; 0.0000; 0.0001; True;1.55;0.23009465399999998;0.06287772200000001; 0.013448767; true;1.07;0.032393828;0.0031849499999999998; 0.002866128; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.23; 0.210719; 0.0546351; 0.0017; 0.0002;0.22;0.11938209999999999;0.0140981; 0.0000807000; 0.0452396000; True;0.18; 0.154311; 0.0382682;5.44e-06;3.915e-06; 6.325e-06; true;0.27; 0.194008; 0.0984683;0.0394112;1.4734e-05;7.787e-06; 0.00884263; true;0.26; 0.22895; 0.0621362;0.005429491;0.000693176;0.00044716199999999997; 0.0299198; true;1.13; 0.1503; 0.0000; 0.0001; 0.0000; 0.0000; True;2.67; 0.1774; 1.6129; 0.0528; 0.0000; 0.0499; True;1.65; 0.2462; 0.2137; 0.0003; 0.0000; 0.0000; True;2.91;0.479298358;0.068242692; 0.045859242; true;2.26;0.29655935499999997;0.002952889; 0.198235225; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.07; 0.0992606; 0.0238017; 0.0011; 0.0002;0.2;0.1333779;0.0181366; 0.0000770000; 0.0470216000; True;0.08; 0.0918379; 0.0276582;6.806999999999999e-06;5.804e-06; 9.028e-06; true;0.1; 0.103783; 0.0572733;0.026942641;2.6785000000000002e-05;7.6280000000000005e-06; 0.0199677; true;0.09; 0.105733; 0.0404906;0.0021835220000000002;0.000705969;0.000460911; 0.00608603; true;1.22; 0.0996; 0.0000; 0.0004; 0.0000; 0.0000; True;1.38; 0.1077; 0.0956; 0.0316; 0.0000; 0.0037; True;1.1; 0.1243; 0.0804; 0.0004; 0.0000; 0.0001; True;2.03;0.49770906400000003;0.101837763; 0.049058035; true;1.28;0.06868255300000001;0.013104592; 0.006440558; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.08; 0.0638386; 0.0175275; 0.0003; 0.0000;0.21;0.0924023;0.014755899999999999; 0.0000957000; 0.0512689000; True;0.07; 0.120722; 0.0319991;6.5829999999999995e-06;4.278e-06; 5.7e-06; true;0.08; 0.0655238; 0.0194461;0.005140452;7.704e-06;1.7685e-05; 0.000308029; true;0.08; 0.112056; 0.0252153;0.0014201659999999998;0.000680308;0.000466492; 0.00234279; true;1.37; 0.1033; 0.0000; 0.0001; 0.0001; 0.0000; True;1.34; 0.1092; 0.0602; 0.0561; 0.0000; 0.0009; True;1.25; 0.1047; 0.0547; 0.0002; 0.0000; 0.0001; True;2.17;0.454433284;0.080150097; 0.020191385; true;1.34;0.07172423;0.002211835; 0.002961675; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.13; 0.180478; 0.0238142; 0.0009; 0.0001;0.19;0.0968058;0.014680400000000001; 0.0000808000; 0.0428848000; True;0.12; 0.109323; 0.03097;3.0298e-05;1.1587e-05; 6.13e-06; true;0.11; 0.0898382; 0.0275974;0.007211056;7.5219e-05;3.2902e-05; 0.00303765; true;0.12; 0.133428; 0.0178806;0.000867616;0.000468793;0.000349898; 0.0148837; true;1.27; 0.1426; 0.0000; 0.0004; 0.0000; 0.0000; True;1.67; 0.0902; 0.5966; 0.0149; 0.0000; 0.0680; True;1.2; 0.1378; 0.1877; 0.0003; 0.0000; 0.0001; True;3.15;0.7235541999999999;0.078401151; 0.148055562; true;1.64;0.077975161;0.002796765; 0.058979038; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.12; 0.133647; 0.0208765; 0.0008; 0.0001;0.2;0.1000261;0.016082799999999998; 0.0000743000; 0.0677183000; True;0.12; 0.224581; 0.0434356;5.949e-06;4.077e-06; 7.557e-06; true;0.13; 0.103457; 0.0554024;0.010994279;2.4811000000000004e-05;6.861e-06; 0.00493888; true;0.22; 0.0857604; 0.0301655;0.001516397;0.000856697;0.000538264; 0.214055; true;1.33; 0.1253; 0.0000; 0.0000; 0.0000; 0.0003; True;1.67; 0.1457; 0.3960; 0.0018; 0.0000; 0.0136; True;1.63; 0.1944; 0.4033; 0.0002; 0.0000; 0.0000; True;3.1;0.9845395339999999;0.044579567; 0.045626018; true;2.03;0.119168714;0.0031545899999999997; 0.419393219; true
