name;mata-runtime;mata-mataparsing;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06963-*.mata;0.03;0.035221;0.001296;0.000298;0.000213; false;0.043477;0.07; 0.034743;0.021865000000000002;0.006529999999999999;0.006222; 3.8e-05; false; 0.074035;0.04; 0.034898;0.0017800000000000001;0.0023179999999999997;0.002343; 6e-05; false; 0.046321;1.39; 0.0762; 0.0782; 0.2698; 0.0092; 0.0010; False; 0.2801; 0.4353;1.35; 0.1016; 0.0574; 0.0704; 0.0025; 0.0027; False; 0.0732; 0.2336;1.65;0.143767549;0.011840729;3.2633e-05; false;0.018675517;0.359392575;0.09;0.051378;0.044625;0.001526;0.000494;0.00036; false;0.104972;0.88;0.0898205;0.0097519;0.0159083;0.0002947; False;0.028609;0.2252255;2.78;0.227797129;0.25909712500000004; 0.055076268; 0.002833806; false; 0.324508339; 0.825838736
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06964-*.mata;0.01;0.006913;1.5e-05;7e-06;2e-06; true;0.008486;0.01; 0.006471;0.003734;1.4999999999999999e-05;7e-06; 2e-06; true; 0.011444;0.01; 0.006652;0.000455;0.0007409999999999999;0.0005300000000000001; 3.1e-05; true; 0.010607;1.29; 0.0171; 0.0034; 0.0235; 0.0044; 0.0000; True; 0.0280; 0.0489;1.05; 0.0136; 0.0046; 0.0002; 0.0002; 0.0002; True; 0.0005; 0.0189;1.18;0.047872664;0.023782324;3.0385e-05; true;0.035415453;0.246987683;0.0;0.006391;0.000222;1.3000000000000001e-05;4e-06;1e-06; true;0.008045;0.88;0.048275;0.0099933999999999;0.0267805;0.0134432; True;0.0527928;0.1610148;1.66;0.139549048;0.152309666; 0.106957786; 0.002748917; true; 0.271628272; 0.541314865
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06965-*.mata;0.0;0.003304;1.1000000000000001e-05;4.9999999999999996e-06;1e-06; true;0.004168;0.0; 0.00328;0.002045;9e-06;3e-06; 1e-06; true; 0.006073;0.0; 0.00335;0.000231;0.000461;0.00032700000000000003; 1.4e-05; true; 0.005696;1.09; 0.0106; 0.0027; 0.0498; 0.0025; 0.0000; True; 0.0524; 0.0660;1.09; 0.0198; 0.0091; 0.0002; 0.0002; 0.0002; True; 0.0005; 0.0298;1.17;0.03808497;0.00827341;3.0669e-05; true;0.023352543;0.236586008;0.0;0.006927;0.000378;2.4e-05;5.999999999999999e-06;2e-06; true;0.008868;0.87;0.0490477;0.0100623;0.0147242;0.0002222; True;0.0277176;0.1383056;2.0;0.052223772;0.199632748; 0.117792476; 0.001622118; true; 0.323918553; 0.567365382
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06968-*.mata;0.04;0.040804;0.000139;4.9e-05;0.0002; false;0.05092;0.07; 0.041313;0.023262;0.000421;0.0002779999999999999; 5.5e-05; false; 0.072971;0.03; 0.022403;0.002372;0.001217;0.000958; 8.7e-05; false; 0.031757;1.3; 0.0681; 0.0256; 0.1605; 0.0104; 0.0002; False; 0.1712; 0.2658;1.17; 0.0667; 0.0558; 0.0046; 0.0009; 0.0010; False; 0.0056; 0.1287;1.55;0.1131816639999999;0.005914932;2.8011e-05; false;0.012946553;0.479555619;0.05;0.041713;0.002188;0.000205;6.4e-05;0.000227; false;0.053329;0.91;0.0761202;0.0098989;0.014482;0.0002821; False;0.0273274;0.1683131;2.59;0.100317105;0.167816601; 0.100860088; 0.002396842; false; 0.284019841; 0.669256179
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06972-*.mata;0.1;0.076559;0.008563999999999999;0.002015;0.000645; false;0.10663;0.2; 0.073825;0.046959;0.035205;0.033004; 0.008708; false; 0.210453;0.1; 0.065499;0.004928;0.012938999999999999;0.010557; 0.002894; false; 0.109297;1.97; 0.1883; 0.0545; 0.3815; 0.0067; 0.3748; False; 0.7632; 1.0078;1.56; 0.0881; 0.0787; 0.3783; 0.0387; 0.0389; False; 0.4173; 0.5903;1.9;0.162930974;0.012385753;2.2563e-05; false;0.01870904;0.562675595;0.09;0.052231;0.027687999999999997;0.006938000000000001;0.0014950000000000002;0.000618; false;0.099106;0.93;0.1165348;0.0104094999999999;0.0215826;0.0003093; False;0.0353609;0.2388111;2.92;0.190301884;0.17112498399999998; 0.107302619; 0.002263392; false; 0.28807303; 0.808698585
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06973-*.mata;0.01;0.016521;1.7e-05;6e-06;2e-06; true;0.01988;0.02; 0.015385;0.009437999999999998;1.8e-05;9e-06; 2e-06; true; 0.027423;0.02; 0.013552;0.000799;0.000902;0.0007090000000000001; 3.2e-05; true; 0.01943;1.03; 0.0260; 0.0077; 0.0118; 0.0014; 0.0000; True; 0.0132; 0.0472;1.26; 0.0281; 0.0142; 0.0002; 0.0002; 0.0002; True; 0.0005; 0.0432;1.28;0.094846115;0.002670416;3.3562e-05; true;0.022181706;0.314781285;0.01;0.015261;0.00031800000000000003;1.4e-05;4.9999999999999996e-06;1e-06; true;0.018327;0.86;0.0864271;0.0153653;0.0215995;0.0001565; True;0.0390421;0.2140453;1.69;0.077850632;0.1490338; 0.049398609; 0.002358304; true; 0.207919707; 0.53446562
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06974-*.mata;0.02;0.017551;5.2e-05;2.4000000000000004e-05;2e-06; true;0.021692;0.01; 0.009907;0.006012;0.000104;4.399999999999999e-05; 1e-06; true; 0.017691;0.03; 0.018031;0.0011129999999999998;0.0009009999999999999;0.000627; 2.7e-05; true; 0.024891;1.34; 0.0414; 0.0125; 0.2054; 0.0069; 0.0000; True; 0.2137; 0.2680;1.22; 0.0327; 0.0114; 0.0010; 0.0001; 0.0002; True; 0.0012; 0.0457;1.15;0.060636015;0.00336;2.6337e-05; true;0.014674873;0.259916171;0.02;0.019566;0.001115;8.8e-05;1.8e-05;2e-06; true;0.024995;0.86;0.0516747;0.0095576999999999;0.0150032;0.0002722; True;0.0273573;0.1388045;2.1;0.071989596;0.278708448; 0.083368847; 0.00253263; true; 0.371394606; 0.707456709
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06975-*.mata;0.04;0.035782; 0.001379; 0.000316;0.000371; false;0.045666;0.07; 0.038569;0.021163; 0.004761; 0.004268; 0.004153; false; 0.077847;0.04; 0.034748;0.001973; 0.002449; 0.002406; 0.00171; false; 0.050032;1.63; 0.0642; 0.0349; 0.1509; 0.0067; 0.2524; False; 0.4100; 0.5100;1.27; 0.0898; 0.0436; 0.0384; 0.0224; 0.0226; False; 0.0610; 0.1959;1.57;0.117876848;0.03155977;2.3551e-05; false;0.038381879;0.449398899;0.04;0.02767; 0.006214; 0.001521; 0.00028;0.000261; false;0.043827;0.93;0.0689334;0.0090284; 0.0143722000;0.0002023; False;0.0265295;0.1578126;2.32;0.084043773;0.217930515; 0.069755214; 0.002184913; false; 0.297032897; 0.602504337
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06978-*.mata;0.02;0.02122;2.1000000000000002e-05;9e-06;3e-06; true;0.026327;0.04; 0.022857;0.015715;1.6e-05;8e-06; 1e-06; true; 0.042498;0.03; 0.022437;0.001329;0.0008039999999999999;0.00052; 2.1e-05; true; 0.030229;1.29; 0.0293; 0.0152; 0.2530; 0.0056; 0.0000; True; 0.2588; 0.3037;1.14; 0.0566; 0.0483; 0.0003; 0.0002; 0.0003; True; 0.0006; 0.1062;1.4;0.096949461;0.002430357;4.2941e-05; true;0.008080388;0.317847932;0.01;0.013841;0.00043500000000000006;4.899999999999999e-05;1.8999999999999998e-05;2e-06; true;0.019479;0.88;0.0418411;0.006592;0.011075600000000001;0.0003229; True;0.0203888;0.1513303;2.19;0.086109806;0.205848867; 0.069233532; 0.002802955; true; 0.284886105; 0.542255242
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06979-*.mata;0.05;0.04481;0.0017360000000000001;0.000424;0.000226; false;0.057551;0.1; 0.047693;0.032917999999999996;0.00818;0.006732999999999999; 0.000236; false; 0.103672;0.05; 0.040859;0.0029059999999999997;0.003194;0.002668; 0.000129; false; 0.05802;1.3; 0.0604; 0.0346; 0.0783; 0.0072; 0.0053; False; 0.0909; 0.1865;1.26; 0.0804; 0.0473; 0.0570; 0.0031; 0.0033; False; 0.0603; 0.1892;1.73;0.146548873;0.022472691;2.9484e-05; false;0.028773672;0.547963921;0.06;0.048356;0.007697000000000001;0.0011480000000000001;0.00019;0.000139; false;0.065601;0.91;0.0841915;0.0095452;0.014957400000000001;0.0003076; False;0.0273666;0.2553688;2.63;0.089377901;0.26199703599999996; 0.105076913; 0.002805983; false; 0.387090905; 0.709240533
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06980-*.mata;0.01;0.013378;7.1e-05;2.5e-05;2e-06; true;0.015911;0.02; 0.012449;0.007216;0.000302;7.799999999999999e-05; 1e-06; true; 0.02211;0.02; 0.013429;0.0007570000000000001;0.000906;0.000678; 2.4e-05; true; 0.018609;1.32; 0.0211; 0.0040; 0.1035; 0.0053; 0.0000; True; 0.1089; 0.1344;1.13; 0.0283; 0.0136; 0.0031; 0.0002; 0.0003; True; 0.0034; 0.0457;1.18;0.044899833;0.004214893;2.8367e-05; true;0.022480502;0.245605586;0.01;0.013982;0.0005470000000000001;6.7e-05;2.8000000000000003e-05;1e-06; true;0.016436;0.9;0.058451;0.0177523;0.032556299999999996;0.0002388; True;0.0529941;0.1727001;1.96;0.06210933;0.158568647; 0.07059842; 0.002184231; true; 0.238215169; 0.480304977
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06981-*.mata;0.06;0.052727;0.000567;0.000163;0.000306; false;0.06695;0.08; 0.053824;0.017944;0.000922;0.0008049999999999999; 0.000206; false; 0.08359;0.06; 0.049156;0.003218;0.00181;0.0014169999999999999; 0.00027; false; 0.066089;1.66; 0.0898; 0.0563; 0.3445; 0.0146; 0.0071; False; 0.3662; 0.5135;1.37; 0.1480; 0.0643; 0.0282; 0.0029; 0.0030; False; 0.0313; 0.2453;1.77;0.15594358;0.006266735;3.5093e-05; false;0.027530033;0.470076313;0.07;0.056101;0.007696;0.00071;0.000164;0.000256; false;0.077755;0.87;0.0940954;0.0097434;0.0153758;0.0002156; False;0.0279798;0.2104056;2.65;0.164867135;0.209587834; 0.078513118; 0.002057305; false; 0.303725509; 0.670315811
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06986-*.mata;0.03;0.02424;0.00079;0.00020199999999999998;2e-06; true;0.031398;0.04; 0.025727;0.013971;0.0035419999999999996;0.002484; 2e-06; true; 0.050108;0.03; 0.02388;0.00174;0.002093;0.001555; 2.7e-05; true; 0.034689;1.3; 0.0508; 0.0132; 0.1663; 0.0080; 0.0000; True; 0.1743; 0.2389;1.24; 0.0421; 0.0179; 0.0283; 0.0002; 0.0003; True; 0.0286; 0.0893;1.44;0.14266601;0.004623653;2.7292e-05; true;0.028955861;0.437646235;0.01;0.013502;0.0036270000000000004;0.000499;0.00012199999999999998;1e-06; true;0.020838;0.88;0.0862412;0.0104869;0.017264699999999997;0.0002955; True;0.030902;0.1971171;2.15;0.073627472;0.226822866; 0.072555715; 0.002598609; true; 0.309592257; 0.621300888
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06987-*.mata;0.01;0.012928;0.00046100000000000004;0.000116;6.4e-05; false;0.016371;0.02; 0.012451;0.0065899999999999995;0.001849;0.00131; 7.7e-05; false; 0.024367;0.02; 0.012833;0.0008369999999999999;0.001437;0.001124; 0.000129; false; 0.019392;1.21; 0.0277; 0.0071; 0.0325; 0.0066; 0.0028; False; 0.0419; 0.0771;1.2; 0.0288; 0.0131; 0.0158; 0.0015; 0.0016; False; 0.0175; 0.0598;1.25;0.056722122;0.004311359;3.7853e-05; false;0.012116927;0.256991416;0.02;0.012907;0.002772;0.000526;0.000116;5e-05; false;0.01885;0.91;0.0525729999999999;0.0100036;0.0145384;0.0002585; False;0.0272817;0.1360718;1.7;0.064736215;0.199330903; 0.054383594; 0.002264585; false; 0.283581006; 0.49217987
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06990-*.mata;0.01;0.006924; 6.7e-05; 1.3e-05;4.1e-05; false;0.00855;0.0; 0.006883;0.003437; 7.8e-05; 5.3e-05; 3.9e-05; false; 0.011498;0.01; 0.007147;0.000433; 0.000618; 0.000562; 9e-05; false; 0.010704;1.18; 0.0122; 0.0026; 0.0041; 0.0011; 0.0005; False; 0.0057; 0.0207;1.27; 0.0200; 0.0075; 0.0011; 0.0015; 0.0017; False; 0.0028; 0.0306;1.01;0.053560258;0.003271683;2.4078e-05; false;0.009430821;0.228738858;0.0;0.003964; 0.000705; 5e-05; 1.6e-05;2.3e-05; false;0.00556;0.79;0.038943;0.0071868999999999; 0.0107834000;0.0001513; False;0.0200046;0.1283743;1.47;0.0596908119999999;0.135468073; 0.067242181; 0.002622242; false; 0.219679445; 0.414914009
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06991-*.mata;0.01;0.007294;4.3e-05;1.5e-05;2e-06; true;0.008944;0.01; 0.007215;0.003988;5.1e-05;2.1000000000000002e-05; 1e-06; true; 0.01257;0.01; 0.007406;0.00047999999999999996;0.0007300000000000001;0.0005359999999999999; 2.4e-05; true; 0.01132;1.18; 0.0219; 0.0046; 0.0484; 0.0029; 0.0000; True; 0.0514; 0.0782;1.01; 0.0126; 0.0047; 0.0004; 0.0001; 0.0002; True; 0.0006; 0.0181;1.2;0.04122946;0.002884553;2.8721e-05; true;0.009308096;0.248241718;0.01;0.00768;0.00048;2.7000000000000002e-05;2e-05;1e-06; true;0.009693;0.84;0.0476489;0.0090581;0.010843;0.0003341; True;0.0234889;0.1315052;1.57;0.058895275;0.189495326; 0.042658535; 0.002379443; true; 0.241695485; 0.455872468
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06996-*.mata;0.0;0.000836;8e-06;4.9999999999999996e-06;2e-06; true;0.001149;0.0; 0.000805;0.0005319999999999999;1.1000000000000001e-05;6e-06; 1e-06; true; 0.001638;0.0; 0.001515;0.000105;0.0006060000000000001;0.000523; 2.5e-05; true; 0.004102;1.11; 0.0089; 0.0012; 0.0024; 0.0003; 0.0000; True; 0.0027; 0.0131;1.21; 0.0108; 0.0025; 0.0002; 0.0002; 0.0003; True; 0.0005; 0.0141;0.97;0.021342432;0.002195015;2.6448e-05; true;0.009288343;0.133386011;0.0;0.001728;0.000215;2e-05;4.9999999999999996e-06;1e-06; true;0.002398;0.8;0.0366421;0.0334672999999999;0.039079300000000004;0.0002321; True;0.0754638;0.1535594;1.21;0.0401941799999999;0.117329984; 0.027909605; 0.002300415; true; 0.1646484; 0.350573346
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06997-*.mata;0.01;0.007516; 3.7e-05; 1e-05;4e-06; false;0.00895;0.01; 0.007771;0.003859; 0.000181; 8.6e-05; 7.2e-05; false; 0.013111;0.01; 0.007683;0.000498; 0.000726; 0.000597; 7e-05; false; 0.011597;1.28; 0.0200; 0.0026; 0.0034; 0.0014; 0.0026; False; 0.0075; 0.0304;1.05; 0.0182; 0.0073; 0.0012; 0.0008; 0.0009; False; 0.0021; 0.0281;1.1;0.048475077;0.00236544;4.0112e-05; false;0.009787621;0.210833375;0.0;0.004924; 0.000203; 2e-05; 5e-06;2e-06; false;0.005943;0.9;0.0447765;0.0090739; 0.0133256000;0.0002639; False;0.0250253;0.1655483;1.41;0.079268296;0.115779273; 0.048523022; 0.002299842; false; 0.177575787; 0.41950944
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07000-*.mata;0.01;0.007909;6.4e-05;3.8e-05;3e-06; true;0.009973;0.01; 0.00804;0.004531;0.000137;8.099999999999999e-05; 2e-06; true; 0.014509;0.01; 0.007788;0.000523;0.000874;0.0006969999999999999; 2.6e-05; true; 0.012454;1.27; 0.0219; 0.0045; 0.0601; 0.0034; 0.0000; True; 0.0635; 0.0903;1.33; 0.0203; 0.0087; 0.0029; 0.0002; 0.0003; True; 0.0032; 0.0326;1.19;0.034366114;0.003497442;2.2293e-05; true;0.009334081;0.221819431;0.0;0.008179;0.000958;8.2e-05;2.8e-05;1e-06; true;0.011131;0.87;0.0626906;0.0221718;0.0272038;0.0002834; True;0.0519342;0.1965657;1.82;0.070343177;0.243809731; 0.096466077; 0.003508777; true; 0.358607573; 0.570862479
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07001-*.mata;0.0;0.006908;0.000307;0.000115;3.7e-05; false;0.00908;0.01; 0.006734;0.003752;0.001077;0.000727; 5.6e-05; false; 0.013533;0.02; 0.013114;0.000748;0.001427;0.0011890000000000002; 0.000129; false; 0.019821;1.17; 0.0298; 0.0097; 0.0284; 0.0041; 0.0007; False; 0.0333; 0.0731;1.25; 0.0278; 0.0120; 0.0113; 0.0037; 0.0039; False; 0.0153; 0.0555;1.19;0.056599985;0.004630053;2.6961e-05; false;0.011564259;0.220014303;0.02;0.01349;0.004395;0.000642;0.000142;5.9e-05; false;0.020771;0.84;0.0734677;0.013916;0.0149162;0.0002966; False;0.0318536;0.1851484;1.72;0.099913857;0.145664048; 0.064980642; 0.002188093; false; 0.221902576; 0.508025963
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07006-*.mata;0.15;0.155445;4.9999999999999996e-05;3.2999999999999996e-05;1e-06; true;0.170976;0.25; 0.155785;0.084483;0.000129;6.4e-05; 2e-06; true; 0.263841;0.15; 0.129281;0.008169;0.000642;0.00038500000000000003; 3.4e-05; true; 0.157842;2.4; 0.3516; 0.3683; 0.8203; 0.0215; 0.0000; True; 0.8418; 1.5639;1.45; 0.2218; 0.2059; 0.0013; 0.0002; 0.0003; True; 0.0017; 0.4326;2.39;0.439051971;0.004074887;2.7586e-05; true;0.01093335;0.772637344;0.15;0.150854;0.0018559999999999998;6.599999999999999e-05;5.4999999999999995e-05;2e-06; true;0.178749;0.9;0.1052711;0.0072247999999999;0.0110869;0.0002579; True;0.0208008;0.2164368;3.54;0.252728342;0.461461645; 0.113877514; 0.002540787; true; 0.600632445; 1.247276063
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07007-*.mata;0.02;0.026084; 0.000836; 0.000171;0.000166; false;0.032279;0.04; 0.02452;0.012949; 0.003138; 0.002608; 0.00291; false; 0.049639;0.03; 0.025794;0.001547; 0.002205; 0.002149; 0.001149; false; 0.037673;1.32; 0.0436; 0.0149; 0.0158; 0.0020; 0.0334; False; 0.0513; 0.1104;1.35; 0.0440; 0.0269; 0.0277; 0.0141; 0.0142; False; 0.0420; 0.1142;1.33;0.083524143;0.004475796;2.4802e-05; false;0.011418463;0.299922238;0.01;0.02821; 0.002817; 0.001315; 0.000252;0.000247; false;0.039852;0.89;0.1048986;0.0241281; 0.0150576000;0.0002956; False;0.0420793;0.2339723;1.95;0.126395387;0.19824039100000002; 0.064754147; 0.001993029; false; 0.271857055; 0.675998904
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07010-*.mata;0.01;0.007991; 4e-05; 1.4e-05;5.1e-05; false;0.009746;0.01; 0.009421;0.00513; 0.00045; 0.000117; 0.000105; false; 0.016931;0.01; 0.010211;0.000606; 0.000689; 0.000578; 8.6e-05; false; 0.014488;1.24; 0.0410; 0.0054; 0.0089; 0.0033; 0.0023; False; 0.0146; 0.0614;1.17; 0.0234; 0.0183; 0.0017; 0.0015; 0.0016; False; 0.0033; 0.0454;1.14;0.030520024;0.002889608;3.2307e-05; false;0.015882412;0.190221543;0.0;0.005239; 0.000233; 4.2e-05; 1.4e-05;4.5e-05; false;0.006753;0.92;0.065472;0.0202392; 0.0333336000;0.0003369; False;0.0566959;0.223017;1.49;0.073224956;0.127545241; 0.026290001; 0.001988108; false; 0.162228567; 0.399895209
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07011-*.mata;0.0;0.000605; 1.2e-05; 4e-06;1e-06; true;0.000938;0.0; 0.000603;0.000447; 8e-06; 4e-06; 2e-06; true; 0.001357;0.0; 0.00066;7.099999999999999e-05; 0.000658; 0.000599; 3.4e-05; true; 0.003282;1.02; 0.0050; 0.0003; 0.0008; 0.0001; 0.0000; True; 0.0010; 0.0064;1.14; 0.0081; 0.0018; 0.0001; 0.0002; 0.0003; True; 0.0005; 0.0106;0.77;0.0137153549999999;0.002075635;2.5126e-05; true;0.00794711;0.081333875;0.0;0.000736; 0.000357; 1.1e-05; 3e-06;2e-06; true;0.00141;0.9;0.0374043;0.0089743999999999; 0.0135150000;0.0003102; True;0.0250301;0.1141204;1.23;0.025202186;0.091490244; 0.042264506; 0.002746443; true; 0.152842312; 0.265325787
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07016-*.mata;0.0;0.004486;0.000108;3.4e-05;3e-06; true;0.005885;0.0; 0.004356;0.002334;0.000245;0.000159; 2e-06; true; 0.007975;0.01; 0.0046;0.000304;0.000905;0.000715; 3.9e-05; true; 0.00841;1.14; 0.0136; 0.0024; 0.0126; 0.0007; 0.0000; True; 0.0134; 0.0295;1.14; 0.0140; 0.0054; 0.0020; 0.0002; 0.0002; True; 0.0023; 0.0221;1.27;0.088049387;0.008804056;4.4367e-05; true;0.015711327;0.263085774;0.0;0.005019;0.001579;9.8e-05;3.7999999999999995e-05;2e-06; true;0.007913;0.84;0.0359054;0.0088623;0.0147234;0.0002075; True;0.0261805;0.1078989;1.33;0.038653254;0.081148549; 0.041919526; 0.00207264; true; 0.131283564; 0.27535029
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07017-*.mata;0.01;0.012852;0.000281;7.999999999999999e-05;6.6e-05; false;0.01606;0.02; 0.011849;0.006019;0.00117;0.0007619999999999999; 6.8e-05; false; 0.0218;0.02; 0.012272;0.000742;0.001111;0.000938; 0.000127; false; 0.018035;1.34; 0.0249; 0.0069; 0.0505; 0.0103; 0.0062; False; 0.0671; 0.0993;1.06; 0.0175; 0.0073; 0.0047; 0.0039; 0.0041; False; 0.0089; 0.0341;1.28;0.046048227;0.00455272;3.2276e-05; false;0.011882622;0.240419827;0.01;0.013699;0.002278;0.00035600000000000003;8.7e-05;4.2e-05; false;0.018946;0.75;0.0518686;0.0096954;0.0263443;0.0002713; False;0.0389271;0.1657444;1.74;0.04938204;0.133659206; 0.038822707; 0.002382087; false; 0.18133848; 0.375904713
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07020-*.mata;0.01;0.009954;9.7e-05;2.9e-05;2e-06; true;0.01242;0.01; 0.01;0.00523;0.000447;0.00016099999999999998; 0; true; 0.017548;0.01; 0.010211;0.00072;0.0007240000000000001;0.000523; 1.3e-05; true; 0.014611;1.44; 0.0762; 0.0151; 0.0696; 0.0035; 0.0000; True; 0.0732; 0.1650;1.1; 0.0427; 0.0167; 0.0025; 0.0001; 0.0002; True; 0.0027; 0.0625;1.2;0.106343095;0.003805728;2.638e-05; true;0.013945538;0.357590789;0.01;0.013085;0.001151;0.000201;3.9999999999999996e-05;2e-06; true;0.018093;0.86;0.075853;0.0090865;0.0142701;0.0002784; True;0.0259623;0.1707246;1.76;0.0917114929999999;0.124725743; 0.079506254; 0.008041877; true; 0.220292545; 0.54068275
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07021-*.mata;0.04;0.040506;8.200000000000001e-05;3.1e-05;3e-06; true;0.049157;0.06; 0.038002;0.020487000000000002;0.00018;0.000127; 2e-06; true; 0.064688;0.05; 0.036229;0.0023590000000000004;0.00117;0.000737; 2.2e-05; true; 0.047596;1.47; 0.0594; 0.0559; 0.1339; 0.0049; 0.0000; True; 0.1389; 0.2549;1.26; 0.0682; 0.0907; 0.0093; 0.0006; 0.0007; True; 0.0101; 0.1699;1.62;0.1101106199999999;0.007530157;2.8926e-05; true;0.019077484;0.430488312;0.04;0.03699;0.000431;6.8e-05;3e-05;1e-06; true;0.045819;0.83;0.0659124;0.0096990999999999;0.010889400000000002;0.0001381; True;0.0225127;0.140966;2.63;0.09217973;0.255223156; 0.102892085; 0.004248678; true; 0.369292965; 0.7321358
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07026-*.mata;0.0;0.008151;5.3e-05;1.9e-05;3e-06; true;0.01036;0.01; 0.007865;0.004268;9.7e-05;5.9999999999999995e-05; 1e-06; true; 0.013871;0.01; 0.007833;0.00048699999999999997;0.0007530000000000001;0.000626; 2.3e-05; true; 0.012263;1.31; 0.0204; 0.0046; 0.1542; 0.0026; 0.0000; True; 0.1569; 0.1822;1.0; 0.0225; 0.0089; 0.0017; 0.0002; 0.0003; True; 0.0020; 0.0339;1.28;0.056735743;0.019484443;4.253e-05; true;0.026320897;0.22245699;0.01;0.008703;0.0009050000000000001;8.9e-05;2.1000000000000002e-05;2e-06; true;0.011807;0.9;0.0430551;0.0091668999999999;0.0398447;0.0002646; True;0.0518077;0.1493686;1.76;0.061592443;0.27666286300000004; 0.162203892; 0.002599796; true; 0.460696552; 0.716816616
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance07027-*.mata;0.0;0.002133; 3.4e-05; 1.4e-05;1.8e-05; false;0.002724;0.0; 0.004116;0.002073; 0.000154; 0.000162; 0.000146; false; 0.007437;0.01; 0.004063;0.000244; 0.00074; 0.000668; 0.000156; false; 0.007579;1.21; 0.0138; 0.0028; 0.0057; 0.0026; 0.0028; False; 0.0111; 0.0280;0.99; 0.0106; 0.0025; 0.0019; 0.0034; 0.0037; False; 0.0056; 0.0190;1.11;0.049281619;0.0033998;3.923e-05; false;0.010087178;0.235197091;0.0;0.00424; 0.000785; 7.5e-05; 2e-05;2.9e-05; false;0.006041;0.87;0.0403139999999999;0.0263260999999999; 0.0257207000;0.0003258; False;0.0549463;0.1431919;1.34;0.046440362;0.129066376; 0.040512278; 0.002343116; false; 0.179573497; 0.354050947
