name;explicit-stats-runtime;explicit-stats-min-alph;explicit-stats-avg-alph;explicit-stats-max-alph;explicit-stats-min-states;explicit-stats-avg-states;explicit-stats-max-states;explicit-stats-min-transitions;explicit-stats-avg-transitions;explicit-stats-max-transitions;minterm-stats-runtime;minterm-stats-min-alph;minterm-stats-avg-alph;minterm-stats-max-alph;minterm-stats-min-states;minterm-stats-avg-states;minterm-stats-max-states;minterm-stats-min-transitions;minterm-stats-avg-transitions;minterm-stats-max-transitions;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-inclusion_check;automata-min-inclusion_result;automata-min-interpretation;automata-min-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-inclusion_check;vata-inclusion_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-inclusion_check;awali-inclusion_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-inclusion;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-inclusion;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.6;19;25;33;5;15;26;50;237;500;0.79;11;20;27;5;15;26;32;192;346;0.9;0.0248176999999999;0.005544;0.007933;0.0237261; True;0.0392784;0.0970935;0.03;0.0227;0.012976;1.7e-05;7e-06;0.000117; true;0.038303;0.01;0.012091;0.008739;0.000918;7e-06;5e-06;2.4e-05; true;0.023493;0.02;0.017154;0.008507;0.00156;1.3e-05;4e-06;0.000142; true;0.028974;0.02;0.012009;0.007841;0.00022;0.000633;0.0005059999999999;0.000815; true;0.024565;0.86; 0.0312; 0.0016; 0.0248; 0.0014; 0.0020; True; 0.0282; 0.0613;1.17; 0.0811; 0.0055; 0.0002;0.0009; 0.0010; True; 0.0012; 0.0882;1.28;0.046003432;0.095644454;0.032505767; 0.01059271; true; 0.147057642; 0.330927927;1.16;0.036476993;0.002345198; 0.001320458; true; 0.010747401; 0.189490128
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.4;21;31;49;11;173;526;113;5485;19866;1.3;24;36;42;11;173;526;308;9136;32810;1.94;0.2056148;0.0098877;0.014364;0.0472424; True;0.0754044;0.4440011;0.48;0.386264;0.275042;4.4e-05;1.9e-05;0.000983; true;0.702252;0.7;0.671829;0.280876;0.098224;2.9000000000000004e-05;2.7e-05;0.000594; true;1.09121;0.78;0.66565;0.239129;0.14429;0.000159;5.8e-05;0.012708; true;1.09177;0.77;0.722901;0.257227;0.014552;0.001509;0.000623;0.10533; true;1.13616;40.39; 1.2591; 0.9466; 5.7557; 0.0804; 35.0031; True; 40.8399; 43.0622;2.07; 0.5956; 0.1068; 0.0015;0.4597; 0.4607; True; 0.4623; 1.1689;7.43;0.41520940500000003;2.139894825;0.12470873500000001; 0.082221198; true; 2.35695942; 3.173263449;4.04;0.308759657;0.006816878; 0.223080937; true; 0.237913805; 1.1209835
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.54;21;31;51;12;50;155;212;854;2774;0.75;28;38;44;12;50;155;378;1288;4259;0.94;0.0381767;0.0053989;0.0093131;0.0250637; True;0.0419884;0.1196102;0.11;0.08361;0.037661;0.00043;0.000157;0.000685; true;0.129296;0.13;0.082771;0.037667;0.021188;0.000194;6.5e-05;0.000626; true;0.149114;0.14;0.081236;0.036461;0.019494;0.0018679999999999;0.001712;0.008695; true;0.155703;0.12;0.075404;0.033296;0.00205;0.00213;0.001735;0.018399; true;0.140359;12.44; 0.1621; 0.0317; 10.1687; 0.0993; 2.3391; True; 12.6077; 12.8023;1.47; 0.1638; 0.0262; 0.0250;0.04869999999999999; 0.0490; True; 0.0741; 0.2650;2.22;0.132912767;0.5136992739999999;0.108993597; 0.061950505; true; 0.700192746; 1.231042586;1.8;0.110278656;0.010991865; 0.277558822; true; 0.304515486; 0.825957416
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.53;20;29;49;7;43;141;62;803;2765;0.73;25;30;36;7;43;141;113;1062;3826;0.97;0.0633183;0.0089411;0.0150267;0.043247; True;0.0706643;0.1981988;0.09;0.080551;0.036236;7.999999999999999e-05;3.5e-05;0.000588; true;0.123886;0.12;0.079685;0.035675;0.018684;6.8e-05;2.9e-05;0.000584; true;0.141133;0.12;0.075781;0.035746;0.016281;0.00031;0.0001899999999999;0.005971; true;0.139436;0.12;0.07645;0.034498;0.000855;0.0010429999999999;0.001054;0.014341; true;0.133442;3.8; 0.1372; 0.0266; 0.3074; 0.0123; 2.2858; True; 2.6056; 2.7700;1.29; 0.1422; 0.0211; 0.0026;0.041299999999999996; 0.0415; True; 0.0441; 0.2079;2.4;0.08593804499999999;0.43129654;0.071942381; 0.078768529; true; 0.606403429; 0.954744644;1.63;0.096144272;0.003332756; 0.062298925; true; 0.075101529; 0.531583206
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.57;25;34;49;26;83;141;487;1307;2765;1.1;31;38;46;26;83;141;500;1861;4166;1.18;0.0950187;0.0093885;0.0139105;0.060205; True;0.08864;0.2706974;0.17;0.14774;0.06583;2.1e-05;1e-05;0.000198; true;0.223857;0.23;0.170451;0.074824;0.032177;1.8e-05;1.1e-05;8.3e-05; true;0.288141;0.19;0.171568;0.07835;0.013661;1.2000000000000002e-05;5e-06;0.001039; true;0.269631;0.18;0.16186;0.063712;0.002901;0.000811;0.000984;0.002965; true;0.245969;4.18; 0.2359; 0.0446; 2.9366; 0.0293; 0.0964; True; 3.0624; 3.3436;1.58; 0.3303; 0.0427; 0.0003;0.0091; 0.0092; True; 0.0095; 0.3835;2.78;0.124141006;0.308058743;0.150794576; 0.100480896; true; 0.569544748; 0.949496521;1.77;0.204080407;0.005011593999999999; 0.011833985; true; 0.037947042; 0.668335279
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.54;24;40;61;11;62;141;33;1050;2765;0.97;20;39;52;11;62;141;29;1826;5072;1.11;0.0889028999999999;0.0085175;0.0123757;0.0379664; True;0.1421181;0.3339008;0.11;0.08962;0.063752;1.3e-05;7e-06;0.000554; true;0.163475;0.18;0.122651;0.062025;0.035564;1.6e-05;8e-06;0.00044; true;0.230334;0.17;0.084042;0.057857;0.027174;3.3e-05;7e-06;0.00519; true;0.183717;0.09;0.059208;0.034866;0.0014889999999999;0.000842;0.0005489999999999;0.002597; true;0.106062;1.44; 0.1328; 0.0270; 0.0377; 0.0014; 0.1035; True; 0.1427; 0.3030;1.5; 0.2087; 0.0364; 0.0002;0.0108; 0.0109; True; 0.0112; 0.2570;3.86;0.163615937;0.501751721;0.098735487; 0.068149716; true; 0.678567838; 1.315304041;1.86;0.10979288200000001;0.0029450150000000005; 0.011714143; true; 0.033807113; 0.507449164
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.6;10;22;33;2;44;159;10;1034;4182;0.95;14;22;30;2;44;159;14;1246;5256;1.06;0.0656158999999999;0.0093557;0.0150838999999999;0.0418109; True;0.0690005;0.2259168;0.09;0.082057;0.022821;0.000118;4.4e-05;0.000807; true;0.113105;0.12;0.081023;0.034697;0.01402;8e-05;3.4e-05;0.000307; true;0.136368;0.12;0.072025;0.034107;0.015751;0.0003529999999999;0.0002619999999999;0.008436; true;0.136969;0.11;0.047078;0.021873;0.001042;0.000956;0.000705;0.05144; true;0.127703;18.3; 0.0969; 0.0189; 0.1020; 0.0038; 17.8208; True; 17.9274; 18.0505;1.6; 0.1558; 0.0256; 0.0041;0.23550000000000001; 0.2364; True; 0.2406; 0.4229;3.45;0.080671346;0.40369176300000004;0.039915382; 0.150011447; true; 0.60387697; 0.883257337;2.65;0.073359702;0.004292333999999999; 0.35542925; true; 0.367543725; 0.621988741
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.52;20;26;38;9;16;31;86;245;455;0.59;17;21;27;9;16;31;114;224;393;0.75;0.0256477;0.0055965;0.0081094;0.029214; True;0.0450345;0.1045191;0.01;0.012167;0.007813;7e-06;5e-06;4.7e-05; true;0.02135;0.02;0.012494;0.00774;0.000999;5.999999999999999e-06;5e-06;3.2e-05; true;0.022558;0.02;0.018841;0.010788;0.0024869999999999;1.4e-05;8e-06;0.000519; true;0.034525;0.02;0.019398;0.010917;0.000323;0.000657;0.0004799999999999;0.001251; true;0.035655;1.0; 0.0315; 0.0021; 0.0362; 0.0025; 0.0079; True; 0.0466; 0.0804;1.23; 0.0519; 0.0059; 0.0002;0.002; 0.0021; True; 0.0023; 0.0604;1.44;0.042164408;0.104175672;0.04643639100000001; 0.016611474; true; 0.174682939; 0.333558818;1.22;0.036565915;0.003986164; 0.004590837; true; 0.015492411; 0.175129903
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.45;18;29;40;11;24;62;58;260;473;0.74;24;33;37;11;24;62;164;261;379;0.87;0.0438239;0.0097325;0.014926;0.0378854; True;0.0658125;0.1633033;0.04;0.029685;0.014741;1.1e-05;2e-05;4.9e-05; true;0.04693;0.04;0.028981;0.014638;0.001853;9e-06;7e-06;4.6e-05; true;0.047965;0.04;0.033937;0.016479;0.003763;1.8e-05;1e-05;0.000368; true;0.056972;0.05;0.034096;0.015894;0.000475;0.000694;0.0005449999999999;0.001154; true;0.056345;1.52; 0.0972; 0.0042; 0.2229; 0.0061; 0.0126; True; 0.2417; 0.3434;1.15; 0.0556; 0.0037; 0.0001;0.0007; 0.0008; True; 0.0009; 0.0606;1.74;0.054723796;0.128128764;0.039187403999999995; 0.01336303; true; 0.190093522; 0.376209132;1.31;0.06682313000000001;0.002970205; 0.00400998; true; 0.014295123; 0.262154603
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.5;21;34;59;2;14;29;23;222;370;0.86;9;18;23;2;14;29;9;167;263;0.88;0.0771964;0.0056238999999999;0.008199;0.0231283; True;0.0390551;0.1569255;0.02;0.018385;0.010443;9.9e-05;3.4e-05;4.7e-05; true;0.030578;0.02;0.018681;0.010696;0.0012309999999999;5.6e-05;2e-05;3.3e-05; true;0.032433;0.02;0.018704;0.0107;0.002184;0.000393;0.000346;0.000394; true;0.034282;0.03;0.019226;0.008245;0.000309;0.0008699999999999;0.000659;0.001077; true;0.032872;1.2; 0.0328; 0.0013; 0.1281; 0.0023; 0.0034; True; 0.1339; 0.1683;1.14; 0.0454; 0.0024; 0.0046;0.0007; 0.0008; True; 0.0055; 0.0536;1.38;0.06410385900000001;0.12945325100000002;0.038715346000000005; 0.008167052; true; 0.185784213; 0.387853258;1.18;0.035909733;0.0033503339999999995; 0.00356505; true; 0.014977626; 0.195235945
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.53;18;22;29;11;18;32;35;251;556;0.84;17;20;25;11;18;32;33;252;525;0.97;0.0474638;0.0096987;0.0138053;0.0395589; True;0.0668582;0.1753128;0.03;0.020783;0.014286;1.2e-05;8.000000000000001e-06;6.6e-05; true;0.037716;0.03;0.023974;0.020136;0.002034;1.3e-05;1.1e-05;5.7e-05; true;0.049549;0.03;0.023448;0.016009;0.003593;1.6e-05;1.1e-05;0.000529; true;0.046409;0.03;0.023415;0.026235;0.000413;0.000768;0.000646;0.001257; true;0.057675;1.22; 0.0553; 0.0036; 0.0383; 0.0024; 0.0249; True; 0.0657; 0.1249;1.11; 0.0393; 0.0031; 0.0001;0.0009000000000000001; 0.0010; True; 0.0011; 0.0438;1.5;0.044333313;0.10070371700000001;0.052916136999999995; 0.012794102; true; 0.184375553; 0.373487372;1.3;0.039614405;0.003117809; 0.002920475; true; 0.030154759; 0.233872816
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.5;20;30;42;11;35;89;86;311;725;0.84;35;42;47;11;35;89;180;579;1274;1.11;0.0869969;0.0134411999999999;0.0176019;0.0688859; True;0.1076891;0.2939494;0.05;0.036983;0.023583;1.2000000000000002e-05;8e-06;0.000226; true;0.065121;0.05;0.031903;0.020092;0.003959;9e-06;7e-06;5.9e-05; true;0.059906;0.04;0.022602;0.021191;0.0074249999999999;1.3e-05;5.999999999999999e-06;0.001825; true;0.056167;0.05;0.03559;0.023664;0.000985;0.000752;0.000597;0.002364; true;0.06868;1.55; 0.1170; 0.0117; 0.0391; 0.0019; 0.0774; True; 0.1186; 0.2479;1.3; 0.0797; 0.0141; 0.0002;0.0040999999999999995; 0.0041; True; 0.0043; 0.0987;1.77;0.067404378;0.211837612;0.049109933999999994; 0.012811483; true; 0.281555863; 0.519949292;1.33;0.069320438;0.001983202; 0.007960961; true; 0.017948067; 0.303016997
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.57;20;31;59;7;38;125;62;252;487;0.89;16;26;29;7;38;125;89;265;541;0.85;0.0409055;0.0077036;0.0122761;0.0343726; True;0.0571828;0.1553604;0.04;0.040402;0.02221;2.2000000000000003e-05;1.1e-05;7e-05; true;0.065488;0.05;0.040148;0.022754;0.0024929999999999;9e-06;8.000000000000001e-06;3.7e-05; true;0.069011;0.05;0.040106;0.019508;0.004202;2e-05;9e-06;0.000426; true;0.067219;0.05;0.037852;0.017448;0.000553;0.0011;0.00079;0.001698; true;0.063769;1.28; 0.0545; 0.0032; 0.0915; 0.0024; 0.0054; True; 0.0995; 0.1574;1.13; 0.0847; 0.0106; 0.0002;0.0014; 0.0015; True; 0.0018; 0.0975;1.62;0.062518671;0.12485039700000002;0.06340316; 0.00921165; true; 0.226043344; 0.48215933;1.18;0.040263265;0.004412735; 0.005909432; true; 0.026139493; 0.31487947
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.53;20;34;51;11;50;155;86;852;2774;0.78;19;26;33;11;50;155;206;837;2634;0.93;0.0904568999999999;0.0081873;0.0121824;0.0378676; True;0.0613409;0.1987215;0.11;0.098668;0.033675;1.2000000000000002e-05;8e-06;0.000405; true;0.138387;0.12;0.085274;0.033142;0.011469;1.2e-05;7e-06;0.000367; true;0.135652;0.11;0.074764;0.031073;0.011371;1.8e-05;1.1e-05;0.004401; true;0.126276;0.07;0.048404;0.019818;0.000708;0.000484;0.0003399999999999;0.008121; true;0.080922;2.35; 0.1557; 0.0219; 0.0317; 0.0017; 0.9867; True; 1.0202; 1.1982;1.44; 0.1549; 0.0175; 0.0003;0.0318; 0.0320; True; 0.0323; 0.2052;2.5;0.089323425;0.277343031;0.045076591; 0.055315375; true; 0.388063473; 0.665180165;1.98;0.13512934199999999;0.004752002; 0.070558943; true; 0.100079173; 0.593941978
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.55;16;25;35;4;26;84;46;532;1772;0.88;6;11;15;4;26;84;16;225;674;1.01;0.0403127;0.0087058999999999;0.0128342;0.0379872; True;0.0625799;0.1553336;0.03;0.027357;0.010791;8e-06;5e-06;8.1e-05; true;0.039643;0.06;0.053164;0.018099;0.003785;1.2e-05;1e-05;0.000174; true;0.077846;0.06;0.052235;0.017148;0.002949;3e-05;1.1e-05;0.001106; true;0.075604;0.04;0.033197;0.011035;0.000294;0.000662;0.000503;0.001356; true;0.049572;1.19; 0.0877; 0.0050; 0.0051; 0.0004; 0.0263; True; 0.0318; 0.1249;1.26; 0.0522; 0.0036; 0.0002;0.0021; 0.0022; True; 0.0024; 0.0584;1.53;0.042590223999999996;0.176473679;0.040335784000000006; 0.026390967; true; 0.260154657; 0.427297363;1.13;0.035854407;0.0025004479999999997; 0.01876689; true; 0.028999723; 0.212836437
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.54;20;24;29;7;21;42;62;236;430;0.87;6;11;16;7;21;42;47;86;129;0.81;0.0350552;0.0088361;0.0132056999999999;0.0455978; True;0.0703171;0.1436732;0.02;0.022372;0.011236;1.2000000000000002e-05;7e-06;3.4e-05; true;0.035137;0.02;0.02093;0.009752;0.001;9e-06;8.000000000000001e-06;3e-05; true;0.033153;0.03;0.02293;0.011088;0.0013939999999999;1.7e-05;8e-06;0.000211; true;0.03723;0.03;0.022001;0.01085;0.0002059999999999;0.000733;0.000627;0.001319; true;0.038367;1.17; 0.0440; 0.0017; 0.0038; 0.0003; 0.0078; True; 0.0119; 0.0578;1.2; 0.0445; 0.0032; 0.0002;0.0012000000000000001; 0.0012; True; 0.0014; 0.0493;1.1;0.040402151000000004;0.074683619;0.02296035; 0.005399574; true; 0.110088867; 0.244803185;1.2;0.026163678;0.002507891; 0.003018879; true; 0.013487374; 0.136533022
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.39;20;29;48;12;25;39;48;412;1149;0.8;18;33;45;12;25;39;43;386;1016;1.06;0.0487858;0.0098191;0.0150967;0.0520458; True;0.0798532;0.1916239;0.04;0.034001;0.017371;2.8000000000000003e-05;1.4e-05;0.000156; true;0.054247;0.04;0.033024;0.019602;0.003019;2.5e-05;1.2e-05;6.3e-05; true;0.058868;0.05;0.034805;0.018452;0.005515;8.8e-05;3.7000000000000005e-05;0.001344; true;0.062839;0.05;0.033754;0.016883;0.0006399999999999;0.000792;0.000552;0.003211; true;0.059252;1.77; 0.0749; 0.0061; 0.3352; 0.0123; 0.1367; True; 0.4844; 0.5659;1.15; 0.0811; 0.0084; 0.0012;0.0093; 0.0095; True; 0.0107; 0.1008;2.0;0.068603227;0.18252668;0.050564607; 0.02239314; true; 0.26613869; 0.462163078;1.49;0.038702598;0.003204617; 0.02263318; true; 0.033225154; 0.261489947
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.5;20;32;59;18;25;33;277;377;494;0.86;13;20;26;18;25;33;220;260;312;0.94;0.0510303;0.0107167999999999;0.0178141;0.0447396; True;0.0778364;0.2040922;0.04;0.035889;0.015366;0.000343;0.000137;6.1e-05; true;0.054914;0.05;0.031821;0.015145;0.0036869999999999;0.000169;4.6e-05;3.3e-05; true;0.053998;0.04;0.027404;0.013592;0.00302;0.0012439999999999;0.001728;0.000578; true;0.050306;0.04;0.028265;0.013486;0.0004139999999999;0.0014;0.001225;0.001191; true;0.049695;2.55; 0.0551; 0.0034; 1.3559; 0.0218; 0.0079; True; 1.3857; 1.4446;1.21; 0.0646; 0.0065; 0.0308;0.015; 0.0152; True; 0.0461; 0.1179;1.62;0.063114725;0.14923530899999998;0.055857267; 0.013043999; true; 0.231538571; 0.515916323;1.23;0.07392174500000001;0.010103697; 0.00286938; true; 0.026763259; 0.308360323
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.54;21;30;39;15;21;33;202;413;547;0.76;20;25;29;15;21;33;178;295;505;0.83;0.0457419;0.0085405;0.0137012;0.0357373; True;0.0629725;0.1750154;0.04;0.042058;0.023475;0.00014;4.599999999999999e-05;6.3e-05; true;0.06893;0.05;0.049797;0.025391;0.00267;8.099999999999999e-05;2.8e-05;3.7e-05; true;0.081227;0.05;0.04862;0.028358;0.0038669999999999;0.000648;0.000667;0.000445; true;0.087088;0.05;0.051465;0.026584;0.000547;0.0018659999999999;0.002143;0.003809; true;0.091286;1.59; 0.1256; 0.0091; 0.4680; 0.0071; 0.0095; True; 0.4847; 0.6200;1.31; 0.0907; 0.0076; 0.0059;0.0014; 0.0015; True; 0.0074; 0.1062;1.83;0.077037896;0.161388217;0.089182432; 0.028320394; true; 0.296486069; 0.510023174;1.32;0.032023157999999996;0.003960578; 0.002292899; true; 0.01377886; 0.188409257
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.59;21;31;47;11;132;566;113;578;1004;0.88;35;38;41;11;132;566;317;931;1728;0.94;0.0351265;0.0064277;0.0240611999999999;0.0355637; False;0.0686874;0.1547516;0.11;0.081484;0.037467;0.002296;0.001008;0.00124; false;0.130335;0.13;0.083525;0.037329;0.0142189999999999;0.000491;0.000152;0.000259; false;0.141912;0.19;0.085188;0.036186;0.01432;0.015115;0.019895;0.028796; false;0.206068;0.15;0.085258;0.041457;0.001628;0.0097139999999999;0.01119;0.011145; false;0.168556;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.95; 0.2123; 0.0305; 0.7185;1.0214; 1.0317; False; 1.7503; 2.0030;2.29;0.135111611;0.307367396;0.21742512600000002; 0.05699066; false; 0.609465681; 1.14182095;2.11;0.070439036;0.17047902199999998; 0.011336954; false; 0.21418291; 0.465968109
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;0.55;16;22;29;4;25;62;46;457;993;0.95;5;10;12;4;25;62;13;210;467;1.05;0.0428399;0.0100668999999999;0.0326218999999999;0.0396816; False;0.0850646;0.1824116;0.05;0.03631;0.014426;0.0027159999999999;0.00107;0.003309; false;0.06231;0.05;0.036775;0.014564;0.008494;0.000419;0.000142;0.000189; false;0.063088;0.22;0.037349;0.014905;0.003021;0.015036;0.053727;0.104129; false;0.231219;0.09;0.037835;0.015011;0.0004269999999999;0.007069;0.012846;0.019737; false;0.096653;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.09178943399999999;0.137300018;MISSING;MISSING;MISSING;MISSING;MISSING;1.31;0.060024977;0.107528813; 0.013705732; false; 0.137372019; 0.385651173
