name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-compl;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-old-runtime;java-automatalib-old-construction;java-automatalib-old-compl;java-automatalib-old-emptiness_check;java-automatalib-old-emptiness_result;java-automatalib-old-interpretation;java-automatalib-old-overall;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07046-1.mata;0.12; 0.0774778000;0.005507799999999999; 0.0042050000; 0.0001325000; False; 0.0117363000; 0.1539648000;0.0; 0.001204; 0.000205; 1.9e-05; 1.6e-05; false; 0.001783;0.0; 0.002202; 0.001132; 0.001723; 0.000698; 0.000593; false; 0.00675;0.01; 0.002109; 0.000144; 0.001404; 0.000813; 0.000307; false; 0.005951;0.31; 0.002213; 8e-06; 1.9e-05; false; 0.00513;1.11; 0.0096; 0.0000; 0.0008; 0.0001; 0.0000; False; 0.0010; 0.0108;1.06; 0.0065; 0.0009; 0.0012; 0.0018; 0.0006; 0.0002; False; 0.0026; 0.0102;0.98; 0.0105; 0.0016; 0.0010; 0.0022; 0.0001; False; 0.0023; 0.0147;1.35; 0.175565794; 0.045831804; 0.001646661; false; 0.053774254; 0.35409614;1.02; 0.047596279; 0.00398249; 2.8307E-5; false; 0.021403621; 0.215404445
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07046-2.mata;0.14; 0.0431572000;0.0102965; 0.0070091000; 0.0002372000; False; 0.0206107000; 0.1243807000;0.0; 0.003294; 0.000675; 6.6e-05; 5.2e-05; false; 0.004948;0.01; 0.003218; 0.001678; 0.004465; 0.001565; 0.001441; false; 0.012975;0.01; 0.003263; 0.000192; 0.002226; 0.001197; 0.000678; false; 0.008988;0.5; 0.00239; 9e-06; 1.1e-05; false; 0.007405;1.33; 0.0125; 0.0000; 0.0020; 0.0003; 0.0000; False; 0.0023; 0.0154;1.28; 0.0123; 0.0025; 0.0035; 0.0055; 0.0025; 0.0008; False; 0.0089; 0.0241;1.23; 0.0117; 0.0020; 0.0013; 0.0036; 0.0001; False; 0.0037; 0.0177;1.25; 0.131431099; 0.049013971; 0.001963077; false; 0.063873403; 0.329024681;1.16; 0.032780333; 0.021159497; 4.7523E-5; false; 0.042845884; 0.191517993
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07103-1.mata;0.13; 0.0589591000;0.0060171999999999995; 0.0251790000; 0.0001313000; False; 0.0340206000; 0.1789910000;0.0; 0.000118; 1.9e-05; 5e-06; 2e-06; false; 0.00026;0.0; 0.000114; 7.3e-05; 5.4e-05; 1.1e-05; 1e-05; false; 0.000371;0.0; 0.000212; 2.3e-05; 0.000759; 0.000609; 4.9e-05; false; 0.002698;0.32; 0.000199; 4e-06; 1.5e-05; false; 0.000539;1.22; 0.0064; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0067;1.03; 0.0058; 0.0002; 0.0003; 0.0004; 0.0001; 0.0000; False; 0.0005; 0.0067;1.27; 0.0065; 0.0003; 0.0004; 0.0006; 0.0001; False; 0.0007; 0.0077;0.88; 0.060690944; 0.016459561; 0.002090796; false; 0.024610637; 0.155159332;0.88; 0.00760967; 0.002865556; 2.3472E-5; false; 0.011874955; 0.08870418
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07154-1.mata;0.13; 0.0361249000;0.0082778; 0.0382905000; 0.0001579000; False; 0.0492141000; 0.1235072000;0.0; 0.000508; 6.7e-05; 1.7e-05; 6e-06; false; 0.000815;0.0; 0.000513; 0.000265; 0.000211; 6.4e-05; 6.1e-05; false; 0.00134;0.0; 0.000489; 3.9e-05; 0.000762; 0.000561; 7.9e-05; false; 0.002925;0.51; 0.000518; 6e-06; 7e-06; false; 0.001108;1.09; 0.0054; 0.0000; 0.0002; 0.0000; 0.0000; False; 0.0003; 0.0058;0.9; 0.0049; 0.0002; 0.0003; 0.0004; 0.0001; 0.0000; False; 0.0005; 0.0057;1.2; 0.0066; 0.0006; 0.0006; 0.0010; 0.0001; False; 0.0011; 0.0085;1.18; 0.142512389; 0.020885666; 0.002152472; false; 0.029661128; 0.250000023;0.82; 0.019793737; 0.003369157; 3.8275E-5; false; 0.010177049; 0.108037953
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07154-2.mata;0.13; 0.0356765000;0.0088398; 0.0064748000; 0.0001704000; False; 0.0181798000; 0.1082850000;0.0; 8.6e-05; 3.2e-05; 7e-06; 3e-06; false; 0.000289;0.0; 9.8e-05; 5.7e-05; 4.1e-05; 7e-06; 5e-06; false; 0.000365;0.0; 8.7e-05; 1.1e-05; 0.000629; 0.000527; 3.6e-05; false; 0.002232;0.53; 9e-05; 5e-06; 1.2e-05; false; 0.000392;1.04; 0.0059; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0062;0.95; 0.0043; 0.0001; 0.0001; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0046;1.15; 0.0055; 0.0001; 0.0003; 0.0004; 0.0001; False; 0.0005; 0.0063;1.12; 0.092164469; 0.016466746; 0.002135211; false; 0.0306449; 0.209487749;0.88; 0.013018393; 0.004610264; 2.1854E-5; false; 0.011576082; 0.110689696
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07292-1.mata;0.16; 0.0369752000;0.0087246; 0.0526583000; 0.0001783000; False; 0.0641723000; 0.1886242000;0.0; 0.000369; 0.000255; 3.8e-05; 1.9e-05; false; 0.001049;0.0; 0.000365; 0.000263; 0.001491; 0.000473; 0.00048; false; 0.003327;0.0; 0.000387; 3.9e-05; 0.001341; 0.000882; 0.000339; false; 0.004136;0.53; 0.000391; 6e-06; 6e-06; false; 0.000945;1.26; 0.0062; 0.0000; 0.0003; 0.0000; 0.0000; False; 0.0004; 0.0068;1.02; 0.0054; 0.0003; 0.0005; 0.0009; 0.0005; 0.0001; False; 0.0015; 0.0073;0.96; 0.0055; 0.0006; 0.0008; 0.0018; 0.0001; False; 0.0019; 0.0083;1.2; 0.112522173; 0.09615923; 0.002151746; false; 0.103987047; 0.320779884;0.96; 0.023231582; 0.009554666; 2.9881E-5; false; 0.021002316; 0.189506676
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07338-1.mata;0.09; 0.0209874000;0.0057675999999999995; 0.0043068000; 0.0001126000; False; 0.0117923000; 0.0839134000;0.0; 6e-05; 1.4e-05; 5e-06; 2e-06; false; 0.000189;0.0; 5.6e-05; 4e-05; 2.7e-05; 4e-06; 5e-06; false; 0.000237;0.0; 5.8e-05; 1.7e-05; 0.000415; 0.00034; 2.5e-05; false; 0.001488;0.5; 8.3e-05; 5e-06; 1.1e-05; false; 0.000343;1.04; 0.0043; 0.0000; 0.0000; 0.0000; 0.0000; False; 0.0001; 0.0045;1.23; 0.0064; 0.0001; 0.0001; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0069;0.94; 0.0045; 0.0001; 0.0002; 0.0003; 0.0000; False; 0.0003; 0.0050;0.93; 0.066137202; 0.016906485; 0.00214516; false; 0.025673871; 0.164828388;0.95; 0.013774271; 0.002019741; 2.2211E-5; false; 0.009529663; 0.113652445
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-1.mata;0.17; 0.0439639000;0.0087581; 0.0524384000; 0.0001797000; False; 0.0639694000; 0.1617406000;0.01; 0.0109; 0.000874; 6.2e-05; 6.2e-05; false; 0.014065;0.02; 0.011221; 0.005791; 0.004019; 0.001209; 0.001236; false; 0.025129;0.01; 0.010855; 0.00064; 0.002635; 0.001144; 0.000601; false; 0.018288;0.52; 0.01126; 1.1e-05; 8e-06; false; 0.025201;1.08; 0.0236; 0.0000; 0.0021; 0.0001; 0.0000; False; 0.0023; 0.0264;1.18; 0.0223; 0.0079; 0.0116; 0.0127; 0.0023; 0.0011; False; 0.0162; 0.0467;1.24; 0.0248; 0.0103; 0.0061; 0.0194; 0.0001; False; 0.0195; 0.0593;1.5; 0.188209845; 0.04622721; 0.002023666; false; 0.077632834; 0.41928866;1.07; 0.043983942; 0.022726997; 4.5858E-5; false; 0.033516031; 0.21892689
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-2.mata;0.12; 0.0373498000;0.009048; 0.0067327000; 0.0001703000; False; 0.0187372000; 0.1105171000;0.0; 9.5e-05; 2.2e-05; 7e-06; 2e-06; false; 0.000284;0.0; 9.6e-05; 6.1e-05; 4.4e-05; 8e-06; 6e-06; false; 0.000396;0.0; 9.4e-05; 1.1e-05; 0.000772; 0.000586; 3.6e-05; false; 0.002539;0.44; 5.7e-05; 3e-06; 6e-06; false; 0.000248;1.2; 0.0065; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0068;1.16; 0.0062; 0.0001; 0.0001; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0067;1.0; 0.0045; 0.0001; 0.0002; 0.0003; 0.0000; False; 0.0003; 0.0051;0.81; 0.042513596; 0.011387936; 0.001860873; false; 0.019093322; 0.109083032;0.99; 0.005979434; 0.00211666; 2.6678E-5; false; 0.009750501; 0.08849844
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-3.mata;0.13; 0.0410898000;0.0085711; 0.0063637000; 0.0001720000; False; 0.0177966000; 0.1143097000;0.0; 0.006369; 0.000623; 4.3e-05; 3.9e-05; false; 0.008302;0.01; 0.0066; 0.003082; 0.002615; 0.000923; 0.000871; false; 0.015032;0.01; 0.006655; 0.000357; 0.001977; 0.001004; 0.000453; false; 0.012196;0.49; 0.004621; 1.3e-05; 8e-06; false; 0.010491;1.04; 0.0124; 0.0000; 0.0013; 0.0001; 0.0000; False; 0.0014; 0.0143;1.2; 0.0168; 0.0055; 0.0077; 0.0089; 0.0019; 0.0010; False; 0.0119; 0.0345;1.21; 0.0344; 0.0140; 0.0034; 0.0156; 0.0001; False; 0.0157; 0.0645;1.42; 0.252400276; 0.051797438; 0.002049184; false; 0.059421266; 0.434688574;0.98; 0.027522728; 0.006877168; 2.7804E-5; false; 0.013153018; 0.149395304
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07416-1.mata;0.15; 0.0385209000;0.009038; 0.0433068000; 0.0001820000; False; 0.0554784000; 0.1484207000;0.0; 0.000295; 4.6e-05; 9e-06; 5e-06; false; 0.000538;0.0; 0.000318; 0.000174; 0.000152; 3.9e-05; 3.7e-05; false; 0.000936;0.0; 0.000316; 2.6e-05; 0.000752; 0.000569; 6.7e-05; false; 0.00269;0.46; 0.00033; 5e-06; 8e-06; false; 0.000834;1.09; 0.0047; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0050;1.18; 0.0067; 0.0003; 0.0003; 0.0005; 0.0001; 0.0000; False; 0.0006; 0.0078;1.04; 0.0048; 0.0003; 0.0003; 0.0005; 0.0000; False; 0.0006; 0.0058;1.11; 0.103151307; 0.017233438; 0.002251657; false; 0.025198104; 0.242850605;0.94; 0.009384503; 0.003115729; 2.3205E-5; false; 0.011124495; 0.098796758
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-1.mata;0.17; 0.0442815000;0.008556399999999999; 0.0553465000; 0.0001742000; False; 0.0666644000; 0.1968276000;0.01; 0.008903; 0.000859; 6.2e-05; 5.9e-05; false; 0.011694;0.02; 0.009475; 0.00475; 0.004013; 0.001304; 0.001235; false; 0.022133;0.01; 0.009222; 0.000536; 0.002435; 0.001042; 0.000545; false; 0.01586;0.5; 0.005195; 8e-06; 7e-06; false; 0.015358;1.29; 0.0217; 0.0000; 0.0023; 0.0003; 0.0000; False; 0.0027; 0.0250;1.2; 0.0250; 0.0073; 0.0123; 0.0161; 0.0020; 0.0006; False; 0.0188; 0.0514;1.23; 0.0219; 0.0091; 0.0049; 0.0089; 0.0002; False; 0.0092; 0.0406;1.44; 0.228429945; 0.066441887; 0.00233669; false; 0.074971961; 0.458083145;1.31; 0.041905354; 0.012377379; 3.8944E-5; false; 0.020966695; 0.254175265
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-2.mata;0.1; 0.0500852000;0.005673500000000001; 0.0040581000; 0.0001087000; False; 0.0114766000; 0.1253037000;0.0; 5.4e-05; 1.3e-05; 4e-06; 2e-06; false; 0.000154;0.0; 8.3e-05; 5.7e-05; 4.7e-05; 5e-06; 4e-06; false; 0.000356;0.0; 6e-05; 7e-06; 0.000414; 0.000405; 2.3e-05; false; 0.001537;0.32; 8.7e-05; 4e-06; 7e-06; false; 0.000335;1.01; 0.0042; 0.0000; 0.0000; 0.0000; 0.0000; False; 0.0001; 0.0044;1.26; 0.0160; 0.0001; 0.0001; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0164;1.1; 0.0061; 0.0002; 0.0003; 0.0004; 0.0000; False; 0.0005; 0.0070;1.05; 0.048650978; 0.015391023; 0.002162493; false; 0.024551912; 0.140160212;0.81; 0.005747427; 0.002345984; 2.8977E-5; false; 0.010571675; 0.096981658
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-3.mata;0.15; 0.0411896000;0.009381500000000001; 0.0320156000; 0.0001231000; False; 0.0441352000; 0.1396593000;0.0; 0.001701; 0.000125; 1.2e-05; 2e-06; false; 0.002272;0.0; 0.001729; 0.000866; 0.000451; 0.000149; 0.000127; false; 0.003703;0.0; 0.001684; 0.000113; 0.001025; 0.000624; 8.9e-05; false; 0.004826;0.5; 0.001739; 9e-06; 1.7e-05; false; 0.005956;1.16; 0.0067; 0.0000; 0.0004; 0.0000; 0.0000; False; 0.0004; 0.0073;1.03; 0.0058; 0.0005; 0.0006; 0.0007; 0.0001; 0.0000; False; 0.0009; 0.0074;1.22; 0.0098; 0.0020; 0.0012; 0.0014; 0.0001; False; 0.0016; 0.0137;1.18; 0.112673155; 0.01937216; 0.002300158; false; 0.028342538; 0.235018191;1.05; 0.024601411; 0.002693421; 2.6186E-5; false; 0.009982777; 0.154143982
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-1.mata;0.09; 0.0207046000;0.0056151; 0.0041871000; 0.0001152000; False; 0.0117539000; 0.1307417000;0.0; 8.6e-05; 2.1e-05; 6e-06; 2e-06; false; 0.00026;0.0; 5.4e-05; 3.9e-05; 2.7e-05; 4e-06; 3e-06; false; 0.000225;0.0; 5.7e-05; 8e-06; 0.000443; 0.000379; 2.6e-05; false; 0.001562;0.46; 5.7e-05; 4e-06; 2.2e-05; false; 0.000322;0.99; 0.0045; 0.0000; 0.0000; 0.0000; 0.0000; False; 0.0001; 0.0047;1.16; 0.0062; 0.0001; 0.0001; 0.0002; 0.0000; 0.0000; False; 0.0002; 0.0066;1.22; 0.0044; 0.0001; 0.0002; 0.0003; 0.0000; False; 0.0004; 0.0050;0.82; 0.04511337; 0.01069157; 0.001409857; false; 0.016764803; 0.111111715;0.93; 0.005527702; 0.002355359; 2.8821E-5; false; 0.009644489; 0.079979032
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-2.mata;0.16; 0.0379345000;0.0088546; 0.0426061000; 0.0001888000; False; 0.0545000000; 0.1820508000;0.0; 0.001799; 0.000176; 2.1e-05; 1.5e-05; false; 0.002537;0.0; 0.001749; 0.000829; 0.000855; 0.000267; 0.000286; false; 0.00443;0.0; 0.001619; 9.9e-05; 0.001052; 0.000647; 0.000179; false; 0.004803;0.5; 0.001645; 1e-05; 9e-06; false; 0.003491;1.18; 0.0093; 0.0000; 0.0006; 0.0001; 0.0000; False; 0.0007; 0.0103;1.21; 0.0096; 0.0015; 0.0015; 0.0018; 0.0005; 0.0002; False; 0.0026; 0.0138;1.25; 0.0092; 0.0019; 0.0013; 0.0023; 0.0001; False; 0.0024; 0.0137;1.27; 0.14091383; 0.029458428; 0.002156186; false; 0.044479978; 0.303460376;0.9; 0.023216783; 0.01056571; 2.9109E-5; false; 0.027165386; 0.171907533
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-3.mata;0.1; 0.0233873000;0.005553300000000001; 0.0244893000; 0.0001173000; False; 0.0319412000; 0.0893626000;0.0; 0.000587; 8.1e-05; 1e-05; 8e-06; false; 0.000889;0.0; 0.000604; 0.000301; 0.000322; 0.000107; 0.000107; false; 0.001632;0.0; 0.000578; 4.2e-05; 0.000677; 0.000455; 9.2e-05; false; 0.002615;0.35; 0.000651; 5e-06; 6e-06; false; 0.00129;1.22; 0.0076; 0.0000; 0.0003; 0.0000; 0.0000; False; 0.0004; 0.0082;1.01; 0.0084; 0.0008; 0.0013; 0.0016; 0.0003; 0.0001; False; 0.0021; 0.0115;0.9; 0.0061; 0.0010; 0.0006; 0.0011; 0.0001; False; 0.0012; 0.0085;1.25; 0.156894849; 0.027363039; 0.002341437; false; 0.039586596; 0.299075851;0.84; 0.023143362; 0.005499466; 3.3583E-5; false; 0.013606882; 0.128813296
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-1.mata;0.16; 0.0390734000;0.0085396; 0.0451211000; 0.0001716000; False; 0.0563422000; 0.1489028000;0.0; 0.000915; 0.000262; 2.7e-05; 1.8e-05; false; 0.001633;0.0; 0.000933; 0.000505; 0.001351; 0.000439; 0.000453; false; 0.004026;0.0; 0.000979; 6.2e-05; 0.001269; 0.000779; 0.000282; false; 0.004587;0.53; 0.000552; 5e-06; 6e-06; false; 0.001583;1.26; 0.0076; 0.0000; 0.0007; 0.0001; 0.0000; False; 0.0008; 0.0088;1.05; 0.0078; 0.0007; 0.0011; 0.0018; 0.0008; 0.0004; False; 0.0032; 0.0119;0.88; 0.0078; 0.0014; 0.0011; 0.0027; 0.0001; False; 0.0028; 0.0122;1.04; 0.109608308; 0.032441245; 0.002063185; false; 0.041149923; 0.230110829;1.0; 0.023446817; 0.017461212; 2.5621E-5; false; 0.024095776; 0.158525383
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-2.mata;0.16; 0.0370520000;0.008788500000000001; 0.0518890000; 0.0001886000; False; 0.0632564000; 0.1530368000;0.0; 0.00043; 0.000439; 5.5e-05; 9e-06; false; 0.001387;0.0; 0.000445; 0.000296; 0.002386; 0.000926; 0.00074; false; 0.005104;0.0; 0.000425; 4.2e-05; 0.001461; 0.000944; 0.000461; false; 0.004392;0.54; 0.000371; 8e-06; 6e-06; false; 0.000928;1.0; 0.0058; 0.0000; 0.0011; 0.0002; 0.0000; False; 0.0014; 0.0075;1.25; 0.0159; 0.0004; 0.0008; 0.0018; 0.0014; 0.0004; False; 0.0037; 0.0201;0.98; 0.0070; 0.0010; 0.0014; 0.0040; 0.0001; False; 0.0041; 0.0123;1.07; 0.104802415; 0.041044118; 0.002584957; false; 0.049081327; 0.227433695;1.06; 0.012952434; 0.006873781; 3.9956E-5; false; 0.014356991; 0.103677089
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-1.mata;0.17; 0.0374490000;0.008852; 0.0537185000; 0.0001971000; False; 0.0655522000; 0.1571913000;0.0; 0.000309; 0.000211; 4e-05; 1.5e-05; false; 0.000873;0.0; 0.000334; 0.000272; 0.00121; 0.000432; 0.000334; false; 0.002853;0.0; 0.000354; 3.4e-05; 0.001247; 0.000839; 0.000285; false; 0.003963;0.51; 0.000339; 8e-06; 7e-06; false; 0.00107;1.18; 0.0066; 0.0000; 0.0005; 0.0001; 0.0000; False; 0.0006; 0.0074;1.17; 0.0050; 0.0002; 0.0003; 0.0006; 0.0003; 0.0001; False; 0.0011; 0.0064;1.03; 0.0064; 0.0006; 0.0010; 0.0023; 0.0001; False; 0.0025; 0.0097;1.05; 0.081045224; 0.067006223; 0.002579257; false; 0.076521497; 0.238682815;0.71; 0.009845363; 0.005604289; 2.0984E-5; false; 0.010363754; 0.087277142
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-2.mata;0.17; 0.0380167000;0.0087564; 0.0472436000; 0.0002081000; False; 0.0586139000; 0.1528885000;0.0; 0.000365; 5.2e-05; 9e-06; 5e-06; false; 0.000627;0.0; 0.00046; 0.000229; 0.000222; 9.8e-05; 6e-05; false; 0.001296;0.0; 0.000449; 3.5e-05; 0.000917; 0.000662; 0.000117; false; 0.003486;0.5; 0.000414; 5e-06; 6e-06; false; 0.000957;1.24; 0.0072; 0.0000; 0.0002; 0.0000; 0.0000; False; 0.0003; 0.0076;0.91; 0.0048; 0.0002; 0.0002; 0.0003; 0.0001; 0.0000; False; 0.0004; 0.0055;1.15; 0.0066; 0.0005; 0.0005; 0.0008; 0.0001; False; 0.0009; 0.0082;1.13; 0.090437765; 0.047501684; 0.00547476; false; 0.062651619; 0.232560964;0.94; 0.012323333; 0.003492334; 2.4037E-5; false; 0.010259705; 0.13818268
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-3.mata;0.08; 0.0235119000;0.0056028; 0.0043160000; 0.0001183000; False; 0.0119479000; 0.0690585000;0.0; 0.000175; 0.000123; 2.9e-05; 1.1e-05; false; 0.000576;0.0; 0.000292; 0.000249; 0.001278; 0.00048; 0.000357; false; 0.002897;0.0; 0.000181; 2e-05; 0.000784; 0.000527; 0.000166; false; 0.002417;0.3; 0.000181; 4e-06; 7e-06; false; 0.000488;0.97; 0.0066; 0.0000; 0.0005; 0.0001; 0.0000; False; 0.0007; 0.0075;1.15; 0.0067; 0.0003; 0.0004; 0.0011; 0.0008; 0.0002; False; 0.0021; 0.0094;1.19; 0.0068; 0.0007; 0.0011; 0.0032; 0.0001; False; 0.0033; 0.0109;1.03; 0.110584795; 0.035558549; 0.002128627; false; 0.04357675; 0.238658468;1.09; 0.01877234; 0.011126409; 2.3949E-5; false; 0.025563981; 0.146203857
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-4.mata;0.19; 0.0511232000;0.0092499; 0.0593833000; 0.0002642000; False; 0.0716714000; 0.1824702000;0.01; 0.017293; 0.001309; 8.5e-05; 9.1e-05; false; 0.022152;0.03; 0.017103; 0.009468; 0.005774; 0.001648; 0.001837; false; 0.038212;0.02; 0.016007; 0.000917; 0.003495; 0.001331; 0.000752; false; 0.025808;0.52; 0.00905; 9e-06; 8e-06; false; 0.020618;1.21; 0.0348; 0.0000; 0.0034; 0.0003; 0.0000; False; 0.0037; 0.0393;1.33; 0.0351; 0.0100; 0.0171; 0.0183; 0.0028; 0.0012; False; 0.0224; 0.0679;1.33; 0.0350; 0.0236; 0.0101; 0.0322; 0.0001; False; 0.0324; 0.0914;1.76; 0.246238041; 0.070085275; 0.002000139; false; 0.086922966; 0.543695849;1.25; 0.046637222; 0.026009681; 3.3782E-5; false; 0.048067406; 0.264778952
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07857-1.mata;0.12; 0.0546549000;0.008538700000000001; 0.0061750000; 0.0001755000; False; 0.0175036000; 0.1507282000;0.0; 0.000983; 0.000277; 2.6e-05; 1.8e-05; false; 0.001679;0.0; 0.00103; 0.000562; 0.001158; 0.000434; 0.000377; false; 0.003868;0.0; 0.001022; 6.9e-05; 0.001227; 0.000788; 0.000237; false; 0.00452;0.32; 0.000561; 5e-06; 5e-06; false; 0.00113;1.17; 0.0083; 0.0000; 0.0006; 0.0001; 0.0000; False; 0.0008; 0.0094;1.01; 0.0053; 0.0004; 0.0008; 0.0011; 0.0004; 0.0001; False; 0.0016; 0.0075;1.11; 0.0091; 0.0015; 0.0013; 0.0029; 0.0001; False; 0.0031; 0.0139;1.25; 0.143692483; 0.04282407; 0.006969701; false; 0.073899671; 0.341352335;1.0; 0.016827849; 0.00954868; 3.1815E-5; false; 0.021368651; 0.133224902
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-1.mata;0.12; 0.0519087000;0.0087206; 0.0063945000; 0.0001701000; False; 0.0179804000; 0.1482647000;0.0; 9e-05; 2.1e-05; 6e-06; 2e-06; false; 0.000276;0.0; 9.1e-05; 5.8e-05; 4.1e-05; 8e-06; 4e-06; false; 0.000376;0.0; 0.000105; 1.3e-05; 0.000654; 0.000553; 3.7e-05; false; 0.002352;0.49; 0.000103; 6e-06; 1.1e-05; false; 0.000396;1.13; 0.0061; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0064;1.21; 0.0064; 0.0001; 0.0001; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0068;1.03; 0.0064; 0.0002; 0.0003; 0.0004; 0.0001; False; 0.0005; 0.0072;1.02; 0.057806542; 0.024679704; 0.002633185; false; 0.052149326; 0.187851131;0.86; 0.008199741; 0.002898447; 3.0485E-5; false; 0.015224123; 0.127811947
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-2.mata;0.15; 0.0357766000;0.008593; 0.0393124000; 0.0001693000; False; 0.0506198000; 0.1375710000;0.0; 0.000302; 0.000158; 2.5e-05; 1.4e-05; false; 0.000775;0.0; 0.000284; 0.000198; 0.000825; 0.000281; 0.000269; false; 0.002099;0.0; 0.000307; 2.8e-05; 0.001033; 0.000703; 0.00021; false; 0.003279;0.46; 0.000341; 7e-06; 1.6e-05; false; 0.000901;1.33; 0.0068; 0.0000; 0.0005; 0.0001; 0.0000; False; 0.0007; 0.0079;1.16; 0.0062; 0.0002; 0.0003; 0.0008; 0.0005; 0.0001; False; 0.0014; 0.0080;1.06; 0.0047; 0.0004; 0.0005; 0.0012; 0.0000; False; 0.0012; 0.0064;1.13; 0.097022381; 0.034473988; 0.002329415; false; 0.043681483; 0.222109027;0.78; 0.009874841; 0.005170248; 2.2851E-5; false; 0.012647654; 0.089226642
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07945-1.mata;0.14; 0.0414864000;0.0063957; 0.0245537000; 0.0001184000; False; 0.0334699000; 0.1978566000;0.0; 9e-05; 2.7e-05; 5e-06; 1e-06; false; 0.000238;0.0; 0.000144; 0.0001; 0.000112; 2.2e-05; 2.2e-05; false; 0.000575;0.0; 9.1e-05; 1e-05; 0.000513; 0.000376; 3.4e-05; false; 0.001689;0.29; 0.000125; 4e-06; 7e-06; false; 0.000491;1.05; 0.0044; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0047;1.22; 0.0064; 0.0001; 0.0001; 0.0003; 0.0001; 0.0000; False; 0.0004; 0.0072;1.17; 0.0061; 0.0002; 0.0002; 0.0003; 0.0000; False; 0.0004; 0.0068;1.09; 0.067205803; 0.018193822; 0.002242446; false; 0.027298845; 0.164432438;0.78; 0.005181104; 0.001919209; 2.1024E-5; false; 0.008322285; 0.072040042
