name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-inclusion_check;vata-inclusion_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-inclusion_check;awali-inclusion_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-inclusion;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-inclusion;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-brics-runtime;java-brics-construction;java-brics-inclusion_check;java-brics-inclusion_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-inclusion_check;automata-min-inclusion_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;0.5;0.360615;0.145947;0.004431; false;0.543175;0.88;0.347268;0.145088;0.075364;0.302755; false;0.898418;0.58;0.353522;0.139389;0.008259; 0.088818; false; 0.616234;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.62; 0.5644; 0.1365;0.1142; 0.1240; False; 0.1241; 0.8275;3.08;0.21557733; 0.122106251; false; 0.128839612; 0.612006995;1.0;0.732407;0.266813;0.001903;0.005581; false;1.05647;2.17;0.2204159;0.017545; 0.1142905000; False; 0.1346022000; 0.4475645000;6.6;0.559468082;0.9039424599999999; 0.133346833; false; 1.043338488; 2.082741312
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;0.48;0.354205;0.147287;0.004513; false;0.539325;0.86;0.349078;0.140306;0.074513;0.304961; false;0.8954;0.56;0.353886;0.140339;0.008421; 0.089773; false; 0.619423;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.58; 0.5779; 0.1388;0.1142; 0.1245; False; 0.1245; 0.8440;3.05;0.260671066; 0.113771396; false; 0.118576128; 0.585610161;0.97;0.728948;0.262536;0.001728;0.00461; false;1.04403;1.57;0.1979043999999999;0.0099546999999999; 0.0702782000; False; 0.0828789000; 0.3755458000;5.07;0.298627166;1.064983571; 0.073545259; false; 1.151884654; 1.886306147
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-rhs.mata;0.48;0.348226;0.135504;0.003925; false;0.516867;0.86;0.338226;0.139488;0.071241;0.294805; false;0.872215;0.56;0.35157;0.134935;0.008053; 0.079771; false; 0.600615;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.56; 0.5370; 0.1359;0.1074; 0.1169; False; 0.1169; 0.7924;2.78;0.1898157429999999; 0.101442844; false; 0.106320611; 0.529888514;0.56;0.402726;0.160934;0.001812;0.00523; false;0.607116;2.14;0.2009712;0.0136169; 0.0748257000; False; 0.0909449000; 0.4602693000;6.4;0.441267129;0.677084249; 0.120187985; false; 0.803658598; 1.754722295
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-rhs.mata;0.49;0.345868;0.142508;0.004389; false;0.525317;0.87;0.346706;0.141474;0.0730909999999999;0.299093; false;0.889205;0.57;0.344822;0.138544;0.0082029999999999; 0.08574; false; 0.60368;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.59; 0.5548; 0.1363;0.1131; 0.1227; False; 0.1227; 0.8164;2.99;0.233153801; 0.11195973; false; 0.118637203; 0.545225005;0.57;0.412564;0.167415;0.002375;0.005233; false;0.622434;2.2;0.2257426;0.0337594; 0.1003167000; False; 0.1368801000; 0.5263599000;6.3;0.354437678;0.871215084; 0.127800224; false; 1.031167682; 1.825375832
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-rhs.mata;0.5;0.356824;0.140444;0.004095; false;0.531284;0.9;0.348422;0.143512;0.074416;0.318864; false;0.914286;0.61;0.362803;0.153345;0.008662; 0.095017; false; 0.652848;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.61; 0.5698; 0.1383;0.11449999999999999; 0.1244; False; 0.1244; 0.8353;3.1;0.25893823; 0.121461356; false; 0.128098913; 0.592580794;0.85;0.684952;0.188957;0.00185;0.004837; false;0.922119;2.24;0.1937797;0.01491; 0.0838808000; False; 0.1008112000; 0.3855136000;5.95;0.307021452;0.759194514; 0.089828823; false; 0.861299642; 1.687141119
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-rhs.mata;0.31;0.241858;0.094395;0.001844; false;0.353216;0.4;0.236479;0.094418;0.032146;0.05841; false;0.434548;0.92;0.239806;0.095076;0.003772; 0.611579; false; 0.965642;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;5.25; 0.4246; 0.0536;3.9888; 3.9981; False; 3.9981; 4.4781;3.42;0.152092587; 0.363582676; false; 0.370524978; 0.753981502;0.68;0.481325;0.178313;0.021139;0.00433; false;0.724634;1.87;0.1335014;0.0098861; 0.0487420000; False; 0.0610894000; 0.3480259000;10.89;0.260948607;5.36330396; 0.061942388; false; 5.431462123; 6.21214316
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-1-rhs.mata;0.06;0.04943;0.019625;0.001041; false;0.073318;0.07;0.049303;0.018348;0.007502;0.004909; false;0.082989;7.9;0.055917;0.019971;0.000965; 8.10111; false; 8.18155;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;5.02; 0.0804; 0.0099;4.122; 4.1527; False; 4.1527; 4.2435;6.23;0.0490706209999999; 3.382322076; false; 3.38671954; 3.539840112;0.1;0.057563;0.025937;0.024021;0.001206; false;0.112594;TO;0.0928156;0.0188119;MISSING;MISSING;MISSING;MISSING;7.66;0.149326996;3.403038791; 0.229430298; false; 3.647836961; 4.082732959
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-3-rhs.mata;0.07;0.057981;0.020332;0.001228; false;0.082867;0.08;0.055318;0.020177;0.008195;0.005467; false;0.092182;11.89;0.056017;0.02003;0.0011129999999999; 12.2273; false; 12.3082;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;6.16; 0.0900; 0.0107;5.2707; 5.2875; False; 5.2876; 5.3888;6.52;0.0538191769999999; 3.468514226; false; 3.473054778; 3.624163529;0.13;0.065218;0.028851;0.041359;0.002654; false;0.142659;1.19;0.0654098;0.0092263; 0.1957211000; False; 0.2077986000; 0.3328118000;8.63;0.075529955;4.068559505; 0.11425894; false; 4.189373219; 4.476465229
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-4-rhs.mata;0.08;0.068435;0.020497;0.001213; false;0.093259;0.08;0.056291;0.020552;0.008199;0.005366; false;0.093474;11.95;0.063551;0.020574;0.001039; 12.2949; false; 12.3836;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;6.13; 0.0889; 0.0106;5.249499999999999; 5.2680; False; 5.2680; 5.3680;5.81;0.066037296; 3.208095223; false; 3.21457357; 3.391555551;0.12;0.066045;0.02558;0.029212;0.001593; false;0.126134;1.18;0.0606719;0.0087739; 0.1942126000; False; 0.2055406000; 0.3367182000;8.01;0.087185029;3.5741597369999996; 0.131386478; false; 3.712272085; 3.963178004
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-0-rhs.mata;0.07;0.058517;0.020302;0.001125; false;0.083181;0.07;0.053315;0.019986;0.007726;0.005342; false;0.089455;16.87;0.053771;0.01905;0.001025; 17.3019; false; 17.3794;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;6.0; 0.0834; 0.0102;5.1093; 5.1287; False; 5.1287; 5.2228;6.14;0.058879171; 3.198494718; false; 3.202997427; 3.378227091;0.17;0.100344;0.038145;0.046107;0.002072; false;0.192405;0.88;0.0412818;0.0060204; 0.1050780000; False; 0.1129316000; 0.1937164000;8.22;0.085030673;3.6325512250000003; 0.181647148; false; 3.820708141; 4.097980928
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-1-rhs.mata;0.06;0.054341;0.020326;0.001233; false;0.079433;0.09;0.057897;0.022217;0.007924;0.005594; false;0.096928;7.53;0.054692;0.019134;0.001047; 7.72798; false; 7.80658;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;5.22; 0.0864; 0.0104;4.3277; 4.3441; False; 4.3441; 4.4423;5.23;0.050200623; 2.304450961; false; 2.309363625; 2.476548873;0.17;0.104617;0.047479;0.025859;0.00159; false;0.184678;1.31;0.0949661;0.0089394; 0.3204682000; False; 0.3318033000; 0.4823070000;7.64;0.101772275;3.477502486; 0.160060836; false; 3.643858161; 3.915825394
