name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;1.0;0.292295;0.076405;0.508209;0.233342;0.000276; false;1.12665;8.21; 0.307112; 0.074786;0.021717; 4.73959; 4.25101; 0.942557; false; 10.3487;6.78;0.228203;0.050261;0.001634;2.59245;3.79921;0.926591; false;7.60527;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;13.81;0.172004594;6.8482372;0.001340648; false;6.901848833;7.270734123;1.16;0.326547;0.090632;0.000618;0.589283;0.280893;0.000356; false;1.3038;10.12;0.0729068;0.0260167;9.593761;0.0003674; False;9.6233779;9.7603189;TO;0.127121002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;0.86;0.195399;0.060745;0.41944;0.287383;0.000234; false;0.975169;9.61; 0.36454; 0.094573;0.027338; 5.17694; 4.05282; 0.916243; false; 10.648;7.49;0.205628;0.07782;0.002924;2.8549;3.60395;0.773586; false;7.5298;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;17.6;0.153925236;7.31881554;3.6367e-05; false;7.338393973;7.70217954;0.83;0.2466;0.072113;0.000318;0.424292;0.189989;0.000174; false;0.945222;11.28;0.0665438;0.0117925999999999;10.5614833;0.0003728; False;10.5766547;10.703833;TO;0.119681414
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;1.66;0.343975;0.102518;1.05371;0.35173;0.000321; false;1.87437;11.1; 0.36707; 0.089365;0.028439; 7.7403; 4.83704; 1.12184; false; 14.1997;10.02;0.264377;0.064091;0.002225;3.29929;4.77103;1.28552; false;9.69769;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;20.3;0.097513239;9.072320472;3.628e-05; false;9.084335013;9.365677426;1.31;0.313155;0.087912;0.000676;0.747887;0.322261;0.000137; false;1.48749;13.58;0.0721252;0.0124882;13.3248726;0.0003736; False;13.3407685;13.4779026;TO;0.073247271
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;1.74;0.381262;0.092465;2.57554;0.662234;0.000269; false;3.72805;11.09; 0.410132; 0.106113;0.030366999999999998; 6.49207; 4.46537; 1.01869; false; 12.5401;12.53;0.222313;0.066484;0.002198;3.76191;6.12433;1.61834; false;11.8072;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;23.77;0.092899763;10.880976119;4.0167e-05; false;10.893943789;11.210774789;1.55;0.38466;0.093571;0.000718;0.909986;0.379634;0.000183; false;1.78802;16.68;0.0744653;0.0136303;16.5921689;0.0003603; False;16.6099381;16.7484026;TO;0.0763273939999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;1.98;0.504599;0.106731;1.98155;0.707575;0.000168; false;3.3207;13.26; 0.382842; 0.075086;0.017193; 8.56185; 4.84027; 1.29637; false; 15.1834;13.0;0.379963;0.107121;0.00394;4.24942;6.21702;1.62592; false;12.6017;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;26.75;0.15094069;11.461670439;5.6838e-05; false;11.499113586;11.911658837;1.86;0.412397;0.106306;0.000918;1.20653;0.365267;0.000162; false;2.11558;17.17;0.1099356;0.0123935;16.4628714;0.0003755; False;16.4789461;16.6522845;TO;0.110007361
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;2.02;0.251275;0.11454;2.18792;0.836766;0.000418; false;3.41395;16.04; 0.414539; 0.108553;0.018985000000000002; 10.464; 5.6015; 1.55905; false; 18.1857;16.49;0.364274;0.116132;0.00454;5.88324;7.73833;1.73242; false;15.8583;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;30.58;0.189594929;13.213412964;4.7976e-05; false;13.237267485;13.632207285;1.4;0.246989;0.068209;0.000427;0.899165;0.36782;0.000185; false;1.59679;21.23;0.0750518;0.0133109;20.6425019;0.0003664; False;20.6594702;20.7999458;TO;0.091193713
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;2.61;0.457349;0.115352;2.57805;0.851158;0.0006; false;4.02667;19.35; 0.488896; 0.122262;0.032225000000000004; 11.3982; 7.04849; 2.0119; false; 21.1173;15.78;0.437651;0.087455;0.002727;5.0204;7.54985;1.74592; false;14.856;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;34.68;0.101918858;17.521593951;4.8354e-05; false;17.532055007;17.906668677;1.93;0.257152;0.07922;0.000527;1.25667;0.564529;0.000375; false;2.18055;25.37;0.1035631;0.0118190999999999;25.2635868;0.0002826; False;25.2784713;25.445346;TO;0.126011179
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;2.77;0.518212;0.132552;3.25819;0.800049;0.000371; false;4.73827;21.18; 0.550822; 0.127004;0.035768999999999995; 11.7106; 8.48656; 2.13981; false; 23.0671;18.1;0.287389;0.084071;0.002739;5.76083;8.98056;2.38689; false;17.5142;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;40.49;0.175474978;19.054747562;0.000205511; false;19.08836961;19.602213619;2.75;0.488763;0.125553;0.000818;1.77785;0.643384;0.000323; false;3.0649;27.32;0.0477491;0.0097197;27.282259;0.000391; False;27.2945826;27.3838292;TO;0.09123229
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.06;0.045294;0.015581;0.010213;0.005832;2.7e-05; false;0.078756;0.16; 0.042488; 0.015555;0.0018089999999999998; 0.051242; 0.068171; 0.000348; false; 0.181312;0.13;0.040173;0.012484;0.000416;0.024816;0.045911;0.014187; false;0.140915;48.49; 0.1487; 0.0084; 45.7720; 3.0954; 0.0018; False; 48.8695; 49.0274;TO;1.8;0.038114233;0.208455962;5.006e-05; false;0.21777451;0.405626081;0.08;0.05077;0.019018;0.005905;0.004951;0.002836;2.3e-05; false;0.086462;0.97;0.0414296;0.0103878;0.1749954;0.0003838; False;0.1887774;0.2859172;TO;0.042783116
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;2.68;0.413064;0.089795;1.97098;0.811198;0.000537; false;3.30968;21.49; 0.554314; 0.135531;0.04315; 12.0602; 7.88916; 1.94662; false; 22.6492;21.84;0.501357;0.130679;0.0053399999999999;7.44264;10.0924;2.60479; false;20.8;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;42.81;0.131791425;20.374838627;5.9923e-05; false;20.396769088;20.75239052;2.57;0.483742;0.1094;0.000539;1.52763;0.76388;0.000271; false;2.91174;33.83;0.0948075999999999;0.0173464;34.5004266;0.0004836; False;34.5223952;34.6959261;TO;0.128649767
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;0.13;0.079401;0.025946;0.027942;0.018247;3.6e-05; false;0.155325;0.45; 0.084351; 0.031158;0.004793; 0.176565; 0.193698; 0.000652; false; 0.494703;0.39;0.076242;0.023226;0.00072;0.080586;0.158756;0.060147; false;0.404284;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;2.47;0.047135921;0.49737197;3.5167e-05; false;0.505310292;0.724909574;0.13;0.081456;0.026086;0.015065;0.011092;0.007256;2.8e-05; false;0.145333;1.19;0.0265377;0.0060906;0.1981757;0.0002788; False;0.2063572;0.268628;TO;0.0480339699999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;0.19;0.181152;0.040864;0.09485;0.059671;4.7e-05; false;0.38125;0.74; 0.233499; 0.052034;0.005868; 0.799557; 0.371905; 0.001709; false; 1.46849;0.68;0.107021;0.03099;0.000984;0.20815;0.294276;0.083991; false;0.730508;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;3.06;0.053569222;0.894557473;3.2863e-05; false;0.912093465;1.198437138;0.18;0.095438;0.036097;0.034074;0.02216;0.013873;2.8e-05; false;0.205963;1.69;0.0487104;0.0104604;0.6515557;0.0003614; False;0.6652269;0.7807708;TO;0.082459179
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.25;0.344849;0.099725;0.081647;0.03059;3.7e-05; false;0.563269;0.88; 0.081352; 0.026769;0.00446; 0.369302; 0.456768; 0.00065; false; 0.942362;1.14;0.110939;0.038731;0.001253;0.325244;0.509292;0.127923; false;1.11937;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;3.86;0.058713748;1.226349028;3.6541e-05; false;1.234780941;1.450238529;0.25;0.124128;0.041991;0.050763;0.031496;0.019881;3.5e-05; false;0.273522;1.95;0.0500033;0.0109384;0.8558494;0.0003624; False;0.8704803;0.9998206;TO;0.0591111869999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;0.36;0.157964;0.042443;0.151689;0.083835;6.5e-05; false;0.442269;1.59; 0.152283; 0.041334;0.009268; 0.722863; 0.881287; 0.001976; false; 1.81409;1.45;0.087318;0.029264;0.000924;0.42506;0.723897;0.172618; false;1.44413;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;4.99;0.150376883;2.34729981;5.3523e-05; false;2.375076459;2.942995697;0.2;0.111426;0.028048;0.042599;0.025947;0.021837;4.7e-05; false;0.234282;2.63;0.0520584;0.0108322;1.5429313;0.0003612; False;1.5572882;1.6739417;TO;0.068466455
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;0.45;0.182187;0.051554;0.174307;0.105184;0.000138; false;0.521252;2.42; 0.188956; 0.049683;0.011812; 1.27228; 1.13915; 0.001624; false; 2.67078;2.38;0.1772;0.047869;0.0016649999999999;0.658157;1.12059;0.296787; false;2.30934;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;6.2;0.140995672;2.665113285;3.9867e-05; false;2.672980447;3.150810035;0.39;0.167279;0.044198;0.094016;0.067178;0.047792;5.3e-05; false;0.426925;3.02;0.0582144;0.0126654;2.432958;0.0003756; False;2.4490066;2.5894701;TO;0.109881772
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;0.35;0.11792;0.036849;0.168832;0.094994;8.2e-05; false;0.425592;2.52; 0.116509; 0.036839;0.007942; 1.1676; 1.43963; 0.004857; false; 2.77836;2.9;0.13218;0.03555;0.001207;0.909119;1.34474;0.370363; false;2.79941;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;7.4;0.161967067;2.833617845;3.4813e-05; false;2.841596458;3.23109874;0.37;0.195518;0.03234;0.080724;0.049933;0.044173;6.4e-05; false;0.407561;3.89;0.0628168;0.0129919999999999;3.1223321;0.0002777; False;3.1384004;3.2633097;TO;0.08011741
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;0.77;0.235872;0.060545;0.348685;0.182996;0.000244; false;0.840743;4.33; 0.285057; 0.066751;0.012615999999999999; 2.55116; 2.89654; 0.002756; false; 5.82719;3.4;0.207725;0.0449;0.00222;1.28406;1.73925;0.439981; false;3.72785;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;8.96;0.09459539;3.550340352;4.707e-05; false;3.569283402;3.846783591;0.48;0.187096;0.051439;0.12519;0.068247;0.07078;0.000152; false;0.512499;4.82;0.0580098;0.011724;3.9630282;0.0002983; False;3.9779044;4.0969493;TO;0.073355875
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;0.03;0.024229;0.010129;0.002735;0.001552;1.5e-05; false;0.041156;0.06; 0.024624; 0.010508;0.001619; 0.012384; 0.014566; 0.003947; false; 0.069977;0.05;0.025737;0.010421;0.000274;0.00719;0.010604;0.003255; false;0.060606;4.62; 0.0433; 0.0028; 3.3889; 0.2241; 0.0006; False; 3.6137; 3.6601;TO;1.35;0.03789087;0.073761577;2.3907e-05; false;0.081494237;0.305213478;0.02;0.024591;0.009885;0.002065;0.001188;0.000549;1.1e-05; false;0.040585;0.8;0.0271554;0.00683;0.0267397;0.0002629; False;0.0359291;0.1074025;TO;0.0500875009999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;0.79;0.259487;0.070409;0.525182;0.294635;0.000166; false;1.16193;4.97; 0.40491; 0.091526;0.016593999999999998; 2.7568; 2.61648; 0.004346; false; 5.90118;4.6;0.274467;0.078494;0.003011;1.52968;2.17257;0.534673; false;4.60547;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;10.89;0.0837978829999999;5.258197788;4.678e-05; false;5.27751613;5.580734612;0.73;0.242128;0.070081;0.00044;0.330666;0.17749;0.000132; false;0.833751;5.39;0.0628931;0.0104477;4.789753;0.0002444; False;4.803228;4.9280928;TO;0.090440277
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;0.93;0.164995;0.049414;0.991776;0.315721;0.000259; false;1.5322;5.61; 0.226614; 0.066227;0.016780999999999997; 3.39907; 2.68811; 0.005253; false; 6.40999;5.78;0.314374;0.08194;0.003204;2.01234;2.65224;0.737816; false;5.81523;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;12.29;0.113830821;5.02615162;2.3405e-05; false;5.031318936;5.342579447;0.59;0.163349;0.06677;0.000257;0.308303;0.137265;0.000182; false;0.685453;7.0;0.0647485;0.0115917;6.7878905;0.0003816; False;6.8027588;6.9282112;TO;0.100106603
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;1.09;0.307774;0.076592;0.59218;0.244485;0.000175; false;1.23576;8.05; 0.311715; 0.070153;0.020817000000000002; 6.16578; 3.0784; 0.998592; false; 10.6543;7.3;0.416951;0.087243;0.002846;3.57262;3.56664;0.875227; false;8.53527;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;14.57;0.085152158;7.900260491;5.089e-05; false;7.91237147;8.201443352;0.73;0.181676;0.047903;0.000337;0.414598;0.174939;0.000226; false;0.830907;9.34;0.0694071;0.0124138;9.32271;0.0003864; False;9.338465;9.4701283;TO;0.076956673
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;1.61;0.362057;0.10236;1.0201;0.386301;0.000387; false;1.897;9.89; 0.374099; 0.096441;0.027428; 5.71357; 4.04543; 0.82467; false; 11.0965;7.37;0.205367;0.067066;0.002032;2.69681;3.169;0.796171; false;6.94741;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;17.88;0.0949349039999999;7.541526053;4.792e-05; false;7.556184416;7.859424174;1.34;0.324491;0.095125;0.000642;0.817358;0.25334;0.000132; false;1.50789;10.54;0.0801347999999999;0.009285;10.2800532;0.0004229; False;10.2921749;10.4146143;TO;0.162265797
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;1.31;0.327356;0.089466;0.729339;0.309834;0.003661; false;1.47817;10.66; 0.337458; 0.087613;0.019666; 6.64336; 5.30941; 1.05799; false; 13.4672;10.07;0.408161;0.094022;0.003901;4.5775;4.92533;1.04219; false;11.0685;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;20.4;0.098520064;10.504176421;0.00018974; false;10.521934515;10.91502127;0.93;0.207709;0.063376;0.000396;0.524271;0.253615;0.00386; false;1.06723;13.6;0.0515648;0.0087252999999999;13.026956;0.0003463; False;13.0387264;13.1379302;TO;0.135761557
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;1.66;0.253434;0.096797;1.23208;0.428152;0.000413; false;2.03483;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;12.65;0.380995;0.107228;0.004251;4.23426;6.05211;1.45746; false;12.2557;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;22.33;0.150895418;11.146986678;7.8654e-05; false;11.155031452;11.511802475;1.43;0.392742;0.112193;0.000684;0.736201;0.365486;0.000176; false;1.62867;12.78;0.0694000999999999;0.0115513;11.8401559;0.0002753; False;11.8550652;12.0108216;TO;0.119790377
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;1.22;0.259053;0.078218;0.799537;0.431419;0.000342; false;1.58471;14.47; 0.480593; 0.12339;0.03478; 8.93845; 5.1932; 1.28051; false; 16.0704;14.07;0.444173;0.11116;0.004498;4.30758;7.02653;1.74731; false;13.6604;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;28.46;0.222885071;11.29759989;3.9519e-05; false;11.319534912;11.758381481;1.85;0.254964;0.076117;0.000749;1.26671;0.438525;0.000469; false;2.05853;17.38;0.1451986;0.0140153;17.0117304;0.0003838; False;17.0299965;17.2737325;TO;0.153931266
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;2.49;0.459657;0.11551;1.94981;0.702316;0.000684; false;3.25631;16.48; 0.491423; 0.127629;0.032526; 9.44618; 6.74247; 1.81122; false; 18.6679;15.53;0.496319;0.127819;0.004874;5.6177;7.15208;1.78085; false;15.1996;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;30.15;0.23537302;12.980533804;4.4262e-05; false;12.990063057;13.461972721;1.41;0.422405;0.109683;0.000785;0.725448;0.336807;0.000192; false;1.61759;20.62;0.0752706;0.0133662;20.1555697;0.0003467; False;20.1723567;20.3498687;TO;0.081351305
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;2.35;0.480285;0.131496;2.36533;0.685726;0.000505; false;3.69353;19.49; 0.522324; 0.121759;0.037002; 10.0771; 7.74532; 2.36368; false; 20.8839;18.47;0.430931;0.08464;0.0053469999999999;6.15872;8.53769;2.48648; false;17.7189;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;35.83;0.12775643;17.693046786;0.000230704; false;17.733796016;18.123868277;1.83;0.471607;0.116553;0.00111;0.984176;0.439348;0.000357; false;2.04087;21.44;0.047556;0.0089276;21.1006889;0.0004405; False;21.1123577;21.2016249;TO;0.095282569
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;2.44;0.497949;0.124638;1.71075;0.61455;0.000329; false;2.97776;20.85; 0.310156; 0.084383;0.021516; 10.9569; 8.50508; 2.37116; false; 22.2621;20.16;0.289239;0.088508;0.003092;5.79228;10.5918;2.59355; false;19.3737;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;39.07;0.167242445;19.382656026;6.067e-05; false;19.407726654;19.847856369;2.51;0.316075;0.086275;0.000798;1.63169;0.746905;0.000327; false;2.81412;27.88;0.0949338;0.0144201;28.567965;0.0002677; False;28.5858056;28.7472576;TO;0.079510213
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.07;0.049308;0.01576;0.009825;0.006388;1e-06; true;0.083071;0.18; 0.047046; 0.01648;0.0018609999999999998; 0.053038; 0.077025; 4e-06; true; 0.196976;0.14;0.047289;0.015335;0.000364;0.028047;0.050882;0.000431; true;0.145109;51.33; 0.0921; 0.0082; 49.8667; 1.7737; 0.0000; True; 51.6407; 51.7419;TO;1.44;0.036544256;0.197247547;3.143e-05; true;0.205434242;0.356178742;0.07;0.048334;0.015779;0.006015;0.005219;0.00315;2e-06; true;0.080831;1.11;0.0446316;0.010298;0.1552142;0.0001896; True;0.1685288;0.2697415;TO;0.055081583
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;3.08;0.531327;0.144777;2.46248;0.798357;4e-06; true;3.96762;20.83; 0.557554; 0.126763;0.037239999999999995; 12.061; 9.6305; 4e-06; true; 22.4295;18.14;0.48497;0.124816;0.004668;7.17303;10.0421;0.031482; true;17.8787;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;42.21;0.135643632;19.562465905;0.001981854; true;19.601266604;20.022820673;2.37;0.477749;0.119953;0.000956;1.53335;0.514006;3e-06; true;2.67178;32.06;0.0862319;0.0136467;32.9884729;0.0001535; True;33.0051556;33.1386688;TO;0.085002128
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.14;0.072762;0.030174;0.028201;0.021007;4e-06; true;0.157107;0.54; 0.079068; 0.024117;0.004846; 0.188874; 0.268552; 5e-06; true; 0.569038;0.37;0.080791;0.023385;0.00076;0.087833;0.176699;0.002377; true;0.376071;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;2.49;0.0604166639999999;0.444516192;4.7126e-05; true;0.466431375;0.690281711;0.11;0.070219;0.021741;0.015144;0.010698;0.006847;3e-06; true;0.127646;0.98;0.0290963;0.0069872;0.2241532;0.0001724; True;0.2340494;0.3020009;TO;0.047410587
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.11;0.056122;0.018745;0.025802;0.019023;1.4e-05; true;0.122022;0.55; 0.10516; 0.029378;0.006822; 0.240381; 0.213603; 2e-06; true; 0.598992;0.49;0.056375;0.025844;0.000939;0.144154;0.261606;0.002992; true;0.49636;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;3.2;0.057805354;0.975951284;2.657e-05; true;0.999634699;1.387805721;0.16;0.093042;0.026138;0.02558;0.02007;0.012624;3e-06; true;0.181067;1.61;0.0478872;0.0104844;0.7488295;0.0001568; True;0.7623288;0.8697934;TO;0.055702687
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.26;0.125225;0.038148;0.078237;0.048828;3e-06; true;0.295323;1.07; 0.136976; 0.033188;0.004813; 0.460949; 0.518611; 4e-06; true; 1.15856;0.86;0.127417;0.036499;0.001167;0.263181;0.442703;0.005972; true;0.883282;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;3.76;0.075027122;1.251300588;4.2938e-05; true;1.268995828;1.51221283;0.25;0.120127;0.037644;0.052868;0.032514;0.019947;3e-06; true;0.268204;1.67;0.0803038;0.0069692;0.7070865;0.0001238; True;0.7161672;0.8482631;TO;0.060826742
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.33;0.16593;0.042709;0.139588;0.077259;2e-06; true;0.430912;1.83; 0.16392; 0.042844;0.009152; 0.907752; 0.953024; 5e-06; true; 2.08146;1.3;0.154599;0.0446;0.001305;0.434102;0.691644;0.008412; true;1.34066;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;4.72;0.084066843;1.496371623;3.416e-05; true;1.504792418;1.796812703;0.19;0.093612;0.027009;0.042097;0.024097;0.021558;2e-06; true;0.211716;2.45;0.0495716;0.0103526;1.7605094;0.0001867; True;1.7740273;1.8809237;TO;0.067251879
