name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-rhs.mata;0.62;0.146921;0.046012;0.364204;0.139725;0.000117; false;0.705467;4.33; 0.245218; 0.067175;0.015607; 2.64607; 2.07679; 0.001804; false; 5.06019;5.01;0.287764;0.074981;0.002626;1.60466;2.48013;0.528966; false;4.98938;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;10.74;0.126151788;4.093639258;4.8062e-05; false;4.113843612;4.514345829;0.53;0.145534;0.047193;0.000257;0.224538;0.163508;0.000201; false;0.590472;6.24;0.0666381;0.0113502999999999;5.4373882;0.0003746; False;5.4518245;5.6241933;TO;0.092689943
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-rhs.mata;0.78;0.165004;0.063276;0.459858;0.208037;0.000255; false;0.90891;5.7; 0.26979; 0.072268;0.016281; 3.00717; 2.92772; 0.006108; false; 6.30934;4.91;0.157206;0.045871;0.001768;1.56187;2.48015;0.632182; false;4.88604;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;12.12;0.082085875;4.51929899;3.4997e-05; false;4.526413855;4.86118209;0.6;0.165104;0.048328;0.000257;0.325537;0.146172;0.000112; false;0.693276;6.36;0.0685435;0.0121493;5.7683253;0.0003805; False;5.7840124;5.9166891;TO;0.217961482
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-rhs.mata;1.13;0.320933;0.079341;0.638867;0.279685;0.000257; false;1.33611;7.28; 0.192505; 0.078934;0.022010000000000002; 4.36353; 2.76639; 0.770841; false; 8.20544;6.73;0.311255;0.07291;0.002765;2.35367;3.31854;0.770221; false;6.83936;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;15.22;0.149287914;6.586475659;4.95e-05; false;6.60870543;6.993927198;1.13;0.299039;0.08938;0.000601;0.637502;0.230616;0.000347; false;1.27549;9.09;0.0940467;0.0116218;8.7646826;0.0004091; False;8.7795566;8.9365459;TO;0.135348001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-rhs.mata;1.72;0.341334;0.098775;1.58959;0.393886;0.000418; false;2.44814;9.42; 0.416374; 0.101882;0.027597999999999998; 5.08439; 4.15096; 0.89289; false; 10.6909;9.01;0.363656;0.082949;0.003322;3.31076;4.54936;0.939931; false;9.26381;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;17.9;0.11520421;8.367670071;0.000216909; false;8.411633493;8.786988163;1.21;0.34932;0.08388;0.000572;0.633826;0.289739;0.000175; false;1.37229;9.99;0.0719389;0.0126464;9.1002655;0.0003337; False;9.1164475;9.2545026;TO;0.074364653
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-rhs.mata;1.54;0.375846;0.090015;1.71627;0.415216;0.006354; false;2.62382;11.02; 0.463334; 0.091778;0.027566; 6.57039; 4.84112; 1.12549; false; 13.134;8.43;0.360677;0.10374;0.003466;2.90286;3.77729;0.910941; false;8.07344;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;21.02;0.172093036;9.96857935;4.6061e-05; false;9.985493108;10.356450785;0.97;0.240447;0.067097;0.000382;0.495303;0.27527;0.003664; false;1.09785;12.45;0.0408054999999999;0.0079751;12.6727119;0.0004283; False;12.6831694;12.7634292;TO;0.104522527
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-rhs.mata;1.23;0.276267;0.065652;1.19592;0.640232;0.000343; false;2.19586;11.05; 0.418975; 0.099552;0.024306; 6.79288; 3.84756; 1.10481; false; 12.3027;11.17;0.383015;0.090942;0.003368;3.66746;5.30178;1.30392; false;10.7631;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;22.96;0.145146008;11.484830469;0.000564908; false;11.510712456;11.940487985;1.79;0.397017;0.095213;0.000782;1.09929;0.417086;0.000218; false;2.03216;15.16;0.0428847;0.0084873;15.4071694;0.0003914; False;15.4181341;15.5018327;TO;0.15356821
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-rhs.mata;1.87;0.385112;0.104189;1.30795;0.535866;0.000424; false;2.3566;13.52; 0.442403; 0.10485;0.032591; 7.35847; 5.1208; 1.58894; false; 14.665;11.91;0.27366;0.072544;0.002583;3.62215;5.76242;1.68819; false;11.4346;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;26.58;0.1238379779999999;12.067423864;3.1378e-05; false;12.09125523;12.491972942;1.12;0.228551;0.063599;0.00038;0.674222;0.317087;0.000179; false;1.29785;16.19;0.0741299;0.0128663;15.8721678;0.0002787; False;15.888453;16.0284553;TO;0.112806486
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-rhs.mata;1.59;0.276443;0.072009;1.09767;0.535835;0.000194; false;1.99878;14.37; 0.30406; 0.11351;0.034347; 9.19969; 4.82301; 1.73101; false; 16.2231;14.3;0.25366;0.097458;0.002693;4.91347;7.00791;1.48462; false;13.7728;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;31.44;0.093482885;13.373581609;3.4089e-05; false;13.391191157;13.675739502;2.23;0.439195;0.122922;0.001013;1.39807;0.516462;0.000434; false;2.51873;20.8;0.0769256;0.0132157;20.0461222;0.0003478; False;20.0628067;20.2293528;TO;0.077870661
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-rhs.mata;2.22;0.35055;0.117891;2.47582;0.477222;0.000338; false;3.44959;19.33; 0.269936; 0.079587;0.034192; 11.2282; 8.02796; 1.73651; false; 21.397;19.57;0.50083;0.134262;0.005607;6.8078;9.32808;2.30866; false;19.1104;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;35.59;0.104886609;16.33693637;4.5166e-05; false;16.359700296;16.693046533;2.3;0.462265;0.115981;0.00103;1.37237;0.635677;0.000303; false;2.61937;22.49;0.0770488;0.0131462;22.3517897;0.0003551; False;22.3682854;22.5105282;TO;0.100011052
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-rhs.mata;3.26;0.28602;0.088045;2.75635;0.85128;0.000506; false;4.00509;20.4; 0.460981; 0.116447;0.030005999999999998; 11.4227; 7.63861; 2.48887; false; 22.1754;19.83;0.526463;0.127294;0.005351;7.3945;9.47164;1.84968; false;19.3975;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;40.23;0.138853485;19.101375274;5.7327e-05; false;19.125818908;19.547198387;2.24;0.490009;0.141104;0.000888;1.32173;0.51531;0.000245; false;2.49459;27.87;0.0830761999999999;0.0160054;27.1737415;0.0003444; False;27.1935064;27.3428838;TO;0.092006275
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-rhs.mata;0.08;0.053099;0.017639;0.012601;0.007584;3.2e-05; false;0.094108;0.2; 0.052908; 0.016823;0.0030020000000000003; 0.067241; 0.079708; 0.000472; false; 0.222689;0.16;0.044571;0.015666;0.0004579999999999;0.032225;0.059253;0.016882; false;0.172128;47.72; 0.1110; 0.0092; 44.6562; 3.5134; 0.0019; False; 48.1719; 48.2929;TO;1.69;0.030887283;0.182214688;2.9337e-05; false;0.193737987;0.332153224;0.04;0.030967;0.011708;0.004066;0.002419;0.00245;1.2e-05; false;0.053333;1.19;0.0480626;0.0100088;0.1153047;0.0003007; False;0.1284055;0.2405601;TO;0.0607583909999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-rhs.mata;2.26;0.308554;0.090543;1.72882;0.790701;0.000319; false;2.94213;21.72; 0.509007; 0.122449;0.03533; 11.7264; 7.96766; 2.47465; false; 22.855;20.17;0.474785;0.133694;0.004573;6.43979;9.31488;2.73238; false;19.1188;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;42.87;0.17789917;19.124306966;4.5593e-05; false;19.143652095;19.61257358;2.15;0.330123;0.100668;0.000503;1.35491;0.66008;0.000156; false;2.46291;32.35;0.0913683;0.0172791;32.5303585;0.0004133; False;32.5514769;32.7172293;TO;0.082340126
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-rhs.mata;0.08;0.047844;0.019671;0.018921;0.011567;2.4e-05; false;0.101081;0.4; 0.049958; 0.014354;0.003824; 0.15423; 0.196591; 0.000712; false; 0.422303;0.35;0.068841;0.020688;0.000675;0.074569;0.153271;0.042828; false;0.364803;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;2.51;0.05784638;0.545844873;3.6965e-05; false;0.565064321;0.762507497;0.07;0.045558;0.01636;0.011103;0.006289;0.004874;2.1e-05; false;0.086934;1.49;0.0741126;0.0101065999999999;0.3889221;0.0002767; False;0.4023018;0.534331;TO;0.067609523
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-rhs.mata;0.19;0.104183;0.030416;0.049708;0.029713;4.2e-05; false;0.218219;0.71; 0.104706; 0.029456;0.006174; 0.27568; 0.446682; 0.000978; false; 0.867799;0.59;0.058327;0.018912;0.00054;0.098619;0.327854;0.101316; false;0.608701;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;3.05;0.077282075;0.927186248;4.5939e-05; false;0.936158526;1.216149855;0.11;0.063597;0.020815;0.019213;0.010282;0.008632;2e-05; false;0.12524;1.29;0.065761;0.0066914;0.4127701;0.0002713; False;0.4216339;0.5250509;TO;0.054786965
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-rhs.mata;0.3;0.146059;0.043839;0.106658;0.060913;9.9e-05; false;0.364464;1.14; 0.142869; 0.039367;0.008133; 1.22347; 0.554285; 0.001603; false; 1.97545;0.98;0.127925;0.034784;0.001177;0.249408;0.454378;0.115297; false;0.988589;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;3.87;0.050773844;1.117954004;2.8982e-05; false;1.125309453;1.367541831;0.24;0.119678;0.03373;0.046679;0.033732;0.019732;6.8e-05; false;0.258303;1.54;0.034696;0.0068474;0.8236937;0.0002659; False;0.8328725;0.9063241;TO;0.061739107
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;0.35;0.158463;0.038054;0.118201;0.067887;6.6e-05; false;0.388175;1.85; 0.156911; 0.03966;0.009634; 0.934689; 0.815498; 0.001577; false; 1.96487;1.58;0.163591;0.048299;0.001588;0.839211;1.05563;0.211621; false;2.32911;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;5.0;0.095230961;1.653652181;3.5256e-05; false;1.661999222;1.940305042;0.18;0.084245;0.025819;0.042938;0.025363;0.01966;2.9e-05; false;0.201556;2.42;0.0501987;0.0109686;1.6639373;0.0004108; False;1.6782516;1.8186026;TO;0.062482052
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;0.26;0.123419;0.038858;0.15561;0.099269;4.9e-05; false;0.422238;2.22; 0.138747; 0.039641;0.006265; 1.19203; 1.17846; 0.003039; false; 2.56191;2.24;0.174348;0.049463;0.001645;0.646855;1.07665;0.268545; false;2.22486;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;6.26;0.179550847;3.174693658;6.2069e-05; false;3.202554663;3.794765888;0.22;0.098391;0.02843;0.058663;0.034824;0.026948;3.4e-05; false;0.251122;3.46;0.0602412;0.0155405;2.3689714;0.0004041; False;2.3879402;2.5439798;TO;0.142614722
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;0.56;0.211934;0.055483;0.255662;0.146217;9.4e-05; false;0.678376;3.16; 0.208485; 0.057447;0.014270000000000001; 1.8499; 1.45338; 0.003596; false; 3.59497;3.12;0.201921;0.058206;0.002013;0.930525;1.5032;0.35669; false;3.06277;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;7.63;0.079859654;2.730961092;3.7396e-05; false;2.738628669;3.00551646;0.51;0.195511;0.053845;0.137151;0.095935;0.049855;7.3e-05; false;0.540692;4.14;0.1087252;0.0118998;3.3338137;0.000397; False;3.3491206;3.5837785;TO;0.114297641
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;0.7;0.406807;0.070366;0.640857;0.201951;0.000182; false;1.33098;4.02; 0.268165; 0.06157;0.014728000000000002; 2.62274; 2.08574; 0.003723; false; 5.06414;3.66;0.186031;0.042191;0.001364;2.28373;1.70419;0.449999; false;4.67452;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;9.25;0.0945517709999999;3.6497674;5.6495e-05; false;3.665524048;4.023908663;0.36;0.126937;0.0374;0.10974;0.06747;0.042761;4.4e-05; false;0.390164;5.15;0.0578908999999999;0.0119425;4.4423892;0.0003503; False;4.458119;4.5769342;TO;0.12911755
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;0.03;0.037264;0.031613;0.003077;0.001499;2e-05; false;0.076604;0.07; 0.051729; 0.044632;0.0016719999999999999; 0.021355; 0.051719; 0.000213; false; 0.174056;0.05;0.055964;0.039265;0.000289;0.007776;0.012905;0.004589; false;0.124267;4.86; 0.0548; 0.0027; 3.6286; 0.2387; 0.0005; False; 3.8680; 3.9258;TO;1.22;0.034130931;0.047960309;2.0761e-05; false;0.054758253;0.184344199;0.03;0.023532;0.00935;0.001889;0.001203;0.000515;1e-05; false;0.038495;0.98;0.0473201;0.0103968;0.0428518;0.0003633; False;0.0565187;0.2070748;TO;0.043536678
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;0.54;0.1736;0.051204;0.252667;0.129174;0.000275; false;0.621803;5.52; 0.271764; 0.067897;0.018924; 4.26933; 2.58659; 0.002464; false; 7.22855;4.88;0.262259;0.063539;0.0023829999999999;1.55032;2.48918;0.584322; false;4.96059;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;11.02;0.1772213839999999;5.294450701;6.3173e-05; false;5.336387228;6.040190237;0.83;0.240017;0.065574;0.000505;0.415335;0.196124;0.000157; false;0.931353;5.86;0.0904948;0.0139011;5.4567824;0.0004453; False;5.475332;5.66565;TO;0.081287785
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;0.87;0.273492;0.05093;0.702964;0.346821;0.000118; false;1.38347;6.36; 0.369017; 0.078696;0.019443000000000002; 3.55421; 3.33739; 0.002096; false; 7.37113;5.79;0.298771;0.06642;0.002551;2.1726;2.86917;0.652236; false;6.07151;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;13.38;0.147277508;5.234190906;2.9609e-05; false;5.249290727;5.626811553;0.64;0.156158;0.050061;0.000309;0.306858;0.211465;0.000269; false;0.735238;7.39;0.1117802;0.0114864999999999;6.8817391;0.0002787; False;6.9149639;7.0958086;TO;0.144041753
