name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_780.0.mata;0.08; 0.066733; 0.009571; 0.002337; 0.000158; 0.000129; false; 0.08641
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_785.0.mata;0.08; 0.071482; 0.009202; 0.001223; 0.000115; 8.2e-05; false; 0.090161
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_788.0.mata;0.04; 0.040219; 0.007133; 0.001283; 0.000104; 4.6e-05; false; 0.053865
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_807.0.mata;0.08; 0.072153; 0.011591; 0.002503; 0.000166; 0.000128; false; 0.094487
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_817.0.mata;0.04; 0.040524; 0.007521; 0.001559; 0.000173; 4.6e-05; false; 0.054777
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_870.0.mata;0.07; 0.06393; 0.010554; 0.002054; 0.000137; 0.000109; false; 0.083946
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_887.0.mata;0.02; 0.019094; 0.004563; 0.001033; 8.4e-05; 2.4e-05; false; 0.02728
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_927.0.mata;0.03; 0.029382; 0.004857; 0.000829; 6.6e-05; 5.1e-05; false; 0.03857
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_947.0.mata;0.08; 0.06492; 0.011142; 0.001776; 7e-05; 0.000111; false; 0.084997
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1478.0.mata;0.17; 0.158818; 0.018123; 0.000666; 5.2e-05; 9e-05; false; 0.192819
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1735.0.mata;0.0; 0.005937; 0.000965; 0.000117; 1.5e-05; 1.1e-05; false; 0.007837
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1757.0.mata;0.18; 0.165991; 0.01711; 0.000759; 5e-05; 9.5e-05; false; 0.199057
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2147.0.mata;0.01; 0.010923; 0.001692; 0.000209; 2.3e-05; 1.9e-05; false; 0.014269
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2175.0.mata;0.07; 0.071759; 0.006985; 0.000278; 2.6e-05; 4.2e-05; false; 0.085715
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2715.0.mata;0.21; 0.190233; 0.017412; 0.000776; 5.7e-05; 9.4e-05; false; 0.223691
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2746.0.mata;2.46; 2.13223; 0.382661; 0.002352; 6.3e-05; 0.000867; false; 2.71043
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_278.0.mata;0.15; 0.153451; 0.019888; 0.000612; 5.1e-05; 0.000103; false; 0.18933
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_287.0.mata;3.79; 3.60401; 0.334269; 0.002293; 6.7e-05; 0.000754; false; 4.11863
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3227.0.mata;0.15; 0.139513; 0.012595; 0.000559; 3.9e-05; 7.4e-05; false; 0.163812
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_367.0.mata;2.67; 2.05292; 0.55649; 0.004523; 0.000124; 0.001377; false; 2.94006
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3872.0.mata;0.0; 0.005913; 0.001011; 0.000132; 1.6e-05; 1.2e-05; false; 0.007944
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_557.0.mata;3.39; 3.10982; 0.374384; 0.002351; 7.6e-05; 0.000714; false; 3.69966
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_597.0.mata;5.27; 4.87799; 0.579375; 0.003921; 0.000107; 0.001283; false; 5.7996
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_73.0.mata;0.0; 0.006011; 0.00088; 0.000156; 2.7e-05; 1.2e-05; false; 0.007926
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_847.0.mata;0.0; 0.003274; 0.000471; 8.9e-05; 1.2e-05; 8e-06; false; 0.00435
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_874.0.mata;0.0; 0.003163; 0.000551; 7.1e-05; 1e-05; 7e-06; false; 0.004282
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_876.0.mata;0.01; 0.007904; 0.000988; 0.000107; 1.5e-05; 1.2e-05; false; 0.009905
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/ARI056_1.mata;0.0; 0.000145; 4.8e-05; 1.2e-05; 6e-06; 1e-06; false; 0.000318
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/ARI083_1.mata;0.0; 0.000373; 0.000115; 8.8e-05; 1e-05; 8e-06; false; 0.000757
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/ARI590_1.mata;0.0; 0.000269; 5e-05; 1e-05; 4e-06; 2e-06; false; 0.000472
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/ARI591_1.mata;0.0; 0.000401; 8.6e-05; 1.5e-05; 5e-06; 2e-06; false; 0.000698
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM868_1.mata;0.0; 0.000134; 4.1e-05; 3.4e-05; 5e-06; 1e-06; false; 0.000317
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM869_1.mata;0.0; 0.000115; 2.9e-05; 1.1e-05; 4e-06; 1e-06; false; 0.000256
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM870_1.mata;0.0; 0.000175; 4.1e-05; 1.2e-05; 3e-06; 1e-06; false; 0.000332
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM871_1.mata;0.0; 0.000517; 9.7e-05; 3.3e-05; 6e-06; 1e-06; false; 0.000809
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM874_1.mata;0.0; 0.000114; 2.7e-05; 1.3e-05; 3e-06; 1e-06; false; 0.000246
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM896_1.mata;0.0; 0.000623; 0.000223; 8.7e-05; 1.6e-05; 2.5e-05; false; 0.00117
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM897_1.mata;0.0; 0.000337; 0.00012; 5.6e-05; 9e-06; 4e-06; false; 0.000686
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM898_1.mata;0.0; 0.000377; 9.9e-05; 7.9e-05; 9e-06; 5e-06; false; 0.000734
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM899_1.mata;0.0; 0.000698; 0.000192; 8.3e-05; 1.6e-05; 8e-06; false; 0.001181
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM915_1.mata;0.0; 0.000214; 4.3e-05; 1.2e-05; 4e-06; 1e-06; false; 0.000386
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM916_1.mata;0.0; 0.000223; 4.4e-05; 1.1e-05; 3e-06; 1e-06; false; 0.000378
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM917_1.mata;0.0; 0.000208; 5.4e-05; 1.2e-05; 3e-06; 1e-06; false; 0.000379
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/tptp/NUM918_1.mata;0.0; 0.000208; 4.4e-05; 1.2e-05; 3e-06; 1e-06; false; 0.000368
