name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-rhs.mata;0.35; 0.171406; 0.072147; 0.000548; 0.114359; true; 0.37428
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-rhs.mata;0.57; 0.330265; 0.121164; 0.001024; 0.133804; true; 0.607919
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-rhs.mata;0.38; 0.268167; 0.068455; 0.000501; 0.076328; true; 0.426327
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-rhs.mata;0.35; 0.179736; 0.082239; 0.000615; 0.096643; true; 0.376857
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-rhs.mata;0.55; 0.3204; 0.11236; 0.000971; 0.138055; true; 0.594268
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;1.74; 1.23802; 0.373632; 0.001351; 0.195305; true; 1.87388
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;3.59; 1.78406; 0.636376; 0.003013; 1.24678; true; 3.78156
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-rhs.mata;3.12; 0.460945; 0.169443; 0.014157; 2.50612; true; 3.17314
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-rhs.mata;2.73; 0.259437; 0.128887; 0.008827; 2.35849; true; 2.77301
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-rhs.mata;15.93; 0.4392; 0.247439; 0.000961; 15.2691; true; 15.9872
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-rhs.mata;0.05; 0.026098; 0.013585; 0.014205; 0.000514; true; 0.057242
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-rhs.mata;0.07; 0.040799; 0.017308; 0.022244; 0.00083; true; 0.084768
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-rhs.mata;0.04; 0.026626; 0.013848; 0.012428; 0.000421; true; 0.055972
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-rhs.mata;0.06; 0.038396; 0.016538; 0.020091; 0.000776; true; 0.07899
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-rhs.mata;0.07; 0.036157; 0.017234; 0.021091; 0.000769; true; 0.078437
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-rhs.mata;0.07; 0.039556; 0.017657; 0.021256; 0.000889; true; 0.082767
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-rhs.mata;0.03; 0.019284; 0.010686; 0.009857; 0.000267; true; 0.041998
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-rhs.mata;0.03; 0.020528; 0.010833; 0.010368; 0.000281; true; 0.043958
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-rhs.mata;0.03; 0.020752; 0.011562; 0.010614; 0.000299; true; 0.045332
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-rhs.mata;0.04; 0.022392; 0.011788; 0.011383; 0.000358; true; 0.048042
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-rhs.mata;0.03; 0.021214; 0.011025; 0.010973; 0.000291; true; 0.045516
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-rhs.mata;0.04; 0.021982; 0.011438; 0.010291; 0.000309; true; 0.046092
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-rhs.mata;0.04; 0.025452; 0.012881; 0.012275; 0.000431; true; 0.053507
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-rhs.mata;0.04; 0.022398; 0.011858; 0.011399; 0.000311; true; 0.048109
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-rhs.mata;0.04; 0.02533; 0.012649; 0.01108; 0.000439; true; 0.051846
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-rhs.mata;0.75; 0.575091; 0.172951; 0.002011; 0.020666; true; 0.807722
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-rhs.mata;0.31; 0.221356; 0.09145; 0.012104; 0.005844; true; 0.348648
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-rhs.mata;0.32; 0.221934; 0.091832; 0.014405; 0.006121; true; 0.354181
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-rhs.mata;0.34; 0.229289; 0.097637; 0.022754; 0.006052; true; 0.376118
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-rhs.mata;0.59; 0.395811; 0.168962; 0.002131; 0.02336; true; 0.63635
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-rhs.mata;0.32; 0.224654; 0.07943; 0.017248; 0.005752; true; 0.342596
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-rhs.mata;0.36; 0.230085; 0.098902; 0.026476; 0.007503; true; 0.387672
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-rhs.mata;0.59; 0.418155; 0.143876; 0.033938; 0.011; true; 0.639012
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-rhs.mata;0.36; 0.233132; 0.102431; 0.026956; 0.008017; true; 0.394636
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-rhs.mata;0.49; 0.392381; 0.100428; 0.023722; 0.006206; true; 0.542765
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-rhs.mata;0.41; 0.239952; 0.130853; 0.037941; 0.012527; true; 0.449473
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-rhs.mata;0.46; 0.351764; 0.102416; 0.022572; 0.005783; true; 0.505864
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-rhs.mata;0.57; 0.417954; 0.15543; 0.023559; 0.006263; true; 0.624287
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-rhs.mata;0.5; 0.403958; 0.097675; 0.019057; 0.005025; true; 0.545915
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-rhs.mata;0.36; 0.235605; 0.108839; 0.024706; 0.006932; true; 0.400354
