name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06042.mata;0.09;0.057955;0.036574;0.000196;0.000184; false;0.102124;0.22;0.05858;0.02758;0.128512;0.005299;0.00537; false;0.230592;0.16;0.031175;0.001483;0.126751;0.001502;0.001096; false;0.165908;2.24; 0.0683; 0.0547; 1.2586; 1.2630; 0.0075; 0.0139; False; 1.2845; 1.4082;1.6; 0.0883; 0.0338; 0.5114; 0.5233; 0.0001; False; 0.5235; 0.6465;2.12;0.199187688;0.109381392;2.8513e-05; false;0.130188252;0.606924072;0.12;0.055597; 0.037075; 0.035306; 0.000165; 8.5e-05; false; 0.136727;0.89;0.077244;0.0112266;0.0956182;0.0001983; False;0.109482;0.2702826;3.0;0.177289231;0.783007906;0.05524081;0.001595403; false;0.845846381;1.232839395
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06076.mata;0.0;0.004457;0.002592;0.000236;0.00015; false;0.009465;0.03;0.004374;0.002385;0.016541;0.007927;0.00725; false;0.039301;0.02;0.004298;0.000311;0.006518;0.00315;0.002471; false;0.018452;1.26; 0.0143; 0.0086; 0.0412; 0.0466; 0.0076; 0.0060; False; 0.0603; 0.0836;1.32; 0.0156; 0.0057; 0.0104; 0.0265; 0.0001; False; 0.0267; 0.0485;1.1;0.050261969;0.056052249;6.572e-05; false;0.063538588;0.261853918;0.01;0.004434; 0.003917; 0.003295; 0.000357; 0.000279; false; 0.014345;0.86;0.0392339;0.0093606;0.0557836;0.0002842; False;0.0679628;0.1781037;1.84;0.0430346;0.189597313;0.139259518;0.002431227; false;0.363850504;0.602885559
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06210.mata;0.01;0.008638;0.001147;8.1e-05;5e-05; false;0.011627;0.02;0.009125;0.004363;0.006939;0.002841;0.002883; false;0.027441;0.02;0.008822;0.000476;0.003182;0.001568;0.000955; false;0.017175;1.12; 0.0213; 0.0096; 0.0115; 0.0133; 0.0030; 0.0023; False; 0.0187; 0.0501;1.12; 0.0235; 0.0174; 0.0146; 0.0287; 0.0001; False; 0.0289; 0.0702;1.36;0.042074903;0.011365728;5.9913e-05; false;0.0183545;0.19297434;0.02;0.008808; 0.01676; 0.000955; 7e-05; 6.7e-05; false; 0.028764;0.78;0.0308733;0.0094512;0.0067267;0.0001803; False;0.0236693;0.1637273;1.74;0.051327184;0.112655682;0.096283013;0.002151231; false;0.218061493;0.45371925
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06234.mata;0.01;0.015424;0.001923;0.000152;4.2e-05; false;0.020429;0.04;0.015553;0.007663;0.009726;0.003932;0.004151; false;0.042918;0.03;0.015767;0.000904;0.00478;0.002146;0.00166; false;0.028203;1.22; 0.0303; 0.0180; 0.0427; 0.0562; 0.0145; 0.0261; False; 0.0969; 0.1456;1.29; 0.0590; 0.0252; 0.0089; 0.0190; 0.0001; False; 0.0191; 0.1037;1.19;0.090123382;0.01316736;2.9747e-05; false;0.020522109;0.306721075;0.07;0.020496; 0.047366; 0.001056; 8.9e-05; 3.2e-05; false; 0.072961;0.89;0.0680417;0.0106383;0.0075146;0.000223; False;0.0211448;0.1677881;1.9;0.043202955;0.225412056;0.098676779;0.002139621; false;0.332666309;0.529615776
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06244.mata;0.01;0.014634;0.001238;0.00011;4.1e-05; false;0.018809;0.03;0.014493;0.007226;0.004907;0.001802;0.001677; false;0.032001;0.02;0.014926;0.000792;0.00359;0.001525;0.000894; false;0.024708;1.22; 0.0304; 0.0194; 0.0286; 0.0304; 0.0026; 0.0037; False; 0.0369; 0.0871;0.96; 0.0164; 0.0071; 0.0046; 0.0074; 0.0001; False; 0.0075; 0.0314;1.23;0.052159961;0.013563388;3.2498e-05; false;0.024236612;0.235860223;0.05;0.007594; 0.040617; 0.001482; 0.000107; 5.7e-05; false; 0.051519;0.87;0.0392103;0.006938;0.005464;0.0001625; False;0.0141895;0.1043789;1.59;0.107825507;0.173846554;0.039902161;0.002137459; false;0.222355447;0.596268799
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06295.mata;0.01;0.00811;0.000589;6.2e-05;2.4e-05; false;0.010235;0.03;0.015158;0.007403;0.005095;0.001991;0.001699; false;0.033251;0.02;0.013464;0.000856;0.0038;0.001623;0.001034; false;0.023941;1.18; 0.0188; 0.0147; 0.0315; 0.0330; 0.0022; 0.0048; False; 0.0400; 0.0739;1.18; 0.0208; 0.0083; 0.0091; 0.0153; 0.0001; False; 0.0155; 0.0451;1.29;0.043645095;0.034177718;2.8036e-05; false;0.041570998;0.336286781;0.06;0.022329; 0.03739; 0.001341; 0.000152; 5.5e-05; false; 0.064562;0.9;0.0858737;0.0100092;0.044258;0.0002209; False;0.0574265;0.2445394;1.77;0.062408258;0.181737086;0.092725604;0.010831681; false;0.29206607;0.518890411
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06296.mata;0.06;0.049903;0.008436;0.000489;7.4e-05; false;0.067493;0.16;0.052956;0.031958;0.045216;0.015986;0.017646; false;0.169819;0.08;0.051386;0.003099;0.01718;0.003489;0.003481; false;0.085365;1.75; 0.0903; 0.0582; 0.4827; 0.4995; 0.0162; 0.0377; False; 0.5535; 0.7028;1.12; 0.0547; 0.0250; 0.0469; 0.0652; 0.0001; False; 0.0653; 0.1458;2.31;0.308988307;0.268623836;3.2969e-05; false;0.290037102;0.988376375;0.17;0.054325; 0.100652; 0.009157; 0.000471; 9e-05; false; 0.172988;0.95;0.0947533;0.0060373;0.0706215;0.0001577; False;0.0783646;0.24007;3.23;0.100665296;0.456900383;0.167563366;0.002574835; false;0.633748005;1.09689441
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06368.mata;0.0;0.000737;0.000519;6.7e-05;4.5e-05; false;0.001992;0.01;0.000813;0.000523;0.003772;0.001422;0.001479; false;0.008454;0.01;0.00079;7.9e-05;0.002196;0.001411;0.000731; false;0.006556;1.24; 0.0076; 0.0010; 0.0056; 0.0073; 0.0022; 0.0011; False; 0.0106; 0.0195;1.08; 0.0074; 0.0018; 0.0019; 0.0047; 0.0001; False; 0.0048; 0.0141;1.03;0.039118831;0.015404972;5.0463e-05; false;0.032516692;0.195219794;0.0;0.000537; 0.000819; 0.000312; 5.6e-05; 3e-05; false; 0.002087;0.89;0.0405455;0.0095849;0.0484428;0.0001916; False;0.0607071;0.1433662;1.29;0.034664876;0.146478026;0.048735235;0.002589115; false;0.208961114;0.313285516
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06421.mata;0.02;0.022752;0.003283;0.00028;0.00019; false;0.030957;0.07;0.022588;0.011713;0.017945;0.007995;0.007814; false;0.070792;0.04;0.019702;0.001248;0.008354;0.00485;0.003846; false;0.041687;1.35; 0.0236; 0.0535; 0.0660; 0.0739; 0.0102; 0.0128; False; 0.0970; 0.1747;1.28; 0.0333; 0.0157; 0.0141; 0.0351; 0.0001; False; 0.0353; 0.0853;1.61;0.134852074;0.052597838;3.5279e-05; false;0.072418836;0.482050497;0.22;0.023633; 0.193106; 0.003645; 0.000318; 0.000209; false; 0.225604;0.92;0.0498656;0.0089227;0.0416242;0.0002963; False;0.0532136;0.1740235;2.15;0.078002747;0.183066818;0.087208023;0.002514895; false;0.279820174;0.612851281
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06476.mata;19.74;15.9284;4.41775;0.000629;0.000219; false;21.4257;28.14;9.36428;16.0729;2.60609;0.017752;0.018376; false;28.6133;31.2;16.4896;7.66398;8.1037;0.006789;0.00693; false;32.8311;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;49.83; 17.2751; 5.6092; 31.2913; 31.3076; 0.0001; False; 31.3078; 54.2683;17.39;8.144708093;0.782327295;3.2518e-05; false;0.789098633;12.552735694;15.4;11.0878; 0.011978; 4.67722; 0.000491; 0.000158; false; 16.7327;9.23;6.4745866;0.0100514;1.1000508;0.0001621; False;1.1127874;9.6307237;30.84;15.827146302;8.295141921;0.118090013;0.002168821; false;8.442536552;28.356686754
