name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-uni;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-rhs.mata;0.2;0.160558;0.052845;0.000316;0.000485;0.000137; false;0.221968;0.34;0.264444;0.070926;0.017213;0.004319;0.005761;0.006202; false;0.377082;0.32;0.253925;0.070501;0.00234;0.002703;0.005005;0.004141; false;0.348954;2.56;0.4247;0.1472;0.598;0.007;0.1373; False;0.7424;1.3155;TO;1.77;0.112036442;0.006225464;2.521e-05; false;0.020730464;0.386955464;0.21;0.188473;0.044098;0.00029;0.00027;0.000115; false;0.240429;1.21;0.0787534;0.0139501;0.0186482;0.0002518; False;0.0358948;0.188371;TO;0.1006713079999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-rhs.mata;0.32;0.286169;0.068645;0.000584;0.0005;8.4e-05; false;0.366116;0.39;0.327969;0.076819;0.0190429999999999;0.004732;0.006145;0.00656; false;0.450676;0.31;0.307882;0.067419;0.002445;0.002748;0.005189;0.00448; false;0.399463;2.7;0.513;0.1751;0.7515;0.0143;0.1658; False;0.9316;1.6214;TO;1.86;0.084924908;0.007500582;2.8903e-05; false;0.018469208;0.265173975;0.33;0.283913;0.070075;0.000621;0.000535;8.8e-05; false;0.365007;1.34;0.0650552;0.0110682;0.0112788;0.0003859; False;0.0253865;0.1513976;TO;0.101060808
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-rhs.mata;0.38;0.321136;0.078886;0.000764;0.000669;0.000144; false;0.41353;0.44;0.319786;0.089458;0.022051;0.006463;0.009377;0.010745; false;0.469323;0.39;0.317653;0.076115;0.002817;0.003188;0.006324;0.005636; false;0.420043;2.22;0.3571;0.1179;0.485;0.0042;0.1184; False;0.6076;1.0838;TO;2.22;0.098905355;0.027167681;3.7549e-05; false;0.055685405;0.425755354;0.35;0.296033;0.081309;0.000723;0.00052;8.9e-05; false;0.389114;1.11;0.0708383;0.0127245;0.0119137;0.0003512; False;0.0279757;0.161295;TO;0.116721562
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-rhs.mata;0.38;0.337627;0.065352;0.000827;0.000641;0.000101; false;0.41727;0.44;0.386973;0.102898;0.023898;0.005693;0.006841;0.008093; false;0.545942;0.42;0.515094;0.089201;0.003214;0.003651;0.006716;0.006164; false;0.636362;3.24;0.5694;0.2434;1.032;0.0095;0.2297; False;1.2713;2.0861;TO;2.02;0.086972858;0.008844646;4.2615e-05; false;0.016193138;0.306332124;0.41;0.332755;0.091712;0.000827;0.001183;0.000118; false;0.442983;1.46;0.0877701;0.0113649;0.0069154;0.0002419; False;0.021419;0.194763;TO;0.107664136
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-rhs.mata;0.41;0.34869;0.095934;0.000934;0.000779;0.000177; false;0.461746;0.54;0.378954;0.109803;0.031886;0.009704;0.015724;0.016209; false;0.579892;0.47;0.383436;0.098533;0.002876;0.003212;0.006839;0.006761; false;0.517905;2.21;0.326;0.1508;0.6636;0.005;0.1401; False;0.8088;1.287;TO;2.14;0.157549705;0.011291516;4.3653e-05; false;0.020012694;0.467329664;0.25;0.207251;0.063171;0.000402;0.000372;7.2e-05; false;0.279064;1.43;0.0637323;0.0088431;0.0076933;0.0002566; False;0.018902;0.1230002;TO;0.18698842
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-rhs.mata;0.45;0.445172;0.096168;0.00098;0.000983;0.000141; false;0.558097;0.5;0.403122;0.095318;0.02646;0.006635;0.009154;0.010092; false;0.562519;0.54;0.466109;0.121567;0.004249;0.005401;0.009863;0.008702; false;0.635171;3.75;0.6646;0.3206;1.3626;0.0104;0.3184; False;1.6915;2.6787;TO;1.75;0.0987632599999999;0.009745267;2.6681e-05; false;0.016462855;0.31855621;0.46;0.384094;0.091435;0.000933;0.000964;0.000162; false;0.491695;1.51;0.0701413;0.0130848;0.0122615;0.0003596; False;0.0285429;0.1674081;TO;0.138530394
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-rhs.mata;0.43;0.386716;0.076141;0.000482;0.000621;0.000104; false;0.475836;0.57;0.417545;0.111109;0.031378;0.007636;0.011605;0.012908; false;0.605449;0.54;0.431891;0.107885;0.004106;0.003783;0.008436;0.007773; false;0.578229;4.11;0.7124;0.3602;1.4948;0.0127;0.3822; False;1.8899;2.9643;TO;2.1;0.124582273;0.036939621;2.7794e-05; false;0.125429867;0.658852851;0.29;0.239303;0.070916;0.000451;0.000553;8.2e-05; false;0.320996;1.3;0.067282;0.0162807;0.0129357;0.0004107; False;0.0328072;0.1464768;TO;0.080510559
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-rhs.mata;0.55;0.526954;0.119439;0.001074;0.001015;0.000162; false;0.667947;0.62;0.523548;0.113761;0.033054;0.008221;0.012039;0.01355; false;0.721698;0.6;0.531037;0.128167;0.005319;0.005029;0.010779;0.009892; false;0.708248;3.54;0.7114;0.417;1.0627;0.0062;0.2159; False;1.2848;2.4146;TO;2.41;0.130091581;0.013780632;2.8493e-05; false;0.034449854;0.478152225;0.51;0.440908;0.110721;0.000994;0.001666;0.00032; false;0.573967;1.3;0.050378;0.0108267;0.0088452;0.0003213; False;0.0223535;0.1190914;TO;0.077328411
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-rhs.mata;0.45;0.403514;0.080565;0.000527;0.000612;0.000112; false;0.496668;0.4;0.285556;0.080623;0.022274;0.006681;0.010527;0.008946; false;0.426948;0.6;0.480462;0.115412;0.004678;0.004507;0.01001;0.009354; false;0.640679;3.48;0.4438;0.2644;1.3215;0.007;0.3644; False;1.693;2.4034;TO;2.64;0.1876342899999999;0.012514918;4.1296e-05; false;0.031203494;0.467248253;0.35;0.265507;0.091136;0.001124;0.00136;0.000221; false;0.381035;1.44;0.0808849;0.0152667;0.014425;0.0003511; False;0.033113;0.1825679;TO;0.132150826
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-rhs.mata;0.61;0.497182;0.130724;0.00137;0.002062;0.000304; false;0.653047;0.67;0.506853;0.122037;0.03611;0.009051;0.013551;0.015383; false;0.718574;0.62;0.498478;0.116218;0.004885;0.00445;0.010279;0.010377; false;0.66123;5.07;0.8187;0.5184;2.1939;0.013;0.5097; False;2.7167;4.0557;TO;2.39;0.112465846;0.014921587;3.0069e-05; false;0.022686127;0.350022312;0.56;0.474705;0.125584;0.000748;0.00109;0.000176; false;0.620352;1.77;0.1494094;0.015546;0.0551395;0.0003687; False;0.0739891;0.3452393;TO;0.087607313
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-rhs.mata;0.06;0.055266;0.018637;0.000135;9.6e-05;3.2e-05; false;0.076872;0.07;0.056783;0.021412;0.0032329999999999;0.000935;0.000832;0.000669; false;0.086583;0.07;0.056181;0.022134;0.0005269999999999;0.001608;0.001885;0.000868; false;0.088553;1.34;0.0824;0.0079;0.0244;0.0012;0.0055; False;0.0312;0.1219;TO;0.96;0.028465397;0.002237715;3.3365e-05; false;0.007416156;0.148973226;0.05;0.050294;0.017518;0.000123;0.000148;5.5e-05; false;0.071016;0.99;0.0270745999999999;0.0066376;0.0059666;0.0001517; False;0.0146339;0.0857986;TO;0.048281318
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-rhs.mata;0.47;0.411293;0.08428;0.000615;0.00094;0.000163; false;0.511473;0.72;0.528344;0.126092;0.042057;0.010709;0.01737;0.016874; false;0.760728;0.38;0.299707;0.088573;0.002966;0.002715;0.006538;0.006164; false;0.41789;4.17;0.4605;0.3775;1.4944;0.014;0.5718; False;2.0803;2.921;TO;2.8;0.204010484;0.030836622;2.8084e-05; false;0.03750227;0.552017408;0.5;0.408332;0.123655;0.001175;0.001322;0.000236; false;0.556047;1.34;0.0629596;0.0089174;0.0159741;0.0002441; False;0.0269613;0.1460233;TO;0.127638576
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-rhs.mata;0.09;0.079122;0.024516;0.000208;0.000215;5e-05; false;0.10793;0.1;0.079174;0.024482;0.00447;0.00121;0.000949;0.000972; false;0.114238;0.1;0.082254;0.024294;0.000827;0.001514;0.002098;0.001295; false;0.117063;1.49;0.1349;0.0163;0.0905;0.002;0.0137; False;0.1063;0.258;TO;1.33;0.071278458;0.00442011;2.6718e-05; false;0.016218138;0.290744489;0.09;0.080571;0.021351;0.000204;0.00021;4.9e-05; false;0.106144;0.92;0.0479093;0.0116607999999999;0.009433;0.0003784; False;0.0245652;0.1308851;TO;0.053883373
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-rhs.mata;0.06;0.056595;0.017971;0.000124;9e-05;3.8e-05; false;0.077247;0.07;0.057344;0.024919;0.003362;0.000911;0.000725;0.000773; false;0.090241;0.07;0.058064;0.019281;0.000579;0.001044;0.00145;0.00095; false;0.084648;1.47;0.1439;0.0233;0.0865;0.0022;0.0203; False;0.1092;0.277;TO;1.44;0.146536773;0.005789639;2.664e-05; false;0.031818649;0.351749958;0.1;0.101688;0.016612;0.000124;0.000107;3.9e-05; false;0.12136;0.86;0.0328867;0.0290399;0.0331232;0.000373; False;0.066086;0.1451006;TO;0.065148952
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-rhs.mata;0.15;0.13198;0.038474;0.000327;0.000205;8.5e-05; false;0.176863;0.16;0.129408;0.035025;0.0078149999999999;0.002165;0.002177;0.002198; false;0.18302;0.16;0.129411;0.03252;0.001189;0.001767;0.002816;0.001973; false;0.174872;1.65;0.1846;0.0404;0.1566;0.004;0.0351; False;0.1958;0.4216;TO;1.44;0.057507709;0.004621785;2.9321e-05; false;0.011063767;0.219942743;0.1;0.086183;0.024846;0.000185;0.000283;8.9e-05; false;0.115685;1.26;0.0918646;0.0112357999999999;0.0094891;0.0003425; False;0.023826;0.1762577;TO;0.083256887
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;0.18;0.154564;0.040722;0.000369;0.000289;8.8e-05; false;0.2018;0.19;0.152711;0.037729;0.009108;0.002306;0.002182;0.002161; false;0.210437;0.19;0.155785;0.038058;0.0014559999999999;0.002013;0.00324;0.002565; false;0.209084;1.84;0.2528;0.057;0.2228;0.0042;0.05; False;0.2772;0.5878;TO;1.65;0.0634992269999999;0.005060673;2.5435e-05; false;0.011560823;0.241881877;0.19;0.163216;0.044078;0.000368;0.000303;9.1e-05; false;0.21438;1.15;0.0500845;0.0114338;0.010059;0.0003719; False;0.0246825;0.1312485;TO;0.088980172
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;0.22;0.18436;0.045241;0.000436;0.000311;0.000104; false;0.236939;0.23;0.185318;0.047974;0.011739;0.003325;0.003894;0.004167; false;0.262068;0.21;0.173563;0.046535;0.001762;0.002229;0.003875;0.003053; false;0.238236;1.95;0.3308;0.0747;0.3028;0.0046;0.0667; False;0.3741;0.7805;TO;1.4;0.060582727;0.010211913;2.5637e-05; false;0.022765438;0.229937617;0.12;0.101583;0.032827;0.000205;0.00017;6.8e-05; false;0.138804;1.24;0.1055647;0.0122078;0.0105245;0.0004457; False;0.0266897;0.2015113;TO;0.118813346
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;0.24;0.211659;0.051001;0.000504;0.000364;0.000114; false;0.271226;0.28;0.217193;0.056204;0.012743;0.003309;0.004007;0.004494; false;0.303872;0.25;0.207852;0.048196;0.00184;0.002208;0.004027;0.003294; false;0.274293;2.03;0.2882;0.0835;0.3268;0.0059;0.0804; False;0.4133;0.786;TO;1.67;0.115922513;0.005292522;4.3562e-05; false;0.02583471;0.369130501;0.15;0.126229;0.037519;0.000255;0.000218;7.7e-05; false;0.168815;1.13;0.0577003;0.0118802;0.0102926;0.0003487; False;0.0257881;0.139995;TO;0.100015597
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;0.27;0.238852;0.061847;0.000587;0.000456;0.000136; false;0.310587;0.31;0.236796;0.057123;0.014857;0.003653;0.004814;0.005099; false;0.329103;0.28;0.237031;0.057616;0.00213;0.002513;0.004421;0.003827; false;0.315078;2.29;0.4035;0.1206;0.4872;0.0058;0.1928; False;0.686;1.2114;TO;1.78;0.084668236;0.006112142;2.8287e-05; false;0.012765593;0.254303316;0.27;0.22603;0.059555;0.00048;0.000375;0.00012; false;0.293942;1.21;0.0560556;0.0161666;0.0238993;0.0003669; False;0.0433766;0.1900293;TO;0.079347194
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;0.02;0.025775;0.009944;8.9e-05;4e-05;1.9e-05; false;0.037942;0.03;0.025568;0.010057;0.001539;0.000355;0.000294;0.000302; false;0.039934;0.03;0.025855;0.010203;0.000279;0.00106;0.001172;0.000462; false;0.042263;1.21;0.0475;0.0031;0.0078;0.0006;0.0019; False;0.0104;0.0614;TO;1.13;0.031457896;0.002341735;3.333e-05; false;0.012598484;0.164847799;0.02;0.015153;0.007107;3.9e-05;2.7e-05;1.1e-05; false;0.024012;0.95;0.0407061;0.0091767;0.0071155;0.0001644; False;0.0189185;0.1157688;TO;0.036252883
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;0.33;0.267249;0.076555;0.000657;0.000585;0.00017; false;0.355464;0.26;0.22135;0.041468;0.009345;0.00264;0.003782;0.004364; false;0.288111;0.28;0.216308;0.068011;0.002336;0.002726;0.005373;0.005386; false;0.312016;2.56;0.4146;0.1491;0.6292;0.0069;0.136; False;0.7722;1.3371;TO;1.8;0.069296975;0.006472843;2.6785e-05; false;0.025774873;0.266844441;0.23;0.208878;0.039388;0.000316;0.000294;9.7e-05; false;0.254501;1.28;0.1077467;0.012143;0.0111371;0.0003661; False;0.026466;0.2165488;TO;0.085283855
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;0.19;0.162287;0.047615;0.000336;0.000442;7.2e-05; false;0.218052;0.23;0.161125;0.055958;0.011532;0.002591;0.003545;0.0035; false;0.244824;0.19;0.155181;0.041143;0.001503;0.001784;0.003313;0.002845; false;0.211744;2.16;0.4364;0.1742;0.5274;0.0038;0.1081; False;0.6393;1.2511;TO;1.45;0.088468161;0.004814976;1.7592e-05; false;0.015621676;0.301502766;0.34;0.287057;0.069015;0.000682;0.000637;9e-05; false;0.367548;1.42;0.070834;0.0138544;0.0117241;0.0004042; False;0.0289605;0.1645786;TO;0.246426622
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;0.39;0.325328;0.084669;0.000902;0.001174;0.000193; false;0.428578;0.41;0.316571;0.077133;0.021484;0.005205;0.006548;0.007123; false;0.443478;0.39;0.317234;0.074924;0.0028929999999999;0.003044;0.005885;0.005337; false;0.419366;2.95;0.5071;0.2123;0.8948;0.0081;0.2021; False;1.105;1.8257;TO;2.3;0.15414797;0.009229311;4.2016e-05; false;0.051950923;0.476768275;0.27;0.194306;0.084461;0.000776;0.001102;0.000186; false;0.294969;1.44;0.1151935;0.0146381999999999;0.0110482;0.0029586; False;0.0314679;0.2172603;TO;0.0706710909999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;0.25;0.199635;0.063245;0.00088;0.000927;0.000122; false;0.280159;0.45;0.342625;0.092957;0.024631;0.007766;0.00885;0.009187; false;0.496901;0.42;0.35068;0.080466;0.003186;0.00337;0.006776;0.00631; false;0.4623;2.39;0.3013;0.1626;0.6377;0.0093;0.2364; False;0.8835;1.3488;TO;2.08;0.16156648;0.022797761;4.4558e-05; false;0.053788577;0.516520372;0.24;0.192372;0.059448;0.00043;0.000609;7.6e-05; false;0.263653;1.4;0.0436596;0.0073403999999999;0.0065181;0.0002186; False;0.0159108;0.1196667;TO;0.1020726679999999
