name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-uni;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;0.26;0.214924;0.060688;0.000879;0.000714;0.000106; false;0.288522;0.3;0.206257;0.063024;0.016416;0.005343;0.008292;0.009283; false;0.318523;0.47;0.375123;0.094726;0.003662;0.003595;0.007795;0.007359; false;0.505944;3.19;0.4843;0.273;1.2749;0.0096;0.3075; False;1.5921;2.3513;TO;2.15;0.08612786;0.00938096;2.9092e-05; false;0.016710159;0.304848866;0.34;0.312682;0.054166;0.000414;0.000526;9e-05; false;0.376241;1.39;0.0741112;0.0148681;0.0129456;0.0003795; False;0.0347008;0.1820294;TO;0.114727428
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;0.46;0.394438;0.097483;0.001065;0.001273;0.000158; false;0.51092;0.5;0.404638;0.059243;0.0282229999999999;0.008228;0.012422;0.011521; false;0.536897;0.5;0.393553;0.102644;0.004469;0.005085;0.009519;0.009145; false;0.543028;3.13;0.619;0.3265;0.8028;0.0051;0.1601; False;0.9681;1.9147;TO;2.08;0.135613588;0.010385355;2.9494e-05; false;0.018654317;0.454109306;0.46;0.39329;0.096494;0.000898;0.000651;0.000107; false;0.50506;1.58;0.0989726;0.0133966;0.0127675;0.0004101; False;0.0295925;0.1926301;TO;0.076378878
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;0.5;0.430117;0.104522;0.001031;0.000923;0.000149; false;0.555593;0.56;0.422785;0.107969;0.029856;0.008078;0.012809;0.01288; false;0.608009;0.53;0.431243;0.104274;0.004044;0.003863;0.00805;0.007709; false;0.574984;3.39;0.441;0.2196;1.596;0.0122;0.3702; False;1.9785;2.6406;TO;2.24;0.098652705;0.012766341;3.6424e-05; false;0.020862579;0.337781229;0.4;0.2985;0.114121;0.001025;0.001009;0.000193; false;0.433472;1.47;0.0743457;0.0138549;0.0127746;0.0003968; False;0.030037;0.1686707;TO;0.1038903489999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;0.57;0.458521;0.136963;0.001202;0.001188;0.000214; false;0.623287;0.58;0.451465;0.105957;0.032243;0.007965;0.011861;0.01392; false;0.636746;0.58;0.448196;0.121193;0.005194;0.005598;0.012831;0.012848; false;0.626182;4.4;0.7401;0.4173;1.7308;0.0132;0.4094; False;2.1535;3.3129;TO;2.28;0.102090438;0.012812358;3.0435e-05; false;0.020766792;0.31340977;0.32;0.257506;0.076622;0.000543;0.000759;0.000126; false;0.346495;1.83;0.0950519;0.0174081;0.0351844;0.0004315; False;0.0566535;0.2220378;TO;0.0843377959999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;0.57;0.479771;0.118614;0.001225;0.001451;0.000218; false;0.622972;0.63;0.482038;0.117594;0.034222;0.008737;0.01309;0.014693; false;0.685289;0.6;0.480142;0.115544;0.00517;0.004902;0.010223;0.010133; false;0.645724;4.24;0.513;0.2488;1.8379;0.0133;0.4807; False;2.332;3.0965;TO;2.6;0.16327739;0.034159591;2.7202e-05; false;0.042130304;0.427839353;0.55;0.484714;0.10559;0.000572;0.000767;0.000119; false;0.604398;1.6;0.1227391999999999;0.0154992;0.0140214;0.0003879; False;0.0328907;0.2041997;TO;0.118655803
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;0.59;0.495801;0.119868;0.001275;0.001233;0.000191; false;0.637318;0.65;0.500819;0.116038;0.0369759999999999;0.008863;0.013082;0.015304; false;0.706432;0.62;0.486838;0.130719;0.005157;0.004657;0.010896;0.011209; false;0.668224;4.95;0.7971;0.5087;2.1132;0.0135;0.5242; False;2.651;3.9597;TO;2.94;0.185469954;0.014236017;2.5574e-05; false;0.032015814;0.539959859;0.45;0.366862;0.103626;0.001251;0.001445;0.00024; false;0.496094;1.59;0.0720695;0.0095871;0.0169976;0.0003181; False;0.0291778;0.1433785;TO;0.137309703
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.06;0.054693;0.016483;0.000134;8.1e-05;3.2e-05; false;0.073796;0.06;0.05199;0.016068;0.002867;0.000701;0.000626;0.000608; false;0.075001;0.06;0.052097;0.016418;0.000489;0.001286;0.001597;0.00082; false;0.076234;1.45;0.0867;0.0083;0.0263;0.0013;0.0063; False;0.034;0.1295;TO;1.33;0.0599923329999999;0.024247699;4.1061e-05; false;0.031999116;0.215331249;0.03;0.02847;0.011923;8.3e-05;4.6e-05;2e-05; false;0.042127;0.99;0.0519426;0.0097551;0.0081849;0.0002745; False;0.0212061;0.1342805;TO;0.089436913
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;0.64;0.53903;0.135621;0.001351;0.001441;0.00027; false;0.699434;0.71;0.520099;0.128428;0.038862;0.010057;0.01419;0.017302; false;0.745553;0.63;0.520894;0.12206;0.005673;0.005152;0.012174;0.01223; false;0.698906;5.49;0.8433;0.5691;2.522;0.0141;0.564; False;3.1001;4.5147;TO;2.71;0.241823166;0.014807654;6.3115e-05; false;0.040014895;0.633192002;0.57;0.473748;0.135279;0.001254;0.001289;0.000161; false;0.632512;1.59;0.0998384;0.030371;0.0308959;0.0003684; False;0.064775;0.2424684;TO;0.124182086
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;0.09;0.079119;0.023579;0.000201;0.000163;4.6e-05; false;0.10677;0.09;0.076928;0.021817;0.004421;0.001048;0.000931;0.00097; false;0.108862;0.06;0.053508;0.013758;0.000474;0.001018;0.001253;0.000719; false;0.074042;1.4;0.1344;0.0161;0.0569;0.0019;0.0133; False;0.0722;0.2232;TO;1.16;0.037913622;0.003458852;3.0989e-05; false;0.011062477;0.184148207;0.04;0.042079;0.012511;8.8e-05;7.4e-05;2.8e-05; false;0.056584;1.22;0.0480299;0.0112167999999999;0.0091396;0.0003449; False;0.0236624;0.1330652;TO;0.097913538
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;0.07;0.056673;0.017849;0.000119;9.3e-05;3.8e-05; false;0.077205;0.07;0.056234;0.01914;0.00353;0.001023;0.000985;0.000902; false;0.084409;0.07;0.05803;0.018503;0.000543;0.00104;0.001416;0.000963; false;0.08392;1.66;0.1696;0.0268;0.1005;0.0025;0.0229; False;0.126;0.323;TO;1.38;0.046128705;0.0038927;2.7921e-05; false;0.010280233;0.224285704;0.13;0.105638;0.035509;0.000261;0.00025;5.8e-05; false;0.146808;1.17;0.0529724;0.012316;0.0099205;0.0004727; False;0.0264094;0.1479109;TO;0.0548473499999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.16;0.131284;0.033397;0.000299;0.000196;7.4e-05; false;0.170109;0.16;0.128701;0.032234;0.006299;0.001914;0.001509;0.001521; false;0.176108;0.16;0.129377;0.030163;0.001125;0.00176;0.002161;0.001179; false;0.1707;1.82;0.2603;0.0406;0.1529;0.0045;0.0342; False;0.1918;0.4934;TO;1.24;0.045122878;0.004379427;4.8806e-05; false;0.035985875;0.24498166;0.15;0.130001;0.034717;0.000286;0.000209;7.3e-05; false;0.17025;1.15;0.0499057;0.0114113;0.0099362;0.0003714; False;0.025203;0.1723719;TO;0.071085945
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;0.19;0.159347;0.044452;0.000432;0.000432;0.0001; false;0.211713;0.12;0.085369;0.033247;0.008457;0.002434;0.00278;0.002414; false;0.139328;0.16;0.149677;0.024659;0.000809;0.001113;0.001815;0.001488; false;0.183296;1.7;0.2553;0.0562;0.2673;0.0038;0.0468; False;0.318;0.6303;TO;1.6;0.064826925;0.005008897;2.4162e-05; false;0.011926279;0.226215083;0.11;0.092874;0.030707;0.00017;0.000216;6.6e-05; false;0.128553;1.12;0.0536776;0.0221589;0.0103151;0.0003912; False;0.0357153;0.1630011;TO;0.105457798
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;0.12;0.097333;0.02761;0.0002;0.000184;6.9e-05; false;0.129371;0.12;0.096354;0.041115;0.006724;0.001802;0.001448;0.00147; false;0.155007;0.2;0.301764;0.047596;0.00149;0.025784;0.006655;0.002648; false;0.400993;1.86;0.3077;0.0665;0.297;0.0047;0.0848; False;0.3865;0.7618;TO;1.76;0.090159913;0.006916072;4.0269e-05; false;0.020947397;0.305758181;0.2;0.170063;0.049189;0.000362;0.000296;0.000103; false;0.226169;1.28;0.0570169;0.0124351;0.0108587;0.0003741; False;0.0267585;0.1479007;TO;0.068094975
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;0.13;0.112705;0.032917;0.00024;0.000209;7.6e-05; false;0.150529;0.14;0.112911;0.03349;0.0068319999999999;0.002083;0.002355;0.002336; false;0.163778;0.17;0.139153;0.033634;0.001165;0.00145;0.002572;0.001964; false;0.185256;2.18;0.4004;0.0961;0.3848;0.0052;0.0871; False;0.4773;0.9748;TO;1.64;0.092378144;0.005292953;4.3588e-05; false;0.012978462;0.256295831;0.15;0.128269;0.039208;0.000229;0.000256;8.3e-05; false;0.172669;1.28;0.0542946;0.0072575999999999;0.0064435;0.0002367; False;0.015865;0.1577513;TO;0.110118623
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;0.28;0.238918;0.06128;0.00073;0.000923;0.000239; false;0.314147;0.31;0.243112;0.058187;0.015587;0.003899;0.005503;0.006; false;0.339471;0.29;0.236414;0.057996;0.0021349999999999;0.002551;0.004858;0.004125; false;0.316119;2.23;0.3639;0.1223;0.5187;0.0066;0.1135; False;0.639;1.1265;TO;1.48;0.085544329;0.00617104;2.7527e-05; false;0.019311241;0.327543935;0.28;0.230958;0.066392;0.00057;0.000463;0.000141; false;0.307963;1.34;0.0606725999999999;0.0137096;0.0103613;0.0002839; False;0.0270128;0.1548824;TO;0.0833032119999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;0.03;0.024865;0.010409;7.7e-05;4.8e-05;1.7e-05; false;0.037414;0.03;0.02471;0.009818;0.001511;0.00033;0.000292;0.000289; false;0.038794;0.03;0.024956;0.010113;0.00025;0.00095;0.001042;0.000431; false;0.040626;1.05;0.0999;0.0027;0.0064;0.0006;0.0016; False;0.0087;0.1116;TO;1.17;0.058004539;0.002331883;3.0645e-05; false;0.009563605;0.174760037;0.02;0.025877;0.009575;6.6e-05;4e-05;1.6e-05; false;0.037439;0.85;0.0286004999999999;0.0076438999999999;0.0052155;0.0001822; False;0.0154036;0.1067383;TO;0.070733733
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;0.3;0.260339;0.064186;0.000629;0.000718;0.000169; false;0.337043;0.35;0.266182;0.070233;0.01669;0.004168;0.005946;0.0069; false;0.380355;0.32;0.535599;0.077527;0.003657;0.005985;0.006181;0.003894; false;0.645823;2.03;0.3961;0.1411;0.3296;0.0038;0.077; False;0.4105;0.9489;TO;1.54;0.116915597;0.006277677;2.6041e-05; false;0.012218504;0.41711077;0.22;0.195486;0.047398;0.000304;0.00026;0.000101; false;0.249514;1.34;0.0663171;0.0115047999999999;0.0105109;0.0003455; False;0.025184;0.1887727;TO;0.095502958
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;0.35;0.295359;0.074707;0.000714;0.000725;0.000101; false;0.38237;0.38;0.286042;0.07472;0.0185229999999999;0.004673;0.006276;0.006287; false;0.405007;0.35;0.287808;0.071344;0.0025729999999999;0.002918;0.00539;0.004756; false;0.38407;2.44;0.4198;0.2111;0.7467;0.0079;0.1947; False;0.9494;1.5949;TO;1.89;0.0784651869999999;0.011357552;2.7051e-05; false;0.018394276;0.257321553;0.2;0.163622;0.055129;0.000357;0.000537;9.3e-05; false;0.227311;1.07;0.0660899;0.011936;0.0112381;0.0002574; False;0.0262345;0.1544961;TO;0.086829775
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;0.37;0.31222;0.075977;0.000781;0.000714;0.000108; false;0.401596;0.44;0.521419;0.08852;0.024988;0.006767;0.010632;0.011971; false;0.677532;0.38;0.520116;0.090802;0.004546;0.004448;0.0071;0.005136; false;0.646843;2.97;0.4808;0.2029;0.8763;0.0082;0.2018; False;1.0864;1.7716;TO;1.57;0.092118542;0.008028713;2.6352e-05; false;0.014906164;0.262640636;0.38;0.312384;0.080705;0.000881;0.001727;0.000292; false;0.413743;1.12;0.0790846;0.0159901;0.012283;0.0003854; False;0.0322818;0.179911;TO;0.103395068
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;0.42;0.348691;0.091569;0.000867;0.000803;0.000141; false;0.456552;0.45;0.34795;0.083364;0.022762;0.005808;0.007726;0.008393; false;0.486469;0.41;0.337156;0.081652;0.00315;0.003239;0.006657;0.006066; false;0.449313;2.97;0.5591;0.1555;0.9595;0.0087;0.2974; False;1.2657;1.9817;TO;2.08;0.104060573;0.008576641;2.6077e-05; false;0.015607628;0.323559562;0.41;0.344989;0.085782;0.000817;0.000953;0.000176; false;0.445797;1.25;0.0876332;0.0137666;0.0123265;0.0006922; False;0.0301112;0.2068016;TO;0.083363412
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;0.44;0.374438;0.091811;0.001279;0.000867;0.00015; false;0.484388;0.43;0.364121;0.057945;0.0135529999999999;0.004048;0.005786;0.006301; false;0.458742;0.24;0.196792;0.056277;0.001983;0.002121;0.004396;0.003929; false;0.273418;3.49;0.62;0.2783;1.1376;0.0093;0.2719; False;1.4189;2.3191;TO;2.16;0.154251673;0.009412422;3.9453e-05; false;0.041598788;0.36693177;0.42;0.348642;0.087705;0.001046;0.001381;0.000167; false;0.455345;1.47;0.0964609;0.0139135;0.012737;0.0003712; False;0.0300738;0.2038049;TO;0.142451693
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;0.26;0.217409;0.063861;0.000444;0.000753;0.000119; false;0.293367;0.3;0.218133;0.063137;0.0168849999999999;0.00495;0.00808;0.007604; false;0.32837;0.27;0.215886;0.065537;0.002107;0.002254;0.004527;0.004024; false;0.30303;3.84;0.607;0.3504;1.3673;0.0108;0.3416; False;1.7198;2.6948;TO;1.7;0.128470552;0.011208976;7.649e-05; false;0.019850265;0.337679774;0.28;0.226538;0.076415;0.00043;0.000657;0.000105; false;0.314539;1.57;0.044411;0.0092214999999999;0.0273082;0.0002898; False;0.0388035;0.1242773;TO;0.155505522
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;0.48;0.416006;0.10079;0.001008;0.001007;0.00015; false;0.534861;0.55;0.423042;0.096986;0.0296729999999999;0.007476;0.008817;0.010686; false;0.589195;0.51;0.415033;0.093289;0.004321;0.003895;0.010146;0.008826; false;0.550326;4.09;0.6669;0.4214;1.5605;0.0115;0.3603; False;1.9324;3.0223;TO;1.98;0.164453706;0.023777155;5.4093e-05; false;0.044517121;0.445672578;0.46;0.405215;0.083883;0.000514;0.00047;7.8e-05; false;0.501987;1.17;0.0966945;0.0143963;0.0132537;0.0003724; False;0.031035;0.225635;TO;0.098966213
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;0.55;0.459269;0.117993;0.001122;0.001153;0.000233; false;0.599891;0.6;0.458855;0.110893;0.032311;0.008259;0.012125;0.013458; false;0.649645;0.56;0.452718;0.115521;0.004455;0.004057;0.009128;0.008798; false;0.609985;4.32;0.6376;0.4325;1.7826;0.0138;0.4161; False;2.2126;3.2847;TO;2.19;0.124066409;0.013752443;2.6629e-05; false;0.02131562;0.401839584;0.3;0.250124;0.075063;0.000495;0.00068;9e-05; false;0.336732;1.65;0.0807737;0.0154130999999999;0.0143246;0.0004077; False;0.0333934;0.2165315;TO;0.078056008
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;0.54;0.460528;0.109183;0.001108;0.001125;0.00017; false;0.58967;0.63;0.477163;0.10913;0.035495;0.008356;0.012745;0.014018; false;0.671124;0.57;0.474531;0.104916;0.004757;0.00428;0.009203;0.008723; false;0.621006;4.75;0.7224;0.4581;1.92;0.0125;0.452; False;2.3846;3.5671;TO;2.76;0.19745747;0.025292047;5.7504e-05; false;0.044063378;0.605050089;0.57;0.485081;0.116056;0.001199;0.001634;0.000166; false;0.628493;1.62;0.0897696;0.0236731;0.0296401;0.0003715; False;0.0655724;0.2196858;TO;0.159072316
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;0.61;0.503873;0.127798;0.001192;0.001207;0.00018; false;0.656445;0.65;0.503405;0.119181;0.0362269999999999;0.009117;0.013994;0.015983; false;0.714201;0.62;0.502578;0.118471;0.004876;0.004435;0.010038;0.009996; false;0.669091;2.96;0.4092;0.2667;1.1417;0.0069;0.2669; False;1.4157;2.0929;TO;2.11;0.121271193;0.013530322;2.9818e-05; false;0.021621919;0.340264994;0.45;0.378019;0.099225;0.000574;0.00093;0.000163; false;0.494313;1.73;0.0853337;0.0163035;0.047569;0.0004731; False;0.0675269;0.2384611;TO;0.142728259
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.06;0.051792;0.015753;0.000127;7.7e-05;3.1e-05; false;0.070016;0.06;0.052172;0.017088;0.003118;0.000877;0.000897;0.000708; false;0.077196;0.07;0.054068;0.017722;0.000579;0.001565;0.001914;0.000925; false;0.081337;1.48;0.09;0.0084;0.0271;0.0013;0.0063; False;0.0349;0.1336;TO;1.26;0.071465186;0.00468916;3.3949e-05; false;0.011913943;0.241114119;0.06;0.052142;0.015717;0.000127;8.1e-05;3.1e-05; false;0.070458;1.13;0.0491891;0.0115033;0.009349;0.0003681; False;0.0243681;0.1385672;TO;0.038919633
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;0.63;0.526378;0.128914;0.001383;0.001207;0.000188; false;0.679097;0.7;0.534049;0.126824;0.038744;0.008752;0.011849;0.013409; false;0.74946;0.65;0.52128;0.127552;0.005489;0.004657;0.01208;0.011351; false;0.700475;5.17;0.8835;0.5016;2.3413;0.0137;0.6243; False;2.9794;4.3673;TO;2.73;0.207001885;0.024512032;4.0677e-05; false;0.034328313;0.612713442;0.41;0.3056;0.12551;0.00057;0.000963;0.000194; false;0.448589;1.69;0.1043282;0.0167926;0.0291367;0.0003595; False;0.0493643;0.2236675;TO;0.121703188
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.09;0.077847;0.022423;0.000194;0.000117;4.3e-05; false;0.103781;0.09;0.067989;0.02534;0.004901;0.001276;0.001186;0.001155; false;0.105163;0.1;0.078374;0.022944;0.000754;0.001438;0.001938;0.001229; false;0.110926;1.1;0.0772;0.0082;0.0306;0.001;0.0067; False;0.0383;0.124;TO;1.43;0.064025999;0.003297541;2.5269e-05; false;0.016210365;0.228997937;0.09;0.076011;0.024899;0.000161;0.000119;4e-05; false;0.104418;1.1;0.0470549;0.0105344999999999;0.0090466;0.0003361; False;0.0228349;0.1303168;TO;0.056925545
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.12;0.10312;0.027887;0.000252;0.000161;6.5e-05; false;0.135365;0.13;0.104983;0.027492;0.006063;0.001523;0.001312;0.001274; false;0.145897;0.12;0.100151;0.026747;0.000971;0.001589;0.002297;0.001619; false;0.138007;1.58;0.1673;0.0263;0.1307;0.0025;0.0226; False;0.156;0.3503;TO;1.5;0.112416726;0.003723415;3.2654e-05; false;0.010598289;0.293249478;0.11;0.104738;0.025127;0.000236;0.000152;5.6e-05; false;0.133848;1.08;0.0746618;0.0111286;0.0091113;0.0003052; False;0.0233238;0.1612232;TO;0.054289499
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.15;0.12764;0.035789;0.000335;0.00033;8.3e-05; false;0.169673;0.16;0.131398;0.032874;0.0078;0.002129;0.002151;0.002035; false;0.182588;0.16;0.130438;0.03265;0.001163;0.001756;0.002662;0.001958; false;0.175735;1.19;0.1666;0.0278;0.0794;0.0024;0.0181; False;0.1;0.295;TO;1.55;0.13295304;0.005011173;3.8996e-05; false;0.01234807;0.331977984;0.15;0.131268;0.034902;0.000296;0.000194;7.1e-05; false;0.171429;1.16;0.0355169;0.0075704;0.0064508;0.0002507; False;0.0164565;0.0920319;TO;0.0487600159999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.17;0.158049;0.039214;0.000352;0.000272;8.7e-05; false;0.203554;0.2;0.161006;0.039799;0.009417;0.002498;0.00239;0.002652; false;0.222496;0.19;0.155869;0.038656;0.00142;0.00198;0.003144;0.002522; false;0.209806;1.8;0.2638;0.0483;0.2308;0.0038;0.0489; False;0.2836;0.5963;TO;1.62;0.0605550439999999;0.005352669;3.8263e-05; false;0.012226398;0.211581206;0.1;0.086373;0.024898;0.000185;0.000139;5.7e-05; false;0.115115;1.14;0.0530277;0.011022;0.0100814;0.0003556; False;0.0243071;0.140388;TO;0.078759442
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.14;0.106371;0.039589;0.000405;0.000357;0.000104; false;0.153287;0.13;0.103572;0.02981;0.006101;0.001857;0.002154;0.002212; false;0.149254;0.13;0.099514;0.033701;0.001083;0.00143;0.002364;0.001775; false;0.144715;1.31;0.1664;0.0384;0.1962;0.0039;0.0352; False;0.2353;0.4406;TO;1.72;0.14010515;0.006275855;3.0295e-05; false;0.025037873;0.341678668;0.18;0.135445;0.046974;0.000408;0.000379;0.000102; false;0.19023;1.26;0.0629832;0.0121564;0.0106961;0.0003726; False;0.0261494;0.1514006;TO;0.118710849
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;0.13;0.112136;0.029818;0.000239;0.000192;7.8e-05; false;0.146554;0.27;0.207932;0.051979;0.013284;0.003689;0.00449;0.004697; false;0.292312;0.27;0.205853;0.054732;0.002025;0.002428;0.004412;0.003663; false;0.280754;2.23;0.3404;0.0959;0.3854;0.0051;0.087; False;0.4776;0.9151;TO;1.61;0.091787248;0.005928088;2.4914e-05; false;0.012561287;0.284978617;0.24;0.207213;0.054723;0.00049;0.000328;0.000117; false;0.271612;1.25;0.0512973;0.0120314;0.010775;0.0017375; False;0.0275026;0.1454225;TO;0.141771923
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;0.2;0.151582;0.057656;0.000566;0.000467;0.000141; false;0.218848;0.33;0.248115;0.071533;0.016356;0.004419;0.006435;0.006617; false;0.361226;0.25;0.20606;0.061969;0.002277;0.003046;0.005049;0.004266; false;0.291307;1.44;0.1986;0.0621;0.2501;0.0031;0.0564; False;0.3096;0.5709;TO;1.83;0.106224317;0.012938344;2.9904e-05; false;0.02998965;0.33243466;0.23;0.220106;0.035925;0.000258;0.000238;8.7e-05; false;0.261777;1.29;0.0537093;0.0144845;0.0103109;0.0003544; False;0.0278474;0.1395155;TO;0.069300415
