name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-concat;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;java-brics-runtime;java-brics-construction;java-brics-concat;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-concat;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11038-1.mata;0.08;0.000324;0.0222769999999999;0.019276;0.0043; false;0.086501;0.39;0.00033;4.6e-05;0.166602;0.161715;0.079821; false;0.419041;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.32;0.009549434;0.238484712;2.1234e-05; false;0.249107752;0.339165099;0.09;0.000343;0.020845;0.017211;0.020198;0.006155; false;0.103832
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11038-2.mata;0.09;0.000385;0.026121;0.02268;0.005205; false;0.100231;0.48;0.000374;4.5e-05;0.205139;0.2028889999999999;0.100182; false;0.521339;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.81;0.01102585;0.368876653;2.3915e-05; false;0.387449281;0.465837449;0.08;0.000333;0.0199759999999999;0.012255;0.019065;0.004498; false;0.088244
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11080-1.mata;0.26;0.001465;0.086568;0.029592;0.003612; false;0.280124;0.65;0.001493;0.00011;0.2666849999999999;0.28803;0.115223; false;0.684508;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.56;0.020772382;0.259574308;2.888e-05; false;0.269771415;0.374480824;0.43;0.001413;0.219419;0.055521;0.033819;0.002939; false;0.454913
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-1.mata;0.0;8e-05;0.0005839999999999;0.000542;0.000121; false;0.002517;0.01;8.1e-05;1e-05;0.005268;0.003815;0.001686; false;0.012235;2.47; 0.0066; 0.0001;1.2549000000000001;0.014499999999999999; 0.0856; False; 1.3552; 1.3630;0.97;0.006170365;0.017559074;2.608e-05; false;0.028746449;0.108765325;0.04;6e-05;0.049877;0.000284;0.000205;4.7e-05; false;0.051295
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-2.mata;0.08;0.000386;0.027393;0.01231;0.002339; false;0.096708;0.35;0.000417;3e-05;0.125745;0.149365;0.084497; false;0.367816;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.1;0.018130967;0.155535184;2.5062e-05; false;0.164233211;0.258352229;0.26;0.00068;0.112035;0.035081;0.021571;0.004439; false;0.261407
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-3.mata;0.0;6.3e-05;0.000303;0.000329;7.5e-05; false;0.001464;0.0;5.9e-05;1.4e-05;0.003123;0.002343;0.000955; false;0.007497;2.41; 0.0067; 0.0001;1.2447;0.0142; 0.0820; False; 1.3414; 1.3493;0.93;0.005670705;0.021054324;2.5716e-05; false;0.032537909;0.108777185;0.04;5.5e-05;0.049726;0.000289;0.000203;4.9e-05; false;0.051152
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-4.mata;0.38;0.002122;0.1301379999999999;0.032662;0.005251; false;0.393617;0.67;0.002203;0.000145;0.24747;0.302065;0.151633; false;0.713257;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.27;0.02246694;0.183174757;2.5384e-05; false;0.192884536;0.301588638;0.43;0.001098;0.1194119999999999;0.090287;0.0371299999999999;0.005517; false;0.445773
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11254-1.mata;0.07;0.000438;0.026761;0.0070739999999999;0.001351; false;0.082804;0.24;0.000833;6e-05;0.09178;0.105455;0.054742; false;0.257487;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;0.89;0.015324436;0.065222272;3.8035e-05; false;0.075966256;0.155873678;0.76;0.000991;0.6602140000000001;0.0262659999999999;0.010855;0.002698; false;0.762119
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-1.mata;0.0;7.9e-05;0.000596;0.000534;0.000129; false;0.002463;0.01;8.7e-05;1e-05;0.005359;0.003876;0.00166; false;0.012362;1.56; 0.0047; 0.0001;0.5401;0.0072; 0.0420; False; 0.5895; 0.5950;0.73;0.005237829;0.014666396;1.8516e-05; false;0.024854952;0.089375569;0.08;9.8e-05;0.086309;0.000557;0.0003769999999999;7.8e-05; false;0.088832
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-2.mata;0.65;0.004059;0.240844;0.0479809999999999;0.00611; false;0.695852;1.09;0.004322;0.000263;0.397578;0.523787;0.261457; false;1.19976;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.15;0.028093595;0.156728013;2.6446e-05; false;0.165950308;0.295911421;0.59;0.002133;0.1661079999999999;0.117128;0.042781;0.005191; false;0.603452
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-3.mata;0.0;5.3e-05;0.00032;0.000318;8.5e-05; false;0.001433;0.01;9.2e-05;9e-06;0.005185;0.003665;0.001573; false;0.011883;1.37; 0.0047; 0.0000;0.5569999999999999;0.0074; 0.0430; False; 0.6075; 0.6130;0.71;0.005099284;0.016058091;2.125e-05; false;0.026213069;0.091249871;0.06;7.8e-05;0.066187;0.000411;0.000274;5.7e-05; false;0.068155
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-4.mata;0.51;0.002267;0.163037;0.045185;0.006974; false;0.534853;0.96;0.002188;0.000123;0.333891;0.4608259999999999;0.248257; false;1.05595;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.21;0.02252276;0.143155629;1.9242e-05; false;0.151321822;0.285685293;0.96;0.004087;0.285191;0.213559;0.0807539999999999;0.00736; false;1.00017
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11468-1.mata;0.0;9.9e-05;0.001979;0.001137;0.000106; false;0.006823;0.01;6.8e-05;8e-06;0.006612;0.006143;0.002787; false;0.016583;2.89; 0.0047; 0.0001;1.731;0.0118; 0.4015; False; 2.1445; 2.1507;0.67;0.004084856;0.0239164929999999;2.0571e-05; false;0.033702365;0.084545531;0.39;7.4e-05;0.388643;0.001554;0.000796;0.000104; false;0.39422
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11468-2.mata;0.01;0.000125;0.0057579999999999;0.003235;0.000531; false;0.019953;0.06;0.000145;1.6e-05;0.024327;0.027725;0.012367; false;0.067328;43.65; 0.0047; 0.0001;27.2656;0.0799; 15.7843; False; 43.1300; 43.1436;1.07;0.007773374;0.073776798;3.7015e-05; false;0.084169964;0.16068786;0.06;0.000201;0.034557;0.008414;0.005128;0.000818; false;0.066752
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11468-3.mata;0.12;0.000505;0.037083;0.032521;0.007042; false;0.141458;0.67;0.00049;5e-05;0.283007;0.287355;0.14876; false;0.736655;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.95;0.016360717;0.444157535;2.3201e-05; false;0.454040031;0.544668345;0.16;0.000428;0.0277569999999999;0.031913;0.033095;0.009317; false;0.170551
