name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-automatalib-old-runtime;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;7.98;0.2061324;0.0138216; 8.8711809000; 0.0003380000; False; 8.8904146000; 9.1757323000;0.93; 0.164995; 0.049414; 0.991776; 0.315721; 0.000259; false; 1.5322;5.61; 0.226614; 0.066227;0.016780999999999997; 3.39907; 2.68811; 0.005253; false; 6.40999;5.78; 0.314374; 0.08194;0.0032040000000000003; 2.01234; 2.65224; 0.737816; false; 5.81523;ERR;5.92; 0.4688; 0.0000; 3.5920; 1.0944; 0.0040; False; 4.6906; 5.1690;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;12.29;0.113830821; 5.02615162; 2.3405E-5; false; 5.031318936; 5.342579447
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;8.0;0.15071020000000002;0.012921099999999998; 8.5984713000; 0.0105020000; False; 8.6406083000; 8.8345976000;1.09; 0.307774; 0.076592; 0.59218; 0.244485; 0.000175; false; 1.23576;8.05; 0.311715; 0.070153;0.020817000000000002; 6.16578; 3.0784; 0.998592; false; 10.6543;7.3; 0.416951; 0.087243;0.002846; 3.57262; 3.56664; 0.875227; false; 8.53527;ERR;6.58; 0.4792; 0.0000; 4.5751; 1.1745; 0.0031; False; 5.7528; 6.2345;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;14.57;0.085152158; 7.900260491; 5.089E-5; false; 7.91237147; 8.201443352
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;12.21;0.21235179999999998;0.010859599999999999; 12.3722892000; 0.0034505000; False; 12.3948934000; 12.6664410000;1.61; 0.362057; 0.10236; 1.0201; 0.386301; 0.000387; false; 1.897;9.89; 0.374099; 0.096441;0.027428; 5.71357; 4.04543; 0.82467; false; 11.0965;7.37; 0.205367; 0.067066;0.002032; 2.69681; 3.169; 0.796171; false; 6.94741;ERR;8.07; 0.5294; 0.0000; 5.4562; 1.5315; 0.0067; False; 6.9946; 7.5299;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;17.88;0.09493490399999999; 7.541526053; 4.792E-5; false; 7.556184416; 7.859424174
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;11.84;0.20646710000000001;0.0115289; 12.3233595000; 0.0003534000; False; 12.3392450000; 12.6043538000;1.31; 0.327356; 0.089466; 0.729339; 0.309834; 0.003661; false; 1.47817;10.66; 0.337458; 0.087613;0.019666; 6.64336; 5.30941; 1.05799; false; 13.4672;10.07; 0.408161; 0.094022;0.003901; 4.5775; 4.92533; 1.04219; false; 11.0685;ERR;8.83; 0.5806; 0.0000; 6.0992; 1.7570; 0.0059; False; 7.8622; 8.4475;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;20.4;0.098520064; 10.504176421; 1.8974E-4; false; 10.521934515; 10.91502127
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;15.91;0.3050917;0.0115666; 22.5994660000; 0.0008825000; False; 22.6185175000; 23.0320765000;1.66; 0.253434; 0.096797; 1.23208; 0.428152; 0.000413; false; 2.03483;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;12.65; 0.380995; 0.107228;0.004251; 4.23426; 6.05211; 1.45746; false; 12.2557;ERR;10.3; 0.3684; 0.0000; 7.3112; 2.1780; 0.0121; False; 9.5015; 9.8839;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;22.33;0.150895418; 11.146986678; 7.8654E-5; false; 11.155031452; 11.511802475
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;17.85;0.37711500000000003;0.0137476; 19.3072475000; 0.0009935000; False; 19.3306112000; 19.7923617000;1.22; 0.259053; 0.078218; 0.799537; 0.431419; 0.000342; false; 1.58471;14.47; 0.480593; 0.12339;0.03478; 8.93845; 5.1932; 1.28051; false; 16.0704;14.07; 0.444173; 0.11116;0.004498; 4.30758; 7.02653; 1.74731; false; 13.6604;ERR;12.48; 0.5973; 0.0000; 8.7937; 2.9041; 0.0133; False; 11.7113; 12.3232;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;28.46;0.22288507100000002; 11.29759989; 3.9519E-5; false; 11.319534912; 11.758381481
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;22.24;0.4009536;0.0118048; 24.7111336000; 0.0041267000; False; 24.7607831000; 25.2750702000;2.49; 0.459657; 0.11551; 1.94981; 0.702316; 0.000684; false; 3.25631;16.48; 0.491423; 0.127629;0.032526; 9.44618; 6.74247; 1.81122; false; 18.6679;15.53; 0.496319; 0.127819;0.004874; 5.6177; 7.15208; 1.78085; false; 15.1996;ERR;13.3; 0.7022; 0.0000; 9.6867; 2.7215; 0.0111; False; 12.4195; 13.1366;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;30.15;0.23537302; 12.980533804; 4.4262E-5; false; 12.990063057; 13.461972721
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;25.82;0.2961601;0.013983; 29.0441455000; 0.0013965000; False; 29.0682455000; 29.4253314000;2.35; 0.480285; 0.131496; 2.36533; 0.685726; 0.000505; false; 3.69353;19.49; 0.522324; 0.121759;0.037002; 10.0771; 7.74532; 2.36368; false; 20.8839;18.47; 0.430931; 0.08464;0.005346999999999999; 6.15872; 8.53769; 2.48648; false; 17.7189;ERR;13.52; 0.6270; 0.0000; 10.0530; 2.7096; 0.0030; False; 12.7658; 13.4068;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;35.83;0.12775643; 17.693046786; 2.30704E-4; false; 17.733796016; 18.123868277
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;28.92;0.2925955;0.0104037; 32.9067439000; 0.0012743000; False; 32.9257480000; 33.3239394000;2.44; 0.497949; 0.124638; 1.71075; 0.61455; 0.000329; false; 2.97776;20.85; 0.310156; 0.084383;0.021516; 10.9569; 8.50508; 2.37116; false; 22.2621;20.16; 0.289239; 0.088508;0.003092; 5.79228; 10.5918; 2.59355; false; 19.3737;ERR;17.0; 0.7545; 0.0000; 13.1477; 3.9902; 0.0036; False; 17.1416; 17.9053;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;39.07;0.16724244500000002; 19.382656026; 6.067E-5; false; 19.407726654; 19.847856369
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.23;0.0742434;0.0063314; 0.1213065000; 0.0002286000; True; 0.1311544000; 0.2610954000;0.07; 0.049308; 0.01576; 0.009825; 0.006388; 1e-06; true; 0.083071;0.18; 0.047046; 0.01648;0.0018609999999999998; 0.053038; 0.077025; 4e-06; true; 0.196976;0.14; 0.047289; 0.015335;0.000364; 0.028047; 0.050882; 0.000431; true; 0.145109;ERR;1.59; 0.1110; 0.0000; 0.0808; 0.0149; 0.0000; True; 0.0959; 0.2082;51.33; 0.0921; 0.0082; 49.8667; 1.7737; 0.0000; True; 51.6407; 51.7419;TO;TO;1.44;0.036544256; 0.197247547; 3.143E-5; true; 0.205434242; 0.356178742
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;27.1;0.19286;0.0079091; 27.5949906000; 0.0005703000; True; 27.6095862000; 27.8960563000;3.08; 0.531327; 0.144777; 2.46248; 0.798357; 4e-06; true; 3.96762;20.83; 0.557554; 0.126763;0.037239999999999995; 12.061; 9.6305; 4e-06; true; 22.4295;18.14; 0.48497; 0.124816;0.004668; 7.17303; 10.0421; 0.031482; true; 17.8787;ERR;19.8; 0.7905; 0.0000; 15.3829; 4.4862; 0.0003; True; 19.8695; 20.6691;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;42.21;0.13564363200000001; 19.562465905; 0.001981854; true; 19.601266604; 20.022820673
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.5;0.1799548;0.009627199999999999; 0.3705097000; 0.0002209000; True; 0.3845549000; 0.6394550000;0.14; 0.072762; 0.030174; 0.028201; 0.021007; 4e-06; true; 0.157107;0.54; 0.079068; 0.024117;0.004846; 0.188874; 0.268552; 5e-06; true; 0.569038;0.37; 0.080791; 0.023385;0.00076; 0.087833; 0.176699; 0.002377; true; 0.376071;ERR;1.39; 0.0700; 0.0000; 0.1365; 0.0421; 0.0000; True; 0.1787; 0.2491;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;2.49;0.060416663999999995; 0.444516192; 4.7126E-5; true; 0.466431375; 0.690281711
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.56;0.09683520000000001;0.0095645; 0.4426764000; 0.0001240000; True; 0.4559954000; 0.6082497000;0.11; 0.056122; 0.018745; 0.025802; 0.019023; 1.4e-05; true; 0.122022;0.55; 0.10516; 0.029378;0.006822; 0.240381; 0.213603; 2e-06; true; 0.598992;0.49; 0.056375; 0.025844;0.000939; 0.144154; 0.261606; 0.002992; true; 0.49636;ERR;1.76; 0.2912; 0.0000; 0.5767; 0.1069; 0.0000; True; 0.6837; 0.9756;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;3.2;0.057805354; 0.975951284; 2.657E-5; true; 0.999634699; 1.387805721
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;1.06;0.1530487;0.0091167; 0.8954504000; 0.0001398000; True; 0.9083512000; 1.2563243000;0.26; 0.125225; 0.038148; 0.078237; 0.048828; 3e-06; true; 0.295323;1.07; 0.136976; 0.033188;0.004813; 0.460949; 0.518611; 4e-06; true; 1.15856;0.86; 0.127417; 0.036499;0.001167; 0.263181; 0.442703; 0.005972; true; 0.883282;ERR;1.54; 0.1158; 0.0000; 0.3993; 0.1168; 0.0002; True; 0.5163; 0.6325;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;3.76;0.075027122; 1.251300588; 4.2938E-5; true; 1.268995828; 1.51221283
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;1.42;0.0682122;0.006274; 1.6090697000; 0.0001640000; True; 1.6187172000; 1.7273899000;0.33; 0.16593; 0.042709; 0.139588; 0.077259; 2e-06; true; 0.430912;1.83; 0.16392; 0.042844;0.009152; 0.907752; 0.953024; 5e-06; true; 2.08146;1.3; 0.154599; 0.0446;0.0013050000000000002; 0.434102; 0.691644; 0.008412; true; 1.34066;ERR;1.92; 0.1572; 0.0000; 0.7665; 0.2204; 0.0000; True; 0.9870; 1.1466;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;4.72;0.084066843; 1.496371623; 3.416E-5; true; 1.504792418; 1.796812703
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;1.72;0.129303;0.0103375; 1.5908946000; 0.0002124000; True; 1.6055076000; 1.7887900000;0.45; 0.175961; 0.049382; 0.185536; 0.084909; 4e-06; true; 0.503314;2.37; 0.186943; 0.047852;0.012048; 1.55139; 1.73013; 6e-06; true; 3.53488;1.6; 0.210004; 0.065119;0.00255; 0.628702; 0.966843; 0.011364; true; 1.89358;ERR;2.68; 0.2435; 0.0000; 1.5021; 0.3424; 0.0000; True; 1.8447; 2.0886;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;5.93;0.057842419; 2.376750716; 3.7082E-5; true; 2.394619428; 2.69554586
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;3.35;0.1477521;0.0106558; 3.7295968000; 0.0038350000; True; 3.7514721000; 3.9700420000;0.57; 0.275972; 0.060027; 0.23676; 0.138044; 4e-06; true; 0.721315;2.57; 0.212351; 0.049194;0.0072239999999999995; 1.32699; 1.13824; 4e-06; true; 2.73825;2.58; 0.203852; 0.0545;0.001828; 0.871364; 1.38497; 0.019209; true; 2.54335;ERR;3.03; 0.3243; 0.0000; 1.4096; 0.4623; 0.0000; True; 1.8719; 2.1972;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;7.43;0.083880326; 2.671768467; 6.2777E-5; true; 2.680158893; 2.934218922
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;4.27;0.1452197;0.0111266; 4.7083877000; 0.0004140000; True; 4.7371926000; 4.9398344000;0.64; 0.23293; 0.056205; 0.299794; 0.166471; 3e-06; true; 0.764216;4.28; 0.252646; 0.060291;0.016764; 2.43434; 2.15748; 5e-06; true; 4.92994;2.49; 0.198974; 0.050965;0.001387; 0.936185; 1.32787; 0.019208; true; 2.54171;ERR;4.52; 0.3820; 0.0000; 3.2426; 0.7862; 0.0004; True; 4.0303; 4.4147;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;9.14;0.09477458899999999; 3.733292625; 3.6144E-5; true; 3.755103019; 4.02764829
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.21;0.07377260000000001;0.0107936; 0.0499235000; 0.0001656000; True; 0.0651818000; 0.2059329000;0.03; 0.026523; 0.011216; 0.002668; 0.00214; 5e-06; true; 0.045236;0.06; 0.022882; 0.011872;0.001385; 0.01143; 0.019382; 5e-06; true; 0.069172;0.06; 0.027773; 0.011961;0.000301; 0.008599; 0.015593; 0.000286; true; 0.068029;ERR;1.3; 0.0457; 0.0000; 0.0115; 0.0021; 0.0000; True; 0.0137; 0.0604;5.0; 0.0504; 0.0033; 3.5442; 0.2273; 0.0000; True; 3.7717; 3.8258;TO;TO;1.28;0.034108461; 0.054332782; 4.3624E-5; true; 0.06209886; 0.21371696
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;4.17;0.20420839999999998;0.0099575; 4.2158053000; 0.0001482000; True; 4.2299176000; 4.5842008000;0.66; 0.265603; 0.069888; 0.26066; 0.158973; 3e-06; true; 0.766094;5.01; 0.266508; 0.074728;0.021330000000000002; 2.68891; 2.26988; 3e-06; true; 5.33153;4.02; 0.228824; 0.067285;0.002059; 1.43633; 2.20609; 0.030279; true; 3.98005;ERR;4.02; 0.2206; 0.0000; 2.3581; 0.7476; 0.0000; True; 3.1058; 3.3279;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;10.72;0.141252318; 5.440464595; 4.7082E-5; true; 5.44817037; 5.790331766
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;7.45;0.1600112;0.0106739; 7.8705946000; 0.0001473000; True; 7.8854021000; 8.1006939000;1.02; 0.2457; 0.086239; 0.590537; 0.220882; 3e-06; true; 1.1615;6.22; 0.281919; 0.070129;0.019721000000000002; 3.79023; 3.41331; 4e-06; true; 7.58423;5.27; 0.177137; 0.05225;0.001578; 2.03429; 3.06376; 0.034346; true; 5.37229;ERR;5.1; 0.4591; 0.0000; 2.9329; 1.0299; 0.0000; True; 3.9630; 4.4245;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;12.51;0.119666571; 4.804222238; 2.9628E-5; true; 4.811575601; 5.176051964
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;8.61;0.31203020000000004;0.0101048; 8.6549654000; 0.0002179000; True; 8.6693792000; 9.0373685000;0.63; 0.17534; 0.05219; 0.326816; 0.163933; 2e-06; true; 0.726669;5.5; 0.169537; 0.056717;0.014197999999999999; 2.9946; 2.57912; 6e-06; true; 5.82317;6.41; 0.319398; 0.077194;0.003294; 3.69696; 3.86726; 0.031648; true; 8.00994;ERR;7.08; 0.4937; 0.0000; 5.4261; 1.3204; 0.0000; True; 6.7469; 7.2449;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;14.58;0.089766097; 6.99878782; 4.6918E-5; true; 7.01166488; 7.335941437
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;7.45;0.187115;0.011349399999999999; 7.4599853000; 0.0001165000; True; 7.4753304000; 7.7168241000;1.35; 0.339167; 0.105596; 0.736358; 0.330794; 4e-06; true; 1.5304;8.45; 0.353526; 0.083484;0.024204; 4.70983; 3.80169; 5e-06; true; 8.9835;7.57; 0.321531; 0.08676;0.0032110000000000003; 2.78997; 4.20919; 0.028055; true; 7.45111;ERR;7.62; 0.4653; 0.0000; 5.2097; 1.5651; 0.0000; True; 6.7749; 7.2447;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;17.2;0.123454073; 8.161847113; 3.7566E-5; true; 8.177296255; 8.498382192
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;13.19;0.23944169999999998;0.0117875; 13.5997639000; 0.0005733000; True; 13.6195310000; 13.9238039000;1.32; 0.361987; 0.093633; 0.773804; 0.304902; 3e-06; true; 1.54945;8.68; 0.256152; 0.061276;0.014492000000000001; 5.40754; 4.10126; 4e-06; true; 9.84846;8.53; 0.25384; 0.094072;0.0035770000000000003; 3.3354; 4.52221; 0.033619; true; 8.25571;ERR;8.95; 0.4925; 0.0000; 6.3719; 1.7623; 0.0000; True; 8.1343; 8.6299;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;20.28;0.09398669700000001; 9.728915028; 3.2912E-5; true; 9.737176964; 10.025093781
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;16.12;0.2079035;0.0108568; 17.4280829000; 0.0005120000; True; 17.4510739000; 17.7187634000;1.72; 0.403851; 0.106065; 1.28961; 0.626344; 8.2e-05; true; 2.44575;10.67; 0.522985; 0.106748;0.03123; 7.76155; 4.42349; 5e-06; true; 12.8604;11.56; 0.372007; 0.093582;0.003649; 4.36174; 6.40342; 0.030317; true; 11.2798;ERR;10.43; 0.5727; 0.0000; 7.3497; 2.1082; 0.0000; True; 9.4580; 10.0352;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;21.2;0.11114093; 9.096541228; 2.8409E-5; true; 9.124559343; 9.434080695
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;17.83;0.22915459999999999;0.0087707; 20.0095679000; 0.0011492000; True; 20.0276874000; 20.2991416000;1.49; 0.426776; 0.106256; 1.31823; 0.39595; 1.6e-05; true; 2.26464;11.68; 0.249907; 0.074044;0.030988; 8.48023; 5.74158; 5e-06; true; 14.5913;11.11; 0.406916; 0.111522;0.0037990000000000003; 4.15124; 6.39938; 0.028387; true; 11.1193;ERR;10.11; 0.3778; 0.0000; 7.6423; 2.2144; 0.0000; True; 9.8567; 10.2381;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;25.44;0.109650821; 11.102109748; 4.8725E-5; true; 11.121138513; 11.445538205
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;20.96;0.25580200000000003;0.011854400000000001; 22.8299957000; 0.0004882000; True; 22.8497928000; 23.1703371000;2.21; 0.412097; 0.114985; 1.62779; 0.58875; 5e-06; true; 2.7666;15.46; 0.509291; 0.117821;0.032265; 10.3837; 6.30421; 8e-06; true; 17.3637;14.21; 0.453044; 0.113047;0.004373999999999999; 5.31452; 7.95973; 0.030828; true; 13.8911;ERR;14.36; 0.6713; 0.0000; 11.3604; 3.0194; 0.0000; True; 14.3800; 15.0582;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;28.8;0.104728132; 11.935412386; 2.994E-5; true; 11.976718644; 12.376455104
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;25.18;0.2682433;0.0129482; 27.3134916000; 0.0005396000; True; 27.3351901000; 27.6823139000;2.27; 0.432166; 0.079306; 1.99613; 1.17201; 8.9e-05; true; 3.69715;17.69; 0.666233; 0.125016;0.039147; 11.2765; 7.71637; 6e-06; true; 19.8423;15.07; 0.263122; 0.084011;0.002648; 6.11206; 8.51827; 0.03389; true; 15.0254;ERR;16.2; 0.7525; 0.0000; 12.0078; 3.5293; 0.0000; True; 15.5373; 16.2968;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;34.79;0.156320211; 15.6278258; 4.1762E-5; true; 15.648633402; 16.04407273
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;27.53;0.2694446;0.0109182; 30.1212183000; 0.0005077000; True; 30.1397661000; 30.4573767000;2.95; 0.467932; 0.126677; 2.8849; 0.777208; 7e-06; true; 4.28273;17.96; 0.514149; 0.13106;0.038335; 12.3564; 6.86042; 5e-06; true; 19.9226;18.65; 0.473817; 0.128558;0.005053; 7.7005; 9.94473; 0.034797; true; 18.3094;ERR;16.42; 0.7552; 0.0000; 12.2758; 3.5234; 0.0000; True; 15.7993; 16.5611;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;37.41;0.173281204; 16.414949674; 6.001E-5; true; 16.426528903; 16.818362462
