name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_597.0.mata;0.43;0.397432;0.087918;0.00329;0.000107;1.6e-05; false;0.492257;0.44;0.402332; 0.0871; 0.002668; 0.008121; 0.002726; 0.001195; false; 0.505705;0.5;0.457795;0.089401;0.000432;0.003302;0.001448;0.000791; false;0.5556;2.49; 1.3244; 0.0046; 0.1069; 0.1076; 0.0016; 0.0036; False; 0.1128; 1.4421;2.61; 1.8127; 0.0043; 0.0405; 0.0437; 0.0001; False; 0.0439; 1.8612;2.89; 0.066036972; 0.099419548; 3.1903E-5; false; 0.108990154; 0.417236779;0.51;0.481191;0.092839;0.000804;7.9e-05;1.3e-05;2.8e-05; false;0.578994;2.05; 0.0934882000;0.0095763; 0.0965152000; 0.0003336000; False; 0.1089831000; 0.2577723000;2.79; 0.054173815; 0.147446304; 0.018239636; 0.002054077; false; 0.17510438; 0.362834449
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_657.0.mata;0.6;0.979354;0.107244;0.004371;0.00012;3.4e-05; false;1.0926;0.61;0.902296; 0.110181; 0.004569; 0.009302; 0.001046; 0.001076; false; 1.03054;0.62;0.888142;0.113598;0.000573;0.00537;0.003817;0.000895; false;1.01767;2.89; 1.6103; 0.0047; 0.1044; 0.1052; 0.0013; 0.0034; False; 0.1100; 1.7253;2.89; 1.6836; 0.0048; 0.0438; 0.0460; 0.0001; False; 0.0462; 1.7349;3.0; 0.038967113; 0.091098395; 3.5049E-5; false; 0.098884014; 0.269247271;0.36;0.317816;0.076358;0.00053;6.5e-05;1.1e-05;9e-06; false;0.395671;2.44; 0.0441336000;0.0087572; 0.0919924000; 0.0002036000; False; 0.1032539000; 0.2040876000;2.57; 0.05093838; 0.150768543; 0.020987766; 0.002979828; false; 0.181781933; 0.357436881
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_670.0.mata;0.71;0.639352;0.144801;0.004871;0.000134;1.2e-05; false;0.790941;0.61;0.585425; 0.101181; 0.00506; 0.010328; 0.001192; 0.001208; false; 0.706088;0.49;0.4096;0.149266;0.000519;0.003779;0.001873;0.000885; false;0.569113;3.1; 1.8798; 0.0063; 0.1115; 0.1123; 0.0015; 0.0042; False; 0.1181; 2.0045;3.3; 2.1781; 0.0055; 0.0459; 0.0482; 0.0001; False; 0.0484; 2.2324;3.28; 0.038881512; 0.159162479; 3.8919E-5; false; 0.177367403; 0.431707057;0.54;0.499496;0.104195;0.001346;0.000137;2.3e-05;9e-06; false;0.606976;2.9; 0.0425737000;0.0088896; 0.0986589000; 0.0001886000; False; 0.1101032000; 0.2066898000;2.87; 0.05427975; 0.165749421; 0.018474242; 0.001953723; false; 0.20092913; 0.396604867
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_671.0.mata;0.72;0.671315;0.129125;0.005029;0.000139;3.8e-05; false;0.807687;0.72;0.665389; 0.131706; 0.00499; 0.011033; 0.001197; 0.001189; false; 0.81721;0.67;0.94096;0.132433;0.000697;0.008094;0.005607;0.000905; false;1.09411;3.52; 2.3910; 0.0077; 0.1432; 0.1442; 0.0017; 0.0047; False; 0.1507; 2.5498;3.31; 2.2955; 0.0058; 0.0465; 0.0488; 0.0001; False; 0.0490; 2.3506;3.49; 0.041702939; 0.075970147; 3.5374E-5; false; 0.083809196; 0.273974916;0.65;0.581699;0.133695;0.001308;0.000139;1.9e-05;1.6e-05; false;0.71873;2.93; 0.0471072000;0.0094666; 0.1043664000; 0.0003353000; False; 0.1167343000; 0.2208385000;3.09; 0.050569887; 0.175508661; 0.019006878; 0.001821071; false; 0.202813904; 0.401579292
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_673.0.mata;1.06;1.19102;0.18253;0.002919;7.8e-05;9e-06; false;1.37786;1.03;0.964088; 0.257716; 0.004168; 0.00918; 0.000973; 0.001064; false; 1.23887;1.51;1.53468;0.299414;0.000565;0.003586;0.001516;0.000851; false;1.84422;5.98; 5.0337; 0.0042; 0.0710; 0.0715; 0.0008; 0.0024; False; 0.0748; 5.1129;6.33; 5.6485; 0.0053; 0.0435; 0.0458; 0.0001; False; 0.0459; 5.6999;7.63; 0.071110222; 0.097102059; 3.6204E-5; false; 0.105441245; 0.327407749;1.54;1.40012;0.311033;0.001294;0.000121;1.7e-05;1.6e-05; false;1.7142;7.41; 0.0561089000;0.011884; 0.1216848000; 0.0003770000; False; 0.1368732000; 0.2639885000;6.43; 0.048004633; 0.150071317; 0.012394007; 0.001402338; false; 0.169262161; 0.351212985
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_678.0.mata;1.63;1.50367;0.301211;0.004905;0.000137;3.9e-05; false;1.81376;1.54;2.99221; 0.223501; 0.002635; 0.006174; 0.000702; 0.000685; false; 3.2272;1.63;1.79129;0.290101;0.000614;0.003852;0.001538;0.000902; false;2.09112;5.55; 4.7225; 0.0040; 0.0729; 0.0734; 0.0008; 0.0028; False; 0.0771; 4.8038;5.49; 4.8569; 0.0030; 0.0220; 0.0231; 0.0001; False; 0.0232; 4.8832;7.42; 0.052398415; 0.102867452; 3.5944E-5; false; 0.111490438; 0.317262847;1.18;1.0962;0.222714;0.001309;0.000123;1.7e-05;1.7e-05; false;1.32205;8.52; 0.0355893000;0.0072517; 0.0745166000; 0.0004120000; False; 0.0847778000; 0.1651874000;8.1; 0.060970238; 0.167790065; 0.016453663; 0.002132411; false; 0.193921671; 0.414476609
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested6_true-unreach-call.i_7.0.mata;0.01;0.009614;0.007871;0.000429;5.6e-05;1.4e-05; false;0.019734;0.01;0.009403; 0.008136; 0.000972; 0.001613; 0.000365; 0.000329; false; 0.022413;0.02;0.009434;0.00808;0.000132;0.001937;0.001237;0.000315; false;0.024335;1.23; 0.0213; 0.0009; 0.0080; 0.0083; 0.0004; 0.0005; False; 0.0093; 0.0318;1.15; 0.0205; 0.0015; 0.0038; 0.0044; 0.0001; False; 0.0045; 0.0267;1.14; 0.022256173; 0.028944039; 6.3405E-5; false; 0.035546132; 0.149160829;0.01;0.010035;0.007577;0.000394;0.000231;2.7e-05;1e-05; false;0.019588;0.83; 0.0253289000;0.006148799999999999; 0.0355490000; 0.0001971000; False; 0.0440665000; 0.1069790000;1.47; 0.041043027; 0.078511628; 0.021314575; 0.002245568; false; 0.109294817; 0.255914819
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1070.0.mata;0.04;0.03309;0.014442;0.001206;6.7e-05;1.4e-05; false;0.050963;0.05;0.034364; 0.015306; 0.003099; 0.005168; 0.001414; 0.001299; false; 0.063038;0.05;0.034855;0.015696;0.00039;0.003153;0.001397;0.000783; false;0.05955;1.35; 0.0666; 0.0065; 0.0294; 0.0302; 0.0016; 0.0037; False; 0.0356; 0.1090;1.12; 0.0645; 0.0052; 0.0132; 0.0151; 0.0001; False; 0.0153; 0.0855;1.39; 0.058651856; 0.050706149; 3.5384E-5; false; 0.061864472; 0.321267649;0.04;0.033976;0.01512;0.001276;0.000265;3.2e-05;1.1e-05; false;0.05272;1.21; 0.0544634000;0.013891299999999999; 0.1017580000; 0.0004710000; False; 0.1207738000; 0.2479488000;1.89; 0.055949535; 0.133785291; 0.034438818; 0.0028413; false; 0.179456671; 0.356254038
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1072.0.mata;0.05;0.046314;0.014468;0.000746;5.5e-05;2.4e-05; false;0.063094;0.06;0.045897; 0.014329; 0.001584; 0.002455; 0.000646; 0.00063; false; 0.066759;0.06;0.046878;0.015829;0.000222;0.001965;0.000988;0.000527; false;0.068519;1.55; 0.1479; 0.0057; 0.0349; 0.0357; 0.0015; 0.0032; False; 0.0404; 0.1945;1.61; 0.1534; 0.0049; 0.0124; 0.0144; 0.0001; False; 0.0146; 0.1733;1.56; 0.028053994; 0.040612669; 5.7063E-5; false; 0.062101773; 0.217964905;0.08;0.07568;0.019598;0.001268;0.000272;2.9e-05;1.6e-05; false;0.098663;1.36; 0.0532329000;0.0128927; 0.0898775000; 0.0004773000; False; 0.1078051000; 0.2312878000;1.87; 0.055424169; 0.143755232; 0.039405927; 0.002653458; false; 0.19564408; 0.398033053
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1107.0.mata;0.28;0.252356;0.063076;0.003102;0.00038;8.6e-05; false;0.324217;0.3;0.254678; 0.062694; 0.007259; 0.00917; 0.003947; 0.003796; false; 0.344585;0.2;0.16387;0.046268;0.00073;0.006001;0.001786;0.001239; false;0.223979;1.76; 0.4148; 0.0305; 0.1157; 0.1172; 0.0030; 0.0138; False; 0.1341; 0.5800;1.76; 0.4321; 0.0145; 0.0279; 0.0320; 0.0001; False; 0.0322; 0.4794;2.05; 0.060506843; 0.070649351; 4.2733E-5; false; 0.079378531; 0.323981199;0.31;0.274879;0.059733;0.004565;0.000863;9.6e-05;5.8e-05; false;0.344583;1.49; 0.0498694000;0.0093922; 0.1132995000; 0.0003095000; False; 0.1257126000; 0.2322685000;2.25; 0.071895333; 0.169825289; 0.023020495; 0.012799526; false; 0.21487818; 0.455073869
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1117.0.mata;0.15;0.127571;0.035721;0.001727;0.000253;5.5e-05; false;0.168979;0.18;0.142962; 0.038763; 0.005575; 0.008147; 0.002092; 0.001824; false; 0.202823;0.16;0.139264;0.040048;0.000651;0.004125;0.001792;0.001184; false;0.191706;1.55; 0.2403; 0.0113; 0.0539; 0.0550; 0.0019; 0.0055; False; 0.0624; 0.3144;1.49; 0.2560; 0.0076; 0.0482; 0.0511; 0.0001; False; 0.0513; 0.3153;1.55; 0.040258067; 0.039914474; 3.5362E-5; false; 0.046293594; 0.222857081;0.16;0.139119;0.033709;0.002354;0.000701;7.7e-05;4.9e-05; false;0.179159;1.22; 0.0461614000;0.009843600000000001; 0.1020363000; 0.0003016000; False; 0.1151044000; 0.2169252000;1.85; 0.053746693; 0.124018067; 0.039697374; 0.002166767; false; 0.173203693; 0.377081252
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1170.0.mata;0.2;0.190999;0.046189;0.00228;0.00024;6.1e-05; false;0.243428;0.14;0.110056; 0.030154; 0.004269; 0.005465; 0.001208; 0.001215; false; 0.154527;0.14;0.113566;0.034564;0.00049;0.004333;0.001329;0.000837; false;0.158012;1.52; 0.2858; 0.0181; 0.0764; 0.0776; 0.0024; 0.0082; False; 0.0883; 0.3926;1.31; 0.3303; 0.0100; 0.0222; 0.0254; 0.0001; False; 0.0255; 0.3663;1.42; 0.063843563; 0.055855821; 3.0764E-5; false; 0.065207588; 0.306330036;0.19;0.174451;0.036907;0.002641;0.00059;6.8e-05;3.2e-05; false;0.217345;1.2; 0.0513865000;0.0105048; 0.1106056000; 0.0003589000; False; 0.1242872000; 0.2371854000;2.04; 0.054439646; 0.139968884; 0.041273149; 0.002084957; false; 0.190569073; 0.376665453
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1172.0.mata;0.19;0.17065;0.042534;0.002027;0.000278;6.2e-05; false;0.219305;0.21;0.178642; 0.041564; 0.008166; 0.009023; 0.00206; 0.002257; false; 0.245155;0.19;0.144157;0.046619;0.000942;0.007338;0.002053;0.001402; false;0.207088;1.49; 0.3177; 0.0172; 0.0729; 0.0742; 0.0025; 0.0086; False; 0.0854; 0.4208;1.49; 0.3167; 0.0088; 0.0220; 0.0250; 0.0001; False; 0.0252; 0.3510;1.78; 0.045617696; 0.144227461; 3.7072E-5; false; 0.151249118; 0.392805147;0.21;0.187827;0.040922;0.002792;0.000688;6.8e-05;3.3e-05; false;0.235214;1.23; 0.0487413000;0.0095483; 0.0995839000; 0.0002675000; False; 0.1118152000; 0.2152246000;1.94; 0.073677323; 0.154097115; 0.03011173; 0.010802933; false; 0.205916667; 0.411650363
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1307.0.mata;0.04;0.0375;0.014733;0.000904;7.9e-05;2.3e-05; false;0.054873;0.04;0.034708; 0.011127; 0.001064; 0.003126; 0.000913; 0.000783; false; 0.053327;0.05;0.03954;0.014069;0.000176;0.002318;0.001233;0.000595; false;0.060285;1.36; 0.0784; 0.0020; 0.0228; 0.0233; 0.0010; 0.0016; False; 0.0260; 0.1066;1.43; 0.0781; 0.0028; 0.0094; 0.0109; 0.0001; False; 0.0111; 0.0922;1.28; 0.041956321; 0.023481477; 3.3515E-5; false; 0.031697139; 0.190477314;0.04;0.039981;0.014709;0.000897;0.000386;4.3e-05;7e-06; false;0.057642;0.97; 0.0370881000;0.0090935; 0.0771857000; 0.0002894000; False; 0.0893694000; 0.1771345000;1.43; 0.036202301; 0.103824663; 0.026072982; 0.001946895; false; 0.138560384; 0.277888051
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1317.0.mata;0.04;0.037536;0.013695;0.000924;0.000132;2.5e-05; false;0.054081;0.04;0.036316; 0.013481; 0.001408; 0.00353; 0.000934; 0.000814; false; 0.058198;0.05;0.036497;0.013611;0.000186;0.002289;0.001103;0.00055; false;0.05684;1.43; 0.0830; 0.0025; 0.0240; 0.0246; 0.0010; 0.0017; False; 0.0273; 0.1131;1.37; 0.0738; 0.0017; 0.0049; 0.0057; 0.0001; False; 0.0058; 0.0815;1.25; 0.023976053; 0.030027736; 3.3543E-5; false; 0.037787988; 0.157095275;0.04;0.039789;0.014285;0.000777;0.000379;5.4e-05;1.6e-05; false;0.056792;1.03; 0.0461075000;0.0104586; 0.0894970000; 0.0003567000; False; 0.1037333000; 0.2128710000;1.57; 0.042158163; 0.12008989; 0.027465513; 0.002518591; false; 0.16558691; 0.334399963
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1337.0.mata;0.12;0.104842;0.033435;0.001498;0.000138;4e-05; false;0.142476;0.15;0.13265; 0.027252; 0.0036; 0.00521; 0.001658; 0.001373; false; 0.173855;0.17;0.148443;0.039526;0.000739;0.004367;0.001826;0.001193; false;0.20003;1.36; 0.1618; 0.0072; 0.0364; 0.0370; 0.0011; 0.0037; False; 0.0418; 0.2111;1.58; 0.2550; 0.0074; 0.0184; 0.0213; 0.0001; False; 0.0214; 0.2842;1.45; 0.050980604; 0.052026493; 3.9221E-5; false; 0.062197288; 0.243170093;0.16;0.143679;0.036376;0.003361;0.000865;9.9e-05;4.8e-05; false;0.187896;1.26; 0.0517578000;0.0108205; 0.1097264000; 0.0003278000; False; 0.1240654000; 0.2372571000;1.83; 0.056068033; 0.126311202; 0.036526409; 0.001972736; false; 0.171334909; 0.407076598
