name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-concat;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-concat;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;java-brics-runtime;java-brics-construction;java-brics-concat;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-4.mata;0.0; 5.9e-05;0.000304;0.000366; 7.8e-05; false; 0.001494;0.0; 6.3e-05; 7e-06;0.0032059999999999996;0.002346; 0.000973; false; 0.007623;1.23; 0.0066; 0.0000;0.0067;0.0012000000000000001; 0.0005; False; 0.0087; 0.0160;2.08; 0.0066; 0.0001;0.8819999999999999;0.0111; 0.0569; False; 0.9503; 0.9582;0.99; 0.006390354;0.016963216; 2.9764E-5; false; 0.029074949; 0.110005971
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-5.mata;0.0; 5.3e-05;0.00030599999999999996;0.000326; 8.4e-05; false; 0.001426;0.01; 9.6e-05; 1e-05;0.0052060000000000006;0.003717; 0.001624; false; 0.01207;1.07; 0.0046; 0.0000;0.0036;0.0005; 0.0002; False; 0.0048; 0.0099;2.28; 0.0067; 0.0001;1.0791;0.014499999999999999; 0.0791; False; 1.1730; 1.1809;0.96; 0.004737084;0.018672749000000002; 2.6747E-5; false; 0.029680366; 0.09435106
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04001-1.mata;0.0; 0.000144;0.003096;0.0007769999999999999; 0.000206; false; 0.009494;0.02; 0.000159; 1.4e-05;0.008737000000000002;0.007033; 0.004339; false; 0.021887;1.21; 0.0065; 0.0000;0.0175;0.0015; 0.0006; False; 0.0200; 0.0276;6.68; 0.0064; 0.0001;3.5429;0.0382; 2.2018; False; 5.7832; 5.7928;0.89; 0.006228055;0.016263545; 2.3692E-5; false; 0.025984042; 0.089977173
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04390-1.mata;0.0; 7.7e-05;0.000522;0.0005369999999999999; 0.000112; false; 0.002345;0.01; 8.7e-05; 1e-05;0.005273;0.003836; 0.00146; false; 0.012097;0.99; 0.0046; 0.0000;0.0032;0.0006000000000000001; 0.0003; False; 0.0043; 0.0093;1.89; 0.0061; 0.0001;0.8413999999999999;0.0088; 0.0408; False; 0.8915; 0.8985;0.95; 0.00514056;0.017051962999999996; 2.6974E-5; false; 0.041761099; 0.110679629
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04451-1.mata;0.0; 5.4e-05;0.00031;0.000323; 7.7e-05; false; 0.001421;0.01; 6.9e-05; 7e-06;0.003013;0.002246; 0.000944; false; 0.007258;0.94; 0.0077; 0.0000;0.0058;0.0010999999999999998; 0.0004; False; 0.0075; 0.0158;2.15; 0.0049; 0.0001;0.9493;0.0131; 0.0518; False; 1.0145; 1.0202;1.0; 0.005182339;0.034929219; 2.3341E-5; false; 0.045137259; 0.115647779
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05755-1.mata;0.0; 0.000111;0.00115;0.00099; 0.000136; false; 0.003809;0.01; 9e-05; 1.4e-05;0.005121;0.003709; 0.001595; false; 0.011994;0.91; 0.0046; 0.0000;0.0038;0.0005; 0.0002; False; 0.0050; 0.0101;2.41; 0.0065; 0.0001;1.1194;0.0142; 0.0786; False; 1.2124; 1.2202;0.94; 0.005166744;0.019732073; 2.7034E-5; false; 0.029789581; 0.100461516
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05997-1.mata;0.05; 0.000195;0.013811;0.011179; 0.001215; false; 0.052631;0.25; 0.000307; 3.4e-05;0.09333;0.117224; 0.037978; false; 0.256418;1.09; 0.0049; 0.0000;0.15460000000000002;0.0509; 0.0071; False; 0.2129; 0.2260;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.65; 0.009929146;0.28749288900000003; 3.395E-5; false; 0.316059809; 0.398369567
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-1.mata;0.19; 0.000885;0.059066999999999995;0.024601; 0.005213; false; 0.200302;0.62; 0.000877; 5.5e-05;0.179306;0.28044199999999997; 0.169741; false; 0.641492;2.76; 0.0103; 0.0000;0.6617;1.1279; 0.0218; False; 1.8118; 1.8542;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.41; 0.023050217;0.22328886999999997; 2.6876E-5; false; 0.233166402; 0.383954257
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-2.mata;0.06; 0.000347;0.017564;0.01323; 0.002611; false; 0.064825;0.26; 0.00031; 3e-05;0.102625;0.11007600000000001; 0.050834; false; 0.271928;1.52; 0.0048; 0.0000;0.1109;0.388; 0.0121; False; 0.5113; 0.5238;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.35; 0.008934888;0.19325815600000001; 2.688E-5; false; 0.203365425; 0.277139743
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-3.mata;0.02; 0.000119;0.005763;0.005695; 0.001452; false; 0.023565;0.19; 0.00021; 2.3e-05;0.081691;0.078262; 0.038079; false; 0.204202;1.64; 0.0066; 0.0000;0.1061;0.38029999999999997; 0.0094; False; 0.4963; 0.5080;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.15; 0.007429238;0.14762387300000002; 2.4852E-5; false; 0.157732667; 0.228046683
