name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-inclusion_check;automata-inclusion_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-inclusion_check;vata-inclusion_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-inclusion_check;awali-inclusion_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-intersection;mona-inclusion_check;mona-inclusion_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-inclusion;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-inclusion;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-inclusion;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.11;0.040926800000000006;0.005341599999999999;0.008977700000000002; 0.0324186000; False; 0.0495553000; 0.1256250000;0.02; 0.016027; 0.009482;0.000147;6.2e-05; 6.5e-05; false; 0.027438;0.04; 0.029748; 0.014398;0.0022400000000000002;0.00010400000000000001;4.5e-05; 2.6e-05; false; 0.048394;0.03; 0.02776; 0.013764;0.000259;9.9e-05; 6.2e-05; false; 0.044566;0.02; 0.018177; 0.008888;0.0024;0.00044300000000000003;0.000546; 0.000661; false; 0.032723;0.02; 0.015598; 0.010633;0.000412;0.000957;0.000885; 0.001221; false; 0.031943;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.88; 0.0366; 0.0000; 0.0014; 0.0001; 0.0001; False; 0.0016; 0.0384;4.93; 0.0636; 0.0048; 5.2347; 0.0481; 0.0308; False; 5.3146; 5.3847;1.31; 0.0816; 0.0079; 0.0324;0.010199999999999999; 0.0107; False; 0.0432; 0.1337;1.67;0.183131679;0.06092644; 0.0325433; false; 0.101411159; 0.47266621;1.28;0.038768293;0.008546852; 0.005304946; false; 0.02241615; 0.215017589
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.2;0.0798538;0.008918800000000001;0.0162275; 0.0497097000; True; 0.0823586000; 0.2182236000;0.03; 0.024766; 0.014922;0.000157;7.999999999999999e-05; 5.8e-05; true; 0.042603;0.04; 0.024765; 0.014429;0.003965;0.000123;5.1e-05; 8e-06; true; 0.045894;0.03; 0.024837; 0.014064;0.000165;8.499999999999999e-05; 2.3e-05; true; 0.041874;0.07; 0.040368; 0.023178;0.008112999999999999;0.001237;0.001392; 0.002166; true; 0.080575;0.07; 0.045346; 0.024038;0.0014099999999999998;0.0018919999999999998;0.0016; 0.003025; true; 0.082569;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.04; 0.0710; 0.0000; 0.0010; 0.0000; 0.0000; True; 0.0011; 0.0724;1.74; 0.1045; 0.0096; 0.4709; 0.0087; 0.0342; True; 0.5139; 0.6285;1.18; 0.0695; 0.0082; 0.0083;0.0028; 0.0028; True; 0.0112; 0.0893;1.9;0.198372234;0.089611983; 0.034779971; true; 0.131903028; 0.476638143;1.44;0.060595031;0.007946484; 0.006690631; true; 0.030952973; 0.269073261
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.19;0.08561830000000001;0.0061067000000000005;0.0161522; 0.0456094000; True; 0.0715446000; 0.2078183000;0.12; 0.099279; 0.034397;0.00019;8.5e-05; 2e-05; true; 0.138301;0.09; 0.062588; 0.025932;0.012187;0.00010599999999999999;3.9999999999999996e-05; 1.5e-05; true; 0.10495;0.09; 0.071681; 0.027394;0.000201;8.600000000000002e-05; 2e-05; true; 0.10348;0.11; 0.072305; 0.028545;0.008938999999999999;0.000946;0.000608; 0.002846; true; 0.118493;0.13; 0.084881; 0.042332;0.0031989999999999996;0.002264;0.0018399999999999998; 0.005226; true; 0.148789;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.08; 0.1173; 0.0000; 0.0015; 0.0000; 0.0000; True; 0.0016; 0.1193;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.09; 0.1107; 0.0134; 0.0191;0.0058; 0.0058; True; 0.0250; 0.1496;2.47;0.31405345599999995;0.071042367; 0.038594908; true; 0.117641162; 0.561988587;1.41;0.060911178;0.006555795999999999; 0.006784482; true; 0.020974592; 0.217142724
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.14;0.0460159;0.0053381999999999995;0.0082804; 0.0281200000; True; 0.0438083000; 0.1251244000;0.04; 0.033656; 0.013035;8.6e-05;3.6e-05; 8e-06; true; 0.049067;0.05; 0.036064; 0.012946;0.0025;6.7e-05;2.8000000000000003e-05; 8e-06; true; 0.053861;0.03; 0.024958; 0.012854;8.8e-05;3.6e-05; 7e-06; true; 0.040155;0.04; 0.025127; 0.012893;0.00446;0.00036300000000000004;0.000273; 0.001143; true; 0.046263;0.04; 0.025296; 0.012762;0.000743;0.000628;0.000499; 0.00232; true; 0.044728;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.91; 0.0552; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0004; 0.0560;1.12; 0.0553; 0.0051; 0.1389; 0.0033; 0.0733; True; 0.2156; 0.2764;0.93; 0.0544; 0.0063; 0.0031;0.0057; 0.0057; True; 0.0088; 0.0698;1.81;0.153142404;0.059198679000000004; 0.023075952; true; 0.088706072; 0.347460092;1.25;0.14445012000000002;0.032252091999999996; 0.028206832; true; 0.07282489; 0.765209892
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata;0.2;0.1518554;0.0112318;0.020885100000000004; 0.0517192000; True; 0.0927222000; 0.4200532000;0.04; 0.039998; 0.034555;0.000143;5.4e-05; 2.6e-05; true; 0.078596;0.03; 0.027664; 0.023864;0.0034340000000000004;9.099999999999999e-05;3.6e-05; 8e-06; true; 0.058302;0.04; 0.030086; 0.023334;0.000144;5.5e-05; 2.5e-05; true; 0.057361;0.04; 0.029221; 0.021345;0.00511;0.00044500000000000003;0.00039999999999999996; 0.000366; true; 0.060283;0.04; 0.032345; 0.020673;0.0008639999999999999;0.001175;0.00094; 0.00105; true; 0.06196;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.99; 0.0442; 0.0000; 0.0008; 0.0000; 0.0000; True; 0.0009; 0.0454;1.41; 0.0404; 0.0029; 0.4047; 0.0109; 0.0016; True; 0.4173; 0.4610;0.86; 0.0412; 0.0046; 0.0026;0.00039999999999999996; 0.0005; True; 0.0031; 0.0491;1.57;0.120122787;0.066541457; 0.021706038; true; 0.093790868; 0.306770059;1.1;0.034437754;0.00435143; 0.011357688; true; 0.021385677; 0.155767972
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.14;0.04878589999999999;0.0053313;0.0080289; 0.0318064000; True; 0.0479630000; 0.1412927000;0.05; 0.043024; 0.012432;9.9e-05;4.3e-05; 3.4e-05; true; 0.057709;0.06; 0.052074; 0.018052;0.002601;9.1e-05;4.7000000000000004e-05; 2.2e-05; true; 0.075381;0.03; 0.028498; 0.012363;0.00011199999999999998;6.7e-05; 4.5e-05; true; 0.043338;0.05; 0.044272; 0.011813;0.003699;0.000311;0.000284; 0.000945; true; 0.06318;0.03; 0.026229; 0.01175;0.000638;0.000861;0.000681; 0.001668; true; 0.044741;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11; 0.1562; 0.0000; 0.0035; 0.0004; 0.0002; True; 0.0041; 0.1608;5.95; 0.0637; 0.0050; 4.8909; 0.0630; 0.0331; True; 4.9870; 5.0562;0.94; 0.0568; 0.0063; 0.0171;0.014; 0.0150; True; 0.0321; 0.0958;1.82;0.1573109;0.075703838; 0.02314088; true; 0.105404977; 0.382010321;1.22;0.038724153000000004;0.005061087; 0.005896557; true; 0.018962566; 0.182176406
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata;0.1;0.0385713;0.0053029;0.0084673; 0.0218670000; True; 0.0384607000; 0.1116477000;0.02; 0.013892; 0.009486;7.4e-05;3.1e-05; 1.7e-05; true; 0.02538;0.04; 0.026719; 0.011988;0.002244;4.9e-05;2e-05; 6e-06; true; 0.042878;0.02; 0.013767; 0.009409;7.7e-05;3.1e-05; 1.6e-05; true; 0.025107;0.02; 0.013674; 0.009266;0.0025960000000000002;0.00024500000000000005;0.00029400000000000004; 0.000453; true; 0.028171;0.04; 0.024559; 0.009655;0.000407;0.000773;0.000689; 0.00098; true; 0.039642;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.97; 0.0681; 0.0000; 0.0005; 0.0000; 0.0000; True; 0.0006; 0.0692;1.4; 0.0726; 0.0047; 0.1831; 0.0051; 0.0069; True; 0.1952; 0.2729;0.85; 0.0480; 0.0049; 0.0029;0.0008; 0.0009; True; 0.0038; 0.0571;1.53;0.155378954;0.06324622499999999; 0.025912435; true; 0.096799208; 0.374490706;1.14;0.046978545000000003;0.005456327; 0.003445093; true; 0.019766082; 0.191201158
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.2;0.0806492;0.009357399999999998;0.021599; 0.0247077000; True; 0.0590089000; 0.1877924000;0.03; 0.021563; 0.012834;0.00068;0.00028700000000000004; 8e-06; true; 0.037886;0.03; 0.021819; 0.014215;0.008161;0.000278;9.800000000000001e-05; 8e-06; true; 0.047095;0.05; 0.032497; 0.025781;0.001388;0.000465; 1.1e-05; true; 0.06446;0.05; 0.035427; 0.015654;0.005854999999999999;0.004459;0.008102000000000002; 4.7e-05; true; 0.074112;0.04; 0.032286; 0.015141;0.000517;0.002351;0.0029330000000000003; 0.000612; true; 0.056297;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.02; 0.0847; 0.0000; 0.0027; 0.0000; 0.0000; True; 0.0028; 0.0878;7.14; 0.0602; 0.0043; 6.9622; 0.0848; 0.0009; True; 7.0482; 7.1143;1.25; 0.0884; 0.0095; 0.0631;0.0004; 0.0004; True; 0.0636; 0.1619;TO;0.104119687;MISSING;MISSING;MISSING;MISSING;MISSING;1.38;0.040477067;0.03002611; 0.001048977; true; 0.039292555; 0.216409751
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.16;0.065656;0.0062420999999999996;0.0090631; 0.0257090000; True; 0.0438247000; 0.1684511000;0.04; 0.03413; 0.015051;8e-05;3.2999999999999996e-05; 2e-05; true; 0.051916;0.05; 0.033111; 0.0192;0.005477;3.8e-05;1.4e-05; 1.5e-05; true; 0.060023;0.04; 0.035076; 0.015457;8e-05;3.2e-05; 1.9e-05; true; 0.053062;0.04; 0.033482; 0.014987;0.0042959999999999995;0.000224;0.00026700000000000004; 0.001765; true; 0.057136;0.04; 0.032908; 0.014971;0.000699;0.000817;0.000728; 0.002034; true; 0.055548;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.14; 0.0635; 0.0000; 0.0007; 0.0000; 0.0000; True; 0.0008; 0.0646;1.19; 0.0629; 0.0067; 0.1612; 0.0061; 0.0587; True; 0.2261; 0.2960;1.01; 0.0674; 0.0094; 0.0035;0.004999999999999999; 0.0051; True; 0.0087; 0.0858;1.86;0.200801983;0.04120904; 0.035897803; true; 0.087291278; 0.479836945;1.28;0.047730648;0.035860561000000006; 0.009577869; true; 0.060340939; 0.239172356
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.15;0.048099899999999994;0.009312999999999998;0.013581099999999999; 0.0367029000; True; 0.0627452000; 0.1405341000;0.03; 0.022398; 0.012516;1.4e-05;1e-05; 9e-06; true; 0.037425;0.01; 0.011521; 0.00832;0.000925;7e-06;5.999999999999999e-06; 1e-05; true; 0.022629;0.01; 0.011985; 0.008456;8e-06;4.9999999999999996e-06; 8e-06; true; 0.022145;0.02; 0.012486; 0.008329;0.001497;1.7e-05;1.1e-05; 0.00014; true; 0.024076;0.02; 0.011991; 0.008289;0.000295;0.0004;0.000306; 0.000576; true; 0.024056;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.98; 0.0323; 0.0000; 0.0000; 0.0001; 0.0000; True; 0.0002; 0.0326;1.07; 0.0403; 0.0016; 0.0421; 0.0036; 0.0049; True; 0.0506; 0.0929;1.07; 0.0368; 0.0032; 0.0001;0.0006000000000000001; 0.0006; True; 0.0008; 0.0411;1.28;0.08620823899999999;0.035207880999999996; 0.010235023; true; 0.052815113; 0.234922688;0.97;0.025439352;0.0017954660000000001; 0.001344913; true; 0.010497614; 0.126214041
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.21;0.153649;0.0182249;0.008625099999999998; 0.0257519000; True; 0.0557933000; 0.2372213000;0.36; 0.257205; 0.122037;3.1e-05;1.3000000000000001e-05; 1e-05; true; 0.400283;0.44; 0.299583; 0.120189;0.054017;1.6e-05;1.4999999999999999e-05; 1.8e-05; true; 0.496111;0.4; 0.297432; 0.127223;2.7000000000000002e-05;1.5e-05; 9e-06; true; 0.447755;0.52; 0.282321; 0.140164;0.09259;0.000202;8.499999999999999e-05; 0.014125; true; 0.548992;0.46; 0.263262; 0.141332;0.010269;0.000611;0.000413; 0.070888; true; 0.50684;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.4; 0.5227; 0.0000; 0.0006; 0.0000; 0.0000; True; 0.0006; 0.5257;29.78; 0.5031; 0.4075; 5.7161; 0.0842; 25.0902; True; 30.8934; 31.8150;1.8; 0.5604; 0.0876; 0.0008;0.166; 0.1664; True; 0.1673; 0.8176;6.2;1.7423997459999998;0.130361642; 0.179307121; true; 0.318438685; 2.415546123;4.2;0.555204709;0.005253714; 0.222686218; true; 0.235032737; 1.380014743
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.15;0.0964862;0.0112515;0.015752000000000002; 0.0328340000; True; 0.0658372000; 0.2132233000;0.11; 0.089932; 0.041021;0.00045099999999999996;0.00016099999999999998; 3.2e-05; true; 0.138982;0.1; 0.124083; 0.061201;0.010634;0.000108;4.3e-05; 9e-06; true; 0.200136;0.11; 0.106224; 0.044923;0.00045799999999999997;0.000148; 3e-05; true; 0.158965;0.12; 0.111725; 0.045158;0.016893;0.001515;0.0014830000000000002; 0.00639; true; 0.189482;0.13; 0.108064; 0.039917;0.002555;0.002483;0.001616; 0.022179; true; 0.183288;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.03; 0.0971; 0.0000; 0.0018; 0.0000; 0.0000; True; 0.0019; 0.1003;8.81; 0.1195; 0.0186; 5.8051; 0.0867; 2.1369; True; 8.0296; 8.1688;1.0; 0.0935; 0.0136; 0.0126;0.0236; 0.0238; True; 0.0364; 0.1440;2.9;0.368099708;0.065748946; 0.036849388; true; 0.111037346; 0.649968247;1.69;0.058721504;0.007116188; 0.072764398; true; 0.087992809; 0.276279837
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.12;0.053471199999999997;0.0054509;0.0080398; 0.0243892000; True; 0.0407957000; 0.1317621000;0.07; 0.058557; 0.018125;4.3e-05;2.1000000000000002e-05; 2.1e-05; true; 0.079822;0.08; 0.057283; 0.018028;0.008616;3.2e-05;1.5e-05; 7e-06; true; 0.087042;0.07; 0.061435; 0.01837;4.800000000000001e-05;2.7000000000000002e-05; 2e-05; true; 0.083032;0.08; 0.058337; 0.019342;0.008133;0.000156;0.000102; 0.002869; true; 0.091895;0.06; 0.040677; 0.018213;0.001184;0.000692;0.000491; 0.011589; true; 0.076375;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.01; 0.1123; 0.0000; 0.0007; 0.0000; 0.0000; True; 0.0008; 0.1135;3.13; 0.1953; 0.0406; 0.4117; 0.0143; 1.4455; True; 1.8716; 2.1080;1.01; 0.0889; 0.0110; 0.0014;0.020499999999999997; 0.0206; True; 0.0221; 0.1223;2.08;0.30877674099999997;0.046268509; 0.049407928; true; 0.102187364; 0.570702076;1.41;0.096086137;0.004294172; 0.063075781; true; 0.074948122; 0.349453844
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.26;0.1280533;0.0099552;0.0147592; 0.0518009000; True; 0.0803849000; 0.2778258000;0.15; 0.103221; 0.062227;1.5e-05;8.000000000000001e-06; 3.1e-05; true; 0.175015;0.18; 0.135374; 0.038161;0.016893000000000002;1e-05;1.1000000000000001e-05; 1.6e-05; true; 0.19623;0.13; 0.117676; 0.040692;1.4e-05;5.999999999999999e-06; 3.8e-05; true; 0.164115;0.24; 0.156065; 0.068056;0.029332999999999998;1.1000000000000001e-05;1.1e-05; 0.002525; true; 0.265512;0.1; 0.07634; 0.036993;0.00211;0.0005859999999999999;0.000455; 0.002379; true; 0.124558;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.37; 0.2632; 0.0000; 0.0000; 0.0000; 0.0000; True; 0.0001; 0.2639;3.2; 0.2036; 0.0286; 1.9697; 0.0462; 0.0779; True; 2.0939; 2.3266;1.22; 0.1802; 0.0217; 0.0002;0.0046; 0.0046; True; 0.0048; 0.2075;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.72;0.095459034;0.004009807; 0.007066517; true; 0.020102424; 0.326088718
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.13;0.0621546;0.005923099999999999;0.0082651; 0.0254470000; True; 0.0425000000; 0.1421238000;0.08; 0.05684; 0.036063;1.4e-05;5.999999999999999e-06; 1.9e-05; true; 0.100352;0.17; 0.092803; 0.052777;0.038119;1.1e-05;8e-06; 9e-06; true; 0.194518;0.08; 0.059046; 0.03612;9e-06;5.999999999999999e-06; 0.000227; true; 0.101414;0.12; 0.057291; 0.037062;0.025923999999999996;2.1000000000000002e-05;1.1e-05; 0.004858; true; 0.133645;0.09; 0.060263; 0.035548;0.002196;0.000629;0.00046699999999999997; 0.003267; true; 0.109194;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.1; 0.1257; 0.0000; 0.0000; 0.0000; 0.0000; True; 0.0001; 0.1263;1.25; 0.1222; 0.0258; 0.0369; 0.0015; 0.1489; True; 0.1873; 0.3359;1.11; 0.1230; 0.0199; 0.0002;0.0063; 0.0064; True; 0.0066; 0.1501;3.13;0.357876292;0.074588633; 0.063134918; true; 0.146292633; 0.698056512;1.7;0.06480633899999999;0.0025422739999999997; 0.007825336; true; 0.01903961; 0.240019027
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.13;0.0534632;0.0055896;0.008485; 0.0262811000; True; 0.0426245000; 0.1235885000;0.07; 0.055969; 0.022496;9.9e-05;3.5e-05; 8e-06; true; 0.082372;0.08; 0.046254; 0.027677;0.016157;9.7e-05;3.8e-05; 1e-05; true; 0.096715;0.09; 0.074997; 0.028319;0.000145;6.2e-05; 1.8e-05; true; 0.109631;0.07; 0.045783; 0.021787;0.009788999999999999;0.000241;0.00017999999999999998; 0.003857; true; 0.085022;0.13; 0.045588; 0.021111;0.0013390000000000001;0.0006109999999999999;0.000495; 0.064632; true; 0.137558;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.01; 0.0906; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0005; 0.0914;13.3; 0.0931; 0.0182; 0.1004; 0.0037; 12.3364; True; 12.4409; 12.5545;1.06; 0.0877; 0.0119; 0.0021;0.122; 0.1223; True; 0.1244; 0.2244;3.04;0.401251574;0.042645096; 0.076517857; true; 0.126611905; 0.649883334;1.86;0.044525508000000005;0.00370641; 0.143623714; true; 0.15474452; 0.337045416
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.11;0.0373936;0.005420699999999999;0.007861900000000002; 0.0283500000; True; 0.0433030000; 0.1064524000;0.02; 0.021828; 0.00768;8e-06;4.9999999999999996e-06; 7e-06; true; 0.03074;0.01; 0.01201; 0.007667;0.001015;6e-06;4.9999999999999996e-06; 7e-06; true; 0.02193;0.02; 0.022469; 0.01083;6e-06;4e-06; 7e-06; true; 0.034591;0.02; 0.01217; 0.007573;0.001618;1e-05;8e-06; 0.000318; true; 0.022824;0.02; 0.011671; 0.007326;0.000259;0.00033999999999999997;0.000264; 0.00088; true; 0.022355;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.95; 0.0296; 0.0000; 0.0000; 0.0001; 0.0000; True; 0.0002; 0.0299;1.03; 0.0477; 0.0032; 0.0444; 0.0016; 0.0078; True; 0.0538; 0.1050;0.94; 0.0281; 0.0031; 0.0001;0.0011; 0.0011; True; 0.0012; 0.0326;1.28;0.12050451300000001;0.030402055999999997; 0.015593956; true; 0.052626912; 0.2706567;0.99;0.021109318000000002;0.002181245; 0.005576494; true; 0.014588536; 0.130173726
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.12;0.0412894;0.0055747;0.0078561; 0.0226373000; True; 0.0381336000; 0.1131132000;0.03; 0.028406; 0.010198;7e-06;5.999999999999999e-06; 9e-06; true; 0.040139;0.02; 0.017561; 0.010227;0.001274;8e-06;4.9999999999999996e-06; 7e-06; true; 0.030659;0.04; 0.034092; 0.012495;8e-06;4.9999999999999996e-06; 8e-06; true; 0.048124;0.02; 0.017543; 0.011392;0.002065;1.1000000000000001e-05;1.3000000000000001e-05; 0.000206; true; 0.032613;0.03; 0.018876; 0.010434;0.000423;0.00056;0.00043799999999999997; 0.001219; true; 0.033981;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.93; 0.0536; 0.0000; 0.0001; 0.0000; 0.0000; True; 0.0002; 0.0541;1.21; 0.0639; 0.0022; 0.1164; 0.0029; 0.0060; True; 0.1254; 0.1918;1.16; 0.0490; 0.0037; 0.0001;0.0007999999999999999; 0.0008; True; 0.0009; 0.0539;1.49;0.181570654;0.044017869999999994; 0.016381828; true; 0.069139906; 0.369052461;1.17;0.042196732;0.002834269; 0.009117633; true; 0.01972579; 0.18679284
