name;automata-runtime;automata-construction;automata-trim;automata-uni;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.09;0.0413483;0.009086299999999999; 0.0062170000; 0.0001324000; False; 0.0193405000; 0.1021994000;0.01; 0.014125; 0.006823; 5.4e-05; 3.8e-05; 1.2e-05; false; 0.022579;0.01; 0.013597; 0.00645; 3.6e-05; 3.7e-05; 1.1e-05; false; 0.021317;0.01; 0.013714; 0.006744; 3.7e-05; 2.7e-05; 1.1e-05; false; 0.021828;0.01; 0.013898; 0.00717;0.000852; 0.000178; 0.000174; 0.000187; false; 0.023824;0.01; 0.013684; 0.006636;0.000169; 0.000622; 0.000702; 0.00028; false; 0.024324;ERR;0.94; 0.0284; 0.0000; 0.0003; 0.0001; 0.0001; False; 0.0004; 0.0290;0.91; 0.0256; 0.0016; 0.0039; 0.0003; 0.0009; False; 0.0052; 0.0326;TO;TO;0.99;0.022861932; 0.001873094; 1.9054E-5; false; 0.008323533; 0.164620054
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;0.16;0.10923759999999999;0.0065307; 0.0074853000; 0.0002406000; False; 0.0170328000; 0.1855204000;0.17; 0.14599; 0.044234; 0.000285; 0.000293; 9.9e-05; false; 0.196765;0.17; 0.146967; 0.043615; 0.00029; 0.000322; 9.9e-05; false; 0.197119;0.21; 0.191307; 0.046186; 0.000288; 0.00028; 9.7e-05; false; 0.244065;0.2; 0.165846; 0.045866;0.008931999999999999; 0.002472; 0.003264; 0.00355; false; 0.234997;0.18; 0.144803; 0.04341;0.001632; 0.001707; 0.0031; 0.00263; false; 0.202891;ERR;1.17; 0.2208; 0.0000; 0.0017; 0.0007; 0.0007; False; 0.0032; 0.2247;1.66; 0.2433; 0.0829; 0.3337; 0.0034; 0.0701; False; 0.4073; 0.7342;TO;TO;1.55;0.077265343; 0.006284842; 4.2179E-5; false; 0.014843571; 0.226746724
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;0.15;0.1255561;0.0069317; 0.0061976000; 0.0002578000; False; 0.0164030000; 0.1804638000;0.23; 0.178168; 0.07663; 0.000329; 0.000364; 6.2e-05; false; 0.263586;0.19; 0.160835; 0.049954; 0.000333; 0.000339; 5.8e-05; false; 0.218154;0.26; 0.216953; 0.053126; 0.000356; 0.000532; 7.8e-05; false; 0.27951;0.24; 0.172768; 0.052463;0.011257; 0.003281; 0.005169; 0.005405; false; 0.257744;0.25; 0.208421; 0.052149;0.001922; 0.002032; 0.003577; 0.002957; false; 0.277651;ERR;1.14; 0.2552; 0.0000; 0.0018; 0.0009; 0.0008; False; 0.0036; 0.2610;1.79; 0.2644; 0.0924; 0.3884; 0.0044; 0.0851; False; 0.4780; 0.8358;TO;TO;1.7;0.11590589; 0.006874073; 2.821E-5; false; 0.014615426; 0.346403163
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;0.15;0.1022682;0.007145500000000001; 0.0098881000; 0.0002485000; False; 0.0201642000; 0.1599314000;0.25; 0.208354; 0.056129; 0.000351; 0.000448; 7.2e-05; false; 0.275239;0.26; 0.218173; 0.058392; 0.000453; 0.000919; 0.000147; false; 0.29026;0.24; 0.188843; 0.072568; 0.000772; 0.000849; 0.00016; false; 0.275707;0.27; 0.186708; 0.062656;0.019997; 0.00398; 0.004739; 0.004403; false; 0.296742;0.26; 0.200984; 0.06355;0.003404; 0.003423; 0.006524; 0.006005; false; 0.296453;ERR;1.19; 0.2739; 0.0000; 0.0020; 0.0011; 0.0010; False; 0.0041; 0.2788;1.81; 0.2729; 0.1063; 0.4497; 0.0044; 0.1005; False; 0.5547; 0.9347;TO;TO;1.81;0.073036326; 0.007520986; 3.0463E-5; false; 0.015706668; 0.244681061
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;0.15;0.1084608;0.0074155; 0.0065201000; 0.0002282000; False; 0.0169521000; 0.1624079000;0.28; 0.232252; 0.059961; 0.000399; 0.000777; 0.000119; false; 0.303904;0.25; 0.204923; 0.055616; 0.000403; 0.000488; 7.6e-05; false; 0.269542;0.26; 0.218956; 0.060823; 0.000826; 0.000804; 9.6e-05; false; 0.29569;0.28; 0.211848; 0.058204;0.013923999999999999; 0.004229; 0.006369; 0.007569; false; 0.309335;0.27; 0.207175; 0.073329;0.002266; 0.002278; 0.004534; 0.004199; false; 0.302944;ERR;1.19; 0.3122; 0.0000; 0.0033; 0.0016; 0.0016; False; 0.0066; 0.3220;2.04; 0.3228; 0.1256; 0.5249; 0.0044; 0.1398; False; 0.6692; 1.1186;TO;TO;1.86;0.079535573; 0.008316926; 2.2171E-5; false; 0.015005103; 0.248689028
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;0.22;0.1438223;0.017980700000000002; 0.0122663000; 0.0003888000; False; 0.0363004000; 0.2357706000;0.25; 0.206632; 0.062752; 0.000404; 0.00048; 9.6e-05; false; 0.278937;0.3; 0.248936; 0.06385; 0.000423; 0.000476; 8e-05; false; 0.32265;0.28; 0.236243; 0.062872; 0.000437; 0.000498; 8.5e-05; false; 0.308889;0.32; 0.247764; 0.062969;0.013322; 0.003987; 0.005959; 0.006408; false; 0.347864;0.27; 0.223908; 0.062125;0.002291; 0.002189; 0.004424; 0.004274; false; 0.311685;ERR;1.34; 0.3543; 0.0000; 0.0024; 0.0015; 0.0014; False; 0.0054; 0.3607;2.06; 0.3206; 0.1442; 0.6030; 0.0048; 0.1410; False; 0.7490; 1.2149;TO;TO;1.75;0.09498987; 0.010476758; 6.1369E-5; false; 0.01868275; 0.285979034
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;0.17;0.1547135;0.007916; 0.0071859000; 0.0002190000; False; 0.0181520000; 0.2134289000;0.27; 0.226691; 0.067813; 0.000441; 0.000494; 0.0001; false; 0.305051;0.3; 0.25664; 0.065553; 0.000436; 0.000507; 9.6e-05; false; 0.33255;0.31; 0.2625; 0.065872; 0.000455; 0.000545; 9.4e-05; false; 0.338948;0.34; 0.263054; 0.066378;0.016227; 0.004959; 0.008281; 0.007151; false; 0.375974;0.29; 0.229009; 0.062703;0.0024270000000000003; 0.002307; 0.004755; 0.00433; false; 0.314153;ERR;1.31; 0.3526; 0.0000; 0.0039; 0.0023; 0.0022; False; 0.0084; 0.3638;2.25; 0.3274; 0.1879; 0.6850; 0.0051; 0.1624; False; 0.8526; 1.3690;TO;TO;1.87;0.091979012; 0.011006361; 4.2431E-5; false; 0.020358752; 0.287172877
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;0.19;0.1282266;0.0079813; 0.0073961000; 0.0002328000; False; 0.0183624000; 0.1889623000;0.32; 0.267269; 0.076346; 0.000978; 0.000961; 0.000133; false; 0.361097;0.28; 0.232119; 0.067648; 0.000456; 0.000572; 0.000101; false; 0.310885;0.31; 0.263049; 0.070891; 0.000532; 0.001086; 0.000129; false; 0.34854;0.33; 0.243637; 0.076958;0.015946000000000002; 0.004562; 0.007242; 0.007893; false; 0.364903;0.32; 0.25786; 0.067582;0.0025710000000000004; 0.002399; 0.005149; 0.004855; false; 0.349701;ERR;1.27; 0.3889; 0.0000; 0.0026; 0.0019; 0.0015; False; 0.0060; 0.3961;2.4; 0.3584; 0.2028; 0.7784; 0.0061; 0.1999; False; 0.9845; 1.5467;TO;TO;2.09;0.091781348; 0.011358911; 3.0843E-5; false; 0.019215803; 0.281068054
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;0.24;0.2071865;0.0086822; 0.0078909000; 0.0002365000; False; 0.0198867000; 0.3393271000;0.33; 0.2736; 0.074942; 0.000507; 0.000652; 0.000116; false; 0.360877;0.32; 0.260574; 0.07501; 0.000501; 0.00071; 0.00011; false; 0.348075;0.32; 0.269227; 0.074937; 0.0005; 0.000664; 0.000102; false; 0.358133;0.36; 0.275058; 0.073537;0.018797; 0.004862; 0.007623; 0.008389; false; 0.400463;0.34; 0.266263; 0.079219;0.002856; 0.002642; 0.006204; 0.005358; false; 0.372827;ERR;1.3; 0.3829; 0.0000; 0.0026; 0.0018; 0.0016; False; 0.0061; 0.3901;2.56; 0.3846; 0.2121; 0.8840; 0.0061; 0.2226; False; 1.1129; 1.7108;TO;TO;1.86;0.065039442; 0.009075158; 2.9961E-5; false; 0.016449245; 0.256162252
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;0.19;0.1632925;0.0079067; 0.0074116000; 0.0002546000; False; 0.0182077000; 0.2216784000;0.34; 0.280285; 0.079742; 0.000563; 0.000759; 0.000174; false; 0.37373;0.31; 0.263219; 0.074138; 0.000528; 0.000653; 0.000112; false; 0.349516;0.34; 0.275835; 0.077996; 0.000541; 0.000806; 0.000143; false; 0.368478;0.37; 0.27306; 0.072289;0.020296; 0.00873; 0.008986; 0.010103; false; 0.403478;0.36; 0.289473; 0.07451;0.003007; 0.002651; 0.005931; 0.005736; false; 0.391575;ERR;1.4; 0.4173; 0.0000; 0.0046; 0.0034; 0.0050; False; 0.0131; 0.4355;2.88; 0.4160; 0.2421; 1.0306; 0.0071; 0.2688; False; 1.3065; 1.9661;TO;TO;2.08;0.123879952; 0.016208688; 4.9162E-5; false; 0.026087602; 0.358094246
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;0.21;0.163988;0.0088163; 0.0080516000; 0.0002701000; False; 0.0200670000; 0.2293701000;0.39; 0.32803; 0.091301; 0.000577; 0.000783; 0.000137; false; 0.433889;0.36; 0.289676; 0.085326; 0.000565; 0.000879; 0.000133; false; 0.390788;0.37; 0.306911; 0.08863; 0.000563; 0.000776; 0.000169; false; 0.412046;0.39; 0.281696; 0.085547;0.020926; 0.005944; 0.009651; 0.010843; false; 0.425902;0.41; 0.335267; 0.089622;0.0030629999999999998; 0.002909; 0.006499; 0.005932; false; 0.458014;ERR;1.27; 0.4215; 0.0000; 0.0031; 0.0024; 0.0019; False; 0.0075; 0.4312;2.99; 0.4317; 0.2895; 1.1144; 0.0066; 0.2628; False; 1.3839; 2.1064;TO;TO;2.49;0.109841294; 0.015359649; 7.0944E-5; false; 0.024210654; 0.400034671
