name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-compl;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1781.0.mata;0.19; 0.0829348000;0.0055718; 0.0602463000; 0.0001423000; False; 0.0675605000; 0.1830993000;0.16; 0.145812; 0.034418; 0.001566; 0.000235; 5e-05; false; 0.18468;0.17; 0.156821; 0.034328; 0.002482; 0.000444; 3.3e-05; 1.3e-05; false; 0.196646;0.17; 0.160007; 0.035674; 0.00151; 0.000154; 4.9e-05; false; 0.199936;0.19; 0.159655; 0.035712; 0.005846; 0.00764; 0.002186; 0.002077; false; 0.215373;0.19; 0.166777; 0.035965; 0.000858; 0.006442; 0.001671; 0.001402; false; 0.216092;32.94; 0.230998; 0.080313; 0.000706; 2e-05; false; 21.1767;1.02; 0.2383; 0.0000; 0.0030; 0.0002; 0.0000; False; 0.0033; 0.2419;1.15; 0.2387; 0.0165; 0.0904; 0.0913; 0.0018; 0.0101; False; 0.1032; 0.3588;1.08; 0.2390; 0.0065; 0.0160; 0.0183; 0.0001; False; 0.0184; 0.2641;1.79; 0.174883701; 0.015411149; 0.001568459; false; 0.021991859; 0.312748716;1.65; 0.054902345; 0.058390071; 3.8486E-5; false; 0.066459557; 0.226023521
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1784.0.mata;0.16; 0.0666049000;0.0058382; 0.0579356000; 0.0001442000; False; 0.0656805000; 0.1579139000;0.12; 0.117097; 0.024316; 0.001204; 0.000162; 4.4e-05; false; 0.144969;0.12; 0.112317; 0.024338; 0.001804; 0.000429; 3.2e-05; 2.4e-05; false; 0.141015;0.1; 0.094705; 0.024865; 0.0012; 0.000127; 4.1e-05; false; 0.123021;0.12; 0.09662; 0.025034; 0.003522; 0.005151; 0.001356; 0.001213; false; 0.134899;0.12; 0.104187; 0.026447; 0.000615; 0.005399; 0.001498; 0.001136; false; 0.142282;29.29; 0.114159; 0.048741; 0.00077; 2.3e-05; false; 21.4104;0.99; 0.1575; 0.0000; 0.0032; 0.0003; 0.0000; False; 0.0035; 0.1613;1.05; 0.1562; 0.0086; 0.0608; 0.0616; 0.0015; 0.0066; False; 0.0697; 0.2348;0.99; 0.1618; 0.0046; 0.0128; 0.0147; 0.0001; False; 0.0148; 0.1814;1.59; 0.155603101; 0.014152366; 0.001853594; false; 0.020293166; 0.283274623;1.48; 0.04067744; 0.046882564; 3.7437E-5; false; 0.054651106; 0.210997887
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1785.0.mata;0.19; 0.0847967000;0.0054788; 0.0631176000; 0.0001949000; False; 0.0704323000; 0.1824660000;0.18; 0.169641; 0.036184; 0.001489; 0.000188; 4.9e-05; false; 0.210051;0.19; 0.165347; 0.04273; 0.003215; 0.000775; 5.1e-05; 2.2e-05; false; 0.215192;0.23; 0.228155; 0.03497; 0.001711; 0.000151; 5.3e-05; false; 0.267534;0.17; 0.146906; 0.037277; 0.005816; 0.007509; 0.002156; 0.002798; false; 0.204632;0.16; 0.145942; 0.035237; 0.000851; 0.006314; 0.001644; 0.001382; false; 0.193972;34.29; 0.199081; 0.075777; 0.000643; 2e-05; false; 22.6425;1.04; 0.2349; 0.0000; 0.0030; 0.0002; 0.0000; False; 0.0033; 0.2385;1.16; 0.2389; 0.0167; 0.0897; 0.0906; 0.0018; 0.0102; False; 0.1027; 0.3586;1.08; 0.2378; 0.0066; 0.0163; 0.0186; 0.0001; False; 0.0187; 0.2634;1.8; 0.154584833; 0.018099331; 0.00224395; false; 0.025863694; 0.30196943;1.68; 0.056313992; 0.060178289; 3.7066E-5; false; 0.068332211; 0.253903055
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1786.0.mata;0.18; 0.0849200000;0.0070298999999999995; 0.0621633000; 0.0001802000; False; 0.0711316000; 0.1824429000;0.15; 0.142107; 0.033206; 0.001504; 0.000173; 4.9e-05; false; 0.179448;0.17; 0.155187; 0.034322; 0.002418; 0.000441; 3.2e-05; 1.3e-05; false; 0.194744;0.15; 0.142116; 0.033645; 0.001486; 0.000156; 6.2e-05; false; 0.179885;0.16; 0.143871; 0.034445; 0.005486; 0.006921; 0.001668; 0.001811; false; 0.196302;0.18; 0.158974; 0.033535; 0.000838; 0.006341; 0.001712; 0.001414; false; 0.205381;33.72; 0.18406; 0.085905; 0.000808; 2e-05; false; 22.4466;1.11; 0.2435; 0.0000; 0.0031; 0.0001; 0.0000; False; 0.0033; 0.2471;1.2; 0.2431; 0.0172; 0.0898; 0.0907; 0.0019; 0.0101; False; 0.1028; 0.3634;1.17; 0.2460; 0.0068; 0.0166; 0.0188; 0.0001; False; 0.0190; 0.2720;1.8; 0.164721196; 0.015263142; 0.001964707; false; 0.023031915; 0.285282917;1.88; 0.057548507; 0.054345141; 3.7773E-5; false; 0.063424794; 0.247983305
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1789.0.mata;0.19; 0.0850233000;0.0059463; 0.0629171000; 0.0001875000; False; 0.0707998000; 0.1817912000;0.17; 0.158648; 0.035059; 0.001523; 0.000176; 5.4e-05; false; 0.198001;0.21; 0.187288; 0.041555; 0.004045; 0.000738; 5.1e-05; 2.2e-05; false; 0.237598;0.18; 0.156152; 0.034033; 0.001522; 0.000154; 5e-05; false; 0.19443;0.19; 0.16236; 0.037345; 0.005926; 0.007048; 0.001869; 0.00193; false; 0.218827;0.18; 0.144511; 0.034284; 0.000862; 0.006384; 0.001665; 0.001365; false; 0.191654;34.33; 0.180032; 0.0849; 0.000689; 2.1e-05; false; 21.9199;1.06; 0.2373; 0.0000; 0.0031; 0.0001; 0.0000; False; 0.0033; 0.2409;1.2; 0.2484; 0.0166; 0.0897; 0.0906; 0.0020; 0.0105; False; 0.1032; 0.3686;1.08; 0.2352; 0.0065; 0.0163; 0.0186; 0.0001; False; 0.0187; 0.2607;1.78; 0.160789663; 0.015151012; 0.002025644; false; 0.022914524; 0.284938144;1.83; 0.059633348; 0.06089166; 3.874E-5; false; 0.070350075; 0.272489117
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_179.0.mata;0.15; 0.0595279000;0.0057763; 0.0469963000; 0.0002112000; False; 0.0547867000; 0.1435833000;0.04; 0.039591; 0.011881; 0.000502; 6e-05; 1.8e-05; false; 0.053316;0.05; 0.054495; 0.012412; 0.000809; 0.000255; 3.4e-05; 1.3e-05; false; 0.06934;0.06; 0.055637; 0.011545; 0.000494; 5.3e-05; 1.7e-05; false; 0.068872;0.06; 0.059466; 0.011645; 0.00142; 0.002022; 0.000482; 0.000491; false; 0.07659;0.04; 0.039005; 0.01151; 0.000275; 0.001572; 0.000697; 0.000459; false; 0.05504;4.92; 0.070725; 0.023522; 0.000295; 1.2e-05; false; 1.3022;1.01; 0.1165; 0.0000; 0.0016; 0.0001; 0.0000; False; 0.0018; 0.1185;0.96; 0.0721; 0.0024; 0.0155; 0.0159; 0.0006; 0.0013; False; 0.0178; 0.0925;0.96; 0.1146; 0.0022; 0.0055; 0.0063; 0.0001; False; 0.0064; 0.1233;1.26; 0.1025278; 0.014753897; 0.001927698; false; 0.022055632; 0.208166399;1.19; 0.02185493; 0.024965598; 3.3991E-5; false; 0.032074036; 0.157584899
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1792.0.mata;0.22; 0.0960544000;0.0059638; 0.0822421000; 0.0001959000; False; 0.0901343000; 0.2217649000;0.18; 0.169692; 0.036646; 0.001479; 0.000171; 4.9e-05; false; 0.210535;0.19; 0.162185; 0.042165; 0.003814; 0.000779; 4.9e-05; 3.9e-05; false; 0.212765;0.18; 0.165133; 0.040142; 0.00159; 0.000229; 5.5e-05; false; 0.209971;0.18; 0.156814; 0.034698; 0.005529; 0.006535; 0.001511; 0.00185; false; 0.209095;0.18; 0.146834; 0.04115; 0.00085; 0.006495; 0.001676; 0.001366; false; 0.20179;33.63; 0.169279; 0.07333; 0.000728; 2e-05; false; 21.4507;1.07; 0.2423; 0.0000; 0.0032; 0.0001; 0.0000; False; 0.0034; 0.2460;1.18; 0.2376; 0.0166; 0.0899; 0.0908; 0.0018; 0.0100; False; 0.1027; 0.3572;1.14; 0.2521; 0.0067; 0.0163; 0.0185; 0.0001; False; 0.0186; 0.2778;1.84; 0.169217223; 0.018198109; 0.00189707; false; 0.026025025; 0.313588856;1.68; 0.052852387; 0.058625027; 3.3979E-5; false; 0.066011889; 0.227262485
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1795.0.mata;0.19; 0.0860963000;0.0061079; 0.0637277000; 0.0001369000; False; 0.0717909000; 0.1837723000;0.3; 0.274854; 0.059324; 0.001491; 0.000184; 5.5e-05; false; 0.338526;0.17; 0.145581; 0.036291; 0.002422; 0.000426; 4e-05; 1.3e-05; false; 0.187153;0.18; 0.145673; 0.047325; 0.002608; 0.000237; 8.1e-05; false; 0.199785;0.21; 0.186964; 0.036684; 0.005677; 0.007705; 0.002419; 0.001956; false; 0.243575;0.18; 0.163224; 0.034756; 0.000852; 0.006342; 0.001654; 0.001426; false; 0.210864;33.83; 0.18719; 0.072103; 0.000713; 2.1e-05; false; 22.2101;1.04; 0.2353; 0.0000; 0.0030; 0.0002; 0.0000; False; 0.0032; 0.2388;1.17; 0.2349; 0.0165; 0.0896; 0.0905; 0.0018; 0.0100; False; 0.1023; 0.3541;1.05; 0.2386; 0.0066; 0.0161; 0.0184; 0.0001; False; 0.0184; 0.2639;1.72; 0.162641222; 0.0150293; 0.002030277; false; 0.022976522; 0.282159145;1.65; 0.053625799; 0.056803316; 3.1127E-5; false; 0.063887411; 0.235343697
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1798.0.mata;0.17; 0.0829930000;0.0054707; 0.0604523000; 0.0001506000; False; 0.0676461000; 0.1753200000;0.15; 0.142256; 0.032494; 0.001475; 0.000172; 4.9e-05; false; 0.178816;0.17; 0.161009; 0.032968; 0.002422; 0.000431; 3.4e-05; 1.2e-05; false; 0.199183;0.16; 0.155609; 0.032952; 0.001465; 0.000162; 4.9e-05; false; 0.192637;0.22; 0.191893; 0.033491; 0.005534; 0.006697; 0.001602; 0.001648; false; 0.242944;0.18; 0.15612; 0.033852; 0.000849; 0.006363; 0.00165; 0.001361; false; 0.20297;34.32; 0.190538; 0.074452; 0.0008; 2.1e-05; false; 23.1635;1.07; 0.2410; 0.0000; 0.0033; 0.0001; 0.0000; False; 0.0034; 0.2448;1.2; 0.2388; 0.0167; 0.0899; 0.0907; 0.0018; 0.0101; False; 0.1027; 0.3586;1.12; 0.2439; 0.0066; 0.0165; 0.0187; 0.0001; False; 0.0188; 0.2696;1.86; 0.172162829; 0.014821351; 0.001571787; false; 0.020775914; 0.317584572;1.73; 0.054805933; 0.057689482; 3.1632E-5; false; 0.064876427; 0.24414879
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1817.0.mata;0.21; 0.1094285000;0.0056691; 0.0608441000; 0.0001244000; False; 0.0683022000; 0.2114588000;0.16; 0.142281; 0.034783; 0.001468; 0.000173; 4.9e-05; false; 0.181244;0.16; 0.154769; 0.035124; 0.002515; 0.000432; 3.3e-05; 1.3e-05; false; 0.195377;0.16; 0.145219; 0.03367; 0.001511; 0.000156; 5e-05; false; 0.183073;0.19; 0.163038; 0.0361; 0.005485; 0.006863; 0.001574; 0.00161; false; 0.216965;0.18; 0.152119; 0.033202; 0.000832; 0.006368; 0.001648; 0.00135; false; 0.198092;34.1; 0.227819; 0.072783; 0.000867; 2e-05; false; 22.1617;1.08; 0.2431; 0.0000; 0.0032; 0.0001; 0.0000; False; 0.0034; 0.2469;1.16; 0.2399; 0.0168; 0.0899; 0.0907; 0.0018; 0.0101; False; 0.1027; 0.3598;1.08; 0.2408; 0.0067; 0.0171; 0.0194; 0.0001; False; 0.0195; 0.2674;1.76; 0.175772824; 0.01831185; 0.001651963; false; 0.025803284; 0.320327805;1.53; 0.056514905; 0.056214466; 3.7156E-5; false; 0.063539763; 0.26494334
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1847.0.mata;0.2; 0.0968984000;0.0056695; 0.0586169000; 0.0002592000; False; 0.0663298000; 0.1974277000;0.1; 0.094734; 0.023548; 0.001211; 0.000146; 4.1e-05; false; 0.12176;0.12; 0.101667; 0.024917; 0.001793; 0.000435; 3.3e-05; 2.5e-05; false; 0.13102;0.11; 0.096163; 0.025311; 0.001283; 0.000172; 4.3e-05; false; 0.125375;0.12; 0.094547; 0.026832; 0.003759; 0.005284; 0.001468; 0.0013; false; 0.135649;0.12; 0.095011; 0.025269; 0.000594; 0.005254; 0.001375; 0.001098; false; 0.131278;30.94; 0.130192; 0.051429; 0.000624; 1.9e-05; false; 23.0395;0.98; 0.1543; 0.0000; 0.0025; 0.0002; 0.0000; False; 0.0027; 0.1573;1.07; 0.1595; 0.0085; 0.0618; 0.0625; 0.0015; 0.0066; False; 0.0706; 0.2388;1.0; 0.1581; 0.0045; 0.0128; 0.0147; 0.0001; False; 0.0147; 0.1776;1.57; 0.143806693; 0.015541579; 0.001673808; false; 0.021342984; 0.264448595;1.35; 0.033630364; 0.04784979; 3.4002E-5; false; 0.055486737; 0.191949121
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_187.0.mata;0.14; 0.0517644000;0.0056996; 0.0452605000; 0.0001336000; False; 0.0530370000; 0.1382591000;0.05; 0.050747; 0.011685; 0.000499; 6.2e-05; 1.7e-05; false; 0.064199;0.04; 0.03923; 0.012169; 0.000809; 0.000243; 3.6e-05; 1.2e-05; false; 0.053793;0.04; 0.042058; 0.01151; 0.000501; 5.8e-05; 1.7e-05; false; 0.055235;0.04; 0.037506; 0.011314; 0.001398; 0.001989; 0.000462; 0.000465; false; 0.054132;0.05; 0.037684; 0.012096; 0.000247; 0.001558; 0.000715; 0.000433; false; 0.054269;4.95; 0.05851; 0.031744; 0.000395; 1.6e-05; false; 1.16511;0.9; 0.0715; 0.0000; 0.0012; 0.0001; 0.0000; False; 0.0013; 0.0730;0.91; 0.0701; 0.0025; 0.0146; 0.0150; 0.0006; 0.0012; False; 0.0169; 0.0896;0.96; 0.0724; 0.0022; 0.0052; 0.0061; 0.0001; False; 0.0062; 0.0810;1.29; 0.115276879; 0.017045962; 0.001628653; false; 0.023555794; 0.226513643;1.15; 0.023678915; 0.029358274; 4.238E-5; false; 0.036696553; 0.152672801
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1874.0.mata;0.19; 0.0970816000;0.0056061999999999996; 0.0546885000; 0.0001230000; False; 0.0620979000; 0.1936295000;0.1; 0.101342; 0.024278; 0.001037; 0.000128; 3.7e-05; false; 0.128919;0.12; 0.108713; 0.025373; 0.001923; 0.000407; 5.7e-05; 2.5e-05; false; 0.138567;0.11; 0.106352; 0.024862; 0.001128; 0.000147; 4.7e-05; false; 0.134962;0.12; 0.093203; 0.025633; 0.003757; 0.005139; 0.001466; 0.001382; false; 0.132904;0.12; 0.103447; 0.022454; 0.000543; 0.00442; 0.001194; 0.000879; false; 0.13509;11.62; 0.124876; 0.047392; 0.000611; 2.7e-05; false; 2.99852;0.97; 0.1563; 0.0000; 0.0022; 0.0002; 0.0000; False; 0.0024; 0.1589;1.06; 0.1604; 0.0079; 0.0480; 0.0486; 0.0012; 0.0049; False; 0.0548; 0.2233;0.98; 0.1549; 0.0044; 0.0111; 0.0126; 0.0001; False; 0.0127; 0.1723;1.56; 0.143856397; 0.01759704; 0.002161241; false; 0.025695152; 0.25824566;1.42; 0.039862193; 0.039019325; 3.0539E-5; false; 0.046412414; 0.195350851
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1875.0.mata;0.18; 0.0708068000;0.0062334; 0.0548079000; 0.0001172000; False; 0.0632543000; 0.1685389000;0.12; 0.108514; 0.025634; 0.001028; 0.000138; 3.7e-05; false; 0.137513;0.11; 0.099182; 0.023263; 0.001887; 0.000379; 5.3e-05; 2.3e-05; false; 0.126787;0.12; 0.102967; 0.024794; 0.001133; 0.000145; 3.7e-05; false; 0.131498;0.14; 0.119553; 0.024482; 0.003562; 0.004591; 0.001164; 0.001123; false; 0.156662;0.11; 0.100059; 0.022971; 0.000572; 0.004618; 0.001272; 0.000949; false; 0.132766;11.73; 0.131718; 0.071728; 0.000583; 1.8e-05; false; 3.13859;1.01; 0.1641; 0.0000; 0.0032; 0.0003; 0.0000; False; 0.0036; 0.1683;1.14; 0.1618; 0.0077; 0.0482; 0.0488; 0.0012; 0.0049; False; 0.0550; 0.2248;1.09; 0.1593; 0.0046; 0.0130; 0.0151; 0.0001; False; 0.0152; 0.1794;1.58; 0.142124095; 0.019047704; 0.002006116; false; 0.02710662; 0.28753781;1.39; 0.040886595; 0.041744162; 3.5184E-5; false; 0.049095395; 0.206086467
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1877.0.mata;0.19; 0.0815260000;0.0057943000000000005; 0.0562221000; 0.0001585000; False; 0.0638980000; 0.1837346000;0.11; 0.099559; 0.023325; 0.001042; 0.000126; 3.7e-05; false; 0.126149;0.11; 0.102285; 0.025302; 0.001958; 0.000406; 5.9e-05; 2.6e-05; false; 0.132441;0.13; 0.120981; 0.02851; 0.001033; 0.000117; 3.6e-05; false; 0.153175;0.17; 0.135852; 0.03535; 0.006844; 0.008712; 0.002749; 0.003801; false; 0.196656;0.1; 0.094384; 0.022738; 0.000569; 0.004468; 0.001248; 0.0009; false; 0.126313;12.02; 0.132139; 0.050058; 0.000691; 2.1e-05; false; 3.13687;1.0; 0.1571; 0.0000; 0.0028; 0.0002; 0.0000; False; 0.0031; 0.1605;1.04; 0.1559; 0.0077; 0.0486; 0.0492; 0.0012; 0.0049; False; 0.0554; 0.2193;1.04; 0.1588; 0.0044; 0.0208; 0.0246; 0.0001; False; 0.0248; 0.1883;1.6; 0.135362331; 0.021839746; 0.00209585; false; 0.029861128; 0.279467723;1.45; 0.044654812; 0.044424266; 4.5961E-5; false; 0.051608949; 0.216300362
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1878.0.mata;0.24; 0.1272934000;0.0091146; 0.0554645000; 0.0001350000; False; 0.0673197000; 0.2395936000;0.14; 0.126102; 0.026475; 0.001043; 0.000135; 3.8e-05; false; 0.155988;0.11; 0.094135; 0.025754; 0.001898; 0.000396; 6.2e-05; 2.2e-05; false; 0.124441;0.12; 0.112785; 0.025317; 0.001101; 0.000144; 3.9e-05; false; 0.141849;0.11; 0.093285; 0.025809; 0.003532; 0.004728; 0.001106; 0.001047; false; 0.131577;0.13; 0.111723; 0.022604; 0.000583; 0.004673; 0.001262; 0.000934; false; 0.144008;11.83; 0.111557; 0.048149; 0.000677; 2e-05; false; 2.92586;0.93; 0.1609; 0.0000; 0.0023; 0.0002; 0.0000; False; 0.0025; 0.1637;1.07; 0.1567; 0.0077; 0.0484; 0.0490; 0.0012; 0.0049; False; 0.0551; 0.2198;0.99; 0.1573; 0.0045; 0.0113; 0.0129; 0.0001; False; 0.0129; 0.1750;1.63; 0.17790287; 0.028606941; 0.002269181; false; 0.037056684; 0.333404585;1.46; 0.045532533; 0.052094522; 4.3594E-5; false; 0.067377394; 0.285325089
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1879.0.mata;0.16; 0.0675788000;0.0058697; 0.0534036000; 0.0001207000; False; 0.0610993000; 0.1545245000;0.11; 0.102431; 0.024033; 0.001021; 0.000132; 3.7e-05; false; 0.129779;0.12; 0.114978; 0.023786; 0.001901; 0.000387; 5.5e-05; 2.4e-05; false; 0.143249;0.13; 0.123395; 0.028592; 0.001027; 0.000116; 3.6e-05; false; 0.155276;0.13; 0.10979; 0.023924; 0.003463; 0.004433; 0.001074; 0.001084; false; 0.145717;0.1; 0.093442; 0.022446; 0.000591; 0.004503; 0.001201; 0.00089; false; 0.125111;11.87; 0.161919; 0.06764; 0.00076; 2.9e-05; false; 3.09095;0.97; 0.1590; 0.0000; 0.0025; 0.0002; 0.0000; False; 0.0027; 0.1621;1.02; 0.1567; 0.0077; 0.0481; 0.0487; 0.0012; 0.0049; False; 0.0549; 0.2195;0.96; 0.1563; 0.0045; 0.0113; 0.0128; 0.0001; False; 0.0129; 0.1741;1.61; 0.170646727; 0.023755179; 0.005434373; false; 0.036150519; 0.316377562;1.44; 0.043996601; 0.040386771; 2.9534E-5; false; 0.046839843; 0.201950604
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1887.0.mata;0.16; 0.0679399000;0.005612; 0.0542254000; 0.0001417000; False; 0.0617344000; 0.1556514000;0.1; 0.105154; 0.023333; 0.001018; 0.000126; 3.7e-05; false; 0.131639;0.1; 0.092061; 0.023466; 0.001884; 0.000386; 6.4e-05; 2.4e-05; false; 0.119981;0.12; 0.113954; 0.032783; 0.001095; 0.000159; 4.8e-05; false; 0.150596;0.16; 0.133357; 0.034582; 0.007235; 0.008109; 0.001197; 0.001104; false; 0.188858;0.13; 0.115625; 0.022757; 0.000565; 0.00455; 0.001185; 0.000903; false; 0.147773;11.96; 0.113539; 0.048807; 0.000604; 2.1e-05; false; 2.90504;0.97; 0.1617; 0.0000; 0.0028; 0.0003; 0.0000; False; 0.0032; 0.1652;1.07; 0.1592; 0.0077; 0.0478; 0.0484; 0.0012; 0.0049; False; 0.0546; 0.2218;0.98; 0.1608; 0.0046; 0.0111; 0.0128; 0.0001; False; 0.0128; 0.1785;1.6; 0.158653735; 0.019546004; 0.003767653; false; 0.02747039; 0.29100856;1.43; 0.041013564; 0.042781556; 3.3788E-5; false; 0.049863734; 0.218883286
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1897.0.mata;0.21; 0.1060182000;0.0061698; 0.0534502000; 0.0001481000; False; 0.0614232000; 0.1974061000;0.11; 0.10382; 0.025945; 0.001116; 0.000156; 4.2e-05; false; 0.133569;0.12; 0.116489; 0.02438; 0.001875; 0.000396; 5.5e-05; 2.4e-05; false; 0.145306;0.13; 0.125653; 0.025627; 0.001053; 0.00011; 3.7e-05; false; 0.154696;0.13; 0.111556; 0.023278; 0.00341; 0.004536; 0.001071; 0.001054; false; 0.146783;0.13; 0.114341; 0.023591; 0.000605; 0.004661; 0.001234; 0.000908; false; 0.147669;12.15; 0.122084; 0.049601; 0.000834; 3.8e-05; false; 3.13686;0.98; 0.1565; 0.0000; 0.0022; 0.0002; 0.0000; False; 0.0025; 0.1593;1.08; 0.1635; 0.0079; 0.0481; 0.0487; 0.0012; 0.0049; False; 0.0549; 0.2267;1.09; 0.1705; 0.0076; 0.0193; 0.0219; 0.0001; False; 0.0221; 0.2005;1.51; 0.139060417; 0.014558383; 0.001759717; false; 0.020470979; 0.245060185;1.36; 0.036049543; 0.041666815; 3.1803E-5; false; 0.048710299; 0.179148533
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_277.0.mata;0.17; 0.0982245000;0.0054768; 0.0487993000; 0.0001299000; False; 0.0561127000; 0.1808889000;0.08; 0.080018; 0.01762; 0.000954; 0.000145; 3.1e-05; false; 0.100394;0.1; 0.097358; 0.017135; 0.001229; 0.000303; 4.3e-05; 4e-06; false; 0.117537;0.1; 0.088593; 0.017014; 0.000888; 0.000104; 3e-05; false; 0.108093;0.08; 0.067287; 0.016983; 0.002388; 0.003671; 0.000947; 0.000936; false; 0.093476;0.11; 0.080462; 0.02956; 0.000768; 0.004683; 0.001859; 0.001363; false; 0.121752;8.82; 0.102461; 0.036843; 0.00047; 2.5e-05; false; 2.18782;0.93; 0.1207; 0.0000; 0.0020; 0.0001; 0.0000; False; 0.0022; 0.1232;0.99; 0.1193; 0.0053; 0.0354; 0.0360; 0.0011; 0.0038; False; 0.0409; 0.1657;0.96; 0.1255; 0.0037; 0.0093; 0.0107; 0.0001; False; 0.0108; 0.1403;1.38; 0.121795601; 0.013488931; 0.001967164; false; 0.02035102; 0.227921414;1.36; 0.03737379; 0.042056533; 3.6636E-5; false; 0.050446812; 0.210864822
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_357.0.mata;0.14; 0.0507603000;0.0054896; 0.0514736000; 0.0001471000; False; 0.0586745000; 0.1352030000;0.09; 0.080109; 0.020217; 0.001159; 0.000116; 3.3e-05; false; 0.103345;0.07; 0.069628; 0.0124; 0.000965; 0.000298; 4.2e-05; 5e-06; false; 0.084553;0.07; 0.06882; 0.012286; 0.001012; 0.000123; 3.4e-05; false; 0.083498;0.07; 0.063785; 0.012344; 0.001551; 0.002547; 0.000624; 0.000618; false; 0.082571;0.07; 0.061674; 0.012115; 0.000272; 0.0022; 0.000892; 0.000577; false; 0.07931;5.43; 0.098773; 0.041736; 0.000332; 1.6e-05; false; 1.08181;0.88; 0.0876; 0.0000; 0.0014; 0.0001; 0.0000; False; 0.0016; 0.0894;0.9; 0.0764; 0.0028; 0.0202; 0.0206; 0.0007; 0.0018; False; 0.0232; 0.1026;0.98; 0.0796; 0.0026; 0.0068; 0.0079; 0.0001; False; 0.0080; 0.0904;1.34; 0.111786332; 0.019051482; 0.001497056; false; 0.024954782; 0.238444407;1.18; 0.025393649; 0.034685295; 2.9558E-5; false; 0.041836141; 0.159307791
