name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;21.78;0.16181689999999999;0.008073400000000001; 21.5382102000; 0.0001333000; True; 21.5495683000; 21.7505316000;1.62; 0.301838; 0.081646; 1.02957; 0.43203; 3e-06; true; 1.86148;1.95; 0.328345; 0.092143; 0.000486; 1.30748; 0.455464; 4e-06; true; 2.19992;1.69; 0.308291; 0.083215; 1.0317; 0.502006; 3e-06; true; 1.94107;14.97; 0.297655; 0.084225;0.020808; 8.74969; 6.53614; 1.1e-05; true; 15.6996;13.95; 0.332845; 0.090902;0.003234; 5.54081; 7.71721; 0.027738; true; 13.7243;ERR;14.56; 0.4177; 0.0000; 10.9693; 3.2531; 0.0000; True; 14.2225; 14.6450;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;38.99;0.105319915; 15.484618145; 6.7922E-5; true; 15.503153457; 15.796503996
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.36;0.0573651;0.0067911; 0.2364068000; 0.0002210000; True; 0.2469120000; 0.3459857000;0.09; 0.058996; 0.014948; 0.013417; 0.01086; 2e-06; true; 0.100519;0.07; 0.043422; 0.014745; 0.009061; 0.005635; 0.00502; 3e-06; true; 0.080076;0.1; 0.069997; 0.017544; 0.014807; 0.011095; 4e-06; true; 0.116245;0.31; 0.053575; 0.014825;0.002395; 0.109931; 0.147107; 3e-06; true; 0.329826;0.25; 0.071278; 0.019142;0.000465; 0.053756; 0.113075; 0.001878; true; 0.262447;ERR;1.23; 0.0760; 0.0000; 0.1226; 0.0346; 0.0000; True; 0.1573; 0.2336;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;2.04;0.030685923; 0.299235669; 2.7415E-5; true; 0.305837866; 0.431788136
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.5;0.1186093;0.0094625; 0.3773989000; 0.0001327000; True; 0.3920206000; 0.5620140000;0.11; 0.056397; 0.019164; 0.027983; 0.019086; 2e-06; true; 0.125754;0.1; 0.057845; 0.019049; 0.018695; 0.011265; 0.008903; 2e-06; true; 0.118661;0.11; 0.067489; 0.019291; 0.027155; 0.018867; 3e-06; true; 0.135759;0.49; 0.087968; 0.018307;0.003255; 0.191003; 0.240346; 2e-06; true; 0.543167;0.41; 0.057795; 0.019217;0.000619; 0.107605; 0.203846; 0.004231; true; 0.396539;ERR;1.46; 0.0939; 0.0000; 0.2282; 0.0717; 0.0000; True; 0.3000; 0.3942;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;2.8;0.049283546; 0.554364847; 2.6124E-5; true; 0.562394635; 0.757409703
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.69;0.062401200000000004;0.0059554; 0.5579247000; 0.0001453000; True; 0.5666126000; 0.6727737000;0.16; 0.081915; 0.022258; 0.042277; 0.027897; 2e-06; true; 0.177322;0.13; 0.070711; 0.020696; 0.029228; 0.017158; 0.013802; 2e-06; true; 0.154487;0.17; 0.100697; 0.021525; 0.04338; 0.027602; 3e-06; true; 0.196238;0.76; 0.071245; 0.022099;0.004000999999999999; 0.32341; 0.386243; 2e-06; true; 0.809515;0.59; 0.06914; 0.019341;0.000722; 0.165328; 0.326699; 0.005297; true; 0.589689;ERR;1.54; 0.1153; 0.0000; 0.3815; 0.1213; 0.0000; True; 0.5029; 0.6186;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;3.53;0.048682065; 0.862990685; 3.4085E-5; true; 0.870504628; 1.034959137
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;1.09;0.0662937;0.0060482999999999995; 0.9622996000; 0.0001661000; True; 0.9711481000; 1.0791267000;0.19; 0.085997; 0.026262; 0.065004; 0.041225; 2e-06; true; 0.222114;0.2; 0.108987; 0.026217; 0.042451; 0.024754; 0.019905; 2e-06; true; 0.225693;0.22; 0.086518; 0.026619; 0.092005; 0.047377; 2e-06; true; 0.256053;1.18; 0.086254; 0.026584;0.004916; 0.546005; 0.586514; 4e-06; true; 1.25335;1.02; 0.117209; 0.027686;0.0009780000000000001; 0.290974; 0.57133; 0.008978; true; 1.02161;ERR;1.98; 0.1496; 0.0000; 0.6703; 0.2278; 0.0000; True; 0.8982; 1.0517;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;4.36;0.051538984; 1.142530736; 2.2381E-5; true; 1.147879152; 1.313673616
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;1.32;0.0696775;0.005860799999999999; 1.2295155000; 0.0001441000; True; 1.2380875000; 1.3443775000;0.25; 0.099115; 0.04031; 0.090336; 0.052499; 2e-06; true; 0.286288;0.24; 0.098643; 0.03082; 0.063258; 0.042136; 0.025408; 2e-06; true; 0.264096;0.25; 0.114723; 0.02682; 0.088942; 0.052383; 2e-06; true; 0.286578;1.58; 0.096838; 0.028957;0.00577; 0.738394; 0.80873; 3e-06; true; 1.68204;1.28; 0.114322; 0.02991;0.001189; 0.417584; 0.686474; 0.010287; true; 1.26463;ERR;2.18; 0.1871; 0.0000; 0.9062; 0.2893; 0.0000; True; 1.1955; 1.3831;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;5.71;0.043886987; 1.657000389; 2.2551E-5; true; 1.667796036; 1.851566863
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;2.03;0.1117956;0.0063834; 1.8877494000; 0.0001377000; True; 1.8972188000; 2.0747452000;0.39; 0.14587; 0.037084; 0.175172; 0.071408; 3e-06; true; 0.435897;0.33; 0.134372; 0.043483; 0.087424; 0.052416; 0.038166; 4e-06; true; 0.361576;0.35; 0.134278; 0.035605; 0.155625; 0.068648; 3e-06; true; 0.400011;2.24; 0.129614; 0.033606;0.007094; 1.13313; 1.0588; 4e-06; true; 2.36668;1.77; 0.123036; 0.033563;0.00131; 0.613795; 0.954025; 0.014551; true; 1.74551;ERR;2.91; 0.2393; 0.0000; 1.4240; 0.4933; 0.0003; True; 1.9180; 2.1588;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;6.63;0.059522003999999996; 2.192892896; 3.1642E-5; true; 2.199198308; 2.367856691
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;2.72;0.0875972;0.006644099999999999; 2.6575414000; 0.0001151000; True; 2.6672070000; 2.7950485000;0.44; 0.141739; 0.039605; 0.208029; 0.090762; 3e-06; true; 0.48717;0.38; 0.147097; 0.037832; 0.110586; 0.064409; 0.043291; 3e-06; true; 0.408122;0.4; 0.128192; 0.038514; 0.191944; 0.096858; 3e-06; true; 0.461959;3.13; 0.135857; 0.037881;0.008439; 1.64038; 1.46205; 4e-06; true; 3.28976;2.37; 0.133395; 0.038287;0.001535; 0.863843; 1.26077; 0.019831; true; 2.32361;ERR;3.31; 0.2224; 0.0000; 2.0506; 0.6293; 0.0002; True; 2.6808; 2.9047;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;7.74;0.078644361; 2.622852505; 2.75E-5; true; 2.632327014; 2.858150825
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.11;0.0424138;0.006500000000000001; 0.0271389000; 0.0001080000; True; 0.0367540000; 0.1492118000;0.03; 0.027132; 0.011553; 0.001464; 0.001279; 4e-06; true; 0.044177;0.03; 0.026417; 0.009993; 0.001977; 0.001284; 0.000591; 1e-06; true; 0.04231;0.02; 0.014817; 0.007446; 0.001223; 0.000919; 2e-06; true; 0.026041;0.03; 0.013975; 0.006747;0.000889; 0.005619; 0.008966; 4e-06; true; 0.03751;0.02; 0.013638; 0.006874;0.00018199999999999998; 0.004311; 0.004839; 9.3e-05; true; 0.032362;ERR;1.08; 0.0310; 0.0000; 0.0102; 0.0017; 0.0000; True; 0.0119; 0.0439;3.05; 0.0295; 0.0019; 1.9130; 0.1214; 0.0000; True; 2.0344; 2.0661;TO;TO;1.09;0.025675759; 0.046033854; 4.3201E-5; true; 0.052258835; 0.15476305
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;3.5;0.1230227;0.0102341; 3.3386268000; 0.0001939000; True; 3.3527177000; 3.5311023000;0.55; 0.183954; 0.04564; 0.268659; 0.11616; 2e-06; true; 0.626965;0.48; 0.170254; 0.052446; 0.000242; 0.205594; 0.110782; 3e-06; true; 0.54587;0.59; 0.209835; 0.058196; 0.272204; 0.112775; 3e-06; true; 0.662147;3.76; 0.156137; 0.044469;0.010078; 1.99441; 1.73018; 3e-06; true; 3.94192;3.04; 0.158343; 0.040498;0.001508; 1.05968; 1.70323; 0.022403; true; 2.9909;ERR;3.78; 0.2174; 0.0000; 2.1474; 0.7350; 0.0000; True; 2.8825; 3.1015;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;10.22;0.071638303; 3.561917038; 3.3652E-5; true; 3.569416754; 3.784670089
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;4.73;0.09903490000000001;0.0066373; 4.5816101000; 0.0001869000; True; 4.5913715000; 4.7570120000;0.63; 0.214373; 0.052166; 0.304411; 0.144446; 2e-06; true; 0.724937;0.6; 0.161408; 0.050105; 0.000269; 0.325418; 0.142969; 3e-06; true; 0.688061;0.61; 0.173241; 0.052132; 0.321382; 0.139261; 2e-06; true; 0.695425;4.6; 0.187234; 0.050917;0.01048; 2.5275; 2.05786; 3e-06; true; 4.83998;3.77; 0.175392; 0.049361;0.001926; 1.39879; 2.03978; 0.022452; true; 3.69544;ERR;4.32; 0.2515; 0.0000; 2.5808; 0.8685; 0.0000; True; 3.4494; 3.7030;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;11.79;0.085104827; 4.248100053; 3.3091E-5; true; 4.256895294; 4.489253204
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;6.41;0.11175479999999999;0.0077054; 6.1976708000; 0.0001528000; True; 6.2089214000; 6.3645708000;0.76; 0.198414; 0.055627; 0.439983; 0.161699; 3e-06; true; 0.866916;0.72; 0.176454; 0.05208; 0.000309; 0.408184; 0.16857; 4e-06; true; 0.815587;0.68; 0.195681; 0.060938; 0.349108; 0.162107; 3e-06; true; 0.776336;5.12; 0.195667; 0.049805;0.011149; 2.9405; 2.17915; 4e-06; true; 5.38252;4.48; 0.207674; 0.049218;0.0018960000000000001; 1.65136; 2.48915; 0.024539; true; 4.43046;ERR;5.01; 0.2839; 0.0000; 3.1999; 0.9558; 0.0000; True; 4.1558; 4.4413;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;13.97;0.079171434; 4.978303695; 2.1925E-5; true; 4.98420869; 5.225225634
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;7.01;0.1091321;0.008141599999999999; 6.9168879000; 0.0001334000; True; 6.9283073000; 7.0807099000;0.79; 0.232439; 0.060282; 0.407127; 0.203433; 3e-06; true; 0.915248;0.77; 0.203523; 0.059055; 0.000305; 0.41971; 0.189934; 4e-06; true; 0.882833;0.78; 0.190164; 0.056289; 0.427365; 0.192797; 2e-06; true; 0.876159;6.25; 0.205535; 0.057673;0.01307; 3.5227; 2.73265; 3e-06; true; 6.5401;5.48; 0.206258; 0.064527;0.002169; 2.14625; 2.95289; 0.025557; true; 5.40791;ERR;5.72; 0.2805; 0.0000; 3.7351; 1.2006; 0.0000; True; 4.9357; 5.2184;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;16.37;0.076098453; 6.275064031; 4.3848E-5; true; 6.284255721; 6.52976402
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;9.59;0.1301175;0.007575800000000001; 9.4259560000; 0.0001363000; True; 9.4366842000; 9.6219633000;0.86; 0.224632; 0.061085; 0.477975; 0.237344; 3e-06; true; 1.01157;0.92; 0.216827; 0.063636; 0.00038; 0.514503; 0.223353; 3e-06; true; 1.03155;1.0; 0.207394; 0.078451; 0.589118; 0.239569; 4e-06; true; 1.12627;7.33; 0.228603; 0.06446;0.0156; 4.12596; 3.28975; 3e-06; true; 7.73395;6.34; 0.226297; 0.063315;0.002416; 2.41967; 3.48529; 0.0257; true; 6.23253;ERR;6.72; 0.3061; 0.0000; 4.4823; 1.4823; 0.0000; True; 5.9647; 6.2733;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;21.05;0.085100271; 7.596314529; 2.9286E-5; true; 7.6026832; 7.848829691
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;10.39;0.1350626;0.0074079; 10.2673379000; 0.0001067000; True; 10.2777083000; 10.4869400000;1.04; 0.220489; 0.084279; 0.613081; 0.257418; 4e-06; true; 1.1891;1.03; 0.218472; 0.065669; 0.000691; 0.636127; 0.260188; 3e-06; true; 1.19737;1.06; 0.221053; 0.067398; 0.65385; 0.255754; 4e-06; true; 1.20947;8.07; 0.221946; 0.075833;0.017031; 4.63741; 3.51031; 3e-06; true; 8.47358;7.53; 0.220195; 0.07308;0.002806; 2.95085; 4.20947; 0.023068; true; 7.48841;ERR;7.7; 0.3447; 0.0000; 5.4476; 1.6329; 0.0000; True; 7.0807; 7.4280;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;20.48;0.089464921; 8.270820563; 2.9696E-5; true; 8.287097608; 8.526149094
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;12.56;0.1264968;0.0209316; 12.3848182000; 0.0001118000; True; 12.4088245000; 12.5751615000;1.2; 0.236462; 0.07167; 0.73159; 0.312391; 3e-06; true; 1.36498;1.2; 0.254984; 0.073194; 0.000412; 0.742617; 0.311311; 3e-06; true; 1.39505;1.21; 0.247583; 0.089751; 0.746978; 0.286924; 3e-06; true; 1.38679;8.73; 0.262958; 0.069063;0.020999999999999998; 5.09553; 3.7581; 3e-06; true; 9.22112;8.75; 0.247973; 0.067784;0.0025529999999999997; 3.64508; 4.66503; 0.025375; true; 8.66278;ERR;8.86; 0.3382; 0.0000; 6.2927; 2.0315; 0.0000; True; 8.3244; 8.6660;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;25.67;0.070668068; 9.387132343; 2.9091E-5; true; 9.40165466; 9.63769757
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;14.7;0.1407101;0.0082344; 14.7198675000; 0.0001101000; True; 14.7311107000; 14.9113742000;1.35; 0.252998; 0.085583; 0.825047; 0.347612; 3e-06; true; 1.52573;1.44; 0.272013; 0.091512; 0.00075; 0.880373; 0.353258; 4e-06; true; 1.61612;1.5; 0.327626; 0.07563; 0.900424; 0.416046; 4e-06; true; 1.73554;11.06; 0.328454; 0.113449;0.029675; 6.61275; 4.56684; 3e-06; true; 11.6657;10.08; 0.420713; 0.114043;0.005288; 4.1671; 5.19913; 0.026022; true; 9.95185;ERR;10.27; 0.3503; 0.0000; 7.4194; 2.3185; 0.0000; True; 9.7380; 10.0918;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;28.79;0.10289427100000001; 10.638637619; 3.6927E-5; true; 10.647411376; 10.915005079
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;17.92;0.1874296;0.007386600000000001; 17.8164288000; 0.0001776000; True; 17.8269942000; 18.0554058000;1.49; 0.257786; 0.074253; 0.908209; 0.429485; 5e-06; true; 1.68457;1.48; 0.292618; 0.127593; 0.000533; 0.880094; 0.372318; 3e-06; true; 1.69176;1.42; 0.275383; 0.085044; 0.874856; 0.37796; 3e-06; true; 1.62932;12.24; 0.264231; 0.082991;0.020900000000000002; 7.36232; 5.11771; 3e-06; true; 12.8581;10.63; 0.29606; 0.098037;0.003261; 4.18137; 5.86762; 0.025863; true; 10.4847;ERR;11.65; 0.3850; 0.0000; 8.6869; 2.4785; 0.0000; True; 11.1655; 11.5546;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;33.99;0.099306222; 12.759661125; 2.8782E-5; true; 12.767271325; 13.014825021
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;21.52;0.15344819999999998;0.0083362; 21.4539243000; 0.0001261000; True; 21.4653287000; 21.6633246000;1.88; 0.330271; 0.090975; 1.059; 0.643337; 2e-06; true; 2.14013;1.83; 0.312527; 0.085693; 0.00054; 1.22034; 0.444167; 3e-06; true; 2.08282;2.04; 0.306637; 0.137681; 1.24763; 0.594782; 3e-06; true; 2.31404;13.31; 0.329954; 0.13839;0.034297; 7.75408; 5.75767; 4e-06; true; 14.031;11.96; 0.348548; 0.081496;0.002975; 4.71538; 6.5445; 0.030513; true; 11.7342;ERR;13.04; 0.4102; 0.0000; 9.7600; 2.8875; 0.0000; True; 12.6476; 13.0621;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;36.75;0.111183576; 14.103881523; 5.5578E-5; true; 14.126451719; 14.439019423
