                                                  Finished / Errors / Timeouts                                                  
--------------------------------------------------------------------------------------------------------------------------------
bench               mata         awali       vata        automata    brics       (j)alib     fado         (py)alib    (py)mata
------------------  -----------  ----------  ----------  ----------  ----------  ----------  -----------  ----------  ----------
aut_inclusion       136, 0, 0    129, 0, 7   136, 0, 0   127, 0, 9   131, 0, 5   127, 0, 9   76, 0, 60    126, 0, 10  136, 0, 0
bc_cox_diff         40, 0, 40    40, 0, 40   40, 0, 40   40, 0, 40   40, 0, 40   0, 0, 80    3, 0, 77     0, 0, 80    40, 1, 39
bc_cox_inter        40, 4, 36    40, 0, 40   40, 0, 40   40, 0, 40   40, 0, 40   0, 0, 80    4, 0, 76     0, 0, 80    40, 0, 40
bc_cox_union        80, 0, 0     80, 0, 0    80, 0, 0    80, 0, 0    80, 0, 0    0, 0, 80    80, 0, 0     0, 0, 80    80, 0, 0
bc_intersect        31, 39, 117  30, 0, 157  29, 2, 156  30, 0, 157  28, 0, 159  39, 0, 148  9, 0, 178    14, 0, 173  30, 1, 156
bc_intersect_union  187, 0, 0    187, 0, 0   172, 0, 15  187, 0, 0   187, 0, 0   42, 0, 145  72, 0, 115   25, 0, 162  187, 0, 0
email_filter        500, 0, 0    500, 0, 0   500, 0, 0   500, 0, 0   500, 0, 0   460, 0, 40  299, 0, 201  496, 0, 4   500, 0, 0
presburger          174, 0, 0    167, 7, 0   174, 0, 0   0, 174, 0   174, 0, 0   174, 0, 0   172, 0, 2    172, 0, 2   174, 0, 0
z3_noodler          876, 0, 0    876, 0, 0   438, 0, 0   0, 438, 0   876, 0, 0   438, 0, 0   685, 0, 191  438, 0, 0   876, 0, 0
