1st Quartile / Median / 3rd Quartile per operation
-----------------------------------
op     mata            mata-old
-----  --------------  ------------
empti  0.0, 60, 60     60, 60, 60
fair-  42.0, 60, 60    60, 60, 60
inter  24.9, 50.3, 60  29.2, 60, 60
minte  0.0, 0.2, 0.9   0.1, 60, 60
overa  42.3, 60, 60    60, 60, 60
parsi  0.0, 0.2, 0.4   0.4, 60, 60
runti  36.9, 60, 60    60, 60, 60
trim   0.3, 3.9, 60    8.2, 60, 60
