name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-0.111-runtime;mata-0.111-mataparsing;mata-0.111-mataminterm;mata-0.111-intersection;mata-0.111-trim;mata-0.111-inclusion_check;mata-0.111-inclusion_check_result;mata-0.111-overall;mata-0.112-runtime;mata-0.112-mataparsing;mata-0.112-mataminterm;mata-0.112-intersection;mata-0.112-trim;mata-0.112-inclusion_check;mata-0.112-inclusion_check_result;mata-0.112-overall;mata-0.113-runtime;mata-0.113-mataparsing;mata-0.113-mataminterm;mata-0.113-intersection;mata-0.113-trim;mata-0.113-inclusion_check;mata-0.113-inclusion_check_result;mata-0.113-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.04; 0.030603; 0.013072;1.3000000000000001e-05;7e-06; 5.1e-05; true; 0.04631;0.05; 0.035956; 0.016939;1.1000000000000001e-05;9e-06; 8e-06; true; 0.055577;0.04; 0.035667; 0.015707;1e-05;5.999999999999999e-06; 7e-06; true; 0.053768;0.02; 0.020489; 0.011299;9e-06;4.9999999999999996e-06; 3e-05; true; 0.033463
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.07; 0.053518; 0.030324;2.2000000000000003e-05;7e-06; 0.000378; true; 0.088914;0.1; 0.083249; 0.030533;1.1e-05;7e-06; 9e-06; true; 0.118329;0.11; 0.086896; 0.032171;1.3000000000000001e-05;5.999999999999999e-06; 9e-06; true; 0.123752;0.06; 0.047343; 0.021646;1.5e-05;7e-06; 0.000225; true; 0.072417
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.04; 0.036224; 0.011295;1e-05;7e-06; 8e-05; true; 0.049163;0.05; 0.049175; 0.017507;1.1000000000000001e-05;4.9999999999999996e-06; 8e-06; true; 0.068926;0.04; 0.030186; 0.012828;1.1000000000000001e-05;8.000000000000001e-06; 7e-06; true; 0.045344;0.04; 0.038205; 0.01082;7e-06;4.9999999999999996e-06; 7.2e-05; true; 0.050418
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.01; 0.012645; 0.008241;8e-06;4.9999999999999996e-06; 2.2e-05; true; 0.022122;0.02; 0.021674; 0.011151;1e-05;7e-06; 9e-06; true; 0.034587;0.01; 0.012766; 0.007831;1e-05;7e-06; 6e-06; true; 0.022045;0.02; 0.021778; 0.010794;1.1000000000000001e-05;9.999999999999999e-06; 3.5e-05; true; 0.03434
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.04; 0.03125; 0.014116;1.6e-05;9e-06; 8.8e-05; true; 0.047201;0.04; 0.032353; 0.016869;2.5e-05;1.2000000000000002e-05; 8e-06; true; 0.051976;0.03; 0.028904; 0.011843;2.5e-05;1.2000000000000002e-05; 7e-06; true; 0.042968;0.04; 0.033921; 0.01828;2.6000000000000002e-05;1.3000000000000001e-05; 0.000155; true; 0.055381
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.04; 0.030477; 0.014307;0.000309;9.999999999999999e-05; 7.2e-05; true; 0.048023;0.04; 0.032267; 0.015386;0.000182;6.599999999999999e-05; 6e-06; true; 0.050312;0.03; 0.020328; 0.0147;0.00033699999999999995;0.000106; 7e-06; true; 0.038246;0.04; 0.031129; 0.015031;0.000336;0.00010400000000000001; 6.2e-05; true; 0.049759
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.05; 0.04137; 0.01835;0.000176;5.9999999999999995e-05; 4.9e-05; true; 0.063417;0.04; 0.038147; 0.012117;9.499999999999999e-05;5.1e-05; 8e-06; true; 0.052543;0.03; 0.023377; 0.011066;8.8e-05;3.2e-05; 6e-06; true; 0.036519;0.03; 0.023015; 0.014933;0.00017;7.199999999999999e-05; 5e-05; true; 0.041555
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.12; 0.083058; 0.035772;0.002362;0.00121; 0.001054; false; 0.130245;0.09; 0.073304; 0.021927;0.001209;0.000583; 0.000282; false; 0.101207;0.1; 0.08177; 0.032211;0.001246;0.0007109999999999999; 0.001026; false; 0.121657;0.1; 0.076897; 0.028269;0.002425;0.001002; 0.001377; false; 0.116703
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;0.05; 0.037376; 0.011005;0.0014680000000000001;0.000731; 0.002227; false; 0.055795;0.05; 0.037724; 0.015252;0.00296;0.001271; 0.000484; false; 0.062831;0.04; 0.030855; 0.014908;0.0029249999999999996;0.00129; 0.000578; false; 0.055371;0.05; 0.036172; 0.013609;0.002892;0.001272; 0.00362; false; 0.061882
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.05; 0.038214; 0.016806;0.000208;7.299999999999999e-05; 8.1e-05; true; 0.058652;0.08; 0.064415; 0.024783;0.00039600000000000003;0.000125; 9e-06; true; 0.094256;0.06; 0.036951; 0.024618;0.000444;0.00012099999999999999; 7e-06; true; 0.066524;0.06; 0.058944; 0.015423;0.000239;7.9e-05; 7.2e-05; true; 0.078076
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.09; 0.081797; 0.017638;0.000126;5.9e-05; 0.000177; true; 0.102116;0.08; 0.066961; 0.025043;0.00013000000000000002;5.4e-05; 1.7e-05; true; 0.094655;0.1; 0.085394; 0.027819;0.000215;8.4e-05; 8e-06; true; 0.117385;0.09; 0.084428; 0.017039;0.000116;5.4999999999999995e-05; 0.000187; true; 0.104268
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.03; 0.027627; 0.01119;0.000129;5.2000000000000004e-05; 2.9e-05; true; 0.04051;0.02; 0.016019; 0.007616;7.099999999999999e-05;3.4e-05; 7e-06; true; 0.024702;0.02; 0.016579; 0.008218;0.00013;7.099999999999999e-05; 7e-06; true; 0.026608;0.02; 0.018105; 0.011461;0.000127;4.9999999999999996e-05; 0.000108; true; 0.031405
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.09; 0.066437; 0.031826;0.000227;7.000000000000001e-05; 9.4e-05; true; 0.104279;0.09; 0.073429; 0.028422;0.000216;6.5e-05; 9e-06; true; 0.107139;0.1; 0.075209; 0.030276;0.000224;7.8e-05; 7e-06; true; 0.111118;0.05; 0.042146; 0.019967;0.000118;4.2000000000000004e-05; 5.4e-05; true; 0.065687
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.43; 0.374876; 0.080082;0.004705;0.0018830000000000001; 0.005336; true; 0.47601;0.24; 0.207458; 0.053208;0.0022259999999999997;0.000904; 0.001357; true; 0.270568;0.24; 0.209814; 0.056492;0.002787;0.00152; 0.001657; true; 0.278691;0.38; 0.369433; 0.052067;0.002339;0.0011380000000000001; 0.003836; true; 0.434875
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.1; 0.080863; 0.029528;0.00016;5.5e-05; 0.000112; true; 0.115323;0.1; 0.08048; 0.028826;0.00015000000000000001;5.7999999999999994e-05; 8e-06; true; 0.113489;0.1; 0.08217; 0.030525;0.000164;6.7e-05; 1.2e-05; true; 0.118007;0.1; 0.083965; 0.029267;0.000155;4.7e-05; 0.000119; true; 0.117603
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.02; 0.02104; 0.010314;0.00013000000000000002;8.8e-05; 3e-05; true; 0.033189;0.05; 0.036801; 0.014808;0.00017199999999999998;6.8e-05; 8e-06; true; 0.053799;0.02; 0.021258; 0.01003;9.999999999999999e-05;5.6e-05; 7e-06; true; 0.032908;0.04; 0.037603; 0.014109;0.000196;7.4e-05; 4.4e-05; true; 0.053994
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.018435; 0.011707;0.000115;4.9999999999999996e-05; 0.000225; true; 0.032562;0.04; 0.024247; 0.017751;0.000221;0.000102; 0.000196; true; 0.045958;0.05; 0.033164; 0.017872;0.00022799999999999996;8.999999999999999e-05; 0.000151; true; 0.054704;0.04; 0.033455; 0.018798;0.000216;8.6e-05; 0.000411; true; 0.056555
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.64; 0.469721; 0.194737;0.000101;3.9999999999999996e-05; 0.000549; true; 0.703454;0.46; 0.303903; 0.198391;5.6999999999999996e-05;2.4e-05; 9e-06; true; 0.524233;0.47; 0.337877; 0.137833;9.4e-05;3.5999999999999994e-05; 1e-05; true; 0.511073;0.63; 0.460669; 0.189823;9.7e-05;4.2000000000000004e-05; 0.000662; true; 0.686868
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.1; 0.085408; 0.027815;0.000239;7.5e-05; 0.000473; false; 0.118182;0.06; 0.046498; 0.016649;0.00013000000000000002;5.2000000000000004e-05; 3e-05; false; 0.065619;0.06; 0.049322; 0.017997;0.00013800000000000002;6.500000000000001e-05; 0.001116; false; 0.071164;0.1; 0.081207; 0.02797;0.00021799999999999999;7.3e-05; 0.002017; false; 0.115565
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.06; 0.041901; 0.026963;0.00010899999999999999;4.9999999999999996e-05; 0.0005; true; 0.074388;0.11; 0.077028; 0.042845;0.00020899999999999998;8.2e-05; 1.5e-05; true; 0.128077;0.06; 0.04391; 0.02836;0.000107;4.4e-05; 8e-06; true; 0.077322;0.06; 0.04445; 0.025417;0.00010899999999999999;4.7e-05; 0.000498; true; 0.075743
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.026725; 0.011599;1.3000000000000001e-05;7e-06; 6.1e-05; true; 0.039935;0.03; 0.025828; 0.011378;1.3000000000000001e-05;7e-06; 9e-06; true; 0.03878;0.02; 0.02154; 0.007523;9e-06;5.999999999999999e-06; 7e-06; true; 0.030088;0.01; 0.014814; 0.008172;8e-06;5.999999999999999e-06; 2.6e-05; true; 0.024316
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.03; 0.029657; 0.010504;1.5e-05;8.000000000000001e-06; 6.4e-05; true; 0.041784;0.02; 0.017529; 0.010457;2.4e-05;1.2e-05; 9e-06; true; 0.029937;0.04; 0.030249; 0.017259;2.3e-05;1.3000000000000001e-05; 1e-05; true; 0.050075;0.04; 0.030946; 0.014984;2.2e-05;1.1999999999999999e-05; 0.000102; true; 0.048025
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.03; 0.024824; 0.014902;3.2e-05;1.3e-05; 3.4e-05; true; 0.042556;0.03; 0.023941; 0.013624;2e-05;1.2e-05; 7e-06; true; 0.039857;0.03; 0.026001; 0.015394;1.8e-05;9e-06; 7e-06; true; 0.044356;0.03; 0.024304; 0.01392;2.1000000000000002e-05;1.3000000000000001e-05; 3.3e-05; true; 0.040711
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.03; 0.021959; 0.013307;1.6e-05;8e-06; 8.7e-05; true; 0.037231;0.02; 0.022023; 0.013214;1.3e-05;8e-06; 6e-06; true; 0.036977;0.05; 0.039313; 0.019412;3.4e-05;1.4e-05; 9e-06; true; 0.061827;0.05; 0.041116; 0.019997;2.6000000000000002e-05;1.3000000000000001e-05; 0.000129; true; 0.064182
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.01; 0.005545; 0.007359;1.4e-05;9e-06; 1.2e-05; true; 0.014335;0.0; 0.005838; 0.007767;1.5e-05;8e-06; 6e-06; true; 0.014969;0.01; 0.005648; 0.008399;1.5e-05;9e-06; 5e-06; true; 0.015527;0.01; 0.005957; 0.008775;1.6e-05;6e-06; 1.2e-05; true; 0.016163
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.04; 0.031031; 0.016466;2.8000000000000003e-05;1.3000000000000001e-05; 6.6e-05; true; 0.050751;0.02; 0.016916; 0.010543;2.3e-05;1.2000000000000002e-05; 7e-06; true; 0.029959;0.02; 0.017397; 0.0109;1.5e-05;9e-06; 7e-06; true; 0.030254;0.03; 0.030308; 0.016336;2.2000000000000003e-05;2.7000000000000002e-05; 6e-05; true; 0.049475
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.04; 0.032121; 0.016511;1.8e-05;1e-05; 8.4e-05; true; 0.051181;0.04; 0.030204; 0.016376;1.4000000000000001e-05;8e-06; 8e-06; true; 0.04912;0.02; 0.017655; 0.010843;1.1000000000000001e-05;5.999999999999999e-06; 6e-06; true; 0.030271;0.02; 0.017696; 0.010854;1e-05;4.9999999999999996e-06; 6.2e-05; true; 0.030218
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.04; 0.03412; 0.015268;1.5e-05;9.999999999999999e-06; 3.3e-05; true; 0.051433;0.04; 0.035504; 0.01476;1.6e-05;7e-06; 1e-05; true; 0.052163;0.04; 0.035455; 0.015825;1.3000000000000001e-05;1e-05; 1e-05; true; 0.05323;0.04; 0.034336; 0.014965;1.5e-05;8e-06; 3.5e-05; true; 0.051159
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.04; 0.039352; 0.01348;1e-05;8e-06; 0.000142; true; 0.054877;0.06; 0.048842; 0.022889;1.9e-05;1e-05; 1.1e-05; true; 0.075267;0.04; 0.032395; 0.014422;1.2000000000000002e-05;8.000000000000001e-06; 8e-06; true; 0.049114;0.06; 0.048969; 0.020277;1.7e-05;9e-06; 0.000291; true; 0.072679
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.04; 0.03075; 0.017792;1.8e-05;9e-06; 4e-05; true; 0.051274;0.03; 0.027764; 0.011872;1.4000000000000001e-05;7e-06; 8e-06; true; 0.041229;0.02; 0.01612; 0.012102;1.6e-05;9e-06; 8e-06; true; 0.030616;0.02; 0.017565; 0.011111;1.3000000000000001e-05;7e-06; 2.5e-05; true; 0.030778
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.07; 0.050551; 0.026654;2.1000000000000002e-05;1e-05; 0.000215; true; 0.081185;0.04; 0.028423; 0.014575;2e-05;5.999999999999999e-06; 7e-06; true; 0.044942;0.06; 0.049116; 0.024795;1e-05;4.9999999999999996e-06; 7e-06; true; 0.076432;0.07; 0.049538; 0.027088;1.6e-05;8e-06; 0.000213; true; 0.080375
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.03; 0.022955; 0.013723;1.3000000000000001e-05;8.000000000000001e-06; 5e-05; true; 0.039012;0.05; 0.038347; 0.019635;1.5e-05;7e-06; 7e-06; true; 0.060921;0.03; 0.022101; 0.017556;2.1000000000000002e-05;1.7e-05; 7e-06; true; 0.042718;0.03; 0.022823; 0.013938;1.3000000000000001e-05;7e-06; 4.5e-05; true; 0.038916
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.18; 0.133757; 0.069731;1.9e-05;9.999999999999999e-06; 0.000758; true; 0.216046;0.18; 0.121662; 0.067598;1.8e-05;1.1999999999999999e-05; 1.1e-05; true; 0.201094;0.19; 0.13499; 0.066624;1.6e-05;1.8e-05; 9e-06; true; 0.21303;0.19; 0.133034; 0.066484;1e-05;5.999999999999999e-06; 0.0004; true; 0.208253
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.04; 0.025796; 0.018796;1.1000000000000001e-05;4.9999999999999996e-06; 0.00033; true; 0.048051;0.03; 0.0251; 0.017331;1.2000000000000002e-05;7e-06; 7e-06; true; 0.045364;0.04; 0.026543; 0.017679;1.1000000000000001e-05;4.9999999999999996e-06; 7e-06; true; 0.047747;0.03; 0.024528; 0.016326;1.3000000000000001e-05;7e-06; 0.000543; true; 0.044656
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.04; 0.030027; 0.017288;1.3000000000000001e-05;7e-06; 8.2e-05; true; 0.049944;0.03; 0.029363; 0.015034;1.1000000000000001e-05;7e-06; 9e-06; true; 0.046696;0.04; 0.029265; 0.016324;1.3000000000000001e-05;7e-06; 8e-06; true; 0.048339;0.04; 0.029976; 0.019317;1.1000000000000001e-05;4.9999999999999996e-06; 4.1e-05; true; 0.052183
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.09; 0.077795; 0.032222;2.9e-05;1.6e-05; 0.000326; true; 0.114745;0.1; 0.081785; 0.031544;1.9e-05;1e-05; 9e-06; true; 0.117688;0.09; 0.080832; 0.030594;2.8000000000000003e-05;1.3000000000000001e-05; 8e-06; true; 0.115374;0.06; 0.04486; 0.020385;1.6e-05;9e-06; 0.000212; true; 0.06829
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.06; 0.04688; 0.019742;9e-06;3e-06; 0.000337; true; 0.069674;0.1; 0.084415; 0.030083;1.7e-05;8e-06; 9e-06; true; 0.118876;0.06; 0.049135; 0.018475;1e-05;5.999999999999999e-06; 7e-06; true; 0.07003;0.06; 0.050943; 0.020545;9e-06;4.9999999999999996e-06; 0.000197; true; 0.074152
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.1; 0.073699; 0.031605;1.8e-05;9e-06; 0.000358; true; 0.110089;0.09; 0.077003; 0.029819;1.6e-05;8e-06; 1e-05; true; 0.111087;0.1; 0.079506; 0.031253;1.8e-05;8e-06; 8e-06; true; 0.115535;0.09; 0.07741; 0.030829;1.7e-05;9e-06; 0.000415; true; 0.113317
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.03; 0.02412; 0.011736;1.1000000000000001e-05;9e-06; 3.7e-05; true; 0.037513;0.03; 0.023713; 0.013137;1.3000000000000001e-05;4.9999999999999996e-06; 7e-06; true; 0.038616;0.05; 0.041082; 0.018755;1.5e-05;9e-06; 8e-06; true; 0.062215;0.05; 0.043827; 0.017806;1.5e-05;1.6e-05; 4.5e-05; true; 0.064177
