name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06499.mata;0.11; 0.016015; 0.016212; 0.078723; 0.000814; 0.000138; false; 0.115863
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06516.mata;0.04; 0.024761; 0.012538; 0.001058; 7.4e-05; 9.3e-05; false; 0.04201
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06570.mata;0.0; 0.001002; 0.001365; 0.000739; 7.8e-05; 6.8e-05; false; 0.00388
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06590.mata;0.09; 0.055161; 0.028805; 0.014063; 0.000863; 8.3e-05; false; 0.107586
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06599.mata;0.26; 0.094096; 0.158307; 0.004307; 0.000175; 0.000114; false; 0.267955
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06612.mata;0.08; 0.03081; 0.053702; 0.002058; 0.000119; 0.00017; false; 0.092066
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06622.mata;0.5; 0.105697; 0.398194; 0.004446; 0.000251; 0.000164; false; 0.526613
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06647.mata;0.55; 0.515949; 0.050066; 0.001931; 0.000121; 0.000151; false; 0.606036
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06650.mata;0.04; 0.01612; 0.012088; 0.008839; 0.000512; 5.1e-05; false; 0.040871
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06665.mata;0.03; 0.007872; 0.025054; 0.000646; 6.2e-05; 2.9e-05; false; 0.035093
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06671.mata;0.02; 0.006006; 0.020378; 0.001178; 9.5e-05; 7.2e-05; false; 0.02961
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06704.mata;0.02; 0.007758; 0.012285; 0.005911; 0.000432; 0.000299; false; 0.029422
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06722.mata;0.09; 0.032734; 0.054277; 0.004101; 0.00019; 0.000242; false; 0.097239
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06730.mata;0.05; 0.017749; 0.033744; 0.001418; 8.7e-05; 0.000104; false; 0.056573
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06770.mata;0.33; 0.061049; 0.191623; 0.065955; 0.003112; 0.000364; false; 0.337175
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06780.mata;0.0; 0.002347; 0.002116; 0.0009; 9.4e-05; 8.2e-05; false; 0.006435
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06846.mata;0.2; 0.055232; 0.145107; 0.004986; 0.000232; 0.000131; false; 0.214892
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06848.mata;0.01; 0.002145; 0.003834; 0.002386; 0.000274; 0.000164; false; 0.010285
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06892.mata;0.01; 0.007667; 0.006637; 0.001183; 8.8e-05; 8.6e-05; false; 0.017292
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06928.mata;14.55; 14.2133; 0.009507; 1.37252; 0.000302; 0.000154; false; 16.136
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06935.mata;0.16; 0.153669; 0.001903; 0.006091; 0.000346; 0.000303; false; 0.182304
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06956.mata;0.0; 0.000456; 0.000732; 0.000331; 3.5e-05; 3.2e-05; false; 0.001902
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06963.mata;0.06; 0.019395; 0.031409; 0.00674; 0.000388; 6.1e-05; false; 0.061246
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06975.mata;0.0; 0.001935; 0.001468; 0.001767; 9.7e-05; 6.8e-05; false; 0.006208
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07006.mata;0.62; 0.112602; 0.512615; 0.009517; 0.000589; 0.00037; false; 0.65486
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07019.mata;0.06; 0.019658; 0.042935; 0.003003; 0.000175; 0.000179; false; 0.06955
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07040.mata;0.0; 0.001563; 0.001323; 0.001136; 9.9e-05; 7e-05; false; 0.005009
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07045.mata;0.03; 0.022513; 0.000456; 0.003523; 0.000421; 6.1e-05; false; 0.03343
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07064.mata;0.21; 0.008781; 0.008193; 0.181695; 0.008211; 0.000235; false; 0.221864
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07075.mata;TO; 10.453;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07110.mata;0.0; 0.002172; 0.002408; 0.000364; 3e-05; 2.3e-05; false; 0.005609
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07137.mata;0.45; 0.090547; 0.216965; 0.119248; 0.005172; 0.000173; false; 0.456613
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07152.mata;0.01; 0.005716; 0.006889; 0.002193; 0.000178; 0.000139; false; 0.016906
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07170.mata;0.0; 0.001889; 0.001426; 0.001645; 0.0001; 6.4e-05; false; 0.005932
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07273.mata;0.08; 0.032472; 0.052469; 0.002619; 0.00013; 0.000167; false; 0.093548
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07319.mata;0.08; 0.032651; 0.051394; 0.002583; 0.000129; 0.000166; false; 0.092832
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07419.mata;0.43; 0.104266; 0.189593; 0.121064; 0.005131; 0.000165; false; 0.444917
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07431.mata;0.0; 0.00114; 0.001977; 0.001557; 0.000185; 7.6e-05; false; 0.00613
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07461.mata;0.05; 0.017948; 0.036357; 0.001554; 9e-05; 9.7e-05; false; 0.059301
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07468.mata;0.01; 0.004599; 0.003842; 0.001703; 0.000195; 0.000128; false; 0.012059
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07473.mata;0.0; 0.001912; 0.001655; 0.000249; 2.1e-05; 1.9e-05; false; 0.004383
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07591.mata;0.03; 0.011683; 0.016245; 0.001152; 8.7e-05; 6.9e-05; false; 0.031078
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07609.mata;0.49; 0.145423; 0.296215; 0.035362; 0.002379; 0.000295; false; 0.50844
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07622.mata;0.06; 0.035119; 0.024676; 0.002303; 0.000128; 0.000123; false; 0.066475
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07668.mata;0.03; 0.014334; 0.008236; 0.00383; 0.000348; 0.000247; false; 0.030253
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07669.mata;0.47; 0.086769; 0.113777; 0.232628; 0.007755; 0.000506; false; 0.479344
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07674.mata;0.17; 0.04719; 0.043272; 0.07278; 0.002631; 0.00023; false; 0.179795
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07677.mata;0.02; 0.009891; 0.016445; 0.001156; 8.5e-05; 6.8e-05; false; 0.029501
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07756.mata;10.53; 9.72811; 0.010755; 1.35259; 0.000247; 0.000143; false; 11.6572
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07783.mata;0.0; 0.002035; 0.002395; 0.00033; 3e-05; 2.5e-05; false; 0.00542
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07807.mata;0.0; 0.004328; 0.003705; 0.000948; 7e-05; 6.2e-05; false; 0.010279
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07937.mata;0.06; 0.059826; 0.000447; 0.001841; 0.00017; 9.6e-05; false; 0.068715
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07947.mata;0.02; 0.008073; 0.012595; 0.001714; 0.000149; 8.7e-05; false; 0.024476
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08001.mata;0.04; 0.018697; 0.010318; 0.008524; 0.00032; 5.2e-05; false; 0.041118
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08023.mata;0.03; 0.028622; 0.000516; 0.003833; 0.000366; 4.8e-05; false; 0.039283
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08029.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08074.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08114.mata;0.46; 0.090071; 0.086045; 0.268933; 0.007393; 0.000408; false; 0.488509
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08116.mata;0.01; 0.004513; 0.009251; 0.003247; 0.000327; 4.1e-05; false; 0.019873
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08118.mata;0.54; 0.329951; 0.212291; 0.002427; 0.000141; 0.000143; false; 0.570989
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08130.mata;0.0; 0.001958; 0.001591; 0.000253; 2.1e-05; 1.8e-05; false; 0.004385
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08186.mata;0.59; 0.562209; 0.047875; 0.001973; 0.00012; 0.000153; false; 0.650074
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08189.mata;0.02; 0.010672; 0.004567; 0.010935; 0.000533; 4.4e-05; false; 0.029623
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08201.mata;0.11; 0.085928; 0.023201; 0.009168; 0.000361; 0.000105; false; 0.128648
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08207.mata;0.05; 0.029989; 0.02206; 0.0014; 6.4e-05; 8.6e-05; false; 0.057501
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08227.mata;0.08; 0.051841; 0.02304; 0.005462; 0.000257; 7.3e-05; false; 0.087636
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08252.mata;15.44; 14.8349; 0.010455; 1.34045; 0.000288; 0.000189; false; 16.9235
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08289.mata;0.14; 0.123453; 0.001267; 0.006126; 0.000366; 0.000232; false; 0.14732
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08297.mata;0.04; 0.014086; 0.03188; 0.00125; 7.9e-05; 4.5e-05; false; 0.049818
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08347.mata;0.16; 0.038867; 0.042699; 0.071623; 0.002227; 0.000153; false; 0.168528
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08361.mata;0.01; 0.004687; 0.009062; 0.003202; 0.000322; 0.000223; false; 0.019787
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08416.mata;0.01; 0.003911; 0.009088; 0.003191; 0.000315; 4.1e-05; false; 0.018993
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08518.mata;0.02; 0.013984; 0.007844; 0.002013; 0.000136; 9.7e-05; false; 0.026225
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08521.mata;0.03; 0.028599; 0.000506; 0.003948; 0.000362; 4.7e-05; false; 0.039442
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08567.mata;0.03; 0.024478; 0.000502; 0.003817; 0.000359; 4.9e-05; false; 0.035079
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08588.mata;0.52; 0.324759; 0.207231; 0.002419; 0.000142; 0.000139; false; 0.560307
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08621.mata;0.0; 0.002451; 0.002006; 0.000969; 8.8e-05; 6.9e-05; false; 0.006452
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08650.mata;0.0; 0.001235; 0.00152; 0.001131; 0.000115; 8.1e-05; false; 0.004869
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08686.mata;0.01; 0.008835; 0.006047; 0.001212; 9e-05; 7.7e-05; false; 0.017874
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08692.mata;0.0; 0.003615; 0.002995; 0.001668; 0.000152; 0.000123; false; 0.009735
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08717.mata;0.02; 0.014059; 0.007872; 0.002014; 0.00014; 9.8e-05; false; 0.02634
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08769.mata;0.09; 0.049774; 0.025464; 0.014123; 0.000645; 8.5e-05; false; 0.098619
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08817.mata;0.08; 0.049579; 0.025496; 0.014051; 0.000648; 8.1e-05; false; 0.098452
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08868.mata;0.06; 0.036164; 0.000822; 0.015054; 0.002919; 0.000249; false; 0.071656
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08891.mata;0.2; 0.085754; 0.11788; 0.004119; 0.000147; 0.000107; false; 0.218277
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08893.mata;0.0; 0.001589; 0.001307; 0.001117; 0.000109; 6.9e-05; false; 0.005009
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08923.mata;0.0; 0.001929; 0.001499; 0.000614; 6.7e-05; 5.1e-05; false; 0.004794
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08956.mata;0.42; 0.102821; 0.318435; 0.006915; 0.000325; 0.00021; false; 0.442773
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09008.mata;0.0; 0.001069; 0.00153; 0.002632; 0.000133; 8.6e-05; false; 0.006256
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09052.mata;0.43; 0.091402; 0.341795; 0.00686; 0.000316; 0.000199; false; 0.454995
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09085.mata;0.0; 0.002634; 0.002586; 0.00102; 9e-05; 6.8e-05; false; 0.007333
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09099.mata;0.04; 0.027449; 0.020128; 0.001422; 6.9e-05; 8.9e-05; false; 0.052956
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09109.mata;0.0; 0.001834; 0.001969; 0.001097; 0.000102; 7.1e-05; false; 0.005909
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09150.mata;0.0; 0.000857; 0.001351; 0.001074; 0.000103; 8.2e-05; false; 0.004195
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09179.mata;0.03; 0.025241; 0.000528; 0.003871; 0.000425; 4.8e-05; false; 0.036191
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09190.mata;0.41; 0.094478; 0.318486; 0.006911; 0.000314; 0.000213; false; 0.434578
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09195.mata;0.04; 0.015181; 0.026314; 0.001279; 8.7e-05; 4.4e-05; false; 0.045465
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09233.mata;0.1; 0.051876; 0.029417; 0.014535; 0.000849; 8.4e-05; false; 0.105593
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09248.mata;0.17; 0.03063; 0.025845; 0.114857; 0.001226; 0.000208; false; 0.17947
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09312.mata;0.79; 0.117808; 0.667402; 0.008888; 0.000495; 0.000308; false; 0.81452
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09322.mata;0.06; 0.031131; 0.028394; 0.002375; 0.000136; 0.000123; false; 0.066471
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09423.mata;0.0; 0.002227; 0.00246; 0.000355; 2.9e-05; 4.3e-05; false; 0.005765
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09445.mata;0.0; 0.004042; 0.003281; 0.000741; 6.4e-05; 4.7e-05; false; 0.009198
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09458.mata;0.03; 0.025489; 0.000526; 0.003946; 0.000462; 5e-05; false; 0.036975
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09460.mata;0.0; 0.001425; 0.001355; 0.001122; 0.000114; 6.9e-05; false; 0.004939
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09507.mata;0.06; 0.022386; 0.038261; 0.001784; 9.4e-05; 0.000112; false; 0.066318
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09604.mata;0.02; 0.006857; 0.012929; 0.001725; 0.000138; 9e-05; false; 0.023612
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09609.mata;0.0; 0.000879; 0.001179; 0.000608; 6e-05; 4.3e-05; false; 0.003345
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09685.mata;0.01; 0.005848; 0.007549; 0.002216; 0.00022; 0.000141; false; 0.017888
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09752.mata;0.03; 0.016607; 0.010774; 0.008594; 0.000315; 4.7e-05; false; 0.039536
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09781.mata;0.0; 0.001823; 0.001958; 0.001109; 9.8e-05; 7.1e-05; false; 0.005945
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09843.mata;0.05; 0.016033; 0.039944; 0.00151; 9.7e-05; 5.1e-05; false; 0.060416
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09860.mata;0.07; 0.033091; 0.000886; 0.016589; 0.004011; 0.000363; false; 0.073845
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09878.mata;0.03; 0.025739; 0.000556; 0.004035; 0.00069; 6.3e-05; false; 0.038208
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09881.mata;0.03; 0.026735; 0.000548; 0.004036; 0.000637; 7e-05; false; 0.039405
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09928.mata;0.02; 0.012639; 0.008568; 0.002051; 0.000146; 0.000103; false; 0.025783
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10051.mata;0.04; 0.018971; 0.029599; 0.001584; 9.5e-05; 0.000102; false; 0.053677
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10088.mata;0.06; 0.030807; 0.029187; 0.0023; 0.000145; 0.000128; false; 0.066899
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10092.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10101.mata;0.47; 0.094722; 0.232243; 0.126188; 0.005564; 0.000152; false; 0.48453
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10136.mata;0.13; 0.071888; 0.031457; 0.023943; 0.000177; 0.000201; false; 0.136762
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10159.mata;0.0; 0.000892; 0.001375; 0.001089; 0.000107; 7.4e-05; false; 0.004339
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10191.mata;0.01; 0.007741; 0.007266; 0.001213; 0.000105; 8.1e-05; false; 0.018182
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10231.mata;0.12; 0.070308; 0.03186; 0.023708; 0.000176; 0.000203; false; 0.13516
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10311.mata;0.09; 0.035981; 0.051879; 0.002817; 0.000132; 0.000161; false; 0.09676
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10323.mata;0.0; 0.001151; 0.001537; 0.002312; 0.000116; 6.3e-05; false; 0.005974
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10352.mata;0.07; 0.063059; 0.000817; 0.003772; 0.000288; 0.000171; false; 0.078805
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10353.mata;0.06; 0.020076; 0.038895; 0.001727; 9.7e-05; 0.000105; false; 0.064497
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10396.mata;0.03; 0.010063; 0.006188; 0.011924; 0.000865; 4.3e-05; false; 0.032378
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10401.mata;17.17; 13.3306; 0.01283; 4.33345; 0.000373; 0.000124; false; 18.6273
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10402.mata;0.19; 0.165699; 0.002903; 0.006601; 0.000645; 0.000968; false; 0.206389
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10403.mata;0.04; 0.019044; 0.023297; 0.001252; 0.000111; 4.7e-05; false; 0.047255
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10452.mata;0.0; 0.001902; 0.002529; 0.000348; 4e-05; 5.5e-05; false; 0.005507
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10477.mata;0.05; 0.019134; 0.032914; 0.001342; 7.8e-05; 0.0001; false; 0.056833
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10483.mata;0.01; 0.003617; 0.009389; 0.002975; 0.0004; 4.1e-05; false; 0.01894
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10534.mata;0.0; 0.00073; 0.000842; 0.000548; 7.4e-05; 4.7e-05; false; 0.002749
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10537.mata;0.01; 0.001886; 0.003845; 0.002038; 0.000275; 0.000197; false; 0.009688
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10563.mata;0.0; 0.001606; 0.00193; 0.000933; 0.000118; 7.4e-05; false; 0.005555
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10583.mata;0.08; 0.049511; 0.036706; 0.001044; 6e-05; 8.5e-05; false; 0.094027
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10591.mata;0.13; 0.03238; 0.079309; 0.017184; 0.000666; 0.000156; false; 0.136895
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10624.mata;0.11; 0.032247; 0.072274; 0.003137; 0.000157; 0.000189; false; 0.114912
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10644.mata;0.0; 0.00202; 0.002888; 0.000351; 3.3e-05; 2.9e-05; false; 0.00606
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10717.mata;0.01; 0.005221; 0.004686; 0.000986; 0.000112; 6.8e-05; false; 0.012492
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10787.mata;0.0; 0.001886; 0.00181; 0.000234; 2.3e-05; 2.1e-05; false; 0.004644
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10840.mata;0.76; 0.119106; 0.645825; 0.008984; 0.000542; 0.000331; false; 0.796213
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10864.mata;0.0; 0.001837; 0.00156; 0.000237; 2e-05; 1.9e-05; false; 0.004208
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance10881.mata;0.09; 0.035715; 0.048969; 0.002794; 0.000145; 0.000173; false; 0.093472
