name;automata-old-runtime;automata-old-construction;automata-old-trim;automata-old-compl;automata-old-emptiness_check;automata-old-emptiness_result;automata-old-interpretation;automata-old-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_17.0.mata;0.18; 0.1587667000;0.006058; 0.0438805000; 0.0001397000; False; 0.0517320000; 0.2368628000;1.07; 0.0405636000;0.0099986; 0.0907283000; 0.0002528000; False; 0.1077001000; 0.2443791000;1.93; 0.126917718; 0.131602386; 0.02886432; 0.0021888; false; 0.169060273; 0.498012027
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_7.0.mata;0.24; 0.1902986000;0.009037400000000001; 0.0631378000; 0.0002951000; False; 0.0752412000; 0.3087714000;1.07; 0.0309270000;0.0066251; 0.0567099000; 0.0002012000; False; 0.0654474000; 0.1361506000;1.64; 0.06231503; 0.144990758; 0.064209271; 0.002223997; false; 0.217174446; 0.434501744
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_127.0.mata;0.19; 0.0853921000;0.008837099999999999; 0.0468198000; 0.0001852000; False; 0.0581817000; 0.1862129000;0.87; 0.0382103000;0.007073899999999999; 0.0498794000; 0.0002208000; False; 0.0595211000; 0.1484671000;1.43; 0.091995295; 0.085524483; 0.023588991; 0.003375089; false; 0.119582145; 0.359323981
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_1657.0.mata;4.77; 4.6534812000;0.005468; 0.2458701000; 0.0002154000; False; 0.2530926000; 4.9465664000;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_187.0.mata;0.7; 0.5593171000;0.0057235; 0.0855048000; 0.0001954000; False; 0.0934425000; 0.7201932000;8.29; 0.0451476000;0.0094643; 0.0786932000; 0.0001951000; False; 0.0910041000; 0.1932322000;8.12; 0.049536089; 0.179271334; 0.055170392; 0.009274297; false; 0.263770338; 0.461046091
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2207.0.mata;0.18; 0.0837950000;0.0070393999999999995; 0.0575393000; 0.0002014000; False; 0.0666067000; 0.1798557000;0.93; 0.0271949000;0.0059646000000000005; 0.0582380000; 0.0002042000; False; 0.0664096000; 0.1289642000;2.09; 0.067116909; 0.161958907; 0.020889479; 0.002214893; false; 0.202623077; 0.407366869
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2317.0.mata;0.47; 0.2636093000;0.009581699999999999; 0.0917598000; 0.0003281000; False; 0.1046608000; 0.4150343000;2.44; 0.0460507000;0.0057211; 0.0887522000; 0.0001926000; False; 0.0967470000; 0.2400770000;2.34; 0.053196264; 0.162330664; 0.029888842; 0.001880087; false; 0.19989275; 0.385701741
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_237.0.mata;0.12; 0.0397601000;0.005687299999999999; 0.0284236000; 0.0001690000; False; 0.0358927000; 0.1124664000;0.89; 0.0397207000;0.0103108; 0.0484559000; 0.0001930000; False; 0.0615248000; 0.1571683000;1.17; 0.03029868; 0.118464688; 0.026222802; 0.003834304; false; 0.162543218; 0.280623333
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_276.0.mata;0.29; 0.1423910000;0.0103942; 0.0894532000; 0.0002900000; False; 0.1029954000; 0.2904469000;1.47; 0.0579523000;0.0095967; 0.0922354000; 0.0001912000; False; 0.1046559000; 0.2278919000;1.86; 0.069335321; 0.15994673; 0.026926909; 0.002447239; false; 0.197712858; 0.39059302
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_297.0.mata;0.44; 0.2496243000;0.0080336; 0.0843150000; 0.0001972000; False; 0.0950459000; 0.3865234000;2.36; 0.0468513000;0.0091702; 0.0998403000; 0.0002725000; False; 0.1116526000; 0.2203915000;3.18; 0.048481358; 0.162492155; 0.030024037; 0.001543603; false; 0.200486668; 0.395673987
