name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-compl;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1817.0.mata;0.25; 0.0883629000;0.008067900000000001; 0.0827090000; 0.0002223000; False; 0.0928347000; 0.2535673000;0.08; 0.069658; 0.011552; 0.000912; 0.000351; false; 0.093971;0.21; 0.081907; 0.038585; 0.051558; 0.019407; 0.020323; false; 0.220713;0.13; 0.085807; 0.004619; 0.030754; 0.005457; 0.004886; false; 0.141111;0.64; 0.087494; 1.3e-05; 1.7e-05; false; 0.186238;1.37; 0.1338; 0.0000; 0.0166; 0.0012; 0.0000; False; 0.0178; 0.1531;1.79; 0.0717; 0.0704; 0.5042; 0.5091; 0.0146; 0.1574; False; 0.6812; 0.8243;1.18; 0.0758; 0.0291; 0.0855; 0.0992; 0.0001; False; 0.0994; 0.2056;3.03; 0.674658338; 0.045781108; 0.002659395; false; 0.055325057; 1.036780333;2.33; 0.272738789; 0.120330876; 3.4128E-5; false; 0.128632725; 0.735049107
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1847.0.mata;0.26; 0.0680644000;0.0094318; 0.1087622000; 0.0002965000; False; 0.1212437000; 0.2542664000;0.06; 0.054489; 0.009305; 0.000464; 0.000205; false; 0.072474;0.15; 0.054775; 0.026568; 0.039698; 0.014459; 0.01335; false; 0.153804;0.08; 0.063342; 0.001524; 0.018867; 0.004482; 0.003943; false; 0.095918;0.64; 0.054487; 1.6e-05; 1.3e-05; false; 0.123178;1.23; 0.0938; 0.0000; 0.0136; 0.0010; 0.0000; False; 0.0147; 0.1099;1.83; 0.0916; 0.0508; 0.5174; 0.5215; 0.0205; 0.0776; False; 0.6198; 0.7630;1.25; 0.0965; 0.0337; 0.0912; 0.1019; 0.0001; False; 0.1020; 0.2331;2.74; 0.472178912; 0.052894928; 0.002235093; false; 0.062052171; 0.868160883;1.82; 0.167105008; 0.051207326; 2.8531E-5; false; 0.059170999; 0.452618082
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_187.0.mata;0.14; 0.0315803000;0.0057439; 0.0500089000; 0.0001883000; False; 0.0577373000; 0.1250738000;0.01; 0.013072; 0.001839; 0.000113; 5.1e-05; false; 0.016908;0.05; 0.024632; 0.011381; 0.01398; 0.00389; 0.003802; false; 0.060505;0.04; 0.024801; 0.001213; 0.005344; 0.002176; 0.001525; false; 0.038892;0.54; 0.024549; 9e-06; 9e-06; false; 0.052655;1.11; 0.0258; 0.0000; 0.0038; 0.0001; 0.0000; False; 0.0040; 0.0301;1.37; 0.0435; 0.0157; 0.1037; 0.1053; 0.0042; 0.0067; False; 0.1163; 0.1759;1.29; 0.0404; 0.0131; 0.0350; 0.0399; 0.0001; False; 0.0401; 0.0941;1.82; 0.219436522; 0.028531726; 0.004309848; false; 0.051984715; 0.425349685;1.56; 0.097903941; 0.073606909; 3.8996E-5; false; 0.080675197; 0.36679151
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1874.0.mata;0.27; 0.0921970000;0.009667799999999999; 0.1131254000; 0.0003447000; False; 0.1259503000; 0.2957861000;0.06; 0.055839; 0.007623; 0.000611; 0.000242; false; 0.072753;0.15; 0.056277; 0.029778; 0.035978; 0.015088; 0.014901; false; 0.158523;0.09; 0.055692; 0.002452; 0.020865; 0.004051; 0.003329; false; 0.092503;0.64; 0.060284; 1.4e-05; 1.7e-05; false; 0.124959;1.18; 0.0896; 0.0000; 0.0122; 0.0006; 0.0000; False; 0.0130; 0.1039;1.67; 0.0877; 0.0561; 0.3706; 0.3739; 0.0091; 0.0351; False; 0.4182; 0.5629;1.18; 0.0755; 0.0279; 0.0557; 0.0647; 0.0001; False; 0.0648; 0.1688;2.77; 0.480425359; 0.037250087; 0.002561066; false; 0.047699447; 0.846837889;1.71; 0.103870754; 0.063162576; 3.4031E-5; false; 0.092374775; 0.455847682
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1875.0.mata;0.26; 0.0676760000;0.009668900000000001; 0.1082590000; 0.0003328000; False; 0.1210098000; 0.2542680000;0.06; 0.056862; 0.008632; 0.000668; 0.000268; false; 0.074375;0.15; 0.058855; 0.031998; 0.033353; 0.012529; 0.012656; false; 0.155715;0.09; 0.062264; 0.00317; 0.022255; 0.004546; 0.003472; false; 0.102154;0.61; 0.059437; 9e-06; 9e-06; false; 0.127928;1.15; 0.0521; 0.0000; 0.0067; 0.0002; 0.0000; False; 0.0070; 0.0598;1.36; 0.0571; 0.0299; 0.1877; 0.1909; 0.0083; 0.0304; False; 0.2296; 0.3173;1.26; 0.0524; 0.0201; 0.0786; 0.0882; 0.0001; False; 0.0884; 0.1618;2.64; 0.550161275; 0.032286834; 0.002024657; false; 0.04024878; 0.872138536;2.12; 0.156672654; 0.126381309; 3.24E-5; false; 0.133461917; 0.666957782
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1877.0.mata;0.27; 0.0707535000;0.0098499; 0.1116433000; 0.0003374000; False; 0.1246408000; 0.2645284000;0.07; 0.058271; 0.007651; 0.000419; 0.00019; false; 0.074575;0.15; 0.056792; 0.029627; 0.034053; 0.015204; 0.01519; false; 0.157174;0.06; 0.037596; 0.001659; 0.016263; 0.002432; 0.002033; false; 0.063807;0.67; 0.059782; 6e-06; 1.7e-05; false; 0.120014;1.24; 0.0518; 0.0000; 0.0065; 0.0003; 0.0000; False; 0.0068; 0.0594;1.5; 0.0520; 0.0297; 0.3463; 0.3496; 0.0091; 0.0365; False; 0.3954; 0.4778;1.38; 0.0634; 0.0359; 0.0972; 0.1063; 0.0001; False; 0.1064; 0.2065;2.78; 0.548368205; 0.064345264; 0.002240215; false; 0.075879932; 0.944997869;2.08; 0.19374574; 0.107701317; 3.9485E-5; false; 0.116649586; 0.609719279
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1878.0.mata;0.26; 0.0680109000;0.009479300000000001; 0.1030728000; 0.0002807000; False; 0.1154980000; 0.2613501000;0.07; 0.056918; 0.007659; 0.000596; 0.000283; false; 0.073882;0.14; 0.058408; 0.028873; 0.035375; 0.012443; 0.012563; false; 0.153739;0.09; 0.061671; 0.003178; 0.021708; 0.003851; 0.003249; false; 0.100069;0.65; 0.061884; 9e-06; 1e-05; false; 0.129798;1.18; 0.0530; 0.0000; 0.0077; 0.0004; 0.0000; False; 0.0082; 0.0621;1.66; 0.0964; 0.0574; 0.4589; 0.4622; 0.0113; 0.0464; False; 0.5200; 0.6745;1.17; 0.0553; 0.0280; 0.0692; 0.0762; 0.0001; False; 0.0764; 0.1603;2.37; 0.355782958; 0.034667449; 0.001926303; false; 0.041867976; 0.623270759;2.27; 0.176166185; 0.082243215; 3.3337E-5; false; 0.117742611; 0.645448146
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1879.0.mata;0.26; 0.0691925000;0.0092062; 0.1077870000; 0.0003553000; False; 0.1200319000; 0.2537093000;0.06; 0.060363; 0.00789; 0.000464; 0.000204; false; 0.076787;0.12; 0.062147; 0.022386; 0.021329; 0.01082; 0.009179; false; 0.131382;0.09; 0.063303; 0.003226; 0.014412; 0.003563; 0.002147; false; 0.093416;0.64; 0.062268; 1.1e-05; 2.1e-05; false; 0.125461;1.32; 0.0928; 0.0000; 0.0122; 0.0004; 0.0000; False; 0.0127; 0.1066;1.72; 0.0951; 0.0499; 0.3496; 0.3527; 0.0094; 0.0367; False; 0.3989; 0.5447;1.33; 0.0634; 0.0185; 0.0777; 0.0868; 0.0001; False; 0.0870; 0.1697;2.32; 0.369187285; 0.051177096; 0.002204046; false; 0.060543634; 0.662546404;2.11; 0.124023478; 0.053379822; 3.6774E-5; false; 0.073491331; 0.464825692
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1887.0.mata;0.17; 0.0437953000;0.0060106; 0.0620826000; 0.0001943000; False; 0.0701787000; 0.2189659000;0.03; 0.032018; 0.003851; 0.000417; 0.000154; false; 0.040669;0.09; 0.031525; 0.018219; 0.021858; 0.009614; 0.010678; false; 0.095175;0.06; 0.042648; 0.001595; 0.013463; 0.002437; 0.001991; false; 0.065988;0.62; 0.061013; 9e-06; 1e-05; false; 0.12581;1.37; 0.0887; 0.0000; 0.0116; 0.0005; 0.0000; False; 0.0122; 0.1019;1.53; 0.0917; 0.0473; 0.3726; 0.3758; 0.0088; 0.0349; False; 0.4196; 0.5593;1.28; 0.0877; 0.0523; 0.0955; 0.1017; 0.0001; False; 0.1018; 0.2425;2.59; 0.349876635; 0.069914107; 0.004209207; false; 0.086921989; 0.646166832;1.9; 0.104670601; 0.069470078; 3.5412E-5; false; 0.076699329; 0.552653741
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1897.0.mata;0.26; 0.1094531000;0.0091565; 0.1057979000; 0.0003247000; False; 0.1180932000; 0.2913132000;0.06; 0.058192; 0.008039; 0.000586; 0.000216; false; 0.074625;0.16; 0.058851; 0.030372; 0.036296; 0.013341; 0.013936; false; 0.158998;0.09; 0.059103; 0.003013; 0.021913; 0.004078; 0.003299; false; 0.097927;0.67; 0.057; 9e-06; 1.1e-05; false; 0.127041;1.28; 0.0887; 0.0000; 0.0118; 0.0004; 0.0000; False; 0.0123; 0.1021;1.5; 0.0701; 0.0948; 0.3467; 0.3688; 0.0095; 0.0505; False; 0.4288; 0.5943;1.34; 0.0887; 0.0324; 0.0788; 0.0883; 0.0001; False; 0.0885; 0.2106;2.53; 0.515423577; 0.048323425; 0.002174263; false; 0.058702061; 0.872116278;2.16; 0.185927172; 0.077699017; 2.7987E-5; false; 0.089899578; 0.607850529
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_277.0.mata;0.24; 0.0635448000;0.0093766; 0.1038954000; 0.0003405000; False; 0.1159956000; 0.2520028000;0.05; 0.0431; 0.006681; 0.000392; 0.000179; false; 0.055778;0.11; 0.043033; 0.019239; 0.031557; 0.010833; 0.010934; false; 0.120408;0.06; 0.0402; 0.002071; 0.010313; 0.003335; 0.002941; false; 0.06433;0.54; 0.042335; 1.6e-05; 1.2e-05; false; 0.090915;1.22; 0.0386; 0.0000; 0.0059; 0.0002; 0.0000; False; 0.0062; 0.0455;1.53; 0.0651; 0.0407; 0.2348; 0.2368; 0.0050; 0.0247; False; 0.2666; 0.3730;1.28; 0.0390; 0.0121; 0.0373; 0.0459; 0.0001; False; 0.0461; 0.0978;2.51; 0.384190491; 0.041117005; 0.002090084; false; 0.058960479; 0.684631137;1.48; 0.075164793; 0.041808694; 4.2163E-5; false; 0.052511706; 0.367863429
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_357.0.mata;0.22; 0.0556915000;0.0096044; 0.0869932000; 0.0002425000; False; 0.0995210000; 0.2223984000;0.03; 0.027071; 0.00455; 0.000257; 0.000104; false; 0.035674;0.06; 0.026241; 0.011629; 0.016556; 0.00581; 0.00568; false; 0.069097;0.04; 0.027759; 0.00117; 0.006671; 0.002606; 0.002007; false; 0.044346;0.47; 0.021635; 7e-06; 6e-06; false; 0.048072;1.24; 0.0554; 0.0000; 0.0044; 0.0002; 0.0000; False; 0.0047; 0.0607;1.44; 0.0464; 0.0200; 0.1392; 0.1416; 0.0063; 0.0163; False; 0.1643; 0.2311;1.32; 0.0475; 0.0154; 0.0464; 0.0520; 0.0001; False; 0.0522; 0.1156;2.12; 0.391570901; 0.054215529; 0.005868784; false; 0.073736974; 0.655341078;1.73; 0.149563817; 0.091675511; 2.6948E-5; false; 0.105957269; 0.577642401
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_378.0.mata;0.13; 0.0327341000;0.0055442; 0.0493719000; 0.0002235000; False; 0.0568856000; 0.1269388000;0.03; 0.025664; 0.003969; 0.00023; 0.000101; false; 0.033848;0.06; 0.024104; 0.011128; 0.017864; 0.005998; 0.006473; false; 0.068228;0.03; 0.026408; 0.000909; 0.004256; 0.001583; 0.00121; false; 0.037591;0.53; 0.027502; 1.4e-05; 1e-05; false; 0.059555;1.21; 0.0474; 0.0000; 0.0085; 0.0005; 0.0000; False; 0.0090; 0.0574;1.46; 0.0717; 0.0288; 0.1133; 0.1155; 0.0056; 0.0263; False; 0.1475; 0.2485;1.15; 0.0514; 0.0162; 0.0495; 0.0559; 0.0001; False; 0.0561; 0.1243;2.07; 0.27061111; 0.063205547; 0.002376944; false; 0.084491415; 0.564368771;1.47; 0.090936541; 0.032003273; 3.6147E-5; false; 0.04860049; 0.396316974
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_379.0.mata;0.16; 0.0571859000;0.0060017000000000004; 0.0505732000; 0.0001352000; False; 0.0585703000; 0.1715767000;0.01; 0.015063; 0.002349; 0.000199; 7.1e-05; false; 0.019742;0.03; 0.014641; 0.006807; 0.009918; 0.002381; 0.00243; false; 0.037829;0.02; 0.014972; 0.000762; 0.004151; 0.001633; 0.001224; false; 0.024941;0.42; 0.029465; 1.2e-05; 1.4e-05; false; 0.053903;1.21; 0.0468; 0.0000; 0.0079; 0.0004; 0.0000; False; 0.0084; 0.0560;1.16; 0.0270; 0.0096; 0.0763; 0.0773; 0.0027; 0.0073; False; 0.0873; 0.1242;1.34; 0.0577; 0.0160; 0.0537; 0.0584; 0.0001; False; 0.0585; 0.1326;2.11; 0.358385844; 0.061928129; 0.002995636; false; 0.089529285; 0.785708425;1.62; 0.163035671; 0.054732435; 4.3036E-5; false; 0.075356481; 0.435949379
