name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-concat;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-14.mata;0.82; 0.00021;0.8383229999999999;0.004965000000000001;0.0013410000000000002; 0.0004; false; 0.853872
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-15.mata;1.51; 0.000224;1.5123820000000001;0.007671;0.002126; 0.00068; false; 1.53565
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-16.mata;0.04; 5.1e-05;0.045224;0.00027299999999999997;0.000183; 4.2e-05; false; 0.046505
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-17.mata;0.04; 5.2e-05;0.046592;0.000264;0.000185; 4.2e-05; false; 0.047881
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-18.mata;1.45; 0.006938;0.30013599999999996;0.373147;0.09015999999999999; 0.012863; false; 1.51444
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-2.mata;1.3; 0.000208;1.311949;0.007703;0.001899; 0.000614; false; 1.3352
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-3.mata;0.89; 0.000205;0.897303;0.006546;0.0024070000000000003; 0.000791; false; 0.919942
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-4.mata;0.07; 8.9e-05;0.08093600000000001;0.00055;0.000348; 7.3e-05; false; 0.083312
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-5.mata;0.32; 0.000136;0.332828;0.002491;0.000729; 0.00019; false; 0.341169
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-6.mata;0.89; 0.000225;0.906854;0.005792;0.001616; 0.000377; false; 0.925418
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-7.mata;1.24; 0.000196;1.2431489999999998;0.007709;0.002391; 0.000789; false; 1.26693
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-8.mata;0.05; 6.7e-05;0.053644;0.00029699999999999996;0.00020600000000000002; 5.5e-05; false; 0.055175
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-9.mata;0.23; 0.0001;0.244424;0.0019460000000000002;0.0006270000000000001; 0.000158; false; 0.250559
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08075-1.mata;0.04; 5.1e-05;0.043966;0.000289;0.000189; 4.2e-05; false; 0.045286
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08075-2.mata;0.04; 6.4e-05;0.042727999999999995;0.00026199999999999997;0.000183; 4e-05; false; 0.044006
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08075-3.mata;0.06; 9.1e-05;0.06575600000000001;0.00045200000000000004;0.000304; 5.9e-05; false; 0.067908
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08075-4.mata;0.07; 7.2e-05;0.072765;0.000459;0.000282; 5.7e-05; false; 0.074686
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08167-1.mata;0.06; 7.4e-05;0.069467;0.000405;0.000286; 4.6e-05; false; 0.071463
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08167-2.mata;0.36; 0.001519;0.126435;0.066926;0.02248; 0.005205; false; 0.373528
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08188-1.mata;0.21; 0.000167;0.20595400000000003;0.0052;0.0015119999999999999; 0.000348; false; 0.223345
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08188-2.mata;0.06; 0.00026;0.02171;0.010893;0.00902; 0.000748; false; 0.067724
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08188-3.mata;1.57; 0.000654;1.532313;0.021852;0.006614; 0.001178; false; 1.61217
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-1.mata;0.07; 8e-05;0.074158;0.0005380000000000001;0.000314; 6.4e-05; false; 0.076436
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-10.mata;0.06; 7.9e-05;0.070345;0.00049;0.00035; 6.8e-05; false; 0.072591
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-2.mata;0.07; 9.1e-05;0.073217;0.000386;0.000253; 4.7e-05; false; 0.07506
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-3.mata;0.06; 9e-05;0.07560800000000001;0.00051;0.000332; 6.7e-05; false; 0.077856
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-4.mata;0.04; 5.6e-05;0.049448;0.00027299999999999997;0.000183; 4.5e-05; false; 0.050749
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-5.mata;0.06; 7.9e-05;0.068799;0.00047899999999999993;0.000317; 6.1e-05; false; 0.070931
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-6.mata;0.07; 8.7e-05;0.077697;0.0005239999999999999;0.000334; 6.1e-05; false; 0.080044
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-7.mata;0.07; 9.9e-05;0.073949;0.000512;0.000324; 7.2e-05; false; 0.076237
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-8.mata;0.06; 7.4e-05;0.067133;0.000455;0.000332; 6.4e-05; false; 0.069182
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08219-9.mata;0.04; 5.5e-05;0.044989;0.000259;0.000183; 4.5e-05; false; 0.046255
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08425-1.mata;0.52; 0.000987;0.35394899999999996;0.059237;0.017852; 0.001776; false; 0.546025
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08425-2.mata;0.08; 9.9e-05;0.067134;0.0038970000000000003;0.002351; 0.000279; false; 0.082303
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08425-3.mata;0.1; 0.000326;0.035776999999999996;0.016877999999999997;0.012903; 0.00286; false; 0.105382
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08425-4.mata;0.1; 0.000181;0.08184999999999999;0.0054470000000000005;0.002921; 0.000579; false; 0.103816
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08472-1.mata;0.09; 0.000328;0.021206000000000003;0.016044000000000003;0.017235; 0.004178; false; 0.094124
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08537-1.mata;0.11; 0.000321;0.035529;0.015809;0.013162; 0.003547; false; 0.110831
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08537-2.mata;0.1; 0.000199;0.021633;0.019953;0.023440999999999997; 0.00633; false; 0.112919
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-1.mata;0.1; 0.000336;0.024408;0.018743;0.021312; 0.006123; false; 0.113271
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-2.mata;0.06; 0.000116;0.071576;0.00047500000000000005;0.000321; 5.8e-05; false; 0.073791
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-3.mata;0.22; 8e-05;0.226266;0.001328;0.00040899999999999997; 0.000109; false; 0.230823
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-4.mata;1.07; 0.000133;1.087901;0.00408;0.001325; 0.00037; false; 1.10089
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-5.mata;0.71; 0.000219;0.7179599999999999;0.007175;0.001656; 0.000661; false; 0.737455
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-6.mata;0.06; 7.5e-05;0.072585;0.000544;0.00035099999999999997; 7.3e-05; false; 0.075013
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-7.mata;1.07; 0.005397;0.33648500000000003;0.230887;0.061416; 0.007389; false; 1.09741
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08649-8.mata;2.78; 0.016353;0.803634;0.569481;0.16605999999999999; 0.002976; false; 2.90257
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-1.mata;0.07; 8.7e-05;0.077972;0.000575;0.00038; 7e-05; false; 0.080568
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-10.mata;1.05; 0.000192;1.0678070000000002;0.006639000000000001;0.001635; 0.000465; false; 1.08839
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-11.mata;1.05; 0.000123;1.059572;0.007113;0.0018340000000000001; 0.00069; false; 1.08091
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-12.mata;0.07; 8.8e-05;0.08365;0.000499;0.000324; 6.6e-05; false; 0.086021
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-13.mata;0.36; 0.00014;0.367475;0.002089;0.0007289999999999999; 0.000138; false; 0.374949
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-14.mata;1.0; 0.00021;0.999588;0.006956;0.001788; 0.000673; false; 1.02056
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-15.mata;1.08; 0.000254;1.0883340000000001;0.00619;0.002123; 0.000601; false; 1.10895
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-16.mata;0.07; 9e-05;0.080139;0.00051;0.00034599999999999995; 6.4e-05; false; 0.082559
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-17.mata;0.39; 0.000128;0.39251;0.002626;0.0007819999999999999; 0.000225; false; 0.401295
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-18.mata;1.23; 0.000218;1.244142;0.006154;0.001987; 0.000559; false; 1.26458
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-19.mata;1.09; 0.000207;1.1041750000000001;0.005174;0.0014520000000000002; 0.000404; false; 1.12073
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-2.mata;0.77; 0.004041;0.25431000000000004;0.166374;0.04321; 0.004478; false; 0.820002
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-20.mata;0.07; 7.7e-05;0.073817;0.0005020000000000001;0.000328; 6.2e-05; false; 0.076072
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-21.mata;0.48; 0.000138;0.480186;0.002763;0.000896; 0.000231; false; 0.489538
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-22.mata;1.01; 0.000213;1.026205;0.0059960000000000005;0.0019159999999999997; 0.000333; false; 1.04608
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-23.mata;0.92; 0.00013;0.932791;0.0052959999999999995;0.00135; 0.000288; false; 0.948998
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-24.mata;0.08; 0.000115;0.08519700000000001;0.000584;0.00036799999999999995; 6.9e-05; false; 0.087763
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-3.mata;0.04; 6.3e-05;0.052104;0.000294;0.000195; 4.8e-05; false; 0.053484
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-4.mata;0.95; 0.004298;0.267893;0.223162;0.055208; 0.005979; false; 0.982385
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-5.mata;0.22; 7.3e-05;0.226753;0.001362;0.000424; 0.000119; false; 0.23141
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-6.mata;1.24; 0.000119;1.248682;0.007062;0.002357; 0.000662; false; 1.26958
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-7.mata;1.03; 0.000204;1.038729;0.005722;0.001545; 0.000324; false; 1.05742
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-8.mata;0.07; 7.8e-05;0.073557;0.000522;0.00032700000000000003; 6e-05; false; 0.075812
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-9.mata;0.47; 0.00014;0.48802100000000004;0.002791;0.0008359999999999999; 0.000246; false; 0.497243
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08976-1.mata;0.03; 9.9e-05;0.019135000000000003;0.003314;0.003964; 0.001033; false; 0.035194
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08976-2.mata;0.06; 0.000205;0.023828000000000002;0.010551999999999999;0.010946000000000001; 0.001171; false; 0.072543
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09058-1.mata;0.04; 5.6e-05;0.04508;0.00026;0.000203; 4.3e-05; false; 0.046409
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09058-2.mata;0.07; 0.000208;0.019384;0.012463;0.018138; 0.004082; false; 0.085426
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09058-3.mata;0.05; 0.000219;0.014433;0.010163;0.012779; 0.003798; false; 0.067726
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09234-1.mata;1.37; 0.003209;0.5761809999999999;0.204826;0.080497; 0.006749; false; 1.37423
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09234-2.mata;0.04; 5.9e-05;0.045776;0.00027400000000000005;0.000183; 4.6e-05; false; 0.047079
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09263-1.mata;0.05; 0.000247;0.012920000000000001;0.009062;0.012396; 0.003719; false; 0.059255
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09326-1.mata;0.08; 0.000191;0.024673;0.014627;0.01013; 0.002247; false; 0.081964
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09326-2.mata;0.07; 6.9e-05;0.074321;0.00047099999999999996;0.000304; 4.3e-05; false; 0.076275
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09326-3.mata;0.69; 0.002903;0.20123300000000002;0.133627;0.045163999999999996; 0.009242; false; 0.694901
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09326-4.mata;1.9; 0.010179;0.475907;0.47733699999999996;0.170562; 0.01426; false; 2.00621
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09633-1.mata;0.16; 0.000584;0.031501;0.035074;0.03549; 0.008589; false; 0.184393
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09664-1.mata;0.28; 0.000383;0.14196399999999998;0.034495;0.024408; 0.004776; false; 0.286726
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09776-1.mata;0.05; 0.000182;0.01646;0.008306000000000001;0.008746; 0.002431; false; 0.054889
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09799-1.mata;0.29; 0.000718;0.195892;0.030270000000000002;0.012138; 0.002353; false; 0.300618
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09849-1.mata;0.15; 0.000388;0.036184;0.02688;0.031542; 0.008101; false; 0.164794
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance09849-2.mata;0.99; 0.0036;0.21967200000000003;0.240312;0.076311; 0.012848; false; 1.03134
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10015-1.mata;0.33; 0.000696;0.20549299999999998;0.033829;0.016461; 0.003251; false; 0.339221
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10042-1.mata;0.04; 0.000138;0.012486;0.005072999999999999;0.007884; 0.001901; false; 0.039821
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10107-1.mata;0.26; 0.000695;0.124424;0.035132;0.022755; 0.002264; false; 0.265207
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10107-2.mata;0.09; 8.6e-05;0.100511;0.0005600000000000001;0.000375; 0.000101; false; 0.103018
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10107-3.mata;0.8; 0.004654;0.285812;0.15273599999999998;0.048053; 0.00509; false; 0.829882
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10107-4.mata;0.25; 0.000553;0.14543899999999998;0.024953;0.016850999999999998; 0.001262; false; 0.251312
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10279-1.mata;0.03; 9.7e-05;0.018808000000000002;0.002882;0.002914; 0.000802; false; 0.032021
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10279-2.mata;0.04; 0.00012;0.012978;0.005307;0.008833; 0.002841; false; 0.044945
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10296-1.mata;0.05; 7.3e-05;0.063699;0.00033;0.00020899999999999998; 5.9e-05; false; 0.065206
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10296-2.mata;0.33; 0.000117;0.339533;0.002273;0.000754; 0.000254; false; 0.346919
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10296-3.mata;1.4; 0.000229;1.4193689999999999;0.006173;0.002494; 0.000451; false; 1.44264
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10296-4.mata;0.83; 0.0002;0.8303349999999999;0.004912999999999999;0.001485; 0.000418; false; 0.846174
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10296-5.mata;0.06; 7.9e-05;0.071071;0.000501;0.000339; 6.8e-05; false; 0.07334
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10296-6.mata;1.09; 0.00512;0.35752500000000004;0.269779;0.068213; 0.009439; false; 1.14288
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10384-1.mata;2.99; 0.001149;2.901454;0.041216;0.018011; 0.001596; false; 3.05892
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10384-2.mata;0.03; 0.000127;0.013285000000000002;0.00503;0.006269; 0.001601; false; 0.038124
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10412-1.mata;0.04; 0.000143;0.015655;0.006004;0.00709; 0.002156; false; 0.045361
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10412-2.mata;0.44; 0.000165;0.446515;0.0031060000000000003;0.000975; 0.00043; false; 0.457195
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10557-1.mata;0.96; 0.002796;0.150733;0.25561;0.085044; 0.01392; false; 0.979845
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10629-1.mata;0.05; 0.000159;0.031814;0.005899;0.004995; 0.001201; false; 0.056211
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10691-1.mata;0.08; 0.000297;0.019431999999999998;0.015976999999999998;0.017229; 0.003605; false; 0.086388
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10783-1.mata;0.07; 0.000109;0.077221;0.000534;0.000379; 7.2e-05; false; 0.079839
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10783-2.mata;0.05; 5.3e-05;0.053761;0.00027;0.000193; 4.3e-05; false; 0.055072
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10804-1.mata;0.12; 0.000407;0.030279000000000004;0.022403;0.026396; 0.006228; false; 0.135399
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10804-2.mata;0.05; 0.000181;0.016307000000000002;0.007878;0.008748; 0.003172; false; 0.054884
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10941-1.mata;0.08; 0.00012;0.082826;0.00052;0.000345; 6.7e-05; false; 0.085383
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10941-2.mata;0.75; 0.002933;0.22682400000000003;0.16075699999999998;0.06273999999999999; 0.005983; false; 0.778682
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10941-3.mata;0.3; 0.001163;0.074908;0.054714;0.032666; 0.004678; false; 0.314921
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance10941-4.mata;0.12; 0.000315;0.026834;0.021136;0.021731; 0.007237; false; 0.126374
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11038-1.mata;0.09; 0.000343;0.020845;0.017211;0.020198; 0.006155; false; 0.103832
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11038-2.mata;0.08; 0.000333;0.019975999999999997;0.012255;0.019065; 0.004498; false; 0.088244
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11080-1.mata;0.43; 0.001413;0.219419;0.055521;0.033819; 0.002939; false; 0.454913
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-1.mata;0.04; 6e-05;0.049877000000000005;0.000284;0.000205; 4.7e-05; false; 0.051295
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-2.mata;0.26; 0.00068;0.112035;0.035081;0.021571; 0.004439; false; 0.261407
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-3.mata;0.04; 5.5e-05;0.049726;0.000289;0.000203; 4.9e-05; false; 0.051152
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11192-4.mata;0.43; 0.001098;0.11941199999999999;0.090287;0.037129999999999996; 0.005517; false; 0.445773
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11254-1.mata;0.76; 0.000991;0.6602140000000001;0.026265999999999998;0.010855; 0.002698; false; 0.762119
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-1.mata;0.08; 9.8e-05;0.086309;0.000557;0.00037699999999999995; 7.8e-05; false; 0.088832
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-2.mata;0.59; 0.002133;0.16610799999999998;0.117128;0.042781; 0.005191; false; 0.603452
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-3.mata;0.06; 7.8e-05;0.066187;0.000411;0.00027400000000000005; 5.7e-05; false; 0.068155
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11346-4.mata;0.96; 0.004087;0.28519100000000003;0.213559;0.08075399999999999; 0.00736; false; 1.00017
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11468-1.mata;0.39; 7.4e-05;0.388643;0.001554;0.000796; 0.000104; false; 0.39422
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11468-2.mata;0.06; 0.000201;0.034557000000000004;0.008414;0.005128; 0.000818; false; 0.066752
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11468-3.mata;0.16; 0.000428;0.027756999999999997;0.031913;0.033095; 0.009317; false; 0.170551
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11468-4.mata;1.93; 0.007789;0.396054;0.461766;0.176952; 0.028234; false; 1.99279
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11487-1.mata;0.09; 8.1e-05;0.093248;0.000558;0.00036399999999999996; 9e-05; false; 0.095741
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11487-2.mata;1.34; 0.005757;0.360952;0.29989699999999997;0.076332; 0.014788; false; 1.36292
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11487-3.mata;0.09; 0.000416;0.026003000000000005;0.014259;0.018374; 0.004032; false; 0.098958
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11487-4.mata;0.38; 0.000188;0.379225;0.00456;0.002227; 0.000691; false; 0.396903
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11653-1.mata;0.11; 0.000391;0.04066;0.018563;0.009937999999999999; 0.002264; false; 0.117282
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11653-2.mata;0.09; 0.000301;0.037483;0.01473;0.014859999999999998; 0.003759; false; 0.103479
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11716-1.mata;0.07; 8.3e-05;0.074513;0.000509;0.000329; 6.2e-05; false; 0.076765
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11716-2.mata;0.95; 0.002822;0.284919;0.166582;0.076451; 0.007713; false; 0.982499
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11716-3.mata;0.41; 0.000457;0.37943499999999997;0.009536;0.0062840000000000005; 0.00115; false; 0.420521
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11716-4.mata;0.14; 0.000376;0.032193;0.024805;0.029677; 0.007909; false; 0.150501
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11716-5.mata;0.09; 9.9e-05;0.09376200000000001;0.000565;0.000348; 7.7e-05; false; 0.0963
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11716-6.mata;0.06; 5.4e-05;0.071857;0.00042500000000000003;0.000279; 6.8e-05; false; 0.073749
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11829-1.mata;5.4; 0.030653;1.030338;1.01684;0.515135; 0.026257; false; 5.30196
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11829-2.mata;0.05; 0.00016;0.030424000000000003;0.0057280000000000005;0.005123; 0.001261; false; 0.053903
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11829-3.mata;0.11; 0.000316;0.036955;0.017294;0.015639; 0.004014; false; 0.115374
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11829-4.mata;2.04; 0.006596;0.319577;0.432745;0.159247; 0.041973; false; 2.0062
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11983-1.mata;0.2; 0.000498;0.045408000000000004;0.032924;0.036396; 0.010271; false; 0.211868
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance11983-2.mata;0.14; 0.000373;0.029464999999999998;0.022523;0.029365; 0.007327; false; 0.14929
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance12028-1.mata;0.21; 0.000606;0.039295;0.04368999999999999;0.044286000000000006; 0.011522; false; 0.233658
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance12028-2.mata;0.51; 0.001259;0.34786100000000003;0.046407;0.026831; 0.002899; false; 0.53095
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance12028-3.mata;0.21; 0.000401;0.138412;0.020708;0.009684; 0.002225; false; 0.222518
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance12090-1.mata;0.08; 8.4e-05;0.08522400000000001;0.00053;0.00033600000000000004; 7.8e-05; false; 0.08756
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance12182-1.mata;0.06; 9.4e-05;0.064065;0.00032700000000000003;0.000221; 5.3e-05; false; 0.065716
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance12182-2.mata;0.07; 9.4e-05;0.082198;0.000514;0.000334; 7.1e-05; false; 0.08453
