name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-intersection;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09254-*.mata;0.15;0.0940897;0.0095143;0.0149764; 0.0002339000; False; 0.0274304000; 0.1840307000;0.01; 0.011489;7.4e-05;3.3e-05; 5.7e-05; false; 0.014191;0.01; 0.011343;0.006258;0.000129;6.8e-05; 1e-05; false; 0.019748;0.02; 0.011545;0.00066;0.00081;0.0005930000000000001; 4.6e-05; false; 0.016291;ERR;ERR;ERR;ERR;ERR;ERR;1.22; 0.0230; 0.0000; 0.0004; 0.0000; 0.0000; False; 0.0005; 0.0240;1.08; 0.0179; 0.0039; 0.0823; 0.0050; 0.0000; False; 0.0875; 0.1096;1.18; 0.0264; 0.0121; 0.0021; 0.0006; 0.0007; False; 0.0029; 0.0418;1.6;0.178813429; 0.093449005; 0.002248891; false; 0.100439589; 0.453209173;1.06;0.046816875; 0.003561176; 2.5612E-5; false; 0.010701366; 0.18199532
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09255-*.mata;0.15;0.0788451;0.0100833;0.0149337; 0.0003019000; True; 0.0278545000; 0.1808155000;0.02; 0.017971;3.2999999999999996e-05;1.4e-05; 2e-06; true; 0.021932;0.02; 0.018145;0.009467;6.2e-05;3.2e-05; 1e-06; true; 0.030501;0.02; 0.018479;0.000993;0.000794;0.0006490000000000001; 3.6e-05; true; 0.024905;0.57; 0.017889;2.9e-05; 5e-06; true; 0.037905;1.25; 0.0395; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0405;1.02; 0.0190; 0.0073; 0.0204; 0.0014; 0.0000; True; 0.0219; 0.0485;1.25; 0.0317; 0.0153; 0.0008; 0.0002; 0.0002; True; 0.0010; 0.0484;1.73;0.25032864; 0.051930854; 0.002849282; true; 0.061580679; 0.509262448;1.36;0.060792863; 0.001932078; 2.819E-5; true; 0.00610889; 0.300820105
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09258-*.mata;0.09;0.026068300000000003;0.0057044; 0.0080637000; 0.0001437000; False; 0.0154957000; 0.0767184000;0.0; 0.00214; 1.7e-05; 1.2e-05; 2.2e-05; false; 0.002748;0.0; 0.004084;0.001999; 5.1e-05; 5.3e-05; 3.4e-05; false; 0.007018;0.0; 0.002102;0.000145; 0.000494; 0.000424; 7.6e-05; false; 0.004353;0.32; 0.002167; 1.9e-05; 4e-06; true; 0.004831;1.11; 0.0083; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0087;1.03; 0.0086; 0.0014; 0.0026; 0.0009; 0.0001; False; 0.0036; 0.0138;1.29; 0.0146; 0.0046; 0.0010; 0.0009; 0.0011; False; 0.0021; 0.0216;1.24;0.186921377; 0.034335598; 0.002594764; false; 0.0433552; 0.364711099;1.16;0.027671807; 0.003418019; 3.3891E-5; false; 0.011003218; 0.177664667
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09259-*.mata;0.14;0.047422099999999995;0.0090777;0.0144513; 0.0002685000; False; 0.0263969000; 0.1304698000;0.01; 0.011835;0.000545;0.00012200000000000001; 8.2e-05; false; 0.01521;0.02; 0.011976;0.005948;0.002335;0.001715; 0.001007; false; 0.025033;0.01; 0.01183;0.000621;0.001579;0.0013; 0.000448; false; 0.018779;0.51; 0.011341;2.9e-05; 4e-06; true; 0.025864;1.25; 0.0258; 0.0000; 0.0019; 0.0001; 0.0000; False; 0.0021; 0.0285;1.13; 0.0156; 0.0034; 0.0069; 0.0009; 0.0215; False; 0.0294; 0.0487;1.31; 0.0280; 0.0115; 0.0282; 0.0167; 0.0169; False; 0.0452; 0.0855;1.37;0.172891022; 0.096790461; 0.002110993; false; 0.125825931; 0.430939917;1.25;0.041278364; 0.005116842; 3.5989E-5; false; 0.013055145; 0.2813025
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09262-*.mata;0.13;0.0406079;0.0088789;0.013938299999999999; 0.0001946000; True; 0.0252854000; 0.1205413000;0.0; 0.003537;6.9e-05;2.6000000000000002e-05; 1e-06; true; 0.004573;0.0; 0.003572;0.0019329999999999998;0.000157;0.00011300000000000001; 2e-06; true; 0.006539;0.0; 0.003495;0.000215;0.0007490000000000001;0.000616; 3.4e-05; true; 0.006686;0.49; 0.004124;3.1e-05; 5e-06; true; 0.008803;1.22; 0.0131; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0138;1.15; 0.0130; 0.0022; 0.0113; 0.0016; 0.0000; True; 0.0129; 0.0284;0.97; 0.0092; 0.0022; 0.0019; 0.0015; 0.0016; True; 0.0035; 0.0151;1.48;0.171009397; 0.079805202; 0.002135772; true; 0.10931562; 0.408166715;1.01;0.032706883; 0.00371198; 3.3E-5; true; 0.011061951; 0.200818677
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09263-*.mata;0.14;0.045984699999999996;0.0086811;0.013235; 0.0001851000; True; 0.0244080000; 0.1283906000;0.01; 0.011524;1.8e-05;6e-06; 2e-06; true; 0.013791;0.01; 0.011718;0.006208;1.5e-05;5.999999999999999e-06; 1e-06; true; 0.019714;0.01; 0.011851;0.0007379999999999999;0.000744;0.0006169999999999999; 2.6e-05; true; 0.016744;0.52; 0.012702;3.9e-05; 6e-06; true; 0.026542;1.08; 0.0152; 0.0000; 0.0000; 0.0001; 0.0000; True; 0.0002; 0.0157;1.24; 0.0265; 0.0073; 0.0117; 0.0011; 0.0000; True; 0.0129; 0.0471;1.05; 0.0265; 0.0123; 0.0003; 0.0002; 0.0003; True; 0.0007; 0.0399;1.59;0.204459067; 0.060327603; 0.002521577; true; 0.06930129; 0.489457903;1.14;0.064579404; 0.003399527; 4.1781E-5; true; 0.010850875; 0.216173293
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09264-*.mata;0.14;0.044907300000000004;0.008924000000000001;0.014096500000000001; 0.0001998000; True; 0.0261516000; 0.1276527000;0.01; 0.00873;1.9e-05;9e-06; 2e-06; true; 0.010772;0.01; 0.008558;0.0046289999999999994;5.9e-05;9e-06; 1e-06; true; 0.014805;0.01; 0.008799;0.00054;0.0007049999999999999;0.0005329999999999999; 2e-05; true; 0.013071;ERR;ERR;ERR;ERR;ERR;ERR;1.11; 0.0259; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0269;1.04; 0.0166; 0.0029; 0.0150; 0.0007; 0.0000; True; 0.0158; 0.0355;1.18; 0.0178; 0.0090; 0.0004; 0.0002; 0.0003; True; 0.0007; 0.0279;1.38;0.18180236500000002; 0.033857193; 0.002431932; true; 0.043669411; 0.363051533;1.25;0.099302433; 0.002326353; 2.1367E-5; true; 0.031076586; 0.349171748
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09265-*.mata;0.14;0.0824664;0.0097679;0.0145355; 0.0002106000; True; 0.0271208000; 0.1675454000;0.01; 0.016888;9.400000000000001e-05;3.6e-05; 2e-06; true; 0.020839;0.02; 0.016937;0.00908;0.000199;0.00013399999999999998; 2e-06; true; 0.029171;0.02; 0.01665;0.001019;0.000735;0.0006; 2.8e-05; true; 0.022679;0.51; 0.017518;3.4e-05; 4e-06; true; 0.034812;1.04; 0.0202; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0002; 0.0209;1.19; 0.0331; 0.0111; 0.0635; 0.0036; 0.0000; True; 0.0672; 0.1118;1.23; 0.0374; 0.0160; 0.0016; 0.0002; 0.0003; True; 0.0019; 0.0560;1.77;0.24483653900000002; 0.049153126; 0.002445547; true; 0.057586084; 0.475950898;1.39;0.109746104; 0.006413444; 3.0128E-5; true; 0.028008005; 0.437647022
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09269-*.mata;0.15;0.0547248;0.0095608;0.0143266; 0.0002145000; False; 0.0271898000; 0.1682580000;0.01; 0.013982;0.000183;4.4999999999999996e-05; 7.2e-05; false; 0.01717;0.02; 0.014141;0.007537;0.000793;0.000447; 0.000209; false; 0.025528;0.01; 0.014264;0.000952;0.00118;0.000823; 0.000127; false; 0.020449;0.56; 0.013457;3.1e-05; 5e-06; true; 0.037924;1.03; 0.0180; 0.0000; 0.0005; 0.0000; 0.0000; False; 0.0006; 0.0190;1.25; 0.0432; 0.0174; 0.0332; 0.0030; 0.0094; False; 0.0457; 0.1066;1.2; 0.0348; 0.0235; 0.0186; 0.0019; 0.0021; False; 0.0208; 0.0799;1.63;0.17593748399999998; 0.048587902; 0.002193714; false; 0.070839431; 0.405248486;1.34;0.050625854; 0.003973061; 2.9216E-5; false; 0.011251778; 0.251882013
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09272-*.mata;0.11;0.047105400000000006;0.0056877; 0.0082906000; 0.0001478000; False; 0.0157007000; 0.1545457000;0.0; 0.001341; 3e-05; 1.1e-05; 1.3e-05; false; 0.001722;0.0; 0.001288;0.00067; 6.3e-05; 7.2e-05; 5.6e-05; false; 0.002461;0.0; 0.001336;8.3e-05; 0.000404; 0.000383; 8.2e-05; false; 0.003139;0.33; 0.002395; 2.9e-05; 8e-06; true; 0.004719;1.26; 0.0105; 0.0000; 0.0002; 0.0000; 0.0000; False; 0.0003; 0.0110;1.18; 0.0111; 0.0016; 0.0025; 0.0009; 0.0013; False; 0.0047; 0.0176;0.93; 0.0071; 0.0016; 0.0007; 0.0008; 0.0009; False; 0.0016; 0.0106;1.21;0.10417469900000001; 0.044240812; 0.002152881; false; 0.053020422; 0.23843511;1.16;0.032618992; 0.003004373; 2.3417E-5; false; 0.009243505; 0.204101499
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09273-*.mata;0.15;0.0581174;0.008641299999999998;0.013666099999999999; 0.0002181000; True; 0.0257307000; 0.1464525000;0.01; 0.0127;3.1e-05;2.5000000000000005e-05; 2e-06; true; 0.015585;0.04; 0.022236;0.012563000000000001;6.4e-05;2.5e-05; 1e-06; true; 0.038734;0.03; 0.023612;0.001471;0.000755;0.0005859999999999999; 2.4e-05; true; 0.031356;0.37; 0.019464;9.300000000000001e-05; 7e-06; true; 0.04117;1.11; 0.0461; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0472;1.29; 0.0319; 0.0099; 0.0553; 0.0035; 0.0000; True; 0.0589; 0.1012;1.21; 0.0452; 0.0224; 0.0007; 0.0002; 0.0003; True; 0.0010; 0.0692;1.64;0.207814833; 0.061100879; 0.002616543; true; 0.070766312; 0.438478121;1.58;0.113819368; 0.017335864; 2.5783E-5; true; 0.024699659; 0.366240988
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09274-*.mata;0.15;0.06802040000000001;0.0094334;0.0164896; 0.0002897000; False; 0.0288516000; 0.1781986000;0.0; 0.005051;0.000295;7.5e-05; 3.5e-05; false; 0.006757;0.01; 0.005292;0.0031860000000000005;0.001164;0.000815; 5.3e-05; false; 0.011583;0.01; 0.005436;0.000359;0.001072;0.0009; 0.000147; false; 0.009859;0.53; 0.005606;3.5e-05; 5e-06; true; 0.016733;0.99; 0.0101; 0.0000; 0.0006; 0.0000; 0.0000; False; 0.0007; 0.0111;1.25; 0.0161; 0.0031; 0.0225; 0.0076; 0.0001; False; 0.0304; 0.0500;1.35; 0.0163; 0.0074; 0.0096; 0.0013; 0.0015; False; 0.0112; 0.0352;1.34;0.160712582; 0.064735995; 0.002397234; false; 0.073754984; 0.377860182;1.18;0.038071768000000006; 0.004369854; 2.7273E-5; false; 0.011459259; 0.223996491
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09275-*.mata;0.16;0.0981205;0.009432599999999996;0.0143202; 0.0002121000; True; 0.0270854000; 0.1859057000;0.03; 0.02525;8.999999999999999e-05;3.2e-05; 3e-06; true; 0.031323;0.04; 0.025425;0.01352;0.000293;0.00019899999999999999; 1e-06; true; 0.044011;0.03; 0.025607;0.0017269999999999998;0.000974;0.000631; 2.3e-05; true; 0.0344;ERR;ERR;ERR;ERR;ERR;ERR;1.0; 0.0313; 0.0000; 0.0007; 0.0000; 0.0000; True; 0.0007; 0.0326;1.4; 0.0503; 0.0139; 0.2655; 0.0095; 0.0000; True; 0.2750; 0.3398;1.13; 0.0419; 0.0171; 0.0119; 0.0023; 0.0024; True; 0.0144; 0.0742;2.27;0.38504720000000003; 0.086437073; 0.011161361; true; 0.109533873; 0.748745503;1.54;0.068501152; 0.003246231; 3.4433E-5; true; 0.010953725; 0.351630335
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09278-*.mata;0.16;0.0682634;0.0086766;0.0146205; 0.0002061000; True; 0.0261044000; 0.1586658000;0.03; 0.036174;0.000259;5.6e-05; 2e-06; true; 0.043636;0.05; 0.036222;0.021166;0.0010379999999999999;0.0004990000000000001; 2e-06; true; 0.064313;0.04; 0.036923;0.0023049999999999998;0.00126;0.000865; 2.6e-05; true; 0.047832;ERR;ERR;ERR;ERR;ERR;ERR;1.32; 0.0676; 0.0000; 0.0013; 0.0000; 0.0000; True; 0.0014; 0.0697;1.24; 0.0466; 0.0138; 0.1076; 0.0053; 0.0000; True; 0.1130; 0.1740;1.37; 0.0718; 0.0367; 0.0082; 0.0046; 0.0047; True; 0.0129; 0.1222;2.0;0.265755785; 0.092554761; 0.002361906; true; 0.109630635; 0.708612023;1.31;0.095662744; 0.003818808; 2.9472E-5; true; 0.011282434; 0.28906919
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09279-*.mata;0.14;0.0541514;0.0095438; 0.0160672000; 0.0002101000; False; 0.0285095000; 0.1645902000;0.01; 0.015949; 0.000554; 0.000118; 0.000108; false; 0.020027;0.03; 0.01577;0.008371; 0.002308; 0.002007; 0.00158; false; 0.032482;0.02; 0.016164;0.000971; 0.001423; 0.001274; 0.000649; false; 0.023718;0.54; 0.01801; 2.7e-05; 5e-06; true; 0.037464;1.2; 0.0214; 0.0000; 0.0012; 0.0001; 0.0000; False; 0.0014; 0.0233;1.26; 0.0395; 0.0182; 0.0240; 0.0030; 0.0785; False; 0.1056; 0.1698;1.16; 0.0240; 0.0116; 0.0248; 0.0116; 0.0118; False; 0.0366; 0.0731;1.65;0.29712907099999997; 0.029652748; 0.001475813; false; 0.035428683; 0.522770976;1.18;0.08024234599999999; 0.005076733; 3.0423E-5; false; 0.028328969; 0.308548652
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09280-*.mata;0.09;0.0324114;0.005808699999999998;0.0092951; 0.0001607000; True; 0.0168973000; 0.0864423000;0.01; 0.009944;0.000456;0.000165; 2e-06; true; 0.013125;0.03; 0.018772;0.010160000000000002;0.002784;0.002436; 1e-06; true; 0.037524;0.02; 0.01695;0.0010639999999999998;0.001884;0.001702; 2.3e-05; true; 0.025385;0.54; 0.01031;4.2000000000000004e-05; 6e-06; true; 0.027502;1.05; 0.0234; 0.0000; 0.0013; 0.0000; 0.0000; True; 0.0013; 0.0251;1.19; 0.0262; 0.0057; 0.1304; 0.0036; 0.0000; True; 0.1341; 0.1664;1.24; 0.0282; 0.0110; 0.0234; 0.0003; 0.0004; True; 0.0239; 0.0637;1.81;0.258492722; 0.06135649; 0.002498851; true; 0.069169458; 0.525936442;1.45;0.18060955; 0.00997072; 1.7639E-5; true; 0.029126184; 0.533578197
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09281-*.mata;0.13;0.0399737;0.009217999999999999; 0.0145218000; 0.0002398000; True; 0.0263545000; 0.1283710000;0.0; 0.004127; 1.5e-05; 5e-06; 2e-06; true; 0.005029;0.0; 0.004032;0.00218; 1.3e-05; 5e-06; 2e-06; true; 0.006933;0.01; 0.004121;0.000246; 0.000619; 0.000507; 2.9e-05; true; 0.007134;0.5; 0.004272; 2.7e-05; 6e-06; true; 0.010055;1.01; 0.0081; 0.0000; 0.0001; 0.0000; 0.0000; True; 0.0001; 0.0084;1.16; 0.0132; 0.0030; 0.0041; 0.0004; 0.0000; True; 0.0046; 0.0211;1.03; 0.0090; 0.0025; 0.0001; 0.0002; 0.0002; True; 0.0003; 0.0121;1.48;0.19738083; 0.040726388; 0.002534681; true; 0.050405331; 0.42164384;1.14;0.040185104; 0.002522818; 4.2012E-5; true; 0.035438658; 0.233799897
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09286-*.mata;0.11;0.0305283;0.0054227;0.008016299999999999; 0.0001408000; True; 0.0150017000; 0.1538647000;0.0; 0.001368;1.3000000000000001e-05;4.9999999999999996e-06; 2e-06; true; 0.001847;0.0; 0.001335;0.000969;1.2e-05;4e-06; 1e-06; true; 0.00276;0.0; 0.001345;0.00012399999999999998;0.000656;0.000562; 2.3e-05; true; 0.004039;0.51; 0.001362;2.6e-05; 4e-06; true; 0.003977;1.11; 0.0085; 0.0000; 0.0000; 0.0001; 0.0000; True; 0.0002; 0.0088;1.11; 0.0089; 0.0013; 0.0026; 0.0002; 0.0000; True; 0.0028; 0.0133;1.0; 0.0071; 0.0013; 0.0001; 0.0001; 0.0002; True; 0.0003; 0.0089;1.39;0.180126554; 0.067873303; 0.002360107; true; 0.087836078; 0.361533088;1.08;0.064470493; 0.003844971; 3.2148E-5; true; 0.017347901; 0.237851157
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09290-*.mata;0.13;0.0375036;0.0086948; 0.0144423000; 0.0003049000; True; 0.0257180000; 0.1165077000;0.0; 0.000687; 2.1e-05; 1e-05; 1e-06; true; 0.00099;0.0; 0.000697;0.000408; 3.5e-05; 1.8e-05; 1e-06; true; 0.001434;0.0; 0.000712;5.3e-05; 0.000657; 0.000584; 3.4e-05; true; 0.003216;0.52; 0.000368; 1e-05; 2e-06; true; 0.000864;1.04; 0.0051; 0.0000; 0.0001; 0.0000; 0.0000; True; 0.0001; 0.0053;1.25; 0.0080; 0.0005; 0.0019; 0.0004; 0.0000; True; 0.0024; 0.0111;1.13; 0.0075; 0.0009; 0.0006; 0.0006; 0.0007; True; 0.0014; 0.0100;0.96;0.087999967; 0.023052023; 0.002080993; true; 0.030637767; 0.194162573;0.91;0.015491575; 0.002780585; 2.367E-5; true; 0.010829666; 0.088441802
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09291-*.mata;0.13;0.0485253;0.008709799999999998; 0.0141319000; 0.0001769000; False; 0.0257080000; 0.1308165000;0.01; 0.014548; 0.000483; 9.9e-05; 0.000108; false; 0.01796;0.02; 0.014977;0.007504; 0.00186; 0.001364; 0.001271; false; 0.029011;0.02; 0.014447;0.000797; 0.001306; 0.001185; 0.000624; false; 0.02127;0.54; 0.015712; 2.7e-05; 5e-06; true; 0.029581;1.27; 0.0341; 0.0000; 0.0022; 0.0003; 0.0000; False; 0.0026; 0.0375;1.24; 0.0316; 0.0109; 0.0165; 0.0026; 0.0295; False; 0.0487; 0.0917;1.32; 0.0432; 0.0143; 0.0173; 0.0085; 0.0087; False; 0.0261; 0.0845;1.44;0.25534217; 0.047816057; 0.00230296; false; 0.05671861; 0.461247188;1.14;0.070540102; 0.007378011; 2.3594E-5; false; 0.020874649; 0.338926122
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09296-*.mata;0.12;0.0425272;0.0091642; 0.0139590000; 0.0001976000; False; 0.0256528000; 0.1246504000;0.0; 0.003808; 4.8e-05; 1.9e-05; 1.9e-05; false; 0.004723;0.0; 0.003794;0.0018900000000000002; 0.000102; 6.8e-05; 5.6e-05; false; 0.006558;0.0; 0.003854;0.00023; 0.000735; 0.000654; 8.5e-05; false; 0.007158;ERR;ERR;ERR;ERR;ERR;ERR;0.95; 0.0123; 0.0000; 0.0002; 0.0000; 0.0000; False; 0.0003; 0.0128;1.24; 0.0129; 0.0023; 0.0123; 0.0014; 0.0005; False; 0.0142; 0.0298;1.22; 0.0134; 0.0039; 0.0008; 0.0010; 0.0011; False; 0.0019; 0.0194;1.37;0.194798472; 0.027777731; 0.002272002; false; 0.036243809; 0.367719083;1.21;0.057212734; 0.005147623; 3.5724E-5; false; 0.015445857; 0.218547353
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09297-*.mata;0.11;0.0370379;0.0057101999999999995;0.007889199999999999; 0.0001236000; False; 0.0155955000; 0.0930298000;0.02; 0.017163;9.499999999999999e-05;7.2e-05; 7.7e-05; false; 0.020876;0.02; 0.016623;0.008709;0.000171;0.000116; 2.4e-05; false; 0.028172;0.02; 0.01713;0.0009420000000000001;0.0006889999999999999;0.00044500000000000003; 4.6e-05; false; 0.022432;ERR;ERR;ERR;ERR;ERR;ERR;1.16; 0.0596; 0.0000; 0.0004; 0.0000; 0.0000; False; 0.0005; 0.0606;1.43; 0.0626; 0.0209; 0.1212; 0.0029; 0.0002; False; 0.1244; 0.2086;1.06; 0.0378; 0.0287; 0.0024; 0.0007; 0.0009; False; 0.0034; 0.0706;2.28;0.247594528; 0.113839453; 0.002664031; false; 0.125234567; 0.570995467;1.59;0.157295154; 0.006082942; 3.697E-5; false; 0.033240807; 0.477049122
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09300-*.mata;0.14;0.0457811;0.010409000000000002;0.0150492; 0.0002108000; True; 0.0281873000; 0.1623451000;0.0; 0.000725;1.2e-05;6e-06; 2e-06; true; 0.001044;0.0; 0.000709;0.000523;1.1e-05;6e-06; 2e-06; true; 0.001569;0.0; 0.000743;6.5e-05;0.000638;0.000521; 3.8e-05; true; 0.00322;ERR;ERR;ERR;ERR;ERR;ERR;1.2; 0.0077; 0.0000; 0.0001; 0.0000; 0.0000; True; 0.0001; 0.0080;1.18; 0.0076; 0.0006; 0.0018; 0.0002; 0.0000; True; 0.0020; 0.0105;1.08; 0.0075; 0.0015; 0.0002; 0.0002; 0.0003; True; 0.0004; 0.0096;1.04;0.087286315; 0.033165533; 0.002169393; true; 0.040899194; 0.187873529;1.06;0.032308567; 0.007976161; 3.156E-5; true; 0.016881432; 0.120669348
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09301-*.mata;0.1;0.034916100000000005;0.005966299999999999;0.0093602; 0.0001266000; True; 0.0173517000; 0.0909705000;0.02; 0.023343;0.0006059999999999999;0.000156; 2e-06; true; 0.029804;0.04; 0.023654;0.012922000000000001;0.002579;0.001918; 2e-06; true; 0.045318;0.03; 0.02287;0.001418;0.0018809999999999999;0.001512; 2.9e-05; true; 0.032946;0.55; 0.012291;5e-05; 5e-06; true; 0.035586;1.19; 0.0564; 0.0000; 0.0028; 0.0000; 0.0000; True; 0.0029; 0.0600;1.31; 0.0417; 0.0127; 0.0682; 0.0041; 0.0000; True; 0.0725; 0.1274;1.04; 0.0301; 0.0174; 0.0173; 0.0002; 0.0002; True; 0.0176; 0.0657;1.92;0.276434885; 0.091474083; 0.002404638; true; 0.106775506; 0.612725775;1.32;0.077250886; 0.004715185; 3.6599E-5; true; 0.012798144; 0.275462644
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09306-*.mata;0.15;0.06610909999999999;0.009074300000000002;0.0143124; 0.0001906000; True; 0.0258916000; 0.1912377000;0.01; 0.012402;3.7e-05;1.7e-05; 2e-06; true; 0.01479;0.02; 0.012065;0.006154;0.000122;4.8e-05; 1e-06; true; 0.020171;0.01; 0.012378;0.000753;0.000796;0.000566; 2.2e-05; true; 0.017214;0.55; 0.01302;3.4e-05; 5e-06; true; 0.033169;1.0; 0.0158; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0003; 0.0165;1.12; 0.0269; 0.0064; 0.0270; 0.0019; 0.0000; True; 0.0290; 0.0626;1.27; 0.0214; 0.0122; 0.0034; 0.0010; 0.0012; True; 0.0046; 0.0387;1.65;0.245472306; 0.041292301; 0.002588982; true; 0.061150463; 0.51805259;1.12;0.040683259000000006; 0.002445354; 2.7251E-5; true; 0.009649811; 0.198680345
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09307-*.mata;0.14;0.0477996;0.008884900000000001;0.0136255; 0.0001707000; True; 0.0252018000; 0.1318229000;0.01; 0.009555;1.5e-05;6e-06; 2e-06; true; 0.011418;0.01; 0.009694;0.00511;1.7e-05;4e-06; 1e-06; true; 0.016356;0.02; 0.009738;0.000547;0.000633;0.0005239999999999999; 3.8e-05; true; 0.013787;ERR;ERR;ERR;ERR;ERR;ERR;1.05; 0.0135; 0.0000; 0.0000; 0.0001; 0.0000; True; 0.0002; 0.0139;1.24; 0.0225; 0.0068; 0.0134; 0.0019; 0.0000; True; 0.0154; 0.0451;1.24; 0.0173; 0.0220; 0.0002; 0.0002; 0.0002; True; 0.0005; 0.0401;1.49;0.158856631; 0.07103278; 0.002325209; true; 0.083692201; 0.425461921;1.11;0.081217215; 0.00235805; 3.1587E-5; true; 0.016421164; 0.272217818
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09310-*.mata;0.19;0.0870645;0.009554399999999998;0.0157458; 0.0001838000; True; 0.0281759000; 0.1890984000;0.05; 0.049665;9.400000000000001e-05;3.9e-05; 3e-06; true; 0.060205;0.08; 0.048016;0.025941;0.00013000000000000002;5.2000000000000004e-05; 1e-06; true; 0.08165;0.04; 0.031779;0.0014889999999999999;0.0007980000000000001;0.00044899999999999996; 1.5e-05; true; 0.039113;0.64; 0.050776;4.3e-05; 6e-06; true; 0.126944;1.3; 0.0892; 0.0000; 0.0005; 0.0000; 0.0000; True; 0.0005; 0.0904;1.28; 0.0640; 0.0332; 0.1652; 0.0084; 0.0000; True; 0.1737; 0.2719;1.32; 0.1000; 0.0981; 0.0025; 0.0002; 0.0003; True; 0.0029; 0.2023;2.83;0.386730016; 0.149689449; 0.017856521; true; 0.173805041; 0.788913511;1.71;0.168317221; 0.003739917; 3.0841E-5; true; 0.025602591; 0.584726843
