name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_753.0.mata;0.17; 0.135629; 0.05029; 0.003579; 0.000775; 7.4e-05; 1.9e-05; false; 0.195031
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_755.0.mata;0.13; 0.113727; 0.031682; 0.002133; 0.000394; 5e-05; 1.2e-05; false; 0.151056
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_762.0.mata;0.16; 0.158466; 0.026336; 0.001752; 0.00041; 6.1e-05; 2.5e-05; false; 0.189311
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_763.0.mata;0.18; 0.138662; 0.048431; 0.003355; 0.00076; 7.7e-05; 2e-05; false; 0.196187
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_766.0.mata;0.22; 0.192004; 0.045989; 0.00292; 0.000758; 7.4e-05; 4.3e-05; false; 0.245949
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_775.0.mata;0.14; 0.126645; 0.029009; 0.00191; 0.000415; 5.4e-05; 4.1e-05; false; 0.160727
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_780.0.mata;0.2; 0.18006; 0.043065; 0.002902; 0.000744; 7.6e-05; 4.2e-05; false; 0.230893
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_785.0.mata;0.17; 0.15714; 0.030698; 0.001995; 0.000402; 5e-05; 1.2e-05; false; 0.192788
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_788.0.mata;0.18; 0.151374; 0.050758; 0.003713; 0.000874; 0.000116; 4e-05; false; 0.211822
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_807.0.mata;0.22; 0.200898; 0.048726; 0.003294; 0.000731; 8.5e-05; 2.2e-05; false; 0.258169
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_817.0.mata;0.23; 0.208847; 0.04778; 0.003273; 0.000762; 7.5e-05; 2.4e-05; false; 0.264887
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_870.0.mata;0.12; 0.10439; 0.0246; 0.002019; 0.000333; 4.1e-05; 5e-06; false; 0.133203
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_887.0.mata;0.11; 0.097024; 0.023815; 0.001387; 0.000347; 2.7e-05; 1.6e-05; false; 0.124005
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_927.0.mata;0.09; 0.07657; 0.023317; 0.002766; 0.000496; 4.9e-05; 3.6e-05; false; 0.106716
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_947.0.mata;0.13; 0.122353; 0.027857; 0.002126; 0.000293; 2.2e-05; 2.5e-05; false; 0.155253
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1478.0.mata;1.07; 0.985058; 0.210671; 0.002232; 0.000123; 1.8e-05; 2.6e-05; false; 1.20027
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1735.0.mata;0.02; 0.016291; 0.007984; 0.000209; 3.7e-05; 1e-05; 3e-06; false; 0.025959
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1757.0.mata;0.38; 0.344472; 0.076358; 0.000479; 3.7e-05; 8e-06; 8e-06; false; 0.421983
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2147.0.mata;0.04; 0.032161; 0.011699; 0.000568; 7.5e-05; 1.3e-05; 9e-06; false; 0.045847
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2175.0.mata;0.47; 0.435362; 0.075076; 0.000482; 3.5e-05; 8e-06; 6e-06; false; 0.517111
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2715.0.mata;0.35; 0.32667; 0.072916; 0.000464; 3.4e-05; 8e-06; 7e-06; false; 0.400671
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2746.0.mata;11.09; 9.99197; 2.49791; 0.002643; 6.9e-05; 1.3e-05; 1.9e-05; false; 12.497
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_278.0.mata;0.62; 0.554651; 0.12986; 0.001399; 8.8e-05; 1.2e-05; 3e-05; false; 0.687493
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_287.0.mata;11.06; 10.4331; 2.01988; 0.002019; 4.3e-05; 7e-06; 5e-06; false; 12.457
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3227.0.mata;0.47; 0.42278; 0.090326; 0.000535; 4e-05; 1e-05; 8e-06; false; 0.514392
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_367.0.mata;13.67; 13.953; 1.97602; 0.001893; 6e-05; 1.3e-05; 1.7e-05; false; 15.9335
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3872.0.mata;0.01; 0.00927; 0.005476; 0.000132; 3.3e-05; 9e-06; 3e-06; false; 0.015952
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_557.0.mata;13.61; 14.0611; 1.92798; 0.001945; 5.2e-05; 8e-06; 1.1e-05; false; 15.993
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_597.0.mata;19.36; 18.9326; 3.16251; 0.007312; 8.9e-05; 1.7e-05; 3.2e-05; false; 22.1095
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_73.0.mata;0.02; 0.015234; 0.007775; 0.000188; 4e-05; 1.1e-05; 3e-06; false; 0.024813
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_847.0.mata;0.01; 0.015758; 0.007578; 0.000126; 2.6e-05; 7e-06; 4e-06; false; 0.024852
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_874.0.mata;0.01; 0.015269; 0.007792; 0.000193; 3.7e-05; 9e-06; 4e-06; false; 0.024725
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_876.0.mata;0.02; 0.018322; 0.009013; 0.000597; 8.4e-05; 1.6e-05; 1e-05; false; 0.029713
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI056_1.mata;0.0; 0.000232; 0.004983; 7.2e-05; 2.2e-05; 7e-06; 2e-06; false; 0.0064
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI083_1.mata;0.0; 0.001389; 0.004434; 7.7e-05; 6.1e-05; 1e-05; 6e-06; false; 0.006705
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI590_1.mata;0.0; 0.000596; 0.005097; 6.3e-05; 1.3e-05; 5e-06; 1e-06; false; 0.006714
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI591_1.mata;0.0; 0.000402; 0.004833; 7.2e-05; 1.5e-05; 6e-06; 2e-06; false; 0.006372
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM868_1.mata;0.0; 0.000284; 0.005196; 5.2e-05; 2.3e-05; 7e-06; 1e-06; false; 0.006469
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM869_1.mata;0.0; 0.000169; 0.004143; 4.4e-05; 1e-05; 4e-06; 2e-06; false; 0.005054
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM870_1.mata;0.0; 0.000365; 0.005008; 3.9e-05; 1.3e-05; 5e-06; 2e-06; false; 0.006397
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM871_1.mata;0.0; 0.001637; 0.0048; 4.2e-05; 1.5e-05; 7e-06; 2e-06; false; 0.007515
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM874_1.mata;0.0; 0.000192; 0.004964; 4e-05; 1.2e-05; 5e-06; 1e-06; false; 0.00609
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM896_1.mata;0.0; 0.001047; 0.004187; 0.000119; 5.3e-05; 1.3e-05; 5e-06; false; 0.006149
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM897_1.mata;0.0; 0.00065; 0.005229; 8.3e-05; 5e-05; 1e-05; 5e-06; false; 0.007066
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM898_1.mata;0.0; 0.000442; 0.004114; 9.2e-05; 6.5e-05; 9e-06; 4e-06; false; 0.005747
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM899_1.mata;0.0; 0.002653; 0.006669; 0.000258; 0.00013; 2e-05; 9e-06; false; 0.010999
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM915_1.mata;0.0; 0.000527; 0.005575; 5.9e-05; 1.4e-05; 5e-06; 2e-06; false; 0.007161
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM916_1.mata;0.0; 0.00046; 0.005117; 4.8e-05; 1.4e-05; 5e-06; 1e-06; false; 0.006551
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM917_1.mata;0.0; 0.000327; 0.003798; 3.7e-05; 1e-05; 4e-06; 2e-06; false; 0.004864
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM918_1.mata;0.0; 0.000342; 0.003822; 4.7e-05; 9e-06; 4e-06; 1e-06; false; 0.004917
