name;automata-old-runtime;automata-old-construction;automata-old-trim;automata-old-intersection;automata-old-emptiness_check;automata-old-emptiness_result;automata-old-interpretation;automata-old-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.31;0.0827757;0.010479; 0.1588085000; 0.0001963000; True; 0.1724710000; 0.3029538000;1.11;0.0446316;0.010298; 0.1552142000; 0.0001896000; True; 0.1685288000; 0.2697415000;TO;0.055081583
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;27.83;0.29922329999999997;0.0100088; 29.1349917000; 0.0001707000; True; 29.1480146000; 29.4944893000;32.06;0.0862319;0.0136467; 32.9884729000; 0.0001535000; True; 33.0051556000; 33.1386688000;TO;0.08500212800000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.38;0.0636814;0.0096118; 0.2561977000; 0.0001323000; True; 0.2685800000; 0.3643204000;0.98;0.0290963;0.0069872; 0.2241532000; 0.0001724000; True; 0.2340494000; 0.3020009000;TO;0.047410587
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.77;0.1011908;0.0103994; 0.7465788000; 0.0001793000; True; 0.7599488000; 0.9373733000;1.61;0.047887200000000005;0.0104844; 0.7488295000; 0.0001568000; True; 0.7623288000; 0.8697934000;TO;0.055702687
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.97;0.0878747;0.0063685; 0.9471224000; 0.0001754000; True; 0.9555653000; 1.0830006000;1.67;0.08030380000000001;0.006969200000000001; 0.7070865000; 0.0001238000; True; 0.7161672000; 0.8482631000;TO;0.060826742
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;1.56;0.1110765;0.010248100000000001; 1.6712784000; 0.0001955000; True; 1.6848015000; 1.8296141000;2.45;0.0495716;0.010352600000000002; 1.7605094000; 0.0001867000; True; 1.7740273000; 1.8809237000;TO;0.067251879
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;2.09;0.0782658;0.0101655; 2.0882286000; 0.0002206000; True; 2.1014264000; 2.2094338000;3.47;0.055004199999999996;0.0110241; 2.7814728000; 0.0002207000; True; 2.7956930000; 2.9512148000;TO;0.067629954
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;2.64;0.1419255;0.0117096; 2.8641891000; 0.0001218000; True; 2.8789770000; 3.0661753000;4.24;0.060516600000000004;0.0141182; 3.7174458000; 0.0001891000; True; 3.7350652000; 3.8621429000;TO;0.098563556
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;4.36;0.1600829;0.011415999999999999; 4.9164236000; 0.0002268000; True; 4.9313844000; 5.1423765000;5.3;0.061182900000000005;0.011579800000000001; 4.4557956000; 0.0002397000; True; 4.4708976000; 4.5976824000;TO;0.08235611100000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.19;0.1002843;0.0103963; 0.0619039000; 0.0002814000; True; 0.0757074000; 0.2542571000;1.05;0.0436835;0.0105799; 0.0439812000; 0.0002029000; True; 0.0580572000; 0.1791420000;TO;0.051477261999999996
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;5.19;0.0937773;0.0071732; 5.8662724000; 0.0001557000; True; 5.8756779000; 5.9984457000;6.06;0.0692043;0.011413399999999999; 5.4384077000; 0.0001750000; True; 5.4529984000; 5.6052817000;TO;0.114049083
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;6.17;0.2080013;0.0129068; 6.7438573000; 0.0002050000; True; 6.7598852000; 7.0611606000;7.15;0.0401643;0.006885500000000001; 6.6681718000; 0.0001669000; True; 6.6772939000; 6.7557350000;TO;0.092869161
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;7.58;0.19058170000000002;0.0128444; 8.5572655000; 0.0001990000; True; 8.5737603000; 8.8112178000;8.84;0.0706208;0.0118006; 8.1438618000; 0.0001743000; True; 8.1588207000; 8.2952328000;TO;0.193487666
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;9.82;0.1947357;0.011571399999999999; 10.7499989000; 0.0001773000; True; 10.7647187000; 11.0045438000;10.16;0.0703453;0.0305283; 9.4829127000; 0.0001534000; True; 9.5167767000; 9.6525697000;TO;0.090087754
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;13.38;0.23696889999999998;0.0111017; 13.6721592000; 0.0001394000; True; 13.6862665000; 13.9697256000;13.36;0.047772300000000004;0.0084291; 13.1226910000; 0.0002071000; True; 13.1340225000; 13.2269960000;TO;0.10631105
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;14.59;0.21020329999999998;0.0111814; 15.8873804000; 0.0001642000; True; 15.9018230000; 16.1540010000;15.49;0.0814725;0.0134407; 14.5479173000; 0.0001891000; True; 14.5651625000; 14.7183297000;TO;0.10537343899999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;16.41;0.2657039;0.0116502; 17.2187172000; 0.0001607000; True; 17.2333401000; 17.5633584000;17.27;0.0812621;0.0147765; 17.4599787000; 0.0002545000; True; 17.4784958000; 17.6293458000;TO;0.142521193
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;20.94;0.2666306;0.013626699999999999; 21.7904146000; 0.0001977000; True; 21.8074054000; 22.1512854000;21.24;0.08456250000000001;0.013589500000000001; 20.6978227000; 0.0001944000; True; 20.7152990000; 20.8715649000;TO;0.115801446
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;23.39;0.29442009999999996;0.0153503; 23.8850153000; 0.0001446000; True; 23.9039137000; 24.2536659000;23.9;0.07787759999999999;0.0120533; 24.0604708000; 0.0001889000; True; 24.0756924000; 24.2566481000;TO;0.139614759
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;23.51;0.3093221;0.012871300000000002; 24.1573655000; 0.0001771000; True; 24.1732124000; 24.5283233000;25.25;0.1128315;0.0128786; 24.4061228000; 0.0001242000; True; 24.4219351000; 24.6009832000;TO;0.08201530900000001
