name;automata-old-runtime;automata-old-construction;automata-old-trim;automata-old-intersection;automata-old-emptiness_check;automata-old-emptiness_result;automata-old-interpretation;automata-old-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08834-*.mata;0.15;0.0669344;0.0112929;0.0145629; 0.0003047000; False; 0.0287845000; 0.1904462000;0.91;0.0995015;0.025568399999999995;0.026532800000000002; 0.0003187000; False; 0.0677547000; 0.2753316000;1.63;0.09940368599999999;0.11079572300000001; 0.055269086; 0.002065245; false; 0.178221493; 0.436289872
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08835-*.mata;0.14;0.057170700000000005;0.0102513; 0.0148040000; 0.0002416000; False; 0.0280966000; 0.1932328000;0.95;0.050357400000000004;0.0086482; 0.0173750000; 0.0001753000; False; 0.0285617000; 0.1370000000;1.59;0.06476388500000001;0.100874932; 0.03501078; 0.002458004; false; 0.145223986; 0.361250692
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08838-*.mata;0.14;0.0818105;0.0295435; 0.0142402000; 0.0002314000; False; 0.0462824000; 0.2376319000;0.9;0.0456601;0.0102198; 0.0156242000; 0.0001568000; False; 0.0280377000; 0.1263628000;1.39;0.049926317;0.083914758; 0.031061814; 0.002206852; false; 0.123306131; 0.347981519
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08839-*.mata;0.12;0.0469386;0.0056694; 0.0085783000; 0.0001303000; False; 0.0163791000; 0.1152307000;0.93;0.0751056;0.008977099999999998; 0.0325820000; 0.0002798000; False; 0.0442826000; 0.2154834000;2.17;0.089228986;0.132275215; 0.038516094; 0.002278895; false; 0.186379091; 0.513842644
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08842-*.mata;0.14;0.0529354;0.008546100000000001; 0.0122077000; 0.0001534000; False; 0.0226753000; 0.2093208000;0.98;0.0935023;0.0089226; 0.0142139000; 0.0002153000; False; 0.0257675000; 0.2074775000;1.86;0.071843084;0.123553995; 0.034273376; 0.002088952; false; 0.166139932; 0.434757001
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08843-*.mata;0.14;0.067885;0.009046200000000003;0.0133082; 0.0002437000; False; 0.0250118000; 0.1670041000;0.94;0.0691941;0.0087456;0.013604699999999999; 0.0002070000; False; 0.0251167000; 0.1978262000;1.7;0.09554572800000001;0.125682888; 0.058155148; 0.002412579; false; 0.194760145; 0.516020301
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08844-*.mata;0.14;0.0428557;0.013118700000000002; 0.0132221000; 0.0002554000; False; 0.0289629000; 0.1270914000;0.94;0.0372648;0.0090951; 0.0108892000; 0.0002823000; False; 0.0225664000; 0.1040937000;1.35;0.098951155;0.112953813; 0.029442309; 0.00248684; false; 0.151580944; 0.407695193
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08845-*.mata;0.16;0.0700397;0.0091914;0.015439399999999999; 0.0002889000; True; 0.0273877000; 0.1608827000;0.93;0.0863951;0.009446600000000003;0.014649500000000001; 0.0002158000; True; 0.0268697000; 0.1925399000;2.14;0.08862644199999999;0.142208958; 0.073502949; 0.002500873; true; 0.225655872; 0.494950115
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08848-*.mata;0.17;0.0740612;0.0085809;0.013367799999999999; 0.0002337000; True; 0.0245933000; 0.1869255000;0.94;0.0774587;0.009658900000000002;0.014614100000000001; 0.0002865000; True; 0.0271827000; 0.1684688000;2.49;0.077325507;0.17525837600000002; 0.102129058; 0.002230415; true; 0.286664046; 0.640214812
/home/experiments/nfa-bench/benchmarks/z3-noodler/automata-oldrk/intersection/instance08849-*.mata;0.17;0.10212829999999999;0.005801;0.008450000000000001; 0.0001480000; False; 0.0160985000; 0.2246109000;0.95;0.09808410000000001;0.0101395;0.0171489; 0.0002763000; False; 0.0304518000; 0.2033207000;2.67;0.120939627;0.146298959; 0.079234962; 0.002440715; false; 0.242683727; 0.752920808
