name;automata-old-runtime;automata-old-construction;automata-old-trim;automata-old-uni;automata-old-emptiness_check;automata-old-emptiness_result;automata-old-interpretation;automata-old-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-uni;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;0.34;0.3054631;0.0161445; 0.0249186000; 0.0004017000; False; 0.0444821000; 0.4265534000;1.65;0.0807737;0.015413099999999999; 0.0143246000; 0.0004077000; False; 0.0333934000; 0.2165315000;TO;0.078056008
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;0.35;0.2776244;0.01414; 0.0189784000; 0.0003523000; False; 0.0364275000; 0.3642784000;1.62;0.0897696;0.0236731; 0.0296401000; 0.0003715000; False; 0.0655724000; 0.2196858000;TO;0.159072316
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;0.37;0.3365126;0.01594; 0.0151477000; 0.0003683000; False; 0.0344981000; 0.4195301000;1.73;0.0853337;0.0163035; 0.0475690000; 0.0004731000; False; 0.0675269000; 0.2384611000;TO;0.142728259
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.13;0.1165834;0.0109541; 0.0087715000; 0.0003057000; False; 0.0230458000; 0.1793554000;1.13;0.0491891;0.011503300000000001; 0.0093490000; 0.0003681000; False; 0.0243681000; 0.1385672000;TO;0.038919633
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;0.39;0.3429426;0.028066100000000004; 0.0286451000; 0.0003940000; False; 0.0601873000; 0.4539977000;1.69;0.1043282;0.0167926; 0.0291367000; 0.0003595000; False; 0.0493643000; 0.2236675000;TO;0.121703188
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.18;0.1122041;0.010207299999999999; 0.0217337000; 0.0002304000; False; 0.0349532000; 0.2076027000;1.1;0.0470549;0.010534499999999999; 0.0090466000; 0.0003361000; False; 0.0228349000; 0.1303168000;TO;0.056925545
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.18;0.1147266;0.010283; 0.0102467000; 0.0003726000; False; 0.0236793000; 0.1876973000;1.08;0.0746618;0.0111286; 0.0091113000; 0.0003052000; False; 0.0233238000; 0.1612232000;TO;0.054289499
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.15;0.0848363;0.0276486; 0.0228960000; 0.0003522000; False; 0.0528777000; 0.2020794000;1.16;0.0355169;0.0075704; 0.0064508000; 0.0002507000; False; 0.0164565000; 0.0920319000;TO;0.048760015999999996
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.12;0.0801365;0.0071443; 0.0087424000; 0.0003248000; False; 0.0184073000; 0.1280385000;1.14;0.0530277;0.011022; 0.0100814000; 0.0003556000; False; 0.0243071000; 0.1403880000;TO;0.078759442
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.21;0.1423838;0.0115544; 0.0100466000; 0.0003549000; False; 0.0249155000; 0.2153078000;1.26;0.0629832;0.0121564; 0.0106961000; 0.0003726000; False; 0.0261494000; 0.1514006000;TO;0.11871084900000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;0.22;0.18020039999999998;0.011604; 0.0128339000; 0.0003491000; False; 0.0278471000; 0.2523079000;1.25;0.051297300000000004;0.0120314; 0.0107750000; 0.0017375000; False; 0.0275026000; 0.1454225000;TO;0.14177192300000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;0.24;0.1694182;0.0230791; 0.0104935000; 0.0003508000; False; 0.0399519000; 0.2853599000;1.29;0.0537093;0.0144845; 0.0103109000; 0.0003544000; False; 0.0278474000; 0.1395155000;TO;0.069300415
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.14;0.08238809999999999;0.0096876; 0.0077010000; 0.0001977000; False; 0.0202143000; 0.1547108000;0.95;0.0431625;0.0103051; 0.0079439000; 0.0002072000; False; 0.0212631000; 0.1276603000;TO;0.039797032999999996
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;0.2;0.16673280000000001;0.008111799999999999; 0.0094449000; 0.0002943000; False; 0.0198137000; 0.3024624000;1.15;0.0395663;0.007353; 0.0062405000; 0.0002295000; False; 0.0157289000; 0.1024673000;TO;0.057628743
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;0.27;0.2282019;0.012686; 0.0123268000; 0.0004044000; False; 0.0290632000; 0.3034009000;1.35;0.0727029;0.013705; 0.0125718000; 0.0004421000; False; 0.0298446000; 0.1619205000;TO;0.082596085
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;0.27;0.1946124;0.0128897; 0.0173086000; 0.0003780000; False; 0.0335224000; 0.2751684000;1.53;0.0779413;0.0149944; 0.0130706000; 0.0004080000; False; 0.0318465000; 0.1811751000;TO;0.112839889
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;0.29;0.26134620000000003;0.028398800000000002; 0.0258421000; 0.0004879000; False; 0.0579542000; 0.3695000000;1.44;0.0725649;0.0136974; 0.0129409000; 0.0003673000; False; 0.0299731000; 0.1756133000;TO;0.08179922099999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;0.29;0.2236069;0.019073899999999998; 0.0125878000; 0.0004151000; False; 0.0349485000; 0.3046046000;1.52;0.0717144;0.0131071; 0.0119277000; 0.0003533000; False; 0.0288473000; 0.1648919000;TO;0.127703053
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;0.32;0.26349710000000004;0.014707; 0.0130957000; 0.0003672000; False; 0.0317446000; 0.3447311000;1.5;0.047347299999999995;0.0100091; 0.0082425000; 0.0003116000; False; 0.0209474000; 0.1113231000;TO;0.09789703799999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;0.3;0.2416179;0.013687600000000001; 0.0132372000; 0.0003501000; False; 0.0301245000; 0.3197088000;1.53;0.0753726;0.0252584; 0.0132103000; 0.0003749000; False; 0.0418500000; 0.1831932000;TO;0.08396496
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;0.33;0.2981827;0.0145632; 0.0290112000; 0.0003768000; False; 0.0470195000; 0.4110353000;1.48;0.0711893;0.014117500000000002; 0.0131984000; 0.0003547000; False; 0.0306021000; 0.1613695000;TO;0.097161006
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;0.35;0.278516;0.015042400000000001; 0.0143523000; 0.0003836000; False; 0.0329142000; 0.3606541000;1.76;0.0948369;0.015858; 0.0143444000; 0.0003621000; False; 0.0337980000; 0.2245058000;TO;0.141703401
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;0.28;0.232821;0.009441999999999999; 0.0085986000; 0.0002781000; False; 0.0203587000; 0.2834345000;1.27;0.0879117;0.0161568; 0.0281085000; 0.0003861000; False; 0.0482029000; 0.2039332000;TO;0.083830713
