name;automata-runtime;automata-construction;automata-trim;automata-inclusion_check;automata-inclusion_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-inclusion_check;automata-min-inclusion_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T127-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T127-rhs.mata;0.12;0.056871399999999996;0.0059981999999999995; 0.0292792000; False; 0.0371536000; 0.1208789000;0.99;0.0567594;0.0095233; 0.0468873000; False; 0.0590766000; 0.1729575000;2.1;0.08283736600000001;0.16758237399999998; 0.055174638; false; 0.228954458; 0.48675473
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T128-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T128-rhs.mata;0.2;0.09352830000000001;0.0128047; 0.0443604000; False; 0.0598575000; 0.1955309000;1.01;0.054236;0.009557999999999999; 0.0475868000; False; 0.0598140000; 0.1743473000;2.36;0.068158457;0.275060756; 0.078215678; false; 0.360007941; 0.6143099
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T129-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T129-rhs.mata;0.2;0.0942025;0.0093676; 0.0459880000; False; 0.0579760000; 0.1941854000;1.03;0.053546300000000005;0.009172999999999999; 0.0847248000; False; 0.0964988000; 0.2091430000;2.12;0.070445003;0.163615178; 0.042595238; false; 0.212532389; 0.466308855
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T13-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T13-rhs.mata;0.17;0.0630414;0.009122100000000001; 0.0436534000; False; 0.0553445000; 0.1597578000;0.77;0.0409882;0.0098418; 0.0496365000; False; 0.0622001000; 0.1598727000;1.64;0.074120394;0.145461121; 0.080989261; false; 0.235158991; 0.484065548
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T130-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T130-rhs.mata;0.18;0.08624;0.0110392; 0.0424199000; False; 0.0562280000; 0.2609118000;1.12;0.0549857;0.008383; 0.0511021000; False; 0.0617709000; 0.1653695000;2.13;0.071709711;0.191351515; 0.05205766; false; 0.249495386; 0.499839782
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-rhs.mata;0.11;0.0393144;0.005947; 0.0299433000; False; 0.0379556000; 0.1052325000;0.9;0.0431574;0.0089412; 0.0446688000; False; 0.0559846000; 0.1548306000;1.59;0.053249472;0.129918072; 0.047805957; false; 0.184397461; 0.361031703
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-rhs.mata;0.1;0.03739;0.0058848; 0.0274575000; False; 0.0351295000; 0.1013225000;0.86;0.0624113;0.0091947; 0.0298446000; False; 0.0414008000; 0.1667854000;1.65;0.063601565;0.155983085; 0.064993428; false; 0.228656703; 0.42914419
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-rhs.mata;0.26;0.1624241;0.0115269; 0.0488626000; False; 0.0629741000; 0.2697192000;1.1;0.047802199999999996;0.007987399999999999; 0.0507431000; False; 0.0604017000; 0.1490361000;3.16;0.130508081;0.34522430200000004; 0.052904255; false; 0.404687239; 0.789691565
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-rhs.mata;0.26;0.1762452;0.0107814; 0.0452952000; False; 0.0586423000; 0.2776814000;1.1;0.0457352;0.0068439; 0.0397633000; False; 0.0481565000; 0.1687524000;3.82;0.198684946;0.551162106; 0.078666479; false; 0.646678637; 1.097570436
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-rhs.mata;0.18;0.0712883;0.009497199999999999; 0.0470235000; False; 0.0594391000; 0.1747252000;0.98;0.0446472;0.009556700000000001; 0.0463007000; False; 0.0583037000; 0.1599227000;1.94;0.106348945;0.249122864; 0.076273383; false; 0.340523117; 0.661972556
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-rhs.mata;0.15;0.0579741;0.0094295; 0.0412196000; False; 0.0532359000; 0.1662016000;0.93;0.0460103;0.0090236; 0.0458565000; False; 0.0572199000; 0.1564260000;1.7;0.064455034;0.1953066; 0.040276169; false; 0.24260113; 0.448413163
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-rhs.mata;0.35;0.2443245;0.012002299999999999; 0.0395871000; False; 0.0542054000; 0.3402970000;1.42;0.085193;0.010367699999999999; 0.0330746000; False; 0.0453652000; 0.1820110000;4.4;0.176029737;0.648453984; 0.104134745; false; 0.75881916; 1.239376254
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-rhs.mata;0.34;0.2511908;0.013408199999999999; 0.0427537000; False; 0.0591513000; 0.3543279000;1.35;0.1059504;0.0220332; 0.0644869000; False; 0.0968226000; 0.3091404000;4.53;0.17815384199999998;0.605060626; 0.067157153; false; 0.677992164; 1.266034929
