name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_17.0.mata;0.22; 0.1266378000;0.0088499; 0.0763121000; 0.0001801000; False; 0.0876057000; 0.2970862000;0.75; 0.0446402000;0.0073939; 0.0598194000; 0.0002358000; False; 0.0699301000; 0.1749231000;2.5; 0.216180686; 0.207060549; 0.058882773; 0.003122064; false; 0.279710939; 0.801314098
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_7.0.mata;0.22; 0.1056076000;0.0087278; 0.0710066000; 0.0002433000; False; 0.0823038000; 0.2844373000;0.79; 0.0650159000;0.0097029; 0.0734460000; 0.0002477000; False; 0.0859308000; 0.2382953000;2.3; 0.181313004; 0.27061409; 0.065504983; 0.011348587; false; 0.353386087; 0.775931151
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_127.0.mata;0.17; 0.0621091000;0.0182862; 0.0515038000; 0.0002248000; False; 0.0724116000; 0.2089369000;0.88; 0.0522020000;0.0093126; 0.0532174000; 0.0002434000; False; 0.0653028000; 0.2139791000;1.81; 0.058195278; 0.16417049; 0.046888664; 0.001789712; false; 0.218957277; 0.506187608
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_1657.0.mata;2.67; 1.8220658000;0.0093513; 0.4496132000; 0.0003441000; False; 0.4619984000; 3.0044690000;3.63; 2.1375262000;0.0099086; 0.4489337000; 0.0002673000; False; 0.4618031000; 3.1725059000;25.7; 2.122133101; 19.242803389; 0.16058704; 0.003993163; false; 19.44243026; 22.816558263
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_187.0.mata;0.44; 0.2485096000;0.0095923; 0.0996606000; 0.0002421000; False; 0.1122885000; 0.4769802000;1.16; 0.2280706000;0.009658499999999999; 0.1002021000; 0.0003215000; False; 0.1126996000; 0.4516619000;4.28; 0.329527242; 0.970386734; 0.113741803; 0.015116665; false; 1.106260223; 1.942312229
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_2207.0.mata;0.25; 0.0754933000;0.0080823; 0.0997343000; 0.0002646000; False; 0.1104582000; 0.2645062000;0.9; 0.0781536000;0.0090877; 0.0687054000; 0.0002778000; False; 0.0805702000; 0.3104063000;3.04; 0.245849566; 0.469223623; 0.035003672; 0.002061742; false; 0.516789259; 1.128603592
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_2317.0.mata;0.25; 0.1279587000;0.0068064; 0.0797931000; 0.0001507000; False; 0.0974032000; 0.3200006000;1.09; 0.1203539000;0.008895299999999998; 0.1312395000; 0.0002656000; False; 0.1426996000; 0.3931781000;4.09; 0.248903808; 0.825779076; 0.063302916; 0.001982642; false; 0.912828027; 1.623729768
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_237.0.mata;0.17; 0.0532333000;0.0198651; 0.0509038000; 0.0001993000; False; 0.0757055000; 0.1996964000;1.01; 0.0391111000;0.0103967; 0.0528328000; 0.0002002000; False; 0.0662163000; 0.1638523000;1.42; 0.051404192; 0.159677398; 0.039802558; 0.002907605; false; 0.210287865; 0.419763756
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_276.0.mata;0.25; 0.1879854000;0.023125899999999998; 0.1023929000; 0.0002712000; False; 0.1286608000; 0.4360983000;0.97; 0.0555848000;0.0058811; 0.1072354000; 0.0002065000; False; 0.1151980000; 0.2310672000;3.14; 0.129336811; 0.407419217; 0.030052552; 0.002011611; false; 0.445891561; 0.817108652
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_297.0.mata;0.33; 0.1434048000;0.009705; 0.1427654000; 0.0002147000; False; 0.1554929000; 0.3842707000;1.02; 0.0969301000;0.005748799999999999; 0.0999839000; 0.0002311000; False; 0.1076430000; 0.2644732000;3.41; 0.283157407; 0.745666498; 0.043702128; 0.001864181; false; 0.797615811; 1.375701138
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_597.0.mata;0.29; 0.1506594000;0.0087959; 0.0883445000; 0.0003028000; False; 0.0998366000; 0.3291988000;1.06; 0.1115025000;0.0096751; 0.0949418000; 0.0002736000; False; 0.1080913000; 0.2910094000;3.74; 0.241274058; 0.762029279; 0.075424288; 0.00738387; false; 0.859988292; 1.465232559
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_657.0.mata;0.31; 0.1438121000;0.0098675; 0.0952398000; 0.0003357000; False; 0.1080862000; 0.3375469000;1.03; 0.1303722000;0.017238899999999998; 0.1262912000; 0.0003345000; False; 0.1484504000; 0.3602636000;4.15; 0.271056705; 0.959412155; 0.054495562; 0.00206453; false; 1.022745465; 1.695001696
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_670.0.mata;0.29; 0.1028570000;0.009536300000000001; 0.0985888000; 0.0002145000; False; 0.1108383000; 0.2977883000;1.1; 0.2038718000;0.0094019; 0.1423451000; 0.0003199000; False; 0.1545869000; 0.4999140000;4.05; 0.335462652; 0.963183269; 0.109997315; 0.002110216; false; 1.091306107; 1.913587033
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_671.0.mata;0.34; 0.1719799000;0.0096323; 0.1426410000; 0.0002523000; False; 0.1555223000; 0.4907577000;1.08; 0.2396183000;0.0096811; 0.1511383000; 0.0003135000; False; 0.1640636000; 0.5571444000;3.75; 0.217092681; 0.831326702; 0.04670055; 0.00193318; false; 0.886643394; 1.472397618
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_673.0.mata;0.48; 0.2630305000;0.0102352; 0.1425612000; 0.0002096000; False; 0.1556840000; 0.5478005000;1.25; 0.4590483000;0.0086538; 0.2413560000; 0.0002972000; False; 0.2658486000; 0.8831396000;4.6; 0.288531078; 0.972737298; 0.103742248; 0.002037356; false; 1.087864257; 1.993439934
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_678.0.mata;0.46; 0.2423692000;0.010467200000000001; 0.0975513000; 0.0003074000; False; 0.1111918000; 0.5353644000;1.22; 0.2746999000;0.0145648; 0.0948511000; 0.0003069000; False; 0.1117466000; 0.5317475000;4.33; 0.253017815; 0.966698024; 0.066960009; 0.002447354; false; 1.043669692; 1.899689351
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_798.0.mata;4.12; 3.0438147000;0.0061558; 0.4061901000; 0.0003655000; False; 0.4149525000; 4.5704507000;5.02; 3.5518515000;0.0089943; 0.4634324000; 0.0003570000; False; 0.4753076000; 4.8579197000;41.95; 2.687449676; 35.583552612; 0.159723663; 0.002178816; false; 35.752031844; 40.216124917
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested6_true-unreach-call.i_7.0.mata;0.17; 0.0412436000;0.010223900000000001; 0.0734402000; 0.0001818000; False; 0.0866646000; 0.1801301000;0.88; 0.0298368000;0.009452799999999999; 0.0507968000; 0.0002762000; False; 0.0632158000; 0.1335676000;1.29; 0.045072019; 0.081298172; 0.02212258; 0.002121575; false; 0.116323345; 0.264597837
