name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-50-rhs.mata;0.02; 0.0137309; 0.00988033; 5.5865e-05; 3.2119e-05; 1.2896e-05; false;0.03; 0.0271952; 0.0119218; 0.000116271; 4.9623e-05; 1.5283e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-100-rhs.mata;0.06; 0.0579568; 0.013169; 8.2707e-05; 4.7811e-05; 2.0958e-05; false;0.04; 0.0431396; 0.0131179; 0.000166297; 6.1444e-05; 1.9764e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-1000-rhs.mata;0.36; 0.302323; 0.0783014; 0.000517671; 0.000417805; 5.894e-05; false;0.34; 0.282943; 0.0780938; 0.0010639; 0.000378461; 7.1545e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-150-rhs.mata;0.04; 0.0410458; 0.0123407; 8.1361e-05; 4.8506e-05; 2.0017e-05; false;0.04; 0.0405075; 0.0114989; 0.000149511; 6.1298e-05; 2.0402e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-200-rhs.mata;0.07; 0.0691532; 0.0171718; 0.000107128; 6.6511e-05; 2.7037e-05; false;0.06; 0.0598621; 0.0168819; 0.000209921; 8.4025e-05; 2.7917e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-250-rhs.mata;0.07; 0.0712734; 0.0186227; 0.000134115; 7.9116e-05; 3.5612e-05; false;0.08; 0.0748986; 0.0184394; 0.000247329; 0.000103817; 3.5245e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-300-rhs.mata;0.1; 0.084236; 0.0234061; 0.000157118; 9.886e-05; 4.2673e-05; false;0.09; 0.0843024; 0.022452; 0.000289754; 0.000126575; 4.2203e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-350-rhs.mata;0.12; 0.0991379; 0.0261138; 0.00018514; 0.000117097; 5.0578e-05; false;0.11; 0.0976622; 0.0262388; 0.000340459; 0.000172084; 5.1351e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-400-rhs.mata;0.13; 0.112747; 0.0302894; 0.000208185; 0.000137124; 5.9123e-05; false;0.14; 0.127161; 0.0304214; 0.000399336; 0.000171523; 5.8895e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-450-rhs.mata;0.16; 0.1403; 0.0342413; 0.000248219; 0.000155198; 6.6196e-05; false;0.15; 0.129864; 0.0339786; 0.000433675; 0.00024482; 6.7107e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-500-rhs.mata;0.16; 0.140971; 0.0382408; 0.000260576; 0.000172455; 8.8021e-05; false;0.16; 0.140714; 0.0387749; 0.00048133; 0.000219479; 7.5598e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-550-rhs.mata;0.18; 0.15555; 0.04208; 0.000283185; 0.000194869; 3.236e-05; false;0.18; 0.154038; 0.0427734; 0.000609942; 0.000193807; 3.2803e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-600-rhs.mata;0.2; 0.16789; 0.0451798; 0.000313216; 0.000211837; 3.631e-05; false;0.2; 0.170542; 0.0462778; 0.000637427; 0.000253584; 3.5946e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-650-rhs.mata;0.22; 0.193718; 0.0528886; 0.00034924; 0.000253226; 3.9106e-05; false;0.22; 0.18386; 0.0509309; 0.000706051; 0.000228363; 3.7988e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-700-rhs.mata;0.23; 0.198337; 0.0549389; 0.000377659; 0.000254733; 4.1564e-05; false;0.24; 0.208047; 0.054016; 0.000755843; 0.000249434; 4.0863e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-750-rhs.mata;0.25; 0.219643; 0.058417; 0.000409706; 0.000279499; 4.3862e-05; false;0.26; 0.220197; 0.0571289; 0.000806731; 0.000271852; 4.376e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-rhs.mata;0.26; 0.226729; 0.0636573; 0.000415196; 0.000296415; 4.7915e-05; false;0.26; 0.225952; 0.063088; 0.000861107; 0.000313337; 4.8548e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-rhs.mata;0.28; 0.24257; 0.0677458; 0.000435922; 0.000343059; 5.1915e-05; false;0.29; 0.24878; 0.0661859; 0.00090312; 0.000314461; 5.0443e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-rhs.mata;0.31; 0.267073; 0.0699143; 0.000468497; 0.000361575; 6.3442e-05; false;0.32; 0.263539; 0.0706279; 0.000958589; 0.000353663; 5.4915e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-rhs.mata;0.31; 0.269926; 0.0759121; 0.000517927; 0.000374398; 5.7069e-05; false;0.32; 0.267959; 0.0749752; 0.00101489; 0.0003533; 5.6573e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-rhs.mata;0.03; 0.0273751; 0.00868472; 5.8659e-05; 3.3221e-05; 1.3985e-05; false;0.03; 0.0262516; 0.00961331; 0.000156245; 6.7608e-05; 2.1163e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-rhs.mata;0.35; 0.325861; 0.0778099; 0.000546406; 0.000405623; 6.0508e-05; false;0.34; 0.289726; 0.0777582; 0.00110313; 0.000379924; 7.3851e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-rhs.mata;0.05; 0.0468598; 0.0140785; 9.8985e-05; 5.6949e-05; 2.3142e-05; false;0.05; 0.0447302; 0.0139223; 0.000154897; 6.3768e-05; 2.1563e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-rhs.mata;0.07; 0.0628218; 0.0183611; 0.000111777; 8.1443e-05; 2.8348e-05; false;0.07; 0.0630062; 0.0169683; 0.000233675; 0.000103447; 2.8171e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-rhs.mata;0.08; 0.0708053; 0.0191325; 0.000139967; 8.2769e-05; 3.5537e-05; false;0.07; 0.0692797; 0.0190171; 0.000254649; 0.000103308; 3.5176e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;0.1; 0.0843929; 0.022952; 0.000167378; 9.9047e-05; 4.4046e-05; false;0.1; 0.0833438; 0.0234493; 0.000338067; 9.888e-05; 4.3219e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;0.11; 0.0990427; 0.0274581; 0.000192537; 0.00011639; 5.0435e-05; false;0.12; 0.105109; 0.0265644; 0.000390758; 0.00011842; 5.1173e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;0.13; 0.113235; 0.0302153; 0.00022204; 0.000136004; 5.9582e-05; false;0.13; 0.112022; 0.0314706; 0.000434961; 0.000137328; 5.9804e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;0.14; 0.126927; 0.0345347; 0.000251548; 0.000152051; 7.9931e-05; false;0.15; 0.13307; 0.0350836; 0.000502176; 0.000154314; 6.7009e-05; false
