name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.03; 0.0337863; 0.00840679;0.000128133;0.000215005; 4.051e-05; false;0.03; 0.0286015; 0.00992977;0.0010845680000000002;0.00042497500000000007; 5.2451e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.03; 0.0272082; 0.0086716;0.00021197000000000002;0.000360187; 6.1418e-05; false;0.05; 0.0414089; 0.0144134;0.0017432949999999997;0.00069245; 7.4287e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.05; 0.0454866; 0.0147336;0.00025866199999999994;0.000549159; 8.0258e-05; false;0.04; 0.0363462; 0.0120124;0.002104814;0.000804378; 8.225e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.04; 0.0422065; 0.0114703;0.00037341699999999997;0.000842819; 8.8113e-05; false;0.04; 0.029292; 0.0110059;0.002197135;0.000954094; 6.6649e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;0.04; 0.0360258; 0.0135808;0.000247619;0.000594455; 7.6313e-05; false;0.05; 0.037907; 0.0121063;0.0022645860000000003;0.000871076; 5.3576e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;0.05; 0.0445096; 0.0163608;0.00032577699999999997;0.000782529; 9.3936e-05; false;0.06; 0.0466473; 0.0166491;0.0035118719999999997;0.0014428309999999999; 9.473e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;0.06; 0.0472075; 0.0163855;0.000315801;0.000874428; 0.000133694; false;0.06; 0.0449769; 0.0172783;0.0034148900000000003;0.001261992; 6.8936e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;0.07; 0.0681469; 0.0187575;0.000418972;0.0010523569999999999; 3.5895e-05; false;0.07; 0.0526858; 0.0188598;0.004086004;0.001399069; 0.000113861; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;0.07; 0.0600758; 0.019449;0.0004432160000000001;0.00124532; 8.8307e-05; false;0.08; 0.0573118; 0.0199156;0.004930379;0.0016816869999999999; 8.871e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;0.08; 0.0718121; 0.0219475;0.00046632900000000003;0.001480763; 0.000100719; false;0.09; 0.0721741; 0.0223899;0.0057036100000000005;0.001909083; 9.8989e-05; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.0; 0.0010456; 0.00391456; 5.341e-06; 4.529e-06; 2.451e-06; false;0.0; 0.000726612; 0.00392994; 1.0238e-05; 7.824e-06; 3.426e-06; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;0.1; 0.0807609; 0.0237206;0.0009166269999999998;0.0026123730000000003; 0.000110277; false;0.11; 0.0862328; 0.0242779;0.006726406;0.0019970480000000004; 0.000157497; false
