name;mata-0.111-runtime;mata-0.111-mataparsing;mata-0.111-mataminterm;mata-0.111-intersection;mata-0.111-trim;mata-0.111-inclusion_check;mata-0.111-inclusion_check_result;mata-0.111-overall;mata-0.112-runtime;mata-0.112-mataparsing;mata-0.112-mataminterm;mata-0.112-intersection;mata-0.112-trim;mata-0.112-inclusion_check;mata-0.112-inclusion_check_result;mata-0.112-overall;mata-0.113-runtime;mata-0.113-mataparsing;mata-0.113-mataminterm;mata-0.113-intersection;mata-0.113-trim;mata-0.113-inclusion_check;mata-0.113-inclusion_check_result;mata-0.113-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.35; 0.249334; 0.117471;2.4e-05;2.2000000000000003e-05; 8e-06; true; 0.388642;0.33; 0.247878; 0.112963;2.3e-05;2.2000000000000003e-05; 7e-06; true; 0.381236;0.35; 0.251764; 0.113418;2.3000000000000003e-05;2.2000000000000003e-05; 0.000495; true; 0.387198
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.05; 0.041559; 0.019193;0.000219;0.00011499999999999999; 7e-06; true; 0.064753;0.05; 0.041954; 0.01854;0.000247;0.000112; 7e-06; true; 0.064385;0.06; 0.041558; 0.020028;0.000241;0.000113; 0.000295; true; 0.065828
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.05; 0.040542; 0.017944;4.4e-05;2.8e-05; 7e-06; true; 0.061691;0.05; 0.039464; 0.01671;4.2e-05;2.7000000000000002e-05; 8e-06; true; 0.059209;0.05; 0.039794; 0.018497;4.2e-05;3e-05; 0.000319; true; 0.061792
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.11; 0.09736; 0.031058;2.8e-05;1.4000000000000001e-05; 1.6e-05; true; 0.133509;0.12; 0.096913; 0.033196;1.1000000000000001e-05;1.5e-05; 5e-06; true; 0.135237;0.11; 0.0873; 0.031923;1e-05;4.9999999999999996e-06; 0.00013; true; 0.124471
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.09; 0.068085; 0.026417;9.999999999999999e-06;5.999999999999999e-06; 8e-06; true; 0.09926;0.08; 0.05513; 0.028585;8e-06;1.5e-05; 7e-06; true; 0.088721;0.07; 0.051817; 0.029234;1.7e-05;1.4e-05; 0.000312; true; 0.086368
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.05; 0.044025; 0.019699;8.1e-05;4.1e-05; 9e-06; true; 0.067432;0.05; 0.042985; 0.019541;7.4e-05;3.9999999999999996e-05; 5e-06; true; 0.065893;0.06; 0.049172; 0.021861;7.8e-05;3.1e-05; 0.000361; true; 0.074849
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.01; 0.0115; 0.007474;7e-06;4.9999999999999996e-06; 7e-06; true; 0.02034;0.01; 0.01507; 0.008265;6e-06;4e-06; 7e-06; true; 0.024619;0.01; 0.011896; 0.008012;7e-06;6e-06; 7.5e-05; true; 0.021244
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.02; 0.017869; 0.009873;6e-06;1.5e-05; 7e-06; true; 0.029398;0.02; 0.018196; 0.011404;8e-06;4.9999999999999996e-06; 5e-06; true; 0.03125;0.02; 0.019443; 0.009754;8e-06;1.6e-05; 4.4e-05; true; 0.030838
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.01; 0.010985; 0.007126;5.2999999999999994e-05;2.2000000000000003e-05; 7e-06; true; 0.019219;0.01; 0.010026; 0.006984;6.9e-05;2.9e-05; 8e-06; true; 0.018236;0.01; 0.010139; 0.006684;6.599999999999999e-05;3e-05; 3.9e-05; true; 0.018071
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.01; 0.011604; 0.008236;8e-06;5.999999999999999e-06; 7e-06; true; 0.021568;0.01; 0.0114; 0.007846;8e-06;8e-06; 9e-06; true; 0.02112;0.02; 0.014169; 0.009349;8e-06;4.9999999999999996e-06; 4.4e-05; true; 0.025338
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.03; 0.021489; 0.01293;8e-06;4.9999999999999996e-06; 7e-06; true; 0.036636;0.03; 0.019364; 0.013863;9e-06;9e-06; 8e-06; true; 0.036025;0.03; 0.020539; 0.021812;1.1000000000000001e-05;7e-06; 0.000225; true; 0.046638
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.04; 0.033916; 0.010465;9e-06;4.9999999999999996e-06; 6e-06; true; 0.045956;0.03; 0.025211; 0.010062;7e-06;4.9999999999999996e-06; 6e-06; true; 0.036825;0.02; 0.019244; 0.009277;9.999999999999999e-06;1.1000000000000001e-05; 5.8e-05; true; 0.030105
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.05; 0.044816; 0.016545;6e-06;1.4e-05; 1.7e-05; true; 0.063835;0.06; 0.046561; 0.027739;9e-06;4.9999999999999996e-06; 7e-06; true; 0.078334;0.07; 0.059184; 0.019686;1e-05;5.999999999999999e-06; 0.000373; true; 0.083388
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.03; 0.025936; 0.009204;8e-06;1.5e-05; 8e-06; true; 0.036365;0.05; 0.04473; 0.014373;6e-06;1.4e-05; 6e-06; true; 0.060511;0.04; 0.044707; 0.009667;7e-06;1.4e-05; 7.6e-05; true; 0.055696
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.01; 0.011391; 0.006624;7e-06;2.6000000000000002e-05; 1.7e-05; true; 0.019001;0.01; 0.011048; 0.006641;5e-06;1.5e-05; 5e-06; true; 0.018632;0.01; 0.011564; 0.006825;8e-06;7e-06; 3e-05; true; 0.019354
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.02; 0.020815; 0.012551;2e-05;1.6e-05; 7e-06; true; 0.034977;0.03; 0.024959; 0.013321;1.9e-05;1.1000000000000001e-05; 7e-06; true; 0.040388;0.03; 0.023447; 0.013281;1.9e-05;1e-05; 0.000107; true; 0.038872
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.02; 0.020549; 0.009692;0.000178;6.500000000000001e-05; 6e-06; true; 0.032332;0.02; 0.017564; 0.009024;0.000184;6.3e-05; 5e-06; true; 0.028563;0.02; 0.016557; 0.00989;0.000246;8.7e-05; 5.4e-05; true; 0.029129
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.03; 0.028775; 0.014213;0.000104;4.1e-05; 7e-06; true; 0.045583;0.03; 0.029126; 0.012163;9.7e-05;3.6e-05; 6e-06; true; 0.043384;0.04; 0.036631; 0.010924;0.000107;3.1e-05; 3e-05; true; 0.049502
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.07; 0.059211; 0.019185;0.001155;0.000627; 0.0002; false; 0.084201;0.06; 0.045066; 0.02012;0.001198;0.0006039999999999999; 0.001014; false; 0.071957;0.06; 0.044694; 0.020887;0.0011870000000000001;0.000713; 0.000811; false; 0.072498
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;0.02; 0.019735; 0.008583;0.0012980000000000001;0.000567; 0.000238; false; 0.032954;0.02; 0.0193; 0.008353;0.001351;0.000492; 0.000299; false; 0.032283;0.03; 0.020364; 0.008853;0.001299;0.000517; 0.001799; false; 0.035377
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.04; 0.033128; 0.013867;0.00018899999999999999;8.599999999999999e-05; 8e-06; true; 0.049944;0.04; 0.033268; 0.014463;0.000222;8.199999999999999e-05; 5e-06; true; 0.050662;0.04; 0.03269; 0.013637;0.000214;8.400000000000001e-05; 7.8e-05; true; 0.04931
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.05; 0.045637; 0.015487;0.000116;7.199999999999999e-05; 8e-06; true; 0.063532;0.05; 0.046505; 0.015434;0.000118;6.9e-05; 7e-06; true; 0.064324;0.05; 0.04625; 0.015783;0.000119;0.000108; 0.000171; true; 0.064906
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.01; 0.014268; 0.007225;7.9e-05;5.2000000000000004e-05; 7e-06; true; 0.022647;0.02; 0.014512; 0.007047;8.4e-05;5.8e-05; 6e-06; true; 0.022641;0.01; 0.014949; 0.007676;7.7e-05;7e-05; 1.3e-05; true; 0.02371
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.05; 0.040141; 0.017516;0.00011800000000000001;6.9e-05; 6e-06; true; 0.060825;0.05; 0.040177; 0.018093;0.000117;7e-05; 2.2e-05; true; 0.061628;0.05; 0.038599; 0.0163;0.00011;3.8e-05; 5.2e-05; true; 0.057894
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.23; 0.196734; 0.050582;0.0021390000000000003;0.001101; 0.001314; true; 0.257554;0.23; 0.196258; 0.045273;0.0021599999999999996;0.0008960000000000001; 0.00121; true; 0.250675;0.24; 0.206855; 0.054544;0.002334;0.000946; 0.003436; true; 0.273631
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.05; 0.042653; 0.016695;7.8e-05;4.3e-05; 8e-06; true; 0.062091;0.05; 0.042593; 0.016941;0.000105;4.2999999999999995e-05; 6e-06; true; 0.062357;0.07; 0.060153; 0.017086;7.500000000000001e-05;4.599999999999999e-05; 7.7e-05; true; 0.080023
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.02; 0.023116; 0.012998;9.1e-05;4.1e-05; 6e-06; true; 0.037501;0.03; 0.029244; 0.00879;9.9e-05;6.3e-05; 5e-06; true; 0.039421;0.02; 0.019118; 0.008406;9.8e-05;6.2e-05; 2.7e-05; true; 0.028851
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.01661; 0.010009;0.000136;8.1e-05; 8.6e-05; true; 0.028902;0.02; 0.01697; 0.010082;0.000144;6.8e-05; 7.7e-05; true; 0.029269;0.02; 0.017334; 0.009718;0.00013099999999999999;7.500000000000001e-05; 0.000277; true; 0.029371
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.34; 0.257288; 0.10746;5.9e-05;3e-05; 9e-06; true; 0.383845;0.35; 0.257646; 0.107862;4.7e-05;2e-05; 7e-06; true; 0.384712;0.35; 0.246846; 0.108541;5.8e-05;3e-05; 0.000322; true; 0.375222
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.05; 0.044176; 0.015034;0.000126;7.1e-05; 2.6e-05; false; 0.061661;0.05; 0.04533; 0.014989;0.000127;7.2e-05; 0.000996; false; 0.063651;0.05; 0.044983; 0.015276;0.000133;6.8e-05; 0.001147; false; 0.063744
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.06; 0.039737; 0.02275;0.000129;5.2999999999999994e-05; 8e-06; true; 0.067064;0.06; 0.041636; 0.022955;0.000111;5.2999999999999994e-05; 7e-06; true; 0.069098;0.05; 0.041459; 0.022712;0.0001;5.2999999999999994e-05; 0.000477; true; 0.069392
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.01; 0.013182; 0.007344;8e-06;7e-06; 9e-06; true; 0.02157;0.01; 0.01345; 0.006835;9e-06;7e-06; 8e-06; true; 0.021283;0.01; 0.014047; 0.007386;8e-06;1.4e-05; 2.3e-05; true; 0.022578
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.015803; 0.009832;1.4000000000000001e-05;1.8e-05; 6e-06; true; 0.0271;0.03; 0.022305; 0.014046;2.1e-05;1.1e-05; 7e-06; true; 0.038414;0.03; 0.028379; 0.010406;1.2e-05;8.000000000000001e-06; 6.1e-05; true; 0.040173
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.01; 0.013202; 0.008338;1.2e-05;1.1000000000000001e-05; 7e-06; true; 0.023064;0.01; 0.012897; 0.008054;1.2e-05;3.1e-05; 5e-06; true; 0.022334;0.01; 0.012946; 0.008297;1.4000000000000001e-05;1e-05; 3e-05; true; 0.022767
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.02; 0.020459; 0.010801;1.5e-05;1.2000000000000002e-05; 9e-06; true; 0.033027;0.02; 0.020639; 0.010898;1.4000000000000001e-05;1.2000000000000002e-05; 5e-06; true; 0.033302;0.02; 0.020149; 0.011122;1.3000000000000001e-05;1.7e-05; 0.000107; true; 0.033083
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.01; 0.005811; 0.006597;1.4000000000000001e-05;7e-06; 6e-06; true; 0.013545;0.01; 0.007946; 0.010563;2.2e-05;1.2000000000000002e-05; 8e-06; true; 0.020505;0.01; 0.010473; 0.009291;1.9e-05;1.2e-05; 1.4e-05; true; 0.021345
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.02; 0.022749; 0.011331;1.5e-05;7e-06; 8e-06; true; 0.03592;0.03; 0.021903; 0.010939;1.5e-05;1e-05; 6e-06; true; 0.034583;0.02; 0.016237; 0.009965;1.3000000000000001e-05;1.1000000000000001e-05; 4.2e-05; true; 0.028101
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.02; 0.015744; 0.009463;1e-05;6e-06; 7e-06; true; 0.026642;0.02; 0.016142; 0.009769;9e-06;9e-06; 7e-06; true; 0.027361;0.02; 0.016643; 0.009702;1e-05;5.999999999999999e-06; 4.6e-05; true; 0.0277
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.02; 0.017353; 0.008846;8e-06;5.999999999999999e-06; 6e-06; true; 0.027374;0.02; 0.01781; 0.010199;1.2000000000000002e-05;7e-06; 7e-06; true; 0.029535;0.02; 0.022261; 0.009719;1.1000000000000001e-05;4.9999999999999996e-06; 2.5e-05; true; 0.033217
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.04; 0.032035; 0.013077;1e-05;6e-06; 6e-06; true; 0.047047;0.03; 0.027045; 0.011851;8e-06;7e-06; 7e-06; true; 0.040716;0.03; 0.026544; 0.014282;1.2000000000000002e-05;1.9e-05; 0.000177; true; 0.043258
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.02; 0.019287; 0.011293;1.1000000000000001e-05;5.999999999999999e-06; 7e-06; true; 0.032201;0.02; 0.018131; 0.009939;9.999999999999999e-06;8.000000000000001e-06; 7e-06; true; 0.029631;0.02; 0.016113; 0.00934;9e-06;4.9999999999999996e-06; 2.3e-05; true; 0.026767
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.03; 0.026789; 0.015041;1e-05;5.999999999999999e-06; 8e-06; true; 0.044062;0.03; 0.025469; 0.014821;1e-05;7e-06; 5e-06; true; 0.042364;0.04; 0.028698; 0.015388;1.1000000000000001e-05;8e-06; 0.00012; true; 0.046423
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.03; 0.021997; 0.012223;1.1000000000000001e-05;5.999999999999999e-06; 6e-06; true; 0.035941;0.03; 0.020968; 0.011222;1e-05;7.000000000000001e-06; 8e-06; true; 0.034242;0.03; 0.021188; 0.011065;1.1000000000000001e-05;1.4e-05; 5.1e-05; true; 0.034123
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.1; 0.070847; 0.036396;1.1000000000000001e-05;1.6e-05; 5e-06; true; 0.113017;0.09; 0.071181; 0.034953;1e-05;4.9999999999999996e-06; 7e-06; true; 0.112344;0.09; 0.07055; 0.034229;1.1000000000000001e-05;1.4e-05; 0.000413; true; 0.111121
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.03; 0.024269; 0.015357;9e-06;4.9999999999999996e-06; 6e-06; true; 0.042414;0.03; 0.024163; 0.01513;9e-06;4.9999999999999996e-06; 6e-06; true; 0.04214;0.04; 0.024782; 0.016876;1e-05;4.9999999999999996e-06; 0.00031; true; 0.045018
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.026057; 0.014106;9e-06;5.999999999999999e-06; 5e-06; true; 0.042328;0.04; 0.028351; 0.015009;1.9e-05;5.999999999999999e-06; 5e-06; true; 0.045746;0.03; 0.026589; 0.01389;1e-05;1.5e-05; 5e-05; true; 0.042785
