name;mata-0.111-runtime;mata-0.111-mataparsing;mata-0.111-mataminterm;mata-0.111-inclusion_check;mata-0.111-inclusion_check_result;mata-0.111-overall;mata-0.112-runtime;mata-0.112-mataparsing;mata-0.112-mataminterm;mata-0.112-inclusion_check;mata-0.112-inclusion_check_result;mata-0.112-overall;mata-0.113-runtime;mata-0.113-mataparsing;mata-0.113-mataminterm;mata-0.113-inclusion_check;mata-0.113-inclusion_check_result;mata-0.113-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T116-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T116-rhs.mata;0.03; 0.027529; 0.012042; 4.6e-05; false; 0.042117;0.03; 0.027662; 0.012015; 4e-05; false; 0.042113;0.03; 0.0271; 0.012072; 0.000353; false; 0.041905
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T118-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T118-rhs.mata;0.04; 0.033749; 0.013927; 5.4e-05; false; 0.050574;0.04; 0.033267; 0.01407; 3.8e-05; false; 0.050207;0.04; 0.03346; 0.013964; 0.000428; false; 0.050697
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T12-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T12-rhs.mata;0.28; 0.208832; 0.084876; 0.00068; false; 0.313003;0.28; 0.208471; 0.084995; 0.008673; false; 0.320846;0.28; 0.207333; 0.085406; 0.003222; false; 0.314529
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T120-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T120-rhs.mata;0.04; 0.035195; 0.013897; 5.4e-05; false; 0.051909;0.04; 0.034943; 0.013766; 3.9e-05; false; 0.051454;0.04; 0.03567; 0.013574; 0.000382; false; 0.052322
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T121-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T121-rhs.mata;0.04; 0.033679; 0.013945; 5.1e-05; false; 0.050509;0.04; 0.033525; 0.014083; 4.1e-05; false; 0.050539;0.04; 0.033356; 0.014037; 0.000402; false; 0.050639
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T122-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T122-rhs.mata;0.05; 0.037708; 0.015898; 5e-05; false; 0.056694;0.05; 0.037549; 0.015857; 4e-05; false; 0.056619;0.05; 0.038254; 0.016433; 0.000464; false; 0.058466
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T123-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T123-rhs.mata;0.04; 0.03381; 0.013595; 5.3e-05; false; 0.050234;0.04; 0.033768; 0.013949; 4.1e-05; false; 0.050645;0.04; 0.032728; 0.0137; 0.000428; false; 0.049698
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T124-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T124-rhs.mata;0.01; 0.011793; 0.006816; 1.7e-05; false; 0.019826;0.01; 0.011485; 0.006769; 2e-05; false; 0.019483;0.01; 0.011351; 0.006865; 0.000127; false; 0.019525
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T125-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T125-rhs.mata;0.05; 0.040948; 0.017251; 6.1e-05; false; 0.061756;0.06; 0.055661; 0.016711; 4e-05; false; 0.075676;0.05; 0.041309; 0.017995; 0.000489; false; 0.06322
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T126-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T126-rhs.mata;0.04; 0.037298; 0.015833; 5.5e-05; false; 0.056357;0.04; 0.037287; 0.015804; 3.9e-05; false; 0.056267;0.06; 0.057111; 0.015222; 0.000446; false; 0.075811
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T127-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T127-rhs.mata;0.06; 0.051504; 0.017189; 5.8e-05; false; 0.07218;0.05; 0.040723; 0.016936; 4.4e-05; false; 0.0611;0.05; 0.041087; 0.017381; 0.000487; false; 0.062399
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T128-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T128-rhs.mata;0.05; 0.041264; 0.017814; 6.2e-05; false; 0.062604;0.05; 0.041281; 0.017741; 5.4e-05; false; 0.062565;0.05; 0.040925; 0.017169; 0.000465; false; 0.062011
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T129-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T129-rhs.mata;0.05; 0.041471; 0.017806; 6.4e-05; false; 0.063;0.05; 0.04175; 0.017726; 4.1e-05; false; 0.06306;0.06; 0.04154; 0.017659; 0.000477; false; 0.06321
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T13-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T13-rhs.mata;0.01; 0.014163; 0.00748; 2.5e-05; false; 0.023023;0.02; 0.013667; 0.007911; 5.7e-05; false; 0.023108;0.01; 0.01423; 0.007803; 0.000235; false; 0.023635
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T130-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T130-rhs.mata;0.05; 0.041484; 0.018483; 7.1e-05; false; 0.063599;0.05; 0.043156; 0.017631; 4.1e-05; false; 0.064131;0.05; 0.041771; 0.018623; 0.000444; false; 0.064319
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-rhs.mata;0.01; 0.012036; 0.007685; 1.5e-05; false; 0.02113;0.01; 0.011636; 0.007383; 1.7e-05; false; 0.020358;0.01; 0.012266; 0.008097; 0.000134; false; 0.021924
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-rhs.mata;0.02; 0.017847; 0.007183; 1.6e-05; false; 0.026295;0.02; 0.01894; 0.007808; 1.6e-05; false; 0.028161;0.01; 0.011697; 0.007095; 0.000164; false; 0.020196
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-rhs.mata;0.12; 0.094356; 0.037429; 0.000263; false; 0.138953;0.12; 0.092519; 0.037777; 0.000904; false; 0.138152;0.13; 0.098683; 0.042048; 0.002008; false; 0.151121
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-rhs.mata;0.12; 0.094271; 0.036962; 0.000241; false; 0.138233;0.13; 0.097742; 0.042145; 0.004524; false; 0.152854;0.13; 0.093741; 0.037428; 0.001663; false; 0.13965
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-rhs.mata;0.02; 0.020842; 0.009642; 3.3e-05; false; 0.032454;0.02; 0.019319; 0.010399; 4.8e-05; false; 0.031731;0.02; 0.019699; 0.009723; 0.000253; false; 0.031612
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-rhs.mata;0.03; 0.022015; 0.015948; 6.5e-05; false; 0.041117;0.03; 0.029006; 0.010969; 7.8e-05; false; 0.042347;0.03; 0.021783; 0.01096; 0.000377; false; 0.035262
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-rhs.mata;0.27; 0.202981; 0.08408; 0.00075; false; 0.308867;0.28; 0.204934; 0.087254; 0.000322; false; 0.31215;0.28; 0.203134; 0.082512; 0.002948; false; 0.305102
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-rhs.mata;0.3; 0.206618; 0.085862; 0.000914; false; 0.320499;0.28; 0.213469; 0.080268; 0.001845; false; 0.312075;0.28; 0.201956; 0.084283; 0.003171; false; 0.308534
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T211-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T211-rhs.mata;0.3; 0.215295; 0.096777; 0.000933; false; 0.336649;0.3; 0.212946; 0.085852; 0.00929; false; 0.326768;0.28; 0.212512; 0.083536; 0.002881; false; 0.31597
