name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-concat;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-concat;pyfado-trimming;pyfado-emptiness;pyfado-result;java-brics-runtime;java-brics-construction;java-brics-concat;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-5.mata;0.0; 0.000316894;0.0005360289999999999;0.001269622; 0.000321754; false;0.01; 9.3117e-05; 7.7e-06;0.018395191999999998;0.003812771; 0.00172589; false;0.92; 0.0072; 0.0000;0.0053;0.0011; 0.0004; False;1.01; 0.0053; 0.0001;0.0;0.0; 0.0000; True;0.94; 0.005898729;0.015948241999999998; 2.7129E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-6.mata;0.0; 0.000281249;0.000278811;0.000633961; 0.000166006; false;0.01; 8.7288e-05; 8.359e-06;0.0052773180000000005;0.0037260649999999998; 0.00164216; false;1.14; 0.0062; 0.0000;0.0052;0.0011; 0.0004; False;1.22; 0.0066; 0.0001;0.0001;0.0; 0.0000; True;0.89; 0.005619439;0.013667463999999999; 1.8502E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-7.mata;0.0; 0.000311243;0.00046487100000000006;0.001032195; 0.000272483; false;0.01; 0.000105126; 9.08e-06;0.0051987430000000005;0.003738958; 0.00167875; false;1.17; 0.0060; 0.0000;0.0049;0.0011; 0.0004; False;1.05; 0.0060; 0.0001;0.0;0.0; 0.0000; True;1.04; 0.006958658;0.016892187; 2.3651E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-8.mata;0.0; 0.000313513;0.000317626;0.000712949; 0.000180082; false;0.01; 5.8295e-05; 5.285e-06;0.004761438;0.003706587; 0.00180002; false;0.98; 0.0050; 0.0000;0.0041;0.0007999999999999999; 0.0002; False;1.01; 0.0068; 0.0001;0.0001;0.0; 0.0000; True;0.97; 0.005630447;0.023673798000000003; 2.3018E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-9.mata;0.0; 0.000277759;0.000523076;0.0011442919999999999; 0.000309576; false;0.01; 9.2313e-05; 8.149e-06;0.00514986;0.0037898990000000002; 0.00162955; false;1.02; 0.0064; 0.0000;0.0052;0.0011; 0.0005; False;1.17; 0.0061; 0.0001;0.0001;0.0; 0.0000; True;0.89; 0.005859855;0.016629993; 2.3134E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03005-1.mata;0.0; 0.000307705;0.000538545;0.001181849; 0.000309437; false;0.01; 9.219e-05; 9.494e-06;0.0053028780000000005;0.003887194; 0.00192764; false;1.07; 0.0044; 0.0000;0.0039;0.0006000000000000001; 0.0002; False;1.2; 0.0061; 0.0001;0.0001;0.0; 0.0000; True;0.98; 0.005955525;0.019530659; 5.0572E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03140-1.mata;0.0; 0.000224924;0.00028256;0.000670843; 0.000166423; false;0.0; 6.4673e-05; 5.421e-06;0.002987736;0.002277138; 0.00102208; false;1.09; 0.0064; 0.0000;0.006500000000000001;0.0009; 0.0003; False;1.02; 0.0044; 0.0001;0.0;0.0; 0.0000; True;0.91; 0.006303933;0.016072765; 2.7811E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-1.mata;0.0; 0.000230988;0.000451879;0.000951503; 0.000264014; false;0.01; 8.376e-05; 7.155e-06;0.0051686760000000005;0.0036706279999999996; 0.00221709; false;1.07; 0.0060; 0.0000;0.0049;0.001; 0.0004; False;1.05; 0.0055; 0.0001;0.0;0.0; 0.0000; True;0.87; 0.005835915;0.015067278; 2.2457E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-2.mata;0.0; 0.000343212;0.0005407470000000001;0.001170489; 0.000312788; false;0.01; 9.1231e-05; 8.322e-06;0.005256257;0.003720685; 0.00169763; false;1.01; 0.0044; 0.0000;0.0031000000000000003;0.0005; 0.0003; False;1.18; 0.0059; 0.0001;0.0;0.0; 0.0000; True;0.97; 0.006551291;0.017337417; 4.1938E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-3.mata;0.0; 0.000315492;0.000705551;0.00146183; 0.000286611; false;0.01; 9.2668e-05; 7.398e-06;0.005410603;0.003893278; 0.00164002; false;1.24; 0.0062; 0.0000;0.004999999999999999;0.0011; 0.0004; False;0.98; 0.0063; 0.0001;0.0001;0.0; 0.0000; True;0.84; 0.013919283;0.01305943; 2.1834E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-4.mata;0.0; 0.00028218;0.000333713;0.000666609; 0.000194069; false;13.03; 5.868e-05; 5.602e-06;14.601727001999997;0.0025007169999999995; 0.00102709; false;0.93; 0.0042; 0.0000;0.003;0.0005; 0.0002; False;1.23; 0.0069; 0.0001;0.0001;0.0; 0.0000; True;1.05; 0.006159842;0.016806082; 2.4803E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-5.mata;0.0; 0.000347175;0.0005110819999999999;0.001170108; 0.000322425; false;0.01; 0.000103182; 1.0962e-05;0.0053547790000000005;0.003694963; 0.0016234; false;1.1; 0.0068; 0.0000;0.0052;0.0011; 0.0005; False;0.87; 0.0045; 0.0001;0.0;0.0; 0.0000; True;0.87; 0.014810702;0.018953045; 1.5962E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04001-1.mata;0.0; 0.000364445;0.002842181;0.001498374; 0.000551138; false;0.03; 0.000137249; 1.7413e-05;0.012560119000000002;0.009885650000000001; 0.00504791; false;1.09; 0.0048; 0.0000;0.0103;0.001; 0.0004; False;1.18; 0.0062; 0.0002;0.0002;0.0; 0.0000; True;1.01; 0.007309274;0.018148119; 4.5618E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04390-1.mata;0.0; 0.000239946;0.000292955;0.000725386; 0.000165771; false;0.0; 6.3427e-05; 6.104e-06;0.003509288;0.0031176850000000002; 0.00107071; false;1.13; 0.0078; 0.0000;0.0081;0.0013; 0.0007; False;0.87; 0.0046; 0.0001;0.0;0.0; 0.0000; True;0.96; 0.005772078;0.019635524999999997; 2.5327E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04451-1.mata;0.0; 0.000301261;0.000545153;0.001130628; 0.000293043; false;0.0; 5.9504e-05; 6.471e-06;0.003146175;0.002304215; 0.00102071; false;0.98; 0.0068; 0.0000;0.0063;0.0012000000000000001; 0.0005; False;1.07; 0.0043; 0.0001;0.0;0.0; 0.0000; True;0.99; 0.005873974;0.016007669999999998; 2.7105E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05755-1.mata;0.0; 0.000311769;0.000557627;0.001141019; 0.000298825; false;0.01; 8.7564e-05; 9.159e-06;0.005174357;0.0036940770000000005; 0.00153873; false;1.32; 0.0063; 0.0000;0.0059;0.0011; 0.0004; False;0.97; 0.0043; 0.0001;0.0;0.0; 0.0000; True;0.88; 0.004636894;0.015475344; 2.553E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05997-1.mata;0.1; 0.0132812;0.022135007999999998;0.045122104999999996; 0.00654872; false;0.38; 0.000340267; 4.6976e-05;0.14527950699999997;0.151204268; 0.0811858; false;1.35; 0.0067; 0.0000;0.162;0.0623; 0.0113; False;1.29; 0.0091; 0.0014;0.0034999999999999996;0.0; 0.0002; True;1.59; 0.009946318;0.288006029; 3.246E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-1.mata;0.97; 0.00110293;0.063365465;0.7535521000000001; 0.0200275; false;0.54; 0.000886489; 6.7319e-05;0.195919443;0.23154933; 0.126386; false;2.22; 0.0062; 0.0000;0.497;0.8281999999999999; 0.0218; False;1.17; 0.0067; 0.0020;0.0022000000000000006;0.0; 0.0001; True;1.52; 0.024391219;0.36780843; 3.9449E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-2.mata;0.64; 0.000541886;0.025753157;0.637682084; 0.0111997; false;0.3; 0.000288393; 3.2965e-05;0.116048402;0.12454677; 0.0603346; false;1.9; 0.0063; 0.0000;0.15410000000000001;0.6769000000000001; 0.0114; False;1.13; 0.0045; 0.0007;0.0023000000000000004;0.0; 0.0001; True;1.48; 0.023041062;0.26176737299999997; 2.3534E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-3.mata;0.39; 0.000470464;0.011336388999999999;0.357525576; 0.00842083; false;0.2; 0.000197789; 2.327e-05;0.08587014000000001;0.081652293; 0.0436497; false;1.69; 0.0073; 0.0000;0.1061;0.4165; 0.0093; False;1.01; 0.0066; 0.0007;0.0025000000000000005;0.0; 0.0001; True;1.15; 0.008300638;0.149680743; 2.9953E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-4.mata;1.06; 0.000631317;0.023915057000000003;1.046915581; 0.0147999; false;0.4; 0.000340057; 3.9033e-05;0.162612536;0.17126603899999998; 0.0783784; false;1.92; 0.0048; 0.0000;0.1636;1.0426; 0.0142; False;1.03; 0.0069; 0.0020;0.005000000000000001;0.0; 0.0002; True;1.53; 0.010838761;0.265524294; 3.4129E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-1.mata;0.22; 0.00116711;0.063585809;0.057318859; 0.00683259; false;0.44; 0.0009731; 7.9112e-05;0.19439083000000001;0.17874315200000002; 0.0938574; false;1.55; 0.0082; 0.0000;0.29000000000000004;0.063; 0.0067; False;0.89; 0.0053; 0.0009;0.0022000000000000006;0.0; 0.0001; True;1.23; 0.017640125;0.079679313; 3.0638E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-2.mata;1.85; 0.00277947;0.024399466;1.882637623; 0.020455; false;0.37; 0.00020118; 2.4879e-05;0.142348381;0.184364939; 0.0865985; false;2.61; 0.0046; 0.0000;0.2418;1.5209; 0.0214; False;1.26; 0.0076; 0.0023;0.0081;0.0; 0.0003; True;1.58; 0.010877964;0.38014002300000005; 1.8626E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-3.mata;0.0; 0.000389391;0.0005635950000000001;0.001170697; 0.000322026; false;0.01; 8.77e-05; 1.2563e-05;0.005096249;0.0036708970000000002; 0.0016045; false;1.24; 0.0061; 0.0000;0.0050999999999999995;0.0011; 0.0004; False;1.14; 0.0046; 0.0001;0.0;0.0; 0.0000; True;0.7; 0.004154898;0.01690846; 2.348E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-4.mata;0.53; 0.000544583;0.019714668999999997;0.475947461; 0.0118265; false;0.34; 0.000318852; 3.3694e-05;0.13214858899999998;0.14186102099999998; 0.0681187; false;1.8; 0.0073; 0.0000;0.1742;0.6258; 0.0131; False;1.09; 0.0070; 0.0016;0.005600000000000001;0.0; 0.0002; True;1.28; 0.007081735;0.19249458800000002; 2.2104E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06250-1.mata;0.04; 0.000372757;0.010535719;0.016739507; 0.0021751; false;0.09; 0.000208803; 2.2924e-05;0.03910811;0.03963323; 0.020612; false;1.14; 0.0046; 0.0000;0.0621;0.016900000000000002; 0.0025; False;1.03; 0.0046; 0.0003;0.0002;0.0; 0.0000; True;1.08; 0.00734392;0.085827158; 3.005E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06315-1.mata;2.58; 0.000407555;0.031012444;2.599472385; 0.0413244; false;0.56; 0.000391205; 4.3094e-05;0.243740797;0.246492881; 0.103739; false;4.02; 0.0070; 0.0000;0.31699999999999995;2.802; 0.0177; False;1.02; 0.0049; 0.0019;0.006400000000000001;0.0; 0.0003; True;1.93; 0.012098173;0.443062961; 2.4707E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06342-1.mata;0.09; 0.000565551;0.015289245;0.05291815; 0.00239407; false;0.19; 0.000373547; 3.7037e-05;0.076218817;0.079419645; 0.0413295; false;1.38; 0.0068; 0.0000;0.1121;0.0658; 0.0051; False;1.2; 0.0067; 0.0006;0.0012000000000000003;0.0; 0.0001; True;0.98; 0.010249833;0.085225913; 6.0246E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-1.mata;2.37; 0.0081348;0.537049008;1.228498842; 0.0348506; false;3.34; 0.00781993; 0.000722435;1.37669641;1.54649488; 0.65499; false;4.36; 0.0122; 0.0000;2.426;1.2395; 0.0532; False;1.18; 0.0176; 0.0121;0.0179;0.0; 0.0008; True;2.43; 0.041765266;0.521905725; 2.7676E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-10.mata;0.01; 0.00029969;0.002984749;0.0015383620000000001; 0.000635224; false;0.03; 0.000137117; 1.2872e-05;0.01263941;0.009660596; 0.00537663; false;1.07; 0.0045; 0.0000;0.0102;0.0009; 0.0004; False;1.09; 0.0062; 0.0002;0.0001;0.0; 0.0000; True;0.83; 0.006164405;0.017713036999999997; 1.6685E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-11.mata;0.02; 0.000481393;0.009105521;0.002257645; 0.00119714; false;0.05; 0.000209893; 1.6705e-05;0.025172319;0.020435504; 0.0105957; false;1.16; 0.0062; 0.0000;0.0377;0.0027; 0.0007; False;0.94; 0.0051; 0.0003;0.0001;0.0; 0.0000; True;0.93; 0.008313346;0.021557804; 2.2845E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-12.mata;0.01; 0.000348092;0.004629912999999999;0.001368489; 0.000759289; false;0.05; 0.00024452; 1.8987e-05;0.025249283;0.021026056; 0.0195294; false;1.11; 0.0044; 0.0000;0.0208;0.0015; 0.0005; False;1.18; 0.0062; 0.0003;0.0008000000000000001;0.0; 0.0000; True;0.98; 0.00589758;0.013296421; 2.9543E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-13.mata;0.0; 0.000234397;0.00031969;0.001404382; 0.00016769; false;0.01; 0.000108133; 1.249e-05;0.0053608910000000004;0.004811497; 0.00498346; false;1.19; 0.0063; 0.0000;0.0050999999999999995;0.0011; 0.0004; False;1.03; 0.0043; 0.0001;0.0;0.0; 0.0000; True;0.92; 0.005634003;0.023700986; 2.2936E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-14.mata;0.01; 0.00035918;0.003244248;0.001449332; 0.000588398; false;0.01; 8.9927e-05; 1.0041e-05;0.006912576;0.00587157; 0.00299973; false;1.07; 0.0062; 0.0000;0.0178;0.0015; 0.0006; False;1.15; 0.0065; 0.0002;0.0001;0.0; 0.0000; True;0.91; 0.006972993;0.011581035; 1.4202E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-15.mata;0.02; 0.000449833;0.009527622;0.002940055; 0.00140318; false;0.06; 0.000206626; 1.8953e-05;0.032991304;0.030960390999999997; 0.0171006; false;1.21; 0.0074; 0.0000;0.043899999999999995;0.0031999999999999997; 0.0007; False;1.04; 0.0078; 0.0004;0.0011000000000000003;0.0; 0.0000; True;0.87; 0.009287441;0.016290521999999998; 2.5595E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-16.mata;0.02; 0.000388688;0.007844534;0.002763562; 0.00141246; false;0.04; 0.00012713; 1.6715e-05;0.023443737;0.016195047; 0.00845435; false;1.09; 0.0063; 0.0000;0.0322;0.0018999999999999998; 0.0005; False;1.18; 0.0047; 0.0002;0.0002;0.0; 0.0000; True;0.8; 0.005750347;0.01530032; 2.4643E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-17.mata;0.0; 0.000355857;0.0006191720000000001;0.0013645200000000001; 0.000321716; false;0.01; 9.102e-05; 1.2889e-05;0.00535032;0.003825353; 0.00171867; false;1.18; 0.0062; 0.0000;0.0051;0.0011; 0.0004; False;1.19; 0.0063; 0.0001;0.0;0.0; 0.0000; True;0.95; 0.005787937;0.017087943; 2.6464E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-18.mata;0.01; 0.000391582;0.002914629;0.001615782; 0.000566099; false;0.03; 0.00014781; 1.3177e-05;0.013420665;0.010755419999999998; 0.00533236; false;1.23; 0.0062; 0.0000;0.0172;0.0014; 0.0006; False;1.26; 0.0063; 0.0002;0.0001;0.0; 0.0000; True;0.92; 0.007670251;0.017572920000000002; 2.9429E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-19.mata;0.02; 0.000453658;0.00897602;0.0027800109999999998; 0.00122336; false;0.04; 0.000122603; 1.1643e-05;0.014187086000000002;0.017625686; 0.0109955; false;1.09; 0.0045; 0.0000;0.0221;0.0019; 0.0005; False;0.97; 0.0053; 0.0003;0.0001;0.0; 0.0000; True;0.97; 0.007912368;0.018786911; 2.563E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-2.mata;0.01; 0.000374806;0.002969355;0.001421516; 0.000623925; false;0.03; 0.000134285; 1.1029e-05;0.011952054;0.009943404999999999; 0.00653069; false;1.21; 0.0063; 0.0000;0.0178;0.0016; 0.0006; False;0.99; 0.0055; 0.0001;0.0001;0.0; 0.0000; True;1.07; 0.008189258;0.017197362; 2.9315E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-20.mata;0.02; 0.000442871;0.009643278;0.002674825; 0.00144027; false;0.05; 0.000264238; 2.0973e-05;0.031693566;0.019953161; 0.0106342; false;1.23; 0.0064; 0.0000;0.039099999999999996;0.0024000000000000002; 0.0007; False;1.26; 0.0064; 0.0003;0.00030000000000000003;0.0; 0.0000; True;0.78; 0.008496634;0.016043152; 2.6443E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-21.mata;0.0; 0.00022314;0.000319489;0.000668182; 0.00019299; false;0.01; 6.1133e-05; 7.84e-06;0.004705045999999999;0.003331026; 0.00167041; false;1.18; 0.0045; 0.0000;0.0034999999999999996;0.0005; 0.0003; False;0.95; 0.0050; 0.0001;0.0;0.0; 0.0000; True;0.95; 0.00576781;0.015640188; 2.205E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-22.mata;0.0; 0.000291513;0.001751272;0.000818655; 0.000346995; false;0.02; 9.8381e-05; 7.609e-06;0.012038439;0.017309428; 0.00520565; false;1.13; 0.0069; 0.0000;0.018799999999999997;0.0016; 0.0006; False;1.18; 0.0063; 0.0002;0.0001;0.0; 0.0000; True;0.96; 0.007601014;0.018118569; 2.7399E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-23.mata;0.02; 0.000444782;0.008316304;0.002464344; 0.0011209; false;0.05; 0.000223935; 1.7016e-05;0.023322858000000002;0.019944415; 0.0133042; false;1.15; 0.0064; 0.0000;0.04;0.0031000000000000003; 0.0008; False;1.15; 0.0065; 0.0004;0.0008000000000000001;0.0; 0.0000; True;0.87; 0.008094337;0.017509434; 5.0827E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-24.mata;0.01; 0.000366614;0.005864777999999999;0.001935511; 0.000902782; false;0.04; 0.000138656; 1.0902e-05;0.017302151;0.018346108; 0.0202205; false;1.21; 0.0065; 0.0000;0.039;0.0031000000000000003; 0.0008; False;1.08; 0.0046; 0.0002;0.0001;0.0; 0.0000; True;0.9; 0.008928993;0.017424435999999998; 2.5387E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-25.mata;0.0; 0.000263627;0.000305889;0.0007600030000000001; 0.000168434; false;0.01; 8.6301e-05; 8.517e-06;0.005346254;0.003636948; 0.00173628; false;1.04; 0.0045; 0.0000;0.0033;0.0006000000000000001; 0.0002; False;1.12; 0.0043; 0.0001;0.0;0.0; 0.0000; True;0.89; 0.005958913;0.020121205000000003; 2.7428E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-26.mata;0.0; 0.000336399;0.001905899;0.0009855290000000002; 0.000364323; false;0.02; 8.8027e-05; 8.507e-06;0.010081488999999999;0.008257039; 0.00382259; false;1.21; 0.0063; 0.0000;0.018000000000000002;0.0015; 0.0006; False;1.11; 0.0064; 0.0002;0.0001;0.0; 0.0000; True;0.97; 0.006075436;0.018019284; 1.5926E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-27.mata;0.02; 0.000392634;0.007808186;0.0024792850000000003; 0.00127568; false;0.06; 0.000217618; 1.9166e-05;0.024852843;0.0210802; 0.011053; false;1.19; 0.0063; 0.0000;0.0372;0.0029; 0.0008; False;1.02; 0.0064; 0.0004;0.0006000000000000001;0.0; 0.0000; True;0.96; 0.008091612;0.01378077; 3.2578E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-28.mata;0.01; 0.000349871;0.004757104;0.001653449; 0.000990715; false;0.03; 0.00013216; 2.1886e-05;0.014684523000000001;0.012620165; 0.00636813; false;0.97; 0.0046; 0.0000;0.021400000000000002;0.0017000000000000001; 0.0005; False;1.1; 0.0059; 0.0003;0.0001;0.0; 0.0000; True;1.01; 0.008313816;0.016087189000000002; 2.7327E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-29.mata;0.0; 0.000256495;0.00029758300000000003;0.000680588; 0.000166523; false;0.0; 5.9132e-05; 5.817e-06;0.0031553679999999995;0.002261003; 0.000999542; false;1.17; 0.0064; 0.0000;0.006500000000000001;0.0012000000000000001; 0.0005; False;1.26; 0.0065; 0.0002;0.0001;0.0; 0.0000; True;0.93; 0.006481137;0.016626181; 3.2397E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-3.mata;0.02; 0.000475964;0.008903261999999999;0.002383755; 0.00130814; false;0.05; 0.000181206; 1.6673e-05;0.024903629999999996;0.020255587999999998; 0.0105301; false;1.13; 0.0045; 0.0000;0.0236;0.0019; 0.0005; False;1.03; 0.0058; 0.0002;0.0002;0.0; 0.0000; True;1.01; 0.009339119;0.016673787000000002; 2.7857E-5; false
