name;automata-runtime;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-complement;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_798.0.mata;ERR;11.5; 6.65863; 4.95479; 0.0271776; 1.1427e-05; false;23.75; 4.56037; 3.62734; 14.6776; 0.511864; 0.392503; false;ERR;ERR;ERR;ERR;ERR;ERR;ERR;15.31; 10.0741; 0.0000; 5.5161; 0.0272; 0.0000; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;40.25; 32.297663711; 0.152557913; 0.002330259; false;12.31; 3.670967311; 0.590163113; 3.1996E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested6_true-unreach-call.i_7.0.mata;ERR;0.0; 0.00364849; 0.000682647; 5.0427e-05; 4.263e-06; false;0.0; 0.00372788; 0.00162654; 0.00307851; 0.000692599; 0.000673113; false;0.01; 0.00369949; 0.00026947; 0.0019722; 0.000977124; 0.000510938; false;1.24; 0.0137; 0.0000; 0.0016; 0.0001; 0.0000; False;1.22; 0.0131; 0.0187; 0.0004; 0.0009; False;1.24; 0.0130; 0.0097; 0.0010; 0.0001; False;1.4; 0.16097839; 0.034527297; 0.002499048; false;1.13; 0.031170224; 0.018906434; 4.9055E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1070.0.mata;ERR;0.01; 0.0129632; 0.00209511; 7.452e-05; 5.489e-06; false;0.03; 0.0130807; 0.00597414; 0.00841583; 0.00197786; 0.00196403; false;0.02; 0.0123559; 0.000895341; 0.00455408; 0.00171028; 0.00129383; false;1.19; 0.0245; 0.0000; 0.0031; 0.0001; 0.0000; False;0.97; 0.0530; 0.0616; 0.0006; 0.0032; False;1.25; 0.0281; 0.0301; 0.0031; 0.0001; False;1.71; 0.263859297; 0.023814558; 0.001994204; false;1.2; 0.041838103; 0.034323007; 5.0193E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1072.0.mata;ERR;0.03; 0.0302567; 0.00414326; 0.000130635; 8.016e-06; false;0.06; 0.0283199; 0.0127912; 0.017352; 0.00497397; 0.00475791; false;0.04; 0.0276959; 0.00195414; 0.00802381; 0.00288282; 0.00241131; false;1.1; 0.0449; 0.0000; 0.0064; 0.0002; 0.0000; False;1.32; 0.0489; 0.1485; 0.0017; 0.0118; False;1.19; 0.0262; 0.0276; 0.0025; 0.0001; False;2.0; 0.351736981; 0.053205026; 0.001861473; false;1.32; 0.10541388; 0.034863253; 3.0304E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1107.0.mata;ERR;0.09; 0.0849703; 0.00998024; 0.000798327; 8.875e-06; false;0.22; 0.0829309; 0.0509925; 0.0474442; 0.0172513; 0.0173817; false;0.13; 0.0836075; 0.0062632; 0.0310203; 0.00620446; 0.00613943; false;1.0; 0.0714; 0.0000; 0.0085; 0.0004; 0.0000; False;1.54; 0.1294; 0.3517; 0.0021; 0.0316; False;1.31; 0.1234; 0.1419; 0.0114; 0.0001; False;2.97; 0.491291117; 0.044244578; 0.002212235; false;2.18; 0.156375943; 0.064668991; 3.5042E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1117.0.mata;ERR;0.03; 0.0296183; 0.00348426; 0.000314859; 6.821e-06; false;0.1; 0.0343378; 0.0251159; 0.027157; 0.008956; 0.00919195; false;0.06; 0.0458004; 0.00348823; 0.040634; 0.0183715; 0.00362167; false;1.34; 0.0948; 0.0000; 0.0099; 0.0004; 0.0000; False;1.2; 0.0439; 0.1432; 0.0013; 0.0124; False;1.11; 0.0654; 0.0434; 0.0036; 0.0001; False;2.24; 0.344577507; 0.026158037; 0.00204852; false;1.79; 0.203981692; 0.072809052; 4.0858E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1170.0.mata;ERR;0.07; 0.0621101; 0.00696857; 0.000650116; 8.837e-06; false;0.15; 0.0567638; 0.0362294; 0.0499694; 0.0104275; 0.0116709; false;0.1; 0.0647177; 0.00473259; 0.0236136; 0.00440539; 0.00402251; false;1.15; 0.0970; 0.0000; 0.0109; 0.0004; 0.0000; False;1.64; 0.0979; 0.3538; 0.0038; 0.0352; False;1.44; 0.1078; 0.1090; 0.0090; 0.0001; False;2.25; 0.288673453; 0.036869066; 0.002034315; false;1.85; 0.124062452; 0.045216866; 3.008E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1172.0.mata;ERR;0.06; 0.118568; 0.0183434; 0.000502089; 2.62e-05; false;0.15; 0.136521; 0.0703913; 0.0764829; 0.0125462; 0.0126048; false;0.06; 0.0369076; 0.00266565; 0.0173438; 0.00297332; 0.00281068; false;1.21; 0.0968; 0.0000; 0.0122; 0.0007; 0.0000; False;1.67; 0.1024; 0.3668; 0.0031; 0.0346; False;1.34; 0.1015; 0.1041; 0.0090; 0.0001; False;2.34; 0.278497845; 0.03450308; 0.002286794; false;1.78; 0.123295781; 0.045675509; 3.8887E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1307.0.mata;ERR;0.02; 0.0146352; 0.00319622; 0.000202212; 6.273e-06; false;0.04; 0.0139375; 0.00627984; 0.012868; 0.00340118; 0.00332943; false;0.02; 0.0138218; 0.000991162; 0.00568548; 0.00209264; 0.00166754; false;1.27; 0.0267; 0.0000; 0.0052; 0.0002; 0.0000; False;1.27; 0.0266; 0.0930; 0.0013; 0.0064; False;1.17; 0.0156; 0.0188; 0.0018; 0.0001; False;1.65; 0.202177149; 0.030941584; 0.002145716; false;1.34; 0.045916626; 0.029559137; 4.4111E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1317.0.mata;ERR;0.01; 0.0313864; 0.00639297; 0.0061387; 6.814e-06; false;0.03; 0.0188563; 0.0190782; 0.0205918; 0.0029318; 0.00258319; false;0.02; 0.0218541; 0.000540215; 0.00353864; 0.00137434; 0.00106063; false;0.99; 0.0159; 0.0000; 0.0028; 0.0001; 0.0000; False;1.18; 0.0162; 0.0515; 0.0007; 0.0037; False;1.13; 0.0261; 0.0372; 0.0036; 0.0001; False;1.74; 0.293512351; 0.037187525; 0.002117515; false;1.16; 0.046588825; 0.030655554; 3.7812E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1337.0.mata;ERR;0.06; 0.0992088; 0.0320122; 0.000313727; 4.847e-06; false;0.12; 0.0932136; 0.0249863; 0.0293266; 0.00965365; 0.0097712; false;0.04; 0.027389; 0.00190375; 0.00685324; 0.00240951; 0.00213267; false;1.17; 0.0758; 0.0000; 0.0091; 0.0003; 0.0000; False;1.18; 0.0475; 0.1587; 0.0014; 0.0145; False;1.27; 0.1074; 0.0980; 0.0077; 0.0001; False;2.35; 0.490789729; 0.05191263; 0.002140472; false;1.81; 0.161453443; 0.068624517; 4.0289E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1357.0.mata;ERR;0.05; 0.0547319; 0.00400516; 0.000237473; 6.09e-06; false;0.09; 0.0361007; 0.0191032; 0.0306548; 0.00837788; 0.00517655; false;0.06; 0.058806; 0.0035455; 0.0111797; 0.00387776; 0.00339167; false;1.24; 0.0823; 0.0000; 0.0104; 0.0004; 0.0000; False;1.29; 0.0465; 0.2436; 0.0028; 0.0273; False;1.22; 0.0589; 0.0715; 0.0083; 0.0001; False;2.32; 0.342810471; 0.050765313; 0.003243033; false;1.96; 0.20191312; 0.063569655; 3.1703E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1370.0.mata;ERR;0.05; 0.0657592; 0.00378978; 0.00027721; 5.736e-06; false;0.15; 0.0905626; 0.0331009; 0.0368638; 0.0131591; 0.00695988; false;0.09; 0.0892009; 0.00444147; 0.0257364; 0.00484881; 0.00434415; false;1.14; 0.0865; 0.0000; 0.0108; 0.0004; 0.0000; False;1.25; 0.0542; 0.2025; 0.0016; 0.0194; False;1.03; 0.0516; 0.0531; 0.0042; 0.0000; False;2.45; 0.36693489; 0.037828853; 0.002270866; false;2.11; 0.24427811; 0.058531625; 3.1088E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1371.0.mata;ERR;0.07; 0.0626547; 0.0078414; 0.000484027; 6.711e-06; false;0.14; 0.051365; 0.0286605; 0.0345925; 0.015359; 0.016489; false;0.09; 0.0601693; 0.00419264; 0.0239479; 0.00476583; 0.00438705; false;1.16; 0.0529; 0.0000; 0.0061; 0.0003; 0.0000; False;1.6; 0.0893; 0.3624; 0.0031; 0.0356; False;1.42; 0.0970; 0.1157; 0.0092; 0.0001; False;2.44; 0.290336227; 0.050606499; 0.002121432; false;2.01; 0.13231559; 0.083116352; 3.002E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1375.0.mata;ERR;0.06; 0.0790537; 0.00905986; 0.000373225; 7.505e-06; false;0.13; 0.0501549; 0.0286806; 0.036566; 0.0103884; 0.0102507; false;0.08; 0.0833583; 0.0105587; 0.0172578; 0.00594853; 0.00381984; false;1.34; 0.0818; 0.0000; 0.0108; 0.0006; 0.0000; False;1.25; 0.0465; 0.1553; 0.0013; 0.0145; False;1.37; 0.0870; 0.0969; 0.0081; 0.0001; False;2.32; 0.34991507; 0.052109978; 0.003745825; false;1.96; 0.085935514; 0.073887995; 3.4588E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1379.0.mata;ERR;0.06; 0.101209; 0.00760102; 0.000618062; 8.513e-06; false;0.14; 0.0579763; 0.032309; 0.0354668; 0.0121283; 0.0119419; false;0.07; 0.0658421; 0.0043015; 0.0447254; 0.00447605; 0.0051487; false;1.07; 0.0522; 0.0000; 0.0065; 0.0003; 0.0000; False;1.35; 0.0533; 0.2072; 0.0033; 0.0392; False;1.39; 0.0929; 0.1108; 0.0094; 0.0001; False;2.43; 0.280102227; 0.032749467; 0.002173761; false;1.74; 0.105635915; 0.046074997; 2.8999E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1427.0.mata;ERR;0.07; 0.0718801; 0.00787054; 0.000449749; 7.421e-06; false;0.12; 0.11852; 0.0526306; 0.0215658; 0.00610872; 0.00532947; false;0.1; 0.0613524; 0.00451115; 0.0245396; 0.00476797; 0.00420039; false;1.24; 0.0933; 0.0000; 0.0121; 0.0004; 0.0000; False;1.64; 0.0936; 0.4265; 0.0032; 0.0375; False;1.11; 0.0527; 0.0549; 0.0045; 0.0001; False;2.4; 0.301284139; 0.061982882; 0.002030792; false;1.67; 0.101553337; 0.042257273; 2.7936E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1437.0.mata;ERR;0.03; 0.0702024; 0.00462826; 0.000295082; 7.952e-06; false;0.07; 0.0397522; 0.0163086; 0.0230117; 0.00608202; 0.0102067; false;0.05; 0.0532752; 0.00330976; 0.0198178; 0.00668607; 0.00390719; false;1.26; 0.0527; 0.0000; 0.0072; 0.0003; 0.0000; False;1.44; 0.0536; 0.1711; 0.0017; 0.0122; False;1.3; 0.0530; 0.0609; 0.0054; 0.0001; False;1.76; 0.272327956; 0.047207504; 0.002111353; false;1.46; 0.068200815; 0.052073975; 4.344E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1471.0.mata;ERR;0.02; 0.031198; 0.00273457; 0.000112893; 4.905e-06; false;0.1; 0.0401378; 0.0210623; 0.0235929; 0.00906682; 0.00844193; false;0.07; 0.0443862; 0.00276389; 0.0166337; 0.00375891; 0.00328596; false;1.13; 0.0651; 0.0000; 0.0083; 0.0002; 0.0000; False;1.38; 0.0364; 0.2339; 0.0025; 0.0336; False;1.3; 0.0628; 0.0753; 0.0069; 0.0001; False;2.17; 0.288322663; 0.024645296; 0.001889617; false;1.6; 0.068158345; 0.062954019; 3.1079E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1475.0.mata;ERR;0.1; 0.135622; 0.0182468; 0.000659665; 9.787e-06; false;0.22; 0.0840804; 0.0476431; 0.0532262; 0.0193432; 0.0213956; false;0.13; 0.111905; 0.0104502; 0.062323; 0.00620215; 0.00574591; false;1.3; 0.1169; 0.0000; 0.0159; 0.0012; 0.0000; False;1.43; 0.0697; 0.3498; 0.0023; 0.0447; False;1.41; 0.1237; 0.1480; 0.0127; 0.0001; False;2.81; 0.37349854; 0.03418807; 0.00199254; false;1.93; 0.14545991; 0.059559841; 5.2313E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1477.0.mata;ERR;0.04; 0.126458; 0.0191266; 0.00115393; 7.506e-06; false;0.1; 0.0385736; 0.0167127; 0.0256617; 0.0098057; 0.0100332; false;0.06; 0.0786509; 0.00289761; 0.0196563; 0.00409394; 0.00367132; false;1.09; 0.0408; 0.0000; 0.0047; 0.0001; 0.0000; False;1.55; 0.0639; 0.3415; 0.0025; 0.0339; False;1.14; 0.0407; 0.0425; 0.0036; 0.0001; False;2.31; 0.405667416; 0.035013948; 0.013551222; false;1.84; 0.149659169; 0.155286124; 5.3231E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1479.0.mata;ERR;0.04; 0.0422978; 0.00526291; 0.000205243; 6.041e-06; false;0.11; 0.0418476; 0.0246797; 0.0290058; 0.0113133; 0.0117754; false;0.07; 0.0425868; 0.00309261; 0.0198249; 0.00409402; 0.00363166; false;1.33; 0.1650; 0.0000; 0.0160; 0.0012; 0.0000; False;1.71; 0.1053; 0.3354; 0.0022; 0.0515; False;1.36; 0.1241; 0.1502; 0.0129; 0.0001; False;2.72; 0.390258877; 0.037686734; 0.002451596; false;1.95; 0.197710305; 0.055966916; 3.1244E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1575.0.mata;ERR;0.08; 0.128812; 0.0108066; 0.000929336; 1.0495e-05; false;0.19; 0.111909; 0.0508979; 0.0456281; 0.0170813; 0.0181801; false;0.1; 0.076305; 0.00506087; 0.029327; 0.00627571; 0.00595601; false;1.27; 0.1027; 0.0000; 0.0143; 0.0009; 0.0000; False;1.5; 0.0608; 0.4612; 0.0048; 0.0712; False;1.05; 0.0613; 0.0721; 0.0058; 0.0001; False;2.68; 0.346019618; 0.034317559; 0.001940794; false;1.88; 0.127906672; 0.057426393; 4.5139E-5; false
