name;automata-runtime;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-complement;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_17.0.mata;ERR;0.03; 0.0383499; 0.00188356; 0.000174223; 4.98e-06; false;0.11; 0.071348; 0.0349062; 0.0239988; 0.00313554; 0.0122311; false;0.08; 0.0628633; 0.00408117; 0.00993761; 0.00212464; 0.00167742; false;1.2; 0.0897; 0.0000; 0.0073; 0.0004; 0.0000; False;1.15; 0.0538; 0.1071; 0.0011; 0.0064; False;1.29; 0.0855; 0.0648; 0.0045; 0.0001; False;2.46; 0.375575251; 0.056036097; 0.001825047; false;2.01; 0.180548231; 0.050424078; 3.0697E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_7.0.mata;ERR;0.05; 0.0809176; 0.00284189; 0.000147328; 5.979e-06; false;0.08; 0.0431192; 0.0222548; 0.0111066; 0.00192552; 0.0017098; false;0.02; 0.0223196; 0.00166394; 0.00343519; 0.00120763; 0.000925918; false;1.02; 0.0689; 0.0000; 0.0046; 0.0002; 0.0000; False;1.21; 0.0466; 0.1017; 0.0013; 0.0057; False;1.32; 0.0701; 0.0862; 0.0036; 0.0001; False;2.11; 0.269122299; 0.040636353; 0.001957496; false;1.43; 0.079974332; 0.054446575; 3.0313E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_127.0.mata;ERR;0.02; 0.0326626; 0.00223003; 0.000101792; 6.132e-06; false;0.03; 0.0371937; 0.0158309; 0.0093508; 0.00161502; 0.00170592; false;0.03; 0.0187249; 0.00145815; 0.00422816; 0.00150258; 0.00105866; false;1.18; 0.0324; 0.0000; 0.0036; 0.0002; 0.0000; False;1.25; 0.0309; 0.0885; 0.0006; 0.0010; False;0.98; 0.0206; 0.0201; 0.0021; 0.0001; False;1.61; 0.301261202; 0.038576571; 0.011357567; false;1.34; 0.051616343; 0.012600249; 3.6674E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_1657.0.mata;ERR;4.65; 2.63951; 2.0538; 0.00987069; 9.909e-06; false;14.17; 3.96352; 3.03149; 6.89717; 0.215894; 0.215316; false;ERR;ERR;ERR;ERR;ERR;ERR;ERR;6.14; 2.8416; 0.0000; 2.7233; 0.0153; 0.0000; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;55.3; 4.9129; 52.6129; 0.1679; 0.0001; False;25.04; 18.998187882; 0.132695855; 0.007757675; false;8.95; 2.34516577; 0.850125725; 3.5028E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_187.0.mata;ERR;0.42; 0.364409; 0.0960933; 0.00198061; 1.2168e-05; false;0.9; 0.335109; 0.222752; 0.291517; 0.0311824; 0.0294763; false;0.44; 0.266617; 0.0572886; 0.0765408; 0.0205011; 0.0198966; false;1.66; 0.4817; 0.0000; 0.0855; 0.0025; 0.0000; False;5.09; 0.4869; 3.5314; 0.0114; 0.0775; False;2.79; 0.4727; 1.1988; 0.0371; 0.0001; False;4.43; 1.190114775; 0.106979223; 0.001966879; false;2.8; 0.433647225; 0.066319554; 2.8773E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2207.0.mata;ERR;0.07; 0.0950005; 0.014703; 0.000569614; 7.906e-06; false;0.18; 0.0746123; 0.0376684; 0.0759737; 0.0102292; 0.0133701; false;0.09; 0.127268; 0.018655; 0.0194546; 0.00505444; 0.004555; false;1.05; 0.0541; 0.0000; 0.0125; 0.0006; 0.0000; False;2.09; 0.0919; 0.8679; 0.0031; 0.0257; False;1.13; 0.0549; 0.1754; 0.0044; 0.0001; False;2.71; 0.616204634; 0.079896839; 0.002098054; false;2.1; 0.155101106; 0.063301005; 3.1377E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2317.0.mata;ERR;0.2; 0.182185; 0.059348; 0.00119297; 8.067e-06; false;0.36; 0.182651; 0.0529182; 0.126306; 0.0169662; 0.0422342; false;0.15; 0.116649; 0.00956004; 0.0211063; 0.0107763; 0.0104283; false;1.03; 0.1238; 0.0000; 0.0286; 0.0008; 0.0000; False;3.4; 0.2122; 2.0980; 0.0062; 0.0706; False;1.31; 0.1326; 0.3667; 0.0098; 0.0001; False;3.75; 0.95125176; 0.110608716; 0.002009523; false;2.48; 0.19088475; 0.061682121; 2.7778E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_237.0.mata;ERR;0.0; 0.00444868; 0.0006887; 6.9397e-05; 3e-06; false;0.01; 0.0030814; 0.00204782; 0.00277985; 0.000618798; 0.000652161; false;0.0; 0.00347656; 0.000293828; 0.00130596; 0.000560301; 0.000272829; false;1.11; 0.0144; 0.0000; 0.0014; 0.0001; 0.0000; False;0.86; 0.0087; 0.0081; 0.0002; 0.0003; False;1.07; 0.0126; 0.0090; 0.0009; 0.0001; False;1.34; 0.25842674; 0.060591654; 0.003424851; false;1.1; 0.026700501; 0.013135737; 5.2917E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_276.0.mata;ERR;0.07; 0.0584385; 0.0162479; 0.00042793; 7.52e-06; false;0.17; 0.0646033; 0.032317; 0.0561697; 0.0122278; 0.00950248; false;0.09; 0.0642596; 0.00419656; 0.0146398; 0.00478977; 0.0121244; false;1.32; 0.0979; 0.0000; 0.0217; 0.0008; 0.0000; False;2.06; 0.0909; 0.8771; 0.0028; 0.0240; False;1.62; 0.0957; 0.3464; 0.0091; 0.0001; False;2.69; 0.565266739; 0.029997482; 0.002182391; false;1.91; 0.117092273; 0.063983261; 2.965E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_297.0.mata;ERR;0.21; 0.188104; 0.0377589; 0.000962244; 8.839e-06; false;0.45; 0.138891; 0.110121; 0.161548; 0.0263484; 0.0262375; false;0.22; 0.157669; 0.0188028; 0.0327652; 0.00910375; 0.00924185; false;1.03; 0.1278; 0.0000; 0.0232; 0.0009; 0.0000; False;3.26; 0.2744; 1.9616; 0.0061; 0.0557; False;1.72; 0.2131; 0.6689; 0.0196; 0.0001; False;3.41; 0.709610155; 0.063997471; 0.003250472; false;2.49; 0.258482268; 0.055057349; 3.4644E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_597.0.mata;ERR;0.15; 0.121046; 0.0343421; 0.00113881; 2.1229e-05; false;0.37; 0.160154; 0.0759179; 0.132496; 0.0219137; 0.0229252; false;0.19; 0.197095; 0.0143312; 0.0320947; 0.00927505; 0.00883933; false;1.31; 0.1801; 0.0000; 0.0423; 0.0011; 0.0000; False;2.18; 0.1055; 1.1606; 0.0063; 0.0365; False;1.21; 0.1074; 0.3120; 0.0087; 0.0001; False;3.86; 1.096713239; 0.058247897; 0.00352233; false;2.22; 0.295997433; 0.071398536; 3.0525E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_657.0.mata;ERR;0.18; 0.152216; 0.0272014; 0.00078464; 7.336e-06; false;0.45; 0.146825; 0.100005; 0.229653; 0.0428719; 0.0278168; false;0.21; 0.13556; 0.0183341; 0.0389497; 0.0116692; 0.0134808; false;1.26; 0.1292; 0.0000; 0.0247; 0.0009; 0.0000; False;3.41; 0.2309; 2.0884; 0.0069; 0.0642; False;1.72; 0.1266; 0.6581; 0.0196; 0.0001; False;3.75; 0.747721448; 0.052035407; 0.002314162; false;2.4; 0.267325198; 0.063313558; 3.5127E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_670.0.mata;ERR;0.21; 0.277218; 0.0353875; 0.00104214; 8.163e-06; false;0.41; 0.2048; 0.0562032; 0.16914; 0.0246574; 0.0255119; false;0.23; 0.17166; 0.011882; 0.0313668; 0.0103896; 0.00996631; false;1.32; 0.2758; 0.0000; 0.0480; 0.0015; 0.0000; False;3.76; 0.2625; 2.5120; 0.0070; 0.0663; False;2.15; 0.2754; 0.7661; 0.0215; 0.0001; False;3.85; 0.818216707; 0.058879263; 0.001940069; false;2.91; 0.339873451; 0.06734219; 3.139E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_671.0.mata;ERR;0.23; 0.225898; 0.0418667; 0.00107421; 8.148e-06; false;0.51; 0.195357; 0.113219; 0.153895; 0.0189031; 0.0264965; false;0.24; 0.237155; 0.0199915; 0.0372268; 0.0103285; 0.010017; false;0.98; 0.1449; 0.0000; 0.0269; 0.0010; 0.0000; False;3.65; 0.2802; 2.2405; 0.0071; 0.0716; False;2.15; 0.2793; 0.8542; 0.0349; 0.0001; False;3.96; 1.089740351; 0.052913875; 0.001833125; false;2.66; 0.40026599; 0.070741215; 4.2971E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_673.0.mata;ERR;0.47; 0.37853; 0.0792644; 0.00227441; 9.596e-06; false;0.85; 0.239467; 0.296549; 0.322812; 0.042084; 0.0470973; false;0.55; 0.382684; 0.063306; 0.0688651; 0.0173012; 0.0225764; false;1.56; 0.5613; 0.0000; 0.1014; 0.0030; 0.0000; False;4.7; 0.5099; 3.5225; 0.0068; 0.0725; False;2.73; 0.5147; 1.1481; 0.0357; 0.0001; False;4.25; 1.071863269; 0.073774748; 0.001866926; false;3.48; 0.436693109; 0.07526827; 2.777E-5; false
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_678.0.mata;ERR;0.46; 0.418634; 0.0761328; 0.00212276; 9.767e-06; false;0.95; 0.366091; 0.15706; 0.329271; 0.0487308; 0.0472075; false;0.46; 0.313882; 0.0545788; 0.0824583; 0.0223375; 0.0221868; false;1.65; 0.5365; 0.0000; 0.0967; 0.0025; 0.0000; False;4.64; 0.2888; 3.6586; 0.0069; 0.0710; False;2.31; 0.5064; 0.8099; 0.0421; 0.0001; False;4.41; 1.110927811; 0.070033248; 0.001944193; false;3.18; 0.450332176; 0.075165636; 3.3233E-5; false
