name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-construction;automata-inclusion_check;automata-inclusion_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-inclusion_check;awali-inclusion_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-inclusion;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-inclusion;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-inclusion;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-brics-runtime;java-brics-construction;java-brics-inclusion_check;java-brics-inclusion_result
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;0.73; 0.512234; 0.144217; 0.0503; 0.0013;0.59;0.4439666; 0.0953434000; False;0.98; 0.73239; 0.241569; 0.00198214; false;1.41; 0.503329; 0.152781;0.1554099; 0.568048; false;1.24; 0.778558; 0.275366;0.0221492; 0.261547; false;2.11; 1.0426; 0.0000; 0.0018; False;TO;MISSING;MISSING;MISSING;MISSING;2.51; 1.1152; 0.5576; 0.0131; False;4.64;1.08326903; 0.076418335; false;3.2;0.451555708; 0.246363685; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;1.09; 0.937174; 0.218896; 0.0896; 0.0023;0.59;0.5468351; 0.1035218000; False;0.88; 0.982237; 0.182275; 0.000945594; false;1.67; 0.808048; 0.239885;0.1695183; 0.425633; false;1.22; 0.841872; 0.233112;0.021370100000000003; 0.198167; false;1.94; 0.8625; 0.0000; 0.0017; False;TO;MISSING;MISSING;MISSING;MISSING;2.3; 0.8928; 0.6814; 0.0229; False;4.64;0.92292078; 0.158236299; false;3.12;0.46934700900000004; 0.177273672; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-rhs.mata;0.97; 0.860079; 0.25027; 0.0575; 0.0024;0.55;0.4204278; 0.1019162000; False;0.69; 0.564266; 0.153177; 0.0014473; false;1.54; 0.688012; 0.219061;0.1526336; 0.506226; false;1.11; 0.719488; 0.210665;0.01914523; 0.177007; false;1.5; 0.6518; 0.0000; 0.0024; False;TO;MISSING;MISSING;MISSING;MISSING;2.54; 1.2272; 0.4685; 0.0104; False;4.66;1.232078342; 0.098321391; false;2.92;0.38441367800000004; 0.191426341; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-rhs.mata;0.62; 0.47889; 0.135154; 0.0513; 0.0017;0.59;0.4087982; 0.1003127000; False;0.72; 0.478295; 0.230117; 0.00174473; false;1.31; 0.629382; 0.139647;0.145494; 0.393867; false;0.95; 0.460177; 0.237904;0.02039204; 0.218369; false;1.61; 0.6576; 0.0000; 0.0018; False;TO;MISSING;MISSING;MISSING;MISSING;2.03; 0.6948; 0.5455; 0.0480; False;4.66;1.0873698680000001; 0.075587428; false;3.81;0.48214491299999995; 0.189994486; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-rhs.mata;1.11; 1.02578; 0.232753; 0.0816; 0.0020;0.35;0.2544112; 0.0614296000; False;1.03; 0.789495; 0.230663; 0.0024562; false;1.78; 0.77878; 0.232954;0.16179949999999999; 0.584014; false;1.23; 0.782111; 0.225031;0.020868; 0.21095; false;2.28; 1.1489; 0.0000; 0.0036; False;TO;MISSING;MISSING;MISSING;MISSING;2.83; 1.1483; 0.5653; 0.0211; False;6.31;1.2830619460000001; 0.19172856; false;3.76;0.520347397; 0.236786442; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-Bakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-rhs.mata;1.3; 0.644337; 0.181903; 0.4968; 0.0005;0.25;0.185214; 0.0334814000; False;0.85; 0.676223; 0.199263; 0.00072017; false;1.11; 0.688069; 0.210485;0.0880534; 0.150526; false;2.09; 0.415995; 0.126655;0.006986513000000001; 1.59618; false;2.76; 1.0927; 0.0000; 0.0028; False;TO;MISSING;MISSING;MISSING;MISSING;10.37; 1.0197; 8.5498; 0.0005; False;12.94;5.251162129; 0.0921688; false;4.53;0.34832247600000005; 0.843952823; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-1-rhs.mata;15.77; 0.129228; 0.0313884; 16.1631; 0.0026;TO;0.1226496;MISSING;MISSING;0.14; 0.11082; 0.0359185; 0.00185583; false;0.17; 0.110911; 0.0367415;0.01674479; 0.0151864; false;19.36; 0.114923; 0.0355743;0.00224759; 20.2193; false;0.96; 0.0960; 0.0000; 0.0015; False;TO;MISSING;MISSING;MISSING;MISSING;5.63; 0.0961; 4.7058; 0.0162; False;7.89;3.873258548; 0.18537003; false;10.03;0.131646339; 6.251053377; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-3-rhs.mata;18.5; 0.119416; 0.0341443; 18.9098; 0.0016;9.55;0.07774020000000001; 9.4642812000; False;0.15; 0.125965; 0.0377063; 0.0027193; false;0.18; 0.124334; 0.0375034;0.017918450000000002; 0.0160304; false;26.67; 0.122024; 0.0390777;0.0024861199999999996; 27.6778; false;1.36; 0.1748; 0.0000; 0.0035; False;TO;MISSING;MISSING;MISSING;MISSING;6.78; 0.1000; 5.9460; 0.0159; False;8.24;4.492165779; 0.135911932; false;9.37;0.152116974; 5.384850209; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBad-A-4-rhs.mata;18.07; 0.102332; 0.0318049; 18.6681; 0.0016;9.62;0.1244356; 9.4504860000; False;0.15; 0.126457; 0.0367549; 0.00274308; false;0.18; 0.122704; 0.0372988;0.017510110000000002; 0.0127052; false;25.31; 0.125553; 0.0363181;0.0027098499999999998; 26.2471; false;1.28; 0.1783; 0.0000; 0.0034; False;TO;MISSING;MISSING;MISSING;MISSING;11.38; 0.1801; 10.2604; 0.0342; False;9.62;5.061021682; 0.127717158; false;9.06;0.11817323; 5.869696224; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-0-rhs.mata;25.66; 0.112555; 0.033876; 26.1956; 0.0026;11.05;0.1145795; 10.9324381000; False;0.15; 0.118982; 0.0360021; 0.0025635; false;0.17; 0.11562; 0.0360443;0.01684866; 0.0122698; false;38.07; 0.115648; 0.0356291;0.00259025; 38.9561; false;0.92; 0.0996; 0.0000; 0.0020; False;TO;MISSING;MISSING;MISSING;MISSING;11.03; 0.1634; 9.8196; 0.0298; False;7.67;3.723643722; 0.150268874; false;8.47;0.162086535; 4.733601567; false
