name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-concat;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-51.mata;0.01; 0.000122;0.004825;0.001037; 0.000352; false; 0.013652;0.67; 0.000122;0.67659;0.003974;0.00112; 0.000377; false; 0.688965
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-52.mata;0.02; 0.000211;0.008431000000000001;0.00159; 0.000517; false; 0.023949;1.61; 0.000236;1.616748;0.008553;0.001879; 0.000559; false; 1.64131
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-53.mata;0.0; 5.4e-05;0.00031;0.00030900000000000003; 7.6e-05; false; 0.001367;0.06; 0.000106;0.071881;0.000406;0.000271; 5.3e-05; false; 0.073917
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-54.mata;0.0; 0.000116;0.002528;0.000589; 0.000184; false; 0.007639;0.36; 0.000111;0.367092;0.0022310000000000003;0.000626; 0.000165; false; 0.374076
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-55.mata;0.01; 0.000121;0.004703000000000001;0.001084; 0.000369; false; 0.01364;0.97; 0.000118;0.985792;0.006343;0.001546; 0.000553; false; 1.00331
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-56.mata;0.02; 0.000222;0.008726999999999999;0.00169; 0.000555; false; 0.024837;0.93; 0.00021;0.946829;0.005938;0.001416; 0.000341; false; 0.9649
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-57.mata;0.0; 8e-05;0.000453;0.00043400000000000003; 0.000101; false; 0.001942;0.07; 8.1e-05;0.08407099999999999;0.000571;0.00042699999999999997; 8.1e-05; false; 0.086779
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-58.mata;0.68; 0.004266;0.266823;0.054356; 0.001134; false; 0.740435;TO; 0.005125;26.161313;0.056261000000000005;0.013003999999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-59.mata;0.38; 0.001703;0.115632;0.03156; 0.002733; false; 0.373233;TO; 0.002602;43.804998;0.069006;0.021061;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-6.mata;0.0; 8.2e-05;0.001819;0.000534; 0.000146; false; 0.005546;0.46; 0.00016;0.472462;0.003013;0.000851; 0.00025; false; 0.482428
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-60.mata;1.67; 0.012705;0.6067750000000001;0.140024; 0.019796; false; 1.78584;TO; 0.008487;14.041394;0.096772;0.033469;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-7.mata;0.01; 0.00012;0.004679;0.000988; 0.00035; false; 0.0134;0.85; 0.000129;0.863619;0.004173;0.0013700000000000001; 0.000432; false; 0.877015
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-8.mata;0.01; 0.000127;0.004852;0.001266; 0.000455; false; 0.014602;1.52; 0.000135;1.5341339999999999;0.006246;0.001536; 0.000648; false; 1.55178
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-9.mata;0.0; 8.5e-05;0.000559;0.000575; 0.000121; false; 0.002548;0.07; 8.6e-05;0.08271500000000001;0.000578;0.000352; 7.1e-05; false; 0.085283
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-1.mata;0.05; 0.000356;0.018995;0.005806; 0.000662; false; 0.059471;8.19; 0.000391;8.231353;0.01592;0.006687; 0.000729; false; 8.28482
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-2.mata;0.0; 8.9e-05;0.000611;0.000595; 0.00013; false; 0.002651;0.08; 7.2e-05;0.08335000000000001;0.00047999999999999996;0.00035499999999999996; 5.9e-05; false; 0.085736
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-3.mata;0.0; 7.9e-05;0.000521;0.000497; 0.000113; false; 0.002325;0.08; 8.3e-05;0.08619199999999999;0.000533;0.00034500000000000004; 7.3e-05; false; 0.088628
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-4.mata;0.0; 8e-05;0.000576;0.000554; 0.000137; false; 0.002594;0.07; 7.3e-05;0.083617;0.00055;0.00033; 6.6e-05; false; 0.086048
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-5.mata;0.75; 0.004201;0.271904;0.055661; 0.006623; false; 0.775151;37.38; 0.004462;37.976616;0.224182;0.060591; 0.006235; false; 38.6509
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-1.mata;0.07; 0.000412;0.023238;0.008055; 0.002087; false; 0.075586;11.06; 0.000413;11.126787;0.019761;0.009252; 0.001729; false; 11.1969
