name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T27-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T27-rhs.mata;0.52; 0.380975; 0.163864; 0.000898; false; 0.581429;0.78; 0.223947; 0.09386; 0.467379; 0.000522; false; 0.808389
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T28-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T28-rhs.mata;0.51; 0.364541; 0.158837; 0.000948; false; 0.559875;0.65; 0.21985; 0.096928; 0.348952; 0.000375; false; 0.686069
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T29-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T29-rhs.mata;0.43; 0.374409; 0.095223; 0.000611; false; 0.488814;0.94; 0.265566; 0.15297; 0.530092; 0.000497; false; 0.981782
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;0.89; 0.623535; 0.257164; 0.022702; true; 0.961133;1.74; 0.623373; 0.179602; 0.959129; 0.004721; true; 1.8018
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;0.54; 0.370013; 0.168495; 0.013518; true; 0.592834;1.55; 0.62914; 0.249539; 0.679054; 0.002263; true; 1.61867
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;0.67; 0.391884; 0.219657; 0.027765; true; 0.705158;1.64; 0.487932; 0.245608; 0.900566; 0.004116; true; 1.70001
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;0.79; 0.458592; 0.281428; 0.02993; true; 0.849901;1.74; 0.697401; 0.291244; 0.753372; 0.004536; true; 1.81138
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBad-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBad-A-0-rhs.mata;0.36; 0.088383; 0.034653; 0.251971; true; 0.382052;0.25; 0.052433; 0.021981; 0.025756; 0.159106; true; 0.26306
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-3-rhs.mata;0.42; 0.065832; 0.026062; 0.334775; true; 0.430837;0.52; 0.113496; 0.039727; 0.0472; 0.325868; true; 0.533264
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-rhs.mata;0.55; 0.0648; 0.02855; 0.472198; true; 0.572513;0.66; 0.114822; 0.042745; 0.047243; 0.472902; true; 0.684484
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;2.19; 0.667249; 0.271555; 1.29837; true; 2.28778;2.27; 0.383368; 0.263624; 0.838647; 0.778732; true; 2.3251
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;1.54; 0.4995; 0.186295; 0.867619; true; 1.59469;2.73; 0.683823; 0.266481; 0.912288; 0.873969; true; 2.79229
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;1.51; 0.485099; 0.174953; 0.875872; true; 1.57476;2.64; 0.66709; 0.270951; 0.837045; 0.880948; true; 2.71699
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;1.57; 0.398217; 0.17213; 1.01759; true; 1.62325;2.02; 0.400023; 0.172546; 0.661273; 0.818973; true; 2.08772
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-rhs.mata;1.66; 0.678498; 0.164612; 0.851645; true; 1.73089;2.55; 0.685649; 0.267995; 0.820698; 0.799674; true; 2.62608
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-rhs.mata;0.49; 0.314354; 0.106101; 0.097011; true; 0.531888;0.79; 0.311574; 0.134779; 0.253677; 0.099805; true; 0.827506
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-rhs.mata;0.6; 0.327321; 0.126236; 0.164864; true; 0.642538;0.47; 0.183156; 0.07713; 0.149466; 0.062331; true; 0.487904
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-rhs.mata;0.53; 0.205001; 0.137848; 0.190767; true; 0.558143;0.65; 0.341901; 0.100401; 0.153804; 0.078477; true; 0.691692
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-rhs.mata;0.64; 0.313362; 0.140852; 0.192514; true; 0.671274;0.52; 0.199787; 0.082314; 0.166394; 0.079922; true; 0.545533
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-rhs.mata;0.53; 0.276439; 0.109383; 0.152437; true; 0.561174;0.62; 0.283161; 0.107225; 0.169401; 0.073545; true; 0.656039
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-rhs.mata;0.45; 0.19095; 0.116916; 0.153418; true; 0.481455;0.4; 0.192663; 0.076; 0.102837; 0.04685; true; 0.432903
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-rhs.mata;0.36; 0.188074; 0.081258; 0.10785; true; 0.391135;0.71; 0.314304; 0.119527; 0.202173; 0.091502; true; 0.750845
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-rhs.mata;0.58; 0.33371; 0.110798; 0.151933; true; 0.616962;0.64; 0.332765; 0.117872; 0.16238; 0.044447; true; 0.678633
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-rhs.mata;0.51; 0.306918; 0.107706; 0.115773; true; 0.544975;0.43; 0.180467; 0.077678; 0.126519; 0.060093; true; 0.459963
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-rhs.mata;0.36; 0.179172; 0.076404; 0.12426; true; 0.396348;0.7; 0.316103; 0.114689; 0.182979; 0.099621; true; 0.73445
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;2.79; 1.71686; 0.610747; 0.546034; true; 2.96768;3.5; 0.955059; 0.38632; 1.62764; 0.578817; true; 3.62374
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;3.85; 1.87362; 0.61991; 1.45557; true; 4.05884;5.36; 1.90513; 0.621024; 1.64199; 1.27805; true; 5.54968
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-rhs.mata;3.86; 0.252799; 0.100998; 3.52886; true; 3.89943;8.91; 0.469843; 0.169052; 0.382991; 7.93499; true; 8.98079
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-rhs.mata;6.62; 0.428693; 0.16697; 6.05742; true; 6.67972;6.45; 0.4339; 0.107467; 0.22041; 5.72164; true; 6.49805
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-rhs.mata;41.16; 0.71677; 0.291889; 40.2015; true; 41.2578;TO; 0.435704; 0.185314; 0.421163;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-rhs.mata;0.03; 0.024359; 0.012825; 0.000112; true; 0.03994;0.04; 0.023148; 0.012247; 0.010712; 0.000157; true; 0.048643
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-rhs.mata;0.05; 0.037233; 0.016442; 0.000298; true; 0.057318;0.06; 0.037545; 0.016403; 0.018894; 0.000401; true; 0.076625
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-rhs.mata;0.03; 0.024515; 0.012786; 0.000119; true; 0.039931;0.04; 0.024232; 0.012722; 0.011101; 0.00017; true; 0.050846
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-rhs.mata;0.04; 0.037779; 0.01636; 0.000293; true; 0.057818;0.07; 0.037671; 0.016604; 0.018569; 0.000381; true; 0.076587
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-rhs.mata;0.05; 0.037557; 0.016541; 0.000309; true; 0.057745;0.07; 0.037665; 0.016622; 0.019205; 0.000397; true; 0.077371
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-rhs.mata;0.04; 0.037609; 0.016531; 0.000306; true; 0.057793;0.07; 0.037844; 0.016657; 0.019299; 0.000404; true; 0.077583
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-rhs.mata;0.02; 0.020129; 0.011356; 1.9e-05; true; 0.033693;0.03; 0.01965; 0.011107; 0.009729; 2e-05; true; 0.042674
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-rhs.mata;0.02; 0.019721; 0.010843; 2.4e-05; true; 0.032601;0.03; 0.020615; 0.011176; 0.009874; 6.7e-05; true; 0.043868
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-rhs.mata;0.02; 0.020396; 0.011384; 1.9e-05; true; 0.03398;0.03; 0.019997; 0.0114; 0.010224; 2e-05; true; 0.043902
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-rhs.mata;0.02; 0.021113; 0.011358; 4.9e-05; true; 0.034726;0.03; 0.021038; 0.011335; 0.009821; 9.3e-05; true; 0.044461
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-rhs.mata;0.02; 0.020126; 0.011028; 2.6e-05; true; 0.033281;0.03; 0.019887; 0.011084; 0.009655; 6.5e-05; true; 0.042777
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-rhs.mata;0.02; 0.02085; 0.011342; 4.7e-05; true; 0.034433;0.03; 0.020637; 0.011297; 0.009802; 9.4e-05; true; 0.044012
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-rhs.mata;0.03; 0.024764; 0.013373; 0.000115; true; 0.040864;0.04; 0.024504; 0.012582; 0.011451; 0.00018; true; 0.051268
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-rhs.mata;0.02; 0.020961; 0.011384; 4.8e-05; true; 0.034606;0.03; 0.020875; 0.011327; 0.009953; 9.4e-05; true; 0.044445
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-rhs.mata;0.03; 0.02482; 0.012914; 0.000117; true; 0.040427;0.04; 0.024903; 0.01306; 0.011548; 0.000178; true; 0.052351
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-rhs.mata;0.98; 0.690024; 0.263082; 0.027932; true; 1.04414;2.04; 0.686008; 0.25725; 1.11115; 0.002499; true; 2.12073
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-rhs.mata;0.51; 0.375179; 0.143986; 0.00645; true; 0.558353;0.69; 0.221423; 0.098342; 0.375768; 0.001737; true; 0.722903
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-rhs.mata;0.48; 0.348281; 0.150904; 0.007725; true; 0.544526;1.1; 0.395482; 0.145424; 0.568701; 0.003374; true; 1.14809
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-rhs.mata;0.54; 0.391137; 0.156432; 0.007081; true; 0.5925;0.71; 0.230186; 0.10173; 0.390615; 0.002241; true; 0.748204
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-rhs.mata;0.87; 0.68417; 0.173359; 0.018629; true; 0.922115;2.02; 0.680335; 0.267329; 1.07352; 0.003971; true; 2.08671
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-rhs.mata;0.45; 0.314543; 0.14167; 0.006487; true; 0.496853;0.87; 0.396297; 0.083346; 0.414135; 0.003321; true; 0.913812
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-rhs.mata;0.47; 0.308448; 0.15989; 0.00742; true; 0.510493;0.86; 0.398804; 0.09854; 0.38279; 0.001835; true; 0.905118
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-rhs.mata;0.54; 0.411645; 0.14384; 0.007622; true; 0.595148;1.04; 0.407797; 0.135314; 0.522453; 0.003162; true; 1.09608
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-rhs.mata;0.33; 0.234349; 0.102076; 0.003961; true; 0.363784;1.14; 0.427057; 0.160894; 0.568026; 0.00381; true; 1.20028
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-rhs.mata;0.36; 0.241502; 0.105681; 0.00782; true; 0.393928;1.1; 0.39724; 0.156661; 0.554824; 0.002097; true; 1.14565
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-rhs.mata;0.33; 0.255573; 0.085489; 0.003783; true; 0.362109;1.07; 0.404935; 0.136389; 0.5414; 0.003255; true; 1.11641
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-rhs.mata;0.32; 0.239982; 0.106051; 0.003521; true; 0.3722;1.15; 0.434394; 0.166224; 0.567944; 0.00369; true; 1.20893
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-rhs.mata;0.55; 0.393987; 0.160887; 0.006787; true; 0.599759;0.71; 0.240705; 0.106176; 0.372681; 0.001804; true; 0.743023
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-rhs.mata;0.58; 0.435684; 0.161903; 0.003318; true; 0.633056;0.89; 0.388762; 0.143687; 0.373376; 0.002065; true; 0.931321
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-rhs.mata;0.34; 0.242203; 0.104087; 0.003763; true; 0.374141;0.75; 0.321035; 0.101703; 0.340265; 0.00169; true; 0.785152
