name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08692.mata;0.0; 0.002988; 0.00153; 0.000224; 0.000135; false; 0.006436;0.01; 0.002898; 0.003358; 0.001495; 0.000234; 0.000132; false; 0.009444
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08717.mata;0.01; 0.011671; 0.001878; 0.000173; 4.1e-05; false; 0.016373;0.02; 0.011466; 0.008968; 0.001939; 0.000159; 0.000121; false; 0.025044
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08769.mata;0.06; 0.045925; 0.013876; 0.000944; 9.8e-05; false; 0.069654;0.1; 0.048961; 0.033531; 0.014311; 0.001125; 0.000103; false; 0.109008
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08817.mata;0.07; 0.048743; 0.014684; 0.001258; 0.000145; false; 0.075697;0.1; 0.049547; 0.034138; 0.014798; 0.001192; 0.000134; false; 0.110719
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08868.mata;0.07; 0.029265; 0.016617; 0.005042; 0.000478; false; 0.073004;1.17; 0.028142; 1.14406; 0.014823; 0.004603; 0.000406; false; 1.21056
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08891.mata;0.09; 0.084576; 0.004057; 0.000181; 0.000117; false; 0.102169;0.24; 0.081004; 0.1585; 0.004339; 0.000157; 0.000104; false; 0.257589
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08893.mata;0.0; 0.001318; 0.001091; 0.000151; 8.4e-05; false; 0.003547;0.0; 0.001241; 0.001397; 0.001021; 0.000146; 8e-05; false; 0.00476
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08923.mata;0.0; 0.001881; 0.000554; 5.8e-05; 4.6e-05; false; 0.00327;0.0; 0.001775; 0.001596; 0.000578; 6.1e-05; 4.9e-05; false; 0.004814
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08956.mata;0.1; 0.088419; 0.007243; 0.000412; 0.000298; false; 0.113877;0.56; 0.086648; 0.466362; 0.007915; 0.000394; 0.000248; false; 0.578909
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09008.mata;0.0; 0.001022; 0.002891; 0.000134; 9.5e-05; false; 0.004942;0.0; 0.000948; 0.001585; 0.002609; 0.000162; 9.5e-05; false; 0.006243
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09052.mata;0.1; 0.088493; 0.007481; 0.000558; 0.000305; false; 0.114801;0.55; 0.084999; 0.470383; 0.00789; 0.000395; 0.000247; false; 0.580613
