name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.01; 0.012063; 0.007459;8e-06;5.999999999999999e-06; 1.2e-05; true; 0.020647;0.01; 0.01221; 0.0069;0.000651;7e-06;4.9999999999999996e-06; 7e-06; true; 0.020794
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.03; 0.033114; 0.012004;1.6e-05;9e-06; 7e-06; true; 0.046765;0.04; 0.032739; 0.01779;0.001999;1.6e-05;5.999999999999999e-06; 5e-06; true; 0.055238
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.03; 0.031152; 0.014489;0.00039499999999999995;9.9e-05; 8e-06; true; 0.048985;0.03; 0.022628; 0.014439;0.0037059999999999997;0.000198;4.9e-05; 1.6e-05; true; 0.043986
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.04; 0.037092; 0.010553;9.9e-05;3.4e-05; 6e-06; true; 0.050112;0.05; 0.037704; 0.016799;0.002644;0.000102;2.7000000000000002e-05; 6e-06; true; 0.060516
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.07; 0.047478; 0.026074;0.002703;0.001081; 0.000428; false; 0.084603;0.12; 0.084977; 0.034212;0.014598999999999999;0.000535;0.000137; 9.7e-05; false; 0.140484
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;0.05; 0.037058; 0.014009;0.003007;0.001209; 0.000353; false; 0.059719;0.03; 0.029261; 0.008723;0.004642;0.000254;8.7e-05; 3.5e-05; false; 0.044514
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.06; 0.047685; 0.024354;0.000468;0.000103; 7e-06; true; 0.077137;0.07; 0.060387; 0.014718;0.0023550000000000003;6.8e-05;2.1e-05; 8e-06; true; 0.080268
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.1; 0.081185; 0.025708;0.00026100000000000006;8.199999999999999e-05; 7e-06; true; 0.110794;0.09; 0.083361; 0.017813;0.003616;8.7e-05;2.8e-05; 7e-06; true; 0.107238
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.03; 0.028106; 0.011812;0.000152;6.3e-05; 8e-06; true; 0.041701;0.02; 0.01534; 0.007985;0.001163;8.5e-05;3.2999999999999996e-05; 7e-06; true; 0.026158
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.09; 0.072922; 0.029591;0.00023799999999999998;7.7e-05; 1e-05; true; 0.10846;0.1; 0.073872; 0.030713;0.008551999999999999;7.7e-05;4.4e-05; 5e-06; true; 0.11715
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.4; 0.354846; 0.076253;0.004725999999999999;0.0018349999999999998; 0.002734; true; 0.449313;0.27; 0.235652; 0.051538;0.008915;0.000428;0.000168; 9.1e-05; true; 0.301002
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.06; 0.044694; 0.020234;9.300000000000001e-05;3.5e-05; 7e-06; true; 0.067803;0.11; 0.081592; 0.029791;0.009279;0.000126;3.6e-05; 7e-06; true; 0.125084
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.04; 0.0375; 0.014692;0.00019399999999999997;6.6e-05; 7e-06; true; 0.054234;0.02; 0.019059; 0.008707;0.000965;9e-05;3e-05; 8e-06; true; 0.030086
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.017159; 0.010129;0.000125;5.4e-05; 9.2e-05; true; 0.029577;0.02; 0.017869; 0.010287;0.002203;5.8e-05;3.1e-05; 5.2e-05; true; 0.032314
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.51; 0.392335; 0.154629;5.6999999999999996e-05;2.6000000000000002e-05; 9e-06; true; 0.56881;0.66; 0.422702; 0.148246;0.10917;0.00010300000000000001;2.5e-05; 1.1e-05; true; 0.715731
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.1; 0.085741; 0.025619;0.000266;7.999999999999999e-05; 4.3e-05; false; 0.11536;0.06; 0.046816; 0.016513;0.0038169999999999996;7.500000000000001e-05;3.4e-05; 3e-05; false; 0.069426
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.06; 0.041654; 0.023762;0.00011899999999999999;5.9e-05; 7e-06; true; 0.070055;0.13; 0.072418; 0.04092;0.028565;0.000136;4.5e-05; 9e-06; true; 0.149685
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.01; 0.014467; 0.008062;9e-06;4.9999999999999996e-06; 6e-06; true; 0.023542;0.02; 0.015002; 0.012076;0.0011029999999999998;1.2000000000000002e-05;8.000000000000001e-06; 7e-06; true; 0.029948
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.04; 0.030256; 0.015917;2.7e-05;1.3000000000000001e-05; 1e-05; true; 0.048441;0.03; 0.030871; 0.010234;0.0011020000000000001;1.3000000000000001e-05;7e-06; 6e-06; true; 0.043688
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.03; 0.02492; 0.013486;2.2000000000000003e-05;1.2000000000000002e-05; 8e-06; true; 0.040689;0.01; 0.012991; 0.008415;0.001037;1.2000000000000002e-05;4.9999999999999996e-06; 7e-06; true; 0.024105
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.05; 0.037373; 0.01893;2.6000000000000002e-05;1.2000000000000002e-05; 9e-06; true; 0.05917;0.05; 0.038752; 0.018068;0.0025830000000000002;2e-05;7e-06; 6e-06; true; 0.062106
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.01; 0.006017; 0.007351;1.5e-05;7e-06; 6e-06; true; 0.014589;0.01; 0.005714; 0.00712;0.0009729999999999999;1.3000000000000001e-05;3e-06; 4e-06; true; 0.015142
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.02; 0.017257; 0.009519;1.6e-05;1.1000000000000001e-05; 8e-06; true; 0.028654;0.02; 0.017335; 0.009352;0.0015970000000000001;1.6e-05;6.999999999999999e-06; 5e-06; true; 0.030524
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.04; 0.031041; 0.015844;1.7e-05;1.4000000000000001e-05; 8e-06; true; 0.048925;0.04; 0.031166; 0.015675;0.001662;1.2000000000000002e-05;7e-06; 6e-06; true; 0.050679
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.04; 0.035432; 0.014275;1.1000000000000001e-05;7e-06; 6e-06; true; 0.051272;0.03; 0.027429; 0.00957;0.000717;1.3000000000000001e-05;4.9999999999999996e-06; 6e-06; true; 0.03896
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.05; 0.046463; 0.021192;1.8e-05;9e-06; 1e-05; true; 0.070701;0.06; 0.046772; 0.015358;0.00467;8e-06;4e-06; 7e-06; true; 0.068753
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.04; 0.030217; 0.015745;1.5e-05;8e-06; 7e-06; true; 0.048238;0.02; 0.016718; 0.010764;0.001072;7e-06;5.999999999999999e-06; 8e-06; true; 0.030067
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.05; 0.027186; 0.024085;1.6e-05;8e-06; 9e-06; true; 0.05453;0.07; 0.050497; 0.026396;0.0030350000000000004;1.1e-05;6.999999999999999e-06; 7e-06; true; 0.083689
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.03; 0.022193; 0.013625;1.2000000000000002e-05;4.9999999999999996e-06; 6e-06; true; 0.037725;0.05; 0.037379; 0.018758;0.002136;1.2e-05;8e-06; 8e-06; true; 0.061557
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.12; 0.092245; 0.042057;1.2000000000000002e-05;7e-06; 8e-06; true; 0.14068;0.17; 0.112502; 0.048522;0.025664;9e-06;6.999999999999999e-06; 8e-06; true; 0.193116
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.06; 0.042082; 0.029948;1.4000000000000001e-05;8.000000000000001e-06; 8e-06; true; 0.077734;0.09; 0.045531; 0.029869;0.023060999999999998;1e-05;6.999999999999999e-06; 1e-05; true; 0.103891
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.04; 0.028146; 0.016864;1.2000000000000002e-05;6e-06; 8e-06; true; 0.047353;0.04; 0.028425; 0.016846;0.002327;7e-06;7e-06; 7e-06; true; 0.050078
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.09; 0.073771; 0.030508;1.8e-05;1e-05; 7e-06; true; 0.107248;0.1; 0.074808; 0.030892;0.008815;2.6000000000000002e-05;1.1999999999999999e-05; 1.1e-05; true; 0.119676
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.1; 0.084039; 0.028329;1e-05;5.999999999999999e-06; 7e-06; true; 0.116343;0.07; 0.050739; 0.030376;0.005645;9e-06;7e-06; 7e-06; true; 0.091226
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.09; 0.073686; 0.029751;1.7e-05;7e-06; 8e-06; true; 0.107774;0.07; 0.04489; 0.029692;0.009793;1.1000000000000001e-05;5.999999999999999e-06; 6e-06; true; 0.089121
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.03; 0.023992; 0.012006;1e-05;7e-06; 6e-06; true; 0.03738;0.03; 0.025938; 0.012053;0.001111;5.999999999999999e-06;5.999999999999999e-06; 8e-06; true; 0.040549
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.05; 0.0427; 0.016168;2.4e-05;1.2000000000000002e-05; 8e-06; true; 0.06092;0.03; 0.024441; 0.01139;0.001304;1.2000000000000002e-05;5.999999999999999e-06; 8e-06; true; 0.038476
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.14; 0.108803; 0.044609;7.199999999999999e-05;1.5e-05; 8e-06; true; 0.160853;0.1; 0.064019; 0.02827;0.013375;3.2999999999999996e-05;8e-06; 1.1e-05; true; 0.110351
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.04; 0.033022; 0.013713;0.00016;5.6999999999999996e-05; 6e-06; true; 0.048784;0.02; 0.01876; 0.009071;0.001294;5.2000000000000004e-05;3.2e-05; 6e-06; true; 0.030601
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.03; 0.022493; 0.011923;0.00023700000000000001;7.099999999999999e-05; 7e-06; true; 0.037169;0.03; 0.022964; 0.011155;0.0023179999999999997;0.000127;4.1e-05; 8e-06; true; 0.038701
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.02; 0.017493; 0.008356;1.3000000000000001e-05;7e-06; 6e-06; true; 0.026959;0.03; 0.031036; 0.012378;0.0021170000000000004;1.4000000000000001e-05;8.000000000000001e-06; 6e-06; true; 0.047324
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.07; 0.063074; 0.016754;7.999999999999999e-05;3.4e-05; 7e-06; true; 0.082086;0.09; 0.062754; 0.022746;0.006304000000000001;2.9e-05;1.4000000000000001e-05; 8e-06; true; 0.095012
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata;0.04; 0.029768; 0.015389;1.7e-05;7e-06; 6e-06; true; 0.047022;0.07; 0.054444; 0.023776;0.003178;1.9e-05;8e-06; 7e-06; true; 0.084737
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata;0.05; 0.035326; 0.025666;3.8e-05;1.8e-05; 6e-06; true; 0.064298;0.07; 0.048062; 0.027695;0.004022;3.2999999999999996e-05;2.9e-05; 7e-06; true; 0.084517
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;0.06; 0.051071; 0.020511;4.7e-05;1.8e-05; 7e-06; true; 0.074562;0.05; 0.044465; 0.013382;0.0019299999999999999;2.2000000000000003e-05;2.1000000000000002e-05; 6e-06; true; 0.061518
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.1; 0.0817; 0.031983;3.899999999999999e-05;1.3000000000000001e-05; 9e-06; true; 0.11916;0.06; 0.047119; 0.020971;0.00684;1.9e-05;8e-06; 7e-06; true; 0.078594
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.05; 0.038361; 0.016411;0.000137;3.8e-05; 8e-06; true; 0.057728;0.02; 0.020929; 0.010595;0.0016749999999999998;7e-05;3.2e-05; 8e-06; true; 0.035108
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.48; 0.400805; 0.105795;7.699999999999999e-05;2.7000000000000002e-05; 9e-06; true; 0.525194;0.56; 0.402633; 0.122491;0.06715499999999999;6.8e-05;4.9e-05; 1e-05; true; 0.620526
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.05; 0.042037; 0.017184;9.999999999999999e-06;4.9999999999999996e-06; 5e-06; true; 0.06175;0.11; 0.073646; 0.029103;0.012759;1.2000000000000002e-05;8e-06; 8e-06; true; 0.121017
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.09; 0.06353; 0.033229;0.001084;0.00043200000000000004; 1.1e-05; true; 0.103662;0.17; 0.111823; 0.053128;0.014731000000000001;0.000528;0.000136; 1e-05; true; 0.187999
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.05; 0.036456; 0.018453;0.001092;0.0005350000000000001; 8e-06; true; 0.059792;0.05; 0.037241; 0.016467;0.007392;0.000325;9.499999999999999e-05; 6e-06; true; 0.064532
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.12; 0.093293; 0.047612;0.000375;0.000183; 9e-06; true; 0.14986;0.27; 0.162081; 0.076558;0.048884;0.000133;3.5000000000000004e-05; 1.3e-05; true; 0.301369
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.07; 0.050909; 0.02918;0.000592;0.000149; 7e-06; true; 0.085725;0.15; 0.093399; 0.044937;0.016107;0.000237;6.2e-05; 8e-06; true; 0.162418
