name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;0.22; 0.166757; 0.070162; 0.000526; 0.000476; 0.000128; false; 0.247086;0.29; 0.2047; 0.043965; 0.065406; 0.000382; 0.000205; 8.2e-05; false; 0.320099
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;0.34; 0.282895; 0.078092; 0.000744; 0.001141; 0.000165; false; 0.37628;0.46; 0.277676; 0.071529; 0.137791; 0.000759; 0.000369; 0.000138; false; 0.497599
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;0.24; 0.202783; 0.054729; 0.000346; 0.000349; 6.1e-05; false; 0.266958;0.54; 0.314931; 0.0743; 0.177969; 0.000871; 0.000424; 0.000149; false; 0.580913
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;0.41; 0.339534; 0.091675; 0.000747; 0.00063; 8.3e-05; false; 0.445023;0.36; 0.192938; 0.05663; 0.132698; 0.000458; 0.000253; 0.000103; false; 0.391203
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;0.29; 0.215124; 0.090669; 0.000922; 0.000939; 0.00013; false; 0.326166;0.48; 0.283064; 0.059104; 0.163361; 0.000511; 0.000266; 6.5e-05; false; 0.51629
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;0.45; 0.371021; 0.097826; 0.000866; 0.000865; 0.000137; false; 0.484833;0.76; 0.39299; 0.112606; 0.282259; 0.001166; 0.000832; 0.000113; false; 0.807952
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;0.5; 0.415561; 0.110547; 0.001386; 0.001009; 0.000131; false; 0.545035;0.82; 0.401576; 0.115451; 0.324576; 0.001182; 0.000833; 0.000144; false; 0.862159
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;0.29; 0.24349; 0.074365; 0.000505; 0.000645; 0.000107; false; 0.330682;0.58; 0.26597; 0.076888; 0.268461; 0.000725; 0.000716; 0.000137; false; 0.624969
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;0.33; 0.275559; 0.075737; 0.000546; 0.000859; 0.000106; false; 0.364111;0.77; 0.450639; 0.08583; 0.278996; 0.000616; 0.000337; 7.9e-05; false; 0.827722
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;0.41; 0.381578; 0.072648; 0.000529; 0.000532; 9.6e-05; false; 0.465855;0.63; 0.277749; 0.072812; 0.310061; 0.000633; 0.000324; 7.7e-05; false; 0.671663
