name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1767.0.mata;0.06; 0.05959; 0.008593; 0.000516; 0.000216; false; 0.076567;0.08; 0.064227; 0.010992; 0.002793; 0.000202; 6.1e-05; false; 0.086192
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1770.0.mata;0.07; 0.062111; 0.008662; 0.000867; 0.000215; false; 0.079751;0.07; 0.059523; 0.010119; 0.002853; 0.000226; 8e-05; false; 0.07957
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1777.0.mata;0.11; 0.096168; 0.011175; 0.000894; 0.000335; false; 0.120349;0.1; 0.09256; 0.015225; 0.00267; 0.000203; 8.2e-05; false; 0.121103
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1778.0.mata;0.04; 0.045283; 0.005235; 0.000581; 0.000256; false; 0.057671;0.09; 0.082723; 0.013346; 0.002081; 0.000207; 8.8e-05; false; 0.108434
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1781.0.mata;0.05; 0.05036; 0.005708; 0.00045; 0.000169; false; 0.063552;0.12; 0.098416; 0.015647; 0.002857; 0.000273; 0.000134; false; 0.128153
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1784.0.mata;0.07; 0.063697; 0.009284; 0.001007; 0.000328; false; 0.083346;0.07; 0.065094; 0.012364; 0.00282; 0.000248; 6.2e-05; false; 0.088162
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1785.0.mata;0.06; 0.054541; 0.006764; 0.001132; 0.000322; false; 0.070716;0.11; 0.093075; 0.014447; 0.002667; 0.000192; 0.0001; false; 0.120743
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1786.0.mata;0.06; 0.052307; 0.006007; 0.000714; 0.000218; false; 0.066146;0.1; 0.092684; 0.016198; 0.002677; 0.000231; 0.000102; false; 0.122222
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1789.0.mata;0.11; 0.093936; 0.010814; 0.000649; 0.000303; false; 0.11647;0.06; 0.051508; 0.00848; 0.001394; 0.000127; 5.3e-05; false; 0.067497
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_179.0.mata;0.02; 0.02502; 0.003465; 0.000207; 9.4e-05; false; 0.031999;0.03; 0.02473; 0.003909; 0.001345; 7.6e-05; 4e-05; false; 0.032545
