name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result;java-brics-interpretation;java-brics-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;1.63;0.159807357;0.083107964; 0.024832067; true; 0.128189742; 0.444693453;1.19;0.042514434;0.00533505; 0.002132672; true; 0.014288058; 0.200897165;0.04; 0.036784; 0.014443;0.000214;7e-05; 8e-06; true; 0.053422;0.02; 0.021302; 0.00891;0.0009580000000000001;6.2e-05;3.7e-05; 6e-06; true; 0.032383;0.03; 0.027412; 0.014452;0.000222;7.199999999999999e-05; 9e-06; true; 0.043941
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;1.63;0.35325365200000003;0.07518105400000001; 0.012858668; true; 0.106372371; 0.644172381;1.3;0.133308232;0.02961585; 0.005075201; true; 0.093161975; 0.442388183;0.04; 0.030646; 0.016586;0.00023700000000000001;8.400000000000001e-05; 0.000169; true; 0.051095;0.03; 0.021603; 0.01155;0.0036609999999999998;9.5e-05;4.7000000000000004e-05; 4.6e-05; true; 0.040207;0.04; 0.034098; 0.016887;0.000268;8.7e-05; 0.000177; true; 0.054571
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;7.12;3.0556367190000002;0.13653158499999998; 0.040157036; true; 0.183189183; 3.794897446;3.84;0.400486087;0.009116686; 0.068346616; true; 0.088069437; 1.381640442;0.61; 0.449608; 0.197599;0.00010400000000000001;3.2e-05; 1.4e-05; true; 0.68482;0.48; 0.296936; 0.137416;0.070648;7.099999999999999e-05;1.8e-05; 9e-06; true; 0.527449;0.64; 0.4667; 0.193035;0.000106;3.4e-05; 9e-06; true; 0.694852
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;2.61;0.5632145470000001;0.044315221; 0.074877795; false; 0.139605764; 0.924529338;1.81;0.039120098;0.004252459; 0.161164374; false; 0.185050864; 0.516504829;0.1; 0.086142; 0.02791;0.000289;8.5e-05; 4.6e-05; false; 0.118504;0.1; 0.084884; 0.026213;0.0071790000000000005;0.000137;5.5e-05; 8.4e-05; false; 0.122714;0.1; 0.087705; 0.027287;0.000278;7.9e-05; 4.8e-05; false; 0.119203
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;3.26;0.541630191;0.18680424399999998; 0.045445045; true; 0.266221946; 1.121240363;2.14;0.136264946;0.007996631; 0.120668143; true; 0.142351266; 0.551607934;0.11; 0.071585; 0.043777;0.00022899999999999998;8.4e-05; 1.2e-05; true; 0.12451;0.13; 0.076207; 0.041419;0.025762999999999998;0.000134;4.2e-05; 1.2e-05; true; 0.151905;0.08; 0.050548; 0.03967;0.000281;7.299999999999999e-05; 7e-06; true; 0.098068
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.53;0.17124200100000003;0.106359755; 0.018665244; true; 0.138127525; 0.552498331;1.17;0.030336335;0.002595619; 0.00415763; true; 0.015323132; 0.155212367;0.03; 0.027318; 0.01189;1.5e-05;7e-06; 9e-06; true; 0.04084;0.03; 0.026259; 0.011662;0.001082;1.2000000000000002e-05;7e-06; 1.4e-05; true; 0.040547;0.03; 0.026774; 0.01259;1.5e-05;9e-06; 1.1e-05; true; 0.041102
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;1.54;0.240906223;0.039200957; 0.010925618; true; 0.056673219; 0.496174012;1.29;0.116587443;0.002510189; 0.011010264; true; 0.020656985; 0.40496307;0.04; 0.031545; 0.01613;2.5e-05;1.4000000000000001e-05; 1.1e-05; true; 0.049994;0.05; 0.031128; 0.017782;0.001986;2.6000000000000002e-05;1.3e-05; 1e-05; true; 0.053619;0.03; 0.030677; 0.015862;3e-05;1.5e-05; 9e-06; true; 0.048766
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;1.6;0.259002369;0.070603706; 0.022152601; true; 0.100210685; 0.537911837;1.25;0.044988112;0.0033787080000000002; 0.001885916; true; 0.011506458; 0.199897061;0.03; 0.024953; 0.014462;3e-05;1.4999999999999999e-05; 1e-05; true; 0.042233;0.04; 0.026136; 0.014612;0.0017330000000000002;1.7e-05;9e-06; 8e-06; true; 0.045377;0.03; 0.024571; 0.014267;2.6000000000000002e-05;1.1000000000000001e-05; 9e-06; true; 0.041356
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;2.06;0.34859146999999996;0.070903071; 0.034705235; true; 0.11418474; 0.619022197;1.42;0.10133562199999999;0.009028406999999999; 0.014402445; true; 0.035946245; 0.339655917;0.05; 0.036821; 0.018677;2.7000000000000002e-05;1.4e-05; 1e-05; true; 0.05844;0.04; 0.030184; 0.017497;0.002818;2.3e-05;9e-06; 8e-06; true; 0.052495;0.05; 0.038417; 0.018937;2.9e-05;1.3000000000000001e-05; 9e-06; true; 0.060428
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;1.61;0.20484415699999997;0.115910011; 0.018770466; true; 0.158068892; 0.541309936;1.21;0.033043547;0.022201518; 0.001329969; true; 0.034088544; 0.206901631;0.01; 0.009943; 0.011213;2.8e-05;1.4e-05; 9e-06; true; 0.023273;0.02; 0.01088; 0.011111;0.00166;2.4e-05;8e-06; 8e-06; true; 0.025765;0.02; 0.010298; 0.010817;4.0999999999999994e-05;1.6e-05; 1e-05; true; 0.023349
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;1.78;0.22977776200000002;0.045345309; 0.030016354; true; 0.08646882; 0.567149213;1.12;0.063290218;0.002431523; 0.00383685; true; 0.015982588; 0.210206534;0.04; 0.03025; 0.015653;2.7000000000000002e-05;1.4e-05; 1e-05; true; 0.048839;0.04; 0.030156; 0.015117;0.002341;2.2000000000000003e-05;9e-06; 9e-06; true; 0.050498;0.03; 0.029958; 0.014345;2.7000000000000002e-05;1.3000000000000001e-05; 9e-06; true; 0.04703
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;1.53;0.170608858;0.052103762; 0.007239469; true; 0.066479862; 0.399316116;1.26;0.058694858;0.003398984; 0.013612293; true; 0.047629377; 0.365413608;0.02; 0.01983; 0.010398;1.1000000000000001e-05;5.999999999999999e-06; 8e-06; true; 0.03164;0.03; 0.025104; 0.009966;0.00099;9e-06;5.999999999999999e-06; 8e-06; true; 0.037457;0.04; 0.030715; 0.017446;1.1000000000000001e-05;8e-06; 7e-06; true; 0.050018
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.65;0.30248749999999996;0.07136551299999999; 0.018372275; true; 0.106286211; 0.631258865;1.16;0.030702227;0.002923758; 0.005213402; true; 0.015400727; 0.160518805;0.04; 0.035792; 0.014898;1.8e-05;1e-05; 9e-06; true; 0.052683;0.04; 0.034494; 0.015465;0.001241;1.2000000000000002e-05;9.999999999999999e-06; 1e-05; true; 0.053287;0.04; 0.034014; 0.015564;1.4e-05;8e-06; 8e-06; true; 0.051415
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;1.91;0.342461645;0.059650232000000004; 0.030637392; true; 0.117405658; 0.706367535;1.55;0.130285529;0.002825618; 0.02515386; true; 0.047437102; 0.391202342;0.05; 0.035516; 0.023901;2.4e-05;1.2e-05; 1.3e-05; true; 0.063214;0.07; 0.050165; 0.024081;0.008151;1.4e-05;8.000000000000001e-06; 1.5e-05; true; 0.086248;0.06; 0.049341; 0.023282;1.7e-05;1e-05; 9e-06; true; 0.075881
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;1.82;0.380274081;0.108478569; 0.02138846; true; 0.1401592; 0.714203388;1.31;0.056164189;0.002602082; 0.001416831; true; 0.033095937; 0.387583055;0.03; 0.023546; 0.016135;1.8e-05;8e-06; 9e-06; true; 0.04226;0.04; 0.0312; 0.018047;0.001808;9e-06;9e-06; 9e-06; true; 0.053569;0.04; 0.029036; 0.016433;1.3e-05;7e-06; 8e-06; true; 0.047815
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;1.99;0.41864253900000004;0.053850273000000004; 0.050161088; true; 0.122001771; 0.729257953;1.41;0.050479944;0.00267849; 0.010526536; true; 0.0366445; 0.284296157;0.07; 0.051274; 0.027575;2e-05;8e-06; 9e-06; true; 0.082598;0.07; 0.049957; 0.025682;0.003162;2.1000000000000002e-05;8e-06; 9e-06; true; 0.082578;0.04; 0.032253; 0.01975;1.2000000000000002e-05;4e-06; 7e-06; true; 0.054016
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;1.78;0.244220423;0.040846355; 0.01198356; true; 0.060699112; 0.567866073;1.16;0.08671933000000001;0.002498238; 0.003489437; true; 0.013144081; 0.455511612;0.05; 0.040581; 0.022377;1.9e-05;8e-06; 1e-05; true; 0.06653;0.05; 0.041103; 0.021492;0.00267;1.4000000000000001e-05;9e-06; 1.1e-05; true; 0.068765;0.04; 0.039648; 0.015929;1e-05;1.7e-05; 6e-06; true; 0.057554
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;3.77;0.8918706399999999;0.140103274; 0.102855196; true; 0.250425656; 1.510915361;2.55;0.20321935800000002;0.01928843; 0.132516996; true; 0.175951599; 0.725285089;0.2; 0.141562; 0.071994;2e-05;9.999999999999999e-06; 1.2e-05; true; 0.226228;0.23; 0.135721; 0.075137;0.039635000000000004;1.2000000000000002e-05;1e-05; 1e-05; true; 0.263665;0.19; 0.135181; 0.070215;1.7e-05;8e-06; 8e-06; true; 0.216986
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;2.47;0.568197041;0.13606441600000002; 0.03346789; true; 0.234015779; 1.140376005;1.54;0.214470284;0.024036118000000002; 0.027053498; true; 0.068146335; 0.6513196;0.07; 0.044014; 0.030665;1.8e-05;9e-06; 1e-05; true; 0.080579;0.09; 0.046132; 0.029924;0.022736999999999997;1.4999999999999999e-05;9e-06; 1.8e-05; true; 0.104844;0.07; 0.044385; 0.030024;1.5e-05;1.7e-05; 1.1e-05; true; 0.07933
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;2.19;0.459501062;0.08437107500000002; 0.033803049; true; 0.129641561; 0.938229195;1.38;0.124343557;0.0021723180000000003; 0.005861642; true; 0.032011539; 0.551670153;0.06; 0.044786; 0.020164;1.6e-05;9e-06; 9e-06; true; 0.068726;0.07; 0.05058; 0.025098;0.0039900000000000005;1.2000000000000002e-05;8.000000000000001e-06; 9e-06; true; 0.083648;0.06; 0.049134; 0.025062;1.6e-05;7e-06; 8e-06; true; 0.077702
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;2.75;0.49189302399999996;0.087646794; 0.137201589; true; 0.232058135; 0.969482663;1.67;0.07116193300000001;0.002710113; 0.09588016; true; 0.105465539; 0.405730596;0.09; 0.074257; 0.030618;3.2e-05;1.3000000000000001e-05; 1e-05; true; 0.109634;0.11; 0.080695; 0.030862;0.009959;2.4e-05;9.999999999999999e-06; 1.7e-05; true; 0.125953;0.08; 0.063578; 0.032054;3e-05;1.3000000000000001e-05; 8e-06; true; 0.099912
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;3.07;0.804535725;0.05757632099999999; 0.138319951; true; 0.205977875; 1.277784319;2.28;0.064625611;0.002470461; 0.494647574; true; 0.516841358; 0.760058802;0.1; 0.083512; 0.032174;1.4000000000000001e-05;1.4000000000000001e-05; 1e-05; true; 0.120248;0.09; 0.07549; 0.027973;0.006739;9e-06;6.999999999999999e-06; 1e-05; true; 0.114499;0.1; 0.082438; 0.030431;1.4000000000000001e-05;7e-06; 9e-06; true; 0.11707
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;2.71;0.765277028;0.076110206; 0.04761642; true; 0.13536049; 1.30635761;1.88;0.11476805200000001;0.010279312; 0.162351001; true; 0.202955562; 0.644327958;0.09; 0.077201; 0.029964;1.9e-05;8e-06; 1.1e-05; true; 0.111617;0.1; 0.076158; 0.028651;0.006519;8e-06;5.999999999999999e-06; 8e-06; true; 0.115122;0.07; 0.061008; 0.021178;1.3000000000000001e-05;7e-06; 7e-06; true; 0.084879
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;1.77;0.29021119100000003;0.130046403; 0.033586149; true; 0.172112552; 0.640066995;1.35;0.139006402;0.001672693; 0.001856849; true; 0.027740658; 0.433696836;0.05; 0.044344; 0.017024;1.5e-05;8e-06; 8e-06; true; 0.06355;0.05; 0.042441; 0.018042;0.0018360000000000002;1e-05;8e-06; 9e-06; true; 0.064657;0.04; 0.035697; 0.016722;1.4e-05;7e-06; 8e-06; true; 0.054501
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;1.76;0.36792841600000004;0.064198595; 0.027050642; true; 0.12977099; 0.69110573;1.21;0.030230644;0.0030844229999999998; 0.010274476; true; 0.02179973; 0.160414375;0.06; 0.045624; 0.019276;2.5e-05;1.1000000000000001e-05; 9e-06; true; 0.067069;0.04; 0.037348; 0.011362;0.001058;1.6e-05;7e-06; 8e-06; true; 0.051913;0.04; 0.039815; 0.015147;1.5e-05;1.1000000000000001e-05; 9e-06; true; 0.05628
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;2.9;0.639272684;0.141296908; 0.066063758; true; 0.220868335; 1.195550617;1.76;0.13666552399999998;0.015443145000000002; 0.017178345; true; 0.03958728; 0.467910296;0.15; 0.113184; 0.046679;7.5e-05;1.8e-05; 1.1e-05; true; 0.167813;0.17; 0.111783; 0.048545;0.024114;6.699999999999999e-05;1.4e-05; 1e-05; true; 0.192486;0.14; 0.11058; 0.046217;6.9e-05;1.5e-05; 9e-06; true; 0.164429
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;1.53;0.274802258;0.056289519999999996; 0.019561192; true; 0.082626667; 0.520526554;1.22;0.053376779;0.0062964119999999995; 0.00558228; true; 0.03198278; 0.373718346;0.04; 0.035147; 0.015218;0.000173;5.2e-05; 1e-05; true; 0.052542;0.03; 0.035999; 0.01366;0.00152;6.3e-05;2.9e-05; 8e-06; true; 0.052511;0.04; 0.033946; 0.014074;0.000168;5.099999999999999e-05; 8e-06; true; 0.05009
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;1.7;0.294558463;0.06635011299999999; 0.016467105; true; 0.090206192; 0.515319298;1.22;0.033750404;0.014548122; 0.007609861; true; 0.031308113; 0.362645027;0.03; 0.022728; 0.013525;0.00030000000000000003;0.000127; 1.1e-05; true; 0.039594;0.03; 0.024212; 0.012449;0.002594;0.000138;5.1e-05; 1.3e-05; true; 0.042053;0.02; 0.017898; 0.007607;0.000136;6e-05; 8e-06; true; 0.027033
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;TO;0.21330854300000002;MISSING;MISSING;MISSING;MISSING;MISSING;1.21;0.04749063900000001;0.005283818; 0.001217247; true; 0.014889189; 0.301925039;0.04; 0.03204; 0.014088;2.4000000000000004e-05;1.4e-05; 1e-05; true; 0.048381;0.04; 0.032516; 0.013241;0.0024540000000000005;1.7e-05;1e-05; 1e-05; true; 0.05028;0.03; 0.023727; 0.012984;1.9e-05;1e-05; 9e-06; true; 0.038375
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;1.79;0.306062905;0.067349558; 0.01459776; true; 0.0889049; 0.598311872;1.43;0.06811756000000001;0.01056558; 0.011341213; true; 0.027919772; 0.326972028;0.08; 0.061912; 0.022225;0.000148;3.9e-05; 1.7e-05; true; 0.087609;0.09; 0.062637; 0.023964;0.008400000000000001;2.9e-05;1.4e-05; 1.1e-05; true; 0.098619;0.07; 0.064334; 0.022968;0.00015;5.6e-05; 9e-06; true; 0.090588
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata;1.86;0.373920015;0.073559736; 0.010774906; true; 0.090937345; 0.653734551;1.47;0.044849522;0.003418048; 0.001125609; true; 0.018380725; 0.215120861;0.07; 0.055456; 0.025527;4.4999999999999996e-05;1.4000000000000001e-05; 9e-06; true; 0.084636;0.05; 0.038095; 0.020979;0.002442;1.7e-05;7e-06; 9e-06; true; 0.065032;0.06; 0.048544; 0.016306;3.5e-05;1e-05; 9e-06; true; 0.067771
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata;2.18;0.59810544;0.082336348; 0.0321487; true; 0.151573377; 0.906203921;1.43;0.125264141;0.005496269999999999; 0.010000796; true; 0.02285618; 0.526298502;0.08; 0.053176; 0.028499;5.5e-05;2.4e-05; 1e-05; true; 0.086719;0.07; 0.05133; 0.028576;0.004264;4.599999999999999e-05;3.9000000000000006e-05; 9e-06; true; 0.089265;0.07; 0.052743; 0.02762;7.4e-05;2.6e-05; 1e-05; true; 0.085167
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;1.68;0.24899347399999996;0.050425433; 0.015650618; true; 0.073191597; 0.460284203;1.38;0.056587169;0.0035788470000000005; 0.004486377; true; 0.016395915; 0.265228185;0.06; 0.052544; 0.021816;6.5e-05;2.1000000000000002e-05; 1.1e-05; true; 0.077377;0.06; 0.050355; 0.020748;0.003377;3.7e-05;2.9e-05; 1.9e-05; true; 0.077463;0.06; 0.050669; 0.021321;4.6e-05;1.8e-05; 8e-06; true; 0.074673
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;3.56;0.6079131120000001;0.089738675; 0.111760484; true; 0.209252395; 1.04770206;2.05;0.17432183299999998;0.002112665; 0.265097999; true; 0.273122137; 0.809617846;0.08; 0.076752; 0.020499;3.399999999999999e-05;1e-05; 1e-05; true; 0.101022;0.09; 0.0488; 0.035506;0.013470000000000001;3.1e-05;1.1000000000000001e-05; 1.9e-05; true; 0.103215;0.11; 0.088798; 0.038688;3.899999999999999e-05;1.6e-05; 9e-06; true; 0.133187
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;1.61;0.22732104399999997;0.047346852999999994; 0.008696991; true; 0.064751141; 0.492967054;1.33;0.045145398999999996;0.004752915; 0.004141864; true; 0.016999513; 0.19901854;0.05; 0.037767; 0.017319;0.00015000000000000001;5.9e-05; 1e-05; true; 0.058279;0.05; 0.038806; 0.017642;0.003003;8.1e-05;4.4e-05; 1e-05; true; 0.062477;0.04; 0.038142; 0.016481;7.8e-05;2.9e-05; 7e-06; true; 0.056728
