name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result;java-brics-interpretation;java-brics-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.6;0.248754619;0.061477815000000005; 0.023938913; true; 0.103004251; 0.523963675;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.07; 0.05247; 0.018812;3.899999999999999e-05;1.7e-05; 1e-05; true; 0.074167;0.06; 0.043007; 0.019685;0.0018149999999999998;2.1000000000000002e-05;1.5e-05; 8e-06; true; 0.067293;0.05; 0.042454; 0.019863;3.5e-05;1.4e-05; 9e-06; true; 0.065147
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;1.95;0.253198944;0.08617184900000001; 0.021016399; true; 0.133255266; 0.521625334;1.56;0.078733802;0.006164319; 0.018281746; true; 0.039324304; 0.41074003;0.06; 0.050215; 0.02352;3.2999999999999996e-05;1.2000000000000002e-05; 9e-06; true; 0.077511;0.07; 0.052383; 0.024949;0.003173;1.3000000000000001e-05;1.2000000000000002e-05; 9e-06; true; 0.083257;0.07; 0.060869; 0.01831;3.2999999999999996e-05;1.3000000000000001e-05; 9e-06; true; 0.081483
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;1.82;0.212790005;0.051352615; 0.018495343; true; 0.076501964; 0.483006661;1.22;0.038097243;0.0027283570000000003; 0.00706532; true; 0.017718346; 0.240546117;0.07; 0.058845; 0.025375;1.5e-05;7e-06; 9e-06; true; 0.087572;0.07; 0.05768; 0.015831;0.002272;1.1000000000000001e-05;8e-06; 8e-06; true; 0.078043;0.08; 0.056889; 0.02721;1.6e-05;6e-06; 9e-06; true; 0.087571
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;1.75;0.15899091199999998;0.09218235699999999; 0.014146812; true; 0.116145519; 0.393589792;1.33;0.041398459;0.009848627; 0.001533243; true; 0.018839218; 0.21779482;0.03; 0.02454; 0.016014;0.0008100000000000001;0.000215; 1.3e-05; true; 0.044872;0.04; 0.024564; 0.014776;0.0038220000000000003;0.00025800000000000004;5.2e-05; 8e-06; true; 0.046795;0.03; 0.025242; 0.015411;0.000611;0.00015199999999999998; 9e-06; true; 0.044616
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;1.65;0.218015999;0.0535892; 0.012780393; true; 0.076189135; 0.443121962;1.19;0.057020256000000005;0.002950123; 0.01231696; true; 0.023078883; 0.253226483;0.03; 0.030649; 0.010657;2.6000000000000002e-05;1.5e-05; 8e-06; true; 0.043141;0.03; 0.021799; 0.010292;0.001353;2.7000000000000002e-05;1.4e-05; 7e-06; true; 0.035138;0.03; 0.028238; 0.011832;5.3e-05;2e-05; 8e-06; true; 0.04172
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;1.44;0.145989631;0.048980987; 0.010154622; true; 0.075315076; 0.36846677;1.17;0.07088862;0.0038680079999999996; 0.005942437; true; 0.017417361; 0.20829658;0.05; 0.040312; 0.017584;9.099999999999999e-05;3.4e-05; 9e-06; true; 0.060378;0.05; 0.038705; 0.015371;0.002016;5.4999999999999995e-05;3.0000000000000004e-05; 1e-05; true; 0.058463;0.05; 0.039492; 0.016926;9.7e-05;3.7999999999999995e-05; 9e-06; true; 0.059124
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;3.11;0.567373095;0.130283886; 0.09944314; false; 0.240482952; 0.984345797;2.57;0.09537224;0.00264587; 0.359979928; true; 0.380898142; 0.781078443;0.12; 0.092199; 0.037361;0.000212;6.7e-05; 6.4e-05; false; 0.136294;0.13; 0.08975; 0.034663;0.014901;0.00013000000000000002;6.199999999999999e-05; 9.7e-05; false; 0.145657;0.11; 0.089247; 0.033932;0.00018899999999999999;5.9e-05; 5.4e-05; false; 0.128904
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;2.87;0.449889181;0.056539333000000004; 0.024669032; true; 0.086688506; 0.75948114;2.21;0.060755051000000004;0.003170647; 0.215376552; true; 0.227023085; 0.542097905;0.1; 0.092488; 0.022327;5.9e-05;2.3e-05; 8e-06; true; 0.118085;0.13; 0.093614; 0.034592;0.011371000000000001;6.699999999999999e-05;2.2000000000000003e-05; 1.1e-05; true; 0.144977;0.11; 0.092836; 0.033908;0.000113;3.5999999999999994e-05; 9e-06; true; 0.131852
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;TO;0.124883707;MISSING;MISSING;MISSING;MISSING;MISSING;1.56;0.10568607999999999;0.056893155; 0.023724308; false; 0.104643241; 0.419951781;0.09; 0.075235; 0.024136;0.001394;0.000397; 0.000225; false; 0.105245;0.1; 0.0723; 0.022629;0.012858999999999999;0.000547;0.000163; 0.001513; false; 0.113386;0.09; 0.077624; 0.023223;0.001515;0.000432; 0.000234; false; 0.106455
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;1.87;0.18224682800000003;0.040060298; 0.015207401; true; 0.0621824; 0.460718952;1.32;0.045767807;0.011640382999999999; 0.005404133; true; 0.033047196; 0.211496805;0.06; 0.047556; 0.01949;6.8e-05;2.2e-05; 1.2e-05; true; 0.069766;0.05; 0.046048; 0.019186;0.002879;6.8e-05;2.8000000000000003e-05; 1e-05; true; 0.070793;0.05; 0.045898; 0.019788;7.199999999999999e-05;2.4e-05; 1e-05; true; 0.068145
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;2.33;0.356765368;0.069365017; 0.054692699; true; 0.138791634; 0.682695574;1.61;0.071495046;0.002495061; 0.091257015; true; 0.101626645; 0.472486627;0.05; 0.048532; 0.015535;4.3e-05;1.5e-05; 1e-05; true; 0.066628;0.05; 0.03516; 0.015265;0.007215;3.9999999999999996e-05;1.2e-05; 7e-06; true; 0.059944;0.07; 0.060065; 0.024391;8.499999999999999e-05;2.1000000000000002e-05; 9e-06; true; 0.088111
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;TO; 0.130976643;MISSING;MISSING;MISSING;MISSING;MISSING;1.38;0.101802565;0.02275392; 0.00196458; true; 0.048992411; 0.377283194;0.05; 0.03838; 0.01581;0.0007890000000000001;0.000244; 1e-05; true; 0.058837;0.06; 0.038735; 0.015826;0.013946000000000002;0.000567;0.000145; 1.2e-05; true; 0.072966;0.05; 0.038446; 0.01448;0.000823;0.000185; 1e-05; true; 0.05683
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;TO; 0.09954771;MISSING;MISSING;MISSING;MISSING;MISSING;1.26;0.153544773;0.010194985; 0.035490726; true; 0.054257336; 0.435951955;0.04; 0.035037; 0.017253;0.00076;0.000153; 1.2e-05; true; 0.057519;0.06; 0.035359; 0.01725;0.016877;0.000438;8.6e-05; 1e-05; true; 0.074269;0.04; 0.035641; 0.017543;0.000769;0.00015099999999999998; 9e-06; true; 0.057934
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;5.89;2.762329099;0.106898631; 0.035708617; true; 0.148753948; 3.26815432;5.06;0.46394889100000003;0.0019454329999999999; 1.23650907; true; 1.245184757; 2.07895298;0.48; 0.363729; 0.145407;1.8e-05;1.2e-05; 1e-05; true; 0.533657;0.51; 0.305803; 0.149634;0.072853;2e-05;2.1000000000000002e-05; 1.1e-05; true; 0.557907;0.46; 0.353516; 0.143527;1.8e-05;1.3000000000000001e-05; 1e-05; true; 0.522233
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;2.77;0.663657151;0.051866223; 0.094729684; true; 0.161226366; 1.143837462;2.01;0.100086018;0.005738556999999999; 0.089071864; true; 0.111486076; 0.609263345;0.11; 0.088241; 0.033657;2e-05;1e-05; 1.1e-05; true; 0.127201;0.12; 0.081083; 0.033611;0.013532;1.4000000000000001e-05;1.4999999999999999e-05; 1.2e-05; true; 0.133589;0.1; 0.084846; 0.028931;1.8e-05;1.1e-05; 1e-05; true; 0.118441
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;1.5;0.232233156;0.046300341999999994; 0.016896884; true; 0.073494561; 0.506492493;1.13;0.130496124;0.0024380070000000003; 0.0199783; true; 0.029855089; 0.354277126;0.02; 0.020416; 0.01221;1.7e-05;1e-05; 1e-05; true; 0.034474;0.02; 0.021012; 0.011965;0.0015860000000000002;1.3000000000000001e-05;1.5e-05; 9e-06; true; 0.036415;0.03; 0.020836; 0.011812;1.6e-05;1.1000000000000001e-05; 8e-06; true; 0.034446
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;1.72;0.205381018;0.039810662999999996; 0.01405412; true; 0.061822608; 0.515944037;1.31;0.081662093;0.002443094; 0.001753766; true; 0.020119084; 0.382042574;0.02; 0.019441; 0.010628;1.2e-05;8e-06; 8e-06; true; 0.031707;0.02; 0.01463; 0.012697;0.002131;1.5e-05;1.5e-05; 9e-06; true; 0.031928;0.02; 0.018636; 0.0106;2e-05;9e-06; 2e-05; true; 0.031758
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;3.69;0.745029161;0.073594557; 0.081675028; true; 0.180851072; 1.365115934;2.23;0.275460382;0.014650978; 0.253313362; true; 0.283931851; 0.832003176;0.11; 0.07054; 0.045436;0.00013;2.9e-05; 1.5e-05; true; 0.125714;0.13; 0.068477; 0.043998;0.02879;0.000121;3.9e-05; 1.2e-05; true; 0.150577;0.11; 0.082228; 0.047126;0.000146;4.3e-05; 1.1e-05; true; 0.138338
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;2.46;0.6428592500000001;0.031423098000000003; 0.051608073; true; 0.095954549; 0.915446504;1.93;0.21794047900000002;0.011533571000000001; 0.084792388; true; 0.125459966; 0.661270176;0.09; 0.074443; 0.020147;9.999999999999999e-06;7e-06; 9e-06; true; 0.097654;0.06; 0.047054; 0.020795;0.008444;1e-05;7e-06; 1e-05; true; 0.079609;0.06; 0.04812; 0.019901;1.1000000000000001e-05;7e-06; 9e-06; true; 0.070834
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;3.05;0.662395004;0.060743352; 0.064839606; true; 0.148149374; 1.05952444;2.1;0.065751541;0.015497298999999999; 0.175967358; true; 0.200897013; 0.440911378;0.1; 0.085676; 0.023061;0.000137;4.4999999999999996e-05; 8e-06; true; 0.111828;0.1; 0.076627; 0.031817;0.007044;7e-05;3.3e-05; 1e-05; true; 0.120257;0.09; 0.075079; 0.026961;0.000143;4.9999999999999996e-05; 7e-06; true; 0.104974
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;1.94;0.33986952300000006;0.058596618; 0.013207221; true; 0.087945495; 0.605895955;1.32;0.100735415;0.012274711; 0.008832541; true; 0.043497427; 0.507484123;0.04; 0.035346; 0.01692;0.00016099999999999998;5.2e-05; 9e-06; true; 0.054802;0.05; 0.039525; 0.017599;0.006242;5.7e-05;3.6e-05; 9e-06; true; 0.067136;0.07; 0.056667; 0.023735;0.000308;7.599999999999999e-05; 9e-06; true; 0.08435
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;1.92;0.310244718;0.116376381; 0.042294442; true; 0.201857185; 0.699937004;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.05; 0.034078; 0.020518;0.000215;9.3e-05; 1.1e-05; true; 0.05868;0.05; 0.035848; 0.01962;0.003767;9.999999999999999e-05;3.7e-05; 9e-06; true; 0.063078;0.04; 0.033632; 0.01819;0.000234;7e-05; 8e-06; true; 0.055148
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;2.25;0.21917760000000003;0.098808505; 0.019865393; true; 0.153376521; 0.718182872;1.41;0.045587259000000005;0.007222591; 0.002690755; true; 0.026016318; 0.239106106;0.05; 0.033258; 0.021233;0.000422;0.000138; 1.1e-05; true; 0.060116;0.04; 0.029243; 0.01646;0.007266999999999999;0.000217;7.400000000000001e-05; 1e-05; true; 0.056597;0.04; 0.025694; 0.018859;0.000282;8.1e-05; 7e-06; true; 0.049199
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.48;0.242395349;0.070773162; 0.016175707; true; 0.093596419; 0.479532266;1.18;0.027814772999999997;0.0059244499999999995; 0.003194386; true; 0.017306203; 0.233258681;0.03; 0.024614; 0.011847;0.000192;5.4999999999999995e-05; 9e-06; true; 0.038345;0.03; 0.025912; 0.011269;0.001539;6.6e-05;2.5e-05; 9e-06; true; 0.040559;0.03; 0.027146; 0.011283;0.000187;6.5e-05; 7e-06; true; 0.040384
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;1.7;0.316998917;0.094528952; 0.019797424; true; 0.121472158; 0.60458043;1.16;0.06844837499999999;0.026626150999999997; 0.006558295; true; 0.057551848; 0.300896997;0.05; 0.046404; 0.017747;3.399999999999999e-05;1.4e-05; 1e-05; true; 0.066857;0.05; 0.045736; 0.017923;0.002044;1.5e-05;1.6e-05; 8e-06; true; 0.068087;0.05; 0.039736; 0.017904;1.8e-05;1.6e-05; 8e-06; true; 0.05994
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;4.5;1.504136553;0.028878908999999998; 0.01950076; true; 0.056197661; 1.972018787;2.9;0.13973476;0.003111771; 0.753231421; true; 0.777328991; 1.213853041;0.41; 0.356117; 0.083168;0.00010099999999999999;2.4e-05; 1e-05; true; 0.447319;0.44; 0.359685; 0.09012;0.014156;3.5999999999999994e-05;2.2e-05; 1.2e-05; true; 0.472887;0.35; 0.305563; 0.08293;0.00010999999999999999;2.1000000000000002e-05; 9e-06; true; 0.396562
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;1.36;0.26047027700000003;0.082423891; 0.021938403; true; 0.111720364; 0.545563954;1.17;0.026350074;0.002494775; 0.006245621; true; 0.016580713; 0.153239863;0.02; 0.017345; 0.008983;6e-06;4e-06; 8e-06; true; 0.027325;0.02; 0.017541; 0.008822;0.0006360000000000001;6e-06;3e-06; 6e-06; true; 0.028188;0.03; 0.030018; 0.012468;9e-06;4.9999999999999996e-06; 9e-06; true; 0.043984
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;2.48;0.570665523;0.07217503800000001; 0.084392489; true; 0.163710899; 1.01391895;1.47;0.15333977799999998;0.0013603279999999998; 0.047673837; true; 0.064618441; 0.465337664;0.09; 0.074774; 0.029192;1.7e-05;1.1e-05; 1.2e-05; true; 0.108463;0.1; 0.073444; 0.028349;0.011462;1.4000000000000001e-05;9e-06; 1.2e-05; true; 0.117648;0.08; 0.072346; 0.028838;1.5e-05;1e-05; 7e-06; true; 0.105499
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;3.39;0.695324153;0.116422291; 0.041581995; true; 0.175743658; 1.233611093;2.17;0.199539893;0.050176871000000005; 0.001960867; true; 0.092150658; 0.600652021;0.15; 0.131034; 0.033351;0.0006180000000000001;0.000187; 8e-06; true; 0.17054;0.12; 0.082281; 0.038455;0.010066;0.000335;7.6e-05; 6e-06; true; 0.137692;0.17; 0.13735; 0.044148;0.000758;0.000188; 9e-06; true; 0.189649
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;3.09;0.646627255;0.11544063; 0.056111606; false; 0.20793985; 1.287224542;1.59;0.150804956;0.010144677000000001; 0.016710308; true; 0.046316983; 0.668471022;0.1; 0.052156; 0.048661;0.001444;0.00043400000000000003; 7.5e-05; false; 0.113046;0.07; 0.051119; 0.023228;0.006025;0.000254;6.8e-05; 4.6e-05; false; 0.086163;0.11; 0.085833; 0.037435;0.001521;0.00038500000000000003; 6.9e-05; false; 0.133116
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;1.94;0.17186299599999996;0.069706914; 0.090407004; true; 0.172605894; 0.479566281;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.09; 0.075582; 0.024066;1.6e-05;8.000000000000001e-06; 1.1e-05; true; 0.102294;0.09; 0.077557; 0.023946;0.003517;2.2000000000000003e-05;9.000000000000002e-06; 1.4e-05; true; 0.107819;0.08; 0.071853; 0.022056;1.4000000000000001e-05;8.000000000000001e-06; 1.1e-05; true; 0.096262
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;3.23;0.6602430049999999;0.21641180000000002; 0.135216947; true; 0.368405039; 1.271860491;2.2;0.13804783;0.089666686; 0.086034787; true; 0.187214104; 0.569134283;0.14; 0.100581; 0.043117;0.004605000000000001;0.001304; 1.3e-05; true; 0.160493;0.15; 0.095731; 0.04358;0.026618;0.001003;0.000208; 1.1e-05; true; 0.17581;0.14; 0.10356; 0.044755;0.004774;0.001302; 1.1e-05; true; 0.162929
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;2.28;0.373949741;0.045113679999999996; 0.017095946; true; 0.069438279; 0.857946437;1.55;0.0611303;0.028826485000000002; 0.001893491; true; 0.067319664; 0.376386419;0.09; 0.07073; 0.030967;0.001543;0.00043799999999999997; 1.1e-05; true; 0.109839;0.11; 0.071013; 0.030815;0.008784;0.000506;0.000112; 9e-06; true; 0.116697;0.09; 0.069146; 0.0296;0.0016870000000000001;0.00037000000000000005; 1e-05; true; 0.105808
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata;1.96;0.36320321599999994;0.058087868; 0.009917237; true; 0.0756962; 0.602664409;1.29;0.079604413;0.002991168; 0.00153307; true; 0.028600539; 0.291463003;0.06; 0.042693; 0.020731;3.2e-05;1.3000000000000001e-05; 1e-05; true; 0.066516;0.05; 0.038495; 0.020939;0.0023810000000000003;2.3e-05;1.4e-05; 1e-05; true; 0.065413;0.04; 0.038444; 0.021287;1.9e-05;1e-05; 7e-06; true; 0.061667
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;TO;0.16289465;MISSING;MISSING;MISSING;MISSING;MISSING;1.33;0.065214534;0.003301729; 0.001466511; true; 0.012878638; 0.332629688;0.08; 0.05975; 0.025189;3.1e-05;1.6000000000000003e-05; 1.1e-05; true; 0.088075;0.06; 0.052893; 0.015446;0.0017010000000000003;1.4000000000000001e-05;8.000000000000001e-06; 5e-06; true; 0.072007;0.07; 0.059658; 0.022415;2.6e-05;9.999999999999999e-06; 9e-06; true; 0.084428
