name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection_emptiness;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trimming;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-trimming;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;55.71; 0.7240; 0.4499; 62.1177; 0.0000; 0.0003; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;ERR;ERR;ERR;ERR;TO;0.3588549999999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;74.41; 0.7338; 0.5579; 87.5533; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.0; 0.0100441; 0.00100395; 0.0005;0.12;0.11216849999999999; 0.0169832000; 0.0000770000; 0.0001444000; True;0.0; 0.00655903; 0.0203541;0.000247295;4.5851000000000005e-05; 8.7e-07; true;0.0; 0.00574401; 0.00792967;0.008831628;0.000309087;0.000210743; 7.2e-07; true;0.01; 0.00620818; 0.0185528;0.00010231900000000001;0.001659248;0.0013106189999999998; 2.9909e-05; true;1.26; 0.0317; 0.0000; 0.0011; 0.0000; 0.0000; True;1.25; 0.0296; 0.0021; 0.0085; 0.0000; 0.0000; True;1.18; 0.0141; 0.0047; 0.0028; 0.0000; 0.0001; True;1.16;0.18640469399999998; 0.048666443; 0.015841713; true;0.93;0.033472607; 0.027394335; 2.078E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;79.05; 0.9931; 1.0283; 78.6704; 0.0000; 0.0002; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;81.72; 1.4251; 1.2855; 81.8788; 0.0000; 0.0001; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;ERR;ERR;ERR;ERR;TO;0.5100086000000001;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;100.58; 1.0603; 1.0292; 118.7319; 0.0000; 0.0001; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;117.86; 0.9959; 1.1844; 119.2003; 0.0000; 0.0003; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;ERR;ERR;ERR;ERR;TO;0.5051047999999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;119.66; 1.2196; 1.2694; 121.8653; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;123.98; 1.2974; 1.2290; 123.5319; 0.0000; 0.0014; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;ERR;ERR;ERR;ERR;TO;0.6023119000000001;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;143.31; 1.2964; 1.3249; 159.5577; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;144.85; 1.0903; 1.3540; 162.4013; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.5798927140000002;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;180.74; 1.2942; 1.5584; 224.7411; 0.0000; 0.0004; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;ERR;ERR;ERR;ERR;TO;0.5381273999999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;186.42; 1.6958; 2.1615; 215.5673; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.01; 0.031561; 0.00191611; 0.0007;0.1;0.0828519; 0.0220465000; 0.0000819000; 0.0001640000; True;0.01; 0.0227593; 0.0172798;0.00052535;0.000121416; 9.57e-07; true;0.01; 0.0228412; 0.0210134;0.001028916;0.0007367879999999999;0.000556553; 8.04e-07; true;0.02; 0.0115863; 0.00871603;0.000138572;0.0017130140000000001;0.0034487020000000005; 4.5091e-05; true;1.24; 0.1003; 0.0000; 0.0052; 0.0001; 0.0002; True;1.23; 0.0219; 0.0033; 0.0189; 0.0000; 0.0000; True;1.22; 0.0568; 0.0205; 0.0066; 0.0000; 0.0002; True;1.27;0.282504843; 0.074184401; 0.0041554; true;1.03;0.027325475000000002; 0.022793059; 2.452E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;199.4; 1.5491; 1.1638; 227.7503; 0.0000; 0.0003; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.33374256100000005;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;227.12; 1.5663; 1.3641; 287.1604; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;246.05; 1.5333; 1.2642; 265.3088; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.40058362500000005;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;ERR;ERR;ERR;ERR;TO;0.8426900999999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;269.91; 1.7241; 2.0325; 346.9098; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.4051252349999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;ERR;ERR;ERR;ERR;TO;0.4582399999999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;281.21; 1.7765; 2.2197; 356.9126; 0.0000; 0.0003; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.32536521599999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;ERR;ERR;ERR;ERR;TO;0.7138750999999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;287.22; 1.2374; 2.5217; 364.8400; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.7494781909999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;ERR;ERR;ERR;ERR;TO;0.8951655000000002;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;331.66; 1.9689; 2.3699; 401.5597; 0.0000; 0.0002; True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.47385212899999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;ERR;ERR;ERR;ERR;TO;0.6018015;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;353.41; 1.3464; 1.8126; 443.0489; 0.0000; 0.0002; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;ERR;ERR;ERR;ERR;TO;0.5354260999999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;384.55; 2.0457; 2.6423; 430.7145; 0.0000; 0.0003; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;TO;0.4477067329999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;ERR;ERR;ERR;ERR;TO;0.7220466;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;405.13; 2.1359; 3.0677; 458.4196; 0.0000; 0.0003; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;TO;0.45668976699999997;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.02; 0.0314198; 0.00272401; 0.0012;0.15;0.1960104; 0.0265601000; 0.0001213000; 0.0001994000; True;0.02; 0.0399476; 0.0289682;0.00177648;0.000359958; 2.771e-06; true;0.02; 0.0533515; 0.00947474;0.014238563000000001;0.001772311;0.001550024; 1.008e-06; true;0.02; 0.0146731; 0.00934933;0.000257295;0.003393987;0.0031601900000000002; 8.5535e-05; true;1.5; 0.0408; 0.0000; 0.0026; 0.0002; 0.0002; True;1.52; 0.0355; 0.0064; 0.0421; 0.0000; 0.0000; True;1.45; 0.0313; 0.0107; 0.0164; 0.0000; 0.0003; True;1.61;0.298212835; 0.056041889; 0.003770013; true;1.33;0.07870490200000001; 0.042076162; 3.2561E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;ERR;ERR;ERR;ERR;TO;0.6505644;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;0.6638612409999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.03; 0.0229351; 0.00378758; 0.0048;0.16;0.0707332; 0.0317174000; 0.0000857000; 0.0001461000; True;0.03; 0.0266855; 0.012574;0.0053761899999999994;0.00084834; 1.29e-06; true;0.04; 0.0263072; 0.011519;0.002065563;0.004917731;0.004332467; 1.607e-06; true;0.04; 0.0211485; 0.0107532;0.00036634799999999996;0.005291847;0.0064626; 9.1433e-05; true;1.2; 0.0337; 0.0000; 0.0042; 0.0003; 0.0000; True;1.27; 0.0644; 0.0078; 0.0712; 0.0000; 0.0000; True;1.48; 0.0426; 0.0157; 0.0374; 0.0000; 0.0005; True;1.54;0.176782927; 0.104166199; 0.004900767; true;1.2;0.032170415; 0.067060817; 2.7059E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.04; 0.0330929; 0.00566663; 0.0138;0.18;0.0795655; 0.0523269000; 0.0001117000; 0.0001656000; True;0.04; 0.039616; 0.0107228;0.014612219999999999;0.002622472; 1.33e-06; true;0.08; 0.0283618; 0.0108647;0.002330085;0.018403387;0.026532729999999997; 3.47e-06; true;0.06; 0.0256098; 0.0107676;0.000392099;0.009580961;0.014905816999999998; 0.000122691; true;1.43; 0.0511; 0.0000; 0.0193; 0.0020; 0.0000; True;1.58; 0.0547; 0.0106; 0.1251; 0.0000; 0.0000; True;1.43; 0.0519; 0.0177; 0.0611; 0.0000; 0.0005; True;1.79;0.26030052000000004; 0.218177438; 0.016521344; true;1.9;0.05781142599999999; 0.197679925; 4.3343E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.08; 0.0384008; 0.00652613; 0.0542;0.26;0.1039797; 0.1953245000; 0.0001725000; 0.0002464000; True;0.11; 0.0519909; 0.0164847;0.054383878999999996;0.025768583; 2.08e-06; true;0.18; 0.0785961; 0.0333815;0.002827002;0.117470689;0.149244549; 4.523e-06; true;0.16; 0.0501776; 0.0395351;0.000624848;0.044343892999999995;0.081979636; 0.000265453; true;1.54; 0.0594; 0.0000; 0.0528; 0.0069; 0.0000; True;1.71; 0.0607; 0.0146; 0.1991; 0.0000; 0.0000; True;1.32; 0.0407; 0.0150; 0.1024; 0.0000; 0.0014; True;2.27;0.23632072399999998; 0.192012447; 0.008006941; true;2.36;0.09947323799999999; 0.44456982; 3.0952E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;5.15; 0.1213; 4.1949; 0.0305; 0.0000; 0.0001; True;6.2;2.056107622; 0.054350649; 0.003617808; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;7.83; 0.1030; 7.9485; 0.0728; 0.0000; 0.0001; True;9.21;3.466959712; 0.172596864; 0.013318092; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;7.55; 0.0910; 6.0938; 0.0417; 0.0000; 0.0001; True;8.95;3.9615763490000004; 0.117578709; 0.004282018; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;15.77; 0.1484; 14.4923; 0.0986; 0.0000; 0.0001; True;12.54;7.687586561999999; 0.236890281; 0.006857012; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;10.29; 0.1598; 8.7734; 0.1482; 0.0000; 0.0001; True;11.88;7.328724878000001; 0.188111192; 0.007494334; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;19.53; 0.2401; 18.1284; 0.1421; 0.0000; 0.0001; True;16.88;11.032498565999997; 0.1241602; 0.004425516; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;34.22; 0.2172; 33.2491; 0.1599; 0.0000; 0.0010; True;22.82;21.261797062; 0.155163753; 0.005114993; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;36.64; 0.3019; 35.6126; 0.2044; 0.0000; 0.0002; True;23.34;19.812108172; 0.173011536; 0.005021812; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;41.67; 0.2278; 40.6686; 0.2236; 0.0000; 0.0001; True;22.23;19.650538012000005; 0.309469359; 0.03124611; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;59.52; 0.3747; 59.7238; 0.2016; 0.0000; 0.0001; True;24.48;21.22636449; 0.322827836; 0.006401615; true;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;0.02; 0.00319452; 0.00172755; 0.0217;0.15;0.0719649; 0.0334705000; 0.0000991000; 0.0001717000; True;0.01; 0.00120361; 0.0057638; 0.00785769; 0.00140162; 9.69e-07; true;0.03; 0.00835308; 0.00904546;0.001737735; 0.022323; 0.0501535; 4.138e-06; true;0.02; 0.00153663; 0.00745893;0.000306467; 0.012674; 0.0228987; 9.6776e-05; true;1.37; 0.0158; 0.0000; 0.0193; 0.0035; 0.0000; True;3.92; 0.0242; 0.0338; 3.6951; 0.0000; 0.0000; True;1.35; 0.0508; 0.0236; 0.0005; 0.0000; 0.0001; True;1.59;0.351615837; 0.062489436; 0.003425403; true;1.27;0.057501467; 0.044879995; 2.9327E-5; true
