name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;0.19; 0.159366; 0.044934; 0.000335; 0.000355; 6.8e-05; false; 0.211741;0.19; 0.161781; 0.048404; 0.000333; 0.000323; 5.9e-05; false; 0.21698;0.26; 0.206102; 0.067699; 0.000732; 0.000465; 8.2e-05; false; 0.285255;1.51; 0.4238; 0.0000; 0.0023; 0.0011; 0.0010; False; 0.0045; 0.4293
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;0.24; 0.196572; 0.055828; 0.000454; 0.000902; 0.000153; false; 0.264408;0.36; 0.305622; 0.0858; 0.000912; 0.000807; 0.000112; false; 0.405885;0.25; 0.199514; 0.052739; 0.000839; 0.001001; 0.000129; false; 0.267581;1.48; 0.3553; 0.0000; 0.0024; 0.0015; 0.0015; False; 0.0055; 0.3620
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;0.4; 0.345923; 0.084454; 0.00096; 0.000742; 0.000111; false; 0.44553;0.4; 0.338078; 0.081874; 0.000815; 0.000751; 9.9e-05; false; 0.433828;0.25; 0.205721; 0.057368; 0.000416; 0.000652; 0.000112; false; 0.273954;1.44; 0.4853; 0.0000; 0.0021; 0.0012; 0.0012; False; 0.0046; 0.4910
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;0.44; 0.366056; 0.100129; 0.001244; 0.00092; 0.000125; false; 0.483975;0.25; 0.199545; 0.061407; 0.000431; 0.000456; 7.6e-05; false; 0.270717;0.4; 0.353584; 0.088991; 0.000458; 0.00072; 9.8e-05; false; 0.456089;1.42; 0.3550; 0.0000; 0.0026; 0.0015; 0.0016; False; 0.0058; 0.3619
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;0.36; 0.318943; 0.070459; 0.000487; 0.000672; 0.000104; false; 0.401382;0.39; 0.321968; 0.091939; 0.000946; 0.000888; 0.000145; false; 0.430662;0.44; 0.37256; 0.089679; 0.000953; 0.000759; 0.000169; false; 0.477965;1.36; 0.3788; 0.0000; 0.0028; 0.0019; 0.0019; False; 0.0066; 0.3866
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;0.47; 0.403051; 0.10273; 0.001045; 0.001055; 0.000182; false; 0.523513;0.49; 0.410009; 0.106716; 0.0012; 0.000872; 0.000135; false; 0.536866;0.48; 0.400581; 0.099439; 0.001089; 0.001029; 0.000154; false; 0.519765;1.68; 0.6006; 0.0000; 0.0051; 0.0031; 0.0029; False; 0.0112; 0.6154
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;0.52; 0.435788; 0.116348; 0.001322; 0.001266; 0.000187; false; 0.575543;0.53; 0.44818; 0.112204; 0.001102; 0.000918; 0.000154; false; 0.579946;0.53; 0.4471; 0.108717; 0.000636; 0.000866; 0.000121; false; 0.573323;1.38; 0.4998; 0.0000; 0.0037; 0.0029; 0.0026; False; 0.0093; 0.5109
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;0.57; 0.477438; 0.114061; 0.001261; 0.001247; 0.000246; false; 0.613341;0.53; 0.454115; 0.118195; 0.001244; 0.000973; 0.000172; false; 0.591565;0.35; 0.277209; 0.099671; 0.00056; 0.000598; 0.000112; false; 0.389184;1.71; 0.6603; 0.0000; 0.0060; 0.0038; 0.0037; False; 0.0135; 0.6770
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;0.35; 0.275137; 0.084821; 0.000631; 0.000805; 0.000138; false; 0.374293;0.56; 0.479409; 0.117431; 0.000569; 0.000743; 0.000162; false; 0.611847;0.55; 0.488817; 0.111484; 0.000593; 0.00069; 0.000119; false; 0.613135;1.29; 0.4259; 0.0000; 0.0033; 0.0024; 0.0021; False; 0.0078; 0.4360
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.05; 0.048282; 0.014611; 0.000102; 7.2e-05; 3e-05; false; 0.065139;0.05; 0.050106; 0.017169; 0.000128; 8.3e-05; 2.9e-05; false; 0.069799;0.03; 0.029638; 0.012746; 0.000145; 0.000127; 3.4e-05; false; 0.045114;1.2; 0.0845; 0.0000; 0.0007; 0.0002; 0.0002; False; 0.0011; 0.0859
