name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-inclusion;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-rhs.mata;0.02; 0.021122; 0.011232; 3.5e-05; false; 0.034434;0.02; 0.02097; 0.012858; 2.8e-05; false; 0.036459;0.04; 0.021963; 0.012641; 0.011822; 2.3e-05; false; 0.049094;1.14; 0.0415; 0.0000; 0.0003; False; 0.0003; 0.0421
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-rhs.mata;0.02; 0.020875; 0.012206; 2.7e-05; false; 0.035422;0.03; 0.02202; 0.013216; 3.4e-05; false; 0.038119;0.04; 0.019678; 0.011873; 0.012285; 2.4e-05; false; 0.046082;1.24; 0.0434; 0.0000; 0.0002; False; 0.0003; 0.0439
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-rhs.mata;0.17; 0.120259; 0.059762; 0.000944; false; 0.190041;0.16; 0.124285; 0.044259; 0.000305; false; 0.177244;0.15; 0.099591; 0.043691; 0.012671; 0.001961; false; 0.17024;1.08; 0.2116; 0.0000; 0.0007; False; 0.0007; 0.2127
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-rhs.mata;0.17; 0.125831; 0.045075; 0.004482; false; 0.184161;0.24; 0.179394; 0.071218; 0.000759; false; 0.267201;0.15; 0.099224; 0.042914; 0.008749; 0.004843; false; 0.164975;1.11; 0.1653; 0.0000; 0.0007; False; 0.0007; 0.1664
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-rhs.mata;0.05; 0.037621; 0.018292; 7.6e-05; false; 0.059697;0.05; 0.03625; 0.016323; 7.6e-05; false; 0.055994;0.07; 0.03641; 0.017085; 0.02335; 0.000127; false; 0.080315;1.21; 0.0683; 0.0000; 0.0004; False; 0.0005; 0.0692
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-rhs.mata;0.05; 0.040782; 0.015673; 0.000136; false; 0.059775;0.05; 0.039298; 0.01711; 6.9e-05; false; 0.060025;0.07; 0.036725; 0.016047; 0.022621; 0.000199; false; 0.079027;1.22; 0.0778; 0.0000; 0.0004; False; 0.0004; 0.0786
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-rhs.mata;0.52; 0.376696; 0.153917; 0.000638; false; 0.576419;0.52; 0.375815; 0.15614; 0.001341; false; 0.573898;0.3; 0.21684; 0.092585; 0.002365; 0.000774; false; 0.338904;1.77; 0.6025; 0.0000; 0.0017; False; 0.0018; 0.6054
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-rhs.mata;0.35; 0.253746; 0.103879; 0.002172; false; 0.381972;0.5; 0.378321; 0.138553; 0.001292; false; 0.553902;0.34; 0.249658; 0.101865; 0.002164; 0.002246; false; 0.377877;1.37; 0.4080; 0.0000; 0.0010; False; 0.0010; 0.4097
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T211-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T211-rhs.mata;0.57; 0.406171; 0.16064; 0.017909; false; 0.623628;0.41; 0.315774; 0.113623; 0.000879; false; 0.457888;0.57; 0.401789; 0.152445; 0.01277; 0.018388; false; 0.616095;1.45; 0.5161; 0.0000; 0.0021; False; 0.0021; 0.5194
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T212-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T212-rhs.mata;0.3; 0.214666; 0.092169; 0.002245; false; 0.334152;0.53; 0.384325; 0.155737; 0.000793; false; 0.574116;0.51; 0.382481; 0.144543; 0.00424; 0.003754; false; 0.568129;1.58; 0.6269; 0.0000; 0.0018; False; 0.0018; 0.6298
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T213-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T213-rhs.mata;0.52; 0.38676; 0.155107; 5.3e-05; false; 0.576583;0.48; 0.361176; 0.145476; 0.000807; false; 0.538262;0.34; 0.258341; 0.095679; 0.001309; 4.9e-05; false; 0.377733;1.32; 0.4367; 0.0000; 0.0015; False; 0.0015; 0.4392
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T215-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T215-rhs.mata;0.45; 0.281644; 0.165821; 0.017273; false; 0.499735;0.39; 0.30375; 0.103165; 0.000618; false; 0.430789;0.57; 0.395914; 0.144731; 0.015653; 0.017932; false; 0.610876;1.48; 0.4562; 0.0000; 0.0013; False; 0.0014; 0.4584
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T217-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T217-rhs.mata;0.49; 0.340074; 0.147404; 0.016847; false; 0.53965;0.52; 0.390633; 0.154436; 0.001166; false; 0.582086;0.46; 0.340426; 0.102578; 0.011166; 0.017806; false; 0.504325;1.39; 0.4778; 0.0000; 0.0023; False; 0.0023; 0.4810
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T219-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T219-rhs.mata;0.54; 0.386687; 0.157992; 0.016851; false; 0.593398;0.54; 0.400852; 0.161624; 0.001264; false; 0.602017;0.53; 0.402035; 0.130845; 0.00809; 0.010415; false; 0.572448;1.73; 0.6454; 0.0000; 0.0015; False; 0.0015; 0.6479
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T224-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T224-rhs.mata;0.4; 0.311483; 0.100557; 0.00166; false; 0.44469;0.51; 0.389498; 0.143661; 0.000794; false; 0.564934;0.52; 0.387346; 0.147136; 0.002099; 0.002718; false; 0.578254;1.82; 0.6292; 0.0000; 0.0021; False; 0.0022; 0.6325
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T23-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T23-rhs.mata;0.32; 0.218515; 0.095598; 0.004103; false; 0.352646;0.32; 0.252456; 0.093515; 0.000687; false; 0.368648;0.53; 0.394763; 0.140422; 0.003701; 0.004057; false; 0.580016;1.78; 0.6045; 0.0000; 0.0018; False; 0.0018; 0.6075
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T231-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T231-rhs.mata;0.31; 0.231448; 0.093474; 0.000403; false; 0.34656;0.29; 0.212298; 0.090504; 0.000999; false; 0.326422;0.38; 0.24531; 0.132809; 0.001775; 0.000653; false; 0.415677;1.56; 0.6216; 0.0000; 0.0020; False; 0.0020; 0.6247
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T232-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T232-rhs.mata;0.3; 0.226701; 0.094753; 0.000117; false; 0.343464;0.48; 0.364938; 0.144808; 0.000905; false; 0.546543;0.44; 0.370838; 0.099646; 0.001161; 0.000118; false; 0.49553;1.39; 0.5389; 0.0000; 0.0014; False; 0.0014; 0.5413
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T233-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T233-rhs.mata;0.69; 0.517297; 0.18901; 5.8e-05; false; 0.750889;0.66; 0.494766; 0.161141; 0.000764; false; 0.709084;0.45; 0.30582; 0.143535; 0.00138; 0.000164; false; 0.485626;1.96; 0.8415; 0.0000; 0.0027; False; 0.0027; 0.8463
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T234-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T234-rhs.mata;0.52; 0.341424; 0.17331; 5e-05; false; 0.554268;0.67; 0.528947; 0.153822; 0.000659; false; 0.714383;0.46; 0.336302; 0.13147; 0.001304; 0.000111; false; 0.496805;1.48; 0.5356; 0.0000; 0.0025; False; 0.0025; 0.5397
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T235-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T235-rhs.mata;0.41; 0.257315; 0.148678; 6.1e-05; false; 0.438647;0.49; 0.371278; 0.144486; 0.000802; false; 0.546196;0.49; 0.356236; 0.142027; 0.001909; 6.1e-05; false; 0.535928;1.52; 0.6105; 0.0000; 0.0015; False; 0.0015; 0.6128
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T236-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T236-rhs.mata;0.38; 0.312292; 0.096264; 5.9e-05; false; 0.430419;0.51; 0.375031; 0.144963; 0.001179; false; 0.556317;0.51; 0.384508; 0.146047; 0.001947; 9.1e-05; false; 0.567377;1.4; 0.5858; 0.0000; 0.0015; False; 0.0015; 0.5883
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T237-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T237-rhs.mata;0.49; 0.352216; 0.15584; 6.5e-05; false; 0.542431;0.49; 0.381286; 0.136564; 0.000627; false; 0.541675;0.33; 0.209948; 0.11125; 0.001993; 6.2e-05; false; 0.35628;1.36; 0.4070; 0.0000; 0.0012; False; 0.0012; 0.4089
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T238-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T238-rhs.mata;0.48; 0.337578; 0.154268; 0.000649; false; 0.534318;0.5; 0.375284; 0.143555; 0.001243; false; 0.555515;0.33; 0.232563; 0.116735; 0.001467; 0.00039; false; 0.375296;1.69; 0.6146; 0.0000; 0.0022; False; 0.0023; 0.6181
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T239-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T239-rhs.mata;0.41; 0.267008; 0.146814; 7.8e-05; false; 0.446859;0.52; 0.385233; 0.156799; 0.000883; false; 0.581408;0.49; 0.36135; 0.148673; 0.001903; 8.8e-05; false; 0.54537;1.29; 0.4006; 0.0000; 0.0016; False; 0.0016; 0.4033
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T24-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T24-rhs.mata;0.5; 0.360637; 0.150131; 0.000589; false; 0.544549;0.52; 0.374641; 0.14719; 0.000854; false; 0.564948;0.51; 0.362553; 0.152185; 0.002109; 0.000623; false; 0.554383;1.26; 0.4239; 0.0000; 0.0015; False; 0.0015; 0.4265
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T25-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T25-rhs.mata;0.4; 0.323245; 0.098799; 0.002202; false; 0.448757;0.49; 0.360745; 0.142667; 0.000791; false; 0.537186;0.49; 0.357755; 0.142193; 0.00379; 0.004068; false; 0.538498;1.7; 0.6591; 0.0000; 0.0022; False; 0.0022; 0.6626
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T26-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T26-rhs.mata;0.49; 0.37194; 0.145702; 0.000531; false; 0.549164;0.41; 0.309943; 0.12164; 0.000892; false; 0.454921;0.49; 0.37265; 0.142819; 0.002152; 0.000661; false; 0.556702;1.64; 0.5372; 0.0000; 0.0015; False; 0.0015; 0.5399
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T27-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T27-rhs.mata;0.35; 0.224527; 0.102878; 0.019604; false; 0.381588;0.4; 0.317174; 0.110064; 0.000792; false; 0.451673;0.46; 0.303707; 0.148377; 0.010083; 0.016864; false; 0.511745;1.65; 0.6099; 0.0000; 0.0017; False; 0.0017; 0.6124
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T28-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T28-rhs.mata;0.33; 0.236144; 0.096388; 0.002059; false; 0.357185;0.32; 0.216993; 0.117672; 0.00064; false; 0.362059;0.52; 0.380008; 0.14774; 0.00365; 0.003855; false; 0.572649;1.4; 0.4383; 0.0000; 0.0014; False; 0.0014; 0.4408
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T29-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T29-rhs.mata;0.31; 0.21991; 0.102229; 0.00926; false; 0.350636;0.44; 0.373877; 0.096853; 0.000763; false; 0.492753;0.52; 0.339175; 0.15367; 0.013773; 0.017715; false; 0.561119;1.7; 0.6364; 0.0000; 0.0017; False; 0.0018; 0.6393
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;0.91; 0.645244; 0.25901; 0.025293; true; 0.992268;0.57; 0.363799; 0.204793; 0.013123; true; 0.621736;0.88; 0.626268; 0.248587; 0.00304; 0.02182; true; 0.960803;1.9; 1.0741; 0.0000; 0.0334; True; 0.0335; 1.1101
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;0.8; 0.601482; 0.204163; 0.011782; true; 0.861633;0.59; 0.371242; 0.174083; 0.022763; true; 0.638599;0.92; 0.632492; 0.255818; 0.003106; 0.024573; true; 0.989006;2.12; 1.0217; 0.0000; 0.0178; True; 0.0179; 1.0423
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;0.62; 0.393647; 0.189491; 0.028034; true; 0.665741;0.99; 0.685835; 0.280441; 0.025242; true; 1.06305;0.63; 0.400646; 0.217214; 0.00195; 0.015223; true; 0.680798;1.9; 0.8616; 0.0000; 0.0307; True; 0.0307; 0.8941
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;0.71; 0.418358; 0.255403; 0.025483; true; 0.765051;0.65; 0.410995; 0.225137; 0.016106; true; 0.692247;0.93; 0.680392; 0.263837; 0.002389; 0.016479; true; 1.0026;1.94; 1.0025; 0.0000; 0.0202; True; 0.0202; 1.0253
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBad-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBad-A-0-rhs.mata;0.58; 0.097981; 0.039491; 0.455595; true; 0.600559;0.24; 0.05374; 0.025093; 0.175722; true; 0.258199;0.6; 0.095845; 0.035552; 0.043104; 0.442881; true; 0.623513;1.23; 0.0927; 0.0000; 0.1596; True; 0.1596; 0.2526
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-3-rhs.mata;0.67; 0.071366; 0.047232; 0.555236; true; 0.681397;0.43; 0.085098; 0.027123; 0.330404; true; 0.446768;1.0; 0.111273; 0.040735; 0.048186; 0.808773; true; 1.01595;1.79; 0.1903; 0.0000; 0.4757; True; 0.4758; 0.6664
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-rhs.mata;0.99; 0.101923; 0.046672; 0.847428; true; 1.00304;0.66; 0.110772; 0.044568; 0.51375; true; 0.67582;0.69; 0.066827; 0.027597; 0.028261; 0.579113; true; 0.706037;1.3; 0.1552; 0.0000; 0.3401; True; 0.3401; 0.4956
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;3.39; 0.660505; 0.267043; 2.47624; true; 3.45733;1.73; 0.671586; 0.265944; 0.807528; true; 1.79967;3.3; 0.65619; 0.246441; 0.002353; 2.40476; true; 3.36648;2.88; 1.1048; 0.0000; 1.0197; True; 1.0198; 2.1261
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;2.66; 0.518211; 0.171975; 2.0015; true; 2.72572;2.45; 0.712424; 0.273561; 1.47348; true; 2.51966;2.35; 0.399865; 0.17679; 0.001239; 1.7797; true; 2.39353;3.62; 1.0643; 0.0000; 1.5857; True; 1.5857; 2.6519
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;2.91; 0.727519; 0.287453; 1.91024; true; 2.98363;2.1; 0.439854; 0.205205; 1.45538; true; 2.16056;2.43; 0.629655; 0.181341; 0.001382; 1.64555; true; 2.49208;3.1; 0.6445; 0.0000; 1.5589; True; 1.5589; 2.2059
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;3.69; 0.662471; 0.262686; 2.78445; true; 3.76527;2.29; 0.649883; 0.263285; 1.38811; true; 2.35714;3.34; 0.401485; 0.209715; 0.001359; 2.73934; true; 3.39628;3.15; 0.8751; 0.0000; 1.5616; True; 1.5616; 2.4385
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-rhs.mata;2.47; 0.590867; 0.180799; 1.72673; true; 2.53519;1.96; 0.40514; 0.181251; 1.36561; true; 1.99252;3.24; 0.683178; 0.254126; 0.001886; 2.31702; true; 3.30782;2.86; 0.7417; 0.0000; 1.3881; True; 1.3881; 2.1312
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-rhs.mata;0.72; 0.316161; 0.122565; 0.288588; true; 0.755817;0.59; 0.31364; 0.121038; 0.167059; true; 0.627486;0.47; 0.187418; 0.084497; 0.00107; 0.20755; true; 0.500848;1.54; 0.5615; 0.0000; 0.1821; True; 0.1822; 0.7448
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-rhs.mata;0.74; 0.33238; 0.127798; 0.28919; true; 0.777485;0.37; 0.185732; 0.084357; 0.105698; true; 0.392272;0.62; 0.308714; 0.095024; 0.001062; 0.22993; true; 0.661747;1.85; 0.5406; 0.0000; 0.1773; True; 0.1773; 0.7189
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-rhs.mata;0.71; 0.285865; 0.107542; 0.323673; true; 0.743295;0.55; 0.31825; 0.087135; 0.164642; true; 0.586839;0.79; 0.334232; 0.137116; 0.001116; 0.330917; true; 0.831108;1.66; 0.6017; 0.0000; 0.2155; True; 0.2155; 0.8185
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-rhs.mata;0.47; 0.206805; 0.092109; 0.192283; true; 0.508229;0.68; 0.355955; 0.141732; 0.192124; true; 0.714878;0.66; 0.330139; 0.120254; 0.000668; 0.228239; true; 0.69642;1.86; 0.5722; 0.0000; 0.2028; True; 0.2029; 0.7763
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-rhs.mata;0.41; 0.180222; 0.068764; 0.175457; true; 0.439991;0.45; 0.26858; 0.098294; 0.099869; true; 0.487158;0.48; 0.159774; 0.067476; 0.000519; 0.259023; true; 0.501324;1.56; 0.4624; 0.0000; 0.1612; True; 0.1612; 0.6247
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-rhs.mata;0.65; 0.284431; 0.120225; 0.263384; true; 0.689594;0.33; 0.168699; 0.075049; 0.102938; true; 0.360146;0.59; 0.289782; 0.089872; 0.000985; 0.217924; true; 0.620645;1.85; 0.5078; 0.0000; 0.1739; True; 0.1739; 0.6826
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-rhs.mata;0.81; 0.328385; 0.132254; 0.366994; true; 0.855775;0.38; 0.184241; 0.082257; 0.121669; true; 0.402585;0.51; 0.183138; 0.076198; 0.000625; 0.254817; true; 0.529836;1.73; 0.5298; 0.0000; 0.1894; True; 0.1894; 0.7203
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-rhs.mata;0.47; 0.182318; 0.07364; 0.226037; true; 0.495207;0.56; 0.293906; 0.117942; 0.162893; true; 0.597268;0.46; 0.172065; 0.077987; 0.00096; 0.213404; true; 0.48832;1.78; 0.4798; 0.0000; 0.1731; True; 0.1731; 0.6538
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-rhs.mata;0.49; 0.181481; 0.08572; 0.231276; true; 0.515763;0.38; 0.180183; 0.083441; 0.128878; true; 0.40846;0.78; 0.319508; 0.122881; 0.000909; 0.355008; true; 0.823415;1.59; 0.4983; 0.0000; 0.2100; True; 0.2100; 0.7096
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-rhs.mata;0.5; 0.213311; 0.078041; 0.221846; true; 0.530594;0.63; 0.324271; 0.127928; 0.188207; true; 0.665243;0.79; 0.319978; 0.123908; 0.001056; 0.358978; true; 0.829782;1.29; 0.3439; 0.0000; 0.1150; True; 0.1151; 0.4596
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;3.25; 1.45408; 0.609901; 1.25066; true; 3.41868;1.87; 1.13403; 0.396062; 0.401929; true; 1.99633;3.64; 1.74151; 0.628679; 0.002342; 1.3497; true; 3.82476;6.24; 4.7522; 0.0000; 0.6378; True; 0.6379; 5.3925
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;5.14; 1.85989; 0.693837; 2.66721; true; 5.34992;2.88; 1.01058; 0.404627; 1.51372; true; 3.00495;3.35; 1.00385; 0.430835; 0.001681; 1.96005; true; 3.47822;7.23; 4.3311; 0.0000; 2.0736; True; 2.0736; 6.4071
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-rhs.mata;1.27; 0.265089; 0.108908; 0.916319; true; 1.30576;5.24; 0.463935; 0.17365; 4.65033; true; 5.30483;1.69; 0.464068; 0.189487; 0.016547; 1.05012; true; 1.74912;4.92; 0.4753; 0.0000; 3.6694; True; 3.6694; 4.1454
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-rhs.mata;1.23; 0.454408; 0.168601; 0.631803; true; 1.28278;6.85; 0.45138; 0.180537; 6.2567; true; 6.9148;1.53; 0.465076; 0.168075; 0.014206; 0.913784; true; 1.58602;7.77; 0.7473; 0.0000; 6.2955; True; 6.2955; 7.0438
