name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-39-*.mata;1.68; 0.215193; 0.612464;0.09900799999999997;0.30148199999999997; 0.015239; false; 1.72868;1.8; 0.385221; 0.67178;0.085657;0.30399699999999996; 0.017003; false; 1.85608;2.13; 0.312175; 0.829951;0.10634;0.346105; 0.013549; false; 2.19993;4.59; 1.6067; 0.0000; 2.0478; 0.0143; 0.0043; False; 2.0664; 3.7047
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-4-*.mata;0.01; 0.004591; 0.010983;0.000359;0.00021799999999999999; 9.9e-05; false; 0.019992;0.01; 0.003844; 0.010299;0.000384;0.000184; 9.3e-05; false; 0.017958;0.01; 0.004176; 0.010206;0.000355;0.000182; 9.4e-05; false; 0.018255;1.34; 0.0217; 0.0000; 0.0024; 0.0002; 0.0001; False; 0.0028; 0.0250
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-40-*.mata;1.94; 0.377304; 0.957925;0.05730900000000001;0.28207899999999997; 0.014155; false; 2.03723;1.94; 0.399925; 0.741132;0.10627200000000002;0.345491; 0.01557; false; 2.00017;2.2; 0.38463; 1.04977;0.08314900000000001;0.3452470000000001; 0.020556; false; 2.28914;6.56; 2.3640; 0.0000; 3.0521; 0.0251; 0.0061; False; 3.0835; 5.4997
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-41-*.mata;2.26; 0.246871; 1.17366;0.06655299999999997;0.321739; 0.015617; false; 2.36091;2.24; 0.417205; 1.1613;0.06767200000000001;0.31073399999999995; 0.012663; false; 2.35377;2.02; 0.365941; 0.726924;0.10797999999999998;0.41298699999999994; 0.018108; false; 2.06842;6.43; 2.5979; 0.0000; 2.5186; 0.0274; 0.0120; False; 2.5582; 5.2152
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-42-*.mata;3.01; 0.493062; 1.23234;0.12424800000000001;0.46782499999999994; 0.023611; false; 3.08096;1.77; 0.273732; 0.74034;0.066331;0.35083300000000006; 0.015717; false; 1.8258;2.82; 0.430938; 1.26045;0.08999500000000002;0.39779199999999987; 0.019868; false; 2.91698;5.23; 1.8094; 0.0000; 2.5858; 0.0204; 0.0059; False; 2.6122; 4.4576
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-43-*.mata;2.64; 0.290248; 1.14422;0.12558299999999997;0.45918; 0.024392; false; 2.7084;2.62; 0.312296; 1.23226;0.073512;0.379275; 0.019851; false; 2.73447;2.26; 0.381604; 1.02264;0.09049599999999998;0.40503; 0.01579; false; 2.35025;6.98; 2.8770; 0.0000; 3.0690; 0.0199; 0.0051; False; 3.0942; 6.0173
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-44-*.mata;3.27; 0.520372; 1.32334;0.135468;0.550075; 0.026731; false; 3.35785;2.11; 0.432745; 0.789807;0.07802900000000002;0.39975; 0.018663; false; 2.16728;2.94; 0.401696; 1.42159;0.08045299999999998;0.40602399999999994; 0.018343; false; 3.03615;6.25; 2.0072; 0.0000; 3.4950; 0.0184; 0.0043; False; 3.5179; 5.5696
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-45-*.mata;3.01; 0.528305; 1.50174;0.084216;0.43201; 0.021236; false; 3.11571;3.45; 0.589688; 1.42536;0.15265999999999996;0.541087; 0.02442; false; 3.5646;2.37; 0.53219; 0.940749;0.08187099999999997;0.4241640000000001; 0.016768; false; 2.45288;7.94; 3.2389; 0.0000; 3.6473; 0.0275; 0.0091; False; 3.6840; 6.9989
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-46-*.mata;3.53; 0.522885; 1.54863;0.16612299999999997;0.561723; 0.026813; false; 3.64338;2.44; 0.329797; 1.01171;0.09515199999999997;0.4961050000000001; 0.023688; false; 2.49976;3.76; 0.569871; 1.58898;0.16922700000000002;0.662544; 0.024429; false; 3.859;7.81; 2.9026; 0.0000; 3.7509; 0.0301; 0.0066; False; 3.7877; 6.7550
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-47-*.mata;3.16; 0.333723; 1.27408;0.172839;0.7340010000000001; 0.031014; false; 3.24887;3.02; 0.592245; 1.03226;0.15457699999999996;0.6412019999999999; 0.02592; false; 3.0657;3.14; 0.585131; 1.43671;0.12697799999999998;0.554734; 0.01906; false; 3.27106;10.32; 3.8004; 0.0000; 5.2713; 0.0315; 0.0084; False; 5.3113; 9.1804
