name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-concat;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-concat;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-concat;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-5.mata;0.0; 8.3e-05;0.000502;0.000505; 0.000108; false; 0.002297;0.0; 8.2e-05;0.000504;0.000511; 0.000108; false; 0.002264;0.06; 8.1e-05;0.070037;0.000495;0.00032799999999999995; 6.3e-05; false; 0.072339;0.98; 0.0047; 0.0000;0.0043;0.0006000000000000001; 0.0003; False; 0.0056; 0.0109
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-6.mata;0.0; 5.5e-05;0.000398;0.00041300000000000006; 7.6e-05; false; 0.001825;0.0; 5.4e-05;0.00035299999999999996;0.00034; 7.5e-05; false; 0.001516;0.07; 7.7e-05;0.073712;0.00058;0.000328; 6e-05; false; 0.076072;1.19; 0.0060; 0.0000;0.0049;0.0011; 0.0004; False; 0.0067; 0.0133
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-7.mata;0.0; 8.8e-05;0.000558;0.000522; 0.000113; false; 0.002401;0.0; 7.7e-05;0.000523;0.0005380000000000001; 0.000108; false; 0.002329;0.07; 7.9e-05;0.084567;0.0005480000000000001;0.000347; 7.3e-05; false; 0.08705;1.16; 0.0061; 0.0000;0.0071;0.0015; 0.0007; False; 0.0097; 0.0169
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-8.mata;0.0; 8e-05;0.000532;0.00052; 0.000144; false; 0.00244;0.0; 8.8e-05;0.000556;0.000534; 0.000123; false; 0.002465;0.07; 0.000108;0.07722899999999999;0.000565;0.00035400000000000004; 6.9e-05; false; 0.079762;1.21; 0.0059; 0.0000;0.0053;0.0011; 0.0004; False; 0.0071; 0.0137
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-9.mata;0.0; 9e-05;0.000608;0.000571; 0.000129; false; 0.002638;0.0; 9e-05;0.0005970000000000001;0.000577; 0.000123; false; 0.002605;0.06; 8.7e-05;0.061228000000000005;0.000364;0.000257; 4.4e-05; false; 0.063125;1.2; 0.0057; 0.0000;0.0052;0.0013; 0.0004; False; 0.0071; 0.0136
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03005-1.mata;0.0; 9.1e-05;0.000643;0.000614; 0.000135; false; 0.002737;0.0; 7.9e-05;0.000545;0.000579; 0.000112; false; 0.002493;0.07; 8.2e-05;0.075284;0.0005239999999999999;0.00032700000000000003; 6.4e-05; false; 0.077682;0.98; 0.0041; 0.0000;0.003;0.0005; 0.0002; False; 0.0041; 0.0086
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03140-1.mata;0.0; 9.6e-05;0.0005560000000000001;0.000526; 0.000116; false; 0.002553;0.0; 9.1e-05;0.000575;0.0005239999999999999; 0.000117; false; 0.002512;0.07; 8.8e-05;0.071004;0.000619;0.000364; 7.5e-05; false; 0.073601;0.86; 0.0042; 0.0000;0.0031000000000000003;0.0005; 0.0002; False; 0.0042; 0.0089
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-1.mata;0.0; 8.3e-05;0.000553;0.000493; 0.000119; false; 0.002334;0.0; 7.8e-05;0.000552;0.000488; 0.000112; false; 0.002291;0.06; 8.1e-05;0.070192;0.000504;0.000312; 5.6e-05; false; 0.072378;1.08; 0.0073; 0.0000;0.006;0.0013; 0.0005; False; 0.0079; 0.0159
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-2.mata;0.0; 5.5e-05;0.000306;0.000346; 9e-05; false; 0.001452;0.0; 5.5e-05;0.000312;0.000335; 7.5e-05; false; 0.001501;0.08; 9e-05;0.08176599999999999;0.0005319999999999999;0.000335; 6.3e-05; false; 0.084111;1.02; 0.0059; 0.0000;0.0055;0.0011; 0.0004; False; 0.0073; 0.0138
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-3.mata;0.0; 9.1e-05;0.000613;0.000552; 0.000122; false; 0.002541;0.0; 7.8e-05;0.000505;0.000491; 0.000109; false; 0.002145;0.06; 0.00013;0.069609;0.000452;0.000298; 5.3e-05; false; 0.071653;1.07; 0.0043; 0.0000;0.0041;0.0006000000000000001; 0.0003; False; 0.0053; 0.0100
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-4.mata;0.0; 7.8e-05;0.000473;0.00046; 0.000106; false; 0.002081;0.0; 8.5e-05;0.0005020000000000001;0.00047599999999999997; 0.000136; false; 0.002259;0.06; 7.6e-05;0.071424;0.000533;0.000349; 7.7e-05; false; 0.073766;1.19; 0.0062; 0.0000;0.0049;0.0011; 0.0004; False; 0.0067; 0.0135
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-5.mata;0.0; 9.8e-05;0.000643;0.0005870000000000001; 0.000131; false; 0.002683;0.0; 9.3e-05;0.000605;0.000572; 0.000102; false; 0.002486;0.06; 7.1e-05;0.075149;0.0005239999999999999;0.00033; 8.1e-05; false; 0.077398;1.1; 0.0043; 0.0000;0.0040999999999999995;0.0007; 0.0003; False; 0.0053; 0.0102
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04001-1.mata;0.0; 0.000152;0.0031520000000000003;0.0007149999999999999; 0.000201; false; 0.009402;0.01; 0.000145;0.003602;0.000791; 0.000228; false; 0.010637;0.37; 0.000141;0.381849;0.002717;0.000758; 0.000203; false; 0.39057;1.13; 0.0070; 0.0000;0.0199;0.0017000000000000001; 0.0009; False; 0.0229; 0.0314
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04390-1.mata;0.0; 8.8e-05;0.000549;0.0005369999999999999; 0.000126; false; 0.002409;0.0; 8.8e-05;0.000544;0.000521; 0.000113; false; 0.00244;0.06; 8.7e-05;0.07381700000000001;0.000485;0.00032799999999999995; 5.9e-05; false; 0.076087;0.99; 0.0050; 0.0000;0.0029000000000000002;0.0006000000000000001; 0.0002; False; 0.0041; 0.0096
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04451-1.mata;0.0; 8.1e-05;0.000539;0.000487; 0.000126; false; 0.002314;0.0; 8.1e-05;0.00049;0.000503; 0.000108; false; 0.002243;0.07; 8.6e-05;0.079695;0.000512;0.000315; 5.8e-05; false; 0.081972;1.21; 0.0059; 0.0000;0.0049;0.001; 0.0003; False; 0.0064; 0.0131
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05755-1.mata;0.0; 7.7e-05;0.0005329999999999999;0.0005040000000000001; 0.000119; false; 0.002352;0.0; 8.5e-05;0.000658;0.000606; 0.000145; false; 0.002868;0.07; 8.8e-05;0.07334;0.000513;0.00031; 7.2e-05; false; 0.07564;1.23; 0.0057; 0.0000;0.0046;0.0012000000000000001; 0.0004; False; 0.0063; 0.0127
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05997-1.mata;0.08; 0.000342;0.025287999999999998;0.019860000000000003; 0.001216; false; 0.08831;0.08; 0.000301;0.024161000000000002;0.017575; 0.00191; false; 0.088277;0.1; 0.000376;0.040695;0.016091;0.014744; 0.001313; false; 0.109401;1.23; 0.0047; 0.0000;0.12240000000000001;0.06760000000000001; 0.0122; False; 0.2025; 0.2172
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-1.mata;0.23; 0.001385;0.078771;0.029339; 0.00449; false; 0.256582;0.27; 0.001667;0.100515;0.028832999999999998; 0.007728; false; 0.287599;0.34; 0.000894;0.072969;0.080262;0.034030000000000005; 0.007716; false; 0.35914;2.2; 0.0059; 0.0000;0.39490000000000003;0.6735; 0.0140; False; 1.0829; 1.1095
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-2.mata;0.05; 0.000333;0.014553;0.010688; 0.002027; false; 0.054365;0.04; 0.000303;0.013340999999999999;0.010776; 0.002216; false; 0.049364;0.04; 0.000174;0.017882;0.00732;0.007945; 0.002; false; 0.052226;1.8; 0.0063; 0.0000;0.159;0.6169; 0.0118; False; 0.7880; 0.8006
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-3.mata;0.03; 0.000202;0.011041;0.009749999999999998; 0.002123; false; 0.042561;0.03; 0.000185;0.010699;0.009243000000000001; 0.002013; false; 0.041388;0.05; 0.000206;0.018475;0.008844000000000001;0.008627000000000001; 0.001964; false; 0.057164;1.55; 0.0074; 0.0000;0.11019999999999999;0.3603; 0.0089; False; 0.4801; 0.4919
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-4.mata;0.08; 0.000353;0.022365000000000003;0.01652; 0.003421; false; 0.08565;0.08; 0.000424;0.024114;0.01684; 0.003701; false; 0.08963;0.07; 0.000373;0.020928;0.015246;0.013754000000000002; 0.002501; false; 0.08851;1.8; 0.0051; 0.0000;0.1621;0.6367; 0.0099; False; 0.8090; 0.8215
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-1.mata;0.17; 0.000982;0.065054;0.015283; 0.00184; false; 0.185811;0.17; 0.001194;0.065383;0.015625; 0.001764; false; 0.184333;0.38; 0.001012;0.234416;0.04709;0.013337; 0.00169; false; 0.388356;1.46; 0.0069; 0.0000;0.28790000000000004;0.0616; 0.0073; False; 0.3572; 0.3829
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-2.mata;0.08; 0.000358;0.022983;0.020125; 0.004869; false; 0.089943;0.08; 0.000349;0.023069;0.020516; 0.004442; false; 0.089901;0.1; 0.000312;0.024128999999999998;0.019184;0.019021; 0.004443; false; 0.107883;2.94; 0.0046; 0.0000;0.25270000000000004;1.6326; 0.0226; False; 1.9083; 1.9223
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-3.mata;0.0; 9.8e-05;0.000563;0.000528; 0.000117; false; 0.002454;0.0; 9e-05;0.000529;0.000544; 0.00011; false; 0.002317;0.06; 7.9e-05;0.066971;0.000484;0.000325; 6.3e-05; false; 0.06925;1.21; 0.0061; 0.0000;0.0060999999999999995;0.0011; 0.0004; False; 0.0078; 0.0147
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-4.mata;0.06; 0.000321;0.01968;0.013491; 0.002491; false; 0.071872;0.07; 0.000337;0.020214000000000003;0.013915; 0.00309; false; 0.074707;0.1; 0.00032;0.043347;0.017953999999999998;0.014159999999999999; 0.003207; false; 0.116573;1.69; 0.0048; 0.0000;0.1232;0.5343; 0.0123; False; 0.6703; 0.6832
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06250-1.mata;0.05; 0.000317;0.018326000000000002;0.007011; 0.000969; false; 0.061181;0.05; 0.000341;0.018501;0.006566000000000001; 0.001064; false; 0.05755;0.75; 0.000367;0.7154380000000001;0.013891;0.006566; 0.000979; false; 0.763669;1.24; 0.0068; 0.0000;0.1018;0.0317; 0.0039; False; 0.1376; 0.1511
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06315-1.mata;0.08; 0.000233;0.025721;0.023083; 0.004989; false; 0.096938;0.06; 0.000383;0.020392;0.018971; 0.004565; false; 0.079299;0.07; 0.000232;0.020967;0.013525;0.016295999999999998; 0.004123; false; 0.086103;3.72; 0.0046; 0.0000;0.322;2.646; 0.0182; False; 2.9866; 3.0004
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06342-1.mata;0.06; 0.000333;0.019084000000000004;0.007187000000000001; 0.001366; false; 0.063601;0.05; 0.000369;0.018453999999999998;0.006532; 0.001362; false; 0.060987;0.13; 0.000374;0.07456600000000001;0.016012000000000002;0.0068260000000000005; 0.001475; false; 0.13198;0.97; 0.0051; 0.0000;0.0743;0.0387; 0.0028; False; 0.1163; 0.1269
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-1.mata;1.18; 0.007908;0.414628;0.098083; 0.014281; false; 1.24263;1.47; 0.00878;0.528034;0.11345; 0.019515; false; 1.5309;1.54; 0.008299;0.29662900000000003;0.333913;0.116477; 0.021579; false; 1.59757;4.23; 0.0120; 0.0000;2.3644;0.9325000000000001; 0.0377; False; 3.3353; 3.4483
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-10.mata;0.01; 0.000161;0.003262;0.000972; 0.000234; false; 0.009873;0.01; 0.000134;0.003444;0.001316; 0.000326; false; 0.010805;0.38; 0.00016;0.396544;0.002908;0.00089; 0.000232; false; 0.405817;0.89; 0.0071; 0.0000;0.0186;0.0017000000000000001; 0.0006; False; 0.0211; 0.0294
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-11.mata;0.03; 0.000229;0.008928000000000002;0.0021780000000000002; 0.000655; false; 0.025623;0.02; 0.000206;0.008721;0.001939; 0.000509; false; 0.024256;0.99; 0.000218;0.997167;0.007445;0.001856; 0.000512; false; 1.01908;1.18; 0.0062; 0.0000;0.037;0.003; 0.0007; False; 0.0413; 0.0501
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-12.mata;0.02; 0.000185;0.0076749999999999995;0.001611; 0.000416; false; 0.021625;0.01; 0.000122;0.005133;0.001091; 0.00041; false; 0.014231;0.72; 0.000134;0.72247;0.004293999999999999;0.001229; 0.000398; false; 0.7361;1.1; 0.0068; 0.0000;0.0385;0.003; 0.0008; False; 0.0427; 0.0523
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-13.mata;0.0; 8e-05;0.000539;0.000517; 0.000116; false; 0.002342;0.0; 8e-05;0.0005269999999999999;0.000513; 0.000125; false; 0.002328;0.06; 7.8e-05;0.069799;0.000499;0.000308; 6.3e-05; false; 0.072053;1.17; 0.0059; 0.0000;0.0049;0.0011; 0.0004; False; 0.0066; 0.0131
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-14.mata;0.0; 9.5e-05;0.001804;0.000425; 0.000125; false; 0.005433;0.01; 0.000145;0.003297;0.0009; 0.000262; false; 0.009987;0.23; 8.7e-05;0.23744200000000001;0.002077;0.000656; 0.000203; false; 0.244123;1.18; 0.0060; 0.0000;0.0176;0.0015; 0.0006; False; 0.0199; 0.0271
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-15.mata;0.02; 0.000197;0.008049;0.0016389999999999998; 0.000584; false; 0.023154;0.02; 0.000229;0.008672;0.00184; 0.00055; false; 0.024011;0.72; 0.000207;0.729263;0.004835;0.001157; 0.000319; false; 0.743926;1.0; 0.0050; 0.0000;0.022;0.0017000000000000001; 0.0005; False; 0.0244; 0.0313
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-16.mata;0.02; 0.000206;0.008432;0.001907; 0.00055; false; 0.023949;0.02; 0.000232;0.008545;0.0017569999999999999; 0.000505; false; 0.023819;0.97; 0.000205;0.9778910000000001;0.007006999999999999;0.00205; 0.000634; false; 1.00053;1.25; 0.0062; 0.0000;0.0392;0.0029; 0.0007; False; 0.0434; 0.0527
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-17.mata;0.0; 5.5e-05;0.000303;0.00032300000000000004; 7.6e-05; false; 0.001392;0.0; 9e-05;0.00057;0.0005200000000000001; 0.000117; false; 0.002338;0.06; 5.3e-05;0.066276;0.00041600000000000003;0.000271; 7.9e-05; false; 0.068042;1.06; 0.0044; 0.0000;0.0036;0.0007; 0.0002; False; 0.0048; 0.0096
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-18.mata;0.0; 9e-05;0.0019060000000000001;0.0005909999999999999; 0.000154; false; 0.005937;0.0; 8.1e-05;0.0017820000000000002;0.000556; 0.000154; false; 0.0055;0.36; 0.000154;0.36741;0.0026969999999999997;0.000687; 0.000184; false; 0.37603;1.07; 0.0044; 0.0000;0.0104;0.0009; 0.0003; False; 0.0118; 0.0170
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-19.mata;0.02; 0.000238;0.009162;0.002018; 0.000572; false; 0.026331;0.02; 0.000225;0.009082;0.001962; 0.000552; false; 0.025713;0.96; 0.000122;0.966028;0.005797999999999999;0.001439; 0.000469; false; 0.98238;1.25; 0.0070; 0.0000;0.0381;0.0027; 0.0007; False; 0.0418; 0.0515
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-2.mata;0.0; 0.000154;0.003351;0.000913; 0.000231; false; 0.010112;0.0; 8.6e-05;0.001789;0.0005250000000000001; 0.000154; false; 0.00555;0.37; 0.000145;0.378274;0.0027280000000000004;0.0008340000000000001; 0.000225; false; 0.387015;1.0; 0.0067; 0.0000;0.018799999999999997;0.0015; 0.0006; False; 0.0214; 0.0292
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-20.mata;0.02; 0.000205;0.007849;0.0018319999999999999; 0.00063; false; 0.023499;0.02; 0.00022;0.009245;0.0021190000000000002; 0.000655; false; 0.026814;1.2; 0.000227;1.212089;0.007785;0.0017959999999999999; 0.000519; false; 1.23463;1.01; 0.0069; 0.0000;0.028999999999999998;0.002; 0.0005; False; 0.0318; 0.0409
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-21.mata;0.0; 5.7e-05;0.000324;0.000337; 7.7e-05; false; 0.001474;0.0; 8.3e-05;0.000584;0.000527; 0.000112; false; 0.00248;0.04; 5.5e-05;0.04883799999999999;0.000298;0.000212; 4.8e-05; false; 0.050268;1.23; 0.0063; 0.0000;0.0064;0.0012000000000000001; 0.0005; False; 0.0081; 0.0153
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-22.mata;0.0; 8e-05;0.001846;0.000587; 0.000169; false; 0.005789;0.01; 0.00016;0.003116;0.000724; 0.000232; false; 0.009508;0.25; 0.000147;0.25751999999999997;0.001752;0.000594; 0.000129; false; 0.26364;0.96; 0.0059; 0.0000;0.0195;0.0016; 0.0007; False; 0.0221; 0.0292
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-23.mata;0.01; 0.000133;0.004772;0.001338; 0.000326; false; 0.014009;0.02; 0.000247;0.009375;0.002058; 0.000626; false; 0.026667;1.2; 0.000214;1.208303;0.005877;0.001618; 0.000568; false; 1.2259;1.19; 0.0056; 0.0000;0.0375;0.0034; 0.0008; False; 0.0420; 0.0508
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-24.mata;0.02; 0.000212;0.008565;0.0017070000000000002; 0.000631; false; 0.023739;0.01; 0.000124;0.004893;0.001241; 0.00036; false; 0.014492;0.82; 0.00018;0.825296;0.006896;0.001729; 0.000564; false; 0.84544;1.07; 0.0063; 0.0000;0.03950000000000001;0.003; 0.0008; False; 0.0436; 0.0532
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-25.mata;0.0; 8.2e-05;0.000536;0.000535; 0.000114; false; 0.002475;0.0; 8.1e-05;0.000557;0.000532; 0.000111; false; 0.002395;0.07; 9.4e-05;0.072957;0.000529;0.00033999999999999997; 6.3e-05; false; 0.075397;1.1; 0.0061; 0.0000;0.0056;0.0012000000000000001; 0.0004; False; 0.0075; 0.0142
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-26.mata;0.01; 0.000141;0.003116;0.0008330000000000001; 0.000231; false; 0.009683;0.01; 0.000124;0.0030369999999999998;0.000753; 0.000218; false; 0.009301;0.29; 0.00014;0.297254;0.001921;0.000593; 0.000113; false; 0.303891;0.98; 0.0049; 0.0000;0.011099999999999999;0.001; 0.0004; False; 0.0125; 0.0182
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-27.mata;0.01; 0.000156;0.004612;0.001108; 0.000361; false; 0.01363;0.02; 0.000197;0.008497000000000001;0.001694; 0.000578; false; 0.023959;1.24; 0.000225;1.247681;0.007793;0.001742; 0.000572; false; 1.26965;1.15; 0.0066; 0.0000;0.0392;0.003; 0.0008; False; 0.0432; 0.0529
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-28.mata;0.02; 0.000201;0.00874;0.002019; 0.000595; false; 0.024856;0.02; 0.000238;0.00879;0.001967; 0.000472; false; 0.024251;1.45; 0.000225;1.448173;0.008376;0.001994; 0.000622; false; 1.47219;1.18; 0.0065; 0.0000;0.0407;0.003; 0.0008; False; 0.0451; 0.0543
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-29.mata;0.0; 5.6e-05;0.000307;0.000382; 7.8e-05; false; 0.00151;0.0; 5.6e-05;0.000298;0.000348; 7.7e-05; false; 0.001474;0.03; 5.4e-05;0.04307899999999999;0.00026900000000000003;0.000194; 4.3e-05; false; 0.044412;0.87; 0.0045; 0.0000;0.0039;0.0007999999999999999; 0.0003; False; 0.0053; 0.0103
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-3.mata;0.01; 0.000123;0.004778;0.0013870000000000002; 0.000435; false; 0.014355;0.02; 0.000243;0.00863;0.001885; 0.000553; false; 0.02431;0.69; 0.000125;0.701654;0.006095;0.001679; 0.000613; false; 0.719386;1.19; 0.0062; 0.0000;0.038400000000000004;0.0029; 0.0008; False; 0.0426; 0.0520
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-30.mata;0.0; 0.000123;0.003049;0.000824; 0.000224; false; 0.00948;0.0; 0.000136;0.003196;0.000809; 0.000264; false; 0.009968;0.41; 0.000131;0.412155;0.002902;0.000877; 0.000217; false; 0.421424;0.95; 0.0045; 0.0000;0.0112;0.001; 0.0004; False; 0.0128; 0.0180
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-31.mata;0.02; 0.000235;0.008451;0.001814; 0.000669; false; 0.02461;0.01; 0.000126;0.004768;0.00109; 0.000347; false; 0.014286;1.18; 0.000221;1.196919;0.007625;0.0018089999999999998; 0.000471; false; 1.21863;0.96; 0.0046; 0.0000;0.022;0.0015; 0.0005; False; 0.0244; 0.0311
