name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15217-4.mata;0.0; 5.8e-05; 1.8e-05; 4e-06; 1e-06; false; 0.000173;0.0; 5.2e-05; 1.6e-05; 4e-06; 1e-06; false; 0.000164;0.0; 8.4e-05; 4.8e-05; 1.7e-05; 1e-05; 3e-06; false; 0.000325;1.0; 0.0060; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0062
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15217-5.mata;0.0; 9.8e-05; 2.7e-05; 6e-06; 2e-06; false; 0.000281;0.0; 8.8e-05; 2.4e-05; 6e-06; 2e-06; false; 0.000273;0.0; 8.9e-05; 4.3e-05; 1.5e-05; 1e-05; 2e-06; false; 0.000309;1.26; 0.0061; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0065
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15217-6.mata;0.0; 7.6e-05; 2.2e-05; 5e-06; 2e-06; false; 0.000229;0.0; 5.6e-05; 1.5e-05; 3e-06; 1e-06; false; 0.000156;0.0; 5.4e-05; 3.2e-05; 9e-06; 5e-06; 1e-06; false; 0.000184;1.16; 0.0064; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0066
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15217-7.mata;0.0; 0.000117; 3.1e-05; 8e-06; 3e-06; false; 0.000351;0.0; 9.2e-05; 2.8e-05; 8e-06; 3e-06; false; 0.000335;0.0; 9.2e-05; 5.2e-05; 2.2e-05; 1.1e-05; 3e-06; false; 0.000372;1.19; 0.0061; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0064
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15217-8.mata;0.0; 8.5e-05; 2.7e-05; 6e-06; 2e-06; false; 0.000265;0.0; 8.1e-05; 2.2e-05; 8e-06; 1e-06; false; 0.000251;0.0; 9e-05; 4.6e-05; 1.8e-05; 1e-05; 2e-06; false; 0.000325;0.96; 0.0043; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0045
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15217-9.mata;0.0; 0.000103; 2.4e-05; 5e-06; 1e-06; false; 0.000244;0.0; 8.6e-05; 2.2e-05; 6e-06; 2e-06; false; 0.000245;0.0; 9.6e-05; 6.2e-05; 1.7e-05; 9e-06; 2e-06; false; 0.00033;0.89; 0.0041; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0044
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15240-1.mata;0.0; 0.000219; 0.000127; 2.3e-05; 1e-05; false; 0.000631;0.0; 0.000238; 0.000124; 2.4e-05; 1.1e-05; false; 0.000654;0.0; 0.000231; 0.000205; 0.000108; 2.2e-05; 1e-05; false; 0.000846;1.15; 0.0062; 0.0000; 0.0003; 0.0000; 0.0000; False; 0.0004; 0.0067
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15240-2.mata;0.0; 0.000217; 0.000211; 2.5e-05; 1.5e-05; false; 0.000743;0.0; 0.000248; 0.000175; 3e-05; 1.5e-05; false; 0.000751;0.0; 0.000235; 0.000348; 0.000156; 2.1e-05; 1.6e-05; false; 0.000992;1.24; 0.0068; 0.0000; 0.0008; 0.0002; 0.0000; False; 0.0011; 0.0083
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15305-1.mata;0.0; 0.00027; 0.000183; 2.4e-05; 1.2e-05; false; 0.000762;0.0; 0.000295; 0.000188; 2.6e-05; 1.3e-05; false; 0.000797;0.0; 0.000285; 0.00029; 0.000164; 3.8e-05; 1.5e-05; false; 0.001071;0.92; 0.0047; 0.0000; 0.0002; 0.0000; 0.0000; False; 0.0003; 0.0052
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15493-1.mata;0.0; 0.000319; 0.000152; 2.3e-05; 1.3e-05; false; 0.000765;0.0; 0.000404; 0.000173; 2.5e-05; 1.4e-05; false; 0.000935;0.0; 0.000412; 0.000313; 0.000173; 2.2e-05; 1.4e-05; false; 0.001236;1.2; 0.0066; 0.0000; 0.0003; 0.0001; 0.0000; False; 0.0005; 0.0072
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15493-2.mata;0.0; 0.000258; 4.9e-05; 8e-06; 5e-06; false; 0.000463;0.0; 0.000278; 5e-05; 9e-06; 4e-06; false; 0.000508;0.0; 0.000288; 0.000147; 5.4e-05; 1.2e-05; 3e-06; false; 0.000696;1.08; 0.0050; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0054
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15493-3.mata;0.0; 0.0001; 4.3e-05; 7e-06; 4e-06; false; 0.000282;0.0; 9.6e-05; 4.1e-05; 7e-06; 4e-06; false; 0.000278;0.0; 9.9e-05; 8.7e-05; 3.7e-05; 7e-06; 3e-06; false; 0.000364;0.98; 0.0047; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0049
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15539-1.mata;0.0; 0.000305; 0.00026; 3.9e-05; 1.8e-05; false; 0.000962;0.0; 0.000326; 0.000285; 4.1e-05; 1.9e-05; false; 0.001203;0.0; 0.000343; 0.000411; 0.000267; 3.3e-05; 3.2e-05; false; 0.00141;1.07; 0.0064; 0.0000; 0.0005; 0.0001; 0.0000; False; 0.0006; 0.0073
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15539-2.mata;0.0; 6.1e-05; 1.9e-05; 4e-06; 1e-06; false; 0.000178;0.0; 5.8e-05; 1.5e-05; 3e-06; 1e-06; false; 0.000162;0.0; 8.4e-05; 4.8e-05; 1.7e-05; 9e-06; 2e-06; false; 0.000324;1.17; 0.0063; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0002; 0.0066
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15539-3.mata;0.0; 0.003296; 0.000336; 3.2e-05; 3.1e-05; false; 0.004502;0.0; 0.003115; 0.000326; 3.2e-05; 3e-05; false; 0.004325;0.0; 0.003629; 0.001598; 0.000389; 5.1e-05; 1.8e-05; false; 0.006594;1.0; 0.0129; 0.0000; 0.0010; 0.0001; 0.0000; False; 0.0012; 0.0144
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15581-1.mata;0.0; 0.004081; 0.000555; 5.4e-05; 4.4e-05; false; 0.005744;0.0; 0.003613; 0.000534; 5e-05; 3.9e-05; false; 0.005184;0.0; 0.004018; 0.001122; 0.000577; 5.4e-05; 4.4e-05; false; 0.006861;1.0; 0.0089; 0.0000; 0.0010; 0.0002; 0.0000; False; 0.0012; 0.0104
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15647-1.mata;0.0; 8.6e-05; 2.9e-05; 6e-06; 2e-06; false; 0.000287;0.0; 7.7e-05; 3e-05; 8e-06; 2e-06; false; 0.000278;0.0; 9.5e-05; 5e-05; 2.1e-05; 1.1e-05; 2e-06; false; 0.00036;1.14; 0.0063; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0066
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15647-2.mata;0.0; 0.001038; 0.000124; 1.2e-05; 2e-06; false; 0.001494;0.0; 0.001003; 0.000128; 1.3e-05; 2e-06; false; 0.001496;0.0; 0.00123; 0.000454; 0.000142; 1.3e-05; 3e-06; false; 0.002171;1.17; 0.0179; 0.0000; 0.0086; 0.0000; 0.0000; False; 0.0087; 0.0268
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15755-1.mata;0.0; 0.000354; 0.000291; 3.9e-05; 3.3e-05; false; 0.00111;0.0; 0.000351; 0.000281; 3.8e-05; 2e-05; false; 0.001079;0.0; 0.000352; 0.000424; 0.000294; 3.1e-05; 2.3e-05; false; 0.001515;0.92; 0.0047; 0.0000; 0.0004; 0.0001; 0.0000; False; 0.0006; 0.0055
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15885-1.mata;0.0; 0.000175; 0.000132; 1.9e-05; 1.1e-05; false; 0.000565;0.0; 0.000305; 0.000271; 6.4e-05; 1.8e-05; false; 0.001024;0.0; 0.000181; 0.000269; 0.000135; 1.8e-05; 1.2e-05; false; 0.000823;0.88; 0.0048; 0.0000; 0.0003; 0.0000; 0.0000; False; 0.0003; 0.0052
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15885-2.mata;0.0; 0.000109; 2.7e-05; 1.5e-05; 2e-06; false; 0.000327;0.0; 5.7e-05; 1.5e-05; 4e-06; 1e-06; false; 0.000178;0.0; 5.7e-05; 3.5e-05; 1.2e-05; 7e-06; 1e-06; false; 0.000211;0.87; 0.0042; 0.0000; 0.0000; 0.0000; 0.0000; False; 0.0001; 0.0044
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance15978-1.mata;0.0; 0.000212; 3e-05; 9e-06; 3e-06; false; 0.000445;0.0; 0.000173; 3.1e-05; 7e-06; 2e-06; false; 0.000395;0.0; 0.000184; 7.3e-05; 3e-05; 8e-06; 2e-06; false; 0.000476;0.91; 0.0046; 0.0000; 0.0001; 0.0000; 0.0000; False; 0.0001; 0.0048
