name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1479.0.mata;0.09; 0.082245; 0.008971; 0.00041; 0.000276; false; 0.1031;0.09; 0.078201; 0.008111; 0.000357; 0.000258; false; 0.098101;0.1; 0.081298; 0.014716; 0.001572; 8.1e-05; 0.000118; false; 0.108276;1.29; 0.1249; 0.0000; 0.0156; 0.0010; 0.0000; False; 0.0167; 0.1431
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1575.0.mata;0.08; 0.073954; 0.00908; 0.000733; 0.000261; false; 0.094152;0.08; 0.072021; 0.008535; 0.00083; 0.00028; false; 0.092359;0.08; 0.072128; 0.012124; 0.002364; 0.000193; 6.8e-05; false; 0.096324;0.97; 0.0627; 0.0000; 0.0093; 0.0006; 0.0000; False; 0.0099; 0.0737
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1578.0.mata;0.08; 0.071333; 0.008839; 0.000719; 0.000255; false; 0.091054;0.08; 0.072418; 0.008374; 0.00072; 0.000267; false; 0.092108;0.09; 0.073502; 0.012682; 0.002375; 0.000189; 7.6e-05; false; 0.098491;1.24; 0.1097; 0.0000; 0.0154; 0.0009; 0.0000; False; 0.0163; 0.1274
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1597.0.mata;0.11; 0.09822; 0.009963; 0.000879; 0.000321; false; 0.122495;0.11; 0.098043; 0.009368; 0.000858; 0.000313; false; 0.12164;0.11; 0.09567; 0.017831; 0.002211; 0.000173; 9.5e-05; false; 0.128219;1.17; 0.1413; 0.0000; 0.0163; 0.0010; 0.0000; False; 0.0174; 0.1602
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1676.0.mata;0.08; 0.073797; 0.004666; 0.000375; 0.000162; false; 0.084631;0.05; 0.049388; 0.004671; 0.000354; 0.00016; false; 0.060259;0.1; 0.083055; 0.013672; 0.002085; 0.000176; 7.5e-05; false; 0.109803;1.12; 0.1258; 0.0000; 0.0195; 0.0014; 0.0000; False; 0.0209; 0.1487
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1677.0.mata;0.08; 0.085784; 0.005716; 0.000461; 0.000209; false; 0.099767;0.13; 0.114741; 0.010796; 0.001091; 0.000376; false; 0.143396;0.08; 0.075003; 0.010683; 0.001161; 0.000103; 7e-05; false; 0.094402;1.11; 0.1144; 0.0000; 0.0214; 0.0014; 0.0000; False; 0.0229; 0.1393
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1679.0.mata;0.13; 0.112055; 0.011523; 0.000879; 0.00037; false; 0.13991;0.07; 0.061295; 0.005546; 0.000556; 0.00024; false; 0.075449;0.07; 0.061756; 0.01134; 0.001193; 9.9e-05; 7e-05; false; 0.081603;1.08; 0.0999; 0.0000; 0.0129; 0.0013; 0.0000; False; 0.0143; 0.1161
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_17.0.mata;0.02; 0.019739; 0.001452; 0.000126; 4.9e-05; false; 0.022919;0.02; 0.020307; 0.002727; 0.000204; 9.4e-05; false; 0.026389;0.02; 0.020241; 0.003845; 0.00118; 0.0001; 5.5e-05; false; 0.028212;1.11; 0.0367; 0.0000; 0.0057; 0.0002; 0.0000; False; 0.0060; 0.0434
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1703.0.mata;0.09; 0.091021; 0.009239; 0.000747; 0.000306; false; 0.113603;0.1; 0.098624; 0.008561; 0.00071; 0.000462; false; 0.121192;0.12; 0.106606; 0.017032; 0.002415; 0.000254; 0.000196; false; 0.139842;1.23; 0.1341; 0.0000; 0.0156; 0.0010; 0.0000; False; 0.0167; 0.1522
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1707.0.mata;0.13; 0.118078; 0.011801; 0.001079; 0.000377; false; 0.147651;0.07; 0.063973; 0.00558; 0.000495; 0.00021; false; 0.078597;0.12; 0.095862; 0.02544; 0.002881; 0.000242; 0.000175; false; 0.132567;1.35; 0.1784; 0.0000; 0.0206; 0.0014; 0.0000; False; 0.0220; 0.2024
