name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1707.0.mata;0.35; 0.32021; 0.072774; 0.003072; 0.000334; 9e-05; false; 0.402126;0.36; 0.331418; 0.070305; 0.003127; 0.000311; 9.6e-05; false; 0.410698;0.38; 0.3333; 0.073404; 0.004913; 0.000663; 7.8e-05; 3.9e-05; false; 0.417723;1.66; 0.5299; 0.0000; 0.0068; 0.0003; 0.0000; False; 0.0072; 0.5376
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1720.0.mata;0.26; 0.234184; 0.051839; 0.002579; 0.000232; 7.4e-05; false; 0.292901;0.26; 0.23033; 0.051048; 0.002337; 0.000226; 7.3e-05; false; 0.287963;0.26; 0.229893; 0.055299; 0.004192; 0.00074; 0.000109; 5.2e-05; false; 0.295396;1.34; 0.3500; 0.0000; 0.0037; 0.0001; 0.0000; False; 0.0039; 0.3543
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1722.0.mata;0.24; 0.219465; 0.050691; 0.002124; 0.000241; 6.6e-05; false; 0.276183;0.24; 0.213197; 0.056223; 0.002465; 0.000227; 7.3e-05; false; 0.276668;0.26; 0.23588; 0.052659; 0.003658; 0.000689; 7.9e-05; 5.1e-05; false; 0.296738;1.67; 0.4250; 0.0000; 0.0055; 0.0002; 0.0000; False; 0.0058; 0.4313
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1723.0.mata;0.26; 0.230882; 0.05593; 0.002645; 0.000411; 9.4e-05; false; 0.294805;0.25; 0.232497; 0.055308; 0.002578; 0.00036; 8.5e-05; false; 0.295565;0.14; 0.133424; 0.032408; 0.002289; 0.000386; 5.3e-05; 2.4e-05; false; 0.170911;1.47; 0.3487; 0.0000; 0.0077; 0.0008; 0.0000; False; 0.0086; 0.3580
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1726.0.mata;0.19; 0.176622; 0.034227; 0.001314; 0.000172; 4.4e-05; false; 0.214776;0.16; 0.143943; 0.035916; 0.001304; 0.000138; 4.4e-05; false; 0.183821;0.21; 0.186623; 0.058476; 0.003726; 0.000696; 9.5e-05; 4.1e-05; false; 0.253755;1.52; 0.3319; 0.0000; 0.0044; 0.0004; 0.0000; False; 0.0049; 0.3373
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1728.0.mata;0.27; 0.250503; 0.057003; 0.002352; 0.000243; 7.3e-05; false; 0.31462;0.28; 0.245481; 0.056297; 0.002135; 0.000218; 7.4e-05; false; 0.308315;0.19; 0.168403; 0.038668; 0.002342; 0.000387; 5.5e-05; 2.4e-05; false; 0.212779;1.5; 0.4113; 0.0000; 0.0051; 0.0003; 0.0000; False; 0.0054; 0.4172
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1729.0.mata;0.26; 0.238712; 0.05554; 0.00261; 0.000315; 7.8e-05; false; 0.301535;0.15; 0.139976; 0.034207; 0.001303; 0.000144; 4.4e-05; false; 0.178017;0.19; 0.156896; 0.053627; 0.0025; 0.000403; 5.7e-05; 3.2e-05; false; 0.216564;1.56; 0.2995; 0.0000; 0.0045; 0.0003; 0.0000; False; 0.0048; 0.3047
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_173.0.mata;0.05; 0.043155; 0.013795; 0.000517; 7e-05; 1.7e-05; false; 0.058942;0.04; 0.040958; 0.014142; 0.000508; 5.5e-05; 1.8e-05; false; 0.057176;0.05; 0.043368; 0.014948; 0.000864; 0.000262; 3.9e-05; 1.4e-05; false; 0.061093;1.16; 0.1375; 0.0000; 0.0022; 0.0001; 0.0000; False; 0.0024; 0.1402
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1732.0.mata;0.16; 0.156094; 0.035743; 0.001402; 0.000224; 4.6e-05; false; 0.196309;0.15; 0.137222; 0.03595; 0.001387; 0.000146; 4.5e-05; false; 0.177277;0.16; 0.142109; 0.036494; 0.002412; 0.000426; 6.5e-05; 3.2e-05; false; 0.184238;1.77; 0.4222; 0.0000; 0.0063; 0.0006; 0.0000; False; 0.0069; 0.4297
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1736.0.mata;0.18; 0.166656; 0.035864; 0.001381; 0.000156; 4.7e-05; false; 0.206681;0.16; 0.143058; 0.037223; 0.001535; 0.000227; 5.5e-05; false; 0.185115;0.19; 0.148713; 0.057572; 0.00414; 0.00085; 0.000108; 5.7e-05; false; 0.215971;1.56; 0.3909; 0.0000; 0.0046; 0.0003; 0.0000; False; 0.0050; 0.3964
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1737.0.mata;0.2; 0.18166; 0.037207; 0.001411; 0.00016; 4.5e-05; false; 0.223076;0.19; 0.154141; 0.052147; 0.002388; 0.000223; 7.7e-05; false; 0.212847;0.27; 0.2518; 0.054284; 0.003896; 0.000693; 8.9e-05; 4.4e-05; false; 0.315373;1.45; 0.3993; 0.0000; 0.0049; 0.0003; 0.0000; False; 0.0052; 0.4049
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1738.0.mata;0.24; 0.237253; 0.051752; 0.001503; 0.000219; 5.2e-05; false; 0.293918;0.25; 0.240608; 0.053452; 0.002545; 0.000319; 8.5e-05; false; 0.30154;0.15; 0.134874; 0.033663; 0.002267; 0.000374; 5.3e-05; 2.4e-05; false; 0.173551;1.48; 0.4241; 0.0000; 0.0056; 0.0004; 0.0000; False; 0.0061; 0.4307
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1739.0.mata;0.25; 0.241636; 0.053164; 0.002622; 0.000405; 0.000102; false; 0.302315;0.26; 0.231155; 0.054605; 0.002479; 0.000378; 0.000101; false; 0.293597;0.26; 0.231468; 0.057693; 0.004151; 0.000664; 0.000111; 5.4e-05; false; 0.299208;1.6; 0.4135; 0.0000; 0.0064; 0.0005; 0.0000; False; 0.0071; 0.4210
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1741.0.mata;0.18; 0.174577; 0.034372; 0.001355; 0.000156; 4.4e-05; false; 0.213023;0.26; 0.233803; 0.054494; 0.00261; 0.000319; 8.6e-05; false; 0.295572;0.18; 0.136494; 0.053531; 0.003878; 0.000734; 8.7e-05; 4.2e-05; false; 0.198534;1.34; 0.2703; 0.0000; 0.0061; 0.0006; 0.0000; False; 0.0068; 0.2777
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1748.0.mata;0.12; 0.109338; 0.026519; 0.001288; 0.000185; 4.3e-05; false; 0.139958;0.19; 0.168821; 0.042952; 0.002278; 0.000306; 0.0001; false; 0.218601;0.11; 0.096322; 0.027965; 0.001921; 0.00045; 3.8e-05; 3.3e-05; false; 0.129364;1.22; 0.1804; 0.0000; 0.0055; 0.0003; 0.0000; False; 0.0059; 0.1868
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1749.0.mata;0.26; 0.236325; 0.052596; 0.002543; 0.000331; 7.3e-05; false; 0.296231;0.26; 0.23569; 0.056746; 0.002532; 0.000382; 8.4e-05; false; 0.299654;0.25; 0.222847; 0.052765; 0.003885; 0.000623; 7.7e-05; 4.2e-05; false; 0.285093;1.43; 0.2945; 0.0000; 0.0056; 0.0005; 0.0000; False; 0.0062; 0.3012
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_175.0.mata;0.08; 0.069946; 0.020255; 0.000953; 0.000141; 2.9e-05; false; 0.093801;0.07; 0.065249; 0.020083; 0.000894; 0.000138; 4.1e-05; false; 0.08876;0.08; 0.067396; 0.020776; 0.001411; 0.000404; 5.4e-05; 3.2e-05; false; 0.092182;1.33; 0.1363; 0.0000; 0.0026; 0.0002; 0.0000; False; 0.0029; 0.1397
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1752.0.mata;0.2; 0.171782; 0.045725; 0.002465; 0.000376; 7.3e-05; false; 0.225086;0.19; 0.164585; 0.044422; 0.002122; 0.000325; 7.6e-05; false; 0.215688;0.17; 0.150814; 0.036484; 0.002671; 0.000661; 4.8e-05; 3.8e-05; false; 0.193852;1.49; 0.2979; 0.0000; 0.0058; 0.0004; 0.0000; False; 0.0062; 0.3047
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1755.0.mata;0.15; 0.117801; 0.041235; 0.001237; 0.000157; 4.4e-05; false; 0.162849;0.11; 0.098047; 0.027724; 0.001327; 0.000186; 4.5e-05; false; 0.12995;0.17; 0.150437; 0.037263; 0.002734; 0.000647; 4.7e-05; 3.7e-05; false; 0.194347;1.12; 0.2022; 0.0000; 0.0042; 0.0004; 0.0000; False; 0.0047; 0.2074
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1758.0.mata;0.17; 0.148649; 0.040492; 0.002166; 0.000322; 7.2e-05; false; 0.195794;0.18; 0.161046; 0.042738; 0.002268; 0.000333; 8.8e-05; false; 0.211012;0.17; 0.164864; 0.034778; 0.003097; 0.000766; 5.6e-05; 4.7e-05; false; 0.20802;1.3; 0.1732; 0.0000; 0.0036; 0.0002; 0.0000; False; 0.0039; 0.1774
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1761.0.mata;0.2; 0.177273; 0.047014; 0.002408; 0.000424; 9.4e-05; false; 0.23166;0.2; 0.170735; 0.044441; 0.002265; 0.000323; 9.3e-05; false; 0.222202;0.18; 0.163332; 0.042111; 0.003066; 0.00072; 6.6e-05; 4.8e-05; false; 0.213413;1.4; 0.2925; 0.0000; 0.0054; 0.0005; 0.0000; False; 0.0059; 0.2989
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1764.0.mata;0.14; 0.107139; 0.040988; 0.002476; 0.000312; 8e-05; false; 0.154966;0.19; 0.170035; 0.042524; 0.002418; 0.000367; 8.6e-05; false; 0.21982;0.19; 0.169479; 0.043567; 0.003125; 0.000767; 5.3e-05; 4.5e-05; false; 0.221094;1.35; 0.2944; 0.0000; 0.0053; 0.0005; 0.0000; False; 0.0059; 0.3008
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1767.0.mata;0.2; 0.172951; 0.04547; 0.002503; 0.000373; 7.7e-05; false; 0.225869;0.17; 0.152839; 0.040928; 0.002074; 0.000321; 7e-05; false; 0.200332;0.2; 0.170222; 0.043414; 0.003048; 0.000805; 5.8e-05; 4.5e-05; false; 0.221699;1.19; 0.1731; 0.0000; 0.0040; 0.0002; 0.0000; False; 0.0043; 0.1779
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1770.0.mata;0.2; 0.174528; 0.042467; 0.002464; 0.000374; 8.9e-05; false; 0.224017;0.11; 0.098326; 0.027813; 0.001314; 0.000181; 4.8e-05; false; 0.130333;0.19; 0.168917; 0.041371; 0.003039; 0.000793; 6e-05; 4.9e-05; false; 0.218098;1.36; 0.2704; 0.0000; 0.0055; 0.0004; 0.0000; False; 0.0059; 0.2769
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1777.0.mata;0.29; 0.263356; 0.057959; 0.002902; 0.00047; 9.4e-05; false; 0.329655;0.3; 0.261891; 0.06378; 0.003103; 0.000405; 8.9e-05; false; 0.334428;0.3; 0.249927; 0.064164; 0.004141; 0.000739; 5.2e-05; 2.5e-05; false; 0.323837;1.46; 0.4246; 0.0000; 0.0041; 0.0002; 0.0000; False; 0.0043; 0.4293
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1778.0.mata;0.27; 0.24617; 0.055729; 0.002595; 0.00031; 7.8e-05; false; 0.309327;0.15; 0.137355; 0.035289; 0.001427; 0.000208; 4.9e-05; false; 0.177056;0.24; 0.223914; 0.050111; 0.003862; 0.000669; 8e-05; 4.1e-05; false; 0.283131;1.41; 0.4095; 0.0000; 0.0061; 0.0005; 0.0000; False; 0.0067; 0.4167
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1781.0.mata;0.3; 0.26495; 0.05914; 0.002809; 0.000468; 8.7e-05; false; 0.332277;0.27; 0.252491; 0.058237; 0.002664; 0.000352; 8.9e-05; false; 0.318559;0.3; 0.264499; 0.063128; 0.004352; 0.000837; 5.5e-05; 2.4e-05; false; 0.337792;1.41; 0.2906; 0.0000; 0.0045; 0.0002; 0.0000; False; 0.0048; 0.2957
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1784.0.mata;0.14; 0.122172; 0.027911; 0.00135; 0.000248; 5e-05; false; 0.154491;0.19; 0.165013; 0.044107; 0.002286; 0.000312; 8.9e-05; false; 0.216152;0.1; 0.09638; 0.027011; 0.001919; 0.000447; 3.5e-05; 2.8e-05; false; 0.128384;1.5; 0.2963; 0.0000; 0.0069; 0.0006; 0.0000; False; 0.0076; 0.3047
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1785.0.mata;0.3; 0.269158; 0.066005; 0.003003; 0.000396; 8.3e-05; false; 0.344081;0.16; 0.153917; 0.03919; 0.001633; 0.000204; 4.9e-05; false; 0.19789;0.27; 0.242056; 0.054149; 0.003897; 0.000715; 4.9e-05; 2.1e-05; false; 0.305084;1.27; 0.2956; 0.0000; 0.0051; 0.0003; 0.0000; False; 0.0054; 0.3014
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1786.0.mata;0.29; 0.267085; 0.061253; 0.003193; 0.000469; 9.2e-05; false; 0.3377;0.26; 0.236519; 0.053639; 0.002483; 0.000337; 7.6e-05; false; 0.297475;0.3; 0.264583; 0.059595; 0.003891; 0.000718; 4.9e-05; 2e-05; false; 0.333207;1.48; 0.3977; 0.0000; 0.0041; 0.0003; 0.0000; False; 0.0044; 0.4025
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1789.0.mata;0.21; 0.195644; 0.039417; 0.001711; 0.000254; 6e-05; false; 0.240057;0.28; 0.252721; 0.058639; 0.002568; 0.000359; 7.9e-05; false; 0.318828;0.26; 0.244141; 0.040869; 0.002581; 0.000471; 3.3e-05; 1.5e-05; false; 0.290954;1.59; 0.4376; 0.0000; 0.0069; 0.0006; 0.0000; False; 0.0077; 0.4458
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_179.0.mata;0.07; 0.065382; 0.013261; 0.000569; 8.1e-05; 1.9e-05; false; 0.080833;0.07; 0.06629; 0.018899; 0.000834; 0.000102; 2.8e-05; false; 0.088247;0.05; 0.041869; 0.013287; 0.00085; 0.000272; 5.1e-05; 1.4e-05; false; 0.057968;1.09; 0.0994; 0.0000; 0.0024; 0.0002; 0.0000; False; 0.0027; 0.1025
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1792.0.mata;0.22; 0.214943; 0.038149; 0.00157; 0.000187; 4.8e-05; false; 0.257959;0.21; 0.197914; 0.038404; 0.001694; 0.000228; 5.5e-05; false; 0.241171;0.3; 0.267941; 0.060519; 0.004194; 0.00078; 5.2e-05; 2e-05; false; 0.338215;1.35; 0.2910; 0.0000; 0.0030; 0.0001; 0.0000; False; 0.0032; 0.2946
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1795.0.mata;0.29; 0.263648; 0.060108; 0.002998; 0.000283; 7.1e-05; false; 0.331468;0.28; 0.262208; 0.055501; 0.002752; 0.000337; 8.9e-05; false; 0.325125;0.29; 0.266619; 0.062025; 0.004296; 0.000801; 5.6e-05; 2.4e-05; false; 0.338224;1.45; 0.4481; 0.0000; 0.0068; 0.0003; 0.0000; False; 0.0072; 0.4558
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1798.0.mata;0.29; 0.25838; 0.054597; 0.002485; 0.000268; 9.6e-05; false; 0.319996;0.23; 0.194332; 0.064936; 0.002937; 0.000386; 0.000111; false; 0.2679;0.3; 0.272386; 0.063724; 0.004813; 0.000904; 8.7e-05; 2.8e-05; false; 0.347137;1.58; 0.4419; 0.0000; 0.0060; 0.0004; 0.0000; False; 0.0065; 0.4489
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1817.0.mata;0.18; 0.170947; 0.035649; 0.001558; 0.000174; 4.9e-05; false; 0.210921;0.26; 0.232627; 0.061052; 0.001607; 0.000222; 5.2e-05; false; 0.29837;0.27; 0.256921; 0.045963; 0.002514; 0.000485; 5e-05; 1.6e-05; false; 0.308759;1.36; 0.2745; 0.0000; 0.0047; 0.0002; 0.0000; False; 0.0049; 0.2798
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1847.0.mata;0.16; 0.154522; 0.024459; 0.001206; 0.00015; 4.2e-05; false; 0.182505;0.19; 0.168394; 0.040976; 0.002189; 0.000217; 6.4e-05; false; 0.215529;0.13; 0.108906; 0.042897; 0.001851; 0.000443; 3.3e-05; 2.6e-05; false; 0.156526;1.23; 0.2877; 0.0000; 0.0054; 0.0005; 0.0000; False; 0.0060; 0.2941
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_187.0.mata;0.08; 0.071997; 0.020728; 0.000977; 0.000126; 3.1e-05; false; 0.09598;0.05; 0.043003; 0.01274; 0.000504; 5.2e-05; 1.7e-05; false; 0.05745;0.04; 0.03952; 0.012368; 0.000858; 0.000246; 3.4e-05; 1.3e-05; false; 0.054301;1.27; 0.1275; 0.0000; 0.0018; 0.0001; 0.0000; False; 0.0019; 0.1297
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1874.0.mata;0.12; 0.118889; 0.024741; 0.001117; 0.00015; 3.7e-05; false; 0.147342;0.1; 0.09239; 0.024526; 0.001123; 0.000142; 3.9e-05; false; 0.120539;0.19; 0.163625; 0.039547; 0.003071; 0.000723; 8.2e-05; 4.9e-05; false; 0.210774;1.07; 0.1991; 0.0000; 0.0031; 0.0003; 0.0000; False; 0.0034; 0.2030
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1875.0.mata;0.19; 0.169079; 0.040668; 0.002098; 0.00027; 6.7e-05; false; 0.2161;0.18; 0.160899; 0.04208; 0.001668; 0.000184; 6.8e-05; false; 0.208478;0.18; 0.165885; 0.039231; 0.00321; 0.000715; 7.8e-05; 4e-05; false; 0.213193;1.27; 0.1644; 0.0000; 0.0023; 0.0002; 0.0000; False; 0.0025; 0.1672
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1877.0.mata;0.19; 0.173613; 0.047254; 0.001969; 0.000206; 6.1e-05; false; 0.226977;0.18; 0.162759; 0.043334; 0.001845; 0.000279; 8.7e-05; false; 0.212414;0.14; 0.122003; 0.030031; 0.001907; 0.000396; 5.7e-05; 2.6e-05; false; 0.157172;1.23; 0.2054; 0.0000; 0.0030; 0.0002; 0.0000; False; 0.0032; 0.2089
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1878.0.mata;0.19; 0.167567; 0.045638; 0.002196; 0.000318; 7.9e-05; false; 0.219969;0.19; 0.174483; 0.039584; 0.001853; 0.000184; 6e-05; false; 0.219727;0.13; 0.122033; 0.028812; 0.001953; 0.000404; 5.5e-05; 2.3e-05; false; 0.155762;1.26; 0.2973; 0.0000; 0.0038; 0.0003; 0.0000; False; 0.0042; 0.3020
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1879.0.mata;0.16; 0.130777; 0.04109; 0.001822; 0.000201; 5.7e-05; false; 0.177541;0.18; 0.167401; 0.041385; 0.002042; 0.00022; 6.3e-05; false; 0.215363;0.19; 0.166083; 0.040787; 0.00335; 0.00074; 8.9e-05; 4.8e-05; false; 0.214993;1.41; 0.2493; 0.0000; 0.0032; 0.0003; 0.0000; False; 0.0035; 0.2532
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1887.0.mata;0.19; 0.168237; 0.040071; 0.001956; 0.000194; 6e-05; false; 0.214074;0.19; 0.165524; 0.039955; 0.0018; 0.000174; 5.8e-05; false; 0.210879;0.19; 0.163769; 0.037463; 0.003176; 0.000699; 8.5e-05; 4e-05; false; 0.208465;1.35; 0.2318; 0.0000; 0.0025; 0.0002; 0.0000; False; 0.0027; 0.2349
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1897.0.mata;0.18; 0.16718; 0.037907; 0.001942; 0.000187; 6.7e-05; false; 0.21049;0.11; 0.093249; 0.025511; 0.001064; 0.000124; 3.8e-05; false; 0.122197;0.13; 0.097412; 0.039555; 0.003358; 0.000778; 9.4e-05; 5e-05; false; 0.144863;1.41; 0.2954; 0.0000; 0.0045; 0.0003; 0.0000; False; 0.0049; 0.3007
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_277.0.mata;0.1; 0.094136; 0.01869; 0.00096; 0.000136; 3e-05; false; 0.115631;0.12; 0.101643; 0.030213; 0.001692; 0.000188; 4.9e-05; false; 0.13643;0.13; 0.121236; 0.030144; 0.002059; 0.000515; 6.5e-05; 6e-06; false; 0.156612;1.26; 0.2047; 0.0000; 0.0021; 0.0001; 0.0000; False; 0.0023; 0.2073
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_357.0.mata;0.08; 0.077065; 0.021117; 0.001219; 0.000129; 3.4e-05; false; 0.101568;0.08; 0.077145; 0.020206; 0.001154; 0.000186; 3.4e-05; false; 0.100741;0.08; 0.076299; 0.019537; 0.001607; 0.000489; 6.3e-05; 8e-06; false; 0.099903;1.31; 0.1409; 0.0000; 0.0029; 0.0003; 0.0000; False; 0.0033; 0.1446
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_378.0.mata;0.09; 0.082333; 0.019021; 0.001176; 0.000111; 3.3e-05; false; 0.104366;0.09; 0.078684; 0.020343; 0.001118; 0.000106; 3.4e-05; false; 0.102224;0.05; 0.046619; 0.012676; 0.001007; 0.00028; 4.1e-05; 1.4e-05; false; 0.061732;1.08; 0.0854; 0.0000; 0.0022; 0.0002; 0.0000; False; 0.0024; 0.0882
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_379.0.mata;0.09; 0.078497; 0.021312; 0.001211; 0.00014; 3.6e-05; false; 0.103187;0.07; 0.06579; 0.01193; 0.000602; 7.9e-05; 2e-05; false; 0.079592;0.08; 0.076291; 0.02008; 0.001572; 0.0005; 6.3e-05; 8e-06; false; 0.100301;1.24; 0.1427; 0.0000; 0.0032; 0.0003; 0.0000; False; 0.0036; 0.1468
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_447.0.mata;0.04; 0.038207; 0.015135; 0.001199; 0.0001; 4e-05; false; 0.057182;0.04; 0.0379; 0.014065; 0.001067; 6.3e-05; 3.4e-05; false; 0.055248;0.05; 0.038661; 0.015044; 0.001593; 0.000351; 4.3e-05; 2.2e-05; false; 0.058255;1.29; 0.0674; 0.0000; 0.0022; 0.0002; 0.0000; False; 0.0025; 0.0702
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_470.0.mata;0.12; 0.10972; 0.027488; 0.00138; 0.000126; 3.7e-05; false; 0.141463;0.06; 0.063875; 0.016903; 0.000748; 6.6e-05; 2.6e-05; false; 0.083123;0.11; 0.10476; 0.026977; 0.002126; 0.000363; 5e-05; 2.4e-05; false; 0.136768;1.05; 0.1452; 0.0000; 0.0018; 0.0001; 0.0000; False; 0.0020; 0.1474
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_473.0.mata;0.11; 0.103728; 0.026939; 0.001471; 9.5e-05; 4.3e-05; false; 0.134652;0.12; 0.106909; 0.027213; 0.001401; 9.5e-05; 4.4e-05; false; 0.13812;0.12; 0.104804; 0.025895; 0.001972; 0.000435; 5e-05; 2.4e-05; false; 0.135439;1.12; 0.1996; 0.0000; 0.0036; 0.0004; 0.0000; False; 0.0040; 0.2042
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_497.0.mata;0.11; 0.101901; 0.025842; 0.001437; 0.000156; 4.3e-05; false; 0.131765;0.11; 0.100592; 0.026199; 0.001302; 0.000124; 4.1e-05; false; 0.130594;0.12; 0.102825; 0.026741; 0.002191; 0.000535; 8.1e-05; 3.5e-05; false; 0.134944;1.21; 0.1777; 0.0000; 0.0027; 0.0002; 0.0000; False; 0.0029; 0.1810
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_507.0.mata;0.16; 0.150098; 0.036273; 0.001682; 0.000165; 5.2e-05; false; 0.191618;0.17; 0.14783; 0.039516; 0.001672; 0.000263; 7e-05; false; 0.193465;0.18; 0.155176; 0.040787; 0.002677; 0.000548; 6.7e-05; 3.7e-05; false; 0.203126;1.39; 0.2638; 0.0000; 0.0047; 0.0004; 0.0000; False; 0.0052; 0.2696
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_527.0.mata;0.04; 0.03697; 0.013931; 0.000754; 8.8e-05; 2.2e-05; false; 0.053506;0.03; 0.036204; 0.008639; 0.000417; 5e-05; 1.3e-05; false; 0.046483;0.03; 0.037113; 0.008951; 0.00045; 0.000221; 2.8e-05; 9e-06; false; 0.047886;1.28; 0.0748; 0.0000; 0.0016; 0.0001; 0.0000; False; 0.0017; 0.0768
